id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamFormation;value_TeamKit;value_Resume;value_Captain;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndX;value_Length;value_KickOff;value_PassEndY;value_Zone;value_Angle;value_Launch;value_LongBall;value_HeadPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_FlickOn;value_Chipped;value_NextEventThrowIn;value_ThrowIn;value_Direct;value_Foul;value_Shove/Push;value_Cross;value_FreeKickTaken;value_Head;value_KeeperThrow;value_SwitchOfPlay;value_OverhitCross;value_DeletedEventType;value_OutOfBoxCentre;value_BlockedY;value_GoalmouthZ;value_IndividualPlay;value_BlockedX;value_Assisted;value_RegularPlay;value_RelatedEventId;value_GoalmouthY;value_RightFooted;value_LowCentre;value_Hands;value_Standing;value_Collected;value_AttemptedTackle;value_TacticalFoul;value_YellowCard;value_Assist;value_GkY;value_LeftFooted;value_Blocked;value_GkX;value_DefBlock;value_Left;value_NextEventGoalKick;value_CornerTaken;value_IntentionalAssist;value_FromCorner;value_Right;value_BoxCentre;value_FirstTouch;value_GoalKick;value_Low;value_Injury;value_InjuredPlayerId;value_LayOff;value_High;value_IntendedTackleTarget;value_BlockedPass;value_BlockedCross;value_InSwinger;value_Volley;value_SwerveLeft;value_BoxLeft;value_MisHit;value_PullBack;value_BigChance;value_ShirtPull/Holding;value_HighRight;value_Overrun;value_NotVisible;value_BoxRight;value_GoalShotTimestamp;value_HighLeft;value_GoalShotGameClock;value_BlockedClearance;value_OutOfPlay;value_ThroughBall;value_1On1;value_ParriedSafe;value_Feet;value_Stooping;value_LowRight;value_NotAssisted;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_Handball;value_FreeKick;value_LowLeft;value_Diving;value_Minutes;value_OverArm;value_PlayersCaughtOffside;value_Indirect;value_SetPiece;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_BoxDeepLeft;value_OtherBodyPart;value_CloseRight;value_RecklessOffence;value_GkKickFromHands;value_Argument;value_VideoCoverageLost;value_TempShotOn;value_HighClaim;value_SixYardBlocked;value_AerialFoul;value_Simulation;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2736907387;57;1;1;5;10;ew2zirzye0sw1txr2m33nr25y;1;21,4;40,4;2024-10-20T22:09:45.331Z;2024-10-20T22:09:50Z;[{'id': 5301649859, 'qualifierId': 141, 'value': '14.0'}, {'id': 5301649855, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301649857, 'qualifierId': 140, 'value': '22.8'}, {'id': 5301649863, 'qualifierId': 213, 'value': '4.79'}, {'id': 5301649861, 'qualifierId': 212, 'value': '18.0'}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;22,8;18,0;;14,0;;4,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;22,8;14,0;;;;;;;0;0;5;10;Houston Dynamo II;310;GK;1,0
2736907407;58;1;1;5;15;ew2zirzye0sw1txr2m33nr25y;1;22,6;15,5;2024-10-20T22:09:50.440Z;2024-10-20T22:09:52Z;[{'id': 5301649931, 'qualifierId': 155}, {'id': 5301649933, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301649937, 'qualifierId': 141, 'value': '29.8'}, {'id': 5301649941, 'qualifierId': 213, 'value': '0.39'}, {'id': 5301649935, 'qualifierId': 140, 'value': '45.0'}, {'id': 5301649939, 'qualifierId': 212, 'value': '25.5'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;45,0;25,5;;29,8;;0,39;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;45,0;29,8;;;;;;;0;0;5;15;Houston Dynamo II;315;DL;1,0
2736907415;59;1;1;5;18;ew2zirzye0sw1txr2m33nr25y;0;45,0;29,8;2024-10-20T22:09:52.625Z;2024-10-20T22:09:53Z;[{'id': 5301649977, 'qualifierId': 140, 'value': '62.5'}, {'id': 5301649983, 'qualifierId': 213, 'value': '5.84'}, {'id': 5301649981, 'qualifierId': 212, 'value': '20.3'}, {'id': 5301649979, 'qualifierId': 141, 'value': '17.1'}, {'id': 5301649975, 'qualifierId': 56, 'value': 'Right'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;62,5;20,3;;17,1;;5,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;62,5;17,1;;;;;;;0;0;5;18;Houston Dynamo II;318;FW;1,0
2736907411;44;49;1;5;18;7pmw399vh2v44cjle4fkklp1w;1;33,7;84,1;2024-10-20T22:09:52.924Z;2024-10-20T22:09:53Z;[];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;3vkw6dmi0j2xaufizrgvze9ec;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;5;18;The Town;318;DC;1,0
2736907465;45;1;1;5;20;7pmw399vh2v44cjle4fkklp1w;1;30,4;93,3;2024-10-20T22:09:54.653Z;2024-10-20T22:09:59Z;[{'id': 5301650295, 'qualifierId': 212, 'value': '28.4'}, {'id': 5301650289, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301650293, 'qualifierId': 141, 'value': '59.1'}, {'id': 5301650297, 'qualifierId': 213, 'value': '4.10'}, {'id': 5301650291, 'qualifierId': 140, 'value': '14.9'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;14,9;28,4;;59,1;;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;14,9;59,1;;;;;;;0;0;5;20;The Town;320;DC;1,0
2736907491;46;1;1;5;24;7pmw399vh2v44cjle4fkklp1w;1;14,8;59,0;2024-10-20T22:09:58.988Z;2024-10-20T22:10:03Z;[{'id': 5301650443, 'qualifierId': 213, 'value': '4.91'}, {'id': 5301650437, 'qualifierId': 140, 'value': '19.2'}, {'id': 5301650441, 'qualifierId': 212, 'value': '23.2'}, {'id': 5301650435, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301650439, 'qualifierId': 141, 'value': '25.5'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;19,2;23,2;;25,5;;4,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;19,2;25,5;;;;;;;0;0;5;24;The Town;324;GK;1,0
2736907525;47;1;1;5;28;7pmw399vh2v44cjle4fkklp1w;1;19,2;25,5;2024-10-20T22:10:03.260Z;2024-10-20T22:10:06Z;[{'id': 5301650629, 'qualifierId': 213, 'value': '0.94'}, {'id': 5301650617, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301650625, 'qualifierId': 212, 'value': '15.2'}, {'id': 5301650619, 'qualifierId': 140, 'value': '27.7'}, {'id': 5301650621, 'qualifierId': 141, 'value': '43.6'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;27,7;15,2;;43,6;;0,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;27,7;43,6;;;;;;;0;0;5;28;The Town;328;DL;1,0
2736907543;48;1;1;5;32;7pmw399vh2v44cjle4fkklp1w;1;27,7;43,6;2024-10-20T22:10:06.716Z;2024-10-20T22:10:07Z;[{'id': 5301650711, 'qualifierId': 213, 'value': '2.95'}, {'id': 5301650703, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301650707, 'qualifierId': 141, 'value': '48.2'}, {'id': 5301650709, 'qualifierId': 212, 'value': '16.8'}, {'id': 5301650705, 'qualifierId': 140, 'value': '12.0'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;12,0;16,8;;48,2;;2,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;12,0;48,2;;;;;;;0;0;5;32;The Town;332;MC;1,0
2736907585;49;1;1;5;33;7pmw399vh2v44cjle4fkklp1w;1;12,0;48,2;2024-10-20T22:10:07.852Z;2024-10-20T22:10:12Z;[{'id': 5301650889, 'qualifierId': 140, 'value': '22.3'}, {'id': 5301650893, 'qualifierId': 212, 'value': '21.8'}, {'id': 5301650897, 'qualifierId': 213, 'value': '1.05'}, {'id': 5301650887, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301650891, 'qualifierId': 141, 'value': '76.0'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;22,3;21,8;;76,0;;1,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;22,3;76,0;;;;;;;0;0;5;33;The Town;333;GK;1,0
2736907627;50;1;1;5;39;7pmw399vh2v44cjle4fkklp1w;1;26,0;81,8;2024-10-20T22:10:14.283Z;2024-10-20T22:10:17Z;[{'id': 5301651135, 'qualifierId': 141, 'value': '55.4'}, {'id': 5301651139, 'qualifierId': 213, 'value': '3.92'}, {'id': 5301651131, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301651133, 'qualifierId': 140, 'value': '8.8'}, {'id': 5301651137, 'qualifierId': 212, 'value': '25.5'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;8,8;25,5;;55,4;;3,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;8,8;55,4;;;;;;;0;0;5;39;The Town;339;DC;1,0
2736907645;51;1;1;5;42;7pmw399vh2v44cjle4fkklp1w;1;7,8;53,1;2024-10-20T22:10:16.907Z;2024-10-20T22:10:19Z;[{'id': 5301651217, 'qualifierId': 140, 'value': '22.8'}, {'id': 5301651219, 'qualifierId': 141, 'value': '67.9'}, {'id': 5301651223, 'qualifierId': 213, 'value': '0.57'}, {'id': 5301651215, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301651221, 'qualifierId': 212, 'value': '18.7'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;22,8;18,7;;67,9;;0,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;22,8;67,9;;;;;;;0;0;5;42;The Town;342;GK;1,0
2736907685;52;1;1;5;45;7pmw399vh2v44cjle4fkklp1w;1;21,9;65,4;2024-10-20T22:10:19.771Z;2024-10-20T22:10:24Z;[{'id': 5301651419, 'qualifierId': 212, 'value': '27.0'}, {'id': 5301651421, 'qualifierId': 213, 'value': '4.79'}, {'id': 5301651415, 'qualifierId': 140, 'value': '23.9'}, {'id': 5301651413, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301651417, 'qualifierId': 141, 'value': '25.8'}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;23,9;27,0;;25,8;;4,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;23,9;25,8;;;;;;;0;0;5;45;The Town;345;MC;1,0
2736907675;60;43;1;5;47;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-10-20T22:10:22.469Z;2024-10-20T22:10:28Z;[{'id': 5301651607, 'qualifierId': 144, 'value': '7'}, {'id': 5301651371, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301651373, 'qualifierId': 286, 'value': '0'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;3vkw6dmi0j2xaufizrgvze9ec;Deleted event;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;5;47;Houston Dynamo II;347;FW;1,0
2736907701;53;1;1;5;49;7pmw399vh2v44cjle4fkklp1w;1;28,9;25,9;2024-10-20T22:10:24.316Z;2024-10-20T22:10:26Z;[{'id': 5301651499, 'qualifierId': 213, 'value': '0.44'}, {'id': 5301651501, 'qualifierId': 1}, {'id': 5301651497, 'qualifierId': 212, 'value': '36.6'}, {'id': 5301651493, 'qualifierId': 140, 'value': '60.4'}, {'id': 5301651491, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301651495, 'qualifierId': 141, 'value': '49.0'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;60,4;36,6;;49,0;;0,44;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;60,4;49,0;;;;;;;0;0;5;49;The Town;349;DL;1,0
2736907725;54;1;1;5;51;7pmw399vh2v44cjle4fkklp1w;1;60,4;49,0;2024-10-20T22:10:26.220Z;2024-10-20T22:10:27Z;[{'id': 5301651599, 'qualifierId': 212, 'value': '8.3'}, {'id': 5301651601, 'qualifierId': 213, 'value': '4.29'}, {'id': 5301651597, 'qualifierId': 141, 'value': '37.9'}, {'id': 5301651593, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301651595, 'qualifierId': 140, 'value': '57.2'}];60ej9rpig6xzj1d80w0ki92i;G. Segal;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;57,2;8,3;;37,9;;4,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;57,2;37,9;;;;;;;0;0;5;51;The Town;351;FW;1,0
2736907771;55;1;1;5;53;7pmw399vh2v44cjle4fkklp1w;1;57,6;37,9;2024-10-20T22:10:27.723Z;2024-10-20T22:10:32Z;[{'id': 5301651805, 'qualifierId': 213, 'value': '5.35'}, {'id': 5301651799, 'qualifierId': 140, 'value': '72.7'}, {'id': 5301651801, 'qualifierId': 141, 'value': '6.4'}, {'id': 5301651803, 'qualifierId': 212, 'value': '26.6'}, {'id': 5301651797, 'qualifierId': 56, 'value': 'Right'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;72,7;26,6;;6,4;;5,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;72,7;6,4;;;;;;;0;0;5;53;The Town;353;MC;1,0
2736907773;56;3;1;5;57;7pmw399vh2v44cjle4fkklp1w;0;71,5;15,9;2024-10-20T22:10:32.367Z;2024-10-20T23:10:53Z;[{'id': 5301651903, 'qualifierId': 233, 'value': '61'}, {'id': 5301651817, 'qualifierId': 286}, {'id': 5301651815, 'qualifierId': 56, 'value': 'Right'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;3vkw6dmi0j2xaufizrgvze9ec;Take On;;;;;;;;;;;;;;;;;;;1,0;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;5;57;The Town;357;MR;1,0
2736907775;61;7;1;5;57;ew2zirzye0sw1txr2m33nr25y;0;28,5;84,1;2024-10-20T22:10:32.368Z;2024-10-20T23:10:52Z;[{'id': 5301651843, 'qualifierId': 233, 'value': '56'}, {'id': 5301651823, 'qualifierId': 285}, {'id': 5301651821, 'qualifierId': 56, 'value': 'Back'}];658wqca9ctixqav113prm06ei;J. Ricketts;;;3vkw6dmi0j2xaufizrgvze9ec;Tackle;;;;;;;;;;;;;;;;;;;;56,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;5;57;Houston Dynamo II;357;FWL;1,0
2736907781;57;61;1;5;58;7pmw399vh2v44cjle4fkklp1w;1;74,7;10,9;2024-10-20T22:10:33.547Z;2024-10-20T22:11:59Z;[{'id': 5301651873, 'qualifierId': 56, 'value': 'Right'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;3vkw6dmi0j2xaufizrgvze9ec;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;5;58;The Town;358;MR;1,0
2736907821;62;50;1;5;59;ew2zirzye0sw1txr2m33nr25y;1;34,1;73,4;2024-10-20T22:10:34.123Z;2024-10-20T22:11:50Z;[{'id': 5301652619, 'qualifierId': 233, 'value': '58'}, {'id': 5301652541, 'qualifierId': 286}, {'id': 5301652093, 'qualifierId': 56, 'value': 'Back'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;3vkw6dmi0j2xaufizrgvze9ec;Dispossessed;;;;;;;;;;;;;;;;;;;1,0;58,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;5;59;Houston Dynamo II;359;MC;1,0
2736907811;58;7;1;5;59;7pmw399vh2v44cjle4fkklp1w;1;65,9;26,6;2024-10-20T22:10:34.124Z;2024-10-20T22:11:53Z;[{'id': 5301652047, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301652511, 'qualifierId': 233, 'value': '62'}, {'id': 5301652559, 'qualifierId': 285}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;1,0;;3vkw6dmi0j2xaufizrgvze9ec;Tackle;;;;;;;;;;;;;;;;;;;;62,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;5;59;The Town;359;MR;1,0
2736907815;59;15;1;6;3;7pmw399vh2v44cjle4fkklp1w;1;69,2;34,6;2024-10-20T22:10:37.995Z;2024-10-20T22:10:59Z;[{'id': 5301652073, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301652231, 'qualifierId': 18}, {'id': 5301652921, 'qualifierId': 147, 'value': '48.6'}, {'id': 5301652915, 'qualifierId': 103, 'value': '19.6'}, {'id': 5301652917, 'qualifierId': 215}, {'id': 5301652919, 'qualifierId': 146, 'value': '98.1'}, {'id': 5301652929, 'qualifierId': 233, 'value': '63'}, {'id': 5301652907, 'qualifierId': 29}, {'id': 5301652069, 'qualifierId': 22}, {'id': 5301652909, 'qualifierId': 55, 'value': '58'}, {'id': 5301652913, 'qualifierId': 102, 'value': '49.7'}, {'id': 5301652229, 'qualifierId': 20}, {'id': 5301652905, 'qualifierId': 78}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;;3vkw6dmi0j2xaufizrgvze9ec;Attempt Saved;;;;;;;;;;;;;;;;;;;;63,0;;;;;;;;;;;;;;;;1,0;48,6;19,6;1,0;98,1;1,0;1,0;58,0;49,7;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;98,1;48,6;49,7;19.6;58,0;7yt2ddw0yntv9xq1hrv1jx05w;0;0;6;3;The Town;363;MC;1,0
2736907849;63;10;1;6;3;ew2zirzye0sw1txr2m33nr25y;1;2,0;50,3;2024-10-20T22:10:38.095Z;2024-10-20T22:10:44Z;[{'id': 5301652205, 'qualifierId': 182}, {'id': 5301652203, 'qualifierId': 178}, {'id': 5301652207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301652299, 'qualifierId': 233, 'value': '59'}, {'id': 5301652265, 'qualifierId': 177}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;;3vkw6dmi0j2xaufizrgvze9ec;Save;;;;;;;;;;;;;;;;;;;;59,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;6;3;Houston Dynamo II;363;GK;1,0
2736907861;64;52;1;6;6;ew2zirzye0sw1txr2m33nr25y;1;2,0;50,3;2024-10-20T22:10:41.447Z;2024-10-20T22:10:43Z;[];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;;3vkw6dmi0j2xaufizrgvze9ec;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;6;6;Houston Dynamo II;366;GK;1,0
2736907941;65;80;1;6;17;ew2zirzye0sw1txr2m33nr25y;0;9,2;48,2;2024-10-20T22:10:52.215Z;2024-10-20T22:10:52Z;[];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;;3vkw6dmi0j2xaufizrgvze9ec;Drop of Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;6;17;Houston Dynamo II;377;GK;1,0
2736907995;66;1;1;6;21;ew2zirzye0sw1txr2m33nr25y;0;10,4;53,7;2024-10-20T22:10:56.168Z;2024-10-20T22:10:59Z;[{'id': 5301652991, 'qualifierId': 212, 'value': '44.8'}, {'id': 5301652987, 'qualifierId': 140, 'value': '48.3'}, {'id': 5301652983, 'qualifierId': 155}, {'id': 5301652993, 'qualifierId': 213, 'value': '0.48'}, {'id': 5301652995, 'qualifierId': 1}, {'id': 5301652989, 'qualifierId': 141, 'value': '84.1'}, {'id': 5301652985, 'qualifierId': 56, 'value': 'Back'}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;;3vkw6dmi0j2xaufizrgvze9ec;Pass;;;;;;;;;;48,3;44,8;;84,1;;0,48;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;48,3;84,1;;;;;;;0;0;6;21;Houston Dynamo II;381;GK;1,0
