id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_Captain;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_KickOff;value_Length;value_PassEndX;value_Angle;value_Zone;value_PassEndY;value_LongBall;value_Launch;value_Foul;value_OppositeRelatedEventId;value_Defensive;value_Direct;value_Shove/Push;value_Offensive;value_FreeKickTaken;value_DeletedEventType;value_HeadPass;value_FlickOn;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_Chipped;value_TouchTypeControl;value_BlockedPass;value_IntendedTackleTarget;value_LayOff;value_Assist;value_GoalmouthY;value_IndividualPlay;value_LowRight;value_OutOfBoxCentre;value_Assisted;value_GoalmouthZ;value_LeftFooted;value_RegularPlay;value_BlockedY;value_BlockedX;value_Diving;value_LowGkIntervention;value_Hands;value_Collected;value_KeeperThrow;value_NextEventThrowIn;value_ThrowIn;value_ShirtPull/Holding;value_TouchTypePass;value_OutSwinger;value_Cross;value_RightFooted;value_Head;value_TakeOnOvertake;value_TakeOnSpace;value_Handball;value_GkX;value_BoxLeft;value_HighLeft;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_SwitchOfPlay;value_OutOfPlay;value_TouchTypeClearance;value_AttemptedTackle;value_NotAssisted;value_LowCentre;value_MediumGkIntervention;value_Stooping;value_GkHoof;value_HighRight;value_Overrun;value_Standing;value_ParriedSafe;value_PlayersCaughtOffside;value_Indirect;value_TacticalFoul;value_YellowCard;value_NotVisible;value_Straight;value_FloatedCross;value_ThroughBall;value_IntentionalAssist;value_BigChance;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_1On1;value_GoalShotGameClock;value_GoalShotTimestamp;value_BoxCentre;value_Tap;value_SwerveLeft;value_High;value_Left;value_CornerTaken;value_DrivenCross;value_SmallBoxRight;value_FirstTouch;value_CloseRight;value_Minutes;value_EndType;value_BlockedCross;value_CloseLeft;value_BoxDeepLeft;value_RecklessOffence;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_PullBack;value_SmallBoxLeft;value_SetPiece;value_Blocked;value_DefBlock;value_InSwinger;value_LowLeft;value_BoxRight;value_Dissent;value_ViolentConduct;value_RedCard;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728543821;75;1;1;8;24;bd0378yx50xpdcgwkt9p9bmz8;1;42,4;81,4;2024-09-29T23:15:31.462Z;2024-09-29T23:15:34Z;[{'id': 5255990895, 'qualifierId': 140, 'value': '58.9'}, {'id': 5255990901, 'qualifierId': 213, 'value': '6.12'}, {'id': 5255990891, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255990897, 'qualifierId': 141, 'value': '77.3'}, {'id': 5255990899, 'qualifierId': 212, 'value': '17.5'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;17,5;58,9;6,12;;77,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;58,9;77,3;;;;;;;0;0;8;24;New York City II;504;;1,0
2728543859;76;61;1;8;28;bd0378yx50xpdcgwkt9p9bmz8;1;58,9;77,3;2024-09-29T23:15:34.574Z;2024-09-30T00:07:56Z;[{'id': 5255991119, 'qualifierId': 56, 'value': 'Center'}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;fmsuib8m4nr04g27yr07scno;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;8;28;New York City II;508;;1,0
2728543893;77;1;1;8;30;bd0378yx50xpdcgwkt9p9bmz8;1;45,7;82,3;2024-09-29T23:15:37.150Z;2024-09-29T23:15:39Z;[{'id': 5255991331, 'qualifierId': 213, 'value': '3.01'}, {'id': 5255991327, 'qualifierId': 141, 'value': '83.8'}, {'id': 5255991323, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255991325, 'qualifierId': 140, 'value': '38.2'}, {'id': 5255991329, 'qualifierId': 212, 'value': '7.9'}];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;7,9;38,2;3,01;;83,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;38,2;83,8;;;;;;;0;0;8;30;New York City II;510;;1,0
2728543939;78;1;1;8;32;bd0378yx50xpdcgwkt9p9bmz8;1;37,4;81,5;2024-09-29T23:15:39.023Z;2024-09-29T23:15:41Z;[{'id': 5255991539, 'qualifierId': 212, 'value': '26.5'}, {'id': 5255991533, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255991537, 'qualifierId': 141, 'value': '42.7'}, {'id': 5255991535, 'qualifierId': 140, 'value': '34.6'}, {'id': 5255991541, 'qualifierId': 213, 'value': '4.60'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;26,5;34,6;4,6;;42,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;34,6;42,7;;;;;;;0;0;8;32;New York City II;512;;1,0
2728543991;79;1;1;8;35;bd0378yx50xpdcgwkt9p9bmz8;1;37,1;35,4;2024-09-29T23:15:41.830Z;2024-09-29T23:15:46Z;[{'id': 5255991811, 'qualifierId': 140, 'value': '43.2'}, {'id': 5255991815, 'qualifierId': 212, 'value': '17.3'}, {'id': 5255991809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255991813, 'qualifierId': 141, 'value': '11.7'}, {'id': 5255991817, 'qualifierId': 213, 'value': '5.09'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;17,3;43,2;5,09;;11,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;43,2;11,7;;;;;;;0;0;8;35;New York City II;515;;1,0
2728544087;80;1;1;8;39;bd0378yx50xpdcgwkt9p9bmz8;1;44,2;8,6;2024-09-29T23:15:46.366Z;2024-09-29T23:15:53Z;[{'id': 5255992311, 'qualifierId': 141, 'value': '4.6'}, {'id': 5255992315, 'qualifierId': 213, 'value': '6.15'}, {'id': 5255992309, 'qualifierId': 140, 'value': '63.0'}, {'id': 5255992307, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255992313, 'qualifierId': 212, 'value': '19.9'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;19,9;63,0;6,15;;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;63,0;4,6;;;;;;;0;0;8;39;New York City II;519;;1,0
2728544135;81;1;1;8;46;bd0378yx50xpdcgwkt9p9bmz8;1;78,2;25,2;2024-09-29T23:15:53.093Z;2024-09-29T23:16:03Z;[{'id': 5255993001, 'qualifierId': 210, 'value': '13'}, {'id': 5255992547, 'qualifierId': 141, 'value': '75.6'}, {'id': 5255992543, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255992551, 'qualifierId': 213, 'value': '1.50'}, {'id': 5255992553, 'qualifierId': 1}, {'id': 5255992545, 'qualifierId': 140, 'value': '80.4'}, {'id': 5255992549, 'qualifierId': 212, 'value': '34.3'}];b94wogguhbhpo2mal3pfpo26s;K. Mboma Dem;1,0;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;34,3;80,4;1,5;;75,6;1,0;;;;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;80,4;75,6;;;;;;;0;0;8;46;New York City II;526;;1,0
2728544137;82;13;1;8;49;bd0378yx50xpdcgwkt9p9bmz8;1;88,1;70,1;2024-09-29T23:15:56.125Z;2024-10-03T07:25:33Z;[{'id': 5255992669, 'qualifierId': 72}, {'id': 5255993035, 'qualifierId': 55, 'value': '81'}, {'id': 5255993045, 'qualifierId': 215}, {'id': 5255992565, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255993047, 'qualifierId': 230, 'value': '98.6'}, {'id': 5255992563, 'qualifierId': 64}, {'id': 5255993041, 'qualifierId': 102, 'value': '64.2'}, {'id': 5255993031, 'qualifierId': 77}, {'id': 5255993049, 'qualifierId': 231, 'value': '51.6'}, {'id': 5255993033, 'qualifierId': 29}, {'id': 5255993043, 'qualifierId': 103, 'value': '80.6'}, {'id': 5255992561, 'qualifierId': 22}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;fmsuib8m4nr04g27yr07scno;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81,0;;;;;;;64,2;1,0;;;1,0;80,6;1,0;1,0;;;;;;;;;;;;;;;;;;;98,6;1,0;1,0;51,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;64,2;80.6;81,0;b94wogguhbhpo2mal3pfpo26s;0;0;8;49;New York City II;529;;1,0
2728544145;83;5;1;8;50;bd0378yx50xpdcgwkt9p9bmz8;0;101,4;59,2;2024-09-29T23:15:57.094Z;2024-09-30T00:36:01Z;[{'id': 5255992617, 'qualifierId': 346}, {'id': 5256106931, 'qualifierId': 233, 'value': '111'}, {'id': 5255992615, 'qualifierId': 56, 'value': 'Center'}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;fmsuib8m4nr04g27yr07scno;Out;;;;;;;;;;;;;;;;;;;111,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;8;50;New York City II;530;;1,0
2728544351;111;5;1;8;50;6ddsx316t3j0z6nolrky9k4r8;1;-1,4;40,8;2024-09-29T23:15:57.094Z;2024-09-30T00:36:01Z;[{'id': 5255993731, 'qualifierId': 346}, {'id': 5256106901, 'qualifierId': 233, 'value': '83'}, {'id': 5255993729, 'qualifierId': 56, 'value': 'Back'}];1cfm4ne1po0mld4bl37deg36c;J. Shore;;;fmsuib8m4nr04g27yr07scno;Out;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;8;50;Cincinnati II;530;FWL;1,0
2728544371;112;1;1;9;7;6ddsx316t3j0z6nolrky9k4r8;1;3,5;45,1;2024-09-29T23:16:14.192Z;2024-09-29T23:16:15Z;[{'id': 5255993831, 'qualifierId': 141, 'value': '29.5'}, {'id': 5255993841, 'qualifierId': 237}, {'id': 5255993827, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255993825, 'qualifierId': 124}, {'id': 5255993829, 'qualifierId': 140, 'value': '5.8'}, {'id': 5255993833, 'qualifierId': 212, 'value': '10.9'}, {'id': 5255993837, 'qualifierId': 213, 'value': '4.94'}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;10,9;5,8;4,94;;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;5,8;29,5;;;;;;;0;0;9;7;Cincinnati II;547;GK;1,0
2728544387;113;1;1;9;8;6ddsx316t3j0z6nolrky9k4r8;1;5,8;29,5;2024-09-29T23:16:15.120Z;2024-09-29T23:16:16Z;[{'id': 5255993929, 'qualifierId': 213, 'value': '1.58'}, {'id': 5255993921, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255993925, 'qualifierId': 141, 'value': '49.6'}, {'id': 5255993923, 'qualifierId': 140, 'value': '5.7'}, {'id': 5255993927, 'qualifierId': 212, 'value': '13.7'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;13,7;5,7;1,58;;49,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;5,7;49,6;;;;;;;0;0;9;8;Cincinnati II;548;DL;1,0
2728544413;114;1;1;9;9;6ddsx316t3j0z6nolrky9k4r8;1;5,8;54,0;2024-09-29T23:16:16.064Z;2024-09-29T23:16:19Z;[{'id': 5255994079, 'qualifierId': 212, 'value': '25.7'}, {'id': 5255994081, 'qualifierId': 213, 'value': '1.53'}, {'id': 5255994077, 'qualifierId': 141, 'value': '91.7'}, {'id': 5255994073, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255994075, 'qualifierId': 140, 'value': '6.8'}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;25,7;6,8;1,53;;91,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;6,8;91,7;;;;;;;0;0;9;9;Cincinnati II;549;GK;1,0
2728544449;115;1;1;9;12;6ddsx316t3j0z6nolrky9k4r8;0;7,0;95,0;2024-09-29T23:16:19.263Z;2024-09-29T23:16:21Z;[{'id': 5255994247, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255994255, 'qualifierId': 213, 'value': '6.20'}, {'id': 5255994251, 'qualifierId': 141, 'value': '91.7'}, {'id': 5255994249, 'qualifierId': 140, 'value': '33.5'}, {'id': 5255994257, 'qualifierId': 1}, {'id': 5255994253, 'qualifierId': 212, 'value': '27.9'}, {'id': 5255994245, 'qualifierId': 157}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;27,9;33,5;6,2;;91,7;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;33,5;91,7;;;;;;;0;0;9;12;Cincinnati II;552;DC;1,0
2728544481;84;49;1;9;17;bd0378yx50xpdcgwkt9p9bmz8;1;70,5;4,4;2024-09-29T23:16:24.293Z;2024-09-29T23:16:24Z;[];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;fmsuib8m4nr04g27yr07scno;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;9;17;New York City II;557;;1,0
2728544529;85;1;1;9;18;bd0378yx50xpdcgwkt9p9bmz8;1;70,5;4,4;2024-09-29T23:16:24.685Z;2024-09-29T23:16:29Z;[{'id': 5255994685, 'qualifierId': 140, 'value': '80.8'}, {'id': 5255994689, 'qualifierId': 212, 'value': '10.9'}, {'id': 5255994691, 'qualifierId': 213, 'value': '6.19'}, {'id': 5255994687, 'qualifierId': 141, 'value': '2.9'}, {'id': 5255994683, 'qualifierId': 56, 'value': 'Right'}];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;10,9;80,8;6,19;;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;80,8;2,9;;;;;;;0;0;9;18;New York City II;558;;1,0
2728544541;87;3;1;9;20;bd0378yx50xpdcgwkt9p9bmz8;0;85,6;18,0;2024-09-29T23:16:26.822Z;2024-10-03T07:28:21Z;[{'id': 5262187517, 'qualifierId': 465}, {'id': 5255994733, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255997267, 'qualifierId': 233, 'value': '117'}, {'id': 5255994735, 'qualifierId': 286}];b94wogguhbhpo2mal3pfpo26s;K. Mboma Dem;;;fmsuib8m4nr04g27yr07scno;Take On;;;;;;;;;;;;;;;;;;;117,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;9;20;New York City II;560;;1,0
2728544739;117;7;1;9;20;6ddsx316t3j0z6nolrky9k4r8;1;14,4;82,0;2024-09-29T23:16:26.823Z;2024-10-03T07:28:37Z;[{'id': 5262187531, 'qualifierId': 383}, {'id': 5255997259, 'qualifierId': 233, 'value': '87'}, {'id': 5255995797, 'qualifierId': 285}, {'id': 5255995795, 'qualifierId': 56, 'value': 'Back'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;fmsuib8m4nr04g27yr07scno;Tackle;;;;;;;;;;;;;;;;;;;87,0;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;9;20;Cincinnati II;560;DC;1,0
2728544531;86;43;1;9;22;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-09-29T23:16:29.069Z;2024-09-29T23:16:37Z;[{'id': 5255995189, 'qualifierId': 144, 'value': '61'}, {'id': 5255994701, 'qualifierId': 56, 'value': 'Right'}];b94wogguhbhpo2mal3pfpo26s;K. Mboma Dem;;;fmsuib8m4nr04g27yr07scno;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;9;22;New York City II;562;;1,0
2728544727;116;12;1;9;22;6ddsx316t3j0z6nolrky9k4r8;1;18,9;71,2;2024-09-29T23:16:29.231Z;2024-09-29T23:16:45Z;[{'id': 5255995743, 'qualifierId': 212, 'value': '21.1'}, {'id': 5255995739, 'qualifierId': 140, 'value': '34.3'}, {'id': 5255995737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255995745, 'qualifierId': 213, 'value': '0.70'}, {'id': 5255995741, 'qualifierId': 141, 'value': '91.1'}];2676930j149yvanqev61emh62;J. Rozhansky;;;fmsuib8m4nr04g27yr07scno;Clearance;;;;;;;;;;;21,1;34,3;0,7;;91,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;34,3;91,1;;;;;;;0;0;9;22;Cincinnati II;562;MC;1,0
2728544563;88;43;1;9;26;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-09-29T23:16:32.694Z;2024-10-03T07:28:51Z;[{'id': 5262187607, 'qualifierId': 144, 'value': '49'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;fmsuib8m4nr04g27yr07scno;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;9;26;New York City II;566;;1,0
2728544667;89;1;1;9;26;bd0378yx50xpdcgwkt9p9bmz8;1;63,4;3,1;2024-09-29T23:16:32.789Z;2024-09-30T00:08:44Z;[{'id': 5255995411, 'qualifierId': 140, 'value': '45.7'}, {'id': 5255995415, 'qualifierId': 212, 'value': '22.9'}, {'id': 5255995409, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255995417, 'qualifierId': 213, 'value': '2.52'}, {'id': 5255995413, 'qualifierId': 141, 'value': '22.7'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;22,9;45,7;2,52;;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;45,7;22,7;;;;;;;0;0;9;26;New York City II;566;;1,0
2728544687;90;1;1;9;34;bd0378yx50xpdcgwkt9p9bmz8;1;47,4;29,5;2024-09-29T23:16:40.653Z;2024-09-30T00:08:46Z;[{'id': 5255995545, 'qualifierId': 212, 'value': '17.6'}, {'id': 5255995541, 'qualifierId': 140, 'value': '49.4'}, {'id': 5255995543, 'qualifierId': 141, 'value': '3.8'}, {'id': 5255995547, 'qualifierId': 213, 'value': '4.83'}, {'id': 5255995537, 'qualifierId': 56, 'value': 'Back'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;17,6;49,4;4,83;;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;49,4;3,8;;;;;;;0;0;9;34;New York City II;574;;1,0
2728544713;91;1;1;9;36;bd0378yx50xpdcgwkt9p9bmz8;1;49,4;3,8;2024-09-29T23:16:42.869Z;2024-09-30T00:08:54Z;[{'id': 5255995667, 'qualifierId': 213, 'value': '6.22'}, {'id': 5255995663, 'qualifierId': 141, 'value': '1.7'}, {'id': 5255995659, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255995661, 'qualifierId': 140, 'value': '69.6'}, {'id': 5255995665, 'qualifierId': 212, 'value': '21.3'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;21,3;69,6;6,22;;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;69,6;1,7;;;;;;;0;0;9;36;New York City II;576;;1,0
2728544745;92;1;1;9;38;bd0378yx50xpdcgwkt9p9bmz8;1;69,6;1,7;2024-09-29T23:16:44.781Z;2024-09-29T23:16:46Z;[{'id': 5255995823, 'qualifierId': 212, 'value': '21.7'}, {'id': 5255995821, 'qualifierId': 141, 'value': '8.2'}, {'id': 5255995817, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255995819, 'qualifierId': 140, 'value': '49.4'}, {'id': 5255995825, 'qualifierId': 213, 'value': '2.94'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;21,7;49,4;2,94;;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;49,4;8,2;;;;;;;0;0;9;38;New York City II;578;;1,0
2728544819;93;1;1;9;40;bd0378yx50xpdcgwkt9p9bmz8;1;49,4;8,2;2024-09-29T23:16:46.629Z;2024-10-03T07:29:26Z;[{'id': 5255996173, 'qualifierId': 141, 'value': '68.8'}, {'id': 5255996177, 'qualifierId': 213, 'value': '1.81'}, {'id': 5255996169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255996179, 'qualifierId': 1}, {'id': 5255996171, 'qualifierId': 140, 'value': '39.7'}, {'id': 5255996175, 'qualifierId': 212, 'value': '42.4'}, {'id': 5255996167, 'qualifierId': 196}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;fmsuib8m4nr04g27yr07scno;Pass;;;;;;;;;;;42,4;39,7;1,81;;68,8;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;39,7;68,8;;;;;;;0;0;9;40;New York City II;580;;1,0
