id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_Involved;value_PlayerPosition;value_TeamFormation;value_Captain;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_PassEndX;value_Length;value_Angle;value_PassEndY;value_Zone;value_KickOff;value_Chipped;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_TouchTypePass;value_TouchTypeClearance;value_Left;value_Assist;value_Cross;value_OutSwinger;value_CornerTaken;value_IntentionalAssist;value_LeftFooted;value_GoalmouthY;value_Assisted;value_FromCorner;value_Head;value_GkX;value_GkY;value_BoxCentre;value_RelatedEventId;value_CloseRight;value_GoalmouthZ;value_FirstTouch;value_NextEventGoalKick;value_GoalKick;value_Low;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_PlayersCaughtOffside;value_Indirect;value_BoxRight;value_DeletedEventType;value_RegularPlay;value_NotAssisted;value_RightFooted;value_OutOfBoxCentre;value_IndividualPlay;value_FlickOn;value_LayOff;value_Defensive1V1;value_TakeOnOvertake;value_AttemptedTackle;value_YellowCard;value_TacticalFoul;value_InSwinger;value_High;value_TakeOnSpace;value_OutOfPlay;value_IntendedTackleTarget;value_MediumGkIntervention;value_OverArm;value_KeeperThrow;value_SwitchOfPlay;value_BlockedPass;value_Shove/Push;value_TouchTypeControl;value_ThroughBall;value_HighRight;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_HitBar;value_GoalShotTimestamp;value_BigChance;value_GoalShotGameClock;value_HitWoodwork;value_RecklessOffence;value_InjuredPlayerId;value_Injury;value_Overrun;value_HighGkIntervention;value_BlockedX;value_SixYardBlocked;value_SetPiece;value_LowCentre;value_Blocked;value_BlockedY;value_DefBlock;value_LowRight;value_Volley;value_Right;value_BoxLeft;value_CloseLeft;value_LowGkIntervention;value_GkKickFromHands;value_PullBack;value_HighLeft;value_LowLeft;value_FastBreak;value_Hands;value_Collected;value_Diving;value_OverhitCross;value_CloseLeftAndHigh;value_Minutes;value_BlockedCross;value_Handball;value_EndType;value_Penalty;value_PenaltyTakerId;value_Scored;value_KeeperTouched;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistId;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_OtherReason;value_RefereeDelay;value_NotPastGoalLine;value_SwerveRight;value_Standing;value_ParriedSafe;value_HighClaim;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_DeniedGoalScoringOpp;value_DangerousPlay;value_NotVisible;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699550995;6;5;1;0;11;dqx48fglv1l96cyrmjdod0xec;0;68,6;101,8;2024-07-06T23:03:50.741Z;2024-07-06T23:07:34Z;[{'id': 5096615325, 'qualifierId': 233, 'value': '6'}, {'id': 5096615105, 'qualifierId': 347}, {'id': 5096615103, 'qualifierId': 56, 'value': 'Left'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;dw3rch3h0sbwz44vvn9jimfis;Out;;;;;;;;;;;;;;;;;;;6,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;11;Los Angeles II;11;ML;1,0
2699551047;6;5;1;0;11;6gaq85erpkvbyxvivd96wuw44;1;31,4;-1,8;2024-07-06T23:03:50.741Z;2024-07-06T23:04:00Z;[{'id': 5096615297, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096615317, 'qualifierId': 233, 'value': '6'}, {'id': 5096615299, 'qualifierId': 347}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;;dw3rch3h0sbwz44vvn9jimfis;Out;;;;;;;;;;;;;;;;;;;6,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;0;11;St. Louis City II;11;DR;1,0
2699551059;7;1;1;0;20;6gaq85erpkvbyxvivd96wuw44;1;26,6;0,0;2024-07-06T23:03:59.575Z;2024-07-12T13:26:25Z;[{'id': 5096615359, 'qualifierId': 141, 'value': '14.6'}, {'id': 5096615361, 'qualifierId': 212, 'value': '11.4'}, {'id': 5096615357, 'qualifierId': 140, 'value': '23.9'}, {'id': 5096615355, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096615353, 'qualifierId': 107}, {'id': 5096615363, 'qualifierId': 213, 'value': '1.82'}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;23,9;11,4;1,82;14,6;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;23,9;14,6;;;;;;;;0;0;20;St. Louis City II;20;DR;1,0
2699551067;8;1;1;0;22;6gaq85erpkvbyxvivd96wuw44;1;23,6;16,8;2024-07-06T23:04:01.479Z;2024-07-12T13:26:31Z;[{'id': 5096615409, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096615421, 'qualifierId': 213, 'value': '5.68'}, {'id': 5096615413, 'qualifierId': 141, 'value': '9.4'}, {'id': 5096615417, 'qualifierId': 212, 'value': '8.9'}, {'id': 5096615411, 'qualifierId': 140, 'value': '30.6'}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;30,6;8,9;5,68;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;30,6;9,4;;;;;;;;0;0;22;St. Louis City II;22;MC;1,0
2699551091;9;1;1;0;22;6gaq85erpkvbyxvivd96wuw44;1;30,6;12,7;2024-07-06T23:04:02.390Z;2024-07-12T13:26:35Z;[{'id': 5096615531, 'qualifierId': 141, 'value': '13.3'}, {'id': 5096615529, 'qualifierId': 140, 'value': '23.6'}, {'id': 5096615535, 'qualifierId': 213, 'value': '3.09'}, {'id': 5096615533, 'qualifierId': 212, 'value': '7.4'}, {'id': 5096615527, 'qualifierId': 56, 'value': 'Back'}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;23,6;7,4;3,09;13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;23,6;13,3;;;;;;;;0;0;22;St. Louis City II;22;DR;1,0
2699551103;10;1;1;0;26;6gaq85erpkvbyxvivd96wuw44;0;24,5;12,1;2024-07-06T23:04:05.783Z;2024-07-12T13:26:43Z;[{'id': 5096615591, 'qualifierId': 141, 'value': '49.7'}, {'id': 5096615595, 'qualifierId': 213, 'value': '0.47'}, {'id': 5096615597, 'qualifierId': 1}, {'id': 5096615593, 'qualifierId': 212, 'value': '56.8'}, {'id': 5096615585, 'qualifierId': 157}, {'id': 5096615587, 'qualifierId': 56, 'value': 'Center'}, {'id': 5096615589, 'qualifierId': 140, 'value': '72.8'}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;72,8;56,8;0,47;49,7;;;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;72,8;49,7;;;;;;;;0;0;26;St. Louis City II;26;MC;1,0
2699551115;7;49;1;0;31;dqx48fglv1l96cyrmjdod0xec;1;22,0;39,8;2024-07-06T23:04:10.817Z;2024-07-06T23:53:40Z;[];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;dw3rch3h0sbwz44vvn9jimfis;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;31;Los Angeles II;31;GK;1,0
2699551123;8;1;1;0;31;dqx48fglv1l96cyrmjdod0xec;1;21,4;52,3;2024-07-06T23:04:11.161Z;2024-07-12T13:26:47Z;[{'id': 5096615709, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096615715, 'qualifierId': 212, 'value': '10.1'}, {'id': 5096615717, 'qualifierId': 213, 'value': '5.77'}, {'id': 5096615713, 'qualifierId': 141, 'value': '45.0'}, {'id': 5096615711, 'qualifierId': 140, 'value': '29.8'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;29,8;10,1;5,77;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;29,8;45,0;;;;;;;;0;0;31;Los Angeles II;31;GK;1,0
2699551131;9;1;1;0;34;dqx48fglv1l96cyrmjdod0xec;1;28,1;37,8;2024-07-06T23:04:14.114Z;2024-07-12T13:26:51Z;[{'id': 5096615763, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096615765, 'qualifierId': 140, 'value': '27.5'}, {'id': 5096615767, 'qualifierId': 141, 'value': '52.3'}, {'id': 5096615771, 'qualifierId': 213, 'value': '1.63'}, {'id': 5096615769, 'qualifierId': 212, 'value': '9.9'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;27,5;9,9;1,63;52,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;27,5;52,3;;;;;;;;0;0;34;Los Angeles II;34;DL;1,0
2699551139;10;1;1;0;36;dqx48fglv1l96cyrmjdod0xec;1;26,4;62,6;2024-07-06T23:04:16.161Z;2024-07-12T13:26:55Z;[{'id': 5096615821, 'qualifierId': 140, 'value': '35.0'}, {'id': 5096615827, 'qualifierId': 213, 'value': '1.15'}, {'id': 5096615825, 'qualifierId': 212, 'value': '22.2'}, {'id': 5096615819, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096615823, 'qualifierId': 141, 'value': '92.4'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;35,0;22,2;1,15;92,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;35,0;92,4;;;;;;;;0;0;36;Los Angeles II;36;DC;1,0
