id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_Involved;value_PlayerPosition;value_TeamFormation;value_Captain;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_PassEndX;value_Length;value_Angle;value_PassEndY;value_Zone;value_KickOff;value_Chipped;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_TouchTypePass;value_TouchTypeClearance;value_Left;value_Assist;value_Cross;value_OutSwinger;value_CornerTaken;value_IntentionalAssist;value_LeftFooted;value_GoalmouthY;value_Assisted;value_FromCorner;value_Head;value_GkX;value_GkY;value_BoxCentre;value_RelatedEventId;value_CloseRight;value_GoalmouthZ;value_FirstTouch;value_NextEventGoalKick;value_GoalKick;value_Low;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_PlayersCaughtOffside;value_Indirect;value_BoxRight;value_DeletedEventType;value_RegularPlay;value_NotAssisted;value_RightFooted;value_OutOfBoxCentre;value_IndividualPlay;value_FlickOn;value_LayOff;value_Defensive1V1;value_TakeOnOvertake;value_AttemptedTackle;value_YellowCard;value_TacticalFoul;value_InSwinger;value_High;value_TakeOnSpace;value_OutOfPlay;value_IntendedTackleTarget;value_MediumGkIntervention;value_OverArm;value_KeeperThrow;value_SwitchOfPlay;value_BlockedPass;value_Shove/Push;value_TouchTypeControl;value_ThroughBall;value_HighRight;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_HitBar;value_GoalShotTimestamp;value_BigChance;value_GoalShotGameClock;value_HitWoodwork;value_RecklessOffence;value_InjuredPlayerId;value_Injury;value_Overrun;value_HighGkIntervention;value_BlockedX;value_SixYardBlocked;value_SetPiece;value_LowCentre;value_Blocked;value_BlockedY;value_DefBlock;value_LowRight;value_Volley;value_Right;value_BoxLeft;value_CloseLeft;value_LowGkIntervention;value_GkKickFromHands;value_PullBack;value_HighLeft;value_LowLeft;value_FastBreak;value_Hands;value_Collected;value_Diving;value_OverhitCross;value_CloseLeftAndHigh;value_Minutes;value_BlockedCross;value_Handball;value_EndType;value_Penalty;value_PenaltyTakerId;value_Scored;value_KeeperTouched;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistId;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_OtherReason;value_RefereeDelay;value_NotPastGoalLine;value_SwerveRight;value_Standing;value_ParriedSafe;value_HighClaim;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_DeniedGoalScoringOpp;value_DangerousPlay;value_NotVisible;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699545165;1;34;16;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-07-06T22:12:48.892Z;2024-07-07T00:16:30Z;[{'id': 5096573959, 'qualifierId': 59, 'value': '31, 71, 33, 94, 50, 72, 98, 49, 56, 80, 59, 69, 84, 43, 55, 61, 64, 88'}, {'id': 5096614635, 'qualifierId': 197, 'value': '15030'}, {'id': 5096573955, 'qualifierId': 30, 'value': 'brbc088u7sq9wh9d9gkonn5gq, 7h6a0x05z2laewfq7spicxwd0, 2dqtrnq0k1fphyw71yh41gvtg, 4eh46qse8ocmutobremniuolw, 9ulwk81vyj5rbz88h62i2ejv8, bbnk87q7t8pahznohwjjcvu5m, 1extjwx4b7nlpu8fm6526dsrt, 3dyn7hheqvs3gm3m84jrra9lg, 92oqt9q51us5rpmqmvvrdso6i, f2nvagw4mjjpn1ytj6rdl5ene, 9gswafduy82n4o6f0uk0khhck, d0j1th3rl9ng15p7xifdgjl78, 1exits2h6igtiud90wevtp05w, dpedfgxin5nc4qmziaokpmiy2, 37vbc16ejxmfkssydcdxq69zo, c51ttt2cn2mguvgay18wfgzdg, 632mpv8dpnxjm69f8ip1e4l5g, 8hg6c5ehhaa37lwduf5977i3u'}, {'id': 5096573957, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5096573961, 'qualifierId': 130, 'value': '2'}, {'id': 5096778105, 'qualifierId': 194, 'value': '7h6a0x05z2laewfq7spicxwd0'}, {'id': 5096573963, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5096573965, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;dw3rch3h0sbwz44vvn9jimfis;Team set up;;15030,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;0;Los Angeles II;0;;
2699548559;1;34;16;0;0;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-07-06T22:38:37.662Z;2024-07-07T00:10:41Z;[{'id': 5096596971, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5096596969, 'qualifierId': 30, 'value': 'd4xd9fxqjwfe7x46byn60dx49, 24rxb4eeoakxkmritog6a7x90, m8clu51iu7443ig9q6vn6fbo, 8f5h44hnjdt4rdflu8qqhx5d6, do2o6ka25talswmmillufejqi, ezo3ey3shqrey2d8m49h1946i, ajxa2yfzwct5nd0ded1sa9vmy, 18b4rpeia26xq688ieqaw2z2s, cuxpxs76g96vwhrnhw9rw2ihg, 3v3b0z3d5czty8zcxrhy5uyac, 3fbekr02uy605ppv5pzw9321g, a0vc8g0evrfmws5en2229h5as, d1w4zs63sx3cc7wnc8wshbfv8, 1efr6u06hvhm9drygb9qsi92i, aqfi30ki1v3wczywxu79ufqj8, 5reylt0uyetl6qavkvd8inai, m4w1lmkfi8siwrxs9ny5ihhw, e2912gyiutvn3aky0z9ijz384'}, {'id': 5096596979, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5096614633, 'qualifierId': 197, 'value': '23554'}, {'id': 5096761787, 'qualifierId': 194, 'value': 'do2o6ka25talswmmillufejqi'}, {'id': 5096596973, 'qualifierId': 59, 'value': '31, 32, 42, 36, 43, 45, 40, 77, 49, 39, 81, 47, 46, 48, 51, 55, 56, 65'}, {'id': 5096596977, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5096596975, 'qualifierId': 130, 'value': '4'}];;;;;dw3rch3h0sbwz44vvn9jimfis;Team set up;;23554,0;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;0;0;St. Louis City II;0;;
2699550955;2;32;1;0;0;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-07-06T23:03:39.428Z;2024-07-06T23:03:40Z;[{'id': 5096614843, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dw3rch3h0sbwz44vvn9jimfis;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;0;0;St. Louis City II;0;;
2699550951;2;32;1;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-07-06T23:03:39.428Z;2024-07-12T13:05:09Z;[{'id': 5096614835, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dw3rch3h0sbwz44vvn9jimfis;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;0;Los Angeles II;0;;
2699550965;3;1;1;0;0;6gaq85erpkvbyxvivd96wuw44;1;49,5;49,4;2024-07-06T23:03:39.429Z;2024-07-06T23:03:44Z;[{'id': 5096614921, 'qualifierId': 140, 'value': '32.8'}, {'id': 5096614925, 'qualifierId': 212, 'value': '17.5'}, {'id': 5096614927, 'qualifierId': 213, 'value': '3.11'}, {'id': 5096614923, 'qualifierId': 141, 'value': '50.3'}, {'id': 5096614919, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096614929, 'qualifierId': 279, 'value': 'S'}];cuxpxs76g96vwhrnhw9rw2ihg;J. Hernandez;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;32,8;17,5;3,11;50,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;32,8;50,3;;;;;;;;0;0;0;St. Louis City II;0;FW;1,0
2699550967;4;1;1;0;5;6gaq85erpkvbyxvivd96wuw44;0;33,3;50,5;2024-07-06T23:03:44.519Z;2024-07-12T13:26:09Z;[{'id': 5096614933, 'qualifierId': 155}, {'id': 5096614937, 'qualifierId': 140, 'value': '64.0'}, {'id': 5096614935, 'qualifierId': 56, 'value': 'Center'}, {'id': 5096614943, 'qualifierId': 213, 'value': '5.73'}, {'id': 5096614939, 'qualifierId': 141, 'value': '21.3'}, {'id': 5096614945, 'qualifierId': 1}, {'id': 5096614941, 'qualifierId': 212, 'value': '37.9'}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;64,0;37,9;5,73;21,3;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;64,0;21,3;;;;;;;;0;0;5;St. Louis City II;5;MC;1,0
2699550973;3;44;1;0;7;dqx48fglv1l96cyrmjdod0xec;1;34,8;84,5;2024-07-06T23:03:46.693Z;2024-07-06T23:03:48Z;[{'id': 5096614971, 'qualifierId': 56, 'value': 'Back'}, {'id': 5096614973, 'qualifierId': 285}, {'id': 5096614999, 'qualifierId': 233, 'value': '5'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;dw3rch3h0sbwz44vvn9jimfis;Aerial;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;7;Los Angeles II;7;DC;1,0
2699550969;5;44;1;0;7;6gaq85erpkvbyxvivd96wuw44;0;65,2;15,5;2024-07-06T23:03:46.694Z;2024-07-06T23:03:49Z;[{'id': 5096614951, 'qualifierId': 286}, {'id': 5096614949, 'qualifierId': 56, 'value': 'Right'}, {'id': 5096615003, 'qualifierId': 233, 'value': '3'}];3v3b0z3d5czty8zcxrhy5uyac;N. Sullivan;;;dw3rch3h0sbwz44vvn9jimfis;Aerial;;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;0;7;St. Louis City II;7;FWR;1,0
2699550987;4;1;1;0;8;dqx48fglv1l96cyrmjdod0xec;1;36,0;88,3;2024-07-06T23:03:47.537Z;2024-07-06T23:03:51Z;[{'id': 5096615071, 'qualifierId': 140, 'value': '60.3'}, {'id': 5096615069, 'qualifierId': 56, 'value': 'Left'}, {'id': 5096615067, 'qualifierId': 3}, {'id': 5096615073, 'qualifierId': 141, 'value': '96.2'}, {'id': 5096615075, 'qualifierId': 212, 'value': '26.1'}, {'id': 5096615077, 'qualifierId': 213, 'value': '0.21'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;dw3rch3h0sbwz44vvn9jimfis;Pass;;;;;;;;;;60,3;26,1;0,21;96,2;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;60,3;96,2;;;;;;;;0;0;8;Los Angeles II;8;DC;1,0
2699550991;5;61;1;0;10;dqx48fglv1l96cyrmjdod0xec;0;60,8;95,6;2024-07-06T23:03:50.287Z;2024-07-06T23:25:26Z;[{'id': 5096615085, 'qualifierId': 56, 'value': 'Left'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;dw3rch3h0sbwz44vvn9jimfis;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;10;Los Angeles II;10;ML;1,0
