id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_TeamPlayerFormation;value_JerseyNumber;value_Captain;value_TeamKit;value_Involved;value_TeamFormation;value_PlayerPosition;value_DirectionOfPlay;value_PassEndX;value_Length;value_PassEndY;value_Zone;value_KickOff;value_Angle;value_LongBall;value_Launch;value_Chipped;value_OutOfPlay;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_TouchTypePass;value_LowGkIntervention;value_KeeperThrow;value_Offensive;value_TouchTypeControl;value_Defensive;value_TakeOnOvertake;value_BlockedPass;value_RightFooted;value_Cross;value_OutSwinger;value_BlockedCross;value_TakeOnSpace;value_Overrun;value_HeadPass;value_DeletedEventType;value_LayOff;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_IntendedTackleTarget;value_Assist;value_RelatedEventId;value_BlockedY;value_BlockedX;value_GoalmouthZ;value_IndividualPlay;value_GoalmouthY;value_FastBreak;value_LowCentre;value_Assisted;value_OutOfBoxCentre;value_Hands;value_Collected;value_Diving;value_NotVisible;value_LeftFooted;value_RegularPlay;value_MediumGkIntervention;value_Stooping;value_IntentionalAssist;value_BoxLeft;value_Standing;value_ParriedSafe;value_Blocked;value_GkY;value_NotAssisted;value_GkX;value_FreeKick;value_DefBlock;value_ByWall;value_Left;value_CornerTaken;value_InSwinger;value_NextEventGoalKick;value_GoalKick;value_Low;value_TouchTypeClearance;value_Head;value_SwerveRight;value_Right;value_High;value_SmallBoxLeft;value_CloseLeft;value_FirstTouch;value_BigChance;value_FlickOn;value_TacticalFoul;value_YellowCard;value_HighLeft;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_Shove/Push;value_Injury;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_BoxCentre;value_FromCorner;value_DrivenCross;value_Straight;value_Handball;value_Dissent;value_Minutes;value_EndType;value_HighGkIntervention;value_Volley;value_LowLeft;value_Obstruction;value_SetPiece;value_GkKickFromHands;value_BoxRight;value_LowRight;value_OtherBodyPart;value_LeadingToGoal;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_RelatedError1Id;value_GoalShotTimestamp;value_Tactical;value_SixYardBlocked;value_InjuredPlayerId;value_RecklessOffence;value_ShirtPull/Holding;value_SecondYellow;value_KeeperTouched;value_FoulAndAbusiveLanguage;value_RedCard;value_OverhitCross;value_Caught;value_CloseRight;value_PullBack;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_HighRight;value_Penalty;value_Scored;value_Strong;value_HighCentre;value_Saved;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2719651277;69;4;1;7;55;cbip96wzs3jc2xadoluhhxotl;0;41,0;73,2;2024-09-14T02:11:54.819Z;2024-09-14T03:04:25Z;[{'id': 5207450203, 'qualifierId': 13}, {'id': 5207450207, 'qualifierId': 152}, {'id': 5207450211, 'qualifierId': 285}, {'id': 5207450205, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207450241, 'qualifierId': 233, 'value': '90'}, {'id': 5207450209, 'qualifierId': 265}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;49lsbbggtz11b7dawlayj7dg;Foul;;;;;;;;;;;;;;;;;;;;;90,0;;;;;;;1,0;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;7;55;Tacoma Defiance;475;MC;1,0
2719651357;91;1;1;8;13;5icuo8utnztpsd9l03gdd68dl;1;60,7;25,2;2024-09-14T02:12:12.459Z;2024-09-14T02:12:19Z;[{'id': 5207450701, 'qualifierId': 213, 'value': '1.94'}, {'id': 5207450689, 'qualifierId': 5}, {'id': 5207450691, 'qualifierId': 152}, {'id': 5207450699, 'qualifierId': 212, 'value': '35.6'}, {'id': 5207450703, 'qualifierId': 1}, {'id': 5207450693, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207450695, 'qualifierId': 140, 'value': '48.5'}, {'id': 5207450697, 'qualifierId': 141, 'value': '74.1'}];7mnh4dln104xhunf6u9f2546i;C. Baker;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;48,5;35,6;74,1;;;1,94;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;48,5;74,1;;;;;;;;0;8;13;Real Monarchs;493;DR;1,0
2719651371;92;1;1;8;20;5icuo8utnztpsd9l03gdd68dl;0;51,3;67,9;2024-09-14T02:12:19.468Z;2024-09-14T02:12:23Z;[{'id': 5207450779, 'qualifierId': 141, 'value': '26.4'}, {'id': 5207450781, 'qualifierId': 212, 'value': '59.4'}, {'id': 5207450775, 'qualifierId': 56, 'value': 'Center'}, {'id': 5207450785, 'qualifierId': 1}, {'id': 5207450777, 'qualifierId': 140, 'value': '100.0'}, {'id': 5207450783, 'qualifierId': 213, 'value': '5.79'}, {'id': 5207450773, 'qualifierId': 155}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;100,0;59,4;26,4;;;5,79;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;100,0;26,4;;;;;;;;0;8;20;Real Monarchs;500;DC;1,0
2719651397;70;5;1;8;24;cbip96wzs3jc2xadoluhhxotl;1;-1,0;74,4;2024-09-14T02:12:23.063Z;2024-09-14T02:54:00Z;[{'id': 5207450913, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207450921, 'qualifierId': 233, 'value': '93'}, {'id': 5207450915, 'qualifierId': 346}];asy97zdxk0352toy38huzk222;T. Silva;;;49lsbbggtz11b7dawlayj7dg;Out;;;;;;;;;;;;;;;;;;;;;93,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;8;24;Tacoma Defiance;504;DC;1,0
2719651373;93;5;1;8;24;5icuo8utnztpsd9l03gdd68dl;0;101,0;25,6;2024-09-14T02:12:23.063Z;2024-09-14T02:54:00Z;[{'id': 5207450929, 'qualifierId': 233, 'value': '70'}, {'id': 5207450787, 'qualifierId': 56, 'value': 'Center'}, {'id': 5207450789, 'qualifierId': 346}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;49lsbbggtz11b7dawlayj7dg;Out;;;;;;;;;;;;;;;;;;;;;70,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;8;24;Real Monarchs;504;DC;1,0
2719651419;71;1;1;8;33;cbip96wzs3jc2xadoluhhxotl;1;5,4;43,9;2024-09-14T02:12:32.198Z;2024-09-14T02:12:35Z;[{'id': 5207450981, 'qualifierId': 124}, {'id': 5207450989, 'qualifierId': 212, 'value': '15.0'}, {'id': 5207450991, 'qualifierId': 213, 'value': '1.63'}, {'id': 5207450995, 'qualifierId': 237}, {'id': 5207450983, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207450987, 'qualifierId': 141, 'value': '65.9'}, {'id': 5207450985, 'qualifierId': 140, 'value': '4.5'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;4,5;15,0;65,9;;;1,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;4,5;65,9;;;;;;;;0;8;33;Tacoma Defiance;513;DL;1,0
2719651425;72;1;1;8;36;cbip96wzs3jc2xadoluhhxotl;1;5,2;66,2;2024-09-14T02:12:35.029Z;2024-09-14T02:12:37Z;[{'id': 5207451083, 'qualifierId': 141, 'value': '46.1'}, {'id': 5207451085, 'qualifierId': 212, 'value': '13.7'}, {'id': 5207451087, 'qualifierId': 213, 'value': '4.67'}, {'id': 5207451081, 'qualifierId': 140, 'value': '4.7'}, {'id': 5207451079, 'qualifierId': 56, 'value': 'Back'}];2ig362xub2syd45v3usgymbkk;F. Delgado;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;4,7;13,7;46,1;;;4,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;4,7;46,1;;;;;;;;0;8;36;Tacoma Defiance;516;GK;1,0
2719651439;73;1;1;8;38;cbip96wzs3jc2xadoluhhxotl;0;6,9;46,4;2024-09-14T02:12:37.813Z;2024-09-14T02:12:43Z;[{'id': 5207451161, 'qualifierId': 157}, {'id': 5207451173, 'qualifierId': 1}, {'id': 5207451169, 'qualifierId': 212, 'value': '57.2'}, {'id': 5207451163, 'qualifierId': 56, 'value': 'Right'}, {'id': 5207451171, 'qualifierId': 213, 'value': '5.82'}, {'id': 5207451165, 'qualifierId': 140, 'value': '55.7'}, {'id': 5207451167, 'qualifierId': 141, 'value': '8.9'}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;55,7;57,2;8,9;;;5,82;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;55,7;8,9;;;;;;;;0;8;38;Tacoma Defiance;518;DL;1,0
2719651445;94;44;1;8;43;5icuo8utnztpsd9l03gdd68dl;1;43,0;91,9;2024-09-14T02:12:42.196Z;2024-09-14T03:08:44Z;[{'id': 5207451187, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207451189, 'qualifierId': 285}, {'id': 5207451203, 'qualifierId': 233, 'value': '74'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;49lsbbggtz11b7dawlayj7dg;Aerial;;;;;;;;;;;;;;;;;;;;;74,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;8;43;Real Monarchs;523;DC;1,0
2719651443;74;44;1;8;43;cbip96wzs3jc2xadoluhhxotl;0;57,0;8,1;2024-09-14T02:12:42.197Z;2024-09-14T03:08:44Z;[{'id': 5207451183, 'qualifierId': 56, 'value': 'Right'}, {'id': 5207451185, 'qualifierId': 286}, {'id': 5207451207, 'qualifierId': 233, 'value': '94'}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;49lsbbggtz11b7dawlayj7dg;Aerial;;;;;;;;;;;;;;;;;;;;;94,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;8;43;Tacoma Defiance;523;MR;1,0
2719651457;95;1;1;8;43;5icuo8utnztpsd9l03gdd68dl;1;40,8;93,2;2024-09-14T02:12:42.683Z;2024-09-14T02:12:45Z;[{'id': 5207451251, 'qualifierId': 3}, {'id': 5207451259, 'qualifierId': 212, 'value': '17.5'}, {'id': 5207451253, 'qualifierId': 56, 'value': 'Left'}, {'id': 5207451255, 'qualifierId': 140, 'value': '57.4'}, {'id': 5207451257, 'qualifierId': 141, 'value': '95.7'}, {'id': 5207451261, 'qualifierId': 213, 'value': '0.10'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;57,4;17,5;95,7;;;0,1;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;57,4;95,7;;;;;;;;0;8;43;Real Monarchs;523;DC;1,0
2719651459;96;49;1;8;46;5icuo8utnztpsd9l03gdd68dl;1;57,8;94,1;2024-09-14T02:12:45.051Z;2024-09-17T07:26:59Z;[];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;49lsbbggtz11b7dawlayj7dg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;8;46;Real Monarchs;526;MC;1,0
2719651465;97;1;1;8;47;5icuo8utnztpsd9l03gdd68dl;0;52,0;98,4;2024-09-14T02:12:46.348Z;2024-09-17T07:27:03Z;[{'id': 5207451343, 'qualifierId': 233, 'value': '75'}, {'id': 5207451281, 'qualifierId': 140, 'value': '48.6'}, {'id': 5207451279, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207451347, 'qualifierId': 286}, {'id': 5207451283, 'qualifierId': 141, 'value': '98.0'}, {'id': 5207451341, 'qualifierId': 236}, {'id': 5207451287, 'qualifierId': 213, 'value': '3.22'}, {'id': 5207451285, 'qualifierId': 212, 'value': '3.6'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;48,6;3,6;98,0;;;3,22;;;;;;75,0;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;48,6;98,0;;;;;;;;0;8;47;Real Monarchs;527;MC;1,0
2719651469;75;74;1;8;47;cbip96wzs3jc2xadoluhhxotl;1;56,9;4,3;2024-09-14T02:12:46.349Z;2024-09-14T02:51:53Z;[{'id': 5207451335, 'qualifierId': 56, 'value': 'Right'}, {'id': 5207451349, 'qualifierId': 233, 'value': '97'}, {'id': 5207451337, 'qualifierId': 285}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;49lsbbggtz11b7dawlayj7dg;Blocked Pass;;;;;;;;;;;;;;;;;;;;;97,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;8;47;Tacoma Defiance;527;MR;1,0
2719651471;76;5;1;8;48;cbip96wzs3jc2xadoluhhxotl;0;56,5;-1,2;2024-09-14T02:12:47.572Z;2024-09-14T02:54:01Z;[{'id': 5207451355, 'qualifierId': 56, 'value': 'Right'}, {'id': 5207451357, 'qualifierId': 347}, {'id': 5207451395, 'qualifierId': 233, 'value': '98'}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;49lsbbggtz11b7dawlayj7dg;Out;;;;;;;;;;;;;;;;;;;;1,0;98,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;8;48;Tacoma Defiance;528;MR;1,0
2719651479;98;5;1;8;48;5icuo8utnztpsd9l03gdd68dl;1;43,5;101,2;2024-09-14T02:12:47.572Z;2024-09-14T02:54:01Z;[{'id': 5207451383, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207451391, 'qualifierId': 233, 'value': '76'}, {'id': 5207451385, 'qualifierId': 347}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;49lsbbggtz11b7dawlayj7dg;Out;;;;;;;;;;;;;;;;;;;;1,0;76,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;8;48;Real Monarchs;528;AML;1,0
2719651507;99;1;1;8;51;5icuo8utnztpsd9l03gdd68dl;1;43,5;100,0;2024-09-14T02:12:49.924Z;2024-09-14T02:12:59Z;[{'id': 5207451537, 'qualifierId': 140, 'value': '26.2'}, {'id': 5207451535, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207451533, 'qualifierId': 107}, {'id': 5207451541, 'qualifierId': 212, 'value': '18.5'}, {'id': 5207451539, 'qualifierId': 141, 'value': '96.0'}, {'id': 5207451543, 'qualifierId': 213, 'value': '3.34'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;26,2;18,5;96,0;;;3,34;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;26,2;96,0;;;;;;;;0;8;51;Real Monarchs;531;DC;1,0
2719651513;100;1;1;9;0;5icuo8utnztpsd9l03gdd68dl;1;29,4;85,7;2024-09-14T02:12:59.660Z;2024-09-14T02:13:01Z;[{'id': 5207451567, 'qualifierId': 213, 'value': '0.54'}, {'id': 5207451565, 'qualifierId': 212, 'value': '14.9'}, {'id': 5207451561, 'qualifierId': 140, 'value': '41.6'}, {'id': 5207451563, 'qualifierId': 141, 'value': '96.9'}, {'id': 5207451559, 'qualifierId': 56, 'value': 'Back'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;41,6;14,9;96,9;;;0,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;41,6;96,9;;;;;;;;0;9;0;Real Monarchs;540;DC;1,0
2719651523;101;1;1;9;2;5icuo8utnztpsd9l03gdd68dl;1;41,4;96,6;2024-09-14T02:13:01.796Z;2024-09-14T02:13:23Z;[{'id': 5207451597, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207451605, 'qualifierId': 213, 'value': '4.03'}, {'id': 5207451599, 'qualifierId': 140, 'value': '35.3'}, {'id': 5207451601, 'qualifierId': 141, 'value': '85.0'}, {'id': 5207451603, 'qualifierId': 212, 'value': '10.2'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;35,3;10,2;85,0;;;4,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;35,3;85,0;;;;;;;;0;9;2;Real Monarchs;542;DC;1,0
2719651531;102;1;1;9;6;5icuo8utnztpsd9l03gdd68dl;1;37,0;78,7;2024-09-14T02:13:04.900Z;2024-09-14T02:13:08Z;[{'id': 5207451689, 'qualifierId': 56, 'value': 'Left'}, {'id': 5207451691, 'qualifierId': 140, 'value': '56.6'}, {'id': 5207451693, 'qualifierId': 141, 'value': '96.6'}, {'id': 5207451695, 'qualifierId': 212, 'value': '23.9'}, {'id': 5207451697, 'qualifierId': 213, 'value': '0.53'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;56,6;23,9;96,6;;;0,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;56,6;96,6;;;;;;;;0;9;6;Real Monarchs;546;MC;1,0
2719651543;103;1;1;9;9;5icuo8utnztpsd9l03gdd68dl;1;57,9;95,0;2024-09-14T02:13:08.220Z;2024-09-14T02:13:11Z;[{'id': 5207451767, 'qualifierId': 1}, {'id': 5207451765, 'qualifierId': 213, 'value': '5.67'}, {'id': 5207451757, 'qualifierId': 56, 'value': 'Center'}, {'id': 5207451763, 'qualifierId': 212, 'value': '32.4'}, {'id': 5207451761, 'qualifierId': 141, 'value': '67.8'}, {'id': 5207451759, 'qualifierId': 140, 'value': '83.2'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;49lsbbggtz11b7dawlayj7dg;Pass;;;;;;;;;;83,2;32,4;67,8;;;5,67;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;83,2;67,8;;;;;;;;0;9;9;Real Monarchs;549;DC;1,0
2719651545;104;3;1;9;12;5icuo8utnztpsd9l03gdd68dl;0;87,8;67,4;2024-09-14T02:13:11.404Z;2024-09-17T07:28:38Z;[{'id': 5207451775, 'qualifierId': 286}, {'id': 5218840733, 'qualifierId': 464}, {'id': 5207451773, 'qualifierId': 56, 'value': 'Center'}, {'id': 5207451833, 'qualifierId': 233, 'value': '77'}];b0xuwec3m6rvxwx7gygv34o6i;G. Miglietti;;;49lsbbggtz11b7dawlayj7dg;Take On;;;;;;;;;;;;;;;;;;;;;77,0;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;9;12;Real Monarchs;552;FW;1,0
2719651555;77;7;1;9;12;cbip96wzs3jc2xadoluhhxotl;1;12,2;32,6;2024-09-14T02:13:11.405Z;2024-09-17T07:28:41Z;[{'id': 5207451817, 'qualifierId': 167}, {'id': 5207451821, 'qualifierId': 285}, {'id': 5207451827, 'qualifierId': 233, 'value': '104'}, {'id': 5207451819, 'qualifierId': 56, 'value': 'Back'}, {'id': 5218840781, 'qualifierId': 385}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;49lsbbggtz11b7dawlayj7dg;Tackle;;;;;;;;;;;;;;;;;;;1,0;;104,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;9;12;Tacoma Defiance;552;DC;1,0
2719651557;78;6;1;9;14;cbip96wzs3jc2xadoluhhxotl;0;6,4;31,4;2024-09-14T02:13:13.437Z;2024-09-17T07:29:03Z;[{'id': 5207451877, 'qualifierId': 73}, {'id': 5207451875, 'qualifierId': 56, 'value': 'Back'}, {'id': 5207451901, 'qualifierId': 233, 'value': '105'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;49lsbbggtz11b7dawlayj7dg;Corner Awarded;;;;;;;;;;;;;;;;;;;;;105,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;9;14;Tacoma Defiance;554;DC;1,0
2719651553;105;6;1;9;14;5icuo8utnztpsd9l03gdd68dl;1;93,6;68,6;2024-09-14T02:13:13.437Z;2024-09-14T02:51:51Z;[{'id': 5207451825, 'qualifierId': 73}, {'id': 5207451823, 'qualifierId': 56, 'value': 'Center'}, {'id': 5207451881, 'qualifierId': 233, 'value': '78'}];b0xuwec3m6rvxwx7gygv34o6i;G. Miglietti;;;49lsbbggtz11b7dawlayj7dg;Corner Awarded;;;;;;;;;;;;;;;;;;;;;78,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;9;14;Real Monarchs;554;FW;1,0
