id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_TeamFormation;value_JerseyNumber;value_Involved;value_TeamKit;value_DirectionOfPlay;value_Angle;value_PassEndY;value_Zone;value_KickOff;value_Length;value_PassEndX;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TakeOnSpace;value_TouchTypeControl;value_Chipped;value_Cross;value_OutSwinger;value_RightFooted;value_TakeOnOvertake;value_SwitchOfPlay;value_LeftFooted;value_IntentionalAssist;value_Assist;value_InSwinger;value_RelatedEventId;value_Assisted;value_LowCentre;value_SmallBoxCentre;value_BlockedX;value_GoalmouthZ;value_GoalmouthY;value_BlockedY;value_RegularPlay;value_LowGkIntervention;value_ParriedSafe;value_OtherBodyPart;value_Stooping;value_BlockedPass;value_NextEventThrowIn;value_NotVisible;value_ThrowIn;value_LayOff;value_ThroughBall;value_GkY;value_GkX;value_Right;value_FirstTouch;value_BoxLeft;value_NextEventGoalKick;value_GoalKick;value_High;value_DeletedEventType;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_IntendedTackleTarget;value_KeeperThrow;value_TouchTypePass;value_OutOfPlay;value_FlickOn;value_Defensive1V1;value_Head;value_LeadingToGoal;value_GoalShotGameClock;value_LowLeft;value_GoalShotTimestamp;value_RelatedError1Id;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_BoxRight;value_BigChance;value_BoxCentre;value_Hands;value_ParriedDanger;value_Diving;value_OverArm;value_Overrun;value_TouchTypeClearance;value_CloseRight;value_Low;value_ShirtPull/Holding;value_YellowCard;value_RecklessOffence;value_BlockedCross;value_Left;value_CornerTaken;value_FromCorner;value_HighGkIntervention;value_Standing;value_Collected;value_Handball;value_PlayersCaughtOffside;value_Indirect;value_OutOfBoxCentre;value_IndividualPlay;value_NotAssisted;value_Straight;value_DrivenCross;value_Blocked;value_DefBlock;value_MediumGkIntervention;value_GkKickFromHands;value_Shove/Push;value_HighRight;value_Injury;value_InjuredPlayerId;value_IncorrectOutOfPlayDecision;value_HitWoodwork;value_HitBar;value_GoalDisallowed;value_Minutes;value_HighCentre;value_Reaching;value_Fingertip;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_HighClaim;value_LowRight;value_BlockedClearance;value_TacticalFoul;value_CloseLeft;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718575711;179;1;1;16;3;99l7fsj6ykgbyqcb9zqqu9dgq;1;62,5;52,7;2024-09-08T23:20:33.943Z;2024-09-08T23:20:36Z;[{'id': 5201512285, 'qualifierId': 213, 'value': '4.72'}, {'id': 5201512281, 'qualifierId': 141, 'value': '26.8'}, {'id': 5201512283, 'qualifierId': 212, 'value': '17.6'}, {'id': 5201512279, 'qualifierId': 140, 'value': '62.7'}, {'id': 5201512277, 'qualifierId': 56, 'value': 'Center'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;4,72;26,8;;;17,6;62,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;62,7;26,8;;;;;;;0;0;16;3;Vancouver Whitecaps II;963;FWR;1,0
2718575723;180;1;1;16;6;99l7fsj6ykgbyqcb9zqqu9dgq;1;61,9;35,5;2024-09-08T23:20:36.791Z;2024-09-08T23:20:39Z;[{'id': 5201512355, 'qualifierId': 141, 'value': '34.5'}, {'id': 5201512359, 'qualifierId': 213, 'value': '3.21'}, {'id': 5201512351, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201512357, 'qualifierId': 212, 'value': '9.5'}, {'id': 5201512353, 'qualifierId': 140, 'value': '52.9'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;3,21;34,5;;;9,5;52,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;52,9;34,5;;;;;;;0;0;16;6;Vancouver Whitecaps II;966;DMR;1,0
2718575725;181;1;1;16;8;99l7fsj6ykgbyqcb9zqqu9dgq;1;52,9;33,6;2024-09-08T23:20:39.191Z;2024-09-08T23:20:40Z;[{'id': 5201512385, 'qualifierId': 141, 'value': '46.4'}, {'id': 5201512383, 'qualifierId': 140, 'value': '54.3'}, {'id': 5201512381, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201512391, 'qualifierId': 212, 'value': '8.8'}, {'id': 5201512393, 'qualifierId': 213, 'value': '1.40'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;1,4;46,4;;;8,8;54,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;54,3;46,4;;;;;;;0;0;16;8;Vancouver Whitecaps II;968;DC;1,0
2718575733;182;1;1;16;9;99l7fsj6ykgbyqcb9zqqu9dgq;1;55,5;39,1;2024-09-08T23:20:40.103Z;2024-09-08T23:20:41Z;[{'id': 5201512467, 'qualifierId': 213, 'value': '4.52'}, {'id': 5201512463, 'qualifierId': 141, 'value': '27.9'}, {'id': 5201512461, 'qualifierId': 140, 'value': '54.1'}, {'id': 5201512459, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201512465, 'qualifierId': 212, 'value': '7.8'}];14sld3djevxpcce9co1aqxn9w;N. Norris;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;4,52;27,9;;;7,8;54,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;54,1;27,9;;;;;;;0;0;16;9;Vancouver Whitecaps II;969;DC;1,0
2718575749;183;1;1;16;11;99l7fsj6ykgbyqcb9zqqu9dgq;1;53,9;27,1;2024-09-08T23:20:41.847Z;2024-09-08T23:20:45Z;[{'id': 5201512559, 'qualifierId': 212, 'value': '24.5'}, {'id': 5201512557, 'qualifierId': 141, 'value': '7.6'}, {'id': 5201512553, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201512561, 'qualifierId': 213, 'value': '5.71'}, {'id': 5201512555, 'qualifierId': 140, 'value': '73.5'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;5,71;7,6;;;24,5;73,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;73,5;7,6;;;;;;;0;0;16;11;Vancouver Whitecaps II;971;DC;1,0
2718575755;184;1;1;16;14;99l7fsj6ykgbyqcb9zqqu9dgq;0;71,1;9,4;2024-09-08T23:20:45.255Z;2024-09-08T23:20:47Z;[{'id': 5201512629, 'qualifierId': 141, 'value': '44.0'}, {'id': 5201512627, 'qualifierId': 140, 'value': '82.1'}, {'id': 5201512623, 'qualifierId': 155}, {'id': 5201512625, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201512633, 'qualifierId': 213, 'value': '1.11'}, {'id': 5201512631, 'qualifierId': 212, 'value': '26.2'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;1,11;44,0;;;26,2;82,1;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;82,1;44,0;;;;;;;0;0;16;14;Vancouver Whitecaps II;974;FWR;1,0
2718575759;143;49;1;16;17;eo64tqkioegeb09iice2hf8bt;1;19,2;54,0;2024-09-08T23:20:47.897Z;2024-09-08T23:20:48Z;[];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;1xz6lq3lba2pt41td1jtwdn8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;16;17;North Texas;977;DC;1,0
2718575799;144;1;1;16;18;eo64tqkioegeb09iice2hf8bt;1;19,2;54,0;2024-09-08T23:20:49.481Z;2024-09-08T23:20:54Z;[{'id': 5201512861, 'qualifierId': 141, 'value': '60.6'}, {'id': 5201512863, 'qualifierId': 212, 'value': '17.9'}, {'id': 5201512857, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201512859, 'qualifierId': 140, 'value': '35.7'}, {'id': 5201512865, 'qualifierId': 213, 'value': '0.25'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;0,25;60,6;;;17,9;35,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;35,7;60,6;;;;;;;0;0;16;18;North Texas;978;DC;1,0
2718575805;145;4;1;16;21;eo64tqkioegeb09iice2hf8bt;1;38,6;62,0;2024-09-08T23:20:52.294Z;2024-09-08T23:20:58Z;[{'id': 5201512949, 'qualifierId': 233, 'value': '185'}, {'id': 5201512939, 'qualifierId': 13}, {'id': 5201512947, 'qualifierId': 286}, {'id': 5201512943, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201512941, 'qualifierId': 295}, {'id': 5201512945, 'qualifierId': 152}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;1xz6lq3lba2pt41td1jtwdn8;Foul;;;;;;;;;;;;;;;;;;;185,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;16;21;North Texas;981;AMC;1,0
2718575783;185;4;1;16;21;99l7fsj6ykgbyqcb9zqqu9dgq;0;61,4;38,0;2024-09-08T23:20:52.295Z;2024-09-08T23:20:59Z;[{'id': 5201512835, 'qualifierId': 285}, {'id': 5201512829, 'qualifierId': 295}, {'id': 5201512833, 'qualifierId': 152}, {'id': 5201512831, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201512827, 'qualifierId': 13}, {'id': 5201512955, 'qualifierId': 233, 'value': '145'}];14sld3djevxpcce9co1aqxn9w;N. Norris;;;1xz6lq3lba2pt41td1jtwdn8;Foul;;;;;;;;;;;;;;;;;;1,0;145,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;16;21;Vancouver Whitecaps II;981;DC;1,0
2718575939;146;1;1;16;40;eo64tqkioegeb09iice2hf8bt;1;35,6;52,1;2024-09-08T23:21:11.192Z;2024-09-08T23:21:17Z;[{'id': 5201513545, 'qualifierId': 155}, {'id': 5201513555, 'qualifierId': 212, 'value': '60.1'}, {'id': 5201513559, 'qualifierId': 1}, {'id': 5201513549, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201513557, 'qualifierId': 213, 'value': '0.51'}, {'id': 5201513551, 'qualifierId': 140, 'value': '85.5'}, {'id': 5201513553, 'qualifierId': 141, 'value': '95.3'}, {'id': 5201513543, 'qualifierId': 5}, {'id': 5201513547, 'qualifierId': 152}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;0,51;95,3;;;60,1;85,5;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;85,5;95,3;;;;;;;0;0;16;40;North Texas;1000;DC;1,0
2718575941;147;61;1;16;46;eo64tqkioegeb09iice2hf8bt;0;89,9;91,2;2024-09-08T23:21:17.012Z;2024-09-08T23:21:17Z;[{'id': 5201513565, 'qualifierId': 56, 'value': 'Left'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;1xz6lq3lba2pt41td1jtwdn8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;16;46;North Texas;1006;DML;1,0
2718575943;186;49;1;16;46;99l7fsj6ykgbyqcb9zqqu9dgq;1;8,0;10,7;2024-09-08T23:21:17.384Z;2024-09-08T23:21:17Z;[];rtca480n5ehey5ffvt8nudck;H. Endeley;;;1xz6lq3lba2pt41td1jtwdn8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;16;46;Vancouver Whitecaps II;1006;DMR;1,0
2718575949;148;83;1;16;47;eo64tqkioegeb09iice2hf8bt;0;84,0;96,0;2024-09-08T23:21:18.300Z;2024-09-08T23:21:25Z;[{'id': 5201513705, 'qualifierId': 399, 'value': 'rtca480n5ehey5ffvt8nudck'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;1xz6lq3lba2pt41td1jtwdn8;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;16;47;North Texas;1007;DML;1,0
2718575959;187;1;1;16;49;99l7fsj6ykgbyqcb9zqqu9dgq;1;10,7;4,7;2024-09-08T23:21:20.136Z;2024-09-08T23:21:22Z;[{'id': 5201513637, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201513643, 'qualifierId': 212, 'value': '16.0'}, {'id': 5201513641, 'qualifierId': 141, 'value': '10.7'}, {'id': 5201513639, 'qualifierId': 140, 'value': '25.4'}, {'id': 5201513645, 'qualifierId': 213, 'value': '0.26'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;0,26;10,7;;;16,0;25,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;25,4;10,7;;;;;;;0;0;16;49;Vancouver Whitecaps II;1009;DMR;1,0
2718575961;188;3;1;16;51;99l7fsj6ykgbyqcb9zqqu9dgq;0;26,0;13,6;2024-09-08T23:21:22.024Z;2024-09-11T07:09:04Z;[{'id': 5204533619, 'qualifierId': 464}, {'id': 5201513649, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201513703, 'qualifierId': 233, 'value': '149'}, {'id': 5201513651, 'qualifierId': 285}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;1xz6lq3lba2pt41td1jtwdn8;Take On;;;;;;;;;;;;;;;;;;1,0;149,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;16;51;Vancouver Whitecaps II;1011;FWR;1,0
2718575967;149;7;1;16;51;eo64tqkioegeb09iice2hf8bt;0;74,0;86,4;2024-09-08T23:21:22.025Z;2024-09-11T07:09:12Z;[{'id': 5201513685, 'qualifierId': 233, 'value': '188'}, {'id': 5201513669, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201513671, 'qualifierId': 286}, {'id': 5204533635, 'qualifierId': 384}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;1xz6lq3lba2pt41td1jtwdn8;Tackle;;;;;;;;;;;;;;;;;;;188,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;16;51;North Texas;1011;AMC;1,0
2718575981;150;49;1;16;58;eo64tqkioegeb09iice2hf8bt;1;59,8;91,1;2024-09-08T23:21:29.525Z;2024-09-08T23:21:29Z;[];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;1xz6lq3lba2pt41td1jtwdn8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;16;58;North Texas;1018;DC;1,0
2718575989;151;1;1;16;58;eo64tqkioegeb09iice2hf8bt;1;59,8;91,1;2024-09-08T23:21:29.710Z;2024-09-08T23:21:31Z;[{'id': 5201513805, 'qualifierId': 141, 'value': '96.9'}, {'id': 5201513807, 'qualifierId': 212, 'value': '10.6'}, {'id': 5201513803, 'qualifierId': 140, 'value': '50.4'}, {'id': 5201513801, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201513809, 'qualifierId': 213, 'value': '2.76'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;2,76;96,9;;;10,6;50,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;50,4;96,9;;;;;;;0;0;16;58;North Texas;1018;DC;1,0
2718576013;152;1;1;17;0;eo64tqkioegeb09iice2hf8bt;1;50,4;96,9;2024-09-08T23:21:30.961Z;2024-09-08T23:21:33Z;[{'id': 5201513919, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201513929, 'qualifierId': 213, 'value': '4.10'}, {'id': 5201513921, 'qualifierId': 140, 'value': '42.3'}, {'id': 5201513923, 'qualifierId': 141, 'value': '79.0'}, {'id': 5201513925, 'qualifierId': 212, 'value': '14.8'}];dvk85r457e15hg0pw5rig0222;J. Herdman;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;4,1;79,0;;;14,8;42,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;42,3;79,0;;;;;;;0;0;17;0;North Texas;1020;FW;1,0
2718576041;153;1;1;17;2;eo64tqkioegeb09iice2hf8bt;1;41,7;75,7;2024-09-08T23:21:33.206Z;2024-09-08T23:21:37Z;[{'id': 5201514045, 'qualifierId': 213, 'value': '4.27'}, {'id': 5201514037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201514043, 'qualifierId': 212, 'value': '18.8'}, {'id': 5201514041, 'qualifierId': 141, 'value': '50.7'}, {'id': 5201514039, 'qualifierId': 140, 'value': '34.0'}];8hf35b309tq3wuc59xgshmbro;M. Simmons;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;4,27;50,7;;;18,8;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;34,0;50,7;;;;;;;0;0;17;2;North Texas;1022;MC;1,0
2718576053;154;1;1;17;6;eo64tqkioegeb09iice2hf8bt;1;43,8;47,6;2024-09-08T23:21:37.582Z;2024-09-08T23:21:41Z;[{'id': 5201514091, 'qualifierId': 212, 'value': '22.9'}, {'id': 5201514093, 'qualifierId': 213, 'value': '4.88'}, {'id': 5201514085, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201514089, 'qualifierId': 141, 'value': '14.4'}, {'id': 5201514087, 'qualifierId': 140, 'value': '47.4'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;4,88;14,4;;;22,9;47,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;47,4;14,4;;;;;;;0;0;17;6;North Texas;1026;DC;1,0
2718576073;155;1;1;17;10;eo64tqkioegeb09iice2hf8bt;1;52,5;12,0;2024-09-08T23:21:41.110Z;2024-09-08T23:21:45Z;[{'id': 5201514235, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201514243, 'qualifierId': 213, 'value': '0.19'}, {'id': 5201514241, 'qualifierId': 212, 'value': '14.0'}, {'id': 5201514239, 'qualifierId': 141, 'value': '15.8'}, {'id': 5201514237, 'qualifierId': 140, 'value': '65.6'}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;0,19;15,8;;;14,0;65,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;65,6;15,8;;;;;;;0;0;17;10;North Texas;1030;DC;1,0
2718576081;156;1;1;17;14;eo64tqkioegeb09iice2hf8bt;1;67,0;24,6;2024-09-08T23:21:45.061Z;2024-09-08T23:21:46Z;[{'id': 5201514279, 'qualifierId': 140, 'value': '69.7'}, {'id': 5201514277, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201514285, 'qualifierId': 213, 'value': '1.37'}, {'id': 5201514283, 'qualifierId': 212, 'value': '14.3'}, {'id': 5201514281, 'qualifierId': 141, 'value': '45.2'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;1,37;45,2;;;14,3;69,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;69,7;45,2;;;;;;;0;0;17;14;North Texas;1034;MC;1,0
2718576089;157;1;1;17;14;eo64tqkioegeb09iice2hf8bt;0;69,7;79,9;2024-09-08T23:21:45.713Z;2024-09-08T23:33:43Z;[{'id': 5201514319, 'qualifierId': 141, 'value': '43.6'}, {'id': 5201514317, 'qualifierId': 140, 'value': '74.0'}, {'id': 5201514315, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201514321, 'qualifierId': 212, 'value': '25.1'}, {'id': 5201514323, 'qualifierId': 213, 'value': '4.89'}];dvk85r457e15hg0pw5rig0222;J. Herdman;;;1xz6lq3lba2pt41td1jtwdn8;Pass;;;;;;;;;;4,89;43,6;;;25,1;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;74,0;43,6;;;;;;;0;0;17;14;North Texas;1034;FW;1,0
