id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Resume;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_Involved;value_PlayerPosition;value_TeamFormation;value_DirectionOfPlay;value_Length;value_PassEndY;value_PassEndX;value_KickOff;value_Angle;value_Zone;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_Chipped;value_Head;value_LowCentre;value_RegularPlay;value_GoalmouthY;value_GoalmouthZ;value_LeftFooted;value_BlockedX;value_BlockedY;value_GkX;value_IndividualPlay;value_Volley;value_GkY;value_NotAssisted;value_Blocked;value_FirstTouch;value_35Centre;value_DefBlock;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_IntendedTackleTarget;value_Assist;value_IntentionalAssist;value_RelatedEventId;value_BoxRight;value_Assisted;value_RightFooted;value_LowRight;value_Left;value_Right;value_CornerTaken;value_Cross;value_Straight;value_OutOfPlay;value_VideoCoverageLost;value_NotVisible;value_BoxCentre;value_GoalShotGameClock;value_GoalShotTimestamp;value_HighRight;value_BigChance;value_OutOfBoxCentre;value_LowLeft;value_Foul;value_AttemptedTackle;value_Direct;value_InSwinger;value_BlockedPass;value_DeletedEventType;value_Hands;value_Collected;value_Diving;value_KeeperThrow;value_ParriedSafe;value_Shove/Push;value_FlickOn;value_PullBack;value_InjuredPlayerId;value_Injury;value_HighClaim;value_OverArm;value_NextEventGoalKick;value_GoalKick;value_Low;value_OwnGoal;value_HighCentre;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistId;value_DrinksBreak;value_RefereeDelay;value_YellowCard;value_RecklessOffence;value_ShirtPull/Holding;value_HighLeft;value_Minutes;value_SwitchOfPlay;value_TacticalFoul;value_SmallBoxCentre;value_CloseLeft;value_High;value_Handball;value_FastBreak;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_BoxLeft;value_FollowsShotRebound;value_GkKickFromHands;value_TimeWasting;value_SmallBoxLeft;value_FromCorner;value_SetPiece;value_BlockedCross;value_ThroughBall;value_Penalty;value_PenaltyTakerId;value_DeniedGoalScoringOpp;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Standing;value_Feet;value_HitWoodwork;value_HitLeftPost;value_HitRightPost;value_ParriedDanger;value_KeeperTouched;value_OwnPlayer;value_NotPastGoalLine;value_FromShotOffTarget;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698046043;5;61;1;0;10;1zgjjyruyufrkh4xjvryqsb1i;0;30,0;68,1;2024-06-26T22:03:54.725Z;2024-06-26T22:03:54Z;[{'id': 5088261281, 'qualifierId': 56, 'value': 'Back'}];dvems493n5l4twsq6cq2fg26s;R. Meneses;;;dml7kxkvg6jb3jn28ux2v7ms4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;10;New York RB II;10;MC;1,0
2698046067;7;2;1;0;11;4g68p0t2f5jzhzfr67i2rj1ex;1;69,5;40,2;2024-06-26T22:03:55.223Z;2024-06-26T22:04:02Z;[{'id': 5088261389, 'qualifierId': 7, 'value': '4akvdujqbywk628gok9xbh2j8'}, {'id': 5088261391, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088261393, 'qualifierId': 140, 'value': '88.9'}, {'id': 5088261395, 'qualifierId': 141, 'value': '36.9'}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;dml7kxkvg6jb3jn28ux2v7ms4;Offside Pass;;;;;;;;;;;36,9;88,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;88,9;36,9;;;;;;;;0;0;11;Philadelphia Union II;11;ML;1,0
2698046087;6;55;1;0;11;1zgjjyruyufrkh4xjvryqsb1i;1;13,9;63,6;2024-06-26T22:03:55.224Z;2024-06-26T22:52:42Z;[];5aszabja459117mqykvfpajh0;C. Rojas;;;dml7kxkvg6jb3jn28ux2v7ms4;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;11;New York RB II;11;DC;1,0
2698046107;7;1;1;0;28;1zgjjyruyufrkh4xjvryqsb1i;1;9,4;60,6;2024-06-26T22:04:12.909Z;2024-06-26T22:04:17Z;[{'id': 5088261617, 'qualifierId': 213, 'value': '0.95'}, {'id': 5088261605, 'qualifierId': 5}, {'id': 5088261611, 'qualifierId': 140, 'value': '13.8'}, {'id': 5088261615, 'qualifierId': 212, 'value': '8.0'}, {'id': 5088261609, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088261607, 'qualifierId': 241}, {'id': 5088261613, 'qualifierId': 141, 'value': '70.2'}];72hamgw1scmumrnzeug0tjfje;H. Trent;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;8,0;70,2;13,8;;0,95;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;13,8;70,2;;;;;;;;0;0;28;New York RB II;28;GK;1,0
2698046125;8;1;1;0;33;1zgjjyruyufrkh4xjvryqsb1i;1;25,2;74,8;2024-06-26T22:04:17.314Z;2024-06-26T22:04:21Z;[{'id': 5088261701, 'qualifierId': 140, 'value': '25.9'}, {'id': 5088261707, 'qualifierId': 213, 'value': '1.51'}, {'id': 5088261705, 'qualifierId': 212, 'value': '11.6'}, {'id': 5088261699, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088261703, 'qualifierId': 141, 'value': '91.8'}];5aszabja459117mqykvfpajh0;C. Rojas;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;11,6;91,8;25,9;;1,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;25,9;91,8;;;;;;;;0;0;33;New York RB II;33;DC;1,0
2698046133;9;1;1;0;37;1zgjjyruyufrkh4xjvryqsb1i;0;28,9;93,6;2024-06-26T22:04:21.376Z;2024-06-26T22:04:21Z;[{'id': 5088261753, 'qualifierId': 1}, {'id': 5088261741, 'qualifierId': 157}, {'id': 5088261749, 'qualifierId': 212, 'value': '34.1'}, {'id': 5088261747, 'qualifierId': 141, 'value': '78.4'}, {'id': 5088261745, 'qualifierId': 140, 'value': '59.8'}, {'id': 5088261743, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088261751, 'qualifierId': 213, 'value': '5.97'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;34,1;78,4;59,8;;5,97;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;59,8;78,4;;;;;;;;0;0;37;New York RB II;37;DC;1,0
2698046143;8;1;1;0;37;4g68p0t2f5jzhzfr67i2rj1ex;0;33,7;22,6;2024-06-26T22:04:21.878Z;2024-06-26T22:04:23Z;[{'id': 5088261805, 'qualifierId': 212, 'value': '28.4'}, {'id': 5088261797, 'qualifierId': 3}, {'id': 5088261803, 'qualifierId': 141, 'value': '28.6'}, {'id': 5088261799, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088261801, 'qualifierId': 140, 'value': '60.5'}, {'id': 5088261807, 'qualifierId': 213, 'value': '0.14'}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;28,4;28,6;60,5;;0,14;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;60,5;28,6;;;;;;;;0;0;37;Philadelphia Union II;37;DL;1,0
2698046159;10;1;1;0;41;1zgjjyruyufrkh4xjvryqsb1i;0;34,9;73,2;2024-06-26T22:04:25.734Z;2024-06-26T22:22:16Z;[{'id': 5088261881, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088261889, 'qualifierId': 213, 'value': '6.08'}, {'id': 5088261887, 'qualifierId': 212, 'value': '3.8'}, {'id': 5088261885, 'qualifierId': 141, 'value': '72.1'}, {'id': 5088261883, 'qualifierId': 140, 'value': '38.4'}, {'id': 5088261879, 'qualifierId': 3}];dvems493n5l4twsq6cq2fg26s;R. Meneses;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;3,8;72,1;38,4;;6,08;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;38,4;72,1;;;;;;;;0;0;41;New York RB II;41;MC;1,0
2698046177;9;44;1;0;43;4g68p0t2f5jzhzfr67i2rj1ex;1;57,0;30,2;2024-06-26T22:04:27.327Z;2024-06-26T22:04:28Z;[{'id': 5088261947, 'qualifierId': 286}, {'id': 5088261957, 'qualifierId': 233, 'value': '11'}, {'id': 5088261945, 'qualifierId': 56, 'value': 'Center'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;dml7kxkvg6jb3jn28ux2v7ms4;Aerial;;;;;;;;;;;;;;;;;;;11,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;43;Philadelphia Union II;43;MC;1,0
2698046171;11;44;1;0;43;1zgjjyruyufrkh4xjvryqsb1i;0;43,0;69,8;2024-06-26T22:04:27.328Z;2024-06-26T22:04:28Z;[{'id': 5088261931, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088261963, 'qualifierId': 233, 'value': '9'}, {'id': 5088261933, 'qualifierId': 285}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;dml7kxkvg6jb3jn28ux2v7ms4;Aerial;;;;;;;;;;;;;;;;;;1,0;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;43;New York RB II;43;MC;1,0
