id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Resume;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_Involved;value_PlayerPosition;value_TeamFormation;value_DirectionOfPlay;value_Length;value_PassEndY;value_PassEndX;value_KickOff;value_Angle;value_Zone;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_Chipped;value_Head;value_LowCentre;value_RegularPlay;value_GoalmouthY;value_GoalmouthZ;value_LeftFooted;value_BlockedX;value_BlockedY;value_GkX;value_IndividualPlay;value_Volley;value_GkY;value_NotAssisted;value_Blocked;value_FirstTouch;value_35Centre;value_DefBlock;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_IntendedTackleTarget;value_Assist;value_IntentionalAssist;value_RelatedEventId;value_BoxRight;value_Assisted;value_RightFooted;value_LowRight;value_Left;value_Right;value_CornerTaken;value_Cross;value_Straight;value_OutOfPlay;value_VideoCoverageLost;value_NotVisible;value_BoxCentre;value_GoalShotGameClock;value_GoalShotTimestamp;value_HighRight;value_BigChance;value_OutOfBoxCentre;value_LowLeft;value_Foul;value_AttemptedTackle;value_Direct;value_InSwinger;value_BlockedPass;value_DeletedEventType;value_Hands;value_Collected;value_Diving;value_KeeperThrow;value_ParriedSafe;value_Shove/Push;value_FlickOn;value_PullBack;value_InjuredPlayerId;value_Injury;value_HighClaim;value_OverArm;value_NextEventGoalKick;value_GoalKick;value_Low;value_OwnGoal;value_HighCentre;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistId;value_DrinksBreak;value_RefereeDelay;value_YellowCard;value_RecklessOffence;value_ShirtPull/Holding;value_HighLeft;value_Minutes;value_SwitchOfPlay;value_TacticalFoul;value_SmallBoxCentre;value_CloseLeft;value_High;value_Handball;value_FastBreak;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_BoxLeft;value_FollowsShotRebound;value_GkKickFromHands;value_TimeWasting;value_SmallBoxLeft;value_FromCorner;value_SetPiece;value_BlockedCross;value_ThroughBall;value_Penalty;value_PenaltyTakerId;value_DeniedGoalScoringOpp;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Standing;value_Feet;value_HitWoodwork;value_HitLeftPost;value_HitRightPost;value_ParriedDanger;value_KeeperTouched;value_OwnPlayer;value_NotPastGoalLine;value_FromShotOffTarget;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698037165;1;34;16;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-06-26T21:11:10.586Z;2024-06-26T22:18:06Z;[{'id': 5088216331, 'qualifierId': 59, 'value': '21, 45, 24, 65, 34, 23, 90, 91, 66, 97, 79, 20, 27, 35, 44, 50, 56, 57, 77'}, {'id': 5088216337, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088261531, 'qualifierId': 197, 'value': '6066'}, {'id': 5088216335, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088279759, 'qualifierId': 194, 'value': '8q2wozyqz4nveabn71hc614dm'}, {'id': 5088216327, 'qualifierId': 30, 'value': 'bvtvko74cyeqe297mp6shrf2s, 6rgdv71lxh4cpz487ygvy5nv8, nhhmltlm3ayn7vqmp6etck5w, 8q2wozyqz4nveabn71hc614dm, 59kitnlge8bjsxmhy850bsutw, e2tuar1frliervcr2mnmvfspg, ov4fk38lrcculu6tdbnrto2c, 5u3ohty1lsm0fn2ltez4g7o5w, 65g50zt5gbo1lnrbc7uvwsbo4, 4akvdujqbywk628gok9xbh2j8, e4rpnf90oa672lcm8ego7vllg, 5gd78gkv3k39vofarmapgeuj8, e23u0x31okggroh6dkoqx5fdg, gz9dek1oxgman9jslfku0zmy, 8u0efvao8rym6mdx0tl0h0qac, 4gp2d7oltfq4uwzj78gr6q9sk, d49aa9fx8oddpsucnnicby8k, 76xo0u2yd2cqf8xdyh8rteqdw, 80p7shawtxjiydizsg5fo5a1g'}, {'id': 5088216329, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5088216333, 'qualifierId': 130, 'value': '2'}];;;;;dml7kxkvg6jb3jn28ux2v7ms4;Team set up;;;6066,0;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;0;Philadelphia Union II;0;;
2698037323;1;34;16;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-06-26T21:12:41.049Z;2024-06-26T23:15:15Z;[{'id': 5088217713, 'qualifierId': 59, 'value': '13, 30, 39, 6, 58, 42, 38, 36, 77, 55, 24, 22, 43, 45, 53, 57, 88, 98'}, {'id': 5088217711, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5088217717, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088342889, 'qualifierId': 197, 'value': '23610'}, {'id': 5088217719, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088217715, 'qualifierId': 130, 'value': '2'}, {'id': 5088217709, 'qualifierId': 30, 'value': '72hamgw1scmumrnzeug0tjfje, 15v2azulwhof0p216i7bjp250, 2qz3ojbfedl8psp1tvq0183ro, 20wmdzih6b1t0ekt1v2qd4b2s, 872ifpo3qufi9vv9vy7ty6uj8, 5aszabja459117mqykvfpajh0, cjhjwaelyypl3ca9gpzu61vys, dvems493n5l4twsq6cq2fg26s, 9j3va21w5i9ypf8qmt4g1vggk, 434xf7moiduhzy9ivp7jxr10, 993vihjmsn70q9w237fatzgbu, 81w1fqi66z0ibawynhraybaxg, 82h370aim64ufe2pugftbfxg4, de6bz3uyz5ta17f0jnnfhzims, 4mb9s3hglzgfoswleene9mvo, 1ceqwz4ozqi6ft5l4hf5a04r8, cbpm8k301adrmft5fd0kaeiuh, c59pt9nvdpxlp6xvs78un16hg'}, {'id': 5088233549, 'qualifierId': 194, 'value': '2qz3ojbfedl8psp1tvq0183ro'}];;;;;dml7kxkvg6jb3jn28ux2v7ms4;Team set up;;;23610,0;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;0;New York RB II;0;;
2698046013;2;32;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-06-26T22:03:44.086Z;2024-06-26T22:03:47Z;[{'id': 5088261121, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dml7kxkvg6jb3jn28ux2v7ms4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;0;Philadelphia Union II;0;;
2698046009;2;32;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-06-26T22:03:44.086Z;2024-06-26T22:03:44Z;[{'id': 5088261107, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dml7kxkvg6jb3jn28ux2v7ms4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;0;New York RB II;0;;
2698046021;3;1;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;50,1;51,0;2024-06-26T22:03:44.087Z;2024-06-26T22:22:17Z;[{'id': 5088261159, 'qualifierId': 212, 'value': '24.9'}, {'id': 5088261157, 'qualifierId': 141, 'value': '35.2'}, {'id': 5088261155, 'qualifierId': 140, 'value': '28.7'}, {'id': 5088261163, 'qualifierId': 279, 'value': 'S'}, {'id': 5088261161, 'qualifierId': 213, 'value': '3.59'}, {'id': 5088261153, 'qualifierId': 56, 'value': 'Back'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;24,9;35,2;28,7;;3,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;28,7;35,2;;;;;;;;0;0;0;Philadelphia Union II;0;FW;1,0
2698046031;4;1;1;0;3;4g68p0t2f5jzhzfr67i2rj1ex;0;28,7;35,2;2024-06-26T22:03:47.814Z;2024-06-26T22:03:53Z;[{'id': 5088261213, 'qualifierId': 212, 'value': '36.6'}, {'id': 5088261215, 'qualifierId': 213, 'value': '6.17'}, {'id': 5088261209, 'qualifierId': 140, 'value': '63.3'}, {'id': 5088261207, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088261211, 'qualifierId': 141, 'value': '29.3'}, {'id': 5088261217, 'qualifierId': 1}, {'id': 5088261205, 'qualifierId': 157}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;36,6;29,3;63,3;;6,17;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;63,3;29,3;;;;;;;;0;0;3;Philadelphia Union II;3;DL;1,0
2698046037;3;44;1;0;8;1zgjjyruyufrkh4xjvryqsb1i;1;33,5;72,2;2024-06-26T22:03:52.212Z;2024-06-26T22:03:53Z;[{'id': 5088261255, 'qualifierId': 285}, {'id': 5088261253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088261271, 'qualifierId': 233, 'value': '5'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;dml7kxkvg6jb3jn28ux2v7ms4;Aerial;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;8;New York RB II;8;DC;1,0
2698046033;5;44;1;0;8;4g68p0t2f5jzhzfr67i2rj1ex;0;66,5;27,8;2024-06-26T22:03:52.213Z;2024-06-26T22:03:54Z;[{'id': 5088261241, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088261243, 'qualifierId': 286}, {'id': 5088261275, 'qualifierId': 233, 'value': '3'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;;dml7kxkvg6jb3jn28ux2v7ms4;Aerial;;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;8;Philadelphia Union II;8;FW;1,0
2698046039;4;1;1;0;8;1zgjjyruyufrkh4xjvryqsb1i;0;31,0;76,7;2024-06-26T22:03:52.882Z;2024-06-26T22:03:53Z;[{'id': 5088261263, 'qualifierId': 141, 'value': '76.7'}, {'id': 5088261259, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088261257, 'qualifierId': 3}, {'id': 5088261265, 'qualifierId': 212, 'value': '3.7'}, {'id': 5088261267, 'qualifierId': 213, 'value': '0.00'}, {'id': 5088261261, 'qualifierId': 140, 'value': '34.5'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;dml7kxkvg6jb3jn28ux2v7ms4;Pass;;;;;;;;;;3,7;76,7;34,5;;0,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;34,5;76,7;;;;;;;;0;0;8;New York RB II;8;DC;1,0
2698046041;6;61;1;0;9;4g68p0t2f5jzhzfr67i2rj1ex;1;64,8;32,3;2024-06-26T22:03:53.118Z;2024-06-26T22:03:53Z;[{'id': 5088261269, 'qualifierId': 56, 'value': 'Center'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;;dml7kxkvg6jb3jn28ux2v7ms4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;0;9;Philadelphia Union II;9;FW;1,0
