id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_JerseyNumber;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_Zone;value_Angle;value_PassEndY;value_Length;value_PassEndX;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_TouchTypeControl;value_BlockedPass;value_DeletedEventType;value_IntendedTackleTarget;value_ThroughBall;value_LongBall;value_LayOff;value_TouchTypePass;value_HeadPass;value_Chipped;value_TakeOnOvertake;value_Defensive1V1;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Cross;value_OutSwinger;value_LeftFooted;value_OverhitCross;value_Launch;value_TakeOnSpace;value_LeadingToAttempt;value_Assist;value_IntentionalAssist;value_BoxCentre;value_RelatedEventId;value_Blocked;value_GoalmouthY;value_SixYardBlocked;value_BigChance;value_GkY;value_BlockedX;value_LowRight;value_RightFooted;value_GoalmouthZ;value_Assisted;value_BlockedY;value_SavedOffLine;value_GkX;value_RelatedError1Id;value_1On1;value_RegularPlay;value_DefBlock;value_LastLine;value_OutOfPlay;value_FirstTouch;value_Head;value_NotPastGoalLine;value_Left;value_2NdAssist;value_PullBack;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_2NdRelatedEventId;value_2NdAssisted;value_SwitchOfPlay;value_PlayersCaughtOffside;value_Indirect;value_NotAssisted;value_IndividualPlay;value_OutOfBoxCentre;value_MediumGkIntervention;value_Collected;value_Hands;value_Standing;value_KeeperThrow;value_BlockedCross;value_CornerTaken;value_LowGkIntervention;value_FlickOn;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_OutOfBoxDeepRight;value_SwerveRight;value_LowCentre;value_FreeKick;value_Diving;value_HighGkIntervention;value_SetPiece;value_High;value_Volley;value_NextEventGoalKick;value_Low;value_GoalKick;value_RecklessOffence;value_VideoCoverageLost;value_FastBreak;value_HighLeft;value_Shove/Push;value_Straight;value_DrivenCross;value_CloseLeft;value_Obstruction;value_ParriedSafe;value_Stooping;value_RefereeDelay;value_DrinksBreak;value_BoxDeepLeft;value_NotVisible;value_Right;value_InSwinger;value_Minutes;value_HighClaim;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_CaptainChange;value_Strong;value_CloseRightAndHigh;value_BoxRight;value_MisHit;value_Overrun;value_GkChallenge;value_BoxDeepRight;value_CloseRight;value_Injury;value_InjuredPlayerId;value_OtherObstacle;value_GkHoof;value_GoesToPenalties;value_LowLeft;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_HighCentre;value_HitRightPost;value_HitWoodwork;value_Saved;value_KeeperTouched;value_Feet;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705308447;1;34;16;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-08-03T00:06:01.867Z;2024-08-07T23:21:27Z;[{'id': 5128459497, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5128459485, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5128459493, 'qualifierId': 194, 'value': '1j010cibh247p8kjchww6ny3u'}, {'id': 5128459491, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5128459483, 'qualifierId': 30, 'value': '608d9yxcn99up33girsspyaga, rtca480n5ehey5ffvt8nudck, 9acojrco6dg2i9otq02gj6904, 32c9e26wcnr5kmab8ep4zph5g, 1j010cibh247p8kjchww6ny3u, e7vsajjh4e7t51ciycjg0skd0, 19ckwd2oz9uyfjznuq2c41btg, akgtib8zyv5lrvh9mxunj2rdg, fgue58g7u6f2c53ggb0r2oa2, 8vnnownnzz2ksuuitbw3ax5yi, 3h8rx5wumr7hktll4hnvx7or8, auomns9j08ffqknhs9007ju38, 3risld5mac5ns2rrv6namc2l0, f3bqitwkt3mitemcjd61hi044, 6ggqe5gi2w2jjclmbjev6dd78, 741wavjzdmc04j4i8a3chq9zo, 8g1piun8acm9udttt1795qnhm, 9nl0k91lrjonu0z2irbs01oiy, 6agfr3usj1pblrbq2i9mdpmcq, 6girdg17h5o2qr8stoywy3vv8'}, {'id': 5128459489, 'qualifierId': 130, 'value': '8'}, {'id': 5128459487, 'qualifierId': 59, 'value': '13, 27, 12, 50, 5, 4, 41, 35, 36, 51, 99, 2, 7, 8, 10, 14, 21, 24, 30, 34'}, {'id': 5128459495, 'qualifierId': 197, 'value': '23486'}];;;;;ees57e9465fc1ffrnha1njdhw;Team set up;;;;;;8,0;;23486,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;0;Austin II;0;;
2705308789;1;34;16;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-08-03T00:07:43.329Z;2024-08-07T23:18:20Z;[{'id': 5128461291, 'qualifierId': 130, 'value': '2'}, {'id': 5128461293, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5128461299, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5128461297, 'qualifierId': 197, 'value': '23351'}, {'id': 5128461285, 'qualifierId': 30, 'value': '81a5mbcfvbxke0w3cbq65ld2i, 8ly83pm2mbtz4u7jwsv0o96qy, 9nlw8tihbzfnvkt5uproa79jo, 7nxqbiq6fics5w3qnwhz249as, ec3xdenc4ncg4sc8ni4kkyln8, d0riqrsz7ojwb9m94rbvx7r6y, 641bsr9un81t6sds51fhvijh0, 2yxzh220ndd4s4wqditruo0h6, 7m5wyvhq876dyap45egqs2tjo, 4o2lk5bkmyxe8ji3lqjo69qtw, 3cbmr8hg3kszw5wl04p3ol27e, 53ufl7f1lbwnr7klx9ofxufbo, 4521gkm1oemvrfsgksz7b6zxm, 4wgjayv8s85dueh5l88im6lwq, 7u1lf62rqlgzban2dwy6c1rmc, 35ds2xu43z6jccyhlr8jsomzu, ov91zkisppven9tp72gfbjf8, dcypf9mqtlcn5wetj1z7g3mui, 9yldym4386a2icfk6qb6i90r8, 3dtt0czm41hnuw8mvyn14ys4'}, {'id': 5128461295, 'qualifierId': 194, 'value': '2yxzh220ndd4s4wqditruo0h6'}, {'id': 5128461287, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5128461289, 'qualifierId': 59, 'value': '1, 2, 3, 8, 4, 5, 10, 6, 30, 77, 19, 7, 9, 11, 14, 17, 18, 20, 25, 33'}];;;;;ees57e9465fc1ffrnha1njdhw;Team set up;;;;;;2,0;;23351,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;0;0;North Texas;0;;
2705320041;2;32;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-08-03T01:04:55.115Z;2024-08-15T05:53:22Z;[{'id': 5128526233, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;ees57e9465fc1ffrnha1njdhw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;0;0;North Texas;0;;
2705320039;2;32;1;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-08-03T01:04:55.115Z;2024-08-03T01:04:55Z;[{'id': 5128526227, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;ees57e9465fc1ffrnha1njdhw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;0;Austin II;0;;
2705320045;3;1;1;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;50,1;50,3;2024-08-03T01:04:55.116Z;2024-08-03T03:19:21Z;[{'id': 5128526253, 'qualifierId': 279, 'value': 'S'}, {'id': 5128526243, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128526251, 'qualifierId': 213, 'value': '2.27'}, {'id': 5128526247, 'qualifierId': 141, 'value': '54.3'}, {'id': 5128526249, 'qualifierId': 212, 'value': '3.6'}, {'id': 5128526245, 'qualifierId': 140, 'value': '47.9'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;ees57e9465fc1ffrnha1njdhw;Pass;;;;;;;;;;;;2,27;54,3;3,6;47,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;47,9;54,3;;;;;;;;0;0;0;Austin II;0;MC;1,0
2705320047;4;50;1;0;3;99l7fsj6ykgbyqcb9zqqu9dgq;1;45,5;50,6;2024-08-03T01:04:58.405Z;2024-08-03T01:05:00Z;[{'id': 5128526261, 'qualifierId': 286}, {'id': 5128526259, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128526271, 'qualifierId': 233, 'value': '3'}];8vnnownnzz2ksuuitbw3ax5yi;A. Ramirez;;;ees57e9465fc1ffrnha1njdhw;Dispossessed;;;;;;;;;;;;;;;;1,0;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;3;Austin II;3;AMC;1,0
2705320049;3;7;1;0;3;d0c07im4a6oj8qa7f1zlt3pqs;0;54,5;49,4;2024-08-03T01:04:58.406Z;2024-08-07T17:01:09Z;[{'id': 5128526263, 'qualifierId': 56, 'value': 'Center'}, {'id': 5128526265, 'qualifierId': 285}, {'id': 5128526267, 'qualifierId': 233, 'value': '4'}, {'id': 5135941981, 'qualifierId': 383}];4o2lk5bkmyxe8ji3lqjo69qtw;D. Abarca;;;ees57e9465fc1ffrnha1njdhw;Tackle;;;;;;;;;;;;;;;;;4,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;0;3;North Texas;3;FW;1,0
2705320063;5;1;1;0;7;99l7fsj6ykgbyqcb9zqqu9dgq;1;31,7;50,9;2024-08-03T01:05:02.221Z;2024-08-03T01:05:03Z;[{'id': 5128526355, 'qualifierId': 213, 'value': '3.77'}, {'id': 5128526345, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128526353, 'qualifierId': 212, 'value': '12.2'}, {'id': 5128526347, 'qualifierId': 140, 'value': '22.3'}, {'id': 5128526349, 'qualifierId': 141, 'value': '40.4'}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;ees57e9465fc1ffrnha1njdhw;Pass;;;;;;;;;;;;3,77;40,4;12,2;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;22,3;40,4;;;;;;;;0;0;7;Austin II;7;MC;1,0
2705320083;6;1;1;0;8;99l7fsj6ykgbyqcb9zqqu9dgq;1;22,3;40,4;2024-08-03T01:05:03.126Z;2024-08-03T01:05:07Z;[{'id': 5128526433, 'qualifierId': 213, 'value': '1.36'}, {'id': 5128526431, 'qualifierId': 212, 'value': '23.0'}, {'id': 5128526425, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128526427, 'qualifierId': 140, 'value': '26.8'}, {'id': 5128526429, 'qualifierId': 141, 'value': '73.5'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;ees57e9465fc1ffrnha1njdhw;Pass;;;;;;;;;;;;1,36;73,5;23,0;26,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;26,8;73,5;;;;;;;;0;0;8;Austin II;8;DL;1,0
2705320087;7;1;1;0;12;99l7fsj6ykgbyqcb9zqqu9dgq;1;26,6;68,7;2024-08-03T01:05:07.445Z;2024-08-03T01:05:08Z;[{'id': 5128526449, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128526457, 'qualifierId': 213, 'value': '4.67'}, {'id': 5128526451, 'qualifierId': 140, 'value': '25.9'}, {'id': 5128526453, 'qualifierId': 141, 'value': '41.0'}, {'id': 5128526455, 'qualifierId': 212, 'value': '18.9'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;ees57e9465fc1ffrnha1njdhw;Pass;;;;;;;;;;;;4,67;41,0;18,9;25,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;25,9;41,0;;;;;;;;0;0;12;Austin II;12;DC;1,0
