id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_Resume;value_Involved;value_Captain;value_PlayerPosition;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_Length;value_Zone;value_KickOff;value_PassEndY;value_PassEndX;value_Angle;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_TakeOnOvertake;value_OutSwinger;value_RightFooted;value_Cross;value_BlockedPass;value_BlockedCross;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_MediumGkIntervention;value_KeeperThrow;value_LowGkIntervention;value_IntentionalAssist;value_Assist;value_Right;value_RelatedEventId;value_MisHit;value_FirstTouch;value_GoalmouthZ;value_SmallBoxRight;value_Assisted;value_RegularPlay;value_GkY;value_GoalmouthY;value_GkX;value_NextEventGoalKick;value_NotVisible;value_Low;value_GoalKick;value_IntendedTackleTarget;value_TouchTypeControl;value_DeletedEventType;value_HeadPass;value_LayOff;value_SwitchOfPlay;value_TouchTypePass;value_Foul;value_AttemptedTackle;value_Direct;value_FreeKickTaken;value_Shove/Push;value_OutOfBoxCentre;value_NotAssisted;value_FreeKick;value_CloseHigh;value_ShirtPull/Holding;value_Head;value_Volley;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_BoxCentre;value_GoalShotGameClock;value_LowLeft;value_SetPiece;value_Tap;value_TouchTypeClearance;value_TakeOnSpace;value_LeftFooted;value_High;value_BigChance;value_Overrun;value_BlockedY;value_HighCentre;value_IndividualPlay;value_BlockedX;value_Reaching;value_Fingertip;value_HighGkIntervention;value_Hands;value_HitBar;value_LowRight;value_SmallBoxLeft;value_Sliding;value_ParriedSafe;value_VideoCoverageLost;value_YellowCard;value_RecklessOffence;value_PlayersCaughtOffside;value_Indirect;value_Left;value_CornerTaken;value_InSwinger;value_SmallBoxCentre;value_FromCorner;value_Blocked;value_DefBlock;value_LowCentre;value_InjuredPlayerId;value_Injury;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_CaptainChange;value_Minutes;value_OutOfPlay;value_Collected;value_Standing;value_EndType;value_Tactical;value_Weak;value_BoxLeft;value_TacticalFoul;value_BoxRight;value_PenaltyTakerId;value_Handball;value_Penalty;value_Dissent;value_Scored;value_Diving;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_CausingPlayer;value_FlickOn;value_HighClaim;value_GkChallenge;value_Stooping;value_FastBreak;value_Defensive1V1;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728456523;40;1;1;4;35;4gymgvqmve0m2vh89v84tt3x0;0;45,6;86,3;2024-09-29T21:10:06.809Z;2024-10-03T07:33:57Z;[{'id': 5255522403, 'qualifierId': 212, 'value': '17.0'}, {'id': 5255522401, 'qualifierId': 141, 'value': '83.3'}, {'id': 5255522399, 'qualifierId': 140, 'value': '61.7'}, {'id': 5255522397, 'qualifierId': 56, 'value': 'Left'}, {'id': 5255522395, 'qualifierId': 3}, {'id': 5255522405, 'qualifierId': 213, 'value': '6.16'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;17,0;;;83,3;61,7;6,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;61,7;83,3;;;;;;;;0;4;35;Carolina Core;275;DC;1,0
2728456613;47;1;1;4;37;2nnef9tr9g7m2s6n873qif95g;1;40,9;24,9;2024-09-29T21:10:08.580Z;2024-09-29T21:10:15Z;[{'id': 5255522887, 'qualifierId': 141, 'value': '50.4'}, {'id': 5255522885, 'qualifierId': 140, 'value': '34.1'}, {'id': 5255522883, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255522881, 'qualifierId': 3}, {'id': 5255522889, 'qualifierId': 212, 'value': '18.8'}, {'id': 5255522891, 'qualifierId': 213, 'value': '1.96'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;18,8;;;50,4;34,1;1,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;34,1;50,4;;;;;;;;0;4;37;Huntsville City;277;AMC;1,0
2728456659;48;1;1;4;43;2nnef9tr9g7m2s6n873qif95g;1;33,5;35,7;2024-09-29T21:10:15.236Z;2024-09-29T21:10:18Z;[{'id': 5255523069, 'qualifierId': 213, 'value': '2.73'}, {'id': 5255523061, 'qualifierId': 141, 'value': '49.9'}, {'id': 5255523057, 'qualifierId': 140, 'value': '12.7'}, {'id': 5255523055, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255523065, 'qualifierId': 212, 'value': '23.9'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;23,9;;;49,9;12,7;2,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;12,7;49,9;;;;;;;;0;4;43;Huntsville City;283;DMC;1,0
2728456677;49;1;1;4;46;2nnef9tr9g7m2s6n873qif95g;1;13,1;51,0;2024-09-29T21:10:18.116Z;2024-09-29T21:10:19Z;[{'id': 5255523149, 'qualifierId': 140, 'value': '24.1'}, {'id': 5255523151, 'qualifierId': 141, 'value': '76.6'}, {'id': 5255523153, 'qualifierId': 212, 'value': '20.9'}, {'id': 5255523155, 'qualifierId': 213, 'value': '0.98'}, {'id': 5255523147, 'qualifierId': 56, 'value': 'Back'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;20,9;;;76,6;24,1;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;24,1;76,6;;;;;;;;0;4;46;Huntsville City;286;GK;1,0
2728456703;50;1;1;4;48;2nnef9tr9g7m2s6n873qif95g;1;23,9;76,7;2024-09-29T21:10:19.604Z;2024-09-29T21:10:21Z;[{'id': 5255523305, 'qualifierId': 141, 'value': '92.3'}, {'id': 5255523307, 'qualifierId': 212, 'value': '11.8'}, {'id': 5255523301, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255523303, 'qualifierId': 140, 'value': '28.9'}, {'id': 5255523309, 'qualifierId': 213, 'value': '1.11'}];1y1nw8t5bj1r6dqie0v1i189g;Juan Pablo Rodríguez;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;11,8;;;92,3;28,9;1,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;28,9;92,3;;;;;;;;0;4;48;Huntsville City;288;DC;1,0
2728456735;51;1;1;4;49;2nnef9tr9g7m2s6n873qif95g;1;28,9;92,4;2024-09-29T21:10:21.508Z;2024-09-29T21:10:24Z;[{'id': 5255523501, 'qualifierId': 212, 'value': '14.6'}, {'id': 5255523497, 'qualifierId': 140, 'value': '19.6'}, {'id': 5255523495, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255523503, 'qualifierId': 213, 'value': '3.98'}, {'id': 5255523499, 'qualifierId': 141, 'value': '76.4'}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;14,6;;;76,4;19,6;3,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;19,6;76,4;;;;;;;;0;4;49;Huntsville City;289;DML;1,0
2728456761;52;1;1;4;52;2nnef9tr9g7m2s6n873qif95g;1;19,6;76,4;2024-09-29T21:10:24.564Z;2024-09-29T21:10:27Z;[{'id': 5255523651, 'qualifierId': 213, 'value': '4.45'}, {'id': 5255523643, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255523645, 'qualifierId': 140, 'value': '14.9'}, {'id': 5255523647, 'qualifierId': 141, 'value': '49.1'}, {'id': 5255523649, 'qualifierId': 212, 'value': '19.2'}];1y1nw8t5bj1r6dqie0v1i189g;Juan Pablo Rodríguez;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;19,2;;;49,1;14,9;4,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;14,9;49,1;;;;;;;;0;4;52;Huntsville City;292;DC;1,0
2728456795;53;1;1;4;55;2nnef9tr9g7m2s6n873qif95g;1;14,9;49,1;2024-09-29T21:10:27.380Z;2024-09-29T21:10:29Z;[{'id': 5255523813, 'qualifierId': 213, 'value': '5.27'}, {'id': 5255523811, 'qualifierId': 212, 'value': '23.7'}, {'id': 5255523809, 'qualifierId': 141, 'value': '19.5'}, {'id': 5255523805, 'qualifierId': 140, 'value': '26.8'}, {'id': 5255523801, 'qualifierId': 56, 'value': 'Back'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;23,7;;;19,5;26,8;5,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;26,8;19,5;;;;;;;;0;4;55;Huntsville City;295;DC;1,0
2728456855;54;1;1;4;58;2nnef9tr9g7m2s6n873qif95g;1;27,4;20,6;2024-09-29T21:10:29.652Z;2024-09-29T21:10:36Z;[{'id': 5255524139, 'qualifierId': 141, 'value': '9.4'}, {'id': 5255524135, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255524141, 'qualifierId': 212, 'value': '28.6'}, {'id': 5255524137, 'qualifierId': 140, 'value': '53.7'}, {'id': 5255524143, 'qualifierId': 213, 'value': '6.01'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;28,6;;;9,4;53,7;6,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;53,7;9,4;;;;;;;;0;4;58;Huntsville City;298;DC;1,0
2728456867;55;1;1;5;4;2nnef9tr9g7m2s6n873qif95g;0;64,0;22,1;2024-09-29T21:10:36.196Z;2024-09-29T21:10:37Z;[{'id': 5255524185, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255524187, 'qualifierId': 140, 'value': '79.6'}, {'id': 5255524191, 'qualifierId': 212, 'value': '31.6'}, {'id': 5255524189, 'qualifierId': 141, 'value': '61.8'}, {'id': 5255524193, 'qualifierId': 213, 'value': '1.03'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;31,6;;;61,8;79,6;1,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;79,6;61,8;;;;;;;;0;5;4;Huntsville City;304;DMR;1,0
2728456893;41;49;1;5;6;4gymgvqmve0m2vh89v84tt3x0;1;18,4;46,1;2024-09-29T21:10:38.521Z;2024-09-29T21:10:38Z;[];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;h4q1i5yeer7xvambfw7l39xw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;5;6;Carolina Core;306;DR;1,0
2728456929;42;1;1;5;8;4gymgvqmve0m2vh89v84tt3x0;1;20,9;44,2;2024-09-29T21:10:39.625Z;2024-09-29T21:10:42Z;[{'id': 5255524459, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255524469, 'qualifierId': 212, 'value': '11.9'}, {'id': 5255524475, 'qualifierId': 213, 'value': '6.24'}, {'id': 5255524467, 'qualifierId': 141, 'value': '43.4'}, {'id': 5255524465, 'qualifierId': 140, 'value': '32.2'}];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;11,9;;;43,4;32,2;6,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;32,2;43,4;;;;;;;;0;5;8;Carolina Core;308;DR;1,0
2728456957;43;1;1;5;10;4gymgvqmve0m2vh89v84tt3x0;1;34,0;44,3;2024-09-29T21:10:41.993Z;2024-09-29T21:10:44Z;[{'id': 5255524607, 'qualifierId': 213, 'value': '1.85'}, {'id': 5255524605, 'qualifierId': 212, 'value': '17.1'}, {'id': 5255524603, 'qualifierId': 141, 'value': '68.5'}, {'id': 5255524599, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255524601, 'qualifierId': 140, 'value': '29.5'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;17,1;;;68,5;29,5;1,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;29,5;68,5;;;;;;;;0;5;10;Carolina Core;310;AMC;1,0
2728457005;44;1;1;5;12;4gymgvqmve0m2vh89v84tt3x0;1;29,7;69,6;2024-09-29T21:10:44.297Z;2024-09-29T21:10:47Z;[{'id': 5255524853, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255524857, 'qualifierId': 141, 'value': '95.7'}, {'id': 5255524855, 'qualifierId': 140, 'value': '33.9'}, {'id': 5255524861, 'qualifierId': 213, 'value': '1.33'}, {'id': 5255524859, 'qualifierId': 212, 'value': '18.3'}];1pic8r417eldupxmh7nobfkve;D. Yearwood;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;18,3;;;95,7;33,9;1,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;33,9;95,7;;;;;;;;0;5;12;Carolina Core;312;MC;1,0
2728457039;45;1;1;5;16;4gymgvqmve0m2vh89v84tt3x0;1;33,9;95,6;2024-09-29T21:10:47.833Z;2024-09-29T21:10:52Z;[{'id': 5255525069, 'qualifierId': 212, 'value': '12.2'}, {'id': 5255525067, 'qualifierId': 141, 'value': '77.8'}, {'id': 5255525065, 'qualifierId': 140, 'value': '35.6'}, {'id': 5255525071, 'qualifierId': 213, 'value': '4.86'}, {'id': 5255525063, 'qualifierId': 56, 'value': 'Back'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;12,2;;;77,8;35,6;4,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;35,6;77,8;;;;;;;;0;5;16;Carolina Core;316;DC;1,0
2728457075;46;1;1;5;20;4gymgvqmve0m2vh89v84tt3x0;1;36,0;77,3;2024-09-29T21:10:52.104Z;2024-09-29T21:10:55Z;[{'id': 5255525269, 'qualifierId': 141, 'value': '94.8'}, {'id': 5255525273, 'qualifierId': 213, 'value': '1.49'}, {'id': 5255525271, 'qualifierId': 212, 'value': '11.9'}, {'id': 5255525265, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255525267, 'qualifierId': 140, 'value': '36.9'}];1pic8r417eldupxmh7nobfkve;D. Yearwood;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;11,9;;;94,8;36,9;1,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;36,9;94,8;;;;;;;;0;5;20;Carolina Core;320;MC;1,0
2728457085;47;1;1;5;24;4gymgvqmve0m2vh89v84tt3x0;1;36,4;94,7;2024-09-29T21:10:55.673Z;2024-09-29T21:10:57Z;[{'id': 5255525333, 'qualifierId': 141, 'value': '84.2'}, {'id': 5255525331, 'qualifierId': 140, 'value': '48.0'}, {'id': 5255525337, 'qualifierId': 213, 'value': '5.75'}, {'id': 5255525335, 'qualifierId': 212, 'value': '14.1'}, {'id': 5255525329, 'qualifierId': 56, 'value': 'Back'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;14,1;;;84,2;48,0;5,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;48,0;84,2;;;;;;;;0;5;24;Carolina Core;324;DC;1,0
2728457099;48;1;1;5;25;4gymgvqmve0m2vh89v84tt3x0;1;48,0;84,2;2024-09-29T21:10:57.096Z;2024-09-29T21:10:59Z;[{'id': 5255525415, 'qualifierId': 156}, {'id': 5255525409, 'qualifierId': 212, 'value': '13.9'}, {'id': 5255525411, 'qualifierId': 213, 'value': '2.57'}, {'id': 5255525405, 'qualifierId': 140, 'value': '36.9'}, {'id': 5255525407, 'qualifierId': 141, 'value': '95.3'}, {'id': 5255525403, 'qualifierId': 56, 'value': 'Back'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;13,9;;;95,3;36,9;2,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;36,9;95,3;;;;;;;;0;5;25;Carolina Core;325;AMC;1,0
2728457127;49;1;1;5;28;4gymgvqmve0m2vh89v84tt3x0;1;36,9;94,5;2024-09-29T21:10:59.993Z;2024-09-29T21:11:03Z;[{'id': 5255525603, 'qualifierId': 213, 'value': '4.01'}, {'id': 5255525599, 'qualifierId': 141, 'value': '72.6'}, {'id': 5255525601, 'qualifierId': 212, 'value': '19.6'}, {'id': 5255525595, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255525597, 'qualifierId': 140, 'value': '24.8'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;19,6;;;72,6;24,8;4,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;24,8;72,6;;;;;;;;0;5;28;Carolina Core;328;DC;1,0
2728457165;50;1;1;5;31;4gymgvqmve0m2vh89v84tt3x0;1;24,5;68,8;2024-09-29T21:11:03.336Z;2024-09-29T21:11:07Z;[{'id': 5255525787, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255525795, 'qualifierId': 213, 'value': '4.74'}, {'id': 5255525793, 'qualifierId': 212, 'value': '16.9'}, {'id': 5255525791, 'qualifierId': 141, 'value': '43.9'}, {'id': 5255525789, 'qualifierId': 140, 'value': '25.0'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;16,9;;;43,9;25,0;4,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;25,0;43,9;;;;;;;;0;5;31;Carolina Core;331;DC;1,0
2728457197;51;1;1;5;35;4gymgvqmve0m2vh89v84tt3x0;1;25,0;44,0;2024-09-29T21:11:06.937Z;2024-09-29T21:11:09Z;[{'id': 5255525963, 'qualifierId': 141, 'value': '72.9'}, {'id': 5255525961, 'qualifierId': 140, 'value': '23.1'}, {'id': 5255525967, 'qualifierId': 213, 'value': '1.67'}, {'id': 5255525965, 'qualifierId': 212, 'value': '19.8'}, {'id': 5255525957, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;19,8;;;72,9;23,1;1,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;23,1;72,9;;;;;;;;0;5;35;Carolina Core;335;DL;1,0
2728457273;52;1;1;5;41;4gymgvqmve0m2vh89v84tt3x0;1;28,7;73,8;2024-09-29T21:11:12.768Z;2024-09-29T21:58:22Z;[{'id': 5255526369, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255526373, 'qualifierId': 141, 'value': '95.6'}, {'id': 5255526371, 'qualifierId': 140, 'value': '34.6'}, {'id': 5255526377, 'qualifierId': 213, 'value': '1.17'}, {'id': 5255526375, 'qualifierId': 212, 'value': '16.1'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;16,1;;;95,6;34,6;1,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;34,6;95,6;;;;;;;;0;5;41;Carolina Core;341;DC;1,0
2728457301;53;1;1;5;41;4gymgvqmve0m2vh89v84tt3x0;1;34,9;89,3;2024-09-29T21:11:13.064Z;2024-09-29T21:58:29Z;[{'id': 5255526507, 'qualifierId': 213, 'value': '4.80'}, {'id': 5255526503, 'qualifierId': 212, 'value': '10.3'}, {'id': 5255526501, 'qualifierId': 141, 'value': '74.2'}, {'id': 5255526497, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255526499, 'qualifierId': 140, 'value': '35.8'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;10,3;;;74,2;35,8;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;35,8;74,2;;;;;;;;0;5;41;Carolina Core;341;DC;1,0
2728490265;358;1;1;5;42;4gymgvqmve0m2vh89v84tt3x0;1;38,0;72,0;2024-09-29T21:11:13.571Z;2024-10-03T07:39:59Z;[{'id': 5255712365, 'qualifierId': 213, 'value': '0.64'}, {'id': 5255712359, 'qualifierId': 140, 'value': '42.3'}, {'id': 5255712361, 'qualifierId': 141, 'value': '76.9'}, {'id': 5255712363, 'qualifierId': 212, 'value': '5.6'}, {'id': 5255712357, 'qualifierId': 56, 'value': 'Back'}];1pic8r417eldupxmh7nobfkve;D. Yearwood;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;5,6;;;76,9;42,3;0,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;42,3;76,9;;;;;;;;0;5;42;Carolina Core;342;MC;1,0
