id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_Resume;value_Involved;value_Captain;value_PlayerPosition;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_Length;value_Zone;value_KickOff;value_PassEndY;value_PassEndX;value_Angle;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_TakeOnOvertake;value_OutSwinger;value_RightFooted;value_Cross;value_BlockedPass;value_BlockedCross;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_MediumGkIntervention;value_KeeperThrow;value_LowGkIntervention;value_IntentionalAssist;value_Assist;value_Right;value_RelatedEventId;value_MisHit;value_FirstTouch;value_GoalmouthZ;value_SmallBoxRight;value_Assisted;value_RegularPlay;value_GkY;value_GoalmouthY;value_GkX;value_NextEventGoalKick;value_NotVisible;value_Low;value_GoalKick;value_IntendedTackleTarget;value_TouchTypeControl;value_DeletedEventType;value_HeadPass;value_LayOff;value_SwitchOfPlay;value_TouchTypePass;value_Foul;value_AttemptedTackle;value_Direct;value_FreeKickTaken;value_Shove/Push;value_OutOfBoxCentre;value_NotAssisted;value_FreeKick;value_CloseHigh;value_ShirtPull/Holding;value_Head;value_Volley;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_BoxCentre;value_GoalShotGameClock;value_LowLeft;value_SetPiece;value_Tap;value_TouchTypeClearance;value_TakeOnSpace;value_LeftFooted;value_High;value_BigChance;value_Overrun;value_BlockedY;value_HighCentre;value_IndividualPlay;value_BlockedX;value_Reaching;value_Fingertip;value_HighGkIntervention;value_Hands;value_HitBar;value_LowRight;value_SmallBoxLeft;value_Sliding;value_ParriedSafe;value_VideoCoverageLost;value_YellowCard;value_RecklessOffence;value_PlayersCaughtOffside;value_Indirect;value_Left;value_CornerTaken;value_InSwinger;value_SmallBoxCentre;value_FromCorner;value_Blocked;value_DefBlock;value_LowCentre;value_InjuredPlayerId;value_Injury;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_CaptainChange;value_Minutes;value_OutOfPlay;value_Collected;value_Standing;value_EndType;value_Tactical;value_Weak;value_BoxLeft;value_TacticalFoul;value_BoxRight;value_PenaltyTakerId;value_Handball;value_Penalty;value_Dissent;value_Scored;value_Diving;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_CausingPlayer;value_FlickOn;value_HighClaim;value_GkChallenge;value_Stooping;value_FastBreak;value_Defensive1V1;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728503579;409;5;2;49;25;2nnef9tr9g7m2s6n873qif95g;1;-1,6;39,8;2024-09-29T22:16:30.781Z;2024-09-29T23:17:55Z;[{'id': 5255956167, 'qualifierId': 233, 'value': '403'}, {'id': 5255784297, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255784299, 'qualifierId': 346}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;h4q1i5yeer7xvambfw7l39xw;Out;;;;;;;;;;;;;;;;;;;403,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;49;25;Huntsville City;2965;AMC;1,0
2728503871;410;1;2;49;49;2nnef9tr9g7m2s6n873qif95g;0;4,3;47,9;2024-09-29T22:16:54.893Z;2024-09-29T23:28:40Z;[{'id': 5256032327, 'qualifierId': 1}, {'id': 5255956485, 'qualifierId': 124}, {'id': 5256032525, 'qualifierId': 189}, {'id': 5255956487, 'qualifierId': 237}, {'id': 5255785807, 'qualifierId': 213, 'value': '5.26'}, {'id': 5255785805, 'qualifierId': 212, 'value': '34.0'}, {'id': 5255785799, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255785803, 'qualifierId': 141, 'value': '5.2'}, {'id': 5255785801, 'qualifierId': 140, 'value': '21.2'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;34,0;;;5,2;21,2;5,26;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;21,2;5,2;;;;;;;;0;49;49;Huntsville City;2989;GK;1,0
2728503907;404;61;2;49;50;4gymgvqmve0m2vh89v84tt3x0;1;84,7;89,9;2024-09-29T22:16:56.313Z;2024-09-29T22:17:36Z;[{'id': 5255786119, 'qualifierId': 189}, {'id': 5255786035, 'qualifierId': 56, 'value': 'Back'}];c08hvq1hplcct8kxrxucfpqp6;W. Pacius;;h4q1i5yeer7xvambfw7l39xw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;49;50;Carolina Core;2990;AML;1,0
2728503951;405;5;2;49;51;4gymgvqmve0m2vh89v84tt3x0;0;76,8;101,5;2024-09-29T22:16:56.749Z;2024-09-29T23:17:56Z;[{'id': 5255786257, 'qualifierId': 347}, {'id': 5255999901, 'qualifierId': 233, 'value': '411'}, {'id': 5255786255, 'qualifierId': 56, 'value': 'Left'}];c08hvq1hplcct8kxrxucfpqp6;W. Pacius;;h4q1i5yeer7xvambfw7l39xw;Out;;;;;;;;;;;;;;;;;;;411,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;49;51;Carolina Core;2991;AML;1,0
2728503891;411;5;2;49;51;2nnef9tr9g7m2s6n873qif95g;1;23,2;-1,5;2024-09-29T22:16:56.749Z;2024-09-29T23:17:55Z;[{'id': 5255785935, 'qualifierId': 347}, {'id': 5255999893, 'qualifierId': 233, 'value': '405'}, {'id': 5255785933, 'qualifierId': 56, 'value': 'Back'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;h4q1i5yeer7xvambfw7l39xw;Out;;;;;;;;;;;;;;;;;;;405,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;49;51;Huntsville City;2991;DC;1,0
2728504039;412;1;2;50;4;2nnef9tr9g7m2s6n873qif95g;1;33,0;0,0;2024-09-29T22:17:09.788Z;2024-09-29T22:22:57Z;[{'id': 5255786785, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255786787, 'qualifierId': 140, 'value': '32.9'}, {'id': 5255786791, 'qualifierId': 212, 'value': '13.1'}, {'id': 5255786789, 'qualifierId': 141, 'value': '18.2'}, {'id': 5255786783, 'qualifierId': 107}, {'id': 5255786793, 'qualifierId': 213, 'value': '1.58'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;13,1;;;18,2;32,9;1,58;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;32,9;18,2;;;;;;;;0;50;4;Huntsville City;3004;DMR;1,0
2728504053;413;1;2;50;6;2nnef9tr9g7m2s6n873qif95g;1;33,0;20,4;2024-09-29T22:17:12.380Z;2024-09-29T22:22:57Z;[{'id': 5255786837, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255786843, 'qualifierId': 212, 'value': '33.7'}, {'id': 5255786841, 'qualifierId': 141, 'value': '60.2'}, {'id': 5255786993, 'qualifierId': 1}, {'id': 5255786845, 'qualifierId': 213, 'value': '2.21'}, {'id': 5255786839, 'qualifierId': 140, 'value': '13.8'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;33,7;;;60,2;13,8;2,21;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;13,8;60,2;;;;;;;;0;50;6;Huntsville City;3006;DMC;1,0
2728504115;414;1;2;50;9;2nnef9tr9g7m2s6n873qif95g;1;13,3;60,3;2024-09-29T22:17:15.193Z;2024-09-29T22:22:56Z;[{'id': 5255787145, 'qualifierId': 213, 'value': '0.67'}, {'id': 5255787141, 'qualifierId': 141, 'value': '87.2'}, {'id': 5255787135, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255787143, 'qualifierId': 212, 'value': '29.4'}, {'id': 5255787137, 'qualifierId': 140, 'value': '35.2'}];1y1nw8t5bj1r6dqie0v1i189g;Juan Pablo Rodríguez;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;29,4;;;87,2;35,2;0,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;35,2;87,2;;;;;;;;0;50;9;Huntsville City;3009;DC;1,0
2728504145;415;4;2;50;15;2nnef9tr9g7m2s6n873qif95g;1;31,0;96,0;2024-09-29T22:17:20.988Z;2024-09-29T23:00:21Z;[{'id': 5255787443, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255787715, 'qualifierId': 233, 'value': '406'}, {'id': 5255787441, 'qualifierId': 295}, {'id': 5255808239, 'qualifierId': 285}, {'id': 5255787445, 'qualifierId': 152}, {'id': 5255787439, 'qualifierId': 13}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;h4q1i5yeer7xvambfw7l39xw;Foul;;;;;;;;;;;;;;;;;;1,0;406,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;50;15;Huntsville City;3015;DML;1,0
2728504151;406;4;2;50;15;4gymgvqmve0m2vh89v84tt3x0;0;69,0;4,0;2024-09-29T22:17:20.989Z;2024-09-29T23:00:21Z;[{'id': 5255787379, 'qualifierId': 152}, {'id': 5255787611, 'qualifierId': 295}, {'id': 5255787377, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255944737, 'qualifierId': 286}, {'id': 5255787375, 'qualifierId': 13}, {'id': 5255787733, 'qualifierId': 233, 'value': '415'}];5mkyx29nr54rr3quwdgfpz3oq;E. O'Brien;;h4q1i5yeer7xvambfw7l39xw;Foul;;;;;;;;;;;;;;;;;;;415,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;50;15;Carolina Core;3015;MC;1,0
2728504435;416;1;2;50;40;2nnef9tr9g7m2s6n873qif95g;1;33,4;92,4;2024-09-29T22:17:45.836Z;2024-09-29T22:22:55Z;[{'id': 5255788939, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255788937, 'qualifierId': 152}, {'id': 5255788943, 'qualifierId': 141, 'value': '85.3'}, {'id': 5255788935, 'qualifierId': 5}, {'id': 5255788951, 'qualifierId': 213, 'value': '3.42'}, {'id': 5255788941, 'qualifierId': 140, 'value': '17.3'}, {'id': 5255788947, 'qualifierId': 212, 'value': '17.6'}];1y1nw8t5bj1r6dqie0v1i189g;Juan Pablo Rodríguez;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;17,6;;;85,3;17,3;3,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;17,3;85,3;;;;;;;;0;50;40;Huntsville City;3040;DC;1,0
2728504471;417;1;2;50;45;2nnef9tr9g7m2s6n873qif95g;0;24,1;87,2;2024-09-29T22:17:50.843Z;2024-09-29T22:22:55Z;[{'id': 5255789137, 'qualifierId': 212, 'value': '10.9'}, {'id': 5255789135, 'qualifierId': 141, 'value': '95.0'}, {'id': 5255789133, 'qualifierId': 140, 'value': '33.2'}, {'id': 5255789139, 'qualifierId': 213, 'value': '0.51'}, {'id': 5255789131, 'qualifierId': 56, 'value': 'Back'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;10,9;;;95,0;33,2;0,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;33,2;95,0;;;;;;;;0;50;45;Huntsville City;3045;DC;1,0
2728504485;407;8;2;50;47;4gymgvqmve0m2vh89v84tt3x0;1;64,3;3,6;2024-09-29T22:17:52.998Z;2024-10-03T11:00:15Z;[{'id': 5262286861, 'qualifierId': 385}, {'id': 5255789207, 'qualifierId': 56, 'value': 'Right'}];dz7v9xfcwdvjioeyv4z54neqy;J. Bolanos;;h4q1i5yeer7xvambfw7l39xw;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;50;47;Carolina Core;3047;Sub;1,0
2728504529;408;5;2;50;48;4gymgvqmve0m2vh89v84tt3x0;0;67,0;-1,4;2024-09-29T22:17:54.445Z;2024-09-29T23:17:56Z;[{'id': 5255789395, 'qualifierId': 56, 'value': 'Right'}, {'id': 5255789601, 'qualifierId': 233, 'value': '418'}, {'id': 5255789397, 'qualifierId': 347}];dz7v9xfcwdvjioeyv4z54neqy;J. Bolanos;;h4q1i5yeer7xvambfw7l39xw;Out;;;;;;;;;;;;;;;;;;;418,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;50;48;Carolina Core;3048;Sub;1,0
2728504509;418;5;2;50;48;2nnef9tr9g7m2s6n873qif95g;1;33,0;101,4;2024-09-29T22:17:54.445Z;2024-09-29T23:17:56Z;[{'id': 5255789311, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255789585, 'qualifierId': 233, 'value': '408'}, {'id': 5255789313, 'qualifierId': 347}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;h4q1i5yeer7xvambfw7l39xw;Out;;;;;;;;;;;;;;;;;;;408,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;50;48;Huntsville City;3048;DC;1,0
2728504589;419;1;2;50;52;2nnef9tr9g7m2s6n873qif95g;1;32,5;100,0;2024-09-29T22:17:58.540Z;2024-09-29T22:22:55Z;[{'id': 5255789669, 'qualifierId': 141, 'value': '92.4'}, {'id': 5255789665, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255789667, 'qualifierId': 140, 'value': '26.4'}, {'id': 5255789673, 'qualifierId': 213, 'value': '3.90'}, {'id': 5255789663, 'qualifierId': 107}, {'id': 5255789671, 'qualifierId': 212, 'value': '8.9'}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;8,9;;;92,4;26,4;3,9;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;26,4;92,4;;;;;;;;0;50;52;Huntsville City;3052;DML;1,0
2728504655;420;1;2;50;55;2nnef9tr9g7m2s6n873qif95g;1;26,3;92,0;2024-09-29T22:18:01.468Z;2024-09-29T22:22:55Z;[{'id': 5255790029, 'qualifierId': 1}, {'id': 5255790021, 'qualifierId': 140, 'value': '6.0'}, {'id': 5255790023, 'qualifierId': 141, 'value': '55.5'}, {'id': 5255790019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255790025, 'qualifierId': 212, 'value': '32.7'}, {'id': 5255790027, 'qualifierId': 213, 'value': '4.00'}];1y1nw8t5bj1r6dqie0v1i189g;Juan Pablo Rodríguez;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;32,7;;;55,5;6,0;4,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;6,0;55,5;;;;;;;;0;50;55;Huntsville City;3055;DC;1,0
2728504685;421;1;2;51;0;2nnef9tr9g7m2s6n873qif95g;1;6,4;54,5;2024-09-29T22:18:05.948Z;2024-09-29T22:22:54Z;[{'id': 5255790167, 'qualifierId': 213, 'value': '5.18'}, {'id': 5255790165, 'qualifierId': 212, 'value': '18.8'}, {'id': 5255790163, 'qualifierId': 141, 'value': '29.8'}, {'id': 5255790159, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255790161, 'qualifierId': 140, 'value': '14.4'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;18,8;;;29,8;14,4;5,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;14,4;29,8;;;;;;;;0;51;0;Huntsville City;3060;GK;1,0
2728504699;422;1;2;51;2;2nnef9tr9g7m2s6n873qif95g;1;14,5;28,5;2024-09-29T22:18:08.508Z;2024-09-29T22:22:54Z;[{'id': 5255790249, 'qualifierId': 140, 'value': '29.4'}, {'id': 5255790253, 'qualifierId': 212, 'value': '19.4'}, {'id': 5255790251, 'qualifierId': 141, 'value': '11.7'}, {'id': 5255790247, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255790255, 'qualifierId': 213, 'value': '5.65'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;19,4;;;11,7;29,4;5,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;29,4;11,7;;;;;;;;0;51;2;Huntsville City;3062;DC;1,0
2728504727;423;1;2;51;6;2nnef9tr9g7m2s6n873qif95g;0;27,4;12,6;2024-09-29T22:18:11.755Z;2024-09-29T22:22:54Z;[{'id': 5255790395, 'qualifierId': 141, 'value': '23.4'}, {'id': 5255790397, 'qualifierId': 212, 'value': '10.3'}, {'id': 5255790391, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255790399, 'qualifierId': 213, 'value': '0.79'}, {'id': 5255790393, 'qualifierId': 140, 'value': '34.3'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;10,3;;;23,4;34,3;0,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;34,3;23,4;;;;;;;;0;51;6;Huntsville City;3066;DMR;1,0
2728504731;409;49;2;51;7;4gymgvqmve0m2vh89v84tt3x0;1;58,3;77,9;2024-09-29T22:18:13.255Z;2024-09-29T22:18:13Z;[];63td0sigm6tp2tg8yovf5npm2;D. Gasso;;h4q1i5yeer7xvambfw7l39xw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;51;7;Carolina Core;3067;Sub;1,0
2728504751;410;1;2;51;7;4gymgvqmve0m2vh89v84tt3x0;1;58,3;77,9;2024-09-29T22:18:13.508Z;2024-09-29T22:18:15Z;[{'id': 5255790545, 'qualifierId': 213, 'value': '5.58'}, {'id': 5255790539, 'qualifierId': 140, 'value': '64.9'}, {'id': 5255790543, 'qualifierId': 212, 'value': '9.1'}, {'id': 5255790537, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255790541, 'qualifierId': 141, 'value': '69.3'}];63td0sigm6tp2tg8yovf5npm2;D. Gasso;;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;9,1;;;69,3;64,9;5,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;64,9;69,3;;;;;;;;0;51;7;Carolina Core;3067;Sub;1,0
2728504767;411;1;2;51;9;4gymgvqmve0m2vh89v84tt3x0;1;74,7;57,2;2024-09-29T22:18:15.013Z;2024-09-29T22:23:15Z;[{'id': 5255790625, 'qualifierId': 141, 'value': '43.3'}, {'id': 5255790627, 'qualifierId': 212, 'value': '9.5'}, {'id': 5255797153, 'qualifierId': 210, 'value': '15'}, {'id': 5255790621, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255790623, 'qualifierId': 140, 'value': '75.3'}, {'id': 5255790629, 'qualifierId': 213, 'value': '4.78'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;1,0;h4q1i5yeer7xvambfw7l39xw;Pass;;;;;;;;;;9,5;;;43,3;75,3;4,78;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;75,3;43,3;;;;;;;;0;51;9;Carolina Core;3069;AMC;1,0
2728504793;412;15;2;51;13;4gymgvqmve0m2vh89v84tt3x0;1;80,3;42,3;2024-09-29T22:18:18.901Z;2024-10-03T11:01:16Z;[{'id': 5255797167, 'qualifierId': 103, 'value': '19'}, {'id': 5262287523, 'qualifierId': 80}, {'id': 5255797177, 'qualifierId': 147, 'value': '43.0'}, {'id': 5255796737, 'qualifierId': 82}, {'id': 5255797159, 'qualifierId': 55, 'value': '411'}, {'id': 5255797157, 'qualifierId': 29}, {'id': 5255797181, 'qualifierId': 231, 'value': '49.8'}, {'id': 5255797179, 'qualifierId': 230, 'value': '98.9'}, {'id': 5255790745, 'qualifierId': 22}, {'id': 5255797169, 'qualifierId': 215}, {'id': 5255797175, 'qualifierId': 146, 'value': '82.5'}, {'id': 5255796733, 'qualifierId': 20}, {'id': 5255797165, 'qualifierId': 102, 'value': '48.1'}, {'id': 5255790749, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255809299, 'qualifierId': 18}, {'id': 5255797187, 'qualifierId': 233, 'value': '424'}];5mkyx29nr54rr3quwdgfpz3oq;E. O'Brien;;h4q1i5yeer7xvambfw7l39xw;Attempt Saved;;;;;;;;;;;;;;;;;;;424,0;;;;1,0;;;;;;;;;;;;;411,0;;;19,0;;1,0;1,0;49,8;48,1;98,9;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;43,0;;1,0;82,5;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;82,5;43,0;48,1;19;411,0;6qe888q8yqq73bxr27jbyu2hg;;0;51;13;Carolina Core;3073;MC;1,0
