id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_TeamKit;value_PlayerPosition;value_JerseyNumber;value_TeamFormation;value_Involved;value_Resume;value_DirectionOfPlay;value_KickOff;value_Length;value_PassEndX;value_PassEndY;value_Angle;value_Zone;value_Launch;value_LongBall;value_NextEventGoalKick;value_OppositeRelatedEventId;value_Low;value_GoalKick;value_Defensive;value_TakeOnOvertake;value_OutOfPlay;value_Offensive;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_HeadPass;value_Left;value_CornerTaken;value_OutSwinger;value_LeftFooted;value_Cross;value_OverhitCross;value_BlockedPass;value_TakeOnSpace;value_IntendedTackleTarget;value_TouchTypeControl;value_DeletedEventType;value_Right;value_LayOff;value_InSwinger;value_BlockedCross;value_Foul;value_AttemptedTackle;value_Direct;value_FreeKickTaken;value_FlickOn;value_TouchTypePass;value_RightFooted;value_Head;value_SwitchOfPlay;value_Defensive1V1;value_MediumGkIntervention;value_KeeperThrow;value_Assist;value_GkX;value_GoalmouthY;value_RegularPlay;value_GkY;value_RelatedEventId;value_GoalmouthZ;value_IndividualPlay;value_Assisted;value_OutOfBoxCentre;value_ShirtPull/Holding;value_Straight;value_FloatedCross;value_IntentionalAssist;value_PullBack;value_GkXTimeOfGoal;value_FirstTouch;value_BoxCentre;value_LowCentre;value_GoalShotGameClock;value_BigChance;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_Unchallenged;value_LowGkIntervention;value_Shove/Push;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_ThroughBall;value_CloseRight;value_BoxLeft;value_SwerveRight;value_HitBar;value_HighCentre;value_HitWoodwork;value_BoxRight;value_Overrun;value_YellowCard;value_Dissent;value_RecklessOffence;value_BlockedX;value_FreeKick;value_BlockedY;value_Blocked;value_NotAssisted;value_ByWall;value_DefBlock;value_High;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LowLeft;value_Diving;value_HighGkIntervention;value_Hands;value_ParriedSafe;value_SwerveMoving;value_HighRight;value_Deflection;value_SavedOffLine;value_SixYardBlocked;value_OwnPlayer;value_BoxDeepRight;value_OwnShotBlocked;value_FantasyAssistType;value_FantasyAssistTeam;value_FantasyAssistId;value_SmallBoxCentre;value_FantasyAssistedBy;value_LowRight;value_1On1;value_ParriedDanger;value_Sliding;value_FromCorner;value_CloseLeft;value_FastBreak;value_SwerveLeft;value_Standing;value_Collected;value_OverArm;value_LastLine;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2694211833;1;34;16;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-06-02T20:10:59.806Z;2024-06-02T21:38:00Z;[{'id': 5067363241, 'qualifierId': 194, 'value': 'd0riqrsz7ojwb9m94rbvx7r6y'}, {'id': 5067174997, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}, {'id': 5067308811, 'qualifierId': 197, 'value': '23347'}, {'id': 5067174991, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5'}, {'id': 5067174993, 'qualifierId': 59, 'value': '20, 25, 3, 8, 5, 33, 18, 30, 9, 32, 10, 1, 7, 17, 35, 36, 37'}, {'id': 5067174995, 'qualifierId': 130, 'value': '4'}, {'id': 5067174989, 'qualifierId': 30, 'value': 'dcypf9mqtlcn5wetj1z7g3mui, 9yldym4386a2icfk6qb6i90r8, 9nlw8tihbzfnvkt5uproa79jo, 7nxqbiq6fics5w3qnwhz249as, d0riqrsz7ojwb9m94rbvx7r6y, 3dtt0czm41hnuw8mvyn14ys4, ov91zkisppven9tp72gfbjf8, 7m5wyvhq876dyap45egqs2tjo, 4521gkm1oemvrfsgksz7b6zxm, elvrjpt1jlko4henaqvfid7o4, 641bsr9un81t6sds51fhvijh0, 81a5mbcfvbxke0w3cbq65ld2i, 53ufl7f1lbwnr7klx9ofxufbo, 35ds2xu43z6jccyhlr8jsomzu, 5rusq0uqak1y920vdwpg2f190, 6y4dhco5w4ontgfdtl1oj06xg, 9ocej8xqtn8yf1cg5vp9trbx0'}, {'id': 5067174999, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;d865gvgen16o5jural2vkxno4;Team set up;;;23347,0;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2694214463;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-06-02T20:16:12.605Z;2024-06-02T21:17:55Z;[{'id': 5067189677, 'qualifierId': 130, 'value': '2'}, {'id': 5067189681, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5067330405, 'qualifierId': 194, 'value': 'ahl3kfbfeubf6zfl7x8qrlm38'}, {'id': 5067189671, 'qualifierId': 30, 'value': '2ig362xub2syd45v3usgymbkk, 48vc423tkz4mx7oql1ahqneac, asy97zdxk0352toy38huzk222, 6adi81qxodibea6d0hxa3qxas, ahl3kfbfeubf6zfl7x8qrlm38, 5gg2mxmy9ff40oku3s09gavl6, aqqbh1ugeh2f8jjiq8fu2qwru, bxnegxnynd1glae8g0vfigfvu, 17x0wwjg47boyx7jua6vqf0gk, tw82u87mw6kggtjblt1hhdzo, 42w1fj2n8ubc7of8feg5z5p90, 6d45ccicyo6dregi9cm4ad4kq, dzo2odov052991qseshgfruju, 8pl795qg2d886vtq8trzsucfe, 7ditqci7td8u4wj4dmirr3qzu, es77zuezg8qvczh819uj6c844, 8zi8ztqodyei25r17enlqfhuc, btwb71g6uu6ibxpx8ppwn9tsk, mm0bv35ngf0sqh2yx2eza4x6, 929ogu77f1e7edncwll3wv4t0'}, {'id': 5067189673, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5067309789, 'qualifierId': 197, 'value': '8379'}, {'id': 5067189675, 'qualifierId': 59, 'value': '57, 51, 33, 38, 42, 32, 27, 92, 12, 39, 17, 23, 41, 44, 45, 47, 49, 52, 70, 88'}, {'id': 5067189679, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;d865gvgen16o5jural2vkxno4;Team set up;;;8379,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;0;0;Austin II;0;;
2694235277;2;32;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-06-02T21:04:17.261Z;2024-06-02T21:04:17Z;[{'id': 5067310835, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;d865gvgen16o5jural2vkxno4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2694235281;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-06-02T21:04:17.261Z;2024-06-07T10:13:23Z;[{'id': 5067310845, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;d865gvgen16o5jural2vkxno4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;0;0;Austin II;0;;
2694235295;3;1;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;50,0;50,0;2024-06-02T21:04:17.262Z;2024-06-02T21:04:24Z;[{'id': 5067310903, 'qualifierId': 279, 'value': 'S'}, {'id': 5067310899, 'qualifierId': 212, 'value': '23.5'}, {'id': 5067310895, 'qualifierId': 140, 'value': '28.1'}, {'id': 5067310897, 'qualifierId': 141, 'value': '42.8'}, {'id': 5067310901, 'qualifierId': 213, 'value': '3.35'}, {'id': 5067310893, 'qualifierId': 56, 'value': 'Back'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;d865gvgen16o5jural2vkxno4;Pass;;;;;;;;;;;23,5;28,1;42,8;3,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;28,1;42,8;;;;;;;0;0;0;0;Austin II;0;MC;1,0
2694235343;4;1;1;0;6;cbip96wzs3jc2xadoluhhxotl;0;26,4;37,1;2024-06-02T21:04:24.123Z;2024-06-02T21:04:28Z;[{'id': 5067311077, 'qualifierId': 56, 'value': 'Right'}, {'id': 5067311081, 'qualifierId': 141, 'value': '1.6'}, {'id': 5067311075, 'qualifierId': 157}, {'id': 5067311087, 'qualifierId': 1}, {'id': 5067311079, 'qualifierId': 140, 'value': '100.0'}, {'id': 5067311083, 'qualifierId': 212, 'value': '82.1'}, {'id': 5067311085, 'qualifierId': 213, 'value': '5.98'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;d865gvgen16o5jural2vkxno4;Pass;;;;;;;;;;;82,1;100,0;1,6;5,98;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;100,0;1,6;;;;;;;0;0;0;6;Austin II;6;DL;1,0
2694235351;3;5;1;0;10;d0c07im4a6oj8qa7f1zlt3pqs;1;-1,3;97,2;2024-06-02T21:04:28.191Z;2024-06-02T21:16:54Z;[{'id': 5067311117, 'qualifierId': 346}, {'id': 5067311143, 'qualifierId': 233, 'value': '5'}, {'id': 5067311115, 'qualifierId': 56, 'value': 'Back'}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;d865gvgen16o5jural2vkxno4;Out;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;0;10;Real Monarchs;10;FW;1,0
2694235345;5;5;1;0;10;cbip96wzs3jc2xadoluhhxotl;0;101,3;2,8;2024-06-02T21:04:28.191Z;2024-06-02T21:04:30Z;[{'id': 5067311103, 'qualifierId': 346}, {'id': 5067311161, 'qualifierId': 233, 'value': '3'}, {'id': 5067311101, 'qualifierId': 56, 'value': 'Right'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;d865gvgen16o5jural2vkxno4;Out;;;;;;;;;;;;;;;;;;1,0;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;0;10;Austin II;10;DL;1,0
2694235433;4;1;1;0;29;d0c07im4a6oj8qa7f1zlt3pqs;1;5,0;48,8;2024-06-02T21:04:47.204Z;2024-06-02T21:04:52Z;[{'id': 5067311507, 'qualifierId': 213, 'value': '4.84'}, {'id': 5067311499, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067311501, 'qualifierId': 140, 'value': '7.0'}, {'id': 5067311503, 'qualifierId': 141, 'value': '24.6'}, {'id': 5067311511, 'qualifierId': 237}, {'id': 5067311505, 'qualifierId': 212, 'value': '16.6'}, {'id': 5067311497, 'qualifierId': 124}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;d865gvgen16o5jural2vkxno4;Pass;;;;;;;;;;;16,6;7,0;24,6;4,84;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;7,0;24,6;;;;;;;0;0;0;29;Real Monarchs;29;GK;1,0
2694235449;5;1;1;0;34;d0c07im4a6oj8qa7f1zlt3pqs;1;12,6;25,2;2024-06-02T21:04:52.133Z;2024-06-02T21:04:55Z;[{'id': 5067311579, 'qualifierId': 141, 'value': '76.3'}, {'id': 5067311583, 'qualifierId': 213, 'value': '1.66'}, {'id': 5067311585, 'qualifierId': 1}, {'id': 5067311577, 'qualifierId': 140, 'value': '9.8'}, {'id': 5067311575, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067311581, 'qualifierId': 212, 'value': '34.9'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;d865gvgen16o5jural2vkxno4;Pass;;;;;;;;;;;34,9;9,8;76,3;1,66;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;9,8;76,3;;;;;;;0;0;0;34;Real Monarchs;34;DL;1,0
