matchId;id;coverageLevel;date;time;localDate;localTime;week;numberOfPeriods;periodLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
c7tan4801ouwi6fcp7d7k8mxg;c7tan4801ouwi6fcp7d7k8mxg;13;2024-04-14Z;23:30:00Z;2024-04-14;19:30:00;5;2;45;2025-05-31T17:10:03Z;New York City II vs New England II;azyt1t7kg4bx4vu80k7w8drtg;2024-03-16Z;2024-11-10Z;2024;6ddsx316t3j0z6nolrky9k4r8;New York City II;NYCFC II;New York City FC II;NYC;home;csntc7hucmo21gknxc5y0kc4q;New England II;New England II;New England Revolution II;NE;away;5qmjkpvi92vrzdcb2knassjkk;MLS Next Pro;MLS Next Pro;MNP;Domestic league;Belson Stadium;97;Played
