teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;Atlanta Utd II;Atlanta United 2;ATL;home;USA;dpl3yx7fuz4gdpt8fbo8jkes;0;0
c7c4wwva2u1vb3rr7rwava044;Inter Miami II;Inter Miami II;Inter Miami CF II;MIA;away;USA;dpl3yx7fuz4gdpt8fbo8jkes;1;1
