id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Involved;value_TeamFormation;value_JerseyNumber;value_Captain;value_PlayerPosition;value_TeamPlayerFormation;value_TeamKit;value_DirectionOfPlay;value_Length;value_Angle;value_PassEndX;value_PassEndY;value_KickOff;value_Zone;value_Chipped;value_LongBall;value_OppositeRelatedEventId;value_Foul;value_Direct;value_Defensive;value_AttemptedTackle;value_Offensive;value_FreeKickTaken;value_Shove/Push;value_HeadPass;value_Assist;value_RightFooted;value_IndividualPlay;value_BlockedX;value_BlockedY;value_Assisted;value_RelatedEventId;value_LowRight;value_OutOfBoxCentre;value_RegularPlay;value_GoalmouthY;value_GoalmouthZ;value_Collected;value_Standing;value_Hands;value_KeeperThrow;value_OverArm;value_Cross;value_IntentionalAssist;value_CloseHigh;value_BigChance;value_FirstTouch;value_GkY;value_SmallBoxRight;value_GkX;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedPass;value_DeletedEventType;value_SwitchOfPlay;value_NextEventThrowIn;value_ThrowIn;value_HighLeft;value_Head;value_SetPiece;value_BoxCentre;value_NotAssisted;value_CloseLeftAndHigh;value_FreeKick;value_Argument;value_YellowCard;value_ShirtPull/Holding;value_Launch;value_BoxLeft;value_ParriedDanger;value_Diving;value_Overrun;value_OutOfPlay;value_LayOff;value_LowCentre;value_LeftFooted;value_Blocked;value_DefBlock;value_Right;value_Left;value_CornerTaken;value_OutSwinger;value_IntendedTackleTarget;value_TacticalFoul;value_ThroughBall;value_CloseRight;value_BoxRight;value_FastBreak;value_NotVisible;value_HighCentre;value_35Centre;value_Minutes;value_EndType;value_High;value_PersistentInfringement;value_LowLeft;value_ParriedSafe;value_InSwinger;value_GoalShotTimestamp;value_HitWoodwork;value_GoalShotGameClock;value_HitRightPost;value_NotPastGoalLine;value_OutOfBoxDeepLeft;value_RecklessOffence;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_OverhitCross;value_GkKickFromHands;value_PlayersCaughtOffside;value_Indirect;value_FromCorner;value_Volley;value_SmallBoxLeft;value_CloseLeft;value_FlickOn;value_Injury;value_InjuredPlayerId;value_BoxDeepRight;value_Stooping;value_Feet;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2703920819;6;1;1;0;48;479lsfr4cwlzewpbuda3y2xv4;1;28,1;59,1;2024-07-27T23:05:03.195Z;2024-07-27T23:05:05Z;[{'id': 5120764107, 'qualifierId': 141, 'value': '58.8'}, {'id': 5120764109, 'qualifierId': 212, 'value': '9.7'}, {'id': 5120764103, 'qualifierId': 56, 'value': 'Back'}, {'id': 5120764111, 'qualifierId': 213, 'value': '6.26'}, {'id': 5120764105, 'qualifierId': 140, 'value': '37.3'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;9,7;6,26;37,3;58,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;37,3;58,8;;;;;;;0;0;0;48;Chattanooga;48;DC;1,0
2703920845;7;4;1;0;50;479lsfr4cwlzewpbuda3y2xv4;1;33,2;55,1;2024-07-27T23:05:05.194Z;2024-07-27T23:05:13Z;[{'id': 5120764247, 'qualifierId': 152}, {'id': 5120764323, 'qualifierId': 285}, {'id': 5120764319, 'qualifierId': 233, 'value': '6'}, {'id': 5120764241, 'qualifierId': 13}, {'id': 5120764245, 'qualifierId': 56, 'value': 'Back'}, {'id': 5120764243, 'qualifierId': 294}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;e9hqh7ep76nq2a1rmtj021ij8;Foul;;;;;;;;;;;;;;;;;;6,0;1,0;1,0;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;50;Chattanooga;50;MC;1,0
2703920839;6;4;1;0;50;cwnjxlibb02fuh0vwgvac6h45;0;66,8;44,9;2024-07-27T23:05:05.195Z;2024-07-27T23:05:14Z;[{'id': 5120764343, 'qualifierId': 233, 'value': '7'}, {'id': 5120764297, 'qualifierId': 286}, {'id': 5120764295, 'qualifierId': 152}, {'id': 5120764289, 'qualifierId': 13}, {'id': 5120764293, 'qualifierId': 56, 'value': 'Center'}, {'id': 5120764291, 'qualifierId': 294}];5m8hxfvza21t4wfe6v0a18etw;L. García;;;e9hqh7ep76nq2a1rmtj021ij8;Foul;;;;;;;;;;;;;;;;;;7,0;1,0;1,0;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;0;50;Orlando City B;50;AMC;1,0
2703920903;8;1;1;1;10;479lsfr4cwlzewpbuda3y2xv4;1;32,4;63,9;2024-07-27T23:05:26.026Z;2024-07-27T23:05:28Z;[{'id': 5120764657, 'qualifierId': 140, 'value': '32.8'}, {'id': 5120764651, 'qualifierId': 5}, {'id': 5120764663, 'qualifierId': 213, 'value': '1.55'}, {'id': 5120764659, 'qualifierId': 141, 'value': '91.5'}, {'id': 5120764653, 'qualifierId': 152}, {'id': 5120764655, 'qualifierId': 56, 'value': 'Back'}, {'id': 5120764661, 'qualifierId': 212, 'value': '18.8'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;18,8;1,55;32,8;91,5;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;32,8;91,5;;;;;;;0;0;1;10;Chattanooga;70;DC;1,0
2703920917;9;1;1;1;13;479lsfr4cwlzewpbuda3y2xv4;1;34,0;90,8;2024-07-27T23:05:28.571Z;2024-07-27T23:05:32Z;[{'id': 5120764735, 'qualifierId': 56, 'value': 'Back'}, {'id': 5120764743, 'qualifierId': 213, 'value': '0.47'}, {'id': 5120764741, 'qualifierId': 212, 'value': '10.5'}, {'id': 5120764739, 'qualifierId': 141, 'value': '97.7'}, {'id': 5120764737, 'qualifierId': 140, 'value': '42.9'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;10,5;0,47;42,9;97,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;42,9;97,7;;;;;;;0;0;1;13;Chattanooga;73;DC;1,0
2703920919;10;1;1;1;15;479lsfr4cwlzewpbuda3y2xv4;0;42,9;97,7;2024-07-27T23:05:30.474Z;2024-07-27T23:15:43Z;[{'id': 5120764747, 'qualifierId': 56, 'value': 'Left'}, {'id': 5120764749, 'qualifierId': 140, 'value': '68.8'}, {'id': 5120764755, 'qualifierId': 213, 'value': '6.09'}, {'id': 5120764751, 'qualifierId': 141, 'value': '89.7'}, {'id': 5120764753, 'qualifierId': 212, 'value': '27.7'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;27,7;6,09;68,8;89,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;68,8;89,7;;;;;;;0;0;1;15;Chattanooga;75;AML;1,0
2703920913;7;49;1;1;16;cwnjxlibb02fuh0vwgvac6h45;1;33,7;13,6;2024-07-27T23:05:31.892Z;2024-07-27T23:05:32Z;[];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;e9hqh7ep76nq2a1rmtj021ij8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;1;16;Orlando City B;76;DL;1,0
2703920929;8;1;1;1;16;cwnjxlibb02fuh0vwgvac6h45;1;33,7;13,6;2024-07-27T23:05:32.171Z;2024-07-27T23:05:34Z;[{'id': 5120764809, 'qualifierId': 212, 'value': '31.0'}, {'id': 5120764803, 'qualifierId': 56, 'value': 'Right'}, {'id': 5120764811, 'qualifierId': 213, 'value': '0.04'}, {'id': 5120764805, 'qualifierId': 140, 'value': '63.2'}, {'id': 5120764807, 'qualifierId': 141, 'value': '15.2'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;31,0;0,04;63,2;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;63,2;15,2;;;;;;;0;0;1;16;Orlando City B;76;DL;1,0
2703920931;9;61;1;1;19;cwnjxlibb02fuh0vwgvac6h45;1;63,1;15,4;2024-07-27T23:05:34.545Z;2024-07-27T23:05:34Z;[{'id': 5120764819, 'qualifierId': 56, 'value': 'Right'}];5m8hxfvza21t4wfe6v0a18etw;L. García;;;e9hqh7ep76nq2a1rmtj021ij8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;1;19;Orlando City B;79;AMC;1,0
2703920949;10;1;1;1;20;cwnjxlibb02fuh0vwgvac6h45;1;68,4;17,8;2024-07-27T23:05:36.119Z;2024-07-27T23:05:38Z;[{'id': 5120764917, 'qualifierId': 56, 'value': 'Center'}, {'id': 5120764919, 'qualifierId': 140, 'value': '57.8'}, {'id': 5120764921, 'qualifierId': 141, 'value': '26.2'}, {'id': 5120764923, 'qualifierId': 212, 'value': '12.5'}, {'id': 5120764925, 'qualifierId': 213, 'value': '2.67'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;12,5;2,67;57,8;26,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;57,8;26,2;;;;;;;0;0;1;20;Orlando City B;80;FW;1,0
