id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Involved;value_TeamFormation;value_JerseyNumber;value_Captain;value_PlayerPosition;value_TeamPlayerFormation;value_TeamKit;value_DirectionOfPlay;value_Length;value_Angle;value_PassEndX;value_PassEndY;value_KickOff;value_Zone;value_Chipped;value_LongBall;value_OppositeRelatedEventId;value_Foul;value_Direct;value_Defensive;value_AttemptedTackle;value_Offensive;value_FreeKickTaken;value_Shove/Push;value_HeadPass;value_Assist;value_RightFooted;value_IndividualPlay;value_BlockedX;value_BlockedY;value_Assisted;value_RelatedEventId;value_LowRight;value_OutOfBoxCentre;value_RegularPlay;value_GoalmouthY;value_GoalmouthZ;value_Collected;value_Standing;value_Hands;value_KeeperThrow;value_OverArm;value_Cross;value_IntentionalAssist;value_CloseHigh;value_BigChance;value_FirstTouch;value_GkY;value_SmallBoxRight;value_GkX;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedPass;value_DeletedEventType;value_SwitchOfPlay;value_NextEventThrowIn;value_ThrowIn;value_HighLeft;value_Head;value_SetPiece;value_BoxCentre;value_NotAssisted;value_CloseLeftAndHigh;value_FreeKick;value_Argument;value_YellowCard;value_ShirtPull/Holding;value_Launch;value_BoxLeft;value_ParriedDanger;value_Diving;value_Overrun;value_OutOfPlay;value_LayOff;value_LowCentre;value_LeftFooted;value_Blocked;value_DefBlock;value_Right;value_Left;value_CornerTaken;value_OutSwinger;value_IntendedTackleTarget;value_TacticalFoul;value_ThroughBall;value_CloseRight;value_BoxRight;value_FastBreak;value_NotVisible;value_HighCentre;value_35Centre;value_Minutes;value_EndType;value_High;value_PersistentInfringement;value_LowLeft;value_ParriedSafe;value_InSwinger;value_GoalShotTimestamp;value_HitWoodwork;value_GoalShotGameClock;value_HitRightPost;value_NotPastGoalLine;value_OutOfBoxDeepLeft;value_RecklessOffence;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_OverhitCross;value_GkKickFromHands;value_PlayersCaughtOffside;value_Indirect;value_FromCorner;value_Volley;value_SmallBoxLeft;value_CloseLeft;value_FlickOn;value_Injury;value_InjuredPlayerId;value_BoxDeepRight;value_Stooping;value_Feet;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2703897807;1;34;16;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-07-27T22:04:04.817Z;2024-07-27T23:58:31Z;[{'id': 5120641151, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5120641141, 'qualifierId': 30, 'value': '7jaa504py8qcx30a2p1vgn8d0, 1h5rgsol19v1pcl5ksstrv9t6, 2d3dwhrtafkd1b8q1nzerqew9, 4cwccglaxz5sf71eptnj6kzfu, 87nhafgkozygrd5f06ore0xzo, 7e8xkqlux0myjc5cwtb7rega1, at2xv960peboe9spoag2kn21g, b4te1cxogvhtglhug3sdgkmei, a3eln6gas8765a3pn6ecqjvxm, 5m8hxfvza21t4wfe6v0a18etw, 4hdai9za2ls03tjpcw0ahu5wq, 6zuton58biybp7ge3mpc17alm, jb43adjmhnwysrrwwmvuojfu, 6zbb5xiauoixj3clxdgud8lxw, 9gk1m714ni2m8n26uybsgadey, exunlng0cgo9bpqh4x6jpxyax, 3a8bghw11ttrstr4jlopadd9m, ew3qxbn1ev1qv7wi0iwoc642c, ezq3vqtlf2keocudx8ndelct0, 82uh6ad46fvub9b0vfapw2vze'}, {'id': 5120641147, 'qualifierId': 130, 'value': '8'}, {'id': 5120641145, 'qualifierId': 59, 'value': '15, 22, 3, 8, 14, 20, 33, 25, 9, 10, 11, 18, 2, 6, 12, 23, 24, 32, 51, 71'}, {'id': 5120955607, 'qualifierId': 194, 'value': 'at2xv960peboe9spoag2kn21g'}, {'id': 5120641143, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5120641149, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5120761919, 'qualifierId': 197, 'value': '23330'}];;;;;e9hqh7ep76nq2a1rmtj021ij8;Team set up;;;8,0;;;;;23330,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;0;0;Orlando City B;0;;
2703898889;1;34;16;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-07-27T22:06:27.944Z;2024-07-28T01:05:08Z;[{'id': 5120761733, 'qualifierId': 197, 'value': '16418'}, {'id': 5120646781, 'qualifierId': 30, 'value': '8h2vywep73yn25kus2nda8ga2, 6g7i7z6m8vts105dny1g6z3hm, bdgjmawy0anbgy1tz87ocvd9l, i5wj5hcg2r9934e7gauxtgmi, ex99a6zbacpkkhgvynu80qpzo, 4jkf81djj5h43v8rlnib1tizu, aa4v8xfn3ra4digk5h7gdrbze, 9bv0zjyrsopyv3hw8m47sgr9w, 2b8nmdlsqa9wxn8xlujvyaqga, p99ze5cksh5tv01knf5oj33e, abemsr9zh7bklu5jboks5ivpw, 3g6rx9q2duzspubkzzm0852xg, 7tpb4dk9meee0utyu4cosnxn8, 2wsgrwgiotfis2l96i0sxlvys, c2b6h5zwjvzdvdcybyuqd6exg, bebv65gzex5nuihc5mutjrwus, 595bi39ikp8s9sfw6q5981mvo, bvb7i5n0j5ltqkv991p40r8yc, 7r0zyjb523r5phis7b1boqfpw, 25rizu4n91uyax4z6l5jv6dqs'}, {'id': 5121240195, 'qualifierId': 194, 'value': '8h2vywep73yn25kus2nda8ga2'}, {'id': 5120646787, 'qualifierId': 130, 'value': '8'}, {'id': 5120646791, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5120646783, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5120646785, 'qualifierId': 59, 'value': '99, 30, 20, 53, 54, 68, 32, 56, 27, 49, 34, 65, 23, 29, 59, 60, 62, 61, 90, 95'}, {'id': 5120646789, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;e9hqh7ep76nq2a1rmtj021ij8;Team set up;;;8,0;;;;;16418,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;0;Chattanooga;0;;
2703920603;2;32;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-07-27T23:04:15.191Z;2024-07-27T23:04:15Z;[{'id': 5120762823, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;e9hqh7ep76nq2a1rmtj021ij8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;0;Chattanooga;0;;
2703920607;2;32;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-07-27T23:04:15.191Z;2024-07-27T23:04:18Z;[{'id': 5120762851, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;e9hqh7ep76nq2a1rmtj021ij8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;0;0;Orlando City B;0;;
2703920613;3;1;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;49,8;49,9;2024-07-27T23:04:15.192Z;2024-07-27T23:04:18Z;[{'id': 5120762871, 'qualifierId': 212, 'value': '24.5'}, {'id': 5120762873, 'qualifierId': 213, 'value': '3.49'}, {'id': 5120762867, 'qualifierId': 140, 'value': '27.9'}, {'id': 5120762869, 'qualifierId': 141, 'value': '37.6'}, {'id': 5120762875, 'qualifierId': 279, 'value': 'S'}, {'id': 5120762865, 'qualifierId': 56, 'value': 'Back'}];b4te1cxogvhtglhug3sdgkmei;J. Arthur;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;24,5;3,49;27,9;37,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;27,9;37,6;;;;;;;0;0;0;0;Orlando City B;0;MC;1,0
2703920639;4;1;1;0;3;cwnjxlibb02fuh0vwgvac6h45;0;29,7;41,3;2024-07-27T23:04:18.615Z;2024-07-27T23:04:21Z;[{'id': 5120763005, 'qualifierId': 140, 'value': '75.8'}, {'id': 5120763003, 'qualifierId': 56, 'value': 'Center'}, {'id': 5120763011, 'qualifierId': 213, 'value': '0.22'}, {'id': 5120763009, 'qualifierId': 212, 'value': '49.6'}, {'id': 5120763001, 'qualifierId': 155}, {'id': 5120763013, 'qualifierId': 1}, {'id': 5120763007, 'qualifierId': 141, 'value': '57.5'}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;49,6;0,22;75,8;57,5;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;75,8;57,5;;;;;;;0;0;0;3;Orlando City B;3;DL;1,0
2703920647;3;61;1;0;8;479lsfr4cwlzewpbuda3y2xv4;1;28,6;29,8;2024-07-27T23:04:23.837Z;2024-07-27T23:04:30Z;[{'id': 5120763051, 'qualifierId': 56, 'value': 'Back'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;e9hqh7ep76nq2a1rmtj021ij8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;8;Chattanooga;8;MC;1,0
2703920667;4;4;1;0;10;479lsfr4cwlzewpbuda3y2xv4;1;32,4;33,2;2024-07-27T23:04:25.547Z;2024-07-27T23:04:28Z;[{'id': 5120763197, 'qualifierId': 233, 'value': '5'}, {'id': 5120763151, 'qualifierId': 13}, {'id': 5120763157, 'qualifierId': 152}, {'id': 5120763161, 'qualifierId': 285}, {'id': 5120763153, 'qualifierId': 56, 'value': 'Back'}, {'id': 5120763159, 'qualifierId': 265}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;e9hqh7ep76nq2a1rmtj021ij8;Foul;;;;;;;;;;;;;;;;;;5,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;10;Chattanooga;10;MC;1,0
2703920651;5;4;1;0;10;cwnjxlibb02fuh0vwgvac6h45;0;67,6;66,8;2024-07-27T23:04:25.548Z;2024-07-27T23:04:29Z;[{'id': 5120763175, 'qualifierId': 265}, {'id': 5120763169, 'qualifierId': 13}, {'id': 5120763173, 'qualifierId': 152}, {'id': 5120763217, 'qualifierId': 233, 'value': '4'}, {'id': 5120763171, 'qualifierId': 56, 'value': 'Center'}, {'id': 5120763177, 'qualifierId': 286}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;e9hqh7ep76nq2a1rmtj021ij8;Foul;;;;;;;;;;;;;;;;;;4,0;1,0;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;0;10;Orlando City B;10;MC;1,0
2703920815;5;1;1;0;42;479lsfr4cwlzewpbuda3y2xv4;1;34,6;30,3;2024-07-27T23:04:58.043Z;2024-07-27T23:05:03Z;[{'id': 5120764079, 'qualifierId': 213, 'value': '1.91'}, {'id': 5120764073, 'qualifierId': 140, 'value': '28.1'}, {'id': 5120764069, 'qualifierId': 152}, {'id': 5120764075, 'qualifierId': 141, 'value': '59.1'}, {'id': 5120764077, 'qualifierId': 212, 'value': '20.7'}, {'id': 5120764071, 'qualifierId': 56, 'value': 'Back'}, {'id': 5120764067, 'qualifierId': 5}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;e9hqh7ep76nq2a1rmtj021ij8;Pass;;;;;;;;;;20,7;1,91;28,1;59,1;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;28,1;59,1;;;;;;;0;0;0;42;Chattanooga;42;DL;1,0
