id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamPlayerFormation;value_Resume;value_Captain;value_PlayerPosition;value_Involved;value_JerseyNumber;value_TeamKit;value_DirectionOfPlay;value_Zone;value_PassEndX;value_PassEndY;value_KickOff;value_Angle;value_Length;value_LongBall;value_NotVisible;value_Launch;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_FlickOn;value_Chipped;value_IntendedTackleTarget;value_TouchTypeClearance;value_TakeOnSpace;value_OutOfPlay;value_Left;value_Right;value_CornerTaken;value_Assist;value_GoalmouthY;value_LowRight;value_FromCorner;value_BlockedY;value_GkY;value_OutOfBoxCentre;value_IndividualPlay;value_Assisted;value_BlockedX;value_Blocked;value_LeftFooted;value_GkX;value_RelatedEventId;value_GoalmouthZ;value_DefBlock;value_MediumGkIntervention;value_KeeperThrow;value_TakeOnOvertake;value_TouchTypePass;value_BlockedPass;value_Direct;value_Handball;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_Head;value_OutSwinger;value_Cross;value_RightFooted;value_NextEventGoalKick;value_GoalKick;value_High;value_DeletedEventType;value_Low;value_AttemptedTackle;value_Foul;value_LowCentre;value_RegularPlay;value_FirstTouch;value_OwnPlayer;value_OwnShotBlocked;value_OtherObstacle;value_BallHitsReferee;value_SwerveLeft;value_Hands;value_Collected;value_Standing;value_ThroughBall;value_IntentionalAssist;value_BigChance;value_BoxCentre;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_PlayersCaughtOffside;value_Indirect;value_Volley;value_HighCentre;value_HighGkIntervention;value_Reaching;value_LowGkIntervention;value_Stooping;value_SwitchOfPlay;value_Overrun;value_RecklessOffence;value_YellowCard;value_Defensive1V1;value_ShirtPull/Holding;value_TacticalFoul;value_BoxRight;value_ParriedSafe;value_Diving;value_InSwinger;value_OverhitCross;value_TouchTypeControl;value_LowLeft;value_Sliding;value_Feet;value_FreeKick;value_NotAssisted;value_Minutes;value_EndType;value_CloseHigh;value_SetPiece;value_Deflection;value_SmallBoxLeft;value_SavedOffLine;value_SixYardBlocked;value_LastLine;value_BoxLeft;value_CloseRight;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_LeadingToAttempt;value_RelatedError1Id;value_GkKickFromHands;value_PullBack;value_SmallBoxCentre;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_OwnGoal;value_FantasyAssistType;value_OtherBodyPart;value_CloseLeft;value_FastBreak;value_1On1;value_CloseLeftAndHigh;value_35Left;value_TimeWasting;value_Shove/Push;value_RedCard;value_CoachId;value_FoulAndAbusiveLanguage;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;value_OfficiallyAnnounced;value_NewStartTime;value_OtherReason;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2701065039;1;34;16;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-07-14T18:08:19.469Z;2024-07-14T21:39:26Z;[{'id': 5104864255, 'qualifierId': 130, 'value': '13'}, {'id': 5104864257, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5104864259, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5105057035, 'qualifierId': 194, 'value': 'c760g3hvhvi7nra7gpdrynn1m'}, {'id': 5104864251, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5104864249, 'qualifierId': 30, 'value': 'dt797hve9mdpnuyy1z4pnpp1w, 7w2rw1jd8ouhu8bbvswvysu8k, 5qfwg7j8xrfv19ouu4gvrs00k, 3wn0nn5q8g2mjzuc8yb4dvu2, 2figny7hhxiw29vizhlyta3o4, d8u6lnk9lmbrgv9obcshpec8a, 1vsdddp4xhsbo3peifnrckfai, 7q8y6gbmg9j75zgm3nhs3bfh0, c760g3hvhvi7nra7gpdrynn1m, 6xu5v7x5zge1k83w40mmbxyzu, 7z57s6veqr3k87quyd6i7fgx6, 2m7xhno7xnktvmzwa6j7wlgfe, 48uytxtisot3s0ilflltvxwk4, bje8wvncnbbx5w0l08uno88ru, b1fzb3n41gtxqnv6pcaug88pg, dfnus4g6zypd1xcec6x7p85ey, 6y6g4ym1kjt0au0jpys5zhafo, 356askk0qenz3bidcknth2wic, u5v1owoegnvaqvk214qlvh90, 5bqykg2h7so4c20htynfp242c'}, {'id': 5104864253, 'qualifierId': 59, 'value': '40, 73, 95, 71, 58, 85, 89, 68, 82, 81, 72, 50, 65, 70, 74, 75, 93, 94, 97, 98'}, {'id': 5104929499, 'qualifierId': 197, 'value': '19221'}];;;;;e09zerb8amtdz9qrjhlper8k4;Team set up;13,0;;;;;;;19221,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2701065151;1;34;16;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-07-14T18:13:18.516Z;2024-07-14T21:44:10Z;[{'id': 5105062903, 'qualifierId': 194, 'value': '8sydisziijh84elb8dprtlduy'}, {'id': 5104864935, 'qualifierId': 30, 'value': '3fjb8lymm7grc7nqyfpzw1a8k, 8bjjne12yudwbzfzjdlygqx62, bpr7u1cp7bzt1w2t1tsmru73e, 8za8xvdiyduedk2i99bdqv4es, 2f5ymqh1j87xhi9ynovnujpm2, 2l6v8ab245wzmb1litvkir1ii, 8sydisziijh84elb8dprtlduy, bfm4xr4ue74v0li53slarf9t6, b94wogguhbhpo2mal3pfpo26s, aw0ngrym0lzn2paoz70wtlgyc, 9asj8t10cvfumot9hr3dprsic, 1ofx4ncf6w5twjbaam5w0mu7e, b82dmhiv5rfrczfcx26cnvo16, 6hq9a0pz5ybc67wdttd54xvbp, 14etj499a213gtgymith3htec, bu0qf3q6j69an4i0gz7xhqcd0, bh6ncbb98ru6ox5oth7kle51w, 6ihxsnp8rmyvu0xjm4oquxd04, dfkazpw3p03p6umdchplgivx0'}, {'id': 5104864943, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5104864939, 'qualifierId': 59, 'value': '25, 42, 43, 48, 38, 96, 41, 49, 35, 77, 44, 46, 30, 40, 50, 52, 61, 64, 80'}, {'id': 5104864937, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5104864941, 'qualifierId': 130, 'value': '18'}, {'id': 5104864945, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5104932649, 'qualifierId': 197, 'value': '23755'}];;;;;e09zerb8amtdz9qrjhlper8k4;Team set up;18,0;;;;;;;23755,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2701076669;2;32;1;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-07-14T19:45:10.256Z;2024-07-14T19:45:13Z;[{'id': 5104929521, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;e09zerb8amtdz9qrjhlper8k4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2701076665;3;32;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-07-14T19:45:10.256Z;2024-07-21T04:24:03Z;[{'id': 5104929515, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;e09zerb8amtdz9qrjhlper8k4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2701076701;4;1;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;0;50,1;50,3;2024-07-14T19:45:10.257Z;2024-07-14T19:45:21Z;[{'id': 5104929671, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104929673, 'qualifierId': 140, 'value': '30.0'}, {'id': 5104929675, 'qualifierId': 141, 'value': '58.4'}, {'id': 5104929681, 'qualifierId': 279, 'value': 'S'}, {'id': 5104929679, 'qualifierId': 213, 'value': '2.89'}, {'id': 5104929677, 'qualifierId': 212, 'value': '21.8'}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;e09zerb8amtdz9qrjhlper8k4;Pass;;;;;;;;;;;30,0;58,4;;2,89;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;30,0;58,4;;;;;;;0;0;0;0;Cincinnati II;0;FW;1,0
2701076705;5;1;1;0;3;29nx7yxy1rdqv2oobqn5pjf8p;1;29,9;58,4;2024-07-14T19:45:13.513Z;2024-07-21T04:30:36Z;[{'id': 5104929695, 'qualifierId': 141, 'value': '20.1'}, {'id': 5104929701, 'qualifierId': 1}, {'id': 5112062819, 'qualifierId': 189}, {'id': 5104929699, 'qualifierId': 213, 'value': '5.65'}, {'id': 5104929697, 'qualifierId': 212, 'value': '44.1'}, {'id': 5104929691, 'qualifierId': 56, 'value': 'Right'}, {'id': 5104929689, 'qualifierId': 157}, {'id': 5104929693, 'qualifierId': 140, 'value': '63.8'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;e09zerb8amtdz9qrjhlper8k4;Pass;;;;;;;;;;;63,8;20,1;;5,65;44,1;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;63,8;20,1;;;;;;;0;0;0;3;Cincinnati II;3;DC;1,0
2701076707;6;44;1;0;5;29nx7yxy1rdqv2oobqn5pjf8p;1;65,1;19,3;2024-07-14T19:45:15.538Z;2024-07-21T07:46:49Z;[{'id': 5104929705, 'qualifierId': 56, 'value': 'Right'}, {'id': 5104929725, 'qualifierId': 233, 'value': '3'}, {'id': 5104929707, 'qualifierId': 286}];6xu5v7x5zge1k83w40mmbxyzu;H. Ayari;;;e09zerb8amtdz9qrjhlper8k4;Aerial;;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;5;Cincinnati II;5;FWR;1,0
2701076693;3;44;1;0;5;bd0378yx50xpdcgwkt9p9bmz8;0;34,9;80,7;2024-07-14T19:45:15.539Z;2024-07-21T04:30:34Z;[{'id': 5104929627, 'qualifierId': 56, 'value': 'Back'}, {'id': 5104929629, 'qualifierId': 285}, {'id': 5104929711, 'qualifierId': 233, 'value': '6'}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;e09zerb8amtdz9qrjhlper8k4;Aerial;;;;;;;;;;;;;;;;;;;6,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;5;Toronto II;5;DMC;1,0
2702367623;955;1;1;0;5;29nx7yxy1rdqv2oobqn5pjf8p;0;65,5;12,4;2024-07-14T19:45:15.685Z;2024-07-21T04:30:55Z;[{'id': 5112064299, 'qualifierId': 212, 'value': '1.5'}, {'id': 5112064297, 'qualifierId': 141, 'value': '11.3'}, {'id': 5112064295, 'qualifierId': 140, 'value': '66.7'}, {'id': 5112064293, 'qualifierId': 56, 'value': 'Right'}, {'id': 5112064301, 'qualifierId': 213, 'value': '5.75'}, {'id': 5112064289, 'qualifierId': 3}, {'id': 5112064291, 'qualifierId': 168}];6xu5v7x5zge1k83w40mmbxyzu;H. Ayari;;;e09zerb8amtdz9qrjhlper8k4;Pass;;;;;;;;;;;66,7;11,3;;5,75;1,5;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;66,7;11,3;;;;;;;0;0;0;5;Cincinnati II;5;FWR;1,0
2701076695;4;61;1;0;6;bd0378yx50xpdcgwkt9p9bmz8;1;35,0;80,8;2024-07-14T19:45:16.444Z;2024-07-14T19:45:16Z;[{'id': 5104929635, 'qualifierId': 56, 'value': 'Back'}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;e09zerb8amtdz9qrjhlper8k4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;6;Toronto II;6;DMC;1,0
