id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_JerseyNumber;value_Involved;value_TeamKit;value_Captain;value_TeamFormation;value_DirectionOfPlay;value_Length;value_Zone;value_PassEndX;value_Angle;value_KickOff;value_PassEndY;value_DeletedEventType;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_AttemptedTackle;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_TouchTypeClearance;value_TakeOnOvertake;value_ThroughBall;value_TouchTypePass;value_LastLine;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_NextEventGoalKick;value_High;value_Chipped;value_GoalKick;value_IntendedTackleTarget;value_SwitchOfPlay;value_FlickOn;value_BlockedPass;value_OutSwinger;value_RightFooted;value_Cross;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_OverArm;value_IntentionalAssist;value_Assist;value_FirstTouch;value_LeftFooted;value_CloseLeft;value_Volley;value_GoalmouthZ;value_GoalmouthY;value_GkY;value_Assisted;value_RegularPlay;value_RelatedEventId;value_GkX;value_BoxLeft;value_Left;value_CornerTaken;value_InSwinger;value_Head;value_Blocked;value_SmallBoxRight;value_SixYardBlocked;value_BlockedY;value_FromCorner;value_LowCentre;value_BlockedX;value_DefBlock;value_NotAssisted;value_BigChance;value_SmallBoxCentre;value_LowGkIntervention;value_Diving;value_Hands;value_ParriedDanger;value_GkKickFromHands;value_TouchTypeControl;value_Right;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_MediumGkIntervention;value_LayOff;value_BlockedCross;value_IndividualPlay;value_1On1;value_SmallBoxLeft;value_Sliding;value_ParriedSafe;value_Feet;value_TakeOnSpace;value_Overrun;value_Low;value_GkHoof;value_OverhitCross;value_LowRight;value_BoxCentre;value_Stooping;value_Collected;value_OutOfBoxCentre;value_ShirtPull/Holding;value_YellowCard;value_TacticalFoul;value_Deflection;value_GoalShotGameClock;value_FantasyAssistId;value_KeeperTouched;value_GkYTimeOfGoal;value_FantasyAssistType;value_FantasyAssistedBy;value_GkXTimeOfGoal;value_LowLeft;value_GoalShotTimestamp;value_FantasyAssistTeam;value_Standing;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_OwnPlayer;value_OwnShotBlocked;value_CloseHigh;value_Defensive1V1;value_SetPiece;value_MisHit;value_SavedOffLine;value_Straight;value_DrivenCross;value_OtherBodyPart;value_BoxRight;value_IncorrectOutOfPlayDecision;value_HighRight;value_HighCentre;value_ByWall;value_RecklessOffence;value_HitWoodwork;value_HitBar;value_Fingertip;value_FastBreak;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_Missed;value_Saved;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663915065;1;34;16;0;0;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-03-28T22:06:21.307Z;2024-03-29T12:29:34Z;[{'id': 4902793247, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902793241, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4902793251, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902793243, 'qualifierId': 59, 'value': '70, 2, 54, 37, 43, 42, 50, 31, 44, 48, 45, 46, 47, 51, 58, 59, 62, 64, 68, 78'}, {'id': 4902793239, 'qualifierId': 30, 'value': '12wcwqu2liyd0zv8ramcevh1w, 8cawa8470beg2ce0as7hv5psl, 9vc2mynd9lg2oyt14n4e7a44q, 38p90lsdc5iv1jvjbhiinv6ne, 5d341k1dxhlbetyh965z3q784, 72xktsosbsh2uwkwby59mr6z8, 2atsox1bassuexlgta8h3us4p, ed0uwmy1b5cx7ytgkt34bc5m2, 6n0x8t513vmsmgfasovvoj7u2, b1p6qcv8wjzoxoax3nt13n5gq, afdz1ibldn2vc8gtezyw8tqay, 2buy6q56o0ixo30fatz7ps9w4, 83mk9m591utxa1lboute1kvmc, do6z0g81t9avcjuhjc1szukgk, 5fuu627ozaxgv8ibhyxi4zcic, a8t1jn05xxxccikegk8fdaiok, 83uri423ckm6ngfoerw6gwh04, b3xoqrbmua9uzr0tw8kmnw9as, 9ii1zrimesdnqccy8dki8knx0, 4r4a2d3piuh8wusw8ftrsh016'}, {'id': 4902793249, 'qualifierId': 197, 'value': '14913'}, {'id': 4903308693, 'qualifierId': 194, 'value': '12wcwqu2liyd0zv8ramcevh1w'}, {'id': 4902793245, 'qualifierId': 130, 'value': '8'}];;;;bw7ivau1as4hv3e8wseh61qfo;Team set up;;;;;;14913,0;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;0;0;Philadelphia Union II;0;;
2663915319;1;34;16;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-03-28T22:09:13.030Z;2024-03-28T22:10:24Z;[{'id': 4902794367, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4902794377, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902794371, 'qualifierId': 130, 'value': '2'}, {'id': 4902794891, 'qualifierId': 194, 'value': 'cbpm8k301adrmft5fd0kaeiuh'}, {'id': 4902794369, 'qualifierId': 59, 'value': '76, 30, 39, 22, 58, 29, 88, 24, 55, 77, 38, 36, 41, 43, 44, 53, 56, 57, 98, 73'}, {'id': 4902794373, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902794365, 'qualifierId': 30, 'value': '2y9o7d8tm1f8fnp6jewxzifis, 15v2azulwhof0p216i7bjp250, 2qz3ojbfedl8psp1tvq0183ro, 81w1fqi66z0ibawynhraybaxg, 872ifpo3qufi9vv9vy7ty6uj8, a3qa9kw3vbh8nu5mgns92czro, cbpm8k301adrmft5fd0kaeiuh, 993vihjmsn70q9w237fatzgbu, 434xf7moiduhzy9ivp7jxr10, 9j3va21w5i9ypf8qmt4g1vggk, cjhjwaelyypl3ca9gpzu61vys, dvems493n5l4twsq6cq2fg26s, 45v94x6b8g7n4xa3lsfdp6pzo, 82h370aim64ufe2pugftbfxg4, 3h4x6eh6zkcaww4g6rhkwpbf8, 4mb9s3hglzgfoswleene9mvo, 7bodno8j3qjiqp9wy8kobwmqc, 1ceqwz4ozqi6ft5l4hf5a04r8, c59pt9nvdpxlp6xvs78un16hg, 6b06fd4bvym4odelp7csbbtp0'}, {'id': 4902794375, 'qualifierId': 197, 'value': '23521'}];;;;bw7ivau1as4hv3e8wseh61qfo;Team set up;;;;;;23521,0;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;0;0;Chicago Fire II;0;;
2663920265;2;32;1;0;0;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-03-28T23:03:37.584Z;2024-03-29T11:07:25Z;[{'id': 4902821731, 'qualifierId': 127, 'value': 'Right to Left'}];;;;bw7ivau1as4hv3e8wseh61qfo;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;0;0;Philadelphia Union II;0;;
2663920263;2;32;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-03-28T23:03:37.584Z;2024-03-28T23:03:37Z;[{'id': 4902821729, 'qualifierId': 127, 'value': 'Left to Right'}];;;;bw7ivau1as4hv3e8wseh61qfo;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;0;0;Chicago Fire II;0;;
2663920273;3;1;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;50,0;50,0;2024-03-28T23:03:37.585Z;2024-03-28T23:03:42Z;[{'id': 4902821757, 'qualifierId': 212, 'value': '10.6'}, {'id': 4902821751, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902821753, 'qualifierId': 140, 'value': '40.0'}, {'id': 4902821759, 'qualifierId': 213, 'value': '3.00'}, {'id': 4902821761, 'qualifierId': 279, 'value': 'S'}, {'id': 4902821755, 'qualifierId': 141, 'value': '52.2'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;bw7ivau1as4hv3e8wseh61qfo;Pass;;;;;;;;;;10,6;;40,0;3,0;;52,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;40,0;52,2;;;;;;;;0;0;0;Chicago Fire II;0;FW;1,0
2663920269;3;43;1;0;0;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-03-28T23:03:38.396Z;2024-03-28T23:03:41Z;[{'id': 4902821749, 'qualifierId': 144, 'value': '49'}];6n0x8t513vmsmgfasovvoj7u2;J. Shokalook;;bw7ivau1as4hv3e8wseh61qfo;Deleted event;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;0;0;Philadelphia Union II;0;FW;1,0
2663920275;4;1;1;0;2;1zgjjyruyufrkh4xjvryqsb1i;1;39,9;54,0;2024-03-28T23:03:39.926Z;2024-03-29T11:14:48Z;[{'id': 4902821771, 'qualifierId': 212, 'value': '16.9'}, {'id': 4902821767, 'qualifierId': 140, 'value': '37.9'}, {'id': 4902821765, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902821773, 'qualifierId': 213, 'value': '1.70'}, {'id': 4902821769, 'qualifierId': 141, 'value': '78.7'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;bw7ivau1as4hv3e8wseh61qfo;Pass;;;;;;;;;;16,9;;37,9;1,7;;78,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;37,9;78,7;;;;;;;;0;0;2;Chicago Fire II;2;MC;1,0
2663928965;321;1;1;0;3;1zgjjyruyufrkh4xjvryqsb1i;1;39,7;71,1;2024-03-28T23:03:40.584Z;2024-03-29T11:14:51Z;[{'id': 4902869683, 'qualifierId': 141, 'value': '72.9'}, {'id': 4902869679, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902869687, 'qualifierId': 213, 'value': '3.04'}, {'id': 4902869681, 'qualifierId': 140, 'value': '27.8'}, {'id': 4902869685, 'qualifierId': 212, 'value': '12.6'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;bw7ivau1as4hv3e8wseh61qfo;Pass;;;;;;;;;;12,6;;27,8;3,04;;72,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;27,8;72,9;;;;;;;;0;0;3;Chicago Fire II;3;MC;1,0
2663920285;5;1;1;0;4;1zgjjyruyufrkh4xjvryqsb1i;0;29,8;70,5;2024-03-28T23:03:42.386Z;2024-03-29T11:14:58Z;[{'id': 4902821811, 'qualifierId': 140, 'value': '61.9'}, {'id': 4902821815, 'qualifierId': 212, 'value': '33.8'}, {'id': 4902821817, 'qualifierId': 213, 'value': '6.22'}, {'id': 4902821813, 'qualifierId': 141, 'value': '67.4'}, {'id': 4902821809, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902821819, 'qualifierId': 1}, {'id': 4902821807, 'qualifierId': 157}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;bw7ivau1as4hv3e8wseh61qfo;Pass;;;;;;;;;;33,8;;61,9;6,22;;67,4;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;61,9;67,4;;;;;;;;0;0;4;Chicago Fire II;4;DC;1,0
2663920283;4;44;1;0;8;8o8m08he36u0j4w08aj2iodn8;1;39,1;37,4;2024-03-28T23:03:45.675Z;2024-03-29T13:15:27Z;[{'id': 4902821803, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902821827, 'qualifierId': 233, 'value': '6'}, {'id': 4902821805, 'qualifierId': 285}];5d341k1dxhlbetyh965z3q784;J. Shannon;;bw7ivau1as4hv3e8wseh61qfo;Aerial;;;;;;;;;;;;;;;;;;;6,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;0;8;Philadelphia Union II;8;DL;1,0
