id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Resume;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_JerseyNumber;value_PlayerPosition;value_Captain;value_DirectionOfPlay;value_Angle;value_Zone;value_PassEndY;value_Length;value_PassEndX;value_KickOff;value_LongBall;value_Launch;value_HeadPass;value_DeletedEventType;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_TakeOnSpace;value_TouchTypeClearance;value_Defensive;value_BlockedPass;value_NextEventGoalKick;value_Low;value_GoalKick;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_FreeKickTaken;value_Chipped;value_GoalmouthZ;value_GkY;value_BlockedX;value_LeftFooted;value_Blocked;value_BoxCentre;value_LowCentre;value_RegularPlay;value_GoalmouthY;value_NotAssisted;value_BlockedY;value_GkX;value_FirstTouch;value_DefBlock;value_Left;value_Cross;value_RightFooted;value_CornerTaken;value_InSwinger;value_Head;value_TouchTypePass;value_High;value_IntendedTackleTarget;value_FlickOn;value_OutSwinger;value_Right;value_TouchTypeControl;value_TakeOnOvertake;value_OutOfPlay;value_MediumGkIntervention;value_KeeperThrow;value_IntentionalAssist;value_Assist;value_RelatedEventId;value_CloseLeft;value_Assisted;value_BigChance;value_LayOff;value_Foul;value_AttemptedTackle;value_Direct;value_OutOfBoxCentre;value_LowRight;value_IndividualPlay;value_OverArm;value_HighGkIntervention;value_Overrun;value_CloseRight;value_SwitchOfPlay;value_LowGkIntervention;value_Handball;value_OutOnSideline;value_NotPastGoalLine;value_35Centre;value_Volley;value_FastBreak;value_Shove/Push;value_HighClaim;value_PullBack;value_TacticalFoul;value_YellowCard;value_LowLeft;value_Collected;value_Diving;value_Hands;value_Minutes;value_Dissent;value_AerialFoul;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_LeadingToGoal;value_ThroughBall;value_Standing;value_ParriedDanger;value_Feet;value_GoalShotTimestamp;value_RelatedError1Id;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_OtherBodyPart;value_GoalShotGameClock;value_EndOfOffside;value_FollowsShotRebound;value_ShirtPull/Holding;value_PersistentInfringement;value_BoxDeepRight;value_Weak;value_SmallBoxLeft;value_FromCorner;value_HighRight;value_Strong;value_ThrowInSetPiece;value_TimeWasting;value_SetPiece;value_SmallBoxCentre;value_MisHit;value_HighLeft;value_BoxRight;value_BlockedClearance;value_BlockedCross;value_RecklessOffence;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663914921;8;61;1;0;14;4g68p0t2f5jzhzfr67i2rj1ex;0;60,6;2,5;2024-03-28T22:03:48.097Z;2024-03-28T23:05:54Z;[{'id': 4902792613, 'qualifierId': 56, 'value': 'Right'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;bvuekh63a3mz81riid709k9hw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;14;Cincinnati II;14;AMR;1,0
2663914925;4;5;1;0;15;bd0378yx50xpdcgwkt9p9bmz8;1;39,9;101,8;2024-03-28T22:03:48.890Z;2024-03-28T22:03:54Z;[{'id': 4902792621, 'qualifierId': 347}, {'id': 4902792619, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792623, 'qualifierId': 233, 'value': '9'}];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;bvuekh63a3mz81riid709k9hw;Out;;;;;;;;;;;;;;;;;;;;1,0;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;15;New York RB II;15;DC;1,0
2663914923;9;5;1;0;15;4g68p0t2f5jzhzfr67i2rj1ex;0;60,1;-1,8;2024-03-28T22:03:48.890Z;2024-03-28T23:05:09Z;[{'id': 4902792627, 'qualifierId': 233, 'value': '4'}, {'id': 4902792615, 'qualifierId': 56, 'value': 'Right'}, {'id': 4902792617, 'qualifierId': 347}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;bvuekh63a3mz81riid709k9hw;Out;;;;;;;;;;;;;;;;;;;;1,0;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;15;Cincinnati II;15;AMC;1,0
2663914927;5;1;1;0;20;bd0378yx50xpdcgwkt9p9bmz8;1;38,8;100,0;2024-03-28T22:03:53.657Z;2024-03-28T22:03:57Z;[{'id': 4902792631, 'qualifierId': 107}, {'id': 4902792635, 'qualifierId': 140, 'value': '67.2'}, {'id': 4902792639, 'qualifierId': 212, 'value': '30.3'}, {'id': 4902792643, 'qualifierId': 1}, {'id': 4902792637, 'qualifierId': 141, 'value': '93.6'}, {'id': 4902792633, 'qualifierId': 56, 'value': 'Left'}, {'id': 4902792641, 'qualifierId': 213, 'value': '6.10'}];6ihxsnp8rmyvu0xjm4oquxd04;C. Stout;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;6,1;;93,6;30,3;67,2;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;67,2;93,6;;;;;;;0;0;0;20;New York RB II;20;DML;1,0
2663914929;6;61;1;0;21;bd0378yx50xpdcgwkt9p9bmz8;0;64,0;96,3;2024-03-28T22:03:55.019Z;2024-03-29T00:12:44Z;[{'id': 4902792647, 'qualifierId': 56, 'value': 'Left'}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;bvuekh63a3mz81riid709k9hw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;21;New York RB II;21;FW;1,0
2663914931;7;5;1;0;23;bd0378yx50xpdcgwkt9p9bmz8;0;59,5;101,7;2024-03-28T22:03:56.521Z;2024-03-29T00:11:46Z;[{'id': 4902792649, 'qualifierId': 56, 'value': 'Left'}, {'id': 4902792663, 'qualifierId': 233, 'value': '10'}, {'id': 4902792651, 'qualifierId': 347}];bfm4xr4ue74v0li53slarf9t6;P. Mangione;;;bvuekh63a3mz81riid709k9hw;Out;;;;;;;;;;;;;;;;;;;;1,0;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;23;New York RB II;23;FW;1,0
2663914933;10;5;1;0;23;4g68p0t2f5jzhzfr67i2rj1ex;1;40,5;-1,7;2024-03-28T22:03:56.521Z;2024-03-28T22:03:59Z;[{'id': 4902792657, 'qualifierId': 233, 'value': '7'}, {'id': 4902792653, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792655, 'qualifierId': 347}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;bvuekh63a3mz81riid709k9hw;Out;;;;;;;;;;;;;;;;;;;;1,0;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;23;Cincinnati II;23;AMC;1,0
2663914935;11;1;1;0;24;4g68p0t2f5jzhzfr67i2rj1ex;1;41,0;0,0;2024-03-28T22:03:58.217Z;2024-03-28T22:04:03Z;[{'id': 4902792665, 'qualifierId': 107}, {'id': 4902792669, 'qualifierId': 140, 'value': '31.1'}, {'id': 4902792673, 'qualifierId': 212, 'value': '12.0'}, {'id': 4902792667, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792675, 'qualifierId': 213, 'value': '2.61'}, {'id': 4902792671, 'qualifierId': 141, 'value': '6.9'}];5gd78gkv3k39vofarmapgeuj8;J. Mina;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;2,61;;6,9;12,0;31,1;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;31,1;6,9;;;;;;;0;0;0;24;Cincinnati II;24;DR;1,0
2663914937;12;1;1;0;28;4g68p0t2f5jzhzfr67i2rj1ex;1;30,7;9,1;2024-03-28T22:04:02.209Z;2024-03-29T10:23:54Z;[{'id': 4902792685, 'qualifierId': 141, 'value': '38.9'}, {'id': 4902792689, 'qualifierId': 213, 'value': '1.69'}, {'id': 4902792681, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792683, 'qualifierId': 140, 'value': '28.3'}, {'id': 4902792687, 'qualifierId': 212, 'value': '20.4'}];e23u0x31okggroh6dkoqx5fdg;D. Alexandre;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;1,69;;38,9;20,4;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;28,3;38,9;;;;;;;0;0;0;28;Cincinnati II;28;DL;1,0
2663914939;13;1;1;0;32;4g68p0t2f5jzhzfr67i2rj1ex;1;28,3;38,9;2024-03-28T22:04:06.202Z;2024-03-28T22:04:09Z;[{'id': 4902792697, 'qualifierId': 141, 'value': '89.4'}, {'id': 4902792693, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792701, 'qualifierId': 213, 'value': '1.53'}, {'id': 4902792699, 'qualifierId': 212, 'value': '34.4'}, {'id': 4902792695, 'qualifierId': 140, 'value': '29.5'}, {'id': 4902792703, 'qualifierId': 1}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;1,53;;89,4;34,4;29,5;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;29,5;89,4;;;;;;;0;0;0;32;Cincinnati II;32;DC;1,0
