id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Resume;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_JerseyNumber;value_PlayerPosition;value_Captain;value_DirectionOfPlay;value_Angle;value_Zone;value_PassEndY;value_Length;value_PassEndX;value_KickOff;value_LongBall;value_Launch;value_HeadPass;value_DeletedEventType;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_TakeOnSpace;value_TouchTypeClearance;value_Defensive;value_BlockedPass;value_NextEventGoalKick;value_Low;value_GoalKick;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_FreeKickTaken;value_Chipped;value_GoalmouthZ;value_GkY;value_BlockedX;value_LeftFooted;value_Blocked;value_BoxCentre;value_LowCentre;value_RegularPlay;value_GoalmouthY;value_NotAssisted;value_BlockedY;value_GkX;value_FirstTouch;value_DefBlock;value_Left;value_Cross;value_RightFooted;value_CornerTaken;value_InSwinger;value_Head;value_TouchTypePass;value_High;value_IntendedTackleTarget;value_FlickOn;value_OutSwinger;value_Right;value_TouchTypeControl;value_TakeOnOvertake;value_OutOfPlay;value_MediumGkIntervention;value_KeeperThrow;value_IntentionalAssist;value_Assist;value_RelatedEventId;value_CloseLeft;value_Assisted;value_BigChance;value_LayOff;value_Foul;value_AttemptedTackle;value_Direct;value_OutOfBoxCentre;value_LowRight;value_IndividualPlay;value_OverArm;value_HighGkIntervention;value_Overrun;value_CloseRight;value_SwitchOfPlay;value_LowGkIntervention;value_Handball;value_OutOnSideline;value_NotPastGoalLine;value_35Centre;value_Volley;value_FastBreak;value_Shove/Push;value_HighClaim;value_PullBack;value_TacticalFoul;value_YellowCard;value_LowLeft;value_Collected;value_Diving;value_Hands;value_Minutes;value_Dissent;value_AerialFoul;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_LeadingToGoal;value_ThroughBall;value_Standing;value_ParriedDanger;value_Feet;value_GoalShotTimestamp;value_RelatedError1Id;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_OtherBodyPart;value_GoalShotGameClock;value_EndOfOffside;value_FollowsShotRebound;value_ShirtPull/Holding;value_PersistentInfringement;value_BoxDeepRight;value_Weak;value_SmallBoxLeft;value_FromCorner;value_HighRight;value_Strong;value_ThrowInSetPiece;value_TimeWasting;value_SetPiece;value_SmallBoxCentre;value_MisHit;value_HighLeft;value_BoxRight;value_BlockedClearance;value_BlockedCross;value_RecklessOffence;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663910273;1;34;16;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-03-28T21:14:19.559Z;2024-03-28T22:10:54Z;[{'id': 4902767317, 'qualifierId': 30, 'value': 'gz9dek1oxgman9jslfku0zmy, 5gd78gkv3k39vofarmapgeuj8, 92np3jwhxchmtfeov82ehe13o, o3gftw0hatp1r62ynjmlaaui, e23u0x31okggroh6dkoqx5fdg, e2tuar1frliervcr2mnmvfspg, 8q2wozyqz4nveabn71hc614dm, 8u0efvao8rym6mdx0tl0h0qac, 7ak1pv4uqkfa5cxsnthsjvfca, es0bxxdxf6bco25evmg19ic4, ov4fk38lrcculu6tdbnrto2c, 4gp2d7oltfq4uwzj78gr6q9sk, 6rgdv71lxh4cpz487ygvy5nv8, 76xo0u2yd2cqf8xdyh8rteqdw, 65g50zt5gbo1lnrbc7uvwsbo4, 80p7shawtxjiydizsg5fo5a1g, afqry84j23xgkhqryrontj190, 4akvdujqbywk628gok9xbh2j8'}, {'id': 4902767327, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902795075, 'qualifierId': 197, 'value': '6066'}, {'id': 4902767323, 'qualifierId': 130, 'value': '8'}, {'id': 4902767325, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902767321, 'qualifierId': 59, 'value': '35, 20, 42, 46, 27, 23, 65, 44, 33, 37, 90, 50, 45, 57, 66, 77, 82, 97'}, {'id': 4902767319, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4902794055, 'qualifierId': 194, 'value': 'o3gftw0hatp1r62ynjmlaaui'}];;;;;bvuekh63a3mz81riid709k9hw;Team set up;;;6066,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2663910535;1;34;16;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-03-28T21:16:19.181Z;2024-03-29T00:15:20Z;[{'id': 4902768813, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902768807, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4902893349, 'qualifierId': 194, 'value': 'agjzai69udbed9vhljq5f18lx'}, {'id': 4902768811, 'qualifierId': 130, 'value': '17'}, {'id': 4902768809, 'qualifierId': 59, 'value': '1, 42, 64, 33, 38, 96, 37, 52, 44, 27, 49, 40, 43, 48, 50, 61, 80, 99, 62, 66'}, {'id': 4902768805, 'qualifierId': 30, 'value': 'agjzai69udbed9vhljq5f18lx, 8bjjne12yudwbzfzjdlygqx62, 6ihxsnp8rmyvu0xjm4oquxd04, 39t59x9q2xumbn2hphk7urp7u, 2f5ymqh1j87xhi9ynovnujpm2, 2l6v8ab245wzmb1litvkir1ii, 4uo9isxivewjrtdg9v7lku9zo, bu0qf3q6j69an4i0gz7xhqcd0, 9asj8t10cvfumot9hr3dprsic, 7z9pkb01zugta9xl1bplj79w5, bfm4xr4ue74v0li53slarf9t6, 6hq9a0pz5ybc67wdttd54xvbp, bpr7u1cp7bzt1w2t1tsmru73e, 8za8xvdiyduedk2i99bdqv4es, 14etj499a213gtgymith3htec, bh6ncbb98ru6ox5oth7kle51w, dfkazpw3p03p6umdchplgivx0, 4m8i0fmlyywb3s2fc9g68gd1w, 7xro49ojdjw9aztwbvg8tlzx0, 2346ga89egwnuyzyj6btwqivo'}, {'id': 4902792499, 'qualifierId': 197, 'value': '14969'}, {'id': 4902768815, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;bvuekh63a3mz81riid709k9hw;Team set up;;;14969,0;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;0;New York RB II;0;;
2663914907;2;32;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-03-28T22:03:33.434Z;2024-03-28T22:03:37Z;[{'id': 4902792533, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;bvuekh63a3mz81riid709k9hw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2663914905;2;32;1;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-03-28T22:03:33.434Z;2024-03-29T10:14:34Z;[{'id': 4902792531, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;bvuekh63a3mz81riid709k9hw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;0;New York RB II;0;;
2663914909;3;1;1;0;1;4g68p0t2f5jzhzfr67i2rj1ex;1;50,0;50,0;2024-03-28T22:03:34.435Z;2024-03-29T10:23:09Z;[{'id': 4902792543, 'qualifierId': 213, 'value': '3.01'}, {'id': 4902792535, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792539, 'qualifierId': 141, 'value': '54.2'}, {'id': 4902792541, 'qualifierId': 212, 'value': '21.8'}, {'id': 4902792537, 'qualifierId': 140, 'value': '29.4'}, {'id': 4902792545, 'qualifierId': 279, 'value': 'S'}];7ak1pv4uqkfa5cxsnthsjvfca;R. Mitchell;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;3,01;;54,2;21,8;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;29,4;54,2;;;;;;;0;0;0;1;Cincinnati II;1;FW;1,0
2663914911;4;1;1;0;3;4g68p0t2f5jzhzfr67i2rj1ex;0;30,9;52,5;2024-03-28T22:03:37.401Z;2024-03-28T22:03:39Z;[{'id': 4902792553, 'qualifierId': 140, 'value': '72.9'}, {'id': 4902792561, 'qualifierId': 1}, {'id': 4902792557, 'qualifierId': 212, 'value': '47.6'}, {'id': 4902792559, 'qualifierId': 213, 'value': '5.90'}, {'id': 4902792555, 'qualifierId': 141, 'value': '26.3'}, {'id': 4902792549, 'qualifierId': 157}, {'id': 4902792551, 'qualifierId': 56, 'value': 'Center'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;5,9;;26,3;47,6;72,9;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;72,9;26,3;;;;;;;0;0;0;3;Cincinnati II;3;DC;1,0
2663914913;3;1;1;0;6;bd0378yx50xpdcgwkt9p9bmz8;0;23,5;76,3;2024-03-28T22:03:40.284Z;2024-03-29T10:23:28Z;[{'id': 4902792565, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902792573, 'qualifierId': 213, 'value': '6.15'}, {'id': 4902792569, 'qualifierId': 141, 'value': '69.6'}, {'id': 4902792563, 'qualifierId': 3}, {'id': 4902792567, 'qualifierId': 140, 'value': '56.6'}, {'id': 4902792571, 'qualifierId': 212, 'value': '35.1'}, {'id': 4903195801, 'qualifierId': 1}];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;6,15;;69,6;35,1;56,6;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;56,6;69,6;;;;;;;0;0;0;6;New York RB II;6;DC;1,0
2663914915;5;43;1;0;9;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-03-28T22:03:42.601Z;2024-03-28T23:05:44Z;[{'id': 4902792577, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792583, 'qualifierId': 212, 'value': '14.5'}, {'id': 4902792585, 'qualifierId': 213, 'value': '2.96'}, {'id': 4902792575, 'qualifierId': 3, 'value': '0'}, {'id': 4902792579, 'qualifierId': 140, 'value': '43.9'}, {'id': 4902822799, 'qualifierId': 144, 'value': '1'}, {'id': 4902792581, 'qualifierId': 141, 'value': '33.8'}];e23u0x31okggroh6dkoqx5fdg;D. Alexandre;;;bvuekh63a3mz81riid709k9hw;Deleted event;;;;;;;;;;2,96;;33,8;14,5;43,9;;;;0,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;43,9;33,8;;;;;;;0;0;0;9;Cincinnati II;9;DL;1,0
2663914917;6;1;1;0;10;4g68p0t2f5jzhzfr67i2rj1ex;1;43,9;33,8;2024-03-28T22:03:44.314Z;2024-03-28T22:03:46Z;[{'id': 4902792589, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902792591, 'qualifierId': 140, 'value': '47.4'}, {'id': 4902792595, 'qualifierId': 212, 'value': '18.4'}, {'id': 4902792597, 'qualifierId': 213, 'value': '4.91'}, {'id': 4902792593, 'qualifierId': 141, 'value': '7.3'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;4,91;;7,3;18,4;47,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;47,4;7,3;;;;;;;0;0;0;10;Cincinnati II;10;DC;1,0
2663914919;7;1;1;0;12;4g68p0t2f5jzhzfr67i2rj1ex;1;45,5;7,1;2024-03-28T22:03:46.170Z;2024-03-28T22:03:49Z;[{'id': 4902792603, 'qualifierId': 140, 'value': '60.6'}, {'id': 4902792601, 'qualifierId': 56, 'value': 'Right'}, {'id': 4902792607, 'qualifierId': 212, 'value': '16.2'}, {'id': 4902792609, 'qualifierId': 213, 'value': '6.09'}, {'id': 4902792605, 'qualifierId': 141, 'value': '2.5'}];5gd78gkv3k39vofarmapgeuj8;J. Mina;;;bvuekh63a3mz81riid709k9hw;Pass;;;;;;;;;;6,09;;2,5;16,2;60,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;60,6;2,5;;;;;;;0;0;0;12;Cincinnati II;12;DR;1,0
