id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_TeamKit;value_Captain;value_PlayerPosition;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Length;value_PassEndX;value_Angle;value_Zone;value_PassEndY;value_KickOff;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_NextEventGoalKick;value_GoalKick;value_Low;value_Offensive;value_Defensive;value_TouchTypePass;value_Chipped;value_TakeOnSpace;value_TouchTypeClearance;value_IntentionalAssist;value_Assist;value_OutSwinger;value_Cross;value_RightFooted;value_RegularPlay;value_GkY;value_GoalmouthY;value_GkX;value_BoxCentre;value_RelatedEventId;value_GoalmouthZ;value_Assisted;value_FirstTouch;value_BigChance;value_Head;value_High;value_NotVisible;value_PlayersCaughtOffside;value_Indirect;value_FreeKickTaken;value_IntendedTackleTarget;value_TouchTypeControl;value_NextEventThrowIn;value_ThrowIn;value_SwitchOfPlay;value_BlockedPass;value_DeletedEventType;value_AttemptedTackle;value_Direct;value_Foul;value_TakeOnOvertake;value_LowRight;value_BlockedX;value_LeftFooted;value_NotAssisted;value_IndividualPlay;value_BlockedY;value_OutOfBoxCentre;value_Collected;value_LowGkIntervention;value_Hands;value_Diving;value_KeeperThrow;value_OutOfPlay;value_InSwinger;value_RecklessOffence;value_YellowCard;value_LowCentre;value_SetPiece;value_Stooping;value_ThroughBall;value_PullBack;value_LayOff;value_Deflection;value_Fumble;value_ParriedDanger;value_MediumGkIntervention;value_HeadPass;value_ShirtPull/Holding;value_ParriedSafe;value_Left;value_Right;value_CornerTaken;value_FlickOn;value_GkStart;value_HighCentre;value_SwerveRight;value_HighGkIntervention;value_Reaching;value_BoxLeft;value_HighRight;value_BlockedCross;value_Minutes;value_FastBreak;value_SoloRun;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_LowLeft;value_HighClaim;value_EndType;value_Standing;value_KeeperTouched;value_SmallBoxLeft;value_Shove/Push;value_Volley;value_OutOnSideline;value_NotPastGoalLine;value_OverArm;value_Blocked;value_DefBlock;value_GkKickFromHands;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Obstruction;value_Overrun;value_DrivenCross;value_Straight;value_SixYardBlocked;value_BoxRight;value_Feet;value_HighLeft;value_FromCorner;value_OtherObstacle;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Saved;value_Scored;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2732029661;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-10-06T19:15:30.669Z;2024-10-06T20:38:14Z;[{'id': 5275011413, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5275011409, 'qualifierId': 59, 'value': '95, 99, 70, 81, 20, 42, 72, 92, 97, 77, 41, 88, 37, 51, 32, 21, 34, 33, 39, 49'}, {'id': 5275011405, 'qualifierId': 30, 'value': 'd8jipeh184bc6p9c0uervzytw, 9p86jgzpsokma52ifxswk4woa, mm0bv35ngf0sqh2yx2eza4x6, 3wkej06590b61lyqm7vt1kwes, 1z750xyx7stmv6uf51h1y6ehh, ahl3kfbfeubf6zfl7x8qrlm38, 72xq9zy27facbbowtwsuzw0lw, bxnegxnynd1glae8g0vfigfvu, 9rgkh8j5l8n0ld96ojr47xy7e, 6kpb5yyfk2ifjgtfkspb8xwd0, dzo2odov052991qseshgfruju, 929ogu77f1e7edncwll3wv4t0, 5gl31qop7zlj9mfbtolvj7xuc, 48vc423tkz4mx7oql1ahqneac, 5gg2mxmy9ff40oku3s09gavl6, 1qtu7ppqssq1jz3ghx871jjf8, 8rq61cgteiomxej2p0nxaw6c4, asy97zdxk0352toy38huzk222, tw82u87mw6kggtjblt1hhdzo, 8zi8ztqodyei25r17enlqfhuc'}, {'id': 5275011415, 'qualifierId': 197, 'value': '8379'}, {'id': 5275394091, 'qualifierId': 194, 'value': '1z750xyx7stmv6uf51h1y6ehh'}, {'id': 5275011407, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5275011417, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5275011411, 'qualifierId': 130, 'value': '2'}];;;;;nnpgb9jt7so13bjapogzqcr8;Team set up;;;;8379,0;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;0;Ventura County;0;;
2732031385;1;34;16;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-10-06T19:17:06.521Z;2024-10-10T06:21:42Z;[{'id': 5275020145, 'qualifierId': 30, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex, 70e7dozhms3xdkr0n6kas00es, 4blue6g56i3t9iffjcmjs6hhw, 1o0ew8fp44fuo3o7c8ef8pd2i, ckqdb14rd2i1scytlygbsncb8, e23yyl43xtcve09dx234uuj8, b2sl4wp77nrynvodb6k19yfze, 58akq0ojntf5n123msb1tzeok, 5zawuirp825t4brhaj90k9duy, 4o8ulvahxfb06x5xhvflvwhzo, 74bhj4xi5zgq6evsr4c766p04, 4283da2hccprbybkv4nvmos2c, pldpnmzoo867jhdvamuhp9n8, 7suq9shgwa8fyip80f1zy1mhg, 2io6rajwkftjli8i14hf606ei, 1k1vw0upmpekjnh6mmfhqz8yc, 92k301czub8hcyhqa10qvpt04'}, {'id': 5275020149, 'qualifierId': 59, 'value': '31, 75, 50, 21, 64, 51, 53, 87, 61, 84, 65, 95, 91, 97, 71, 73, 49'}, {'id': 5275020155, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5279788071, 'qualifierId': 194, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex'}, {'id': 5275020153, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}, {'id': 5275020147, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5'}, {'id': 5275020151, 'qualifierId': 130, 'value': '8'}, {'id': 5275516345, 'qualifierId': 197, 'value': '23342'}];;;;;nnpgb9jt7so13bjapogzqcr8;Team set up;;;;23342,0;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;0;0;Real Monarchs;0;;
2732069407;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-10-06T20:05:44.485Z;2024-10-10T05:44:42Z;[{'id': 5275225537, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;nnpgb9jt7so13bjapogzqcr8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;0;Ventura County;0;;
2732069419;2;32;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-10-06T20:05:44.485Z;2024-10-06T20:05:47Z;[{'id': 5275225603, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;nnpgb9jt7so13bjapogzqcr8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;0;0;Real Monarchs;0;;
2732069535;3;1;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;50,0;50,0;2024-10-06T20:05:44.486Z;2024-10-06T20:05:51Z;[{'id': 5275226219, 'qualifierId': 212, 'value': '13.4'}, {'id': 5275226215, 'qualifierId': 140, 'value': '37.2'}, {'id': 5275226221, 'qualifierId': 213, 'value': '3.13'}, {'id': 5275226213, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275226217, 'qualifierId': 141, 'value': '50.2'}, {'id': 5275226223, 'qualifierId': 279, 'value': 'S'}];9rgkh8j5l8n0ld96ojr47xy7e;J. Perruzza;;;nnpgb9jt7so13bjapogzqcr8;Pass;;;;;;;;;;13,4;37,2;3,13;;50,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;37,2;50,2;;;;;;;;0;0;0;Ventura County;0;FW;1,0
2732069551;4;1;1;0;2;cbip96wzs3jc2xadoluhhxotl;1;39,3;46,8;2024-10-06T20:05:46.736Z;2024-10-06T20:05:58Z;[{'id': 5275226333, 'qualifierId': 213, 'value': '0.10'}, {'id': 5275226321, 'qualifierId': 56, 'value': 'Center'}, {'id': 5275226331, 'qualifierId': 212, 'value': '11.4'}, {'id': 5275226329, 'qualifierId': 141, 'value': '48.5'}, {'id': 5275226325, 'qualifierId': 140, 'value': '50.1'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;nnpgb9jt7so13bjapogzqcr8;Pass;;;;;;;;;;11,4;50,1;0,1;;48,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;50,1;48,5;;;;;;;;0;0;2;Ventura County;2;MC;1,0
2732069715;6;1;1;0;4;cbip96wzs3jc2xadoluhhxotl;1;48,5;47,2;2024-10-06T20:05:48.507Z;2024-10-06T20:06:05Z;[{'id': 5275227201, 'qualifierId': 213, 'value': '2.60'}, {'id': 5275227199, 'qualifierId': 212, 'value': '9.9'}, {'id': 5275227195, 'qualifierId': 140, 'value': '40.4'}, {'id': 5275227197, 'qualifierId': 141, 'value': '54.7'}, {'id': 5275227193, 'qualifierId': 56, 'value': 'Back'}];9rgkh8j5l8n0ld96ojr47xy7e;J. Perruzza;;;nnpgb9jt7so13bjapogzqcr8;Pass;;;;;;;;;;9,9;40,4;2,6;;54,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;40,4;54,7;;;;;;;;0;0;4;Ventura County;4;FW;1,0
2732069887;7;1;1;0;5;cbip96wzs3jc2xadoluhhxotl;0;43,7;56,4;2024-10-06T20:05:49.943Z;2024-10-06T20:06:23Z;[{'id': 5275228113, 'qualifierId': 56, 'value': 'Center'}, {'id': 5275228123, 'qualifierId': 1}, {'id': 5275228117, 'qualifierId': 141, 'value': '28.9'}, {'id': 5275228119, 'qualifierId': 212, 'value': '63.3'}, {'id': 5275228115, 'qualifierId': 140, 'value': '100.0'}, {'id': 5275228111, 'qualifierId': 157}, {'id': 5275228121, 'qualifierId': 213, 'value': '5.98'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;nnpgb9jt7so13bjapogzqcr8;Pass;;;;;;;;;;63,3;100,0;5,98;;28,9;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;100,0;28,9;;;;;;;;0;0;5;Ventura County;5;MC;1,0
2732069765;3;5;1;0;8;8ijkk62897so5r3bq0wgwx4bu;1;-0,6;66,8;2024-10-06T20:05:53.004Z;2024-10-06T20:17:05Z;[{'id': 5275227501, 'qualifierId': 233, 'value': '5'}, {'id': 5275227475, 'qualifierId': 346}, {'id': 5275227473, 'qualifierId': 56, 'value': 'Back'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;nnpgb9jt7so13bjapogzqcr8;Out;;;;;;;;;;;;;;;;;;5,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;0;8;Real Monarchs;8;MC;1,0
2732069553;5;5;1;0;8;cbip96wzs3jc2xadoluhhxotl;0;100,6;33,2;2024-10-06T20:05:53.004Z;2024-10-06T20:17:05Z;[{'id': 5275226341, 'qualifierId': 346}, {'id': 5275227525, 'qualifierId': 233, 'value': '3'}, {'id': 5275226339, 'qualifierId': 56, 'value': 'Center'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;nnpgb9jt7so13bjapogzqcr8;Out;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;8;Ventura County;8;MC;1,0
