id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_PlayerPosition;value_Captain;value_Resume;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Length;value_Zone;value_Angle;value_PassEndY;value_LongBall;value_Chipped;value_Head;value_OutOfPlay;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_TakeOnOvertake;value_Defensive;value_TouchTypeClearance;value_DeletedEventType;value_IntendedTackleTarget;value_TouchTypePass;value_TouchTypeControl;value_RegularPlay;value_IndividualPlay;value_GkY;value_35Centre;value_LeftFooted;value_Right;value_NotAssisted;value_GoalmouthY;value_GkX;value_GoalmouthZ;value_MisHit;value_NextEventGoalKick;value_GoalKick;value_Low;value_Direct;value_Foul;value_Shove/Push;value_FreeKickTaken;value_Launch;value_HeadPass;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_ThroughBall;value_LastLine;value_BlockedPass;value_LeadingToGoal;value_Defensive1V1;value_Assist;value_Assisted;value_RelatedError1Id;value_GkYTimeOfGoal;value_RightFooted;value_GkXTimeOfGoal;value_RelatedEventId;value_GoalShotTimestamp;value_GoalShotGameClock;value_BoxRight;value_LowLeft;value_AttemptedTackle;value_High;value_HighCentre;value_BlockedY;value_BoxCentre;value_BlockedX;value_MediumGkIntervention;value_Hands;value_ParriedDanger;value_Standing;value_Cross;value_OutSwinger;value_BlockedCross;value_Left;value_CornerTaken;value_FastBreak;value_IntentionalAssist;value_FirstTouch;value_BigChance;value_SmallBoxCentre;value_LowCentre;value_LayOff;value_HighClaim;value_KeeperThrow;value_TakeOnSpace;value_FlickOn;value_BoxLeft;value_Blocked;value_DefBlock;value_CloseRight;value_SmallBoxRight;value_LowRight;value_LowGkIntervention;value_Diving;value_Injury;value_InjuredPlayerId;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_HighGkIntervention;value_Argument;value_YellowCard;value_OutOfBoxCentre;value_Caught;value_HitWoodwork;value_HitLeftPost;value_Overrun;value_ShirtPull/Holding;value_CloseHigh;value_SwerveLeft;value_FreeKick;value_Minutes;value_HighRight;value_EndType;value_SwitchOfPlay;value_Stooping;value_Dissent;value_Handball;value_PullBack;value_NotPastGoalLine;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistType;value_OtherObstacle;value_BallHitsReferee;value_CloseLeft;value_Tactical;value_Collected;value_OverArm;value_RecklessOffence;value_ParriedSafe;value_Volley;value_Strong;value_LeadingToAttempt;value_Feet;value_Sliding;value_SetPiece;value_SixYardBlocked;value_BoxDeepLeft;value_InSwinger;value_GkKickFromHands;value_1On1;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2672216465;54;1;1;6;38;c7c4wwva2u1vb3rr7rwava044;1;31,7;60,3;2024-04-13T21:11:51.665Z;2024-04-13T21:11:53Z;[{'id': 4947610143, 'qualifierId': 212, 'value': '24.5'}, {'id': 4947610139, 'qualifierId': 140, 'value': '36.3'}, {'id': 4947610135, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947610145, 'qualifierId': 213, 'value': '1.37'}, {'id': 4947610141, 'qualifierId': 141, 'value': '95.6'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;36,3;24,5;;1,37;95,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;36,3;95,6;;;;;;;0;0;6;38;Chattanooga;398;FW;1,0
2672216487;55;1;1;6;40;c7c4wwva2u1vb3rr7rwava044;1;36,2;95,6;2024-04-13T21:11:53.238Z;2024-04-13T21:11:56Z;[{'id': 4947610293, 'qualifierId': 140, 'value': '55.3'}, {'id': 4947610301, 'qualifierId': 1}, {'id': 4947610299, 'qualifierId': 213, 'value': '5.37'}, {'id': 4947610297, 'qualifierId': 212, 'value': '32.9'}, {'id': 4947610295, 'qualifierId': 141, 'value': '57.2'}, {'id': 4947610291, 'qualifierId': 56, 'value': 'Center'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;55,3;32,9;;5,37;57,2;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;55,3;57,2;;;;;;;0;0;6;40;Chattanooga;400;DC;1,0
2672216505;56;2;1;6;42;c7c4wwva2u1vb3rr7rwava044;1;57,4;62,2;2024-04-13T21:11:55.359Z;2024-04-16T17:01:47Z;[{'id': 4947610469, 'qualifierId': 56, 'value': 'Center'}, {'id': 4947610439, 'qualifierId': 140, 'value': '64.5'}, {'id': 4947610467, 'qualifierId': 7, 'value': '1874nj27f507jqja4e8zla1as'}, {'id': 4947610441, 'qualifierId': 141, 'value': '74.8'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;c4tg06bt5q3nd8ybr6vr38n4k;Offside Pass;;;;;;;;;;;64,5;;;;74,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;64,5;74,8;;;;;;;0;0;6;42;Chattanooga;402;MR;1,0
2672216493;94;55;1;6;42;cwnjxlibb02fuh0vwgvac6h45;1;39,2;41,3;2024-04-13T21:11:55.360Z;2024-04-16T17:01:54Z;[];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;c4tg06bt5q3nd8ybr6vr38n4k;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;6;42;Inter Miami II;402;DC;1,0
2672216647;95;1;1;7;5;cwnjxlibb02fuh0vwgvac6h45;1;31,7;27,6;2024-04-13T21:12:18.459Z;2024-04-13T21:12:21Z;[{'id': 4947611245, 'qualifierId': 241}, {'id': 4947611249, 'qualifierId': 140, 'value': '29.9'}, {'id': 4947611243, 'qualifierId': 5}, {'id': 4947611253, 'qualifierId': 212, 'value': '20.7'}, {'id': 4947611247, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947611255, 'qualifierId': 213, 'value': '1.66'}, {'id': 4947611251, 'qualifierId': 141, 'value': '57.9'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;29,9;20,7;;1,66;57,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;29,9;57,9;;;;;;;0;0;7;5;Inter Miami II;425;DL;1,0
2672216677;96;1;1;7;8;cwnjxlibb02fuh0vwgvac6h45;1;30,4;59,3;2024-04-13T21:12:21.563Z;2024-04-13T21:12:24Z;[{'id': 4947611431, 'qualifierId': 213, 'value': '1.05'}, {'id': 4947611427, 'qualifierId': 141, 'value': '84.8'}, {'id': 4947611425, 'qualifierId': 140, 'value': '39.9'}, {'id': 4947611429, 'qualifierId': 212, 'value': '20.0'}, {'id': 4947611423, 'qualifierId': 56, 'value': 'Back'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;39,9;20,0;;1,05;84,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;39,9;84,8;;;;;;;0;0;7;8;Inter Miami II;428;DC;1,0
2672216691;97;1;1;7;11;cwnjxlibb02fuh0vwgvac6h45;1;38,6;88,1;2024-04-13T21:12:24.699Z;2024-04-13T21:12:26Z;[{'id': 4947611507, 'qualifierId': 141, 'value': '74.2'}, {'id': 4947611503, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947611509, 'qualifierId': 212, 'value': '15.8'}, {'id': 4947611505, 'qualifierId': 140, 'value': '26.6'}, {'id': 4947611511, 'qualifierId': 213, 'value': '3.79'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;26,6;15,8;;3,79;74,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;26,6;74,2;;;;;;;0;0;7;11;Inter Miami II;431;MC;1,0
2672216731;98;1;1;7;13;cwnjxlibb02fuh0vwgvac6h45;1;26,8;75,3;2024-04-13T21:12:26.636Z;2024-04-13T21:12:32Z;[{'id': 4947611703, 'qualifierId': 213, 'value': '0.56'}, {'id': 4947611701, 'qualifierId': 212, 'value': '18.9'}, {'id': 4947611697, 'qualifierId': 140, 'value': '42.1'}, {'id': 4947611699, 'qualifierId': 141, 'value': '90.0'}, {'id': 4947611693, 'qualifierId': 155}, {'id': 4947611695, 'qualifierId': 56, 'value': 'Back'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;42,1;18,9;;0,56;90,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;42,1;90,0;;;;;;;0;0;7;13;Inter Miami II;433;DC;1,0
2672216745;99;1;1;7;19;cwnjxlibb02fuh0vwgvac6h45;1;43,2;89,1;2024-04-13T21:12:32.427Z;2024-04-13T21:12:35Z;[{'id': 4947611847, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947611853, 'qualifierId': 212, 'value': '22.3'}, {'id': 4947611851, 'qualifierId': 141, 'value': '61.2'}, {'id': 4947611855, 'qualifierId': 213, 'value': '4.16'}, {'id': 4947611849, 'qualifierId': 140, 'value': '32.1'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;32,1;22,3;;4,16;61,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;32,1;61,2;;;;;;;0;0;7;19;Inter Miami II;439;DC;1,0
2672216749;100;1;1;7;22;cwnjxlibb02fuh0vwgvac6h45;1;32,5;57,0;2024-04-13T21:12:35.291Z;2024-04-13T21:12:36Z;[{'id': 4947611891, 'qualifierId': 141, 'value': '45.4'}, {'id': 4947611895, 'qualifierId': 213, 'value': '4.25'}, {'id': 4947611889, 'qualifierId': 140, 'value': '28.8'}, {'id': 4947611893, 'qualifierId': 212, 'value': '8.8'}, {'id': 4947611887, 'qualifierId': 56, 'value': 'Back'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;28,8;8,8;;4,25;45,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;28,8;45,4;;;;;;;0;0;7;22;Inter Miami II;442;MC;1,0
2672216789;101;1;1;7;23;cwnjxlibb02fuh0vwgvac6h45;1;28,8;45,4;2024-04-13T21:12:36.731Z;2024-04-13T21:12:43Z;[{'id': 4947612177, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947612183, 'qualifierId': 212, 'value': '15.3'}, {'id': 4947612179, 'qualifierId': 140, 'value': '28.9'}, {'id': 4947612185, 'qualifierId': 213, 'value': '1.56'}, {'id': 4947612181, 'qualifierId': 141, 'value': '67.9'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;28,9;15,3;;1,56;67,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;28,9;67,9;;;;;;;0;0;7;23;Inter Miami II;443;DL;1,0
2672216793;102;1;1;7;30;cwnjxlibb02fuh0vwgvac6h45;1;31,6;87,8;2024-04-13T21:12:43.211Z;2024-04-13T21:12:44Z;[{'id': 4947612209, 'qualifierId': 140, 'value': '33.0'}, {'id': 4947612219, 'qualifierId': 213, 'value': '4.88'}, {'id': 4947612215, 'qualifierId': 212, 'value': '8.8'}, {'id': 4947612211, 'qualifierId': 141, 'value': '75.0'}, {'id': 4947612207, 'qualifierId': 56, 'value': 'Back'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;33,0;8,8;;4,88;75,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;33,0;75,0;;;;;;;0;0;7;30;Inter Miami II;450;DC;1,0
2672216801;103;1;1;7;30;cwnjxlibb02fuh0vwgvac6h45;1;33,0;75,0;2024-04-13T21:12:44.170Z;2024-04-13T21:12:45Z;[{'id': 4947612263, 'qualifierId': 141, 'value': '89.4'}, {'id': 4947612265, 'qualifierId': 212, 'value': '9.8'}, {'id': 4947612261, 'qualifierId': 140, 'value': '32.1'}, {'id': 4947612259, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947612267, 'qualifierId': 213, 'value': '1.67'}];1h5rgsol19v1pcl5ksstrv9t6;M. Garvanian;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;32,1;9,8;;1,67;89,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;32,1;89,4;;;;;;;0;0;7;30;Inter Miami II;450;DC;1,0
2672216845;104;1;1;7;32;cwnjxlibb02fuh0vwgvac6h45;1;32,1;89,4;2024-04-13T21:12:45.435Z;2024-04-13T21:12:49Z;[{'id': 4947612569, 'qualifierId': 213, 'value': '3.80'}, {'id': 4947612563, 'qualifierId': 140, 'value': '7.2'}, {'id': 4947612571, 'qualifierId': 1}, {'id': 4947612559, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947612565, 'qualifierId': 141, 'value': '59.4'}, {'id': 4947612567, 'qualifierId': 212, 'value': '33.2'}];7e8xkqlux0myjc5cwtb7rega1;D. Viáfara;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;7,2;33,2;;3,8;59,4;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;7,2;59,4;;;;;;;0;0;7;32;Inter Miami II;452;DC;1,0
2672216867;105;1;1;7;36;cwnjxlibb02fuh0vwgvac6h45;1;7,7;59,4;2024-04-13T21:12:49.547Z;2024-04-13T21:12:52Z;[{'id': 4947612697, 'qualifierId': 213, 'value': '5.49'}, {'id': 4947612691, 'qualifierId': 140, 'value': '15.8'}, {'id': 4947612695, 'qualifierId': 212, 'value': '12.2'}, {'id': 4947612689, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947612693, 'qualifierId': 141, 'value': '46.6'}];ew3qxbn1ev1qv7wi0iwoc642c;J. Burke;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;15,8;12,2;;5,49;46,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;15,8;46,6;;;;;;;0;0;7;36;Inter Miami II;456;GK;1,0
2672216901;106;1;1;7;39;cwnjxlibb02fuh0vwgvac6h45;1;18,3;44,3;2024-04-13T21:12:52.619Z;2024-04-13T21:12:56Z;[{'id': 4947612911, 'qualifierId': 213, 'value': '5.53'}, {'id': 4947612905, 'qualifierId': 140, 'value': '33.7'}, {'id': 4947612909, 'qualifierId': 212, 'value': '22.1'}, {'id': 4947612903, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947612907, 'qualifierId': 141, 'value': '22.1'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;33,7;22,1;;5,53;22,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;33,7;22,1;;;;;;;0;0;7;39;Inter Miami II;459;DL;1,0
2672216919;107;1;1;7;43;cwnjxlibb02fuh0vwgvac6h45;0;33,0;20,9;2024-04-13T21:12:56.459Z;2024-04-13T21:12:59Z;[{'id': 4947613033, 'qualifierId': 1}, {'id': 4947613027, 'qualifierId': 141, 'value': '15.2'}, {'id': 4947613031, 'qualifierId': 213, 'value': '6.19'}, {'id': 4947613023, 'qualifierId': 56, 'value': 'Right'}, {'id': 4947613029, 'qualifierId': 212, 'value': '42.1'}, {'id': 4947613021, 'qualifierId': 155}, {'id': 4947613025, 'qualifierId': 140, 'value': '72.9'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;72,9;42,1;;6,19;15,2;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;72,9;15,2;;;;;;;0;0;7;43;Inter Miami II;463;MC;1,0
2672216957;57;1;1;7;46;c7c4wwva2u1vb3rr7rwava044;1;21,8;79,7;2024-04-13T21:12:59.511Z;2024-04-13T21:13:03Z;[{'id': 4947613297, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947613303, 'qualifierId': 212, 'value': '7.2'}, {'id': 4947613301, 'qualifierId': 141, 'value': '89.6'}, {'id': 4947613305, 'qualifierId': 213, 'value': '1.92'}, {'id': 4947613295, 'qualifierId': 3}, {'id': 4947613299, 'qualifierId': 140, 'value': '19.5'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;19,5;7,2;;1,92;89,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;19,5;89,6;;;;;;;0;0;7;46;Chattanooga;466;DC;1,0
2672216961;58;61;1;7;48;c7c4wwva2u1vb3rr7rwava044;0;13,2;95,3;2024-04-13T21:13:01.790Z;2024-04-16T17:02:36Z;[{'id': 4947613327, 'qualifierId': 56, 'value': 'Back'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;c4tg06bt5q3nd8ybr6vr38n4k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;7;48;Chattanooga;468;DC;1,0
2673848765;949;56;1;7;49;cwnjxlibb02fuh0vwgvac6h45;1;96,2;2,3;2024-04-13T21:13:02.801Z;2024-04-16T17:02:42Z;[{'id': 4956340377, 'qualifierId': 56, 'value': 'Right'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;c4tg06bt5q3nd8ybr6vr38n4k;Shield ball opp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;7;49;Inter Miami II;469;DR;1,0
2672216977;59;5;1;7;50;c7c4wwva2u1vb3rr7rwava044;0;2,8;101,4;2024-04-13T21:13:04.122Z;2024-04-13T23:22:54Z;[{'id': 4947613407, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947614455, 'qualifierId': 233, 'value': '108'}, {'id': 4947613409, 'qualifierId': 347}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;c4tg06bt5q3nd8ybr6vr38n4k;Out;;;;;;;;;;;;;;;;;;;;1,0;108,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;7;50;Chattanooga;470;DC;1,0
2672217131;108;5;1;7;50;cwnjxlibb02fuh0vwgvac6h45;1;97,2;-1,4;2024-04-13T21:13:04.122Z;2024-04-13T21:13:24Z;[{'id': 4947614397, 'qualifierId': 347}, {'id': 4947614395, 'qualifierId': 56, 'value': 'Right'}, {'id': 4947614435, 'qualifierId': 233, 'value': '59'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;c4tg06bt5q3nd8ybr6vr38n4k;Out;;;;;;;;;;;;;;;;;;;;1,0;59,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;7;50;Inter Miami II;470;DR;1,0
2672217165;109;1;1;8;10;cwnjxlibb02fuh0vwgvac6h45;1;96,2;0,0;2024-04-13T21:13:23.610Z;2024-04-13T21:13:26Z;[{'id': 4947614597, 'qualifierId': 140, 'value': '96.6'}, {'id': 4947614601, 'qualifierId': 212, 'value': '6.6'}, {'id': 4947614603, 'qualifierId': 213, 'value': '1.51'}, {'id': 4947614595, 'qualifierId': 56, 'value': 'Right'}, {'id': 4947614593, 'qualifierId': 107}, {'id': 4947614599, 'qualifierId': 141, 'value': '8.6'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;96,6;6,6;;1,51;8,6;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;96,6;8,6;;;;;;;0;0;8;10;Inter Miami II;490;DR;1,0
2672217167;110;61;1;8;11;cwnjxlibb02fuh0vwgvac6h45;0;96,6;8,6;2024-04-13T21:13:24.443Z;2024-04-13T21:13:30Z;[{'id': 4947614619, 'qualifierId': 56, 'value': 'Right'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;c4tg06bt5q3nd8ybr6vr38n4k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;8;11;Inter Miami II;491;FW;1,0
