id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_PlayerPosition;value_Captain;value_Resume;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Length;value_Zone;value_Angle;value_PassEndY;value_LongBall;value_Chipped;value_Head;value_OutOfPlay;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_TakeOnOvertake;value_Defensive;value_TouchTypeClearance;value_DeletedEventType;value_IntendedTackleTarget;value_TouchTypePass;value_TouchTypeControl;value_RegularPlay;value_IndividualPlay;value_GkY;value_35Centre;value_LeftFooted;value_Right;value_NotAssisted;value_GoalmouthY;value_GkX;value_GoalmouthZ;value_MisHit;value_NextEventGoalKick;value_GoalKick;value_Low;value_Direct;value_Foul;value_Shove/Push;value_FreeKickTaken;value_Launch;value_HeadPass;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_ThroughBall;value_LastLine;value_BlockedPass;value_LeadingToGoal;value_Defensive1V1;value_Assist;value_Assisted;value_RelatedError1Id;value_GkYTimeOfGoal;value_RightFooted;value_GkXTimeOfGoal;value_RelatedEventId;value_GoalShotTimestamp;value_GoalShotGameClock;value_BoxRight;value_LowLeft;value_AttemptedTackle;value_High;value_HighCentre;value_BlockedY;value_BoxCentre;value_BlockedX;value_MediumGkIntervention;value_Hands;value_ParriedDanger;value_Standing;value_Cross;value_OutSwinger;value_BlockedCross;value_Left;value_CornerTaken;value_FastBreak;value_IntentionalAssist;value_FirstTouch;value_BigChance;value_SmallBoxCentre;value_LowCentre;value_LayOff;value_HighClaim;value_KeeperThrow;value_TakeOnSpace;value_FlickOn;value_BoxLeft;value_Blocked;value_DefBlock;value_CloseRight;value_SmallBoxRight;value_LowRight;value_LowGkIntervention;value_Diving;value_Injury;value_InjuredPlayerId;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_HighGkIntervention;value_Argument;value_YellowCard;value_OutOfBoxCentre;value_Caught;value_HitWoodwork;value_HitLeftPost;value_Overrun;value_ShirtPull/Holding;value_CloseHigh;value_SwerveLeft;value_FreeKick;value_Minutes;value_HighRight;value_EndType;value_SwitchOfPlay;value_Stooping;value_Dissent;value_Handball;value_PullBack;value_NotPastGoalLine;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistType;value_OtherObstacle;value_BallHitsReferee;value_CloseLeft;value_Tactical;value_Collected;value_OverArm;value_RecklessOffence;value_ParriedSafe;value_Volley;value_Strong;value_LeadingToAttempt;value_Feet;value_Sliding;value_SetPiece;value_SixYardBlocked;value_BoxDeepLeft;value_InSwinger;value_GkKickFromHands;value_1On1;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2672230827;387;1;1;34;3;cwnjxlibb02fuh0vwgvac6h45;1;7,0;50,9;2024-04-13T21:39:16.646Z;2024-04-13T21:39:18Z;[{'id': 4947692847, 'qualifierId': 213, 'value': '5.04'}, {'id': 4947692845, 'qualifierId': 212, 'value': '19.0'}, {'id': 4947692841, 'qualifierId': 140, 'value': '12.8'}, {'id': 4947692843, 'qualifierId': 141, 'value': '24.4'}, {'id': 4947692839, 'qualifierId': 56, 'value': 'Back'}];ew3qxbn1ev1qv7wi0iwoc642c;J. Burke;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;12,8;19,0;;5,04;24,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;12,8;24,4;;;;;;;0;0;34;3;Inter Miami II;2043;GK;1,0
2672230845;388;1;1;34;5;cwnjxlibb02fuh0vwgvac6h45;1;12,8;24,4;2024-04-13T21:39:18.517Z;2024-04-13T21:39:21Z;[{'id': 4947692981, 'qualifierId': 212, 'value': '24.6'}, {'id': 4947692979, 'qualifierId': 141, 'value': '5.2'}, {'id': 4947692983, 'qualifierId': 213, 'value': '5.72'}, {'id': 4947692977, 'qualifierId': 140, 'value': '32.7'}, {'id': 4947692975, 'qualifierId': 56, 'value': 'Back'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;32,7;24,6;;5,72;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;32,7;5,2;;;;;;;0;0;34;5;Inter Miami II;2045;DL;1,0
2672230921;389;1;1;34;8;cwnjxlibb02fuh0vwgvac6h45;1;37,5;5,2;2024-04-13T21:39:21.749Z;2024-04-17T08:37:09Z;[{'id': 4947693379, 'qualifierId': 141, 'value': '2.9'}, {'id': 4947693381, 'qualifierId': 212, 'value': '41.3'}, {'id': 4947693385, 'qualifierId': 1}, {'id': 4947693383, 'qualifierId': 213, 'value': '6.25'}, {'id': 4947693375, 'qualifierId': 56, 'value': 'Right'}, {'id': 4947693377, 'qualifierId': 140, 'value': '76.8'}];exunlng0cgo9bpqh4x6jpxyax;J. Williams;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;76,8;41,3;;6,25;2,9;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;76,8;2,9;;;;;;;0;0;34;8;Inter Miami II;2048;DR;1,0
2672230935;390;1;1;34;18;cwnjxlibb02fuh0vwgvac6h45;1;97,6;26,2;2024-04-13T21:39:31.215Z;2024-04-17T08:37:25Z;[{'id': 4947695359, 'qualifierId': 22}, {'id': 4947693487, 'qualifierId': 213, 'value': '1.67'}, {'id': 4947693477, 'qualifierId': 155}, {'id': 4947695355, 'qualifierId': 210, 'value': '16'}, {'id': 4947693481, 'qualifierId': 140, 'value': '96.6'}, {'id': 4947693485, 'qualifierId': 212, 'value': '11.1'}, {'id': 4947693479, 'qualifierId': 56, 'value': 'Center'}, {'id': 4947695357, 'qualifierId': 154}, {'id': 4947693483, 'qualifierId': 141, 'value': '42.5'}];82uh6ad46fvub9b0vfapw2vze;J. James;1,0;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;96,6;11,1;;1,67;42,5;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;96,6;42,5;;;;;;;0;0;34;18;Inter Miami II;2058;FWR;1,0
2672231093;392;44;1;34;19;cwnjxlibb02fuh0vwgvac6h45;1;94,7;41,5;2024-04-13T21:39:33.142Z;2024-04-13T21:39:57Z;[{'id': 4947694471, 'qualifierId': 56, 'value': 'Center'}, {'id': 4947694487, 'qualifierId': 233, 'value': '243'}, {'id': 4947694473, 'qualifierId': 286}];at2xv960peboe9spoag2kn21g;A. McGrath;;;c4tg06bt5q3nd8ybr6vr38n4k;Aerial;;;;;;;;;;;;;;;;;;;;;243,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;34;19;Inter Miami II;2059;MC;1,0
2672231037;243;44;1;34;19;c7c4wwva2u1vb3rr7rwava044;0;5,3;58,5;2024-04-13T21:39:33.143Z;2024-04-13T21:39:57Z;[{'id': 4947694155, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947694157, 'qualifierId': 285}, {'id': 4947694497, 'qualifierId': 233, 'value': '392'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;c4tg06bt5q3nd8ybr6vr38n4k;Aerial;;;;;;;;;;;;;;;;;;;;;392,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;34;19;Chattanooga;2059;DL;1,0
2672230937;391;16;1;34;20;cwnjxlibb02fuh0vwgvac6h45;1;96,2;41,5;2024-04-13T21:39:33.846Z;2024-04-17T08:38:02Z;[{'id': 4957375995, 'qualifierId': 395, 'value': '0.7'}, {'id': 4947693495, 'qualifierId': 22}, {'id': 4947694679, 'qualifierId': 328}, {'id': 4947695385, 'qualifierId': 76}, {'id': 4947693499, 'qualifierId': 56, 'value': 'Center'}, {'id': 4947695389, 'qualifierId': 154}, {'id': 4947694675, 'qualifierId': 15}, {'id': 4947695399, 'qualifierId': 230, 'value': '99.3'}, {'id': 4947695403, 'qualifierId': 138}, {'id': 4947695395, 'qualifierId': 102, 'value': '53.9'}, {'id': 4947694681, 'qualifierId': 374, 'value': '2024-04-13 22:39:33.425'}, {'id': 4947695407, 'qualifierId': 274}, {'id': 4947695401, 'qualifierId': 231, 'value': '46.2'}, {'id': 4947695397, 'qualifierId': 103, 'value': '11.4'}, {'id': 4947695387, 'qualifierId': 29}, {'id': 4957375997, 'qualifierId': 396, 'value': '52.3'}, {'id': 4947693497, 'qualifierId': 60}, {'id': 4947695391, 'qualifierId': 55, 'value': '390'}, {'id': 4947694685, 'qualifierId': 375, 'value': '34:20.216'}, {'id': 4957375993, 'qualifierId': 214}];at2xv960peboe9spoag2kn21g;A. McGrath;;;c4tg06bt5q3nd8ybr6vr38n4k;Goal;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;1,0;;46,2;;;;;53,9;99,3;11,4;;;;;;;;;;;;;;;;;;;;1,0;;52,3;;0,7;390,0;;;;1,0;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;53,9;11.4;390,0;82uh6ad46fvub9b0vfapw2vze;0;1;34;20;Inter Miami II;2060;MC;1,0
2672231343;244;1;1;35;14;c7c4wwva2u1vb3rr7rwava044;1;50,1;50,0;2024-04-13T21:40:27.681Z;2024-04-13T21:40:31Z;[{'id': 4947695939, 'qualifierId': 140, 'value': '36.1'}, {'id': 4947695943, 'qualifierId': 212, 'value': '14.7'}, {'id': 4947695947, 'qualifierId': 279, 'value': 'G'}, {'id': 4947695941, 'qualifierId': 141, 'value': '48.8'}, {'id': 4947695945, 'qualifierId': 213, 'value': '3.20'}, {'id': 4947695937, 'qualifierId': 56, 'value': 'Back'}];1874nj27f507jqja4e8zla1as;B. Destin;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;36,1;14,7;;3,2;48,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;36,1;48,8;;;;;;;0;0;35;14;Chattanooga;2114;ML;1,0
2672231351;245;1;1;35;18;c7c4wwva2u1vb3rr7rwava044;1;37,7;46,4;2024-04-13T21:40:31.288Z;2024-04-13T21:40:32Z;[{'id': 4947695997, 'qualifierId': 140, 'value': '24.2'}, {'id': 4947696001, 'qualifierId': 212, 'value': '14.5'}, {'id': 4947695999, 'qualifierId': 141, 'value': '42.2'}, {'id': 4947696003, 'qualifierId': 213, 'value': '3.34'}, {'id': 4947695995, 'qualifierId': 56, 'value': 'Back'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;24,2;14,5;;3,34;42,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;24,2;42,2;;;;;;;0;0;35;18;Chattanooga;2118;MC;1,0
2672231361;246;1;1;35;19;c7c4wwva2u1vb3rr7rwava044;1;24,2;42,2;2024-04-13T21:40:32.281Z;2024-04-13T21:40:33Z;[{'id': 4947696069, 'qualifierId': 212, 'value': '12.6'}, {'id': 4947696063, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947696065, 'qualifierId': 140, 'value': '26.6'}, {'id': 4947696071, 'qualifierId': 213, 'value': '1.37'}, {'id': 4947696067, 'qualifierId': 141, 'value': '60.3'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;26,6;12,6;;1,37;60,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;26,6;60,3;;;;;;;0;0;35;19;Chattanooga;2119;DL;1,0
2672231369;247;1;1;35;20;c7c4wwva2u1vb3rr7rwava044;1;26,4;60,6;2024-04-13T21:40:33.584Z;2024-04-13T21:40:34Z;[{'id': 4947696113, 'qualifierId': 213, 'value': '5.75'}, {'id': 4947696109, 'qualifierId': 141, 'value': '54.0'}, {'id': 4947696105, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947696111, 'qualifierId': 212, 'value': '8.8'}, {'id': 4947696107, 'qualifierId': 140, 'value': '33.6'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;33,6;8,8;;5,75;54,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;33,6;54,0;;;;;;;0;0;35;20;Chattanooga;2120;DC;1,0
2672231383;248;1;1;35;21;c7c4wwva2u1vb3rr7rwava044;1;33,5;53,9;2024-04-13T21:40:35.145Z;2024-04-17T08:39:10Z;[{'id': 4947696199, 'qualifierId': 212, 'value': '12.8'}, {'id': 4947696193, 'qualifierId': 56, 'value': 'Back'}, {'id': 4957376369, 'qualifierId': 156}, {'id': 4947696195, 'qualifierId': 140, 'value': '23.1'}, {'id': 4947696201, 'qualifierId': 213, 'value': '2.60'}, {'id': 4947696197, 'qualifierId': 141, 'value': '63.6'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;23,1;12,8;;2,6;63,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;23,1;63,6;;;;;;;0;0;35;21;Chattanooga;2121;MC;1,0
2672231419;249;1;1;35;22;c7c4wwva2u1vb3rr7rwava044;1;24,0;63,7;2024-04-13T21:40:35.785Z;2024-04-13T21:40:40Z;[{'id': 4947696383, 'qualifierId': 141, 'value': '96.8'}, {'id': 4947696385, 'qualifierId': 212, 'value': '22.8'}, {'id': 4947696381, 'qualifierId': 140, 'value': '27.6'}, {'id': 4947696379, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947696387, 'qualifierId': 213, 'value': '1.40'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;27,6;22,8;;1,4;96,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;27,6;96,8;;;;;;;0;0;35;22;Chattanooga;2122;DC;1,0
2672231453;250;1;1;35;26;c7c4wwva2u1vb3rr7rwava044;1;31,0;88,6;2024-04-13T21:40:39.897Z;2024-04-13T21:40:44Z;[{'id': 4947696619, 'qualifierId': 140, 'value': '39.9'}, {'id': 4947696623, 'qualifierId': 212, 'value': '9.5'}, {'id': 4947696621, 'qualifierId': 141, 'value': '86.0'}, {'id': 4947696625, 'qualifierId': 213, 'value': '6.10'}, {'id': 4947696617, 'qualifierId': 56, 'value': 'Back'}];infc7r3a8oktbajwp4pff7dg;C. Abadia-Reda;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;39,9;9,5;;6,1;86,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;39,9;86,0;;;;;;;0;0;35;26;Chattanooga;2126;Sub;1,0
2672231471;251;1;1;35;31;c7c4wwva2u1vb3rr7rwava044;1;39,9;86,0;2024-04-13T21:40:44.217Z;2024-04-13T23:06:02Z;[{'id': 4947696703, 'qualifierId': 213, 'value': '2.52'}, {'id': 4947696697, 'qualifierId': 140, 'value': '36.1'}, {'id': 4947696701, 'qualifierId': 212, 'value': '4.9'}, {'id': 4947696699, 'qualifierId': 141, 'value': '90.2'}, {'id': 4947696695, 'qualifierId': 56, 'value': 'Back'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;36,1;4,9;;2,52;90,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;36,1;90,2;;;;;;;0;0;35;31;Chattanooga;2131;FW;1,0
2672231885;259;50;1;35;33;c7c4wwva2u1vb3rr7rwava044;1;32,8;94,2;2024-04-13T21:40:46.396Z;2024-04-13T21:41:40Z;[{'id': 4947699213, 'qualifierId': 233, 'value': '393'}, {'id': 4947699217, 'qualifierId': 285}, {'id': 4947698991, 'qualifierId': 56, 'value': 'Back'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;c4tg06bt5q3nd8ybr6vr38n4k;Dispossessed;;;;;;;;;;;;;;;;;;;;;393,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;35;33;Chattanooga;2133;MC;1,0
2672231497;393;7;1;35;33;cwnjxlibb02fuh0vwgvac6h45;0;67,2;5,8;2024-04-13T21:40:46.397Z;2024-04-17T08:39:25Z;[{'id': 4947699205, 'qualifierId': 233, 'value': '259'}, {'id': 4957376429, 'qualifierId': 385}, {'id': 4947698613, 'qualifierId': 286}, {'id': 4947698611, 'qualifierId': 56, 'value': 'Right'}];5m8hxfvza21t4wfe6v0a18etw;L. García;;;c4tg06bt5q3nd8ybr6vr38n4k;Tackle;;;;;;;;;;;;;;;;;;;;;259,0;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;35;33;Inter Miami II;2133;MC;1,0
2672231547;252;1;1;35;36;c7c4wwva2u1vb3rr7rwava044;1;28,0;86,2;2024-04-13T21:40:49.801Z;2024-04-13T21:40:53Z;[{'id': 4947697127, 'qualifierId': 141, 'value': '60.6'}, {'id': 4947697131, 'qualifierId': 213, 'value': '4.26'}, {'id': 4947697125, 'qualifierId': 140, 'value': '19.9'}, {'id': 4947697123, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947697129, 'qualifierId': 212, 'value': '19.4'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;c4tg06bt5q3nd8ybr6vr38n4k;Pass;;;;;;;;;;;19,9;19,4;;4,26;60,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;19,9;60,6;;;;;;;0;0;35;36;Chattanooga;2136;MC;1,0
2672231551;253;61;1;35;38;c7c4wwva2u1vb3rr7rwava044;0;21,6;58,4;2024-04-13T21:40:52.073Z;2024-04-17T08:39:35Z;[{'id': 4947697145, 'qualifierId': 56, 'value': 'Back'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;c4tg06bt5q3nd8ybr6vr38n4k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;35;38;Chattanooga;2138;DL;1,0
2672231565;394;43;1;35;42;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-04-13T21:40:55.222Z;2024-04-13T21:40:59Z;[{'id': 4947697349, 'qualifierId': 144, 'value': '49'}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;c4tg06bt5q3nd8ybr6vr38n4k;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;35;42;Inter Miami II;2142;FWL;1,0
2672231569;395;3;1;35;42;cwnjxlibb02fuh0vwgvac6h45;0;79,7;77,5;2024-04-13T21:40:55.421Z;2024-04-17T08:39:48Z;[{'id': 4957376529, 'qualifierId': 211}, {'id': 4947697227, 'qualifierId': 56, 'value': 'Center'}, {'id': 4957376523, 'qualifierId': 286}, {'id': 4957376549, 'qualifierId': 464}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;c4tg06bt5q3nd8ybr6vr38n4k;Take On;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;35;42;Inter Miami II;2142;FWL;1,0
2672231583;254;5;1;35;43;c7c4wwva2u1vb3rr7rwava044;1;-1,0;19,6;2024-04-13T21:40:56.917Z;2024-04-13T23:23:00Z;[{'id': 4947697317, 'qualifierId': 56, 'value': 'Back'}, {'id': 4947697319, 'qualifierId': 346}, {'id': 4947697323, 'qualifierId': 233, 'value': '396'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;c4tg06bt5q3nd8ybr6vr38n4k;Out;;;;;;;;;;;;;;;;;;;;;396,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;35;43;Chattanooga;2143;DL;1,0
2672231577;396;5;1;35;43;cwnjxlibb02fuh0vwgvac6h45;0;101,0;80,4;2024-04-13T21:40:56.917Z;2024-04-13T21:40:58Z;[{'id': 4947697277, 'qualifierId': 56, 'value': 'Left'}, {'id': 4947697279, 'qualifierId': 346}, {'id': 4947697327, 'qualifierId': 233, 'value': '254'}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;c4tg06bt5q3nd8ybr6vr38n4k;Out;;;;;;;;;;;;;;;;;;;;;254,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;35;43;Inter Miami II;2143;FWL;1,0
