id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_TeamFormation;value_Involved;value_TeamKit;value_Captain;value_JerseyNumber;value_Resume;value_DirectionOfPlay;value_Zone;value_Length;value_PassEndX;value_Tap;value_Angle;value_PassEndY;value_KickOff;value_LongBall;value_SwitchOfPlay;value_Chipped;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_DeletedEventType;value_Defensive;value_HeadPass;value_Launch;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_InSwinger;value_RightFooted;value_Cross;value_FlickOn;value_Head;value_OutOfPlay;value_TakeOnSpace;value_IntendedTackleTarget;value_LeftFooted;value_DrivenCross;value_Straight;value_LowGkIntervention;value_KeeperThrow;value_PlayersCaughtOffside;value_Indirect;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypeControl;value_LayOff;value_NotVisible;value_TouchTypePass;value_OutSwinger;value_HighGkIntervention;value_Injury;value_InjuredPlayerId;value_RelatedEventId;value_BlockedPass;value_ShirtPull/Holding;value_MediumGkIntervention;value_OverArm;value_TakeOnOvertake;value_OtherObstacle;value_BallHitsReferee;value_LeadingToGoal;value_GoalShotGameClock;value_HitWoodwork;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_RegularPlay;value_FantasyAssistType;value_GkYTimeOfGoal;value_SmallBoxCentre;value_FantasyAssistId;value_BigChance;value_GkX;value_FirstTouch;value_FantasyAssistedBy;value_HighCentre;value_HitBar;value_GoalmouthY;value_FantasyAssistTeam;value_GoalmouthZ;value_NotAssisted;value_GkY;value_IntentionalAssist;value_Assist;value_BoxCentre;value_Assisted;value_Right;value_Left;value_CornerTaken;value_TouchTypeClearance;value_BlockedCross;value_BlockedX;value_Blocked;value_LowCentre;value_BlockedY;value_DefBlock;value_FromCorner;value_OutOfBoxCentre;value_HighLeft;value_Volley;value_IndividualPlay;value_Overrun;value_GkChallenge;value_Deflection;value_HighRight;value_YellowCard;value_ExcessiveCelebration;value_GkKickFromHands;value_HighClaim;value_Minutes;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_NotPastGoalLine;value_OutOfBoxDeepRight;value_High;value_SixYardBlocked;value_LowRight;value_CloseHigh;value_CloseLeft;value_BoxRight;value_Hands;value_Diving;value_Collected;value_Shove/Push;value_LowLeft;value_TacticalFoul;value_SetPiece;value_Handball;value_RecklessOffence;value_AdvantagePlayed;value_ParriedDanger;value_ThroughBall;value_PullBack;value_Feet;value_Stooping;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2743229033;237;1;1;28;5;5b4ccd62yeeqdl2qk6jzsmjv8;1;14,0;62,7;2024-11-02T22:32:00.778Z;2024-11-02T22:32:01Z;[{'id': 5336246689, 'qualifierId': 212, 'value': '13.3'}, {'id': 5336246687, 'qualifierId': 141, 'value': '78.5'}, {'id': 5336246683, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336246691, 'qualifierId': 213, 'value': '0.94'}, {'id': 5336246685, 'qualifierId': 140, 'value': '21.4'}];agw4ksz62ddb0q7h7lon4na0a;A. Keita;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;13,3;21,4;;0,94;78,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;21,4;78,5;;;;;;;0;0;28;5;Philadelphia Union II;1685;DC;1,0
2743229081;238;1;1;28;6;5b4ccd62yeeqdl2qk6jzsmjv8;1;24,2;82,8;2024-11-02T22:32:01.834Z;2024-11-02T22:32:05Z;[{'id': 5336246887, 'qualifierId': 212, 'value': '20.3'}, {'id': 5336246883, 'qualifierId': 140, 'value': '41.4'}, {'id': 5336246885, 'qualifierId': 141, 'value': '96.5'}, {'id': 5336246891, 'qualifierId': 213, 'value': '0.48'}, {'id': 5336246881, 'qualifierId': 56, 'value': 'Back'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;20,3;41,4;;0,48;96,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;41,4;96,5;;;;;;;0;0;28;6;Philadelphia Union II;1686;DC;1,0
2743229113;239;1;1;28;9;5b4ccd62yeeqdl2qk6jzsmjv8;1;46,5;95,0;2024-11-02T22:32:04.714Z;2024-11-02T22:32:07Z;[{'id': 5336247055, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336247061, 'qualifierId': 212, 'value': '20.6'}, {'id': 5336247063, 'qualifierId': 213, 'value': '3.33'}, {'id': 5336247057, 'qualifierId': 140, 'value': '27.2'}, {'id': 5336247059, 'qualifierId': 141, 'value': '89.4'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;20,6;27,2;;3,33;89,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;27,2;89,4;;;;;;;0;0;28;9;Philadelphia Union II;1689;DML;1,0
2743229153;240;1;1;28;12;5b4ccd62yeeqdl2qk6jzsmjv8;1;26,2;86,4;2024-11-02T22:32:07.529Z;2024-11-02T22:32:11Z;[{'id': 5336247257, 'qualifierId': 212, 'value': '12.6'}, {'id': 5336247259, 'qualifierId': 213, 'value': '4.20'}, {'id': 5336247249, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336247253, 'qualifierId': 140, 'value': '20.3'}, {'id': 5336247255, 'qualifierId': 141, 'value': '70.2'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;12,6;20,3;;4,2;70,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;20,3;70,2;;;;;;;0;0;28;12;Philadelphia Union II;1692;DC;1,0
2743229191;241;1;1;28;15;5b4ccd62yeeqdl2qk6jzsmjv8;1;18,9;68,3;2024-11-02T22:32:11.114Z;2024-11-02T22:32:14Z;[{'id': 5336247489, 'qualifierId': 141, 'value': '44.8'}, {'id': 5336247487, 'qualifierId': 140, 'value': '13.9'}, {'id': 5336247493, 'qualifierId': 213, 'value': '4.39'}, {'id': 5336247491, 'qualifierId': 212, 'value': '16.8'}, {'id': 5336247485, 'qualifierId': 56, 'value': 'Back'}];agw4ksz62ddb0q7h7lon4na0a;A. Keita;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;16,8;13,9;;4,39;44,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;13,9;44,8;;;;;;;0;0;28;15;Philadelphia Union II;1695;DC;1,0
2743229245;242;1;1;28;19;5b4ccd62yeeqdl2qk6jzsmjv8;0;13,9;43,1;2024-11-02T22:32:14.698Z;2024-11-02T22:32:20Z;[{'id': 5336247751, 'qualifierId': 213, 'value': '5.69'}, {'id': 5336247741, 'qualifierId': 140, 'value': '45.3'}, {'id': 5336247737, 'qualifierId': 155}, {'id': 5336247745, 'qualifierId': 141, 'value': '10.7'}, {'id': 5336247753, 'qualifierId': 1}, {'id': 5336247739, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336247749, 'qualifierId': 212, 'value': '39.7'}];9bn2zid7u305xii6alm8a58us;S. Lapkes;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;39,7;45,3;;5,69;10,7;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;45,3;10,7;;;;;;;0;0;28;19;Philadelphia Union II;1699;GK;1,0
2743229255;285;1;1;28;24;1zgjjyruyufrkh4xjvryqsb1i;1;57,5;90,0;2024-11-02T22:32:19.914Z;2024-11-02T22:32:21Z;[{'id': 5336247819, 'qualifierId': 212, 'value': '5.4'}, {'id': 5336247817, 'qualifierId': 141, 'value': '92.1'}, {'id': 5336247813, 'qualifierId': 56, 'value': 'Left'}, {'id': 5336247821, 'qualifierId': 213, 'value': '0.27'}, {'id': 5336247815, 'qualifierId': 140, 'value': '62.5'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;5,4;62,5;;0,27;92,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;62,5;92,1;;;;;;;0;0;28;24;Columbus Crew II;1704;DC;1,0
2743229259;286;49;1;28;25;1zgjjyruyufrkh4xjvryqsb1i;1;66,4;93,3;2024-11-02T22:32:21.163Z;2024-11-02T22:32:21Z;[];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;e5v6i6d81tkksrc3ypvpa37dg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;28;25;Columbus Crew II;1705;ML;1,0
2743229317;287;1;1;28;29;1zgjjyruyufrkh4xjvryqsb1i;0;73,7;95,4;2024-11-02T22:32:24.631Z;2024-11-02T22:32:25Z;[{'id': 5336248131, 'qualifierId': 56, 'value': 'Center'}, {'id': 5336248135, 'qualifierId': 141, 'value': '62.7'}, {'id': 5336248133, 'qualifierId': 140, 'value': '90.8'}, {'id': 5336248137, 'qualifierId': 212, 'value': '28.6'}, {'id': 5336248129, 'qualifierId': 155}, {'id': 5336248139, 'qualifierId': 213, 'value': '5.39'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;28,6;90,8;;5,39;62,7;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;90,8;62,7;;;;;;;0;0;28;29;Columbus Crew II;1709;ML;1,0
2743229339;243;49;1;28;31;5b4ccd62yeeqdl2qk6jzsmjv8;1;10,0;50,4;2024-11-02T22:32:27.241Z;2024-11-02T22:32:27Z;[];9bn2zid7u305xii6alm8a58us;S. Lapkes;;;e5v6i6d81tkksrc3ypvpa37dg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;0;0;28;31;Philadelphia Union II;1711;GK;1,0
2743229387;244;1;1;28;34;5b4ccd62yeeqdl2qk6jzsmjv8;1;11,9;51,0;2024-11-02T22:32:29.354Z;2024-11-02T22:32:32Z;[{'id': 5336248455, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336248461, 'qualifierId': 212, 'value': '12.2'}, {'id': 5336248457, 'qualifierId': 140, 'value': '23.5'}, {'id': 5336248463, 'qualifierId': 213, 'value': '0.08'}, {'id': 5336248459, 'qualifierId': 141, 'value': '52.5'}];9bn2zid7u305xii6alm8a58us;S. Lapkes;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;12,2;23,5;;0,08;52,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;23,5;52,5;;;;;;;0;0;28;34;Philadelphia Union II;1714;GK;1,0
2743229407;245;1;1;28;36;5b4ccd62yeeqdl2qk6jzsmjv8;1;28,8;58,4;2024-11-02T22:32:32.108Z;2024-11-02T22:32:34Z;[{'id': 5336248575, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336248577, 'qualifierId': 140, 'value': '35.6'}, {'id': 5336248579, 'qualifierId': 141, 'value': '94.7'}, {'id': 5336248585, 'qualifierId': 213, 'value': '1.29'}, {'id': 5336248581, 'qualifierId': 212, 'value': '25.7'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;25,7;35,6;;1,29;94,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;35,6;94,7;;;;;;;0;0;28;36;Philadelphia Union II;1716;MC;1,0
2743229471;246;1;1;28;39;5b4ccd62yeeqdl2qk6jzsmjv8;1;35,3;95,7;2024-11-02T22:32:34.378Z;2024-11-02T22:32:37Z;[{'id': 5336248835, 'qualifierId': 140, 'value': '27.6'}, {'id': 5336248839, 'qualifierId': 212, 'value': '9.1'}, {'id': 5336248837, 'qualifierId': 141, 'value': '89.4'}, {'id': 5336248841, 'qualifierId': 213, 'value': '3.63'}, {'id': 5336248833, 'qualifierId': 56, 'value': 'Back'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;9,1;27,6;;3,63;89,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;27,6;89,4;;;;;;;0;0;28;39;Philadelphia Union II;1719;DML;1,0
2744873369;791;83;1;28;41;1zgjjyruyufrkh4xjvryqsb1i;1;31,9;65,1;2024-11-02T22:32:37.234Z;2024-11-06T09:02:33Z;[{'id': 5345205433, 'qualifierId': 399, 'value': 'ba9m1xd2b3b2zvuuogn4uxkwk'}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;e5v6i6d81tkksrc3ypvpa37dg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;28;41;Columbus Crew II;1721;DL;1,0
2743229525;247;1;1;28;42;5b4ccd62yeeqdl2qk6jzsmjv8;1;29,6;89,7;2024-11-02T22:32:37.850Z;2024-11-02T22:32:41Z;[{'id': 5336249101, 'qualifierId': 213, 'value': '6.13'}, {'id': 5336249099, 'qualifierId': 212, 'value': '23.4'}, {'id': 5336249095, 'qualifierId': 140, 'value': '51.6'}, {'id': 5336249097, 'qualifierId': 141, 'value': '84.6'}, {'id': 5336249093, 'qualifierId': 56, 'value': 'Left'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;23,4;51,6;;6,13;84,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;51,6;84,6;;;;;;;0;0;28;42;Philadelphia Union II;1722;DC;1,0
2743229539;248;1;1;28;45;5b4ccd62yeeqdl2qk6jzsmjv8;1;43,9;82,7;2024-11-02T22:32:41.289Z;2024-11-02T22:32:42Z;[{'id': 5336249161, 'qualifierId': 212, 'value': '14.5'}, {'id': 5336249155, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249159, 'qualifierId': 141, 'value': '64.2'}, {'id': 5336249163, 'qualifierId': 213, 'value': '4.19'}, {'id': 5336249157, 'qualifierId': 140, 'value': '37.0'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;14,5;37,0;;4,19;64,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;37,0;64,2;;;;;;;0;0;28;45;Philadelphia Union II;1725;FWL;1,0
2743229579;249;1;1;28;46;5b4ccd62yeeqdl2qk6jzsmjv8;1;36,7;64,2;2024-11-02T22:32:42.058Z;2024-11-02T22:32:44Z;[{'id': 5336249323, 'qualifierId': 212, 'value': '18.7'}, {'id': 5336249325, 'qualifierId': 213, 'value': '2.28'}, {'id': 5336249321, 'qualifierId': 141, 'value': '85.1'}, {'id': 5336249317, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249319, 'qualifierId': 140, 'value': '25.1'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;18,7;25,1;;2,28;85,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;25,1;85,1;;;;;;;0;0;28;46;Philadelphia Union II;1726;MC;1,0
2743229619;250;1;1;28;48;5b4ccd62yeeqdl2qk6jzsmjv8;1;26,1;87,2;2024-11-02T22:32:44.122Z;2024-11-02T22:32:48Z;[{'id': 5336249495, 'qualifierId': 140, 'value': '47.4'}, {'id': 5336249497, 'qualifierId': 141, 'value': '96.6'}, {'id': 5336249493, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249501, 'qualifierId': 213, 'value': '0.28'}, {'id': 5336249499, 'qualifierId': 212, 'value': '23.3'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;23,3;47,4;;0,28;96,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;47,4;96,6;;;;;;;0;0;28;48;Philadelphia Union II;1728;DC;1,0
2743229651;251;1;1;28;53;5b4ccd62yeeqdl2qk6jzsmjv8;1;47,4;96,6;2024-11-02T22:32:48.555Z;2024-11-02T22:32:52Z;[{'id': 5336249615, 'qualifierId': 196}, {'id': 5336249617, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249613, 'qualifierId': 155}, {'id': 5336249627, 'qualifierId': 1}, {'id': 5336249623, 'qualifierId': 212, 'value': '53.9'}, {'id': 5336249619, 'qualifierId': 140, 'value': '24.8'}, {'id': 5336249621, 'qualifierId': 141, 'value': '25.4'}, {'id': 5336249625, 'qualifierId': 213, 'value': '4.26'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;53,9;24,8;;4,26;25,4;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;24,8;25,4;;;;;;;0;0;28;53;Philadelphia Union II;1733;DML;1,0
2743229705;252;1;1;28;57;5b4ccd62yeeqdl2qk6jzsmjv8;1;30,2;28,7;2024-11-02T22:32:52.506Z;2024-11-02T22:32:56Z;[{'id': 5336249863, 'qualifierId': 212, 'value': '12.0'}, {'id': 5336249859, 'qualifierId': 140, 'value': '37.1'}, {'id': 5336249857, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249865, 'qualifierId': 213, 'value': '5.36'}, {'id': 5336249861, 'qualifierId': 141, 'value': '14.6'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;12,0;37,1;;5,36;14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;37,1;14,6;;;;;;;0;0;28;57;Philadelphia Union II;1737;DC;1,0
2743229711;253;1;1;29;1;5b4ccd62yeeqdl2qk6jzsmjv8;1;37,1;14,6;2024-11-02T22:32:56.650Z;2024-11-06T07:20:33Z;[{'id': 5336249879, 'qualifierId': 212, 'value': '16.9'}, {'id': 5336249877, 'qualifierId': 141, 'value': '32.6'}, {'id': 5336249873, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249881, 'qualifierId': 213, 'value': '2.33'}, {'id': 5336249875, 'qualifierId': 140, 'value': '26.0'}];dgosg1mymhuajg0rz2ts6alpm;G. Rayo;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;16,9;26,0;;2,33;32,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;26,0;32,6;;;;;;;0;0;29;1;Philadelphia Union II;1741;FWR;1,0
2743229721;254;1;1;29;2;5b4ccd62yeeqdl2qk6jzsmjv8;1;26,0;32,6;2024-11-02T22:32:57.386Z;2024-11-02T22:32:58Z;[{'id': 5336249921, 'qualifierId': 140, 'value': '34.2'}, {'id': 5336249931, 'qualifierId': 213, 'value': '6.05'}, {'id': 5336249919, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249923, 'qualifierId': 141, 'value': '29.6'}, {'id': 5336249927, 'qualifierId': 212, 'value': '8.8'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;8,8;34,2;;6,05;29,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;34,2;29,6;;;;;;;0;0;29;2;Philadelphia Union II;1742;DC;1,0
2743229735;255;1;1;29;3;5b4ccd62yeeqdl2qk6jzsmjv8;1;34,3;22,9;2024-11-02T22:32:58.457Z;2024-11-02T22:32:59Z;[{'id': 5336249989, 'qualifierId': 213, 'value': '4.34'}, {'id': 5336249983, 'qualifierId': 140, 'value': '31.0'}, {'id': 5336249987, 'qualifierId': 212, 'value': '9.6'}, {'id': 5336249981, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336249985, 'qualifierId': 141, 'value': '9.8'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;e5v6i6d81tkksrc3ypvpa37dg;Pass;;;;;;;;;;;9,6;31,0;;4,34;9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;31,0;9,8;;;;;;;0;0;29;3;Philadelphia Union II;1743;MC;1,0
