id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_JerseyNumber;value_Captain;value_Resume;value_TeamPlayerFormation;value_TeamFormation;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_Length;value_Zone;value_KickOff;value_Angle;value_PassEndY;value_PassEndX;value_LongBall;value_Launch;value_HeadPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_DeletedEventType;value_Chipped;value_Head;value_OutOfPlay;value_Left;value_Right;value_CornerTaken;value_Cross;value_OutSwinger;value_RightFooted;value_IntendedTackleTarget;value_TakeOnOvertake;value_TouchTypeControl;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_TakeOnSpace;value_AttemptedTackle;value_BlockedPass;value_IntentionalAssist;value_LeftFooted;value_Assist;value_InSwinger;value_RegularPlay;value_GoalmouthZ;value_RelatedEventId;value_Assisted;value_GoalmouthY;value_LowCentre;value_BoxCentre;value_FirstTouch;value_BlockedY;value_BlockedX;value_Collected;value_Hands;value_MediumGkIntervention;value_Standing;value_OverArm;value_KeeperThrow;value_HighClaim;value_HighGkIntervention;value_FlickOn;value_NotVisible;value_TouchTypePass;value_GkY;value_GoalShotTimestamp;value_SwerveRight;value_BoxRight;value_GkX;value_LowRight;value_GoalShotGameClock;value_GkYTimeOfGoal;value_Strong;value_GkXTimeOfGoal;value_BlockedClearance;value_Shove/Push;value_LowGkIntervention;value_SwitchOfPlay;value_BoxDeepLeft;value_IndividualPlay;value_NotAssisted;value_Sliding;value_ParriedSafe;value_FromCorner;value_NextEventGoalKick;value_High;value_GoalKick;value_GkHoof;value_AerialFoul;value_OutOfBoxCentre;value_Diving;value_PlayersCaughtOffside;value_RecklessOffence;value_YellowCard;value_Indirect;value_KeeperTouched;value_FantasyAssistedBy;value_FantasyAssistId;value_SwerveLeft;value_HighLeft;value_FantasyAssistType;value_FantasyAssistTeam;value_FreeKick;value_CloseRight;value_BlockedCross;value_Minutes;value_NotPastGoalLine;value_DefBlock;value_EndType;value_BigChance;value_BoxLeft;value_Overrun;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_LowLeft;value_Blocked;value_Low;value_MisHit;value_Volley;value_Deflection;value_GkKickFromHands;value_HitLeftPost;value_HitWoodwork;value_ThroughBall;value_SetPiece;value_TacticalFoul;value_InjuredPlayerId;value_Injury;value_PullBack;value_CloseRightAndHigh;value_TempMissed;value_IncorrectOutOfPlayDecision;value_ThrowInSetPiece;value_FastBreak;value_Dissent;value_OutOnSideline;value_TimeWasting;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2694294237;473;1;2;50;35;ew2zirzye0sw1txr2m33nr25y;1;10,6;26,5;2024-06-03T00:11:46.466Z;2024-06-03T00:11:48Z;[{'id': 5067638145, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638151, 'qualifierId': 212, 'value': '13.9'}, {'id': 5067638149, 'qualifierId': 141, 'value': '42.1'}, {'id': 5067638147, 'qualifierId': 140, 'value': '2.0'}, {'id': 5067638153, 'qualifierId': 213, 'value': '2.28'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;13,9;;;2,28;42,1;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;2,0;42,1;;;;;;;0;0;50;35;Vancouver Whitecaps II;3035;DR;1,0
2694294261;474;1;2;50;37;ew2zirzye0sw1txr2m33nr25y;1;3,1;40,0;2024-06-03T00:11:47.875Z;2024-06-03T00:11:54Z;[{'id': 5067638317, 'qualifierId': 141, 'value': '7.7'}, {'id': 5067638319, 'qualifierId': 212, 'value': '23.3'}, {'id': 5067638315, 'qualifierId': 140, 'value': '10.6'}, {'id': 5067638321, 'qualifierId': 213, 'value': '5.06'}, {'id': 5067638313, 'qualifierId': 56, 'value': 'Back'}];4ss487gmb4rf044t895o21xm2;J. Jackson;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;23,3;;;5,06;7,7;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;10,6;7,7;;;;;;;0;0;50;37;Vancouver Whitecaps II;3037;GK;1,0
2694294263;452;83;2;50;40;eo64tqkioegeb09iice2hf8bt;0;73,6;83,8;2024-06-03T00:11:51.534Z;2024-06-03T00:26:55Z;[{'id': 5067660491, 'qualifierId': 399, 'value': '35jkg2v338kipzlf0iwvvypuy'}];dvk85r457e15hg0pw5rig0222;J. Herdman;;;d8l5049gro9iusk2dv69ig8pg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;50;40;The Town;3040;FW;1,0
2694294267;475;1;2;50;43;ew2zirzye0sw1txr2m33nr25y;1;15,7;7,4;2024-06-03T00:11:54.259Z;2024-06-03T00:11:56Z;[{'id': 5067638343, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638345, 'qualifierId': 140, 'value': '30.5'}, {'id': 5067638351, 'qualifierId': 213, 'value': '6.18'}, {'id': 5067638349, 'qualifierId': 212, 'value': '15.6'}, {'id': 5067638347, 'qualifierId': 141, 'value': '5.0'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;15,6;;;6,18;5,0;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;30,5;5,0;;;;;;;0;0;50;43;Vancouver Whitecaps II;3043;DL;1,0
2694294275;476;1;2;50;45;ew2zirzye0sw1txr2m33nr25y;1;31,8;5,6;2024-06-03T00:11:56.483Z;2024-06-03T00:11:58Z;[{'id': 5067638385, 'qualifierId': 140, 'value': '27.3'}, {'id': 5067638387, 'qualifierId': 141, 'value': '26.4'}, {'id': 5067638389, 'qualifierId': 212, 'value': '14.9'}, {'id': 5067638391, 'qualifierId': 213, 'value': '1.89'}, {'id': 5067638383, 'qualifierId': 56, 'value': 'Back'}];49ag6csupgt40gbs2snq1xs7o;A. Chow;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;14,9;;;1,89;26,4;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;27,3;26,4;;;;;;;0;0;50;45;Vancouver Whitecaps II;3045;MC;1,0
2694294291;477;1;2;50;47;ew2zirzye0sw1txr2m33nr25y;1;27,5;25,9;2024-06-03T00:11:58.466Z;2024-06-03T00:12:01Z;[{'id': 5067638463, 'qualifierId': 141, 'value': '12.3'}, {'id': 5067638459, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638465, 'qualifierId': 212, 'value': '19.5'}, {'id': 5067638461, 'qualifierId': 140, 'value': '11.1'}, {'id': 5067638467, 'qualifierId': 213, 'value': '3.63'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;19,5;;;3,63;12,3;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;11,1;12,3;;;;;;;0;0;50;47;Vancouver Whitecaps II;3047;MC;1,0
2694294313;478;1;2;50;50;ew2zirzye0sw1txr2m33nr25y;1;12,2;12,6;2024-06-03T00:12:01.603Z;2024-06-03T00:12:06Z;[{'id': 5067638583, 'qualifierId': 140, 'value': '12.5'}, {'id': 5067638585, 'qualifierId': 141, 'value': '55.7'}, {'id': 5067638589, 'qualifierId': 213, 'value': '1.56'}, {'id': 5067638587, 'qualifierId': 212, 'value': '29.3'}, {'id': 5067638581, 'qualifierId': 56, 'value': 'Back'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;29,3;;;1,56;55,7;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;12,5;55,7;;;;;;;0;0;50;50;Vancouver Whitecaps II;3050;DR;1,0
2694294325;479;1;2;50;55;ew2zirzye0sw1txr2m33nr25y;1;12,8;55,7;2024-06-03T00:12:06.291Z;2024-06-03T00:12:08Z;[{'id': 5067638651, 'qualifierId': 141, 'value': '88.3'}, {'id': 5067638653, 'qualifierId': 212, 'value': '25.1'}, {'id': 5067638649, 'qualifierId': 140, 'value': '24.1'}, {'id': 5067638647, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638655, 'qualifierId': 213, 'value': '1.08'}];4ss487gmb4rf044t895o21xm2;J. Jackson;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;25,1;;;1,08;88,3;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;24,1;88,3;;;;;;;0;0;50;55;Vancouver Whitecaps II;3055;GK;1,0
2694294333;480;1;2;50;57;ew2zirzye0sw1txr2m33nr25y;1;24,2;88,3;2024-06-03T00:12:08.147Z;2024-06-03T00:12:11Z;[{'id': 5067638711, 'qualifierId': 212, 'value': '14.1'}, {'id': 5067638705, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638713, 'qualifierId': 213, 'value': '3.51'}, {'id': 5067638709, 'qualifierId': 141, 'value': '80.8'}, {'id': 5067638707, 'qualifierId': 140, 'value': '11.7'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;14,1;;;3,51;80,8;11,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;11,7;80,8;;;;;;;0;0;50;57;Vancouver Whitecaps II;3057;DC;1,0
2694294355;481;1;2;51;0;ew2zirzye0sw1txr2m33nr25y;1;12,6;67,8;2024-06-03T00:12:11.155Z;2024-06-03T00:12:14Z;[{'id': 5067638819, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638823, 'qualifierId': 141, 'value': '18.8'}, {'id': 5067638825, 'qualifierId': 212, 'value': '34.4'}, {'id': 5067638821, 'qualifierId': 140, 'value': '20.9'}, {'id': 5067638827, 'qualifierId': 213, 'value': '4.97'}, {'id': 5067638829, 'qualifierId': 1}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;34,4;;;4,97;18,8;20,9;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;20,9;18,8;;;;;;;0;0;51;0;Vancouver Whitecaps II;3060;DC;1,0
2694294369;482;1;2;51;3;ew2zirzye0sw1txr2m33nr25y;1;20,9;18,8;2024-06-03T00:12:14.643Z;2024-06-03T00:12:17Z;[{'id': 5067638905, 'qualifierId': 141, 'value': '6.7'}, {'id': 5067638903, 'qualifierId': 140, 'value': '28.5'}, {'id': 5067638907, 'qualifierId': 212, 'value': '11.5'}, {'id': 5067638901, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638909, 'qualifierId': 213, 'value': '5.48'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;11,5;;;5,48;6,7;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;28,5;6,7;;;;;;;0;0;51;3;Vancouver Whitecaps II;3063;DL;1,0
2694294371;483;1;2;51;6;ew2zirzye0sw1txr2m33nr25y;1;28,5;6,7;2024-06-03T00:12:17.459Z;2024-06-03T00:12:18Z;[{'id': 5067638917, 'qualifierId': 141, 'value': '17.6'}, {'id': 5067638919, 'qualifierId': 212, 'value': '10.5'}, {'id': 5067638915, 'qualifierId': 140, 'value': '21.4'}, {'id': 5067638913, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067638921, 'qualifierId': 213, 'value': '2.36'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;10,5;;;2,36;17,6;21,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;21,4;17,6;;;;;;;0;0;51;6;Vancouver Whitecaps II;3066;DR;1,0
2694294385;484;1;2;51;7;ew2zirzye0sw1txr2m33nr25y;1;21,9;16,5;2024-06-03T00:12:18.611Z;2024-06-03T00:12:21Z;[{'id': 5067638995, 'qualifierId': 140, 'value': '8.0'}, {'id': 5067638997, 'qualifierId': 141, 'value': '44.2'}, {'id': 5067638999, 'qualifierId': 212, 'value': '23.8'}, {'id': 5067638993, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067639001, 'qualifierId': 213, 'value': '2.23'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;23,8;;;2,23;44,2;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;8,0;44,2;;;;;;;0;0;51;7;Vancouver Whitecaps II;3067;DL;1,0
2694294397;485;1;2;51;10;ew2zirzye0sw1txr2m33nr25y;1;8,6;44,6;2024-06-03T00:12:21.412Z;2024-06-03T00:12:23Z;[{'id': 5067639061, 'qualifierId': 141, 'value': '74.8'}, {'id': 5067639063, 'qualifierId': 212, 'value': '20.5'}, {'id': 5067639057, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067639059, 'qualifierId': 140, 'value': '9.3'}, {'id': 5067639065, 'qualifierId': 213, 'value': '1.54'}];4ss487gmb4rf044t895o21xm2;J. Jackson;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;20,5;;;1,54;74,8;9,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;9,3;74,8;;;;;;;0;0;51;10;Vancouver Whitecaps II;3070;GK;1,0
2694294409;486;1;2;51;12;ew2zirzye0sw1txr2m33nr25y;1;9,3;74,8;2024-06-03T00:12:23.348Z;2024-06-03T00:12:26Z;[{'id': 5067639123, 'qualifierId': 140, 'value': '21.4'}, {'id': 5067639129, 'qualifierId': 213, 'value': '0.80'}, {'id': 5067639127, 'qualifierId': 212, 'value': '18.3'}, {'id': 5067639121, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067639125, 'qualifierId': 141, 'value': '94.1'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;18,3;;;0,8;94,1;21,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;21,4;94,1;;;;;;;0;0;51;12;Vancouver Whitecaps II;3072;DC;1,0
2694294411;487;1;2;51;15;ew2zirzye0sw1txr2m33nr25y;1;22,2;93,8;2024-06-03T00:12:26.500Z;2024-06-03T00:12:28Z;[{'id': 5067639133, 'qualifierId': 155}, {'id': 5067639143, 'qualifierId': 213, 'value': '5.61'}, {'id': 5067639141, 'qualifierId': 212, 'value': '26.9'}, {'id': 5067639139, 'qualifierId': 141, 'value': '69.1'}, {'id': 5067639137, 'qualifierId': 140, 'value': '42.2'}, {'id': 5067639135, 'qualifierId': 56, 'value': 'Back'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;26,9;;;5,61;69,1;42,2;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;42,2;69,1;;;;;;;0;0;51;15;Vancouver Whitecaps II;3075;DC;1,0
2694294437;488;1;2;51;17;ew2zirzye0sw1txr2m33nr25y;1;42,2;69,1;2024-06-03T00:12:28.196Z;2024-06-03T00:12:33Z;[{'id': 5067639313, 'qualifierId': 141, 'value': '83.5'}, {'id': 5067639307, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067639315, 'qualifierId': 212, 'value': '10.5'}, {'id': 5067639317, 'qualifierId': 213, 'value': '1.94'}, {'id': 5067639311, 'qualifierId': 140, 'value': '38.6'}];cac9hjmdwt1gsz0qt3f6d4b2s;J. Donnery;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;10,5;;;1,94;83,5;38,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;38,6;83,5;;;;;;;0;0;51;17;Vancouver Whitecaps II;3077;FW;1,0
2694294447;489;1;2;51;23;ew2zirzye0sw1txr2m33nr25y;1;54,4;85,4;2024-06-03T00:12:33.844Z;2024-06-03T00:12:35Z;[{'id': 5067639367, 'qualifierId': 140, 'value': '43.7'}, {'id': 5067639369, 'qualifierId': 141, 'value': '81.4'}, {'id': 5067639373, 'qualifierId': 213, 'value': '3.38'}, {'id': 5067639365, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067639371, 'qualifierId': 212, 'value': '11.6'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;11,6;;;3,38;81,4;43,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;43,7;81,4;;;;;;;0;0;51;23;Vancouver Whitecaps II;3083;MC;1,0
2694294455;490;1;2;51;24;ew2zirzye0sw1txr2m33nr25y;1;44,6;81,1;2024-06-03T00:12:34.980Z;2024-06-03T00:12:36Z;[{'id': 5067639429, 'qualifierId': 213, 'value': '5.70'}, {'id': 5067639421, 'qualifierId': 141, 'value': '70.2'}, {'id': 5067639413, 'qualifierId': 56, 'value': 'Center'}, {'id': 5067639417, 'qualifierId': 140, 'value': '55.4'}, {'id': 5067639425, 'qualifierId': 212, 'value': '13.5'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;13,5;;;5,7;70,2;55,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;55,4;70,2;;;;;;;0;0;51;24;Vancouver Whitecaps II;3084;DC;1,0
2694294489;491;1;2;51;25;ew2zirzye0sw1txr2m33nr25y;1;53,6;73,3;2024-06-03T00:12:36.420Z;2024-06-03T00:12:40Z;[{'id': 5067639595, 'qualifierId': 213, 'value': '1.06'}, {'id': 5067639587, 'qualifierId': 56, 'value': 'Left'}, {'id': 5067639589, 'qualifierId': 140, 'value': '60.9'}, {'id': 5067639593, 'qualifierId': 212, 'value': '15.6'}, {'id': 5067639591, 'qualifierId': 141, 'value': '93.2'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;15,6;;;1,06;93,2;60,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;60,9;93,2;;;;;;;0;0;51;25;Vancouver Whitecaps II;3085;MC;1,0
2694294499;492;1;2;51;30;ew2zirzye0sw1txr2m33nr25y;1;61,6;94,2;2024-06-03T00:12:40.804Z;2024-06-03T00:12:44Z;[{'id': 5067639661, 'qualifierId': 141, 'value': '76.7'}, {'id': 5067639663, 'qualifierId': 212, 'value': '23.7'}, {'id': 5067639657, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067639665, 'qualifierId': 213, 'value': '3.67'}, {'id': 5067639659, 'qualifierId': 140, 'value': '42.1'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;23,7;;;3,67;76,7;42,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;42,1;76,7;;;;;;;0;0;51;30;Vancouver Whitecaps II;3090;MC;1,0
2694294507;493;1;2;51;33;ew2zirzye0sw1txr2m33nr25y;0;43,4;76,7;2024-06-03T00:12:44.052Z;2024-06-03T00:12:46Z;[{'id': 5067639701, 'qualifierId': 56, 'value': 'Left'}, {'id': 5067639707, 'qualifierId': 212, 'value': '43.0'}, {'id': 5067639709, 'qualifierId': 213, 'value': '0.40'}, {'id': 5067639705, 'qualifierId': 141, 'value': '100.0'}, {'id': 5067639711, 'qualifierId': 1}, {'id': 5067639703, 'qualifierId': 140, 'value': '81.2'}, {'id': 5067639699, 'qualifierId': 155}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;d8l5049gro9iusk2dv69ig8pg;Pass;;;;;;;;;;43,0;;;0,4;100,0;81,2;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;81,2;100,0;;;;;;;0;0;51;33;Vancouver Whitecaps II;3093;DC;1,0
2694294561;455;5;2;51;35;eo64tqkioegeb09iice2hf8bt;1;25,7;-0,9;2024-06-03T00:12:46.254Z;2024-06-03T00:17:41Z;[{'id': 5067639971, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067639975, 'qualifierId': 233, 'value': '494'}, {'id': 5067639973, 'qualifierId': 347}];84wint64ygxx3pi5fz3mr12j8;N. Fleuriau Chateau;;;d8l5049gro9iusk2dv69ig8pg;Out;;;;;;;;;;;;;;;;;;;;494,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;0;0;51;35;The Town;3095;FW;1,0
2694294511;494;5;2;51;35;ew2zirzye0sw1txr2m33nr25y;0;74,3;100,9;2024-06-03T00:12:46.254Z;2024-06-03T00:12:57Z;[{'id': 5067639991, 'qualifierId': 233, 'value': '455'}, {'id': 5067639721, 'qualifierId': 56, 'value': 'Left'}, {'id': 5067639723, 'qualifierId': 347}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;d8l5049gro9iusk2dv69ig8pg;Out;;;;;;;;;;;;;;;;;;;;455,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;51;35;Vancouver Whitecaps II;3095;DC;1,0
