id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_PlayerPosition;value_Captain;value_Resume;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_JerseyNumber;value_DirectionOfPlay;value_PassEndX;value_Length;value_KickOff;value_Angle;value_Zone;value_PassEndY;value_LongBall;value_Chipped;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_Head;value_LeftFooted;value_Cross;value_OutSwinger;value_OutOfPlay;value_Left;value_Right;value_IntentionalAssist;value_InSwinger;value_Assist;value_CornerTaken;value_GoalmouthZ;value_FirstTouch;value_BlockedX;value_LowRight;value_GkX;value_BlockedY;value_BoxCentre;value_FromCorner;value_RelatedEventId;value_Assisted;value_GkY;value_GoalmouthY;value_SixYardBlocked;value_Blocked;value_DefBlock;value_LayOff;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeControl;value_TakeOnSpace;value_TouchTypePass;value_Launch;value_HeadPass;value_DeletedEventType;value_Shove/Push;value_LowLeft;value_BoxLeft;value_RegularPlay;value_Collected;value_LowGkIntervention;value_Standing;value_Hands;value_OverArm;value_KeeperThrow;value_IntendedTackleTarget;value_BlockedPass;value_SwitchOfPlay;value_DrivenCross;value_RightFooted;value_Straight;value_NextEventGoalKick;value_Low;value_GoalKick;value_ShirtPull/Holding;value_LowCentre;value_IndividualPlay;value_BigChance;value_FastBreak;value_Diving;value_ParriedDanger;value_SmallBoxCentre;value_CloseHigh;value_NotAssisted;value_TouchTypeClearance;value_OutOfBoxCentre;value_BlockedCross;value_Volley;value_FlickOn;value_High;value_PlayersCaughtOffside;value_Indirect;value_HighGkIntervention;value_LeadingToGoal;value_GoalShotTimestamp;value_FantasyAssistedBy;value_GkYTimeOfGoal;value_RelatedError1Id;value_GoalShotGameClock;value_GkXTimeOfGoal;value_FantasyAssistType;value_FantasyAssistTeam;value_Deflection;value_FantasyAssistId;value_BoxRight;value_RecklessOffence;value_YellowCard;value_Stooping;value_TakeOnOvertake;value_InjuredPlayerId;value_Injury;value_Overrun;value_Handball;value_PullBack;value_ParriedSafe;value_Feet;value_Sliding;value_NotVisible;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_ThroughBall;value_Unchallenged;value_Defensive1V1;value_FollowsADribble;value_IncorrectOutOfPlayDecision;value_Dissent;value_MediumGkIntervention;value_GkHoof;value_OverhitCross;value_HighClaim;value_GkKickFromHands;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2719222707;1;34;16;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-09-12T01:10:47.094Z;2024-09-13T14:41:17Z;[{'id': 5205129137, 'qualifierId': 197, 'value': '23553'}, {'id': 5205061713, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5205179201, 'qualifierId': 194, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex'}, {'id': 5205061721, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5205061717, 'qualifierId': 130, 'value': '2'}, {'id': 5205061719, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5205061711, 'qualifierId': 30, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex, ct1a7ex39pnemouuv4klyj85w, 4blue6g56i3t9iffjcmjs6hhw, 1o0ew8fp44fuo3o7c8ef8pd2i, 7suq9shgwa8fyip80f1zy1mhg, e23yyl43xtcve09dx234uuj8, b2sl4wp77nrynvodb6k19yfze, c44bkncqmptribnxki1dyppbe, 6d45ccicyo6dregi9cm4ad4kq, 4o8ulvahxfb06x5xhvflvwhzo, 74bhj4xi5zgq6evsr4c766p04, 3c1xz4vpfoum0jbq6bmtdrtux, 2eoftsi3eznjjmhu8ybft11ck, 4283da2hccprbybkv4nvmos2c, pldpnmzoo867jhdvamuhp9n8, 5zawuirp825t4brhaj90k9duy, e6ocmgjfubq6qvg4wfp8zipsk, 58akq0ojntf5n123msb1tzeok, 1k1vw0upmpekjnh6mmfhqz8yc, 5qrto8swdtqw50ppzkdnzse8k'}, {'id': 5205061715, 'qualifierId': 59, 'value': '31, 68, 50, 21, 97, 51, 53, 52, 63, 84, 65, 78, 72, 95, 91, 61, 67, 87, 73, 59'}];;;;;819ljlamtddc4u89nj9gcnis;Team set up;23553,0;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;0;0;North Texas;0;;
2719222719;1;34;16;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-09-12T01:10:49.592Z;2024-09-13T14:41:24Z;[{'id': 5205061777, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5205061779, 'qualifierId': 194, 'value': '6agfr3usj1pblrbq2i9mdpmcq'}, {'id': 5205129031, 'qualifierId': 197, 'value': '23486'}, {'id': 5205061771, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5205061775, 'qualifierId': 130, 'value': '13'}, {'id': 5205061773, 'qualifierId': 59, 'value': '30, 27, 12, 32, 24, 4, 50, 6, 10, 41, 14, 7, 8, 51, 34, 36, 99, 22'}, {'id': 5205061769, 'qualifierId': 30, 'value': '6agfr3usj1pblrbq2i9mdpmcq, rtca480n5ehey5ffvt8nudck, 9acojrco6dg2i9otq02gj6904, 14sld3djevxpcce9co1aqxn9w, 9nl0k91lrjonu0z2irbs01oiy, e7vsajjh4e7t51ciycjg0skd0, 32c9e26wcnr5kmab8ep4zph5g, 7al9w77ailhli8g487tkl32tw, 6ggqe5gi2w2jjclmbjev6dd78, 19ckwd2oz9uyfjznuq2c41btg, 741wavjzdmc04j4i8a3chq9zo, 3risld5mac5ns2rrv6namc2l0, f3bqitwkt3mitemcjd61hi044, 8vnnownnzz2ksuuitbw3ax5yi, 6girdg17h5o2qr8stoywy3vv8, fgue58g7u6f2c53ggb0r2oa2, 3h8rx5wumr7hktll4hnvx7or8, da3mzb093sxf8i2xznedau8t0'}, {'id': 5205061781, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;819ljlamtddc4u89nj9gcnis;Team set up;23486,0;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;0;0;Ventura County;0;;
2719234941;2;32;1;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-09-12T02:05:07.649Z;2024-09-12T02:05:07Z;[{'id': 5205130413, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;819ljlamtddc4u89nj9gcnis;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;0;0;Ventura County;0;;
2719234943;2;32;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-09-12T02:05:07.649Z;2024-09-12T07:38:12Z;[{'id': 5205130423, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;819ljlamtddc4u89nj9gcnis;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;0;0;North Texas;0;;
2719234963;3;1;1;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;49,8;50,1;2024-09-12T02:05:07.650Z;2024-09-12T02:05:13Z;[{'id': 5205130523, 'qualifierId': 140, 'value': '29.0'}, {'id': 5205130527, 'qualifierId': 212, 'value': '21.9'}, {'id': 5205130531, 'qualifierId': 279, 'value': 'S'}, {'id': 5205130529, 'qualifierId': 213, 'value': '3.08'}, {'id': 5205130519, 'qualifierId': 56, 'value': 'Back'}, {'id': 5205130525, 'qualifierId': 141, 'value': '52.1'}];6ggqe5gi2w2jjclmbjev6dd78;Pedrinho;;;819ljlamtddc4u89nj9gcnis;Pass;;;;;;;;;;29,0;21,9;;3,08;;52,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;29,0;52,1;;;;;;;0;0;0;0;Ventura County;0;FW;1,0
2719234977;4;1;1;0;5;99l7fsj6ykgbyqcb9zqqu9dgq;0;29,6;49,7;2024-09-12T02:05:13Z;2024-09-12T02:08:07Z;[{'id': 5205130661, 'qualifierId': 212, 'value': '53.0'}, {'id': 5205130665, 'qualifierId': 1}, {'id': 5205130653, 'qualifierId': 155}, {'id': 5205130657, 'qualifierId': 140, 'value': '78.0'}, {'id': 5205130655, 'qualifierId': 56, 'value': 'Center'}, {'id': 5205130659, 'qualifierId': 141, 'value': '27.4'}, {'id': 5205130663, 'qualifierId': 213, 'value': '5.99'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;819ljlamtddc4u89nj9gcnis;Pass;;;;;;;;;;78,0;53,0;;5,99;;27,4;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;78,0;27,4;;;;;;;0;0;0;5;Ventura County;5;DC;1,0
2719234975;3;44;1;0;8;8ijkk62897so5r3bq0wgwx4bu;1;19,8;76,2;2024-09-12T02:05:15.830Z;2024-09-13T14:13:18Z;[{'id': 5205130629, 'qualifierId': 285}, {'id': 5205130627, 'qualifierId': 56, 'value': 'Back'}, {'id': 5205130689, 'qualifierId': 233, 'value': '5'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;819ljlamtddc4u89nj9gcnis;Aerial;;;;;;;;;;;;;;;;;;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;0;8;North Texas;8;DC;1,0
2719234983;5;44;1;0;8;99l7fsj6ykgbyqcb9zqqu9dgq;0;80,2;23,8;2024-09-12T02:05:15.831Z;2024-09-13T14:13:19Z;[{'id': 5205130693, 'qualifierId': 233, 'value': '3'}, {'id': 5205130685, 'qualifierId': 56, 'value': 'Center'}, {'id': 5205130687, 'qualifierId': 286}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;819ljlamtddc4u89nj9gcnis;Aerial;;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;0;0;0;8;Ventura County;8;FWR;1,0
2719234985;4;12;1;0;8;8ijkk62897so5r3bq0wgwx4bu;1;15,9;79,9;2024-09-12T02:05:16.127Z;2024-09-12T02:05:20Z;[{'id': 5205130703, 'qualifierId': 141, 'value': '65.5'}, {'id': 5205130761, 'qualifierId': 15}, {'id': 5205130707, 'qualifierId': 213, 'value': '5.32'}, {'id': 5205130705, 'qualifierId': 212, 'value': '11.9'}, {'id': 5205130701, 'qualifierId': 140, 'value': '22.4'}, {'id': 5205130699, 'qualifierId': 56, 'value': 'Back'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;819ljlamtddc4u89nj9gcnis;Clearance;;;;;;;;;;22,4;11,9;;5,32;;65,5;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;22,4;65,5;;;;;;;0;0;0;8;North Texas;8;DC;1,0
2719234987;5;1;1;0;10;8ijkk62897so5r3bq0wgwx4bu;0;25,7;63,9;2024-09-12T02:05:18.362Z;2024-09-12T02:05:19Z;[{'id': 5205130711, 'qualifierId': 56, 'value': 'Back'}, {'id': 5205130715, 'qualifierId': 141, 'value': '52.5'}, {'id': 5205130719, 'qualifierId': 213, 'value': '5.55'}, {'id': 5205130717, 'qualifierId': 212, 'value': '11.6'}, {'id': 5205130713, 'qualifierId': 140, 'value': '33.9'}];c44bkncqmptribnxki1dyppbe;I. Parente;;;819ljlamtddc4u89nj9gcnis;Pass;;;;;;;;;;33,9;11,6;;5,55;;52,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;33,9;52,5;;;;;;;0;0;0;10;North Texas;10;MC;1,0
