id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamKit;value_JerseyNumber;value_Involved;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_TeamFormation;value_Resume;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Zone;value_Angle;value_PassEndY;value_Length;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_SwitchOfPlay;value_Chipped;value_Head;value_LayOff;value_RegularPlay;value_Assist;value_GkYTimeOfGoal;value_GoalmouthY;value_Assisted;value_IndividualPlay;value_GkXTimeOfGoal;value_GkY;value_GoalmouthZ;value_GoalShotTimestamp;value_GoalShotGameClock;value_LowRight;value_BoxLeft;value_SwerveLeft;value_RelatedEventId;value_RightFooted;value_GkX;value_SoloRun;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_IntentionalAssist;value_BoxRight;value_BlockedX;value_FirstTouch;value_Volley;value_BlockedY;value_ParriedSafe;value_Hands;value_HighGkIntervention;value_Reaching;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_TouchTypeControl;value_DeletedEventType;value_TouchTypePass;value_LeftFooted;value_Right;value_OutOfBoxCentre;value_NextEventGoalKick;value_GoalKick;value_Low;value_Cross;value_InSwinger;value_BoxCentre;value_CloseHigh;value_SetPiece;value_TakeOnSpace;value_TakeOnOvertake;value_Overrun;value_LowGkIntervention;value_KeeperThrow;value_ShirtPull/Holding;value_OutSwinger;value_LowCentre;value_ParriedDanger;value_Stooping;value_Feet;value_FantasyAssistTeam;value_HighLeft;value_FollowsADribble;value_NotAssisted;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistId;value_IntendedTackleTarget;value_LeadingToAttempt;value_HitRightPost;value_HitWoodwork;value_BoxDeepLeft;value_RelatedError1Id;value_Standing;value_FloatedCross;value_Straight;value_High;value_BlockedCross;value_Shove/Push;value_FlickOn;value_HighCentre;value_Left;value_CornerTaken;value_CloseRight;value_FromCorner;value_TempPost;value_SmallBoxCentre;value_Handball;value_YellowCard;value_Dissent;value_DrivenCross;value_CloseLeft;value_PlayersCaughtOffside;value_Indirect;value_TouchTypeClearance;value_SixYardBlocked;value_Blocked;value_DefBlock;value_Minutes;value_EndType;value_LowLeft;value_Diving;value_TacticalFoul;value_NotVisible;value_BigChance;value_BlockByHand;value_FreeKick;value_MediumGkIntervention;value_Collected;value_FastBreak;value_NotPastGoalLine;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_LeadingToGoal;value_KeeperTouched;value_RecklessOffence;value_Injury;value_InjuredPlayerId;value_OverArm;value_CaptainChange;value_PullBack;value_Deflection;value_Caught;value_SmallBoxRight;value_CloseRightAndHigh;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2731885937;104;12;1;13;17;bd0378yx50xpdcgwkt9p9bmz8;1;10,1;71,8;2024-10-06T17:17:18.171Z;2024-10-06T17:17:19Z;[{'id': 5274206349, 'qualifierId': 141, 'value': '86.8'}, {'id': 5274206347, 'qualifierId': 140, 'value': '9.1'}, {'id': 5274206421, 'qualifierId': 15}, {'id': 5274206357, 'qualifierId': 213, 'value': '1.67'}, {'id': 5274206353, 'qualifierId': 212, 'value': '10.3'}, {'id': 5274206345, 'qualifierId': 56, 'value': 'Back'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;laacxwj84odyebfz8uepa4gk;Clearance;;;;;;;;;;;9,1;;1,67;86,8;10,3;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;9,1;86,8;;;;;;;0;0;13;17;Orlando City B;797;DC;1,0
2731886113;105;49;1;13;22;bd0378yx50xpdcgwkt9p9bmz8;1;7,5;86,6;2024-10-06T17:17:22.971Z;2024-10-06T17:17:28Z;[];739dnufx6izfhubwow0n1ijxm;L. Aghedo;;;laacxwj84odyebfz8uepa4gk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;13;22;Orlando City B;802;DC;1,0
2731886135;106;1;1;13;23;bd0378yx50xpdcgwkt9p9bmz8;0;7,5;86,6;2024-10-06T17:17:24.417Z;2024-10-06T17:17:30Z;[{'id': 5274207425, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274207433, 'qualifierId': 213, 'value': '0.10'}, {'id': 5274207435, 'qualifierId': 1}, {'id': 5274207427, 'qualifierId': 140, 'value': '44.2'}, {'id': 5274207423, 'qualifierId': 157}, {'id': 5274207431, 'qualifierId': 212, 'value': '38.7'}, {'id': 5274207429, 'qualifierId': 141, 'value': '92.0'}];739dnufx6izfhubwow0n1ijxm;L. Aghedo;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;44,2;;0,1;92,0;38,7;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;44,2;92,0;;;;;;;0;0;13;23;Orlando City B;803;DC;1,0
2731886117;116;1;1;13;23;479lsfr4cwlzewpbuda3y2xv4;0;58,3;13,2;2024-10-06T17:17:24.522Z;2024-10-06T17:17:25Z;[{'id': 5274207333, 'qualifierId': 212, 'value': '14.6'}, {'id': 5274207325, 'qualifierId': 3}, {'id': 5274207327, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274207335, 'qualifierId': 213, 'value': '5.57'}, {'id': 5274207331, 'qualifierId': 141, 'value': '0.0'}, {'id': 5274207329, 'qualifierId': 140, 'value': '68.8'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;68,8;;5,57;0,0;14,6;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;68,8;0,0;;;;;;;0;0;13;23;Cincinnati II;803;DL;1,0
2731886209;107;5;1;13;24;bd0378yx50xpdcgwkt9p9bmz8;1;36,4;101,2;2024-10-06T17:17:25.248Z;2024-10-06T17:53:14Z;[{'id': 5274207803, 'qualifierId': 347}, {'id': 5274207897, 'qualifierId': 233, 'value': '117'}, {'id': 5274207801, 'qualifierId': 56, 'value': 'Back'}];739dnufx6izfhubwow0n1ijxm;L. Aghedo;;;laacxwj84odyebfz8uepa4gk;Out;;;;;;;;;;;;;;;;;;;117,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;13;24;Orlando City B;804;DC;1,0
2731886129;117;5;1;13;24;479lsfr4cwlzewpbuda3y2xv4;0;63,6;-1,2;2024-10-06T17:17:25.248Z;2024-10-06T17:53:14Z;[{'id': 5274207999, 'qualifierId': 233, 'value': '107'}, {'id': 5274207387, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274207389, 'qualifierId': 347}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;laacxwj84odyebfz8uepa4gk;Out;;;;;;;;;;;;;;;;;;;107,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;13;24;Cincinnati II;804;DL;1,0
2731886451;108;1;1;13;35;bd0378yx50xpdcgwkt9p9bmz8;1;31,9;100,0;2024-10-06T17:17:36.059Z;2024-10-06T17:17:38Z;[{'id': 5274209065, 'qualifierId': 213, 'value': '5.64'}, {'id': 5274209061, 'qualifierId': 141, 'value': '90.6'}, {'id': 5274209057, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274209063, 'qualifierId': 212, 'value': '11.6'}, {'id': 5274209055, 'qualifierId': 107}, {'id': 5274209059, 'qualifierId': 140, 'value': '40.7'}];bpr7u1cp7bzt1w2t1tsmru73e;J. Castellano;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;40,7;;5,64;90,6;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;40,7;90,6;;;;;;;0;0;13;35;Orlando City B;815;DML;1,0
2731886487;109;1;1;13;37;bd0378yx50xpdcgwkt9p9bmz8;0;40,7;90,6;2024-10-06T17:17:37.883Z;2024-10-06T17:17:39Z;[{'id': 5274209275, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274209281, 'qualifierId': 212, 'value': '16.0'}, {'id': 5274209279, 'qualifierId': 141, 'value': '69.9'}, {'id': 5274209283, 'qualifierId': 213, 'value': '5.21'}, {'id': 5274209277, 'qualifierId': 140, 'value': '48.0'}];aw9qtyjb4wdifiixi139m96cq;G. Valenzuela;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;48,0;;5,21;69,9;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;48,0;69,9;;;;;;;0;0;13;37;Orlando City B;817;MC;1,0
2731886559;118;49;1;13;40;479lsfr4cwlzewpbuda3y2xv4;1;53,3;32,1;2024-10-06T17:17:41.466Z;2024-10-06T17:17:41Z;[];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;laacxwj84odyebfz8uepa4gk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;13;40;Cincinnati II;820;MC;1,0
2731886637;119;1;1;13;41;479lsfr4cwlzewpbuda3y2xv4;1;53,3;32,4;2024-10-06T17:17:41.947Z;2024-10-06T17:17:44Z;[{'id': 5274210031, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274210035, 'qualifierId': 140, 'value': '40.1'}, {'id': 5274210045, 'qualifierId': 213, 'value': '3.13'}, {'id': 5274210043, 'qualifierId': 212, 'value': '13.9'}, {'id': 5274210039, 'qualifierId': 141, 'value': '32.7'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;40,1;;3,13;32,7;13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;40,1;32,7;;;;;;;0;0;13;41;Cincinnati II;821;MC;1,0
2731886683;120;1;1;13;43;479lsfr4cwlzewpbuda3y2xv4;1;39,4;32,4;2024-10-06T17:17:44.267Z;2024-10-06T17:17:45Z;[{'id': 5274210289, 'qualifierId': 213, 'value': '5.40'}, {'id': 5274210283, 'qualifierId': 140, 'value': '50.3'}, {'id': 5274210285, 'qualifierId': 141, 'value': '12.0'}, {'id': 5274210281, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274210287, 'qualifierId': 212, 'value': '18.0'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;50,3;;5,4;12,0;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;50,3;12,0;;;;;;;0;0;13;43;Cincinnati II;823;DC;1,0
2731886721;121;1;1;13;45;479lsfr4cwlzewpbuda3y2xv4;1;50,3;12,0;2024-10-06T17:17:45.803Z;2024-10-06T17:17:47Z;[{'id': 5274210497, 'qualifierId': 140, 'value': '38.9'}, {'id': 5274210501, 'qualifierId': 212, 'value': '12.6'}, {'id': 5274210499, 'qualifierId': 141, 'value': '17.7'}, {'id': 5274210503, 'qualifierId': 213, 'value': '2.83'}, {'id': 5274210495, 'qualifierId': 56, 'value': 'Back'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;38,9;;2,83;17,7;12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;38,9;17,7;;;;;;;0;0;13;45;Cincinnati II;825;MC;1,0
2731886753;122;1;1;13;46;479lsfr4cwlzewpbuda3y2xv4;1;38,9;17,7;2024-10-06T17:17:47.130Z;2024-10-06T17:17:48Z;[{'id': 5274210631, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274210635, 'qualifierId': 141, 'value': '22.1'}, {'id': 5274210633, 'qualifierId': 140, 'value': '40.2'}, {'id': 5274210637, 'qualifierId': 212, 'value': '3.3'}, {'id': 5274210639, 'qualifierId': 213, 'value': '1.14'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;40,2;;1,14;22,1;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;40,2;22,1;;;;;;;0;0;13;46;Cincinnati II;826;DL;1,0
2731886763;123;1;1;13;47;479lsfr4cwlzewpbuda3y2xv4;1;40,2;22,1;2024-10-06T17:17:48.234Z;2024-10-06T17:17:49Z;[{'id': 5274210703, 'qualifierId': 212, 'value': '13.4'}, {'id': 5274210699, 'qualifierId': 140, 'value': '45.8'}, {'id': 5274210701, 'qualifierId': 141, 'value': '4.4'}, {'id': 5274210697, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274210705, 'qualifierId': 213, 'value': '5.17'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;45,8;;5,17;4,4;13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;45,8;4,4;;;;;;;0;0;13;47;Cincinnati II;827;MC;1,0
2731886791;124;1;1;13;48;479lsfr4cwlzewpbuda3y2xv4;1;45,8;4,4;2024-10-06T17:17:49.195Z;2024-10-06T17:17:50Z;[{'id': 5274210809, 'qualifierId': 141, 'value': '16.4'}, {'id': 5274210805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274210807, 'qualifierId': 140, 'value': '43.2'}, {'id': 5274210811, 'qualifierId': 212, 'value': '8.6'}, {'id': 5274210813, 'qualifierId': 213, 'value': '1.89'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;43,2;;1,89;16,4;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;43,2;16,4;;;;;;;0;0;13;48;Cincinnati II;828;MC;1,0
2731886935;125;1;1;13;49;479lsfr4cwlzewpbuda3y2xv4;1;42,0;19,2;2024-10-06T17:17:50.538Z;2024-10-06T17:17:54Z;[{'id': 5274211645, 'qualifierId': 141, 'value': '33.6'}, {'id': 5274211641, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274211649, 'qualifierId': 213, 'value': '2.40'}, {'id': 5274211643, 'qualifierId': 140, 'value': '31.9'}, {'id': 5274211647, 'qualifierId': 212, 'value': '14.4'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;31,9;;2,4;33,6;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;31,9;33,6;;;;;;;0;0;13;49;Cincinnati II;829;MC;1,0
2731887023;126;1;1;13;53;479lsfr4cwlzewpbuda3y2xv4;1;31,4;36,9;2024-10-06T17:17:54.410Z;2024-10-06T17:17:58Z;[{'id': 5274212113, 'qualifierId': 1}, {'id': 5274212107, 'qualifierId': 141, 'value': '88.4'}, {'id': 5274212111, 'qualifierId': 213, 'value': '1.31'}, {'id': 5274212105, 'qualifierId': 140, 'value': '40.4'}, {'id': 5274212103, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274212109, 'qualifierId': 212, 'value': '36.3'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;40,4;;1,31;88,4;36,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;40,4;88,4;;;;;;;0;0;13;53;Cincinnati II;833;DC;1,0
2731887181;127;1;1;13;57;479lsfr4cwlzewpbuda3y2xv4;1;42,0;89,1;2024-10-06T17:17:58.347Z;2024-10-06T17:18:03Z;[{'id': 5274212867, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274212875, 'qualifierId': 141, 'value': '80.0'}, {'id': 5274212871, 'qualifierId': 140, 'value': '60.5'}, {'id': 5274212879, 'qualifierId': 212, 'value': '20.4'}, {'id': 5274212883, 'qualifierId': 213, 'value': '5.97'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;60,5;;5,97;80,0;20,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;60,5;80,0;;;;;;;0;0;13;57;Cincinnati II;837;DC;1,0
2731887261;128;1;1;14;2;479lsfr4cwlzewpbuda3y2xv4;1;62,3;83,2;2024-10-06T17:18:03.259Z;2024-10-06T17:18:06Z;[{'id': 5274213263, 'qualifierId': 141, 'value': '71.5'}, {'id': 5274213267, 'qualifierId': 212, 'value': '8.0'}, {'id': 5274213259, 'qualifierId': 140, 'value': '61.8'}, {'id': 5274213269, 'qualifierId': 213, 'value': '4.65'}, {'id': 5274213257, 'qualifierId': 56, 'value': 'Center'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;61,8;;4,65;71,5;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;61,8;71,5;;;;;;;0;0;14;2;Cincinnati II;842;AMC;1,0
2731887353;129;1;1;14;5;479lsfr4cwlzewpbuda3y2xv4;1;64,0;68,7;2024-10-06T17:18:06.043Z;2024-10-06T17:18:10Z;[{'id': 5274213755, 'qualifierId': 141, 'value': '39.5'}, {'id': 5274213749, 'qualifierId': 140, 'value': '64.9'}, {'id': 5274213769, 'qualifierId': 213, 'value': '4.76'}, {'id': 5274213745, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274213763, 'qualifierId': 212, 'value': '19.9'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;64,9;;4,76;39,5;19,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;64,9;39,5;;;;;;;0;0;14;5;Cincinnati II;845;MC;1,0
2731887385;130;1;1;14;9;479lsfr4cwlzewpbuda3y2xv4;1;64,9;38,0;2024-10-06T17:18:10.060Z;2024-10-06T17:18:11Z;[{'id': 5274213937, 'qualifierId': 140, 'value': '65.9'}, {'id': 5274213945, 'qualifierId': 213, 'value': '4.78'}, {'id': 5274213935, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274213941, 'qualifierId': 141, 'value': '15.8'}, {'id': 5274213943, 'qualifierId': 212, 'value': '15.1'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;65,9;;4,78;15,8;15,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;65,9;15,8;;;;;;;0;0;14;9;Cincinnati II;849;MC;1,0
2731887495;131;1;1;14;10;479lsfr4cwlzewpbuda3y2xv4;1;65,9;15,8;2024-10-06T17:18:11.532Z;2024-10-06T17:18:38Z;[{'id': 5274214577, 'qualifierId': 56, 'value': 'Right'}, {'id': 5274217499, 'qualifierId': 210, 'value': '13'}, {'id': 5274214585, 'qualifierId': 213, 'value': '5.77'}, {'id': 5274214581, 'qualifierId': 141, 'value': '6.8'}, {'id': 5274214579, 'qualifierId': 140, 'value': '76.3'}, {'id': 5274214583, 'qualifierId': 212, 'value': '12.5'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;1,0;laacxwj84odyebfz8uepa4gk;Pass;;;;;;;;;;;76,3;;5,77;6,8;12,5;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;76,3;6,8;;;;;;;0;0;14;10;Cincinnati II;850;AMR;1,0
2731887531;110;45;1;14;16;bd0378yx50xpdcgwkt9p9bmz8;0;21,6;62,1;2024-10-06T17:18:16.795Z;2024-10-06T17:53:46Z;[{'id': 5274215155, 'qualifierId': 233, 'value': '132'}, {'id': 5274214765, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274214767, 'qualifierId': 285}];b94wogguhbhpo2mal3pfpo26s;K. Mboma Dem;;;laacxwj84odyebfz8uepa4gk;Challenge;;;;;;;;;;;;;;;;;;1,0;132,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;14;16;Orlando City B;856;FW;1,0
2731887589;132;3;1;14;16;479lsfr4cwlzewpbuda3y2xv4;1;78,4;37,9;2024-10-06T17:18:16.795Z;2024-10-10T07:55:39Z;[{'id': 5274215027, 'qualifierId': 286}, {'id': 5274215105, 'qualifierId': 233, 'value': '110'}, {'id': 5279804915, 'qualifierId': 465}, {'id': 5274215025, 'qualifierId': 56, 'value': 'Center'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;laacxwj84odyebfz8uepa4gk;Take On;;;;;;;;;;;;;;;;;;;110,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;14;16;Cincinnati II;856;DR;1,0
