id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Involved;value_TeamPlayerFormation;value_PlayerPosition;value_TeamFormation;value_TeamKit;value_Captain;value_Resume;value_JerseyNumber;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndY;value_PassEndX;value_KickOff;value_Length;value_Chipped;value_LongBall;value_TouchTypeClearance;value_NextEventGoalKick;value_OppositeRelatedEventId;value_GoalKick;value_High;value_Defensive;value_Offensive;value_HeadPass;value_Launch;value_LowGkIntervention;value_Left;value_InSwinger;value_Cross;value_CornerTaken;value_RightFooted;value_Head;value_FlickOn;value_DeletedEventType;value_TakeOnSpace;value_OutOfPlay;value_TouchTypeControl;value_NextEventThrowIn;value_ThrowIn;value_NotVisible;value_IntentionalAssist;value_Assist;value_RegularPlay;value_RelatedEventId;value_Assisted;value_BlockedX;value_LeftFooted;value_HighCentre;value_OutOfBoxCentre;value_GoalmouthY;value_GoalmouthZ;value_BlockedY;value_FirstTouch;value_Standing;value_MediumGkIntervention;value_Collected;value_Hands;value_KeeperThrow;value_IndividualPlay;value_GkY;value_Volley;value_GkX;value_LowCentre;value_Blocked;value_DefBlock;value_BoxLeft;value_Right;value_Low;value_Direct;value_AttemptedTackle;value_Foul;value_NotAssisted;value_FreeKick;value_ByWall;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_TakeOnOvertake;value_TouchTypePass;value_SwitchOfPlay;value_BlockedPass;value_IntendedTackleTarget;value_BoxRight;value_ParriedSafe;value_Diving;value_InjuredPlayerId;value_Injury;value_Defensive1V1;value_Shove/Push;value_DrivenCross;value_Straight;value_OutSwinger;value_SetPiece;value_BoxCentre;value_CloseHigh;value_LowRight;value_LowLeft;value_FromCorner;value_OverArm;value_HighRight;value_ShirtPull/Holding;value_LayOff;value_BlockedCross;value_LeadingToGoal;value_GkYTimeOfGoal;value_SoloRun;value_GkXTimeOfGoal;value_RelatedError1Id;value_GoalShotGameClock;value_GoalShotTimestamp;value_ParriedDanger;value_HighGkIntervention;value_Deflection;value_BigChance;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistTeam;value_Minutes;value_DangerousPlay;value_SeriousFoul;value_RedCard;value_EndType;value_TacticalFoul;value_YellowCard;value_PenaltyTakerId;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Scored;value_IncorrectOutOfPlayDecision;value_SixYardBlocked;value_GkKickFromHands;value_Strong;value_HighLeft;value_SmallBoxCentre;value_FloatedCross;value_Stooping;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_CloseLeft;value_FastBreak;value_SwerveLeft;value_CloseRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728469165;235;1;1;26;29;4g68p0t2f5jzhzfr67i2rj1ex;1;64,3;37,4;2024-09-29T21:30:02.386Z;2024-09-29T21:30:05Z;[{'id': 5255596259, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255596263, 'qualifierId': 141, 'value': '58.0'}, {'id': 5255596261, 'qualifierId': 140, 'value': '69.6'}, {'id': 5255596267, 'qualifierId': 212, 'value': '15.1'}, {'id': 5255596271, 'qualifierId': 213, 'value': '1.19'}];8u0efvao8rym6mdx0tl0h0qac;A. Jarvis;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;1,19;58,0;69,6;;15,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;69,6;58,0;;;;;;;;0;26;29;New England II;1589;MC;1,0
2728469171;236;50;1;26;32;4g68p0t2f5jzhzfr67i2rj1ex;1;70,3;52,4;2024-09-29T21:30:05.026Z;2024-09-29T22:56:50Z;[{'id': 5255596279, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255596447, 'qualifierId': 233, 'value': '270'}, {'id': 5255596281, 'qualifierId': 286}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;hi2rnnbv4qjodrk0n8263gus;Dispossessed;;;;;;;;;;;;;;;;;;;;270,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;26;32;New England II;1592;ML;1,0
2728469201;270;7;1;26;32;csntc7hucmo21gknxc5y0kc4q;1;29,7;47,6;2024-09-29T21:30:05.027Z;2024-10-03T07:51:52Z;[{'id': 5255596435, 'qualifierId': 233, 'value': '236'}, {'id': 5255596399, 'qualifierId': 56, 'value': 'Back'}, {'id': 5262192821, 'qualifierId': 383}, {'id': 5255596401, 'qualifierId': 285}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;hi2rnnbv4qjodrk0n8263gus;Tackle;;;;;;;;;;;;;;;;;;;;236,0;;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;26;32;New York RB II;1592;MC;1,0
2728469205;271;49;1;26;35;csntc7hucmo21gknxc5y0kc4q;1;25,8;62,3;2024-09-29T21:30:08.051Z;2024-09-29T21:30:08Z;[];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;hi2rnnbv4qjodrk0n8263gus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;26;35;New York RB II;1595;DC;1,0
2728469225;272;1;1;26;35;csntc7hucmo21gknxc5y0kc4q;1;25,8;62,3;2024-09-29T21:30:08.291Z;2024-09-29T21:30:09Z;[{'id': 5255596513, 'qualifierId': 140, 'value': '24.9'}, {'id': 5255596519, 'qualifierId': 212, 'value': '27.4'}, {'id': 5255596517, 'qualifierId': 141, 'value': '22.0'}, {'id': 5255596509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255596521, 'qualifierId': 213, 'value': '4.68'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;4,68;22,0;24,9;;27,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;24,9;22,0;;;;;;;;0;26;35;New York RB II;1595;DC;1,0
2728469231;273;1;1;26;36;csntc7hucmo21gknxc5y0kc4q;1;24,9;22,0;2024-09-29T21:30:09.602Z;2024-09-29T21:30:10Z;[{'id': 5255596587, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255596589, 'qualifierId': 140, 'value': '31.2'}, {'id': 5255596595, 'qualifierId': 213, 'value': '0.54'}, {'id': 5255596591, 'qualifierId': 141, 'value': '27.8'}, {'id': 5255596593, 'qualifierId': 212, 'value': '7.7'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;0,54;27,8;31,2;;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;31,2;27,8;;;;;;;;0;26;36;New York RB II;1596;DR;1,0
2728469261;274;1;1;26;37;csntc7hucmo21gknxc5y0kc4q;1;31,2;27,8;2024-09-29T21:30:10.675Z;2024-09-29T21:30:13Z;[{'id': 5255596747, 'qualifierId': 141, 'value': '6.1'}, {'id': 5255596749, 'qualifierId': 212, 'value': '15.0'}, {'id': 5255596743, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255596751, 'qualifierId': 213, 'value': '4.53'}, {'id': 5255596745, 'qualifierId': 140, 'value': '28.6'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;4,53;6,1;28,6;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;28,6;6,1;;;;;;;;0;26;37;New York RB II;1597;FWR;1,0
2728469269;237;45;1;26;40;4g68p0t2f5jzhzfr67i2rj1ex;0;63,6;93,4;2024-09-29T21:30:13.636Z;2024-09-29T21:30:16Z;[{'id': 5255596821, 'qualifierId': 233, 'value': '275'}, {'id': 5255596791, 'qualifierId': 56, 'value': 'Left'}, {'id': 5255596793, 'qualifierId': 285}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;hi2rnnbv4qjodrk0n8263gus;Challenge;;;;;;;;;;;;;;;;;;;;275,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;26;40;New England II;1600;DC;1,0
2728469271;275;3;1;26;40;csntc7hucmo21gknxc5y0kc4q;1;36,4;6,6;2024-09-29T21:30:13.636Z;2024-10-03T07:52:04Z;[{'id': 5255596811, 'qualifierId': 233, 'value': '237'}, {'id': 5262192903, 'qualifierId': 464}, {'id': 5255596797, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255596799, 'qualifierId': 286}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;hi2rnnbv4qjodrk0n8263gus;Take On;;;;;;;;;;;;;;;;;;;;237,0;;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;26;40;New York RB II;1600;DR;1,0
2728469291;276;1;1;26;41;csntc7hucmo21gknxc5y0kc4q;1;44,7;13,4;2024-09-29T21:30:14.772Z;2024-09-29T21:30:18Z;[{'id': 5255596965, 'qualifierId': 213, 'value': '1.84'}, {'id': 5255596963, 'qualifierId': 212, 'value': '7.5'}, {'id': 5255596961, 'qualifierId': 141, 'value': '24.1'}, {'id': 5255596955, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255596959, 'qualifierId': 140, 'value': '42.8'}];dbyiafdyf93b8rtpceqitgopg;D. McIntosh;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;1,84;24,1;42,8;;7,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;42,8;24,1;;;;;;;;0;26;41;New York RB II;1601;DR;1,0
2728469307;277;1;1;26;45;csntc7hucmo21gknxc5y0kc4q;0;59,9;34,4;2024-09-29T21:30:17.986Z;2024-09-29T21:30:19Z;[{'id': 5255597009, 'qualifierId': 140, 'value': '71.9'}, {'id': 5255597015, 'qualifierId': 213, 'value': '5.73'}, {'id': 5255597007, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255597011, 'qualifierId': 141, 'value': '22.9'}, {'id': 5255597013, 'qualifierId': 212, 'value': '14.8'}];c8wq3ofarkeeisqr49fhrvwno;C. Oliveira;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;5,73;22,9;71,9;;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;71,9;22,9;;;;;;;;0;26;45;New York RB II;1605;MC;1,0
2728469313;238;43;1;26;46;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-09-29T21:30:19.508Z;2024-10-03T07:52:19Z;[{'id': 5262192965, 'qualifierId': 144, 'value': '8'}, {'id': 5255597033, 'qualifierId': 56, 'value': 'Back'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;hi2rnnbv4qjodrk0n8263gus;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;26;46;New England II;1606;DC;1,0
2728469317;239;49;1;26;47;4g68p0t2f5jzhzfr67i2rj1ex;1;31,7;71,4;2024-09-29T21:30:20.483Z;2024-09-29T21:30:20Z;[];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;hi2rnnbv4qjodrk0n8263gus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;26;47;New England II;1607;DC;1,0
2728469337;240;1;1;26;49;4g68p0t2f5jzhzfr67i2rj1ex;1;29,8;77,8;2024-09-29T21:30:22.371Z;2024-09-29T21:30:24Z;[{'id': 5255597157, 'qualifierId': 141, 'value': '81.0'}, {'id': 5255597159, 'qualifierId': 212, 'value': '17.0'}, {'id': 5255597153, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255597161, 'qualifierId': 213, 'value': '0.13'}, {'id': 5255597155, 'qualifierId': 140, 'value': '45.9'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;0,13;81,0;45,9;;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;45,9;81,0;;;;;;;;0;26;49;New England II;1609;DC;1,0
2728469343;241;1;1;26;50;4g68p0t2f5jzhzfr67i2rj1ex;0;45,3;81,0;2024-09-29T21:30:23.890Z;2024-09-29T21:30:24Z;[{'id': 5255597191, 'qualifierId': 212, 'value': '2.9'}, {'id': 5255597193, 'qualifierId': 213, 'value': '4.10'}, {'id': 5255597187, 'qualifierId': 140, 'value': '43.7'}, {'id': 5255597189, 'qualifierId': 141, 'value': '77.5'}, {'id': 5255597185, 'qualifierId': 56, 'value': 'Back'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;4,1;77,5;43,7;;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;43,7;77,5;;;;;;;;0;26;50;New England II;1610;FW;1,0
2728469375;278;50;1;26;54;csntc7hucmo21gknxc5y0kc4q;1;47,2;29,7;2024-09-29T21:30:27.268Z;2024-09-29T22:56:51Z;[{'id': 5255597333, 'qualifierId': 286}, {'id': 5255597331, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255597477, 'qualifierId': 233, 'value': '242'}];5e00w1rqym73habcl01wm7jtg;O. Escobar;;hi2rnnbv4qjodrk0n8263gus;Dispossessed;;;;;;;;;;;;;;;;;;;;242,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;26;54;New York RB II;1614;MC;1,0
2728469393;242;7;1;26;54;4g68p0t2f5jzhzfr67i2rj1ex;1;52,8;70,3;2024-09-29T21:30:27.269Z;2024-10-03T07:52:40Z;[{'id': 5255597451, 'qualifierId': 233, 'value': '278'}, {'id': 5255597449, 'qualifierId': 285}, {'id': 5262193067, 'qualifierId': 384}, {'id': 5255597447, 'qualifierId': 56, 'value': 'Center'}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;hi2rnnbv4qjodrk0n8263gus;Tackle;;;;;;;;;;;;;;;;;;;;278,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;26;54;New England II;1614;ML;1,0
2728469403;243;1;1;26;57;4g68p0t2f5jzhzfr67i2rj1ex;0;54,9;73,5;2024-09-29T21:30:29.955Z;2024-09-29T23:05:49Z;[{'id': 5255597515, 'qualifierId': 141, 'value': '78.6'}, {'id': 5255597507, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255597517, 'qualifierId': 212, 'value': '7.2'}, {'id': 5255597519, 'qualifierId': 213, 'value': '0.50'}, {'id': 5255597511, 'qualifierId': 140, 'value': '60.9'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;0,5;78,6;60,9;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;60,9;78,6;;;;;;;;0;26;57;New England II;1617;FW;1,0
2728469405;244;49;1;26;58;4g68p0t2f5jzhzfr67i2rj1ex;1;56,9;78,6;2024-09-29T21:30:31.507Z;2024-09-29T21:30:31Z;[];es0bxxdxf6bco25evmg19ic4;M. Sofo;;hi2rnnbv4qjodrk0n8263gus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;26;58;New England II;1618;FW;1,0
2728469429;245;1;1;26;58;4g68p0t2f5jzhzfr67i2rj1ex;0;56,7;82,7;2024-09-29T21:30:31.563Z;2024-10-03T07:53:11Z;[{'id': 5255597617, 'qualifierId': 213, 'value': '0.21'}, {'id': 5255597613, 'qualifierId': 141, 'value': '83.3'}, {'id': 5255597611, 'qualifierId': 140, 'value': '58.5'}, {'id': 5255597615, 'qualifierId': 212, 'value': '1.9'}, {'id': 5255597609, 'qualifierId': 56, 'value': 'Left'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;0,21;83,3;58,5;;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;58,5;83,3;;;;;;;;0;26;58;New England II;1618;FW;1,0
2728469407;279;8;1;26;58;csntc7hucmo21gknxc5y0kc4q;1;33,5;22,1;2024-09-29T21:30:31.619Z;2024-10-03T07:53:17Z;[{'id': 5262193249, 'qualifierId': 383}, {'id': 5255597521, 'qualifierId': 56, 'value': 'Back'}];et772m1f5cqceeffckpnty1p0;E. Klein;;hi2rnnbv4qjodrk0n8263gus;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;26;58;New York RB II;1618;MC;1,0
2729672235;854;1;1;27;1;4g68p0t2f5jzhzfr67i2rj1ex;0;53,7;78,7;2024-09-29T21:30:34.233Z;2024-10-03T07:53:36Z;[{'id': 5262193357, 'qualifierId': 213, 'value': '0.57'}, {'id': 5262193351, 'qualifierId': 140, 'value': '56.0'}, {'id': 5262193353, 'qualifierId': 141, 'value': '81.0'}, {'id': 5262193355, 'qualifierId': 212, 'value': '2.9'}, {'id': 5262193349, 'qualifierId': 56, 'value': 'Left'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;0,57;81,0;56,0;;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;56,0;81,0;;;;;;;;0;27;1;New England II;1621;FW;1,0
2728469439;280;61;1;27;1;csntc7hucmo21gknxc5y0kc4q;1;34,7;18,4;2024-09-29T21:30:34.424Z;2024-09-29T21:45:41Z;[{'id': 5255597659, 'qualifierId': 56, 'value': 'Back'}];et772m1f5cqceeffckpnty1p0;E. Klein;;hi2rnnbv4qjodrk0n8263gus;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;27;1;New York RB II;1621;MC;1,0
2728469583;246;5;1;27;3;4g68p0t2f5jzhzfr67i2rj1ex;1;65,0;101,0;2024-09-29T21:30:36.228Z;2024-09-29T22:07:29Z;[{'id': 5255598397, 'qualifierId': 56, 'value': 'Left'}, {'id': 5255598399, 'qualifierId': 347}, {'id': 5255598431, 'qualifierId': 233, 'value': '281'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;hi2rnnbv4qjodrk0n8263gus;Out;;;;;;;;;;;;;;;;;;;;281,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;27;3;New England II;1623;DC;1,0
2728469491;281;5;1;27;3;csntc7hucmo21gknxc5y0kc4q;0;35,0;-1,0;2024-09-29T21:30:36.228Z;2024-09-29T22:07:30Z;[{'id': 5255597919, 'qualifierId': 347}, {'id': 5255597917, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255598457, 'qualifierId': 233, 'value': '246'}];et772m1f5cqceeffckpnty1p0;E. Klein;;hi2rnnbv4qjodrk0n8263gus;Out;;;;;;;;;;;;;;;;;;;;246,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;27;3;New York RB II;1623;MC;1,0
2728469625;247;1;1;27;10;4g68p0t2f5jzhzfr67i2rj1ex;1;64,3;100,0;2024-09-29T21:30:43.620Z;2024-09-29T21:30:52Z;[{'id': 5255599079, 'qualifierId': 189}, {'id': 5255598635, 'qualifierId': 140, 'value': '79.8'}, {'id': 5255598633, 'qualifierId': 56, 'value': 'Left'}, {'id': 5255598631, 'qualifierId': 107}, {'id': 5255598639, 'qualifierId': 212, 'value': '16.9'}, {'id': 5255598641, 'qualifierId': 213, 'value': '6.01'}, {'id': 5255598637, 'qualifierId': 141, 'value': '95.0'}];65g50zt5gbo1lnrbc7uvwsbo4;T. Rosborough;;hi2rnnbv4qjodrk0n8263gus;Pass;;;;;;;;;;;6,01;95,0;79,8;;16,9;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;79,8;95,0;;;;;;;;0;27;10;New England II;1630;FW;1,0
