id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Resume;value_TeamFormation;value_TeamKit;value_Captain;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_PassEndX;value_Length;value_PassEndY;value_KickOff;value_Angle;value_Zone;value_TouchTypeClearance;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_LongBall;value_HeadPass;value_DeletedEventType;value_LayOff;value_Offensive;value_BlockedPass;value_Defensive;value_LowGkIntervention;value_KeeperThrow;value_OverArm;value_TakeOnOvertake;value_Cross;value_IntentionalAssist;value_RegularPlay;value_OutSwinger;value_RightFooted;value_Assist;value_SmallBoxCentre;value_GoalmouthZ;value_GkYTimeOfGoal;value_GkX;value_RelatedEventId;value_GkY;value_LowCentre;value_GoalShotTimestamp;value_Assisted;value_BigChance;value_FirstTouch;value_GoalmouthY;value_GkXTimeOfGoal;value_GoalShotGameClock;value_Launch;value_IntendedTackleTarget;value_NotVisible;value_TouchTypePass;value_SwitchOfPlay;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_TouchTypeControl;value_LeftFooted;value_LowLeft;value_BlockedY;value_BlockedX;value_BoxLeft;value_IndividualPlay;value_1On1;value_NotAssisted;value_Sliding;value_ParriedSafe;value_Feet;value_OutOfBoxCentre;value_Collected;value_Standing;value_MediumGkIntervention;value_Hands;value_BoxCentre;value_MisHit;value_Left;value_NextEventGoalKick;value_GoalKick;value_Low;value_Shove/Push;value_OutOfPlay;value_Head;value_AttemptedTackle;value_LastLine;value_BlockedCross;value_CornerTaken;value_InSwinger;value_PlayersCaughtOffside;value_Indirect;value_HighCentre;value_HighGkIntervention;value_Overrun;value_FlickOn;value_Right;value_CloseLeft;value_Deflection;value_LowRight;value_Diving;value_FromCorner;value_High;value_OtherBodyPart;value_Blocked;value_DefBlock;value_Minutes;value_SixYardBlocked;value_HighRight;value_Volley;value_EndType;value_Injury;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Tactical;value_RecklessOffence;value_YellowCard;value_HighLeft;value_OwnPlayer;value_NotPastGoalLine;value_AerialFoul;value_DrivenCross;value_Straight;value_SwerveLeft;value_GkKickFromHands;value_TakeOnSpace;value_SwerveRight;value_FreeKick;value_BoxRight;value_TacticalFoul;value_HighClaim;value_SetPiece;value_ParriedDanger;value_GoalDisallowed;value_ThrowInSetPiece;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_Saved;value_KeeperTouched;value_HitWoodwork;value_Strong;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2695915669;1;34;16;0;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-06-13T22:10:02.646Z;2024-06-13T23:03:29Z;[{'id': 5076549279, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5076549273, 'qualifierId': 130, 'value': '13'}, {'id': 5076571585, 'qualifierId': 197, 'value': '14907'}, {'id': 5076549277, 'qualifierId': 194, 'value': '8warl67c0id3dorr48mn7h82c'}, {'id': 5076549269, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5076549275, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5076549271, 'qualifierId': 59, 'value': '22, 45, 49, 5, 3, 6, 2, 8, 52, 18, 43, 9, 10, 11, 17, 19, 20, 41, 50, 44'}, {'id': 5076549267, 'qualifierId': 30, 'value': '3me8mlpj9tgn82v2mwyibpkb8, a12t1zv0y8gzzf6p3jrotkoic, 4nvz6yrxluelbpsjavcjtgnx0, ba9m1xd2b3b2zvuuogn4uxkwk, 1cc8cz8wtm8f05109tjb02xka, 9elhnfsovx9efu5f92mkkls7o, cc7auv8d89ohifqg7qwz62mwa, 8warl67c0id3dorr48mn7h82c, e0pkyzm6eqzlrxme33k7dwgt0, dgosg1mymhuajg0rz2ts6alpm, 290iohuheoqdrdocbg25ipgk4, xxu2xv2n6f5d51ksa8z4rv2s, 37zynr7fwzqg4c9w5ydefywyy, 79606fy6lyfs1h12645q4shzo, 58w3qcq1xrkpq5f9miuxp4ys4, bvmdxx61yedgrgfw586y8dgr8, 9jy9vyn7y1bomsbjhjujynb4k, aflr59dwf5lj1e5p1kne0ea22, bkqd6i7ppyk2gj32y19e64is4, cg3xa5zbx2xz5qi5m1bbso4r8'}];;;;;den8ygw0r76sxiy5klyfoat5g;Team set up;;13,0;14907,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;0;0;Inter Miami II;0;;
2695916023;1;34;16;0;0;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-06-13T22:13:42.760Z;2024-06-14T00:06:59Z;[{'id': 5076654533, 'qualifierId': 194, 'value': '7x098qxoirgwlu38q1v969s6h'}, {'id': 5076551427, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5076551419, 'qualifierId': 30, 'value': '7x098qxoirgwlu38q1v969s6h, 4kng7wg83mastngy9hw7j6v6y, 9hxomhr5g6zy05ei4z4lhrklw, 3oqz86s2ngipsrb1jbb36buqy, 87plrqqcwrv16d5v8mretfp7u, c1fvknrf94i05q738d5r7vmdw, 7ve3vmg19c3g91j7zs32oecd0, cjjvy22j5q0piz5omn2tf18us, ju24rgwcctj5yizl54o91gfe, 9z7fz0c95ib7oniguzwbihs0k, cliiemf1ih37qhh1wi1olk9ka, 19igj31auu88fhwdpfz8c1coa, 3x8f4j8q49d8hft60a6k8l5as, infc7r3a8oktbajwp4pff7dg, 55y26r9mz105vrqmnq739l62, 40za2m92ngp5og8pxyrkxl3is, aymd7oegdw0wsqbvfl7xrl0r8, 1874nj27f507jqja4e8zla1as, 9owtf360wi6ky1cr4qwnnfk0k, 8l4bqb8gtyzqpx3pti200phqs'}, {'id': 5076551423, 'qualifierId': 59, 'value': '31, 2, 13, 32, 19, 4, 23, 8, 49, 22, 9, 1, 12, 17, 11, 62, 66, 70, 85, 90'}, {'id': 5076551429, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5076551421, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5076551425, 'qualifierId': 130, 'value': '13'}, {'id': 5076571587, 'qualifierId': 197, 'value': '15001'}];;;;;den8ygw0r76sxiy5klyfoat5g;Team set up;;13,0;15001,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;0;0;Columbus Crew II;0;;
2695919749;2;32;1;0;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-06-13T23:03:42.295Z;2024-06-13T23:03:43Z;[{'id': 5076571683, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;den8ygw0r76sxiy5klyfoat5g;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;0;0;Inter Miami II;0;;
2695919747;2;32;1;0;0;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-06-13T23:03:42.295Z;2024-06-17T11:48:02Z;[{'id': 5076571681, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;den8ygw0r76sxiy5klyfoat5g;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;0;0;Columbus Crew II;0;;
2695919751;3;1;1;0;0;c7c4wwva2u1vb3rr7rwava044;1;50,0;50,0;2024-06-13T23:03:42.296Z;2024-06-13T23:03:45Z;[{'id': 5076571687, 'qualifierId': 140, 'value': '37.6'}, {'id': 5076571691, 'qualifierId': 212, 'value': '13.0'}, {'id': 5076571689, 'qualifierId': 141, 'value': '51.0'}, {'id': 5076571695, 'qualifierId': 279, 'value': 'S'}, {'id': 5076571693, 'qualifierId': 213, 'value': '3.09'}, {'id': 5076571685, 'qualifierId': 56, 'value': 'Back'}];ju24rgwcctj5yizl54o91gfe;S. Borgelin;;;den8ygw0r76sxiy5klyfoat5g;Pass;;;;;;;;;;37,6;13,0;51,0;;3,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;37,6;51,0;;;;;;;;0;0;0;Columbus Crew II;0;FW;1,0
2695919757;4;1;1;0;2;c7c4wwva2u1vb3rr7rwava044;1;37,6;51,0;2024-06-13T23:03:45.188Z;2024-06-17T11:52:08Z;[{'id': 5076571723, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076571729, 'qualifierId': 212, 'value': '16.0'}, {'id': 5076571727, 'qualifierId': 141, 'value': '27.6'}, {'id': 5076571731, 'qualifierId': 213, 'value': '4.62'}, {'id': 5076571725, 'qualifierId': 140, 'value': '36.2'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;den8ygw0r76sxiy5klyfoat5g;Pass;;;;;;;;;;36,2;16,0;27,6;;4,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;36,2;27,6;;;;;;;;0;0;2;Columbus Crew II;2;MC;1,0
2695919763;5;1;1;0;6;c7c4wwva2u1vb3rr7rwava044;1;30,5;25,6;2024-06-13T23:03:48.788Z;2024-06-13T23:03:53Z;[{'id': 5076571769, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076571775, 'qualifierId': 212, 'value': '14.1'}, {'id': 5076571771, 'qualifierId': 140, 'value': '22.9'}, {'id': 5076571773, 'qualifierId': 141, 'value': '42.7'}, {'id': 5076571777, 'qualifierId': 213, 'value': '2.17'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;den8ygw0r76sxiy5klyfoat5g;Pass;;;;;;;;;;22,9;14,1;42,7;;2,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;22,9;42,7;;;;;;;;0;0;6;Columbus Crew II;6;DC;1,0
2695919777;6;1;1;0;10;c7c4wwva2u1vb3rr7rwava044;1;23,5;54,1;2024-06-13T23:03:53.283Z;2024-06-13T23:03:59Z;[{'id': 5076571849, 'qualifierId': 140, 'value': '24.7'}, {'id': 5076571855, 'qualifierId': 213, 'value': '1.49'}, {'id': 5076571851, 'qualifierId': 141, 'value': '77.3'}, {'id': 5076571853, 'qualifierId': 212, 'value': '15.8'}, {'id': 5076571847, 'qualifierId': 56, 'value': 'Back'}];87plrqqcwrv16d5v8mretfp7u;I. Fray;;;den8ygw0r76sxiy5klyfoat5g;Pass;;;;;;;;;;24,7;15,8;77,3;;1,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;24,7;77,3;;;;;;;;0;0;10;Columbus Crew II;10;DC;1,0
2695919787;7;1;1;0;16;c7c4wwva2u1vb3rr7rwava044;1;23,0;72,7;2024-06-13T23:03:59.267Z;2024-06-13T23:04:03Z;[{'id': 5076571895, 'qualifierId': 140, 'value': '21.1'}, {'id': 5076571897, 'qualifierId': 141, 'value': '41.4'}, {'id': 5076571901, 'qualifierId': 213, 'value': '4.62'}, {'id': 5076571893, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076571899, 'qualifierId': 212, 'value': '21.4'}];3oqz86s2ngipsrb1jbb36buqy;N. Allen;;;den8ygw0r76sxiy5klyfoat5g;Pass;;;;;;;;;;21,1;21,4;41,4;;4,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;21,1;41,4;;;;;;;;0;0;16;Columbus Crew II;16;DC;1,0
2695919789;8;1;1;0;20;c7c4wwva2u1vb3rr7rwava044;1;21,1;37,8;2024-06-13T23:04:02.915Z;2024-06-13T23:04:03Z;[{'id': 5076571905, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076571913, 'qualifierId': 213, 'value': '4.89'}, {'id': 5076571907, 'qualifierId': 140, 'value': '24.0'}, {'id': 5076571909, 'qualifierId': 141, 'value': '12.9'}, {'id': 5076571911, 'qualifierId': 212, 'value': '17.2'}];87plrqqcwrv16d5v8mretfp7u;I. Fray;;;den8ygw0r76sxiy5klyfoat5g;Pass;;;;;;;;;;24,0;17,2;12,9;;4,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;24,0;12,9;;;;;;;;0;0;20;Columbus Crew II;20;DC;1,0
