id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_JerseyNumber;value_TeamKit;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_DirectionOfPlay;value_PassEndY;value_Zone;value_Angle;value_Length;value_PassEndX;value_KickOff;value_LongBall;value_Chipped;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_Launch;value_IntendedTackleTarget;value_DeletedEventType;value_TouchTypeClearance;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_FlickOn;value_LeadingToAttempt;value_RelatedError1Id;value_NotAssisted;value_IndividualPlay;value_GoalmouthZ;value_RegularPlay;value_BoxRight;value_BlockedX;value_BlockedY;value_HighCentre;value_GoalmouthY;value_RightFooted;value_Standing;value_MediumGkIntervention;value_Hands;value_ParriedSafe;value_OverArm;value_KeeperThrow;value_Cross;value_InSwinger;value_Left;value_CornerTaken;value_Right;value_IntentionalAssist;value_Assist;value_OutSwinger;value_Volley;value_MisHit;value_FirstTouch;value_GkY;value_NotPastGoalLine;value_FromCorner;value_Head;value_GkX;value_RelatedEventId;value_Assisted;value_BoxCentre;value_LowGkIntervention;value_TakeOnSpace;value_Defensive1V1;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_NotVisible;value_TouchTypePass;value_CloseLeft;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypeControl;value_LeftFooted;value_Shove/Push;value_High;value_FastBreak;value_Blocked;value_BigChance;value_LowCentre;value_DefBlock;value_SwitchOfPlay;value_Overrun;value_BoxLeft;value_SwerveLeft;value_TakeOnOvertake;value_LayOff;value_LowLeft;value_Diving;value_Collected;value_ShirtPull/Holding;value_OutOfBoxCentre;value_HighLeft;value_HighGkIntervention;value_Caught;value_Reaching;value_HighClaim;value_CloseRight;value_PlayersCaughtOffside;value_Indirect;value_Handball;value_YellowCard;value_FreeKick;value_Fingertip;value_LowRight;value_OwnPlayer;value_SixYardBlocked;value_OwnShotBlocked;value_IncorrectOutOfPlayDecision;value_SmallBoxRight;value_Injury;value_InjuredPlayerId;value_Minutes;value_SetPiece;value_SwerveRight;value_EndType;value_PullBack;value_RecklessOffence;value_ThroughBall;value_Deflection;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_BlockedCross;value_Unchallenged;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_GkHoof;value_TacticalFoul;value_LeadingToGoal;value_HighRight;value_KeeperTouched;value_Dissent;value_CoachId;value_LastLine;value_BoxDeepLeft;value_Stooping;value_Argument;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2686740929;209;10;1;20;54;7fbej4xwoq4imaf5l39304m37;1;2,4;53,9;2024-05-12T19:24:12.428Z;2024-05-18T13:12:44Z;[{'id': 5026331399, 'qualifierId': 179}, {'id': 5026331479, 'qualifierId': 233, 'value': '216'}, {'id': 5026331213, 'qualifierId': 182}, {'id': 5026331397, 'qualifierId': 177}, {'id': 5026331215, 'qualifierId': 56, 'value': 'Back'}, {'id': 5037311103, 'qualifierId': 376}];8xpddjq19wzsf3mdlnjdx6e7e;R. Schewe;;;csa4z7z8fak8aqtdsug4siej8;Save;;;;;;;;;;;;;;;;;;216,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;0;0;20;54;Colorado Rapids II;1254;GK;1,0
2686740971;210;52;1;20;55;7fbej4xwoq4imaf5l39304m37;1;3,0;53,6;2024-05-12T19:24:13.914Z;2024-05-18T13:12:48Z;[{'id': 5037311321, 'qualifierId': 376}];8xpddjq19wzsf3mdlnjdx6e7e;R. Schewe;;;csa4z7z8fak8aqtdsug4siej8;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;0;0;20;55;Colorado Rapids II;1255;GK;1,0
2686741075;211;1;1;21;4;7fbej4xwoq4imaf5l39304m37;1;12,8;50,7;2024-05-12T19:24:22.399Z;2024-05-12T19:24:23Z;[{'id': 5026331997, 'qualifierId': 213, 'value': '4.84'}, {'id': 5026331989, 'qualifierId': 140, 'value': '14.2'}, {'id': 5026331983, 'qualifierId': 123}, {'id': 5026331985, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026331993, 'qualifierId': 141, 'value': '33.4'}, {'id': 5026331995, 'qualifierId': 212, 'value': '11.9'}];8xpddjq19wzsf3mdlnjdx6e7e;R. Schewe;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;33,4;;4,84;11,9;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;14,2;33,4;;;;;;;0;0;21;4;Colorado Rapids II;1264;GK;1,0
2686741109;212;1;1;21;5;7fbej4xwoq4imaf5l39304m37;1;14,2;33,4;2024-05-12T19:24:23.839Z;2024-05-12T19:24:25Z;[{'id': 5026332167, 'qualifierId': 213, 'value': '6.21'}, {'id': 5026332159, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026332165, 'qualifierId': 212, 'value': '8.8'}, {'id': 5026332163, 'qualifierId': 141, 'value': '32.5'}, {'id': 5026332161, 'qualifierId': 140, 'value': '22.6'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;32,5;;6,21;8,8;22,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;22,6;32,5;;;;;;;0;0;21;5;Colorado Rapids II;1265;DL;1,0
2686741193;213;1;1;21;7;7fbej4xwoq4imaf5l39304m37;1;20,6;32,1;2024-05-12T19:24:25.335Z;2024-05-12T19:24:30Z;[{'id': 5026332625, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026332627, 'qualifierId': 140, 'value': '27.2'}, {'id': 5026332629, 'qualifierId': 141, 'value': '5.6'}, {'id': 5026332635, 'qualifierId': 213, 'value': '5.08'}, {'id': 5026332631, 'qualifierId': 212, 'value': '19.3'}];1pm343qga3zwdbrjngpeqhtnu;J. Swallen;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;5,6;;5,08;19,3;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;27,2;5,6;;;;;;;0;0;21;7;Colorado Rapids II;1267;MC;1,0
2686741259;214;1;1;21;12;7fbej4xwoq4imaf5l39304m37;1;30,1;5,2;2024-05-12T19:24:30.158Z;2024-05-12T19:24:33Z;[{'id': 5026333007, 'qualifierId': 212, 'value': '16.8'}, {'id': 5026333001, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026333003, 'qualifierId': 140, 'value': '21.6'}, {'id': 5026333009, 'qualifierId': 213, 'value': '2.13'}, {'id': 5026333005, 'qualifierId': 141, 'value': '26.1'}];9jczt268kcld72pk5ho4xpzsa;J. Bartlett;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;26,1;;2,13;16,8;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;21,6;26,1;;;;;;;0;0;21;12;Colorado Rapids II;1272;DR;1,0
2686741359;215;1;1;21;15;7fbej4xwoq4imaf5l39304m37;1;24,8;33,6;2024-05-12T19:24:33.078Z;2024-05-12T19:24:38Z;[{'id': 5026333557, 'qualifierId': 213, 'value': '1.53'}, {'id': 5026333553, 'qualifierId': 141, 'value': '64.2'}, {'id': 5026333555, 'qualifierId': 212, 'value': '20.8'}, {'id': 5026333549, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026333551, 'qualifierId': 140, 'value': '25.7'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;64,2;;1,53;20,8;25,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;25,7;64,2;;;;;;;0;0;21;15;Colorado Rapids II;1275;DL;1,0
2686741395;216;1;1;21;20;7fbej4xwoq4imaf5l39304m37;1;42,3;68,8;2024-05-12T19:24:38.504Z;2024-05-12T19:24:40Z;[{'id': 5026333779, 'qualifierId': 141, 'value': '96.5'}, {'id': 5026333775, 'qualifierId': 56, 'value': 'Left'}, {'id': 5026333777, 'qualifierId': 140, 'value': '52.2'}, {'id': 5026333783, 'qualifierId': 213, 'value': '1.07'}, {'id': 5026333781, 'qualifierId': 212, 'value': '21.5'}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;96,5;;1,07;21,5;52,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;52,2;96,5;;;;;;;0;0;21;20;Colorado Rapids II;1280;DC;1,0
2686741443;217;1;1;21;22;7fbej4xwoq4imaf5l39304m37;1;52,2;96,5;2024-05-12T19:24:40.110Z;2024-05-12T19:24:42Z;[{'id': 5026334023, 'qualifierId': 141, 'value': '72.1'}, {'id': 5026334025, 'qualifierId': 212, 'value': '17.9'}, {'id': 5026334021, 'qualifierId': 140, 'value': '58.7'}, {'id': 5026334019, 'qualifierId': 56, 'value': 'Center'}, {'id': 5026334027, 'qualifierId': 213, 'value': '5.10'}];1yohdc0hkzkom8hlhw3rjfn8q;N. Clarke;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;72,1;;5,1;17,9;58,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;58,7;72,1;;;;;;;0;0;21;22;Colorado Rapids II;1282;DC;1,0
2686741495;218;1;1;21;24;7fbej4xwoq4imaf5l39304m37;1;56,7;74,7;2024-05-12T19:24:42.678Z;2024-05-12T19:24:45Z;[{'id': 5026334357, 'qualifierId': 213, 'value': '2.08'}, {'id': 5026334349, 'qualifierId': 56, 'value': 'Left'}, {'id': 5026334355, 'qualifierId': 212, 'value': '12.8'}, {'id': 5026334353, 'qualifierId': 141, 'value': '91.2'}, {'id': 5026334351, 'qualifierId': 140, 'value': '50.8'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;91,2;;2,08;12,8;50,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;50,8;91,2;;;;;;;0;0;21;24;Colorado Rapids II;1284;FW;1,0
2686741567;219;1;1;21;27;7fbej4xwoq4imaf5l39304m37;0;50,7;91,4;2024-05-12T19:24:45.350Z;2024-05-12T19:24:49Z;[{'id': 5026334751, 'qualifierId': 1}, {'id': 5026334735, 'qualifierId': 140, 'value': '94.8'}, {'id': 5026334747, 'qualifierId': 213, 'value': '6.01'}, {'id': 5026334727, 'qualifierId': 155}, {'id': 5026334743, 'qualifierId': 212, 'value': '48.1'}, {'id': 5026334739, 'qualifierId': 141, 'value': '72.0'}, {'id': 5026334731, 'qualifierId': 56, 'value': 'Center'}];1yohdc0hkzkom8hlhw3rjfn8q;N. Clarke;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;72,0;;6,01;48,1;94,8;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;94,8;72,0;;;;;;;0;0;21;27;Colorado Rapids II;1287;DC;1,0
2686741579;217;52;1;21;31;iiolvosiuokkrl5iuoxcjo4p;1;5,9;27,4;2024-05-12T19:24:49.976Z;2024-05-18T13:13:07Z;[{'id': 5037312413, 'qualifierId': 377}];3gzatxlefe9axcrqyllbtrzmc;E. Bandré;;;csa4z7z8fak8aqtdsug4siej8;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;21;31;Sporting KC II;1291;GK;1,0
2686741743;218;1;1;21;33;iiolvosiuokkrl5iuoxcjo4p;1;6,7;28,0;2024-05-12T19:24:51.040Z;2024-05-12T19:24:59Z;[{'id': 5026335641, 'qualifierId': 212, 'value': '14.7'}, {'id': 5026335631, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026335633, 'qualifierId': 140, 'value': '20.5'}, {'id': 5026335629, 'qualifierId': 123}, {'id': 5026335645, 'qualifierId': 213, 'value': '6.10'}, {'id': 5026335637, 'qualifierId': 141, 'value': '24.1'}];3gzatxlefe9axcrqyllbtrzmc;E. Bandré;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;24,1;;6,1;14,7;20,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;20,5;24,1;;;;;;;0;0;21;33;Sporting KC II;1293;GK;1,0
2686741809;219;1;1;21;41;iiolvosiuokkrl5iuoxcjo4p;1;24,5;24,4;2024-05-12T19:24:59.408Z;2024-05-12T19:25:03Z;[{'id': 5026336039, 'qualifierId': 141, 'value': '56.9'}, {'id': 5026336043, 'qualifierId': 213, 'value': '1.72'}, {'id': 5026336041, 'qualifierId': 212, 'value': '22.4'}, {'id': 5026336035, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026336037, 'qualifierId': 140, 'value': '21.3'}];33l6xyx4nhswaphl9ha38yx9l;L. Abubakar;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;56,9;;1,72;22,4;21,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;21,3;56,9;;;;;;;0;0;21;41;Sporting KC II;1301;DL;1,0
2686741827;220;1;1;21;44;iiolvosiuokkrl5iuoxcjo4p;1;22,0;58,1;2024-05-12T19:25:02.904Z;2024-05-12T19:25:04Z;[{'id': 5026336155, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026336163, 'qualifierId': 213, 'value': '5.49'}, {'id': 5026336161, 'qualifierId': 212, 'value': '12.9'}, {'id': 5026336159, 'qualifierId': 141, 'value': '44.5'}, {'id': 5026336157, 'qualifierId': 140, 'value': '30.6'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;44,5;;5,49;12,9;30,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;30,6;44,5;;;;;;;0;0;21;44;Sporting KC II;1304;DC;1,0
2686741859;221;1;1;21;46;iiolvosiuokkrl5iuoxcjo4p;1;30,6;44,5;2024-05-12T19:25:04.120Z;2024-05-12T19:25:05Z;[{'id': 5026336323, 'qualifierId': 141, 'value': '58.8'}, {'id': 5026336325, 'qualifierId': 212, 'value': '13.3'}, {'id': 5026336321, 'qualifierId': 140, 'value': '21.9'}, {'id': 5026336319, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026336327, 'qualifierId': 213, 'value': '2.32'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;58,8;;2,32;13,3;21,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;21,9;58,8;;;;;;;0;0;21;46;Sporting KC II;1306;MC;1,0
2686741899;222;1;1;21;47;iiolvosiuokkrl5iuoxcjo4p;1;21,9;58,8;2024-05-12T19:25:05.623Z;2024-05-12T19:25:07Z;[{'id': 5026336537, 'qualifierId': 213, 'value': '4.56'}, {'id': 5026336533, 'qualifierId': 141, 'value': '30.4'}, {'id': 5026336535, 'qualifierId': 212, 'value': '19.5'}, {'id': 5026336531, 'qualifierId': 140, 'value': '19.1'}, {'id': 5026336529, 'qualifierId': 56, 'value': 'Back'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;30,4;;4,56;19,5;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;19,1;30,4;;;;;;;0;0;21;47;Sporting KC II;1307;DC;1,0
2686742021;223;1;1;21;49;iiolvosiuokkrl5iuoxcjo4p;1;19,1;30,4;2024-05-12T19:25:07.759Z;2024-05-12T19:25:15Z;[{'id': 5026337213, 'qualifierId': 213, 'value': '4.91'}, {'id': 5026337211, 'qualifierId': 212, 'value': '17.3'}, {'id': 5026337207, 'qualifierId': 140, 'value': '22.3'}, {'id': 5026337209, 'qualifierId': 141, 'value': '5.5'}, {'id': 5026337205, 'qualifierId': 56, 'value': 'Back'}];33l6xyx4nhswaphl9ha38yx9l;L. Abubakar;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;5,5;;4,91;17,3;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;22,3;5,5;;;;;;;0;0;21;49;Sporting KC II;1309;DL;1,0
2688755465;777;3;1;21;54;iiolvosiuokkrl5iuoxcjo4p;0;24,9;13,6;2024-05-12T19:25:12.530Z;2024-05-18T13:13:29Z;[{'id': 5037313659, 'qualifierId': 56, 'value': 'Back'}, {'id': 5037313663, 'qualifierId': 465}, {'id': 5037313665, 'qualifierId': 467, 'value': '4oz12ku4mdjsq7y4sgogpwg2y'}, {'id': 5037313661, 'qualifierId': 285}];4wu5ystem7t4d7veep83j2qne;S. Flores;;;csa4z7z8fak8aqtdsug4siej8;Take On;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;21;54;Sporting KC II;1314;DR;1,0
2686742023;224;4;1;21;56;iiolvosiuokkrl5iuoxcjo4p;1;24,6;14,8;2024-05-12T19:25:15.015Z;2024-05-12T19:26:08Z;[{'id': 5026342571, 'qualifierId': 295}, {'id': 5026337287, 'qualifierId': 152}, {'id': 5026337285, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026337283, 'qualifierId': 13}, {'id': 5026337291, 'qualifierId': 285}, {'id': 5026337535, 'qualifierId': 233, 'value': '220'}];4wu5ystem7t4d7veep83j2qne;S. Flores;;;csa4z7z8fak8aqtdsug4siej8;Foul;;;;;;;;;;;;;;;;;;220,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;21;56;Sporting KC II;1316;DR;1,0
2686742041;220;4;1;21;57;7fbej4xwoq4imaf5l39304m37;0;75,4;85,2;2024-05-12T19:25:15.016Z;2024-05-12T19:25:18Z;[{'id': 5026337497, 'qualifierId': 295}, {'id': 5026337503, 'qualifierId': 286}, {'id': 5026337501, 'qualifierId': 152}, {'id': 5026337557, 'qualifierId': 233, 'value': '224'}, {'id': 5026337495, 'qualifierId': 13}, {'id': 5026337499, 'qualifierId': 56, 'value': 'Left'}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;;csa4z7z8fak8aqtdsug4siej8;Foul;;;;;;;;;;;;;;;;;;224,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;0;0;21;57;Colorado Rapids II;1317;AML;1,0
2686742321;225;1;1;22;4;iiolvosiuokkrl5iuoxcjo4p;1;28,1;11,1;2024-05-12T19:25:22.840Z;2024-05-12T19:25:30Z;[{'id': 5026338927, 'qualifierId': 141, 'value': '28.0'}, {'id': 5026338921, 'qualifierId': 152}, {'id': 5026338923, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026338929, 'qualifierId': 212, 'value': '14.6'}, {'id': 5026338931, 'qualifierId': 213, 'value': '2.24'}, {'id': 5026338919, 'qualifierId': 5}, {'id': 5026338925, 'qualifierId': 140, 'value': '19.5'}];4wu5ystem7t4d7veep83j2qne;S. Flores;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;28,0;;2,24;14,6;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;19,5;28,0;;;;;;;0;0;22;4;Sporting KC II;1324;DR;1,0
2686742379;226;1;1;22;12;iiolvosiuokkrl5iuoxcjo4p;1;22,8;36,7;2024-05-12T19:25:30.799Z;2024-05-12T19:25:34Z;[{'id': 5026339295, 'qualifierId': 213, 'value': '6.08'}, {'id': 5026339285, 'qualifierId': 140, 'value': '32.3'}, {'id': 5026339287, 'qualifierId': 141, 'value': '33.7'}, {'id': 5026339291, 'qualifierId': 212, 'value': '10.2'}, {'id': 5026339283, 'qualifierId': 56, 'value': 'Back'}];33l6xyx4nhswaphl9ha38yx9l;L. Abubakar;;;csa4z7z8fak8aqtdsug4siej8;Pass;;;;;;;;;;33,7;;6,08;10,2;32,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;32,3;33,7;;;;;;;0;0;22;12;Sporting KC II;1332;DL;1,0
