id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_TeamKit;value_TeamPlayerFormation;value_Resume;value_PlayerPosition;value_Captain;value_Involved;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_Length;value_Zone;value_Chipped;value_LongBall;value_LayOff;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_DeletedEventType;value_Launch;value_TouchTypeClearance;value_LeftFooted;value_OutSwinger;value_Cross;value_Head;value_Foul;value_AttemptedTackle;value_Direct;value_FreeKickTaken;value_InSwinger;value_Assist;value_IntentionalAssist;value_BoxCentre;value_BlockedX;value_LowLeft;value_GoalmouthY;value_RelatedEventId;value_GoalmouthZ;value_FirstTouch;value_Assisted;value_RegularPlay;value_BlockedY;value_Collected;value_MediumGkIntervention;value_Hands;value_Diving;value_KeeperThrow;value_Defensive1V1;value_TakeOnSpace;value_NotVisible;value_TouchTypePass;value_PlayersCaughtOffside;value_Indirect;value_NextEventThrowIn;value_ThrowIn;value_FlickOn;value_OutOfPlay;value_Left;value_CornerTaken;value_RightFooted;value_HighGkIntervention;value_HighClaim;value_IntendedTackleTarget;value_TakeOnOvertake;value_PullBack;value_TouchTypeControl;value_DrivenCross;value_Straight;value_BlockedPass;value_BlockedCross;value_Right;value_LowCentre;value_GkX;value_Blocked;value_GkY;value_FromCorner;value_DefBlock;value_SixYardBlocked;value_NextEventGoalKick;value_Low;value_GoalKick;value_Overrun;value_Shove/Push;value_NotAssisted;value_LowRight;value_SmallBoxCentre;value_SavedOffLine;value_LastLine;value_SwitchOfPlay;value_CloseHigh;value_High;value_OutOfBoxCentre;value_ShirtPull/Holding;value_IndividualPlay;value_Unchallenged;value_LowGkIntervention;value_OverArm;value_CloseLeftAndHigh;value_GoalDisallowed;value_SetPiece;value_SmallBoxLeft;value_CloseRight;value_BigChance;value_ParriedDanger;value_Minutes;value_EndType;value_GkKickFromHands;value_HighLeft;value_ParriedSafe;value_Reaching;value_FastBreak;value_ThroughBall;value_Handball;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_OverhitCross;value_Stooping;value_Feet;value_Standing;value_AerialFoul;value_NotPastGoalLine;value_MisHit;value_OutOnSideline;value_BoxRight;value_BlockedClearance;value_Injury;value_InjuredPlayerId;value_GkHoof;value_OtherBodyPart;value_HitWoodwork;value_HitBar;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_BoxLeft;value_YellowCard;value_Argument;value_PersistentInfringement;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2736824987;1;34;16;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-10-20T20:09:10.994Z;2024-10-20T21:01:49Z;[{'id': 5301202895, 'qualifierId': 59, 'value': '76, 58, 39, 24, 44, 42, 41, 6, 35, 77, 56, 32, 29, 55, 30, 57, 38, 47, 62, 61'}, {'id': 5301202897, 'qualifierId': 130, 'value': '3'}, {'id': 5301437263, 'qualifierId': 197, 'value': '23610'}, {'id': 5301202899, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5301202901, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5301202893, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5301424387, 'qualifierId': 194, 'value': '2qz3ojbfedl8psp1tvq0183ro'}, {'id': 5301202891, 'qualifierId': 30, 'value': '2y9o7d8tm1f8fnp6jewxzifis, 872ifpo3qufi9vv9vy7ty6uj8, 2qz3ojbfedl8psp1tvq0183ro, 993vihjmsn70q9w237fatzgbu, 3h4x6eh6zkcaww4g6rhkwpbf8, 5aszabja459117mqykvfpajh0, 45v94x6b8g7n4xa3lsfdp6pzo, 20wmdzih6b1t0ekt1v2qd4b2s, ngmdu10fjli45jvddeljv8yc, 9j3va21w5i9ypf8qmt4g1vggk, 7bodno8j3qjiqp9wy8kobwmqc, 7nd2w9ipveb6nfo413i8focus, a3qa9kw3vbh8nu5mgns92czro, 434xf7moiduhzy9ivp7jxr10, 15v2azulwhof0p216i7bjp250, 1ceqwz4ozqi6ft5l4hf5a04r8, cjhjwaelyypl3ca9gpzu61vys, d4spt2529fmys8d26x61lk36c, sqm6jwnogmzp7u7rsv3rtel0, 6rm114588bj7ro7639d8l4qvo'}];;;;;crkzghs9x4ef053v50smmie50;Team set up;;3,0;23610,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;0;0;New York City II;0;;
2736828609;1;34;16;0;0;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-10-20T20:14:19.931Z;2024-10-20T21:05:42Z;[{'id': 5301439767, 'qualifierId': 197, 'value': '23611'}, {'id': 5301223193, 'qualifierId': 59, 'value': '44, 38, 18, 68, 31, 2, 70, 32, 77, 29, 99, 50, 74, 47, 37, 81, 64, 63, 83, 57'}, {'id': 5301223191, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5301223199, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5301448773, 'qualifierId': 194, 'value': '1d20nyyvmp0doobj6heejkowk'}, {'id': 5301223197, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5301223189, 'qualifierId': 30, 'value': 'bn7qfn71x24fjl5d8t4p97kve, 6sf0pdlzomnt3e1hlc4twyv4k, 1muuu6wgia9wxv6vmw8tln5sk, 7uk47vm92xsvwdofmw1ppawyy, eiyzqnfh8r8aduel0seou7nu2, bug5x187ehj0apzl11lrl3ip6, 2676930j149yvanqev61emh62, 1cfm4ne1po0mld4bl37deg36c, 3ei1s8oyub83owfxxbsygmsmi, cwyml9l4tfvb4ceh8tv3au0wk, 1d20nyyvmp0doobj6heejkowk, 3mq1g1pyo3flkaorg9wqmfhuc, 1p4rbf4wumfagv2ntlewdxey, eq98gflais2v26wgbkw9wrxg4, 4k6c9nnzytq9qhc9uol64wg7o, 5bjavs7mhqjh1tlrfp4vj7od0, 4h2k5kwclhlgjk2koqin5r2fo, 1ni0mewxcbo26d1xxetkdy3ca, a0do5kh5akr89kst2p1hohixg, 2s085s5fgmzsmf7oup7aekm0a'}, {'id': 5301223195, 'qualifierId': 130, 'value': '13'}];;;;;crkzghs9x4ef053v50smmie50;Team set up;;13,0;23611,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2736868937;2;32;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-10-20T21:03:36.345Z;2024-10-24T06:18:13Z;[{'id': 5301442383, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;crkzghs9x4ef053v50smmie50;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;0;0;New York City II;0;;
2736868931;2;32;1;0;0;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-10-20T21:03:36.345Z;2024-10-20T21:03:36Z;[{'id': 5301442359, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;crkzghs9x4ef053v50smmie50;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2736868941;3;1;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;49,9;50,2;2024-10-20T21:03:36.346Z;2024-10-20T21:05:20Z;[{'id': 5301442395, 'qualifierId': 140, 'value': '41.1'}, {'id': 5301442403, 'qualifierId': 279, 'value': 'S'}, {'id': 5301442401, 'qualifierId': 213, 'value': '2.82'}, {'id': 5301442397, 'qualifierId': 141, 'value': '54.8'}, {'id': 5301442399, 'qualifierId': 212, 'value': '9.8'}, {'id': 5301442393, 'qualifierId': 56, 'value': 'Back'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;41,1;;2,82;54,8;9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;41,1;54,8;;;;;;;0;0;0;0;New York City II;0;FW;1,0
2736868977;4;1;1;0;3;1zgjjyruyufrkh4xjvryqsb1i;1;41,0;54,2;2024-10-20T21:03:40.001Z;2024-10-20T21:58:31Z;[{'id': 5301442633, 'qualifierId': 141, 'value': '69.4'}, {'id': 5301442631, 'qualifierId': 140, 'value': '37.5'}, {'id': 5301442635, 'qualifierId': 212, 'value': '11.0'}, {'id': 5301442629, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301442637, 'qualifierId': 213, 'value': '1.91'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;37,5;;1,91;69,4;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;37,5;69,4;;;;;;;0;0;0;3;New York City II;3;AMC;1,0
2736868997;5;1;1;0;4;1zgjjyruyufrkh4xjvryqsb1i;1;37,5;69,4;2024-10-20T21:03:41.329Z;2024-10-20T21:58:38Z;[{'id': 5301442757, 'qualifierId': 213, 'value': '1.30'}, {'id': 5301442751, 'qualifierId': 140, 'value': '41.9'}, {'id': 5301442753, 'qualifierId': 141, 'value': '94.3'}, {'id': 5301442749, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301442755, 'qualifierId': 212, 'value': '17.6'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;41,9;;1,3;94,3;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;41,9;94,3;;;;;;;0;0;0;4;New York City II;4;ML;1,0
2736869023;6;1;1;0;7;1zgjjyruyufrkh4xjvryqsb1i;1;41,7;94,1;2024-10-20T21:03:43.489Z;2024-10-20T21:03:45Z;[{'id': 5301442901, 'qualifierId': 212, 'value': '21.6'}, {'id': 5301442903, 'qualifierId': 213, 'value': '4.10'}, {'id': 5301442899, 'qualifierId': 141, 'value': '68.0'}, {'id': 5301442895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301442897, 'qualifierId': 140, 'value': '29.9'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;29,9;;4,1;68,0;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;29,9;68,0;;;;;;;0;0;0;7;New York City II;7;DC;1,0
2736869049;7;1;1;0;9;1zgjjyruyufrkh4xjvryqsb1i;1;29,9;68,0;2024-10-20T21:03:45.761Z;2024-10-20T21:03:49Z;[{'id': 5301443015, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301443017, 'qualifierId': 140, 'value': '29.8'}, {'id': 5301443019, 'qualifierId': 141, 'value': '30.7'}, {'id': 5301443023, 'qualifierId': 213, 'value': '4.71'}, {'id': 5301443021, 'qualifierId': 212, 'value': '25.4'}];5aszabja459117mqykvfpajh0;C. Rojas;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;29,8;;4,71;30,7;25,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;29,8;30,7;;;;;;;0;0;0;9;New York City II;9;DC;1,0
2736869111;8;1;1;0;12;1zgjjyruyufrkh4xjvryqsb1i;1;29,9;31,4;2024-10-20T21:03:49.121Z;2024-10-20T21:03:57Z;[{'id': 5301443347, 'qualifierId': 140, 'value': '29.8'}, {'id': 5301443351, 'qualifierId': 212, 'value': '21.8'}, {'id': 5301443353, 'qualifierId': 213, 'value': '1.58'}, {'id': 5301443345, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301443349, 'qualifierId': 141, 'value': '63.5'}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;29,8;;1,58;63,5;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;29,8;63,5;;;;;;;0;0;0;12;New York City II;12;DL;1,0
2736869155;9;1;1;0;20;1zgjjyruyufrkh4xjvryqsb1i;1;34,4;67,7;2024-10-20T21:03:56.961Z;2024-10-20T21:04:00Z;[{'id': 5301443579, 'qualifierId': 212, 'value': '23.2'}, {'id': 5301443573, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301443581, 'qualifierId': 213, 'value': '4.71'}, {'id': 5301443575, 'qualifierId': 140, 'value': '34.4'}, {'id': 5301443577, 'qualifierId': 141, 'value': '33.6'}];5aszabja459117mqykvfpajh0;C. Rojas;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;34,4;;4,71;33,6;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;34,4;33,6;;;;;;;0;0;0;20;New York City II;20;DC;1,0
2736869189;10;1;1;0;24;1zgjjyruyufrkh4xjvryqsb1i;1;36,8;27,5;2024-10-20T21:04:00.705Z;2024-10-20T21:04:03Z;[{'id': 5301443757, 'qualifierId': 213, 'value': '0.03'}, {'id': 5301443749, 'qualifierId': 140, 'value': '68.2'}, {'id': 5301443747, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301443753, 'qualifierId': 212, 'value': '33.0'}, {'id': 5301443751, 'qualifierId': 141, 'value': '28.8'}, {'id': 5301443745, 'qualifierId': 155}, {'id': 5301443759, 'qualifierId': 1}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;crkzghs9x4ef053v50smmie50;Pass;;;;;;;;;;68,2;;0,03;28,8;33,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;68,2;28,8;;;;;;;0;0;0;24;New York City II;24;DL;1,0
2736869191;11;61;1;0;25;1zgjjyruyufrkh4xjvryqsb1i;0;68,2;28,5;2024-10-20T21:04:01.825Z;2024-10-24T06:22:03Z;[{'id': 5301443769, 'qualifierId': 56, 'value': 'Center'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;crkzghs9x4ef053v50smmie50;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;0;25;New York City II;25;FW;1,0
2736869247;3;12;1;0;26;6ddsx316t3j0z6nolrky9k4r8;1;27,9;68,3;2024-10-20T21:04:02.675Z;2024-10-24T06:23:12Z;[{'id': 5301444031, 'qualifierId': 212, 'value': '16.6'}, {'id': 5301444033, 'qualifierId': 213, 'value': '5.85'}, {'id': 5301444027, 'qualifierId': 140, 'value': '42.3'}, {'id': 5301444025, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301444029, 'qualifierId': 141, 'value': '58.1'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;crkzghs9x4ef053v50smmie50;Clearance;;;;;;;;;;42,3;;5,85;58,1;16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;42,3;58,1;;;;;;;0;0;0;26;Philadelphia Union II;26;DC;1,0
