id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_Resume;value_Captain;value_Involved;value_TeamKit;value_TeamPlayerFormation;value_DirectionOfPlay;value_Zone;value_PassEndX;value_KickOff;value_Length;value_Angle;value_PassEndY;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_DeletedEventType;value_TakeOnSpace;value_TouchTypeControl;value_FlickOn;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_Left;value_CornerTaken;value_Chipped;value_InSwinger;value_Cross;value_RightFooted;value_MediumGkIntervention;value_KeeperThrow;value_OverArm;value_NextEventGoalKick;value_GoalKick;value_High;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_Defensive1V1;value_Direct;value_Shove/Push;value_Foul;value_FreeKickTaken;value_BlockedPass;value_LayOff;value_Assist;value_IndividualPlay;value_RelatedEventId;value_BlockedX;value_Assisted;value_BoxCentre;value_Blocked;value_GoalmouthY;value_GoalmouthZ;value_GkY;value_GkX;value_RegularPlay;value_LowCentre;value_BlockedY;value_DefBlock;value_TouchTypePass;value_ShirtPull/Holding;value_Low;value_AttemptedTackle;value_LowGkIntervention;value_LeftFooted;value_OutSwinger;value_BoxRight;value_SwitchOfPlay;value_PlayersCaughtOffside;value_Indirect;value_Head;value_HighRight;value_OutOfBoxCentre;value_Handball;value_IncorrectOutOfPlayDecision;value_FloatedCross;value_Straight;value_HighGkIntervention;value_IntentionalAssist;value_SmallBoxRight;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_FirstTouch;value_BigChance;value_GoalShotGameClock;value_GoalShotTimestamp;value_FairPlay;value_InjuredPlayerId;value_Injury;value_SwerveMoving;value_HighCentre;value_Hands;value_ParriedSafe;value_Standing;value_CloseLeft;value_Weak;value_NotPastGoalLine;value_NotAssisted;value_GkHoof;value_YellowCard;value_TimeWasting;value_BlockedCross;value_HighClaim;value_GkChallenge;value_TacticalFoul;value_DrivenCross;value_BoxLeft;value_FastBreak;value_LowLeft;value_Deflection;value_Collected;value_Stooping;value_CloseHigh;value_SwerveRight;value_BlockedClearance;value_Right;value_FromCorner;value_SmallBoxCentre;value_LowRight;value_Reaching;value_ThroughBall;value_HighLeft;value_Minutes;value_ViolentConduct;value_RedCard;value_Argument;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_GkKickFromHands;value_NotVisible;value_Overrun;value_RecklessOffence;value_SwerveLeft;value_Diving;value_VideoCoverageLost;value_ParriedDanger;value_PullBack;value_OffTheBallFoul;value_SecondYellow;value_AerialFoul;value_OverhitCross;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705699305;1;34;16;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-03T22:19:26.488Z;2024-08-07T11:52:50Z;[{'id': 5130543385, 'qualifierId': 59, 'value': '98, 77, 14, 4, 5, 99, 12, 29, 13, 24, 10, 6, 8, 9, 11, 15, 21, 22, 25, 31'}, {'id': 5130543389, 'qualifierId': 130, 'value': '17'}, {'id': 5130543381, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5130543393, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5130692277, 'qualifierId': 194, 'value': '6oia90bi52zwmgdlvcvfnj1pm'}, {'id': 5130543377, 'qualifierId': 30, 'value': '9i2pmc50q29y560ojvik3sdg4, 9isbk9daqxgtj196349irnkk, 3acyax22zfwdjw0cpgg4x7dre, 2d9cw6dcm2wsgrr8mj5rt6zje, w92nbx3n5ztvgmf89sdp95re, 6qu8uu28fk2dbbeymuu6yii38, f3uzkdl46t1mujsddhr5tg07o, clvcgt5ofonse0q96sppu7hg4, 1nbbgew67td8zayaffvr1zcb8, 3jx1f1s8r150i6qo2juzooro4, 6oia90bi52zwmgdlvcvfnj1pm, 1y1nw8t5bj1r6dqie0v1i189g, 5jxj5s38o1nx0xbnapwl58bo4, eehmjxbl4xwc3mz1geibnszkk, ami9xddgghvnly4mwtdj2tlyi, 8p0k65b4c26ssfk0zh43lme7e, 1j1ybmazykfh5nqs7egkcdxck, 5zhvp39a530j8j03lsrtk8bv8, 4n2c7qt6r6qqhzjs64nvytqs, 6le9ztbx7n6ogg6fdxmnrk9w4'}, {'id': 5130689977, 'qualifierId': 197, 'value': '24529'}, {'id': 5130543391, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;efwl0zc90s8ofm03y3xss0kyc;Team set up;;17,0;;;;;24529,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;0;Orlando City B;0;;
2705700277;1;34;16;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-08-03T22:22:07.984Z;2024-08-07T13:36:07Z;[{'id': 5130548451, 'qualifierId': 30, 'value': '8h2vywep73yn25kus2nda8ga2, bvb7i5n0j5ltqkv991p40r8yc, 2wsgrwgiotfis2l96i0sxlvys, i5wj5hcg2r9934e7gauxtgmi, ex99a6zbacpkkhgvynu80qpzo, 4jkf81djj5h43v8rlnib1tizu, 25rizu4n91uyax4z6l5jv6dqs, aa4v8xfn3ra4digk5h7gdrbze, 7tpb4dk9meee0utyu4cosnxn8, p99ze5cksh5tv01knf5oj33e, bdgjmawy0anbgy1tz87ocvd9l, 3g6rx9q2duzspubkzzm0852xg, 8isz09ynyz28pkhuio5vnl9g4, c2b6h5zwjvzdvdcybyuqd6exg, bebv65gzex5nuihc5mutjrwus, 7r0zyjb523r5phis7b1boqfpw'}, {'id': 5130548457, 'qualifierId': 130, 'value': '8'}, {'id': 5130548459, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0'}, {'id': 5130548455, 'qualifierId': 59, 'value': '99, 61, 29, 53, 54, 68, 95, 32, 23, 49, 20, 65, 55, 59, 60, 90'}, {'id': 5130548453, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5'}, {'id': 5135889291, 'qualifierId': 194, 'value': 'i5wj5hcg2r9934e7gauxtgmi'}, {'id': 5130688233, 'qualifierId': 197, 'value': '16418'}, {'id': 5130548461, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;efwl0zc90s8ofm03y3xss0kyc;Team set up;;8,0;;;;;16418,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;0;Carolina Core;0;;
2705725599;2;32;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-08-03T23:35:54.254Z;2024-08-03T23:35:57Z;[{'id': 5130693179, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;efwl0zc90s8ofm03y3xss0kyc;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;0;Carolina Core;0;;
2705725591;2;32;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-03T23:35:54.254Z;2024-08-07T11:36:32Z;[{'id': 5130693155, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;efwl0zc90s8ofm03y3xss0kyc;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;0;Orlando City B;0;;
2705725605;3;1;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;49,7;50,0;2024-08-03T23:35:54.499Z;2024-08-04T00:41:34Z;[{'id': 5130693207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5130693209, 'qualifierId': 140, 'value': '49.9'}, {'id': 5130693221, 'qualifierId': 279, 'value': 'S'}, {'id': 5130693215, 'qualifierId': 212, 'value': '2.3'}, {'id': 5130693219, 'qualifierId': 213, 'value': '1.48'}, {'id': 5130693211, 'qualifierId': 141, 'value': '53.3'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;efwl0zc90s8ofm03y3xss0kyc;Pass;;;;;;;;;;;49,9;;2,3;1,48;53,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;49,9;53,3;;;;;;;0;0;0;0;Carolina Core;0;MC;1,0
2705725639;4;1;1;0;2;479lsfr4cwlzewpbuda3y2xv4;1;49,9;53,3;2024-08-03T23:35:56.414Z;2024-08-03T23:35:59Z;[{'id': 5130693443, 'qualifierId': 213, 'value': '3.72'}, {'id': 5130693441, 'qualifierId': 212, 'value': '21.1'}, {'id': 5130693437, 'qualifierId': 140, 'value': '33.0'}, {'id': 5130693439, 'qualifierId': 141, 'value': '36.4'}, {'id': 5130693435, 'qualifierId': 56, 'value': 'Back'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;efwl0zc90s8ofm03y3xss0kyc;Pass;;;;;;;;;;;33,0;;21,1;3,72;36,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;33,0;36,4;;;;;;;0;0;0;2;Carolina Core;2;FW;1,0
2705725673;5;1;1;0;4;479lsfr4cwlzewpbuda3y2xv4;0;31,7;35,8;2024-08-03T23:35:59.134Z;2024-08-03T23:36:02Z;[{'id': 5130693589, 'qualifierId': 157}, {'id': 5130693601, 'qualifierId': 1}, {'id': 5130693597, 'qualifierId': 212, 'value': '57.7'}, {'id': 5130693595, 'qualifierId': 141, 'value': '37.1'}, {'id': 5130693599, 'qualifierId': 213, 'value': '0.02'}, {'id': 5130693591, 'qualifierId': 56, 'value': 'Center'}, {'id': 5130693593, 'qualifierId': 140, 'value': '86.6'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;efwl0zc90s8ofm03y3xss0kyc;Pass;;;;;;;;;;;86,6;;57,7;0,02;37,1;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;86,6;37,1;;;;;;;0;0;0;4;Carolina Core;4;DL;1,0
2705725679;3;49;1;0;8;2nnef9tr9g7m2s6n873qif95g;1;10,2;63,0;2024-08-03T23:36:03.227Z;2024-08-03T23:36:03Z;[];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;efwl0zc90s8ofm03y3xss0kyc;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;0;8;Orlando City B;8;GK;1,0
2705725705;4;1;1;0;9;2nnef9tr9g7m2s6n873qif95g;1;10,3;63,0;2024-08-03T23:36:03.673Z;2024-08-03T23:36:06Z;[{'id': 5130693767, 'qualifierId': 141, 'value': '80.5'}, {'id': 5130693769, 'qualifierId': 212, 'value': '15.7'}, {'id': 5130693765, 'qualifierId': 140, 'value': '20.0'}, {'id': 5130693771, 'qualifierId': 213, 'value': '0.86'}, {'id': 5130693763, 'qualifierId': 56, 'value': 'Back'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;efwl0zc90s8ofm03y3xss0kyc;Pass;;;;;;;;;;;20,0;;15,7;0,86;80,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;20,0;80,5;;;;;;;0;0;0;9;Orlando City B;9;GK;1,0
2705725729;5;1;1;0;12;2nnef9tr9g7m2s6n873qif95g;1;20,0;77,8;2024-08-03T23:36:06.665Z;2024-08-03T23:36:10Z;[{'id': 5130693887, 'qualifierId': 56, 'value': 'Back'}, {'id': 5130693889, 'qualifierId': 140, 'value': '15.2'}, {'id': 5130693897, 'qualifierId': 1}, {'id': 5130693895, 'qualifierId': 213, 'value': '4.57'}, {'id': 5130693891, 'qualifierId': 141, 'value': '24.9'}, {'id': 5130693893, 'qualifierId': 212, 'value': '36.3'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;efwl0zc90s8ofm03y3xss0kyc;Pass;;;;;;;;;;;15,2;;36,3;4,57;24,9;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;15,2;24,9;;;;;;;0;0;0;12;Orlando City B;12;DC;1,0
