id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_PlayerPosition;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_Resume;value_DirectionOfPlay;value_Length;value_Angle;value_Zone;value_PassEndX;value_PassEndY;value_KickOff;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_NextEventThrowIn;value_DeletedEventType;value_ThrowIn;value_Direct;value_AttemptedTackle;value_Foul;value_KeeperThrow;value_FreeKickTaken;value_IntendedTackleTarget;value_Left;value_Chipped;value_InSwinger;value_Cross;value_CornerTaken;value_Head;value_Handball;value_Assist;value_GoalmouthZ;value_RightFooted;value_RegularPlay;value_GoalmouthY;value_RelatedEventId;value_BlockedX;value_OutOfBoxCentre;value_IndividualPlay;value_LowCentre;value_Assisted;value_BlockedY;value_Collected;value_Hands;value_Diving;value_LayOff;value_GkX;value_GkY;value_LowRight;value_BoxRight;value_Blocked;value_DefBlock;value_GkKickFromHands;value_GoalShotTimestamp;value_BoxCentre;value_GoalShotGameClock;value_SoloRun;value_LeftFooted;value_OutOfPlay;value_OverArm;value_BlockedPass;value_Right;value_OutSwinger;value_NextEventGoalKick;value_Low;value_GoalKick;value_Overrun;value_HighClaim;value_FlickOn;value_ThroughBall;value_IntentionalAssist;value_FirstTouch;value_NotVisible;value_PlayersCaughtOffside;value_Indirect;value_OtherReason;value_RefereeDelay;value_DrinksBreak;value_YellowCard;value_Argument;value_GkStart;value_NotAssisted;value_SwitchOfPlay;value_HighLeft;value_TempMissed;value_Shove/Push;value_BigChance;value_Feet;value_Sliding;value_ParriedDanger;value_CloseRight;value_BoxLeft;value_SwerveLeft;value_TimeWasting;value_Minutes;value_ParriedSafe;value_EndType;value_LowLeft;value_Stooping;value_HitWoodwork;value_HitLeftPost;value_ShirtPull/Holding;value_Dissent;value_RecklessOffence;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_BallHitsReferee;value_HighCentre;value_Standing;value_Fumble;value_SetPiece;value_LeadingToGoal;value_KeeperTouched;value_HighRight;value_RelatedError1Id;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_Viral;value_CloseLeft;value_BoxDeepRight;value_SecondYellow;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistType;value_NotRetreating;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710267025;800;5;1;1;57;99l7fsj6ykgbyqcb9zqqu9dgq;0;29,9;101,2;2024-08-18T00:51:45.229Z;2024-08-18T02:53:46Z;[{'id': 5155804185, 'qualifierId': 233, 'value': '432'}, {'id': 5155804177, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155804179, 'qualifierId': 347}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;epcid6clkolknkqllclmm4yl0;Out;;;;;;;;;;;;;;;;;;432,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;1;57;Houston Dynamo II;117;DL;1,0
2710237169;433;1;1;2;18;7pmw399vh2v44cjle4fkklp1w;1;65,9;0,0;2024-08-18T00:52:06.229Z;2024-08-18T02:51:06Z;[{'id': 5155655139, 'qualifierId': 213, 'value': '0.52'}, {'id': 5155655131, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155803671, 'qualifierId': 107}, {'id': 5155655135, 'qualifierId': 141, 'value': '4.6'}, {'id': 5155655137, 'qualifierId': 212, 'value': '7.3'}, {'id': 5155655133, 'qualifierId': 140, 'value': '71.9'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;7,3;0,52;;71,9;4,6;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;71,9;4,6;;;;;;;0;0;2;18;North Texas;138;DC;1,0
2710247269;469;4;1;2;19;99l7fsj6ykgbyqcb9zqqu9dgq;1;28,8;94,8;2024-08-18T00:52:08.228Z;2024-08-18T02:34:39Z;[{'id': 5155705879, 'qualifierId': 10}, {'id': 5155704817, 'qualifierId': 152}, {'id': 5155704815, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155705789, 'qualifierId': 233, 'value': '434'}, {'id': 5155704991, 'qualifierId': 285}];;;;;epcid6clkolknkqllclmm4yl0;Foul;;;;;;;;;;;;;;;;;;434,0;1,0;;;;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;2;19;Houston Dynamo II;139;;
2710237175;434;4;1;2;20;7pmw399vh2v44cjle4fkklp1w;0;71,2;5,2;2024-08-18T00:52:08.229Z;2024-08-18T02:34:40Z;[{'id': 5155655231, 'qualifierId': 152}, {'id': 5155655229, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155705793, 'qualifierId': 233, 'value': '469'}, {'id': 5155655233, 'qualifierId': 286}, {'id': 5155655227, 'qualifierId': 10}];bk0ik8kr1gpu372ibbbv87ndg;J. Burbano;;;epcid6clkolknkqllclmm4yl0;Foul;;;;;;;;;;;;;;;;;;469,0;;1,0;;;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;20;North Texas;140;DMR;1,0
2710248307;490;1;1;2;33;99l7fsj6ykgbyqcb9zqqu9dgq;1;32,6;87,0;2024-08-18T00:52:22.005Z;2024-08-18T02:07:38Z;[{'id': 5155709833, 'qualifierId': 152}, {'id': 5155709675, 'qualifierId': 141, 'value': '67.2'}, {'id': 5155709673, 'qualifierId': 140, 'value': '24.8'}, {'id': 5155709677, 'qualifierId': 212, 'value': '15.8'}, {'id': 5155709679, 'qualifierId': 213, 'value': '4.17'}, {'id': 5155709671, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155709831, 'qualifierId': 5}];7al9w77ailhli8g487tkl32tw;M. Westergren;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;15,8;4,17;;24,8;67,2;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;24,8;67,2;;;;;;;0;0;2;33;Houston Dynamo II;153;DC;1,0
2710259447;679;1;1;2;37;99l7fsj6ykgbyqcb9zqqu9dgq;1;26,5;64,3;2024-08-18T00:52:25.562Z;2024-08-18T02:32:33Z;[{'id': 5155766099, 'qualifierId': 212, 'value': '13.6'}, {'id': 5155766097, 'qualifierId': 141, 'value': '84.2'}, {'id': 5155766093, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155766095, 'qualifierId': 140, 'value': '27.2'}, {'id': 5155766101, 'qualifierId': 213, 'value': '1.52'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;13,6;1,52;;27,2;84,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;27,2;84,2;;;;;;;0;0;2;37;Houston Dynamo II;157;DC;1,0
2710265073;779;1;1;2;40;99l7fsj6ykgbyqcb9zqqu9dgq;1;26,3;84,4;2024-08-18T00:52:29.091Z;2024-08-18T02:47:23Z;[{'id': 5155795691, 'qualifierId': 212, 'value': '21.0'}, {'id': 5155795689, 'qualifierId': 141, 'value': '73.9'}, {'id': 5155795687, 'qualifierId': 140, 'value': '45.1'}, {'id': 5155795685, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155795693, 'qualifierId': 213, 'value': '5.94'}];7al9w77ailhli8g487tkl32tw;M. Westergren;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;21,0;5,94;;45,1;73,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;45,1;73,9;;;;;;;0;0;2;40;Houston Dynamo II;160;DC;1,0
2710237491;342;1;1;2;43;99l7fsj6ykgbyqcb9zqqu9dgq;0;37,9;65,0;2024-08-18T00:52:31.229Z;2024-08-18T01:45:39Z;[{'id': 5155656803, 'qualifierId': 213, 'value': '0.40'}, {'id': 5155656801, 'qualifierId': 212, 'value': '10.0'}, {'id': 5155656797, 'qualifierId': 140, 'value': '46.7'}, {'id': 5155656795, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155656799, 'qualifierId': 141, 'value': '70.7'}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;10,0;0,4;;46,7;70,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;46,7;70,7;;;;;;;0;0;2;43;Houston Dynamo II;163;MC;1,0
2710265879;796;43;1;2;43;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-08-18T00:52:31.229Z;2024-08-18T02:49:19Z;[{'id': 5155799709, 'qualifierId': 141, 'value': '68.6'}, {'id': 5155799707, 'qualifierId': 140, 'value': '48.1'}, {'id': 5155799705, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155799713, 'qualifierId': 213, 'value': '0.02'}, {'id': 5155800173, 'qualifierId': 144, 'value': '1'}, {'id': 5155799711, 'qualifierId': 212, 'value': '6.1'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;epcid6clkolknkqllclmm4yl0;Deleted event;;;;;;;;;;6,1;0,02;;48,1;68,6;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;48,1;68,6;;;;;;;0;0;2;43;Houston Dynamo II;163;DC;1,0
2710237451;435;61;1;2;44;7pmw399vh2v44cjle4fkklp1w;1;52,5;30,0;2024-08-18T00:52:32.229Z;2024-08-18T01:45:31Z;[{'id': 5155656563, 'qualifierId': 56, 'value': 'Center'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;epcid6clkolknkqllclmm4yl0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;44;North Texas;164;DC;1,0
2710237531;436;49;1;2;45;7pmw399vh2v44cjle4fkklp1w;1;44,1;33,7;2024-08-18T00:52:33.229Z;2024-08-18T01:45:39Z;[];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;epcid6clkolknkqllclmm4yl0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;45;North Texas;165;DC;1,0
2710237665;437;1;1;2;46;7pmw399vh2v44cjle4fkklp1w;1;44,6;33,4;2024-08-18T00:52:34.229Z;2024-08-18T01:45:51Z;[{'id': 5155657645, 'qualifierId': 213, 'value': '2.78'}, {'id': 5155657643, 'qualifierId': 212, 'value': '31.7'}, {'id': 5155657639, 'qualifierId': 141, 'value': '49.9'}, {'id': 5155657635, 'qualifierId': 140, 'value': '16.4'}, {'id': 5155657633, 'qualifierId': 56, 'value': 'Back'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;31,7;2,78;;16,4;49,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;16,4;49,9;;;;;;;0;0;2;46;North Texas;166;DC;1,0
2710237725;438;1;1;2;51;7pmw399vh2v44cjle4fkklp1w;1;15,8;48,4;2024-08-18T00:52:39.229Z;2024-08-18T01:45:57Z;[{'id': 5155657909, 'qualifierId': 140, 'value': '19.8'}, {'id': 5155657911, 'qualifierId': 141, 'value': '25.5'}, {'id': 5155657907, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155657915, 'qualifierId': 213, 'value': '4.98'}, {'id': 5155657913, 'qualifierId': 212, 'value': '16.1'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;16,1;4,98;;19,8;25,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;19,8;25,5;;;;;;;0;0;2;51;North Texas;171;GK;1,0
2710237831;439;1;1;2;53;7pmw399vh2v44cjle4fkklp1w;1;20,7;24,9;2024-08-18T00:52:41.229Z;2024-08-18T01:46:06Z;[{'id': 5155658451, 'qualifierId': 213, 'value': '5.56'}, {'id': 5155658449, 'qualifierId': 212, 'value': '21.0'}, {'id': 5155658447, 'qualifierId': 141, 'value': '4.4'}, {'id': 5155658443, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155658445, 'qualifierId': 140, 'value': '35.6'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;21,0;5,56;;35,6;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;35,6;4,4;;;;;;;0;0;2;53;North Texas;173;DC;1,0
2710237939;440;1;1;2;56;7pmw399vh2v44cjle4fkklp1w;1;38,7;9,5;2024-08-18T00:52:44.229Z;2024-08-18T01:46:18Z;[{'id': 5155658979, 'qualifierId': 141, 'value': '11.7'}, {'id': 5155658981, 'qualifierId': 212, 'value': '8.2'}, {'id': 5155658975, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155658983, 'qualifierId': 213, 'value': '0.18'}, {'id': 5155658977, 'qualifierId': 140, 'value': '46.4'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;8,2;0,18;;46,4;11,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;46,4;11,7;;;;;;;0;0;2;56;North Texas;176;DC;1,0
2710238015;441;1;1;2;57;7pmw399vh2v44cjle4fkklp1w;0;47,6;11,1;2024-08-18T00:52:45.229Z;2024-08-18T01:46:33Z;[{'id': 5155659409, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155659411, 'qualifierId': 140, 'value': '58.5'}, {'id': 5155659413, 'qualifierId': 141, 'value': '0.0'}, {'id': 5155659417, 'qualifierId': 213, 'value': '5.64'}, {'id': 5155659415, 'qualifierId': 212, 'value': '14.3'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;14,3;5,64;;58,5;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;58,5;0,0;;;;;;;0;0;2;57;North Texas;177;FWR;1,0
2710238031;343;5;1;2;58;99l7fsj6ykgbyqcb9zqqu9dgq;1;41,0;101,2;2024-08-18T00:52:46.229Z;2024-08-18T02:53:46Z;[{'id': 5155659501, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155659997, 'qualifierId': 233, 'value': '442'}, {'id': 5155659503, 'qualifierId': 347}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;epcid6clkolknkqllclmm4yl0;Out;;;;;;;;;;;;;;;;;;442,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;2;58;Houston Dynamo II;178;MC;1,0
2710238093;442;5;1;2;58;7pmw399vh2v44cjle4fkklp1w;0;59,0;-1,2;2024-08-18T00:52:46.229Z;2024-08-18T02:53:46Z;[{'id': 5155660005, 'qualifierId': 233, 'value': '343'}, {'id': 5155659823, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155659825, 'qualifierId': 347}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;epcid6clkolknkqllclmm4yl0;Out;;;;;;;;;;;;;;;;;;343,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;58;North Texas;178;FWR;1,0
2710238313;344;1;1;3;5;99l7fsj6ykgbyqcb9zqqu9dgq;1;38,9;100,0;2024-08-18T00:52:53.329Z;2024-08-18T01:46:59Z;[{'id': 5155661259, 'qualifierId': 107}, {'id': 5155660905, 'qualifierId': 141, 'value': '89.6'}, {'id': 5155660903, 'qualifierId': 140, 'value': '56.1'}, {'id': 5155660907, 'qualifierId': 212, 'value': '19.7'}, {'id': 5155660911, 'qualifierId': 213, 'value': '5.87'}, {'id': 5155660901, 'qualifierId': 56, 'value': 'Left'}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;19,7;5,87;;56,1;89,6;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;56,1;89,6;;;;;;;0;0;3;5;Houston Dynamo II;185;DL;1,0
2710238317;345;50;1;3;8;99l7fsj6ykgbyqcb9zqqu9dgq;1;55,1;88,7;2024-08-18T00:52:57.228Z;2024-08-18T02:51:48Z;[{'id': 5155661451, 'qualifierId': 233, 'value': '443'}, {'id': 5155660921, 'qualifierId': 56, 'value': 'Left'}, {'id': 5155660923, 'qualifierId': 286}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;epcid6clkolknkqllclmm4yl0;Dispossessed;;;;;;;;;;;;;;;;;;443,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;3;8;Houston Dynamo II;188;FW;1,0
2710238425;443;7;1;3;9;7pmw399vh2v44cjle4fkklp1w;1;44,9;11,3;2024-08-18T00:52:57.229Z;2024-08-18T02:51:48Z;[{'id': 5155661429, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155661439, 'qualifierId': 233, 'value': '345'}, {'id': 5155661431, 'qualifierId': 285}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;epcid6clkolknkqllclmm4yl0;Tackle;;;;;;;;;;;;;;;;;;345,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;3;9;North Texas;189;DC;1,0
2710238427;444;49;1;3;10;7pmw399vh2v44cjle4fkklp1w;1;52,1;8,3;2024-08-18T00:52:58.229Z;2024-08-18T01:47:02Z;[];bk0ik8kr1gpu372ibbbv87ndg;J. Burbano;;;epcid6clkolknkqllclmm4yl0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;3;10;North Texas;190;DMR;1,0
2710238483;445;4;1;3;11;7pmw399vh2v44cjle4fkklp1w;1;51,5;6,6;2024-08-18T00:53:00.228Z;2024-08-18T02:34:40Z;[{'id': 5155661821, 'qualifierId': 13}, {'id': 5155661829, 'qualifierId': 286}, {'id': 5155661827, 'qualifierId': 265}, {'id': 5155661823, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155661825, 'qualifierId': 152}, {'id': 5155662375, 'qualifierId': 233, 'value': '346'}];bk0ik8kr1gpu372ibbbv87ndg;J. Burbano;;;epcid6clkolknkqllclmm4yl0;Foul;;;;;;;;;;;;;;;;;;346,0;;1,0;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;3;11;North Texas;191;DMR;1,0
2710238475;346;4;1;3;12;99l7fsj6ykgbyqcb9zqqu9dgq;0;48,5;93,4;2024-08-18T00:53:00.229Z;2024-08-18T02:34:40Z;[{'id': 5155661855, 'qualifierId': 152}, {'id': 5155662399, 'qualifierId': 233, 'value': '445'}, {'id': 5155661847, 'qualifierId': 13}, {'id': 5155662357, 'qualifierId': 285}, {'id': 5155661859, 'qualifierId': 265}, {'id': 5155661851, 'qualifierId': 56, 'value': 'Back'}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;epcid6clkolknkqllclmm4yl0;Foul;;;;;;;;;;;;;;;;;;445,0;1,0;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;3;12;Houston Dynamo II;192;DL;1,0
2710238659;446;1;1;3;37;7pmw399vh2v44cjle4fkklp1w;1;48,6;7,3;2024-08-18T00:53:25.229Z;2024-08-18T02:54:23Z;[{'id': 5155662671, 'qualifierId': 213, 'value': '2.56'}, {'id': 5155662669, 'qualifierId': 212, 'value': '21.2'}, {'id': 5155662667, 'qualifierId': 141, 'value': '24.3'}, {'id': 5155662663, 'qualifierId': 56, 'value': 'Back'}, {'id': 5155662665, 'qualifierId': 140, 'value': '31.7'}, {'id': 5155808947, 'qualifierId': 152}, {'id': 5155808945, 'qualifierId': 5}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;21,2;2,56;;31,7;24,3;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;31,7;24,3;;;;;;;0;0;3;37;North Texas;217;DC;1,0
2710238887;447;1;1;3;39;7pmw399vh2v44cjle4fkklp1w;1;31,4;24,9;2024-08-18T00:53:27.229Z;2024-08-18T01:47:50Z;[{'id': 5155663657, 'qualifierId': 141, 'value': '4.3'}, {'id': 5155663653, 'qualifierId': 56, 'value': 'Right'}, {'id': 5155663655, 'qualifierId': 140, 'value': '57.1'}, {'id': 5155663659, 'qualifierId': 212, 'value': '30.4'}, {'id': 5155663661, 'qualifierId': 213, 'value': '5.80'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;epcid6clkolknkqllclmm4yl0;Pass;;;;;;;;;;30,4;5,8;;57,1;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;57,1;4,3;;;;;;;0;0;3;39;North Texas;219;DC;1,0
