id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_Resume;value_Involved;value_TeamFormation;value_PlayerPosition;value_DirectionOfPlay;value_KickOff;value_Zone;value_Length;value_Angle;value_PassEndY;value_PassEndX;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_BlockedPass;value_KeeperThrow;value_OutOfPlay;value_IntendedTackleTarget;value_NextEventGoalKick;value_Low;value_GoalKick;value_Launch;value_Chipped;value_HeadPass;value_LayOff;value_Head;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_AttemptedTackle;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_GoalmouthY;value_Left;value_FreeKick;value_RightFooted;value_GkY;value_OutOfBoxCentre;value_GoalmouthZ;value_GkX;value_NotAssisted;value_SwitchOfPlay;value_FlickOn;value_NotVisible;value_ShirtPull/Holding;value_DeletedEventType;value_OverArm;value_Cross;value_IntentionalAssist;value_Assist;value_LeftFooted;value_BigChance;value_BoxCentre;value_FirstTouch;value_Assisted;value_RegularPlay;value_CloseLeft;value_LowCentre;value_BlockedY;value_IndividualPlay;value_Deflection;value_BlockedX;value_Hands;value_Stooping;value_Collected;value_BoxLeft;value_Blocked;value_LowRight;value_DefBlock;value_Right;value_InSwinger;value_CornerTaken;value_HighClaim;value_GkKickFromHands;value_Handball;value_RecklessOffence;value_High;value_Volley;value_BoxRight;value_DrinksBreak;value_RefereeDelay;value_BlockedCross;value_FromCorner;value_SwerveLeft;value_ByWall;value_OutSwinger;value_HighLeft;value_SmallBoxLeft;value_FantasyAssistTeam;value_GoalShotTimestamp;value_FantasyAssistedBy;value_FantasyAssistType;value_GoalShotGameClock;value_LowLeft;value_FantasyAssistId;value_Minutes;value_GkHoof;value_EndType;value_OutOnSideline;value_NotPastGoalLine;value_BoxDeepRight;value_AdvantagePlayed;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_MisHit;value_HighRight;value_SmallBoxCentre;value_ThroughBall;value_Strong;value_35Centre;value_PlayersCaughtOffside;value_Indirect;value_Argument;value_AerialFoul;value_OtherReason;value_SetPiece;value_ThrowInSetPiece;value_Overrun;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Diving;value_HitWoodwork;value_Scored;value_HighCentre;value_KeeperTouched;value_Saved;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2708396341;87;1;1;12;10;dqx48fglv1l96cyrmjdod0xec;1;30,7;0,0;2024-08-12T00:20:11.525Z;2024-08-12T00:20:17Z;[{'id': 5145403375, 'qualifierId': 140, 'value': '44.1'}, {'id': 5145403379, 'qualifierId': 212, 'value': '14.8'}, {'id': 5145403371, 'qualifierId': 107}, {'id': 5145403377, 'qualifierId': 141, 'value': '6.1'}, {'id': 5145403381, 'qualifierId': 213, 'value': '0.31'}, {'id': 5145403373, 'qualifierId': 56, 'value': 'Back'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;14,8;0,31;6,1;44,1;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;44,1;6,1;;;;;;;;0;12;10;Houston Dynamo II;730;MC;1,0
2708396345;88;4;1;12;11;dqx48fglv1l96cyrmjdod0xec;1;39,0;9,4;2024-08-12T00:20:12.708Z;2024-08-12T00:20:21Z;[{'id': 5145403475, 'qualifierId': 152}, {'id': 5145403473, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145403469, 'qualifierId': 13}, {'id': 5145403471, 'qualifierId': 294}, {'id': 5145403477, 'qualifierId': 286}, {'id': 5145403481, 'qualifierId': 233, 'value': '119'}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;;en1shva47w2xa3xslyid67384;Foul;;;;;;;;;;;;;;;;;119,0;1,0;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;12;11;Houston Dynamo II;731;FWR;1,0
2708396305;119;4;1;12;11;7pmw399vh2v44cjle4fkklp1w;0;61,0;90,6;2024-08-12T00:20:12.709Z;2024-08-12T00:20:21Z;[{'id': 5145403309, 'qualifierId': 152}, {'id': 5145403305, 'qualifierId': 294}, {'id': 5145403307, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145403489, 'qualifierId': 233, 'value': '88'}, {'id': 5145403311, 'qualifierId': 285}, {'id': 5145403303, 'qualifierId': 13}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;en1shva47w2xa3xslyid67384;Foul;;;;;;;;;;;;;;;;1,0;88,0;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;12;11;St. Louis City II;731;MC;1,0
2708396395;89;1;1;12;20;dqx48fglv1l96cyrmjdod0xec;1;38,5;5,8;2024-08-12T00:20:21.462Z;2024-08-12T00:20:23Z;[{'id': 5145403659, 'qualifierId': 213, 'value': '3.06'}, {'id': 5145403647, 'qualifierId': 5}, {'id': 5145403655, 'qualifierId': 141, 'value': '7.8'}, {'id': 5145403651, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145403657, 'qualifierId': 212, 'value': '16.2'}, {'id': 5145403649, 'qualifierId': 152}, {'id': 5145403653, 'qualifierId': 140, 'value': '23.1'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;16,2;3,06;7,8;23,1;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;23,1;7,8;;;;;;;;0;12;20;Houston Dynamo II;740;MC;1,0
2708396443;90;1;1;12;21;dqx48fglv1l96cyrmjdod0xec;1;25,8;7,8;2024-08-12T00:20:23.077Z;2024-08-12T00:20:27Z;[{'id': 5145403869, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145403873, 'qualifierId': 141, 'value': '47.4'}, {'id': 5145403875, 'qualifierId': 212, 'value': '27.1'}, {'id': 5145403877, 'qualifierId': 213, 'value': '1.68'}, {'id': 5145403871, 'qualifierId': 140, 'value': '23.1'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;27,1;1,68;47,4;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;23,1;47,4;;;;;;;;0;12;21;Houston Dynamo II;741;DR;1,0
2708396469;91;1;1;12;26;dqx48fglv1l96cyrmjdod0xec;1;23,3;50,2;2024-08-12T00:20:27.877Z;2024-08-12T00:20:30Z;[{'id': 5145403983, 'qualifierId': 213, 'value': '5.04'}, {'id': 5145403975, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145403979, 'qualifierId': 141, 'value': '21.1'}, {'id': 5145403977, 'qualifierId': 140, 'value': '29.7'}, {'id': 5145403981, 'qualifierId': 212, 'value': '20.9'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;20,9;5,04;21,1;29,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;29,7;21,1;;;;;;;;0;12;26;Houston Dynamo II;746;DL;1,0
2708396481;92;1;1;12;29;dqx48fglv1l96cyrmjdod0xec;1;24,2;24,0;2024-08-12T00:20:30.820Z;2024-08-12T00:20:33Z;[{'id': 5145404069, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145404073, 'qualifierId': 141, 'value': '2.2'}, {'id': 5145404075, 'qualifierId': 212, 'value': '18.0'}, {'id': 5145404071, 'qualifierId': 140, 'value': '34.0'}, {'id': 5145404077, 'qualifierId': 213, 'value': '5.32'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;18,0;5,32;2,2;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;34,0;2,2;;;;;;;;0;12;29;Houston Dynamo II;749;DR;1,0
2708396513;93;1;1;12;31;dqx48fglv1l96cyrmjdod0xec;1;34,0;2,2;2024-08-12T00:20:32.997Z;2024-08-12T00:20:35Z;[{'id': 5145404191, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145404197, 'qualifierId': 212, 'value': '16.9'}, {'id': 5145404199, 'qualifierId': 213, 'value': '1.56'}, {'id': 5145404193, 'qualifierId': 140, 'value': '34.2'}, {'id': 5145404195, 'qualifierId': 141, 'value': '27.0'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;16,9;1,56;27,0;34,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;34,2;27,0;;;;;;;;0;12;31;Houston Dynamo II;751;MC;1,0
2708396517;94;50;1;12;33;dqx48fglv1l96cyrmjdod0xec;1;34,2;23,2;2024-08-12T00:20:35.110Z;2024-08-12T00:20:38Z;[{'id': 5145404217, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145404305, 'qualifierId': 233, 'value': '120'}, {'id': 5145404219, 'qualifierId': 286}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;en1shva47w2xa3xslyid67384;Dispossessed;;;;;;;;;;;;;;;;;120,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;12;33;Houston Dynamo II;753;MC;1,0
2708396529;120;7;1;12;33;7pmw399vh2v44cjle4fkklp1w;0;65,8;76,8;2024-08-12T00:20:35.111Z;2024-08-12T00:20:39Z;[{'id': 5145404285, 'qualifierId': 285}, {'id': 5145404283, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145404287, 'qualifierId': 233, 'value': '94'}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;en1shva47w2xa3xslyid67384;Tackle;;;;;;;;;;;;;;;;1,0;94,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;12;33;St. Louis City II;753;MC;1,0
2708396581;95;1;1;12;36;dqx48fglv1l96cyrmjdod0xec;1;33,1;22,0;2024-08-12T00:20:37.621Z;2024-08-12T00:20:43Z;[{'id': 5145404553, 'qualifierId': 212, 'value': '15.2'}, {'id': 5145404541, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145404557, 'qualifierId': 213, 'value': '3.81'}, {'id': 5145404549, 'qualifierId': 141, 'value': '8.2'}, {'id': 5145404545, 'qualifierId': 140, 'value': '21.7'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;15,2;3,81;8,2;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;21,7;8,2;;;;;;;;0;12;36;Houston Dynamo II;756;MC;1,0
2708396637;96;1;1;12;41;dqx48fglv1l96cyrmjdod0xec;1;22,8;5,8;2024-08-12T00:20:43.110Z;2024-08-12T00:20:48Z;[{'id': 5145404867, 'qualifierId': 213, 'value': '2.61'}, {'id': 5145404861, 'qualifierId': 140, 'value': '3.3'}, {'id': 5145404865, 'qualifierId': 212, 'value': '23.7'}, {'id': 5145404863, 'qualifierId': 141, 'value': '23.4'}, {'id': 5145404859, 'qualifierId': 56, 'value': 'Back'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;23,7;2,61;23,4;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;3,3;23,4;;;;;;;;0;12;41;Houston Dynamo II;761;DR;1,0
2708396683;97;1;1;12;47;dqx48fglv1l96cyrmjdod0xec;1;7,5;39,3;2024-08-12T00:20:48.516Z;2024-08-12T00:20:53Z;[{'id': 5145405069, 'qualifierId': 140, 'value': '37.0'}, {'id': 5145405065, 'qualifierId': 155}, {'id': 5145405073, 'qualifierId': 212, 'value': '36.2'}, {'id': 5145405067, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145405075, 'qualifierId': 213, 'value': '0.54'}, {'id': 5145405077, 'qualifierId': 1}, {'id': 5145405071, 'qualifierId': 141, 'value': '66.9'}];37vbc16ejxmfkssydcdxq69zo;N. Bishop;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;36,2;0,54;66,9;37,0;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;37,0;66,9;;;;;;;;0;12;47;Houston Dynamo II;767;GK;1,0
2708396699;98;1;1;12;52;dqx48fglv1l96cyrmjdod0xec;0;34,1;68,1;2024-08-12T00:20:53.829Z;2024-08-12T00:20:57Z;[{'id': 5145405183, 'qualifierId': 141, 'value': '81.1'}, {'id': 5145405187, 'qualifierId': 213, 'value': '0.99'}, {'id': 5145405181, 'qualifierId': 140, 'value': '39.6'}, {'id': 5145405177, 'qualifierId': 168}, {'id': 5145405185, 'qualifierId': 212, 'value': '10.6'}, {'id': 5145405179, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145405175, 'qualifierId': 3}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;10,6;0,99;81,1;39,6;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;39,6;81,1;;;;;;;;0;12;52;Houston Dynamo II;772;FWL;1,0
2708396721;99;45;1;12;56;dqx48fglv1l96cyrmjdod0xec;0;38,3;80,0;2024-08-12T00:20:57.494Z;2024-08-12T00:21:02Z;[{'id': 5145405271, 'qualifierId': 285}, {'id': 5145405309, 'qualifierId': 233, 'value': '121'}, {'id': 5145405269, 'qualifierId': 56, 'value': 'Back'}];1b1vsi0l9xd0xy42q4p1bdk44;L. Demitra;;en1shva47w2xa3xslyid67384;Challenge;;;;;;;;;;;;;;;;1,0;121,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;12;56;Houston Dynamo II;776;DC;1,0
2708396723;121;3;1;12;56;7pmw399vh2v44cjle4fkklp1w;1;61,7;20,0;2024-08-12T00:20:57.494Z;2024-08-12T00:21:02Z;[{'id': 5145405273, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145405289, 'qualifierId': 233, 'value': '99'}, {'id': 5145405275, 'qualifierId': 286}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;en1shva47w2xa3xslyid67384;Take On;;;;;;;;;;;;;;;;;99,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;12;56;St. Louis City II;776;FWR;1,0
2708396725;122;3;1;12;58;7pmw399vh2v44cjle4fkklp1w;0;68,0;9,2;2024-08-12T00:20:59.366Z;2024-08-12T00:21:06Z;[{'id': 5145405281, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145405491, 'qualifierId': 233, 'value': '100'}, {'id': 5145405283, 'qualifierId': 286}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;en1shva47w2xa3xslyid67384;Take On;;;;;;;;;;;;;;;;;100,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;12;58;St. Louis City II;778;FWR;1,0
2708396761;100;7;1;12;58;dqx48fglv1l96cyrmjdod0xec;1;32,0;90,8;2024-08-12T00:20:59.367Z;2024-08-12T00:21:05Z;[{'id': 5145405451, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145405449, 'qualifierId': 167}, {'id': 5145405453, 'qualifierId': 285}, {'id': 5145405469, 'qualifierId': 233, 'value': '122'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;en1shva47w2xa3xslyid67384;Tackle;;;;;;;;;;;;;;;;1,0;122,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;12;58;Houston Dynamo II;778;DL;1,0
2708396781;101;5;1;12;59;dqx48fglv1l96cyrmjdod0xec;0;30,2;101,8;2024-08-12T00:21:00.678Z;2024-08-12T01:07:54Z;[{'id': 5145405535, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145405575, 'qualifierId': 233, 'value': '123'}, {'id': 5145405537, 'qualifierId': 347}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;en1shva47w2xa3xslyid67384;Out;;;;;;;;;;;;;;;;;123,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;12;59;Houston Dynamo II;779;DL;1,0
2708396769;123;5;1;12;59;7pmw399vh2v44cjle4fkklp1w;1;69,8;-1,8;2024-08-12T00:21:00.678Z;2024-08-12T01:07:54Z;[{'id': 5145405499, 'qualifierId': 347}, {'id': 5145405567, 'qualifierId': 233, 'value': '101'}, {'id': 5145405497, 'qualifierId': 56, 'value': 'Right'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;en1shva47w2xa3xslyid67384;Out;;;;;;;;;;;;;;;;;101,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;12;59;St. Louis City II;779;FWR;1,0
2708396783;124;1;1;13;3;7pmw399vh2v44cjle4fkklp1w;1;66,4;0,0;2024-08-12T00:21:04.375Z;2024-08-12T00:21:06Z;[{'id': 5145405549, 'qualifierId': 213, 'value': '2.41'}, {'id': 5145405545, 'qualifierId': 141, 'value': '15.7'}, {'id': 5145405539, 'qualifierId': 107}, {'id': 5145405565, 'qualifierId': 189}, {'id': 5145405541, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145405547, 'qualifierId': 212, 'value': '17.4'}, {'id': 5145405543, 'qualifierId': 140, 'value': '54.1'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;17,4;2,41;15,7;54,1;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;54,1;15,7;;;;;;;;0;13;3;St. Louis City II;783;FWR;1,0
2708396801;125;1;1;13;5;7pmw399vh2v44cjle4fkklp1w;1;52,4;16,0;2024-08-12T00:21:06.743Z;2024-08-12T00:21:07Z;[{'id': 5145405619, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145405621, 'qualifierId': 140, 'value': '34.2'}, {'id': 5145405627, 'qualifierId': 213, 'value': '3.36'}, {'id': 5145405625, 'qualifierId': 212, 'value': '19.6'}, {'id': 5145405623, 'qualifierId': 141, 'value': '9.8'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;19,6;3,36;9,8;34,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;34,2;9,8;;;;;;;;0;13;5;St. Louis City II;785;MC;1,0
2708396837;126;1;1;13;6;7pmw399vh2v44cjle4fkklp1w;1;34,2;9,8;2024-08-12T00:21:07.863Z;2024-08-12T00:21:14Z;[{'id': 5145405767, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145405769, 'qualifierId': 140, 'value': '35.7'}, {'id': 5145405773, 'qualifierId': 212, 'value': '34.2'}, {'id': 5145405777, 'qualifierId': 1}, {'id': 5145405771, 'qualifierId': 141, 'value': '60.0'}, {'id': 5145405775, 'qualifierId': 213, 'value': '1.52'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;34,2;1,52;60,0;35,7;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;35,7;60,0;;;;;;;;0;13;6;St. Louis City II;786;DL;1,0
2708396843;127;1;1;13;12;7pmw399vh2v44cjle4fkklp1w;0;45,7;69,5;2024-08-12T00:21:14.023Z;2024-08-12T00:21:15Z;[{'id': 5145405805, 'qualifierId': 213, 'value': '0.21'}, {'id': 5145405803, 'qualifierId': 212, 'value': '13.4'}, {'id': 5145405797, 'qualifierId': 56, 'value': 'Center'}, {'id': 5145405801, 'qualifierId': 141, 'value': '73.7'}, {'id': 5145405799, 'qualifierId': 140, 'value': '58.2'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;en1shva47w2xa3xslyid67384;Pass;;;;;;;;;;;;13,4;0,21;73,7;58,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;58,2;73,7;;;;;;;;0;13;12;St. Louis City II;792;DC;1,0
2708396851;102;8;1;13;14;dqx48fglv1l96cyrmjdod0xec;1;27,8;27,7;2024-08-12T00:21:16.069Z;2024-08-12T00:21:16Z;[{'id': 5145405831, 'qualifierId': 56, 'value': 'Back'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;en1shva47w2xa3xslyid67384;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;13;14;Houston Dynamo II;794;DR;1,0
