id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_Resume;value_Captain;value_Involved;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_PassEndY;value_PassEndX;value_Length;value_Angle;value_Zone;value_LongBall;value_Launch;value_HeadPass;value_IntendedTackleTarget;value_LayOff;value_DeletedEventType;value_Foul;value_AttemptedTackle;value_Defensive;value_OppositeRelatedEventId;value_Direct;value_Offensive;value_FreeKickTaken;value_TouchTypeControl;value_Chipped;value_TakeOnOvertake;value_Defensive1V1;value_Shove/Push;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_NotVisible;value_InSwinger;value_Cross;value_RightFooted;value_Head;value_Overrun;value_NextEventGoalKick;value_GoalKick;value_Low;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_OutSwinger;value_BlockedCross;value_Right;value_Left;value_Assist;value_IntentionalAssist;value_CornerTaken;value_Volley;value_Assisted;value_HighLeft;value_BoxCentre;value_GkX;value_MisHit;value_GoalmouthZ;value_GoalmouthY;value_FromCorner;value_FirstTouch;value_GkY;value_RegularPlay;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_LowLeft;value_GoalShotGameClock;value_OutOfBoxCentre;value_LeftFooted;value_IndividualPlay;value_Deflection;value_BlockedX;value_LowCentre;value_BlockedY;value_LowGkIntervention;value_Collected;value_Diving;value_Hands;value_GkKickFromHands;value_TouchTypeClearance;value_TakeOnSpace;value_BigChance;value_IncorrectOutOfPlayDecision;value_MediumGkIntervention;value_KeeperThrow;value_LowRight;value_SmallBoxCentre;value_TouchTypePass;value_ThroughBall;value_BoxRight;value_Stooping;value_ParriedDanger;value_Blocked;value_DefBlock;value_OutOfPlay;value_NotAssisted;value_HighRight;value_ThrowInSetPiece;value_ParriedSafe;value_HighGkIntervention;value_NotPastGoalLine;value_HighClaim;value_SwitchOfPlay;value_FlickOn;value_SwerveLeft;value_FromShotOffTarget;value_RefereeDelay;value_DrinksBreak;value_ShirtPull/Holding;value_Strong;value_AerialFoul;value_Minutes;value_High;value_PlayersCaughtOffside;value_Indirect;value_CloseLeft;value_Argument;value_EndType;value_SetPiece;value_BoxDeepRight;value_VideoCoverageLost;value_Handball;value_PullBack;value_OtherBodyPart;value_Sliding;value_CloseRight;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Straight;value_FloatedCross;value_CaptainChange;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FollowsADribble;value_FantasyAssistType;value_FantasyAssistId;value_RecklessOffence;value_BoxLeft;value_Fumble;value_Standing;value_OverArm;value_LeadingToAttempt;value_SixYardBlocked;value_RelatedError1Id;value_OtherObstacle;value_OtherReason;value_BallHitsReferee;value_GkHoof;value_GoesToPenalties;value_Scored;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_KeeperTouched;value_HighCentre;value_Saved;value_Feet;value_CloseHigh;value_Missed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698787693;1;34;16;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-06-30T23:33:20.334Z;2024-07-01T00:04:39Z;[{'id': 5092397665, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5092397667, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5092413431, 'qualifierId': 194, 'value': 'c44bkncqmptribnxki1dyppbe'}, {'id': 5092397657, 'qualifierId': 30, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex, 7suq9shgwa8fyip80f1zy1mhg, 4blue6g56i3t9iffjcmjs6hhw, c44bkncqmptribnxki1dyppbe, 2vq2t4ttpcwey95jzofd60qy2, e23yyl43xtcve09dx234uuj8, b2sl4wp77nrynvodb6k19yfze, 58akq0ojntf5n123msb1tzeok, 1kl9112b8rcbr3k1s5hs353x0, 4o8ulvahxfb06x5xhvflvwhzo, 5zawuirp825t4brhaj90k9duy, al111zqt4j4b3yg8064d9cep6, e6ocmgjfubq6qvg4wfp8zipsk, 2eoftsi3eznjjmhu8ybft11ck, byzzgz3ix7vuh6c3hqf7580lw, evup6vvfz5q201s8hg6bhxck, 9d2xzklfm4lnhy5wl80bmp4pg, 4283da2hccprbybkv4nvmos2c'}, {'id': 5092397661, 'qualifierId': 59, 'value': '31, 97, 50, 52, 47, 51, 53, 87, 29, 84, 61, 48, 67, 72, 74, 81, 90, 95'}, {'id': 5092397663, 'qualifierId': 130, 'value': '8'}, {'id': 5092397659, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5092434285, 'qualifierId': 197, 'value': '23342'}];;;;;dsob1lhxjasessak8pdirjy1g;Team set up;;;;;;8,0;;23342,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;0;0;The Town;0;;
2698789077;1;34;16;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-06-30T23:38:11.492Z;2024-07-06T10:15:09Z;[{'id': 5092404639, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5092404629, 'qualifierId': 30, 'value': '71y61qa3ywym9sa89dpkzfcyy, 3etb72wtwcrim97dyp9g2px5g, 3q8dpwqkikbugz3ikwcmkbg4q, 1on6mxrbdqnh12s4h1y0vb3mc, 35jkg2v338kipzlf0iwvvypuy, 79z5vt08ga8prn33vi2a260kq, au9595t3oo0zbzexhr01ts0h6, 5n1wehugx0qtun8oopg2jbndg, dwyatw1wz3nrh1fcwu27ie8ve, 1bmbt6h6bsiimpzxt07cqwfvu, 7jtxek694d60c5udhyv0zsjro, cac9hjmdwt1gsz0qt3f6d4b2s, bpfl7nj8llr3dfadhtju52rro, 79vuqfgilwa4eyqmowr5me42c, 8ny66cgnzmopld97hokovaqz8, dhrxi7hj8xh15ky7q6u5wqi5m, dqa88ma3jbk33lsyzo45uy2cq, 49ag6csupgt40gbs2snq1xs7o, f2nxaemhqi8kbtbejnqekgd4a, 4sot8voc25coo4dqsqrinantg'}, {'id': 5095594245, 'qualifierId': 194, 'value': '5n1wehugx0qtun8oopg2jbndg'}, {'id': 5092404633, 'qualifierId': 59, 'value': '41, 33, 72, 38, 63, 77, 20, 99, 50, 60, 71, 52, 54, 56, 62, 64, 66, 75, 78, 91'}, {'id': 5092404635, 'qualifierId': 130, 'value': '7'}, {'id': 5092404637, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5092434321, 'qualifierId': 197, 'value': '23745'}, {'id': 5092404631, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}];;;;;dsob1lhxjasessak8pdirjy1g;Team set up;;;;;;7,0;;23745,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;0;Ventura County;0;;
2698794591;2;32;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-07-01T00:05:07.797Z;2024-07-01T00:05:07Z;[{'id': 5092434637, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dsob1lhxjasessak8pdirjy1g;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;0;0;The Town;0;;
2698794597;2;32;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-07-01T00:05:07.797Z;2024-07-06T08:48:58Z;[{'id': 5092434659, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dsob1lhxjasessak8pdirjy1g;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;0;Ventura County;0;;
2698794619;3;1;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;50,0;50,0;2024-07-01T00:05:07.798Z;2024-07-01T00:05:14Z;[{'id': 5092434803, 'qualifierId': 279, 'value': 'S'}, {'id': 5092434797, 'qualifierId': 141, 'value': '48.4'}, {'id': 5092434795, 'qualifierId': 140, 'value': '19.8'}, {'id': 5092434799, 'qualifierId': 212, 'value': '31.7'}, {'id': 5092434801, 'qualifierId': 213, 'value': '3.18'}, {'id': 5092434793, 'qualifierId': 56, 'value': 'Back'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;dsob1lhxjasessak8pdirjy1g;Pass;;;;;;;;;;;48,4;19,8;31,7;3,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;19,8;48,4;;;;;;;;0;0;0;The Town;0;FW;1,0
2698794645;4;1;1;0;6;8ijkk62897so5r3bq0wgwx4bu;1;27,3;48,9;2024-07-01T00:05:13.949Z;2024-07-06T09:44:37Z;[{'id': 5092434943, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092434951, 'qualifierId': 213, 'value': '1.31'}, {'id': 5092434949, 'qualifierId': 212, 'value': '18.4'}, {'id': 5092434947, 'qualifierId': 141, 'value': '75.0'}, {'id': 5092434945, 'qualifierId': 140, 'value': '31.9'}];ab8jzmb5h0lh7mt66h3zgm5ex;B. Scott;;;dsob1lhxjasessak8pdirjy1g;Pass;;;;;;;;;;;75,0;31,9;18,4;1,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;31,9;75,0;;;;;;;;0;0;6;The Town;6;GK;1,0
2698794659;5;1;1;0;16;8ijkk62897so5r3bq0wgwx4bu;1;33,6;73,0;2024-07-01T00:05:24.189Z;2024-07-01T00:05:26Z;[{'id': 5092435021, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092435025, 'qualifierId': 141, 'value': '33.1'}, {'id': 5092435023, 'qualifierId': 140, 'value': '32.3'}, {'id': 5092435027, 'qualifierId': 212, 'value': '27.2'}, {'id': 5092435029, 'qualifierId': 213, 'value': '4.66'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;dsob1lhxjasessak8pdirjy1g;Pass;;;;;;;;;;;33,1;32,3;27,2;4,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;32,3;33,1;;;;;;;;0;0;16;The Town;16;DC;1,0
2698794663;6;1;1;0;18;8ijkk62897so5r3bq0wgwx4bu;1;30,8;33,1;2024-07-01T00:05:26.717Z;2024-07-01T00:05:29Z;[{'id': 5092435051, 'qualifierId': 141, 'value': '47.4'}, {'id': 5092435055, 'qualifierId': 213, 'value': '2.34'}, {'id': 5092435049, 'qualifierId': 140, 'value': '21.9'}, {'id': 5092435053, 'qualifierId': 212, 'value': '13.5'}, {'id': 5092435047, 'qualifierId': 56, 'value': 'Back'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;dsob1lhxjasessak8pdirjy1g;Pass;;;;;;;;;;;47,4;21,9;13,5;2,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;21,9;47,4;;;;;;;;0;0;18;The Town;18;DL;1,0
2698794677;7;1;1;0;21;8ijkk62897so5r3bq0wgwx4bu;0;21,9;47,4;2024-07-01T00:05:29.052Z;2024-07-01T00:37:13Z;[{'id': 5092435131, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092435141, 'qualifierId': 1}, {'id': 5092435137, 'qualifierId': 212, 'value': '45.7'}, {'id': 5092435129, 'qualifierId': 157}, {'id': 5092435135, 'qualifierId': 141, 'value': '75.0'}, {'id': 5092435133, 'qualifierId': 140, 'value': '61.6'}, {'id': 5092435139, 'qualifierId': 213, 'value': '0.42'}];ab8jzmb5h0lh7mt66h3zgm5ex;B. Scott;;;dsob1lhxjasessak8pdirjy1g;Pass;;;;;;;;;;;75,0;61,6;45,7;0,42;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;61,6;75,0;;;;;;;;0;0;21;The Town;21;GK;1,0
2698794685;3;1;1;0;24;ew2zirzye0sw1txr2m33nr25y;0;33,7;31,4;2024-07-01T00:05:32.194Z;2024-07-01T00:05:33Z;[{'id': 5092435159, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092435161, 'qualifierId': 140, 'value': '62.2'}, {'id': 5092435157, 'qualifierId': 3}, {'id': 5092435165, 'qualifierId': 212, 'value': '30.0'}, {'id': 5092435163, 'qualifierId': 141, 'value': '29.6'}, {'id': 5092435167, 'qualifierId': 213, 'value': '6.24'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;dsob1lhxjasessak8pdirjy1g;Pass;;;;;;;;;;;29,6;62,2;30,0;6,24;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;62,2;29,6;;;;;;;;0;0;24;Ventura County;24;DL;1,0
