id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_Involved;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_TeamKit;value_Resume;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Length;value_Angle;value_PassEndX;value_Zone;value_Offensive;value_OppositeRelatedEventId;value_OutOfPlay;value_Defensive;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeControl;value_DeletedEventType;value_TakeOnOvertake;value_LayOff;value_Chipped;value_Head;value_TouchTypePass;value_LongBall;value_IntendedTackleTarget;value_IntentionalAssist;value_LeftFooted;value_OutSwinger;value_Assist;value_Cross;value_GoalmouthZ;value_BoxCentre;value_Assisted;value_BigChance;value_RegularPlay;value_FirstTouch;value_LowCentre;value_BlockedY;value_RelatedEventId;value_GoalmouthY;value_BlockedX;value_Hands;value_MediumGkIntervention;value_Standing;value_Collected;value_KeeperThrow;value_OverArm;value_PullBack;value_Blocked;value_GkX;value_GkY;value_NotAssisted;value_DefBlock;value_OtherObstacle;value_BallHitsReferee;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_SwitchOfPlay;value_HeadPass;value_TakeOnSpace;value_BoxRight;value_RightFooted;value_IndividualPlay;value_LowRight;value_Diving;value_BlockedPass;value_Launch;value_SwerveRight;value_CloseHigh;value_NextEventGoalKick;value_Low;value_GoalKick;value_ThroughBall;value_Volley;value_1On1;value_NotVisible;value_LowGkIntervention;value_LeadingToGoal;value_RelatedError1Id;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_ShirtPull/Holding;value_YellowCard;value_RecklessOffence;value_Defensive1V1;value_FastBreak;value_ParriedSafe;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_HighClaim;value_HighGkIntervention;value_Shove/Push;value_OutOfBoxCentre;value_SmallBoxCentre;value_High;value_SwerveMoving;value_PersistentInfringement;value_Overrun;value_LastLine;value_Minutes;value_PlayersCaughtOffside;value_Indirect;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_FlickOn;value_TacticalFoul;value_HitBar;value_HitWoodwork;value_HighLeft;value_ParriedDanger;value_FromCorner;value_2NdAssist;value_2NdRelatedEventId;value_SmallBoxLeft;value_2NdAssisted;value_CoachId;value_Dissent;value_CloseRight;value_BoxLeft;value_Stooping;value_Feet;value_LowLeft;value_Caught;value_Injury;value_InjuredPlayerId;value_CaptainChange;value_Straight;value_DrivenCross;value_Deflection;value_OverhitCross;value_IncorrectOutOfPlayDecision;value_GkKickFromHands;value_AerialFoul;value_DangerousPlay;value_HighRight;value_TimeWasting;value_GkHoof;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2665963275;252;52;1;26;4;5icuo8utnztpsd9l03gdd68dl;1;7,6;30,6;2024-04-01T00:29:39.241Z;2024-04-05T14:43:45Z;[{'id': 4923072941, 'qualifierId': 376}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;bz6mhqvaqwbfrycmf8navzq50;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;26;4;Ventura County;1564;GK;1,0
2665963325;253;1;1;26;12;5icuo8utnztpsd9l03gdd68dl;1;12,1;49,7;2024-04-01T00:29:47.034Z;2024-04-05T14:43:54Z;[{'id': 4913901123, 'qualifierId': 123}, {'id': 4913901125, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913901133, 'qualifierId': 213, 'value': '5.00'}, {'id': 4913901127, 'qualifierId': 140, 'value': '14.7'}, {'id': 4913901129, 'qualifierId': 141, 'value': '36.0'}, {'id': 4913901131, 'qualifierId': 212, 'value': '9.7'}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;36,0;;9,7;5,0;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;14,7;36,0;;;;;;;0;0;26;12;Ventura County;1572;GK;1,0
2665963337;254;1;1;26;16;5icuo8utnztpsd9l03gdd68dl;1;21,4;33,8;2024-04-01T00:29:50.857Z;2024-04-05T14:44:04Z;[{'id': 4913901195, 'qualifierId': 212, 'value': '28.4'}, {'id': 4913901193, 'qualifierId': 141, 'value': '4.3'}, {'id': 4913901191, 'qualifierId': 140, 'value': '40.6'}, {'id': 4913901189, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913901199, 'qualifierId': 213, 'value': '5.50'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;4,3;;28,4;5,5;40,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;40,6;4,3;;;;;;;0;0;26;16;Ventura County;1576;DL;1,0
2665963339;255;61;1;26;18;5icuo8utnztpsd9l03gdd68dl;0;40,7;2,8;2024-04-01T00:29:53.514Z;2024-04-01T00:29:53Z;[{'id': 4913901213, 'qualifierId': 56, 'value': 'Back'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;bz6mhqvaqwbfrycmf8navzq50;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;26;18;Ventura County;1578;AMR;1,0
2665963343;256;5;1;26;19;5icuo8utnztpsd9l03gdd68dl;0;46,8;-1,2;2024-04-01T00:29:54.218Z;2024-04-01T00:29:58Z;[{'id': 4913901299, 'qualifierId': 233, 'value': '276'}, {'id': 4913901221, 'qualifierId': 347}, {'id': 4913901219, 'qualifierId': 56, 'value': 'Back'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;bz6mhqvaqwbfrycmf8navzq50;Out;;;;;;;;;;;;;;;;;276,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;26;19;Ventura County;1579;AMR;1,0
2665963351;276;5;1;26;19;8ijkk62897so5r3bq0wgwx4bu;1;53,2;101,2;2024-04-01T00:29:54.218Z;2024-04-01T00:57:41Z;[{'id': 4913901289, 'qualifierId': 347}, {'id': 4913901291, 'qualifierId': 233, 'value': '256'}, {'id': 4913901287, 'qualifierId': 56, 'value': 'Left'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;bz6mhqvaqwbfrycmf8navzq50;Out;;;;;;;;;;;;;;;;;256,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;26;19;Tacoma Defiance;1579;DC;1,0
2665963357;277;1;1;26;23;8ijkk62897so5r3bq0wgwx4bu;1;42,1;100,0;2024-04-01T00:29:57.960Z;2024-04-01T00:30:01Z;[{'id': 4913901327, 'qualifierId': 107}, {'id': 4913901331, 'qualifierId': 140, 'value': '26.8'}, {'id': 4913901329, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913901339, 'qualifierId': 213, 'value': '3.76'}, {'id': 4913901333, 'qualifierId': 141, 'value': '85.1'}, {'id': 4913901335, 'qualifierId': 212, 'value': '19.7'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;85,1;;19,7;3,76;26,8;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;26,8;85,1;;;;;;;0;0;26;23;Tacoma Defiance;1583;DC;1,0
2665963365;278;1;1;26;26;8ijkk62897so5r3bq0wgwx4bu;1;21,7;87,4;2024-04-01T00:30:01.048Z;2024-04-01T00:30:03Z;[{'id': 4913901393, 'qualifierId': 140, 'value': '32.4'}, {'id': 4913901395, 'qualifierId': 141, 'value': '83.0'}, {'id': 4913901397, 'qualifierId': 212, 'value': '11.6'}, {'id': 4913901399, 'qualifierId': 213, 'value': '6.02'}, {'id': 4913901391, 'qualifierId': 56, 'value': 'Back'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;83,0;;11,6;6,02;32,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;32,4;83,0;;;;;;;0;0;26;26;Tacoma Defiance;1586;DC;1,0
2665963369;279;1;1;26;28;8ijkk62897so5r3bq0wgwx4bu;1;31,7;83,5;2024-04-01T00:30:03.688Z;2024-04-01T00:30:05Z;[{'id': 4913901429, 'qualifierId': 213, 'value': '2.94'}, {'id': 4913901425, 'qualifierId': 141, 'value': '86.2'}, {'id': 4913901423, 'qualifierId': 140, 'value': '23.1'}, {'id': 4913901421, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913901427, 'qualifierId': 212, 'value': '9.2'}];c44bkncqmptribnxki1dyppbe;I. Parente;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;86,2;;9,2;2,94;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;23,1;86,2;;;;;;;0;0;26;28;Tacoma Defiance;1588;MC;1,0
2665963379;280;1;1;26;30;8ijkk62897so5r3bq0wgwx4bu;1;24,1;88,0;2024-04-01T00:30:05.688Z;2024-04-01T00:30:08Z;[{'id': 4913901469, 'qualifierId': 141, 'value': '82.9'}, {'id': 4913901471, 'qualifierId': 212, 'value': '13.5'}, {'id': 4913901467, 'qualifierId': 140, 'value': '36.5'}, {'id': 4913901465, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913901473, 'qualifierId': 213, 'value': '6.02'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;82,9;;13,5;6,02;36,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;36,5;82,9;;;;;;;0;0;26;30;Tacoma Defiance;1590;DC;1,0
2665963383;281;61;1;26;33;8ijkk62897so5r3bq0wgwx4bu;0;36,1;84,7;2024-04-01T00:30:07.897Z;2024-04-01T00:30:08Z;[{'id': 4913901481, 'qualifierId': 56, 'value': 'Back'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;bz6mhqvaqwbfrycmf8navzq50;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;26;33;Tacoma Defiance;1593;MC;1,0
2665963391;257;61;1;26;34;5icuo8utnztpsd9l03gdd68dl;1;57,7;12,6;2024-04-01T00:30:09.529Z;2024-04-05T14:44:46Z;[{'id': 4913901507, 'qualifierId': 56, 'value': 'Right'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;bz6mhqvaqwbfrycmf8navzq50;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;26;34;Ventura County;1594;AMR;1,0
2665963401;258;61;1;26;36;5icuo8utnztpsd9l03gdd68dl;1;58,5;15,3;2024-04-01T00:30:10.914Z;2024-04-01T00:30:11Z;[{'id': 4913901569, 'qualifierId': 56, 'value': 'Right'}];4s56s6f9nw96wergw7ix5zp0q;O. O'Malley;;;bz6mhqvaqwbfrycmf8navzq50;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;26;36;Ventura County;1596;DR;1,0
2667655989;989;1;1;26;36;5icuo8utnztpsd9l03gdd68dl;0;63,5;8,1;2024-04-01T00:30:10.967Z;2024-04-05T14:45:32Z;[{'id': 4923074223, 'qualifierId': 56, 'value': 'Right'}, {'id': 4923074225, 'qualifierId': 140, 'value': '74.5'}, {'id': 4923074227, 'qualifierId': 141, 'value': '14.7'}, {'id': 4923074229, 'qualifierId': 212, 'value': '12.4'}, {'id': 4923074231, 'qualifierId': 213, 'value': '0.37'}];errrv56acc41z74f8kumo7qlm;D. Leyva;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;14,7;;12,4;0,37;74,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;74,5;14,7;;;;;;;0;0;26;36;Ventura County;1596;MC;1,0
2665963413;282;1;1;26;36;8ijkk62897so5r3bq0wgwx4bu;1;34,2;79,6;2024-04-01T00:30:11.720Z;2024-04-01T00:30:13Z;[{'id': 4913901633, 'qualifierId': 212, 'value': '28.4'}, {'id': 4913901635, 'qualifierId': 213, 'value': '4.64'}, {'id': 4913901627, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913901629, 'qualifierId': 140, 'value': '32.3'}, {'id': 4913901631, 'qualifierId': 141, 'value': '38.0'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;38,0;;28,4;4,64;32,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;32,3;38,0;;;;;;;0;0;26;36;Tacoma Defiance;1596;DC;1,0
2665963415;283;49;1;26;38;8ijkk62897so5r3bq0wgwx4bu;1;33,2;37,6;2024-04-01T00:30:13.784Z;2024-04-01T00:30:14Z;[];7x3sqcf8wtq2qwyqcbv2itw8a;M. Cuevas;;;bz6mhqvaqwbfrycmf8navzq50;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;26;38;Tacoma Defiance;1598;DR;1,0
2665963423;259;43;1;26;38;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-04-01T00:30:13.823Z;2024-04-05T14:46:00Z;[{'id': 4913901671, 'qualifierId': 141, 'value': '12.0'}, {'id': 4913901669, 'qualifierId': 140, 'value': '62.4'}, {'id': 4913901667, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913901675, 'qualifierId': 213, 'value': '0.46'}, {'id': 4913901673, 'qualifierId': 212, 'value': '7.3'}, {'id': 4923074663, 'qualifierId': 144, 'value': '1'}];errrv56acc41z74f8kumo7qlm;D. Leyva;;;bz6mhqvaqwbfrycmf8navzq50;Deleted event;;;;;;;;;;12,0;;7,3;0,46;62,4;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;62,4;12,0;;;;;;;0;0;26;38;Ventura County;1598;MC;1,0
2665963427;260;43;1;26;41;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-04-01T00:30:15.834Z;2024-04-01T00:30:49Z;[{'id': 4913901687, 'qualifierId': 56, 'value': 'Right'}, {'id': 4913901691, 'qualifierId': 141, 'value': '11.3'}, {'id': 4913902471, 'qualifierId': 144, 'value': '1'}, {'id': 4913901693, 'qualifierId': 212, 'value': '1.5'}, {'id': 4913901695, 'qualifierId': 213, 'value': '5.67'}, {'id': 4913901689, 'qualifierId': 140, 'value': '63.9'}];4s56s6f9nw96wergw7ix5zp0q;O. O'Malley;;;bz6mhqvaqwbfrycmf8navzq50;Deleted event;;;;;;;;;;11,3;;1,5;5,67;63,9;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;63,9;11,3;;;;;;;0;0;26;41;Ventura County;1601;DR;1,0
2665963449;284;1;1;26;44;8ijkk62897so5r3bq0wgwx4bu;1;72,7;39,5;2024-04-01T00:30:19.353Z;2024-04-18T12:28:10Z;[{'id': 4913902595, 'qualifierId': 154}, {'id': 4913902593, 'qualifierId': 210, 'value': '15'}, {'id': 4913901821, 'qualifierId': 213, 'value': '0.94'}, {'id': 4913901819, 'qualifierId': 212, 'value': '19.3'}, {'id': 4913901815, 'qualifierId': 140, 'value': '83.5'}, {'id': 4913901813, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913901817, 'qualifierId': 141, 'value': '62.4'}];7x3sqcf8wtq2qwyqcbv2itw8a;M. Cuevas;1,0;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;62,4;;19,3;0,94;83,5;;;;;;;;;;;;;;;;;;1,0;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;83,5;62,4;;;;;;;0;0;26;44;Tacoma Defiance;1604;DR;1,0
2665963453;285;15;1;26;46;8ijkk62897so5r3bq0wgwx4bu;1;86,8;62,4;2024-04-01T00:30:21.177Z;2024-04-18T12:28:36Z;[{'id': 4913902657, 'qualifierId': 154}, {'id': 4913902653, 'qualifierId': 78}, {'id': 4913902669, 'qualifierId': 147, 'value': '54.5'}, {'id': 4913901831, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913902665, 'qualifierId': 103, 'value': '12.0'}, {'id': 4923075359, 'qualifierId': 23}, {'id': 4913902667, 'qualifierId': 146, 'value': '96.0'}, {'id': 4913901829, 'qualifierId': 17}, {'id': 4913902691, 'qualifierId': 233, 'value': '261'}, {'id': 4913902449, 'qualifierId': 72}, {'id': 4913902655, 'qualifierId': 29}, {'id': 4913902663, 'qualifierId': 102, 'value': '50.4'}, {'id': 4913902659, 'qualifierId': 55, 'value': '284'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;bz6mhqvaqwbfrycmf8navzq50;Attempt Saved;;;;;;;;;;;;;;;;;261,0;;;;;;;;;;;;;;;1,0;1,0;;;;12,0;1,0;1,0;;;;1,0;54,5;284,0;50,4;96,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;96,0;54,5;50,4;12.0;284,0;7x3sqcf8wtq2qwyqcbv2itw8a;0;0;26;46;Tacoma Defiance;1606;MC;1,0
2665963457;261;10;1;26;46;5icuo8utnztpsd9l03gdd68dl;1;3,6;47,3;2024-04-01T00:30:21.277Z;2024-04-05T14:48:03Z;[{'id': 4913901867, 'qualifierId': 182}, {'id': 4913902709, 'qualifierId': 233, 'value': '285'}, {'id': 4923076165, 'qualifierId': 377}, {'id': 4913901869, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913902685, 'qualifierId': 179}, {'id': 4913901863, 'qualifierId': 173}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;bz6mhqvaqwbfrycmf8navzq50;Save;;;;;;;;;;;;;;;;;285,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;26;46;Ventura County;1606;GK;1,0
2665963463;262;6;1;26;49;5icuo8utnztpsd9l03gdd68dl;0;6,2;42,2;2024-04-01T00:30:24.553Z;2024-04-19T07:49:29Z;[{'id': 4913901893, 'qualifierId': 73}, {'id': 4913901941, 'qualifierId': 233, 'value': '286'}, {'id': 4913901891, 'qualifierId': 56, 'value': 'Back'}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;bz6mhqvaqwbfrycmf8navzq50;Corner Awarded;;;;;;;;;;;;;;;;;286,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;26;49;Ventura County;1609;GK;1,0
2665963461;286;6;1;26;49;8ijkk62897so5r3bq0wgwx4bu;1;93,8;57,8;2024-04-01T00:30:24.553Z;2024-04-01T00:30:26Z;[{'id': 4913901927, 'qualifierId': 233, 'value': '262'}, {'id': 4913901915, 'qualifierId': 75}, {'id': 4913901913, 'qualifierId': 56, 'value': 'Center'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;bz6mhqvaqwbfrycmf8navzq50;Corner Awarded;;;;;;;;;;;;;;;;;262,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;26;49;Tacoma Defiance;1609;MC;1,0
2665963643;287;1;1;27;31;8ijkk62897so5r3bq0wgwx4bu;0;99,7;0,5;2024-04-01T00:31:05.850Z;2024-04-18T12:29:36Z;[{'id': 4913903007, 'qualifierId': 213, 'value': '1.73'}, {'id': 4913902999, 'qualifierId': 56, 'value': 'Center'}, {'id': 4913903001, 'qualifierId': 140, 'value': '95.0'}, {'id': 4923076473, 'qualifierId': 72}, {'id': 4913902995, 'qualifierId': 155}, {'id': 4913902993, 'qualifierId': 6}, {'id': 4913902991, 'qualifierId': 2}, {'id': 4913902997, 'qualifierId': 223}, {'id': 4913903003, 'qualifierId': 141, 'value': '46.4'}, {'id': 4913903005, 'qualifierId': 212, 'value': '31.6'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;bz6mhqvaqwbfrycmf8navzq50;Pass;;;;;;;;;;46,4;;31,6;1,73;95,0;;;;;;;;;;;;;1,0;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;95,0;46,4;;;;;;;0;0;27;31;Tacoma Defiance;1651;MC;1,0
