teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;Timbers2;Portland Timbers 2;POR;home;USA;cr5fj6t8dx9fs33r0skk4jxuc;3;4
5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;Tacoma;Tacoma Defiance;TAC;away;USA;cr5fj6t8dx9fs33r0skk4jxuc;0;1
