id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_TeamKit;value_Captain;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Angle;value_PassEndX;value_KickOff;value_Length;value_LongBall;value_Launch;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_KeeperThrow;value_BlockedPass;value_DeletedEventType;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_Chipped;value_Cross;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Head;value_Shove/Push;value_GkKickFromHands;value_IntendedTackleTarget;value_Left;value_Right;value_OutSwinger;value_CornerTaken;value_LayOff;value_NextEventGoalKick;value_GoalKick;value_High;value_Overrun;value_FlickOn;value_OtherReason;value_RefereeDelay;value_RelatedEventId;value_ShirtPull/Holding;value_IntentionalAssist;value_Assist;value_IndividualPlay;value_RegularPlay;value_OutOfBoxCentre;value_LowCentre;value_GoalmouthY;value_BlockedX;value_GoalmouthZ;value_Weak;value_Assisted;value_BlockedY;value_LeftFooted;value_Stooping;value_Hands;value_Collected;value_OverArm;value_NotVisible;value_InjuredPlayerId;value_Injury;value_GkHoof;value_GkX;value_RightFooted;value_BoxCentre;value_GkY;value_TacticalFoul;value_YellowCard;value_RecklessOffence;value_PullBack;value_Low;value_LowLeft;value_Standing;value_Minutes;value_Handball;value_EndType;value_VideoCoverageLost;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_FirstTouch;value_Volley;value_BigChance;value_ParriedDanger;value_SwitchOfPlay;value_PlayersCaughtOffside;value_Indirect;value_InSwinger;value_FromCorner;value_NotPastGoalLine;value_SetPiece;value_CloseRightAndHigh;value_GoalShotGameClock;value_HighCentre;value_GoalShotTimestamp;value_NotAssisted;value_Blocked;value_FastBreak;value_DefBlock;value_Obstruction;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2709393937;5;1;1;0;12;bd0378yx50xpdcgwkt9p9bmz8;1;9,9;51,2;2024-08-16T22:05:18.211Z;2024-08-16T22:05:23Z;[{'id': 5150994205, 'qualifierId': 123}, {'id': 5150994209, 'qualifierId': 140, 'value': '9.6'}, {'id': 5150994213, 'qualifierId': 212, 'value': '4.8'}, {'id': 5150994211, 'qualifierId': 141, 'value': '44.2'}, {'id': 5150994207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5150994215, 'qualifierId': 213, 'value': '4.65'}];b82dmhiv5rfrczfcx26cnvo16;H. Morse;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;44,2;4,65;9,6;;4,8;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;9,6;44,2;;;;;;;0;0;0;12;Carolina Core;12;GK;1,0
2709393943;6;1;1;0;18;bd0378yx50xpdcgwkt9p9bmz8;0;7,9;32,5;2024-08-16T22:05:23.554Z;2024-08-16T22:05:24Z;[{'id': 5150994251, 'qualifierId': 1}, {'id': 5150994243, 'qualifierId': 140, 'value': '55.2'}, {'id': 5150994239, 'qualifierId': 157}, {'id': 5150994247, 'qualifierId': 212, 'value': '51.4'}, {'id': 5150994249, 'qualifierId': 213, 'value': '6.02'}, {'id': 5150994245, 'qualifierId': 141, 'value': '13.2'}, {'id': 5150994241, 'qualifierId': 56, 'value': 'Right'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;13,2;6,02;55,2;;51,4;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;55,2;13,2;;;;;;;0;0;0;18;Carolina Core;18;DC;1,0
2709393945;7;1;1;0;20;2nnef9tr9g7m2s6n873qif95g;1;45,7;80,8;2024-08-16T22:05:25.350Z;2024-08-16T22:05:27Z;[{'id': 5150994277, 'qualifierId': 140, 'value': '52.6'}, {'id': 5150994283, 'qualifierId': 213, 'value': '0.96'}, {'id': 5150994273, 'qualifierId': 3}, {'id': 5150994281, 'qualifierId': 212, 'value': '12.6'}, {'id': 5150994275, 'qualifierId': 56, 'value': 'Left'}, {'id': 5150994279, 'qualifierId': 141, 'value': '96.0'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;96,0;0,96;52,6;;12,6;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;52,6;96,0;;;;;;;0;0;0;20;Cincinnati II;20;DC;1,0
2709393947;8;3;1;0;22;2nnef9tr9g7m2s6n873qif95g;1;51,9;95,8;2024-08-16T22:05:27.814Z;2024-08-16T23:03:46Z;[{'id': 5150994287, 'qualifierId': 56, 'value': 'Left'}, {'id': 5151001055, 'qualifierId': 233, 'value': '89'}, {'id': 5150994289, 'qualifierId': 286}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;;eo6mpb38f0sos3myy92b0642c;Take On;;;;;;;;;;;;;;;;;;1,0;89,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;22;Cincinnati II;22;DML;1,0
2709395161;89;45;1;0;22;bd0378yx50xpdcgwkt9p9bmz8;0;48,1;4,2;2024-08-16T22:05:27.814Z;2024-08-16T23:03:46Z;[{'id': 5151000929, 'qualifierId': 56, 'value': 'Back'}, {'id': 5151001059, 'qualifierId': 233, 'value': '8'}, {'id': 5151000931, 'qualifierId': 285}];b94wogguhbhpo2mal3pfpo26s;K. Mboma Dem;;;eo6mpb38f0sos3myy92b0642c;Challenge;;;;;;;;;;;;;;;;;;;8,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;22;Carolina Core;22;AMC;1,0
2709393951;9;61;1;0;23;2nnef9tr9g7m2s6n873qif95g;0;53,4;94,2;2024-08-16T22:05:28.871Z;2024-08-16T22:05:29Z;[{'id': 5150994293, 'qualifierId': 56, 'value': 'Left'}];5zhvp39a530j8j03lsrtk8bv8;C. Gregoire;;;eo6mpb38f0sos3myy92b0642c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;23;Cincinnati II;23;DML;1,0
2709393949;7;61;1;0;23;bd0378yx50xpdcgwkt9p9bmz8;0;51,6;7,9;2024-08-16T22:05:28.975Z;2024-08-16T22:05:29Z;[{'id': 5150994291, 'qualifierId': 56, 'value': 'Right'}];b94wogguhbhpo2mal3pfpo26s;K. Mboma Dem;;;eo6mpb38f0sos3myy92b0642c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;23;Carolina Core;23;AMC;1,0
2709393965;8;1;1;0;25;bd0378yx50xpdcgwkt9p9bmz8;0;46,8;5,8;2024-08-16T22:05:30.881Z;2024-08-16T22:05:35Z;[{'id': 5150994357, 'qualifierId': 140, 'value': '63.5'}, {'id': 5150994367, 'qualifierId': 213, 'value': '0.75'}, {'id': 5150994369, 'qualifierId': 1}, {'id': 5150994365, 'qualifierId': 212, 'value': '24.0'}, {'id': 5150994349, 'qualifierId': 157}, {'id': 5150994363, 'qualifierId': 141, 'value': '30.0'}, {'id': 5150994353, 'qualifierId': 56, 'value': 'Center'}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;30,0;0,75;63,5;;24,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;63,5;30,0;;;;;;;0;0;0;25;Carolina Core;25;DMR;1,0
2709393957;10;44;1;0;27;2nnef9tr9g7m2s6n873qif95g;1;37,3;69,1;2024-08-16T22:05:32.246Z;2024-08-16T23:03:48Z;[{'id': 5150994391, 'qualifierId': 233, 'value': '9'}, {'id': 5150994319, 'qualifierId': 285}, {'id': 5150994317, 'qualifierId': 56, 'value': 'Back'}];6qu8uu28fk2dbbeymuu6yii38;A. Miller;;;eo6mpb38f0sos3myy92b0642c;Aerial;;;;;;;;;;;;;;;;;;;9,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;27;Cincinnati II;27;DC;1,0
2709393967;9;44;1;0;27;bd0378yx50xpdcgwkt9p9bmz8;0;62,7;30,9;2024-08-16T22:05:32.247Z;2024-08-16T23:03:48Z;[{'id': 5150994375, 'qualifierId': 56, 'value': 'Center'}, {'id': 5150994377, 'qualifierId': 286}, {'id': 5150994399, 'qualifierId': 233, 'value': '10'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;eo6mpb38f0sos3myy92b0642c;Aerial;;;;;;;;;;;;;;;;;;1,0;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;27;Carolina Core;27;DMC;1,0
2709393961;11;1;1;0;27;2nnef9tr9g7m2s6n873qif95g;0;38,7;67,5;2024-08-16T22:05:32.566Z;2024-08-16T22:05:34Z;[{'id': 5150994335, 'qualifierId': 3}, {'id': 5150994343, 'qualifierId': 212, 'value': '15.6'}, {'id': 5150994339, 'qualifierId': 140, 'value': '53.4'}, {'id': 5150994341, 'qualifierId': 141, 'value': '64.2'}, {'id': 5150994345, 'qualifierId': 213, 'value': '6.14'}, {'id': 5150994337, 'qualifierId': 56, 'value': 'Center'}];6qu8uu28fk2dbbeymuu6yii38;A. Miller;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;64,2;6,14;53,4;;15,6;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;53,4;64,2;;;;;;;0;0;0;27;Cincinnati II;27;DC;1,0
2709393979;10;1;1;0;31;bd0378yx50xpdcgwkt9p9bmz8;1;39,8;25,3;2024-08-16T22:05:37.020Z;2024-08-16T22:05:39Z;[{'id': 5150994439, 'qualifierId': 212, 'value': '13.0'}, {'id': 5150994435, 'qualifierId': 140, 'value': '45.0'}, {'id': 5150994431, 'qualifierId': 3}, {'id': 5150994441, 'qualifierId': 213, 'value': '1.14'}, {'id': 5150994433, 'qualifierId': 56, 'value': 'Back'}, {'id': 5150994437, 'qualifierId': 141, 'value': '42.7'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;42,7;1,14;45,0;;13,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;45,0;42,7;;;;;;;0;0;0;31;Carolina Core;31;DMC;1,0
