id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_TeamKit;value_Captain;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Angle;value_PassEndX;value_KickOff;value_Length;value_LongBall;value_Launch;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_KeeperThrow;value_BlockedPass;value_DeletedEventType;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_Chipped;value_Cross;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Head;value_Shove/Push;value_GkKickFromHands;value_IntendedTackleTarget;value_Left;value_Right;value_OutSwinger;value_CornerTaken;value_LayOff;value_NextEventGoalKick;value_GoalKick;value_High;value_Overrun;value_FlickOn;value_OtherReason;value_RefereeDelay;value_RelatedEventId;value_ShirtPull/Holding;value_IntentionalAssist;value_Assist;value_IndividualPlay;value_RegularPlay;value_OutOfBoxCentre;value_LowCentre;value_GoalmouthY;value_BlockedX;value_GoalmouthZ;value_Weak;value_Assisted;value_BlockedY;value_LeftFooted;value_Stooping;value_Hands;value_Collected;value_OverArm;value_NotVisible;value_InjuredPlayerId;value_Injury;value_GkHoof;value_GkX;value_RightFooted;value_BoxCentre;value_GkY;value_TacticalFoul;value_YellowCard;value_RecklessOffence;value_PullBack;value_Low;value_LowLeft;value_Standing;value_Minutes;value_Handball;value_EndType;value_VideoCoverageLost;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_FirstTouch;value_Volley;value_BigChance;value_ParriedDanger;value_SwitchOfPlay;value_PlayersCaughtOffside;value_Indirect;value_InSwinger;value_FromCorner;value_NotPastGoalLine;value_SetPiece;value_CloseRightAndHigh;value_GoalShotGameClock;value_HighCentre;value_GoalShotTimestamp;value_NotAssisted;value_Blocked;value_FastBreak;value_DefBlock;value_Obstruction;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2709389545;1;34;16;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-16T21:12:34.878Z;2024-08-16T22:51:49Z;[{'id': 5150969291, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5150969285, 'qualifierId': 59, 'value': '98, 14, 22, 4, 2, 99, 12, 29, 15, 24, 10, 7, 31, 21, 25, 11, 6, 68'}, {'id': 5150969289, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5150969281, 'qualifierId': 30, 'value': '9i2pmc50q29y560ojvik3sdg4, 3acyax22zfwdjw0cpgg4x7dre, 5zhvp39a530j8j03lsrtk8bv8, 2d9cw6dcm2wsgrr8mj5rt6zje, 74x5zysb9qkyyxuha65102z56, 6qu8uu28fk2dbbeymuu6yii38, f3uzkdl46t1mujsddhr5tg07o, clvcgt5ofonse0q96sppu7hg4, 8p0k65b4c26ssfk0zh43lme7e, 3jx1f1s8r150i6qo2juzooro4, 6oia90bi52zwmgdlvcvfnj1pm, ew25ktcp76pmryz5psl1ctlka, 6le9ztbx7n6ogg6fdxmnrk9w4, 1j1ybmazykfh5nqs7egkcdxck, 4n2c7qt6r6qqhzjs64nvytqs, ami9xddgghvnly4mwtdj2tlyi, 1y1nw8t5bj1r6dqie0v1i189g, 1d3o1u737jwck27g5ql2pp3vt'}, {'id': 5150969287, 'qualifierId': 130, 'value': '17'}, {'id': 5150993169, 'qualifierId': 197, 'value': '23612'}, {'id': 5151026841, 'qualifierId': 194, 'value': '6oia90bi52zwmgdlvcvfnj1pm'}, {'id': 5150969283, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}];;;;;eo6mpb38f0sos3myy92b0642c;Team set up;;;;;17,0;23612,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2709389581;1;34;16;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-08-16T21:12:55.785Z;2024-08-17T00:02:55Z;[{'id': 5150969469, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5150969465, 'qualifierId': 130, 'value': '17'}, {'id': 5150969461, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5150969459, 'qualifierId': 30, 'value': 'b82dmhiv5rfrczfcx26cnvo16, 8bjjne12yudwbzfzjdlygqx62, bpr7u1cp7bzt1w2t1tsmru73e, 8za8xvdiyduedk2i99bdqv4es, 2f5ymqh1j87xhi9ynovnujpm2, 2l6v8ab245wzmb1litvkir1ii, bu0qf3q6j69an4i0gz7xhqcd0, 8sydisziijh84elb8dprtlduy, aw0ngrym0lzn2paoz70wtlgyc, b94wogguhbhpo2mal3pfpo26s, bfm4xr4ue74v0li53slarf9t6, 9asj8t10cvfumot9hr3dprsic, bh6ncbb98ru6ox5oth7kle51w, 6ihxsnp8rmyvu0xjm4oquxd04, cv05cz78z9nsbgj98hnw7o4yc, 6hq9a0pz5ybc67wdttd54xvbp, 14etj499a213gtgymith3htec, dpijel5jgf0itquzz7ryfju38, dfkazpw3p03p6umdchplgivx0, 2wrsvrjkc77nfo16e6gxjlbtg'}, {'id': 5150969463, 'qualifierId': 59, 'value': '30, 42, 43, 48, 38, 96, 52, 41, 77, 35, 49, 44, 61, 64, 60, 40, 50, 68, 80, 98'}, {'id': 5151103001, 'qualifierId': 194, 'value': '8sydisziijh84elb8dprtlduy'}, {'id': 5150969467, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5150993719, 'qualifierId': 197, 'value': '14969'}];;;;;eo6mpb38f0sos3myy92b0642c;Team set up;;;;;17,0;14969,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;0;Carolina Core;0;;
2709393887;2;32;1;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-08-16T22:05:05.233Z;2024-08-16T22:05:08Z;[{'id': 5150993955, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;eo6mpb38f0sos3myy92b0642c;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;0;Carolina Core;0;;
2709393883;2;32;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-08-16T22:05:05.233Z;2024-08-16T22:05:05Z;[{'id': 5150993937, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;eo6mpb38f0sos3myy92b0642c;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2709393895;3;1;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;50,2;50,0;2024-08-16T22:05:05.234Z;2024-08-16T22:05:09Z;[{'id': 5150993991, 'qualifierId': 56, 'value': 'Back'}, {'id': 5150993995, 'qualifierId': 141, 'value': '46.9'}, {'id': 5150993999, 'qualifierId': 213, 'value': '3.21'}, {'id': 5150993993, 'qualifierId': 140, 'value': '22.7'}, {'id': 5150994001, 'qualifierId': 279, 'value': 'S'}, {'id': 5150993997, 'qualifierId': 212, 'value': '29.0'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;46,9;3,21;22,7;;29,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;22,7;46,9;;;;;;;0;0;0;0;Cincinnati II;0;FW;1,0
2709393907;4;1;1;0;4;2nnef9tr9g7m2s6n873qif95g;1;29,3;45,2;2024-08-16T22:05:09.734Z;2024-08-16T22:07:34Z;[{'id': 5150994067, 'qualifierId': 141, 'value': '64.5'}, {'id': 5150994073, 'qualifierId': 1}, {'id': 5150994063, 'qualifierId': 56, 'value': 'Center'}, {'id': 5150994071, 'qualifierId': 213, 'value': '0.26'}, {'id': 5150994065, 'qualifierId': 140, 'value': '75.5'}, {'id': 5150994069, 'qualifierId': 212, 'value': '50.3'}, {'id': 5150994061, 'qualifierId': 157}];74x5zysb9qkyyxuha65102z56;D. Chica;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;64,5;0,26;75,5;;50,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;75,5;64,5;;;;;;;0;0;0;4;Cincinnati II;4;DC;1,0
2709393909;5;44;1;0;8;2nnef9tr9g7m2s6n873qif95g;1;74,4;62,8;2024-08-16T22:05:13.461Z;2024-08-16T23:03:47Z;[{'id': 5150994083, 'qualifierId': 56, 'value': 'Center'}, {'id': 5150994085, 'qualifierId': 286}, {'id': 5150994099, 'qualifierId': 233, 'value': '3'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;eo6mpb38f0sos3myy92b0642c;Aerial;;;;;;;;;;;;;;;;;;1,0;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;8;Cincinnati II;8;AMC;1,0
2709393905;3;44;1;0;8;bd0378yx50xpdcgwkt9p9bmz8;0;25,6;37,2;2024-08-16T22:05:13.462Z;2024-08-16T23:03:47Z;[{'id': 5150994055, 'qualifierId': 285}, {'id': 5150994129, 'qualifierId': 233, 'value': '5'}, {'id': 5150994053, 'qualifierId': 56, 'value': 'Back'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;eo6mpb38f0sos3myy92b0642c;Aerial;;;;;;;;;;;;;;;;;;;5,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;8;Carolina Core;8;DC;1,0
2709393919;6;1;1;0;8;2nnef9tr9g7m2s6n873qif95g;0;75,5;64,5;2024-08-16T22:05:14.182Z;2024-08-16T22:05:15Z;[{'id': 5150994137, 'qualifierId': 56, 'value': 'Center'}, {'id': 5150994139, 'qualifierId': 140, 'value': '93.3'}, {'id': 5150994141, 'qualifierId': 141, 'value': '50.1'}, {'id': 5150994143, 'qualifierId': 212, 'value': '21.1'}, {'id': 5150994135, 'qualifierId': 3}, {'id': 5150994145, 'qualifierId': 213, 'value': '5.80'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;eo6mpb38f0sos3myy92b0642c;Pass;;;;;;;;;;;50,1;5,8;93,3;;21,1;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;93,3;50,1;;;;;;;0;0;0;8;Cincinnati II;8;AMC;1,0
2709393923;4;52;1;0;11;bd0378yx50xpdcgwkt9p9bmz8;1;10,0;51,2;2024-08-16T22:05:16.305Z;2024-08-16T22:05:16Z;[];b82dmhiv5rfrczfcx26cnvo16;H. Morse;;;eo6mpb38f0sos3myy92b0642c;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;0;11;Carolina Core;11;GK;1,0
