id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_PlayerPosition;value_Resume;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_Length;value_PassEndX;value_PassEndY;value_Angle;value_KickOff;value_Zone;value_Chipped;value_LayOff;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_BlockedPass;value_Defensive;value_DeletedEventType;value_TakeOnSpace;value_Overrun;value_IntendedTackleTarget;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_NextEventThrowIn;value_HeadPass;value_FlickOn;value_ThrowIn;value_NotVisible;value_Launch;value_Handball;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_TouchTypeControl;value_SwitchOfPlay;value_MediumGkIntervention;value_KeeperThrow;value_OutSwinger;value_RightFooted;value_Cross;value_PullBack;value_Assist;value_IntentionalAssist;value_Assisted;value_RegularPlay;value_HighLeft;value_FirstTouch;value_RelatedEventId;value_GkX;value_GoalmouthY;value_GoalmouthZ;value_BoxCentre;value_LeftFooted;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypePass;value_Head;value_High;value_LeadingToAttempt;value_OutOfBoxCentre;value_NotAssisted;value_SwerveLeft;value_CloseRight;value_RelatedError1Id;value_IndividualPlay;value_RefereeDelay;value_OtherReason;value_LowCentre;value_BlockedY;value_BlockedX;value_Stooping;value_Hands;value_Collected;value_LowGkIntervention;value_ShirtPull/Holding;value_Foul;value_FastBreak;value_Blocked;value_DefBlock;value_Deflection;value_GoalShotGameClock;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_FantasyAssistedBy;value_LowLeft;value_GkXTimeOfGoal;value_Shove/Push;value_InSwinger;value_Left;value_CornerTaken;value_FromCorner;value_CloseHigh;value_BoxLeft;value_Volley;value_OverArm;value_PersistentInfringement;value_YellowCard;value_Right;value_BigChance;value_SmallBoxRight;value_SixYardBlocked;value_OtherBodyPart;value_IncorrectOutOfPlayDecision;value_NotPastGoalLine;value_HighGkIntervention;value_TacticalFoul;value_Minutes;value_EndType;value_LowRight;value_CloseRightAndHigh;value_TimeWasting;value_OverhitCross;value_SwerveRight;value_ParriedSafe;value_BoxDeepRight;value_Defensive1V1;value_RecklessOffence;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Tap;value_Injury;value_InjuredPlayerId;value_BlockedCross;value_OwnPlayer;value_OwnShotBlocked;value_SmallBoxCentre;value_HighRight;value_CaptainChange;value_SetPiece;value_Standing;value_GkKickFromHands;value_FreeKick;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2666825981;254;7;1;26;34;479lsfr4cwlzewpbuda3y2xv4;1;18,8;5,9;2024-04-02T22:30:03.548Z;2024-04-05T12:14:20Z;[{'id': 4918574355, 'qualifierId': 285}, {'id': 4922957699, 'qualifierId': 383}, {'id': 4918574353, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918574357, 'qualifierId': 233, 'value': '214'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;bzjxxv41c0mdxepl6wvw76xhw;Tackle;;;;;;;;;;;;;;;;;;;214,0;;;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;26;34;Inter Miami II;1594;AMC;1,0
2666825983;255;49;1;26;36;479lsfr4cwlzewpbuda3y2xv4;1;21,1;5,8;2024-04-02T22:30:05.382Z;2024-04-02T22:30:05Z;[];p99ze5cksh5tv01knf5oj33e;J. Solís;;;bzjxxv41c0mdxepl6wvw76xhw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;26;36;Inter Miami II;1596;AMC;1,0
2666825985;215;83;1;26;37;c7c4wwva2u1vb3rr7rwava044;0;81,3;94,3;2024-04-02T22:30:06.059Z;2024-04-02T22:43:08Z;[{'id': 4918587781, 'qualifierId': 399, 'value': 'p99ze5cksh5tv01knf5oj33e'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;26;37;Orlando City B;1597;AMC;1,0
2666825991;256;1;1;26;37;479lsfr4cwlzewpbuda3y2xv4;0;21,4;4,4;2024-04-02T22:30:06.641Z;2024-04-05T12:15:09Z;[{'id': 4918574405, 'qualifierId': 213, 'value': '6.24'}, {'id': 4918574401, 'qualifierId': 141, 'value': '4.1'}, {'id': 4918574403, 'qualifierId': 212, 'value': '4.4'}, {'id': 4918574399, 'qualifierId': 140, 'value': '25.6'}, {'id': 4918574397, 'qualifierId': 56, 'value': 'Back'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;4,4;25,6;4,1;6,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;25,6;4,1;;;;;;;0;0;26;37;Inter Miami II;1597;AMC;1,0
2666825995;216;61;1;26;38;c7c4wwva2u1vb3rr7rwava044;1;80,5;95,2;2024-04-02T22:30:06.891Z;2024-04-05T12:15:12Z;[{'id': 4918574409, 'qualifierId': 56, 'value': 'Left'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;26;38;Orlando City B;1598;AMC;1,0
2667635789;725;61;1;26;38;c7c4wwva2u1vb3rr7rwava044;1;76,1;96,5;2024-04-02T22:30:07.642Z;2024-04-05T12:15:27Z;[{'id': 4922959173, 'qualifierId': 56, 'value': 'Left'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;bzjxxv41c0mdxepl6wvw76xhw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;26;38;Orlando City B;1598;MC;1,0
2666825999;217;49;1;26;40;c7c4wwva2u1vb3rr7rwava044;1;80,8;96,8;2024-04-02T22:30:09.373Z;2024-04-02T22:30:09Z;[];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;26;40;Orlando City B;1600;AMC;1,0
2666826007;218;61;1;26;42;c7c4wwva2u1vb3rr7rwava044;1;80,8;96,8;2024-04-02T22:30:11.836Z;2024-04-02T22:30:12Z;[{'id': 4918574455, 'qualifierId': 56, 'value': 'Left'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;bzjxxv41c0mdxepl6wvw76xhw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;26;42;Orlando City B;1602;AMC;1,0
2666826017;219;61;1;26;45;c7c4wwva2u1vb3rr7rwava044;1;83,3;96,1;2024-04-02T22:30:14.392Z;2024-04-05T12:15:46Z;[{'id': 4918574497, 'qualifierId': 56, 'value': 'Left'}];1874nj27f507jqja4e8zla1as;B. Destin;;;bzjxxv41c0mdxepl6wvw76xhw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;26;45;Orlando City B;1605;FW;1,0
2666826029;220;1;1;26;46;c7c4wwva2u1vb3rr7rwava044;1;95,4;80,8;2024-04-02T22:30:15.393Z;2024-04-05T12:15:59Z;[{'id': 4918574577, 'qualifierId': 213, 'value': '3.82'}, {'id': 4918574573, 'qualifierId': 141, 'value': '70.5'}, {'id': 4918574569, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918574575, 'qualifierId': 212, 'value': '11.1'}, {'id': 4918574909, 'qualifierId': 210, 'value': '15'}, {'id': 4918574571, 'qualifierId': 140, 'value': '87.2'}, {'id': 4918574911, 'qualifierId': 154}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;1,0;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;11,1;87,2;70,5;3,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;87,2;70,5;;;;;;;0;0;26;46;Orlando City B;1606;AMC;1,0
2666826033;221;15;1;26;47;c7c4wwva2u1vb3rr7rwava044;1;86,8;70,3;2024-04-02T22:30:16.143Z;2024-04-05T12:16:13Z;[{'id': 4918574927, 'qualifierId': 102, 'value': '52.6'}, {'id': 4918574947, 'qualifierId': 147, 'value': '52.5'}, {'id': 4918574937, 'qualifierId': 328}, {'id': 4918574599, 'qualifierId': 64}, {'id': 4922960295, 'qualifierId': 76}, {'id': 4918574917, 'qualifierId': 154}, {'id': 4918574601, 'qualifierId': 56, 'value': 'Center'}, {'id': 4918574931, 'qualifierId': 103, 'value': '4.4'}, {'id': 4918574953, 'qualifierId': 233, 'value': '257'}, {'id': 4918574827, 'qualifierId': 72}, {'id': 4918574597, 'qualifierId': 22}, {'id': 4918574943, 'qualifierId': 146, 'value': '98.9'}, {'id': 4918574919, 'qualifierId': 55, 'value': '220'}, {'id': 4918574915, 'qualifierId': 29}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;bzjxxv41c0mdxepl6wvw76xhw;Attempt Saved;;;;;;;;;;;;;;;;;;;257,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;1,0;220,0;;52,6;4,4;;1,0;;;;;;;;;;;;;;;;;;52,5;98,9;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;98,9;52,5;52,6;4.4;220,0;bn5ic0uuxaupf6hs2tgqqq0b8;0;0;26;47;Orlando City B;1607;AMR;1,0
2666826035;257;10;1;26;47;479lsfr4cwlzewpbuda3y2xv4;1;1,6;47,9;2024-04-02T22:30:16.243Z;2024-04-05T14:36:52Z;[{'id': 4918574617, 'qualifierId': 56, 'value': 'Back'}, {'id': 4922960439, 'qualifierId': 376}, {'id': 4918574615, 'qualifierId': 182}, {'id': 4918574825, 'qualifierId': 180}, {'id': 4918574823, 'qualifierId': 177}, {'id': 4918574835, 'qualifierId': 233, 'value': '221'}];c2j0af3amobjhnadwf8cucbca;J. Otero;;;bzjxxv41c0mdxepl6wvw76xhw;Save;;;;;;;;;;;;;;;;;;;221,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;26;47;Inter Miami II;1607;GK;1,0
2666826039;258;52;1;26;53;479lsfr4cwlzewpbuda3y2xv4;1;2,7;47,4;2024-04-02T22:30:22.728Z;2024-04-05T12:16:24Z;[{'id': 4922960489, 'qualifierId': 376}];c2j0af3amobjhnadwf8cucbca;J. Otero;;;bzjxxv41c0mdxepl6wvw76xhw;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;26;53;Inter Miami II;1613;GK;1,0
2666826049;259;1;1;26;57;479lsfr4cwlzewpbuda3y2xv4;1;9,8;46,9;2024-04-02T22:30:25.895Z;2024-04-02T22:30:29Z;[{'id': 4918574697, 'qualifierId': 287}, {'id': 4918574699, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918574705, 'qualifierId': 212, 'value': '25.5'}, {'id': 4918574707, 'qualifierId': 213, 'value': '1.00'}, {'id': 4918574703, 'qualifierId': 141, 'value': '78.4'}, {'id': 4918574701, 'qualifierId': 140, 'value': '22.9'}, {'id': 4918574695, 'qualifierId': 123}];c2j0af3amobjhnadwf8cucbca;J. Otero;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;25,5;22,9;78,4;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;22,9;78,4;;;;;;;0;0;26;57;Inter Miami II;1617;GK;1,0
2666826069;260;1;1;27;2;479lsfr4cwlzewpbuda3y2xv4;1;24,9;79,4;2024-04-02T22:30:31.222Z;2024-04-02T22:30:38Z;[{'id': 4918574819, 'qualifierId': 213, 'value': '4.49'}, {'id': 4918574817, 'qualifierId': 212, 'value': '17.3'}, {'id': 4918574813, 'qualifierId': 140, 'value': '21.3'}, {'id': 4918574815, 'qualifierId': 141, 'value': '54.6'}, {'id': 4918574811, 'qualifierId': 56, 'value': 'Back'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;17,3;21,3;54,6;4,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;21,3;54,6;;;;;;;0;0;27;2;Inter Miami II;1622;DC;1,0
2666826075;261;1;1;27;11;479lsfr4cwlzewpbuda3y2xv4;1;29,4;49,3;2024-04-02T22:30:40.774Z;2024-04-02T22:30:43Z;[{'id': 4918574875, 'qualifierId': 140, 'value': '30.9'}, {'id': 4918574873, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918574881, 'qualifierId': 213, 'value': '4.81'}, {'id': 4918574877, 'qualifierId': 141, 'value': '24.4'}, {'id': 4918574879, 'qualifierId': 212, 'value': '17.0'}];cqlc423f6bid2uy3togwkvlgq;A. Salim;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;17,0;30,9;24,4;4,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;30,9;24,4;;;;;;;0;0;27;11;Inter Miami II;1631;DC;1,0
2666826085;262;1;1;27;14;479lsfr4cwlzewpbuda3y2xv4;1;30,9;24,4;2024-04-02T22:30:43.703Z;2024-04-02T22:30:47Z;[{'id': 4918574969, 'qualifierId': 141, 'value': '48.1'}, {'id': 4918574967, 'qualifierId': 140, 'value': '9.7'}, {'id': 4918574965, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918574973, 'qualifierId': 213, 'value': '2.51'}, {'id': 4918574971, 'qualifierId': 212, 'value': '27.5'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;27,5;9,7;48,1;2,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;9,7;48,1;;;;;;;0;0;27;14;Inter Miami II;1634;DL;1,0
2666826099;263;1;1;27;18;479lsfr4cwlzewpbuda3y2xv4;1;11,1;39,4;2024-04-02T22:30:47.735Z;2024-04-02T22:30:52Z;[{'id': 4918575059, 'qualifierId': 155}, {'id': 4918575071, 'qualifierId': 1}, {'id': 4918575061, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918575065, 'qualifierId': 141, 'value': '4.4'}, {'id': 4918575069, 'qualifierId': 213, 'value': '5.54'}, {'id': 4918575067, 'qualifierId': 212, 'value': '35.2'}, {'id': 4918575063, 'qualifierId': 140, 'value': '35.8'}];c2j0af3amobjhnadwf8cucbca;J. Otero;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;35,2;35,8;4,4;5,54;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;35,8;4,4;;;;;;;0;0;27;18;Inter Miami II;1638;GK;1,0
2666826101;264;4;1;27;23;479lsfr4cwlzewpbuda3y2xv4;1;36,6;5,7;2024-04-02T22:30:52.199Z;2024-04-02T22:30:59Z;[{'id': 4918575097, 'qualifierId': 152}, {'id': 4918575099, 'qualifierId': 265}, {'id': 4918575093, 'qualifierId': 294}, {'id': 4918575095, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918575101, 'qualifierId': 286}, {'id': 4918575091, 'qualifierId': 13}, {'id': 4918575147, 'qualifierId': 233, 'value': '222'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;bzjxxv41c0mdxepl6wvw76xhw;Foul;;;;;;;;;;;;;;;;;;;222,0;1,0;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;27;23;Inter Miami II;1643;AMR;1,0
2666826105;222;4;1;27;23;c7c4wwva2u1vb3rr7rwava044;0;63,4;94,3;2024-04-02T22:30:52.200Z;2024-05-09T16:20:36Z;[{'id': 4918579781, 'qualifierId': 55, 'value': '262'}, {'id': 4918575151, 'qualifierId': 233, 'value': '264'}, {'id': 4918575141, 'qualifierId': 152}, {'id': 4918575145, 'qualifierId': 285}, {'id': 4918575135, 'qualifierId': 13}, {'id': 4918575143, 'qualifierId': 265}, {'id': 4918575139, 'qualifierId': 56, 'value': 'Left'}, {'id': 4918575137, 'qualifierId': 294}];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;bzjxxv41c0mdxepl6wvw76xhw;Foul;;;;;;;;;;;;;;;;;;;264,0;;;1,0;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;262,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;262,0;4qfqw1u2uvuardvdjw3pp6oyx;0;0;27;23;Orlando City B;1643;DC;1,0
2666826893;262;17;1;27;31;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-04-02T22:31:00.052Z;2024-05-09T16:20:36Z;[{'id': 4923055221, 'qualifierId': 158}, {'id': 4918579769, 'qualifierId': 31}, {'id': 4918579775, 'qualifierId': 55, 'value': '222'}, {'id': 4922962253, 'qualifierId': 189}];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;bzjxxv41c0mdxepl6wvw76xhw;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;222,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;222,0;4qfqw1u2uvuardvdjw3pp6oyx;0;0;27;31;Orlando City B;1651;DC;1,0
2666826151;265;1;1;27;58;479lsfr4cwlzewpbuda3y2xv4;1;32,5;3,7;2024-04-02T22:31:27.464Z;2024-04-05T12:18:06Z;[{'id': 4918575439, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918575443, 'qualifierId': 141, 'value': '7.2'}, {'id': 4918575437, 'qualifierId': 152}, {'id': 4918575441, 'qualifierId': 140, 'value': '29.6'}, {'id': 4918575447, 'qualifierId': 213, 'value': '2.48'}, {'id': 4918575445, 'qualifierId': 212, 'value': '3.9'}, {'id': 4918575435, 'qualifierId': 5}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;3,9;29,6;7,2;2,48;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;29,6;7,2;;;;;;;0;0;27;58;Inter Miami II;1678;DL;1,0
2666826157;266;1;1;28;4;479lsfr4cwlzewpbuda3y2xv4;1;42,3;34,8;2024-04-02T22:31:33.623Z;2024-04-02T22:31:36Z;[{'id': 4918575487, 'qualifierId': 140, 'value': '29.9'}, {'id': 4918575493, 'qualifierId': 213, 'value': '2.23'}, {'id': 4918575489, 'qualifierId': 141, 'value': '59.7'}, {'id': 4918575491, 'qualifierId': 212, 'value': '21.4'}, {'id': 4918575485, 'qualifierId': 56, 'value': 'Back'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;21,4;29,9;59,7;2,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;29,9;59,7;;;;;;;0;0;28;4;Inter Miami II;1684;MC;1,0
2666826163;267;1;1;28;7;479lsfr4cwlzewpbuda3y2xv4;1;31,3;64,9;2024-04-02T22:31:36.824Z;2024-04-02T22:31:41Z;[{'id': 4918575531, 'qualifierId': 212, 'value': '23.5'}, {'id': 4918575525, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918575533, 'qualifierId': 213, 'value': '5.04'}, {'id': 4918575529, 'qualifierId': 141, 'value': '32.2'}, {'id': 4918575527, 'qualifierId': 140, 'value': '38.4'}];cqlc423f6bid2uy3togwkvlgq;A. Salim;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;23,5;38,4;32,2;5,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;38,4;32,2;;;;;;;0;0;28;7;Inter Miami II;1687;DC;1,0
2666826181;268;1;1;28;12;479lsfr4cwlzewpbuda3y2xv4;1;40,0;46,1;2024-04-02T22:31:41.288Z;2024-04-02T22:31:44Z;[{'id': 4918575599, 'qualifierId': 141, 'value': '84.7'}, {'id': 4918575597, 'qualifierId': 140, 'value': '31.8'}, {'id': 4918575603, 'qualifierId': 213, 'value': '1.89'}, {'id': 4918575595, 'qualifierId': 56, 'value': 'Back'}, {'id': 4918575601, 'qualifierId': 212, 'value': '27.6'}];63fxqtvnryppqsyli70ey7omi;J. Kocevski;;;bzjxxv41c0mdxepl6wvw76xhw;Pass;;;;;;;;;;27,6;31,8;84,7;1,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;31,8;84,7;;;;;;;0;0;28;12;Inter Miami II;1692;MC;1,0
