id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Resume;value_PlayerPosition;value_JerseyNumber;value_Captain;value_TeamFormation;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_DirectionOfPlay;value_Zone;value_KickOff;value_PassEndX;value_Angle;value_Length;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_Chipped;value_Assist;value_IntentionalAssist;value_ThroughBall;value_RightFooted;value_LowLeft;value_GoalmouthY;value_Assisted;value_RelatedEventId;value_GoalmouthZ;value_BoxRight;value_BlockedY;value_BlockedX;value_RegularPlay;value_Diving;value_Hands;value_ParriedDanger;value_LowGkIntervention;value_SmallBoxLeft;value_CloseLeft;value_GkX;value_GkY;value_FirstTouch;value_NextEventGoalKick;value_GoalKick;value_Low;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_TakeOnOvertake;value_Overrun;value_OutOfPlay;value_BoxCentre;value_LeftFooted;value_BigChance;value_LowCentre;value_ParriedSafe;value_Feet;value_Left;value_Cross;value_CornerTaken;value_InSwinger;value_Head;value_FlickOn;value_SixYardBlocked;value_Blocked;value_DefBlock;value_Right;value_Straight;value_FloatedCross;value_High;value_TouchTypeClearance;value_PlayersCaughtOffside;value_DeletedEventType;value_GoalDisallowed;value_FreeKickTaken;value_Indirect;value_TakeOnSpace;value_SwitchOfPlay;value_BlockedPass;value_Foul;value_Direct;value_Shove/Push;value_AttemptedTackle;value_LayOff;value_OutSwinger;value_ShirtPull/Holding;value_DrivenCross;value_NotVisible;value_HighRight;value_OutOfBoxCentre;value_IndividualPlay;value_NotAssisted;value_FastBreak;value_Standing;value_Collected;value_MediumGkIntervention;value_KeeperThrow;value_TouchTypeControl;value_OverhitCross;value_OverArm;value_RecklessOffence;value_YellowCard;value_SetPiece;value_HighCentre;value_HighGkIntervention;value_FromCorner;value_DangerousPlay;value_InjuredPlayerId;value_Injury;value_SwerveRight;value_NotPastGoalLine;value_BoxLeft;value_Volley;value_Reaching;value_HighClaim;value_TouchTypePass;value_BlockedCross;value_LowRight;value_Stooping;value_Minutes;value_EndType;value_CloseRight;value_CloseRightAndHigh;value_SmallBoxRight;value_OtherBodyPart;value_SmallBoxCentre;value_CloseHigh;value_TacticalFoul;value_HighLeft;value_PersistentInfringement;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Tactical;value_OwnPlayer;value_OwnShotBlocked;value_Weak;value_GoesToPenalties;value_Penalty;value_Scored;value_GkYTimeOfGoal;value_Second(2Nd)OppositeRelatedEventId;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_Saved;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2722629487;88;1;1;11;14;erwnez7ksfkns4dqmyr1fhbe;1;5,5;31,3;2024-09-19T23:44:54.405Z;2024-09-19T23:44:56Z;[{'id': 5223721575, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223721583, 'qualifierId': 213, 'value': '5.10'}, {'id': 5223721577, 'qualifierId': 140, 'value': '11.1'}, {'id': 5223721579, 'qualifierId': 141, 'value': '10.1'}, {'id': 5223721581, 'qualifierId': 212, 'value': '15.6'}];3lafo3mzfkp2kmf2fj8d6lnv8;E. Dudley;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;11,1;5,1;15,6;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;11,1;10,1;;;;;;;;0;11;14;Crown Legacy;674;DL;1,0
2722629499;89;1;1;11;16;erwnez7ksfkns4dqmyr1fhbe;1;11,8;8,9;2024-09-19T23:44:56.382Z;2024-09-19T23:44:59Z;[{'id': 5223721633, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223721639, 'qualifierId': 212, 'value': '17.9'}, {'id': 5223721637, 'qualifierId': 141, 'value': '5.0'}, {'id': 5223721635, 'qualifierId': 140, 'value': '28.7'}, {'id': 5223721641, 'qualifierId': 213, 'value': '6.13'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;28,7;6,13;17,9;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;28,7;5,0;;;;;;;;0;11;16;Crown Legacy;676;DR;1,0
2722629509;90;1;1;11;19;erwnez7ksfkns4dqmyr1fhbe;1;28,7;5,0;2024-09-19T23:44:58.918Z;2024-09-19T23:45:00Z;[{'id': 5223721687, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223721693, 'qualifierId': 212, 'value': '15.5'}, {'id': 5223721689, 'qualifierId': 140, 'value': '36.6'}, {'id': 5223721691, 'qualifierId': 141, 'value': '24.3'}, {'id': 5223721695, 'qualifierId': 213, 'value': '1.01'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;36,6;1,01;15,5;24,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;36,6;24,3;;;;;;;;0;11;19;Crown Legacy;679;AMR;1,0
2722629513;91;1;1;11;20;erwnez7ksfkns4dqmyr1fhbe;1;37,1;24,6;2024-09-19T23:45:00.670Z;2024-09-19T23:45:03Z;[{'id': 5223721719, 'qualifierId': 212, 'value': '8.6'}, {'id': 5223721729, 'qualifierId': 156}, {'id': 5223721713, 'qualifierId': 140, 'value': '29.2'}, {'id': 5223721711, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223721721, 'qualifierId': 213, 'value': '2.89'}, {'id': 5223721715, 'qualifierId': 141, 'value': '27.7'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;29,2;2,89;8,6;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;29,2;27,7;;;;;;;;0;11;20;Crown Legacy;680;AMC;1,0
2722629535;92;3;1;11;22;erwnez7ksfkns4dqmyr1fhbe;1;28,1;26,6;2024-09-19T23:45:02.821Z;2024-09-24T06:27:45Z;[{'id': 5223721813, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223721817, 'qualifierId': 233, 'value': '99'}, {'id': 5238303659, 'qualifierId': 464}, {'id': 5223721815, 'qualifierId': 285}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;bwkm55i1riyf0eyg7ly7u5ono;Take On;;;;;;;;;;;;;;;;;;;;99,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;11;22;Crown Legacy;682;MC;1,0
2722629525;99;45;1;11;22;6ubc4y1v6hr63mca7ica4hp90;0;71,9;73,4;2024-09-19T23:45:02.821Z;2024-09-24T06:27:45Z;[{'id': 5223721787, 'qualifierId': 286}, {'id': 5223721785, 'qualifierId': 56, 'value': 'Center'}, {'id': 5223721821, 'qualifierId': 233, 'value': '92'}];6hhsk7b3rv87zi2i3dpzna3th;J. Paterson;;bwkm55i1riyf0eyg7ly7u5ono;Challenge;;;;;;;;;;;;;;;;;;;1,0;92,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;11;22;Atlanta United II;682;AMC;1,0
2722629563;93;1;1;11;25;erwnez7ksfkns4dqmyr1fhbe;1;26,2;38,9;2024-09-19T23:45:05.302Z;2024-09-19T23:45:12Z;[{'id': 5223722019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223722031, 'qualifierId': 213, 'value': '1.23'}, {'id': 5223722033, 'qualifierId': 1}, {'id': 5223722021, 'qualifierId': 140, 'value': '38.2'}, {'id': 5223722027, 'qualifierId': 212, 'value': '37.3'}, {'id': 5223722017, 'qualifierId': 155}, {'id': 5223722025, 'qualifierId': 141, 'value': '90.5'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;38,2;1,23;37,3;90,5;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;38,2;90,5;;;;;;;;0;11;25;Crown Legacy;685;MC;1,0
2722629573;94;1;1;11;32;erwnez7ksfkns4dqmyr1fhbe;0;63,5;74,4;2024-09-19T23:45:12.430Z;2024-09-19T23:45:13Z;[{'id': 5223722089, 'qualifierId': 140, 'value': '67.0'}, {'id': 5223722097, 'qualifierId': 236}, {'id': 5223722091, 'qualifierId': 141, 'value': '76.1'}, {'id': 5223722105, 'qualifierId': 286}, {'id': 5223722093, 'qualifierId': 212, 'value': '3.9'}, {'id': 5223722087, 'qualifierId': 56, 'value': 'Center'}, {'id': 5223722099, 'qualifierId': 233, 'value': '100'}, {'id': 5223722095, 'qualifierId': 213, 'value': '0.30'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;67,0;0,3;3,9;76,1;;;;1,0;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;67,0;76,1;;;;;;;;0;11;32;Crown Legacy;692;DC;1,0
2722629569;100;74;1;11;32;6ubc4y1v6hr63mca7ica4hp90;1;36,3;27,1;2024-09-19T23:45:12.431Z;2024-09-19T23:45:14Z;[{'id': 5223722071, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223722109, 'qualifierId': 233, 'value': '94'}, {'id': 5223722073, 'qualifierId': 285}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;bwkm55i1riyf0eyg7ly7u5ono;Blocked Pass;;;;;;;;;;;;;;;;;;;;94,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;11;32;Atlanta United II;692;DR;1,0
2722629591;95;4;1;11;37;erwnez7ksfkns4dqmyr1fhbe;1;66,8;82,2;2024-09-19T23:45:17.413Z;2024-09-19T23:45:20Z;[{'id': 5223722215, 'qualifierId': 56, 'value': 'Left'}, {'id': 5223722213, 'qualifierId': 13}, {'id': 5223722219, 'qualifierId': 265}, {'id': 5223722223, 'qualifierId': 233, 'value': '101'}, {'id': 5223722221, 'qualifierId': 286}, {'id': 5223722217, 'qualifierId': 152}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;bwkm55i1riyf0eyg7ly7u5ono;Foul;;;;;;;;;;;;;;;;;;;1,0;101,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;11;37;Crown Legacy;697;DC;1,0
2722629593;101;4;1;11;37;6ubc4y1v6hr63mca7ica4hp90;0;33,2;17,8;2024-09-19T23:45:17.414Z;2024-09-19T23:45:19Z;[{'id': 5223722199, 'qualifierId': 285}, {'id': 5223722193, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223722191, 'qualifierId': 13}, {'id': 5223722197, 'qualifierId': 265}, {'id': 5223722229, 'qualifierId': 233, 'value': '95'}, {'id': 5223722195, 'qualifierId': 152}];ds4avrkvrp4jxq9lp02ssci22;N. Scardina;;bwkm55i1riyf0eyg7ly7u5ono;Foul;;;;;;;;;;;;;;;;;;;;95,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;11;37;Atlanta United II;697;DR;1,0
2722629669;96;1;1;11;47;erwnez7ksfkns4dqmyr1fhbe;1;69,7;88,6;2024-09-19T23:45:27.077Z;2024-09-19T23:45:29Z;[{'id': 5223722627, 'qualifierId': 141, 'value': '88.9'}, {'id': 5223722621, 'qualifierId': 152}, {'id': 5223722625, 'qualifierId': 140, 'value': '66.4'}, {'id': 5223722631, 'qualifierId': 213, 'value': '3.08'}, {'id': 5223722619, 'qualifierId': 5}, {'id': 5223722623, 'qualifierId': 56, 'value': 'Left'}, {'id': 5223722629, 'qualifierId': 212, 'value': '3.5'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;66,4;3,08;3,5;88,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;66,4;88,9;;;;;;;;0;11;47;Crown Legacy;707;DC;1,0
2722629703;97;1;1;11;49;erwnez7ksfkns4dqmyr1fhbe;1;62,0;85,6;2024-09-19T23:45:29.525Z;2024-09-19T23:45:32Z;[{'id': 5223722817, 'qualifierId': 212, 'value': '30.1'}, {'id': 5223722811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223722815, 'qualifierId': 141, 'value': '48.7'}, {'id': 5223722819, 'qualifierId': 213, 'value': '4.13'}, {'id': 5223722813, 'qualifierId': 140, 'value': '46.1'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;46,1;4,13;30,1;48,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;46,1;48,7;;;;;;;;0;11;49;Crown Legacy;709;MC;1,0
2722629717;98;1;1;11;52;erwnez7ksfkns4dqmyr1fhbe;1;46,1;47,0;2024-09-19T23:45:32.518Z;2024-09-19T23:45:36Z;[{'id': 5223722875, 'qualifierId': 141, 'value': '23.1'}, {'id': 5223722873, 'qualifierId': 140, 'value': '47.4'}, {'id': 5223722879, 'qualifierId': 213, 'value': '4.80'}, {'id': 5223722871, 'qualifierId': 56, 'value': 'Back'}, {'id': 5223722877, 'qualifierId': 212, 'value': '16.3'}];3lafo3mzfkp2kmf2fj8d6lnv8;E. Dudley;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;47,4;4,8;16,3;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;47,4;23,1;;;;;;;;0;11;52;Crown Legacy;712;DL;1,0
2722629745;99;1;1;11;56;erwnez7ksfkns4dqmyr1fhbe;1;53,7;17,0;2024-09-19T23:45:35.885Z;2024-09-19T23:45:39Z;[{'id': 5223723017, 'qualifierId': 56, 'value': 'Right'}, {'id': 5223723021, 'qualifierId': 141, 'value': '6.5'}, {'id': 5223723019, 'qualifierId': 140, 'value': '65.1'}, {'id': 5223723023, 'qualifierId': 212, 'value': '13.9'}, {'id': 5223723025, 'qualifierId': 213, 'value': '5.75'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;65,1;5,75;13,9;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;65,1;6,5;;;;;;;;0;11;56;Crown Legacy;716;DR;1,0
2722629763;100;1;1;11;59;erwnez7ksfkns4dqmyr1fhbe;1;67,0;14,7;2024-09-19T23:45:39.102Z;2024-09-19T23:45:40Z;[{'id': 5223723115, 'qualifierId': 212, 'value': '7.4'}, {'id': 5223723117, 'qualifierId': 213, 'value': '1.51'}, {'id': 5223723109, 'qualifierId': 56, 'value': 'Center'}, {'id': 5223723111, 'qualifierId': 140, 'value': '67.4'}, {'id': 5223723113, 'qualifierId': 141, 'value': '25.6'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;67,4;1,51;7,4;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;67,4;25,6;;;;;;;;0;11;59;Crown Legacy;719;AMR;1,0
2722629775;101;1;1;12;0;erwnez7ksfkns4dqmyr1fhbe;1;67,4;25,6;2024-09-19T23:45:40.477Z;2024-09-19T23:45:42Z;[{'id': 5223723193, 'qualifierId': 212, 'value': '13.0'}, {'id': 5223723187, 'qualifierId': 56, 'value': 'Right'}, {'id': 5223723189, 'qualifierId': 140, 'value': '70.7'}, {'id': 5223723191, 'qualifierId': 141, 'value': '7.1'}, {'id': 5223723195, 'qualifierId': 213, 'value': '4.98'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;70,7;4,98;13,0;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;70,7;7,1;;;;;;;;0;12;0;Crown Legacy;720;MC;1,0
2722629785;102;1;1;12;2;erwnez7ksfkns4dqmyr1fhbe;1;70,7;7,1;2024-09-19T23:45:41.918Z;2024-09-19T23:45:42Z;[{'id': 5223723239, 'qualifierId': 56, 'value': 'Right'}, {'id': 5223723243, 'qualifierId': 141, 'value': '12.2'}, {'id': 5223723241, 'qualifierId': 140, 'value': '65.8'}, {'id': 5223723247, 'qualifierId': 213, 'value': '2.55'}, {'id': 5223723245, 'qualifierId': 212, 'value': '6.2'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;65,8;2,55;6,2;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;65,8;12,2;;;;;;;;0;12;2;Crown Legacy;722;AMC;1,0
2722629803;103;1;1;12;2;erwnez7ksfkns4dqmyr1fhbe;1;65,8;12,2;2024-09-19T23:45:42.773Z;2024-09-19T23:45:46Z;[{'id': 5223723333, 'qualifierId': 213, 'value': '4.67'}, {'id': 5223723327, 'qualifierId': 140, 'value': '65.6'}, {'id': 5223723331, 'qualifierId': 212, 'value': '4.8'}, {'id': 5223723329, 'qualifierId': 141, 'value': '5.2'}, {'id': 5223723325, 'qualifierId': 56, 'value': 'Right'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;65,6;4,67;4,8;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;65,6;5,2;;;;;;;;0;12;2;Crown Legacy;722;AMR;1,0
2722629831;104;1;1;12;6;erwnez7ksfkns4dqmyr1fhbe;1;60,4;11,3;2024-09-19T23:45:46.669Z;2024-09-19T23:45:50Z;[{'id': 5223723477, 'qualifierId': 212, 'value': '10.8'}, {'id': 5223723471, 'qualifierId': 56, 'value': 'Center'}, {'id': 5223723473, 'qualifierId': 140, 'value': '56.6'}, {'id': 5223723479, 'qualifierId': 213, 'value': '1.95'}, {'id': 5223723475, 'qualifierId': 141, 'value': '26.1'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;56,6;1,95;10,8;26,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;56,6;26,1;;;;;;;;0;12;6;Crown Legacy;726;AMC;1,0
2722629845;105;1;1;12;10;erwnez7ksfkns4dqmyr1fhbe;1;54,6;32,5;2024-09-19T23:45:50.061Z;2024-09-19T23:45:53Z;[{'id': 5223723561, 'qualifierId': 141, 'value': '65.5'}, {'id': 5223723563, 'qualifierId': 212, 'value': '22.4'}, {'id': 5223723557, 'qualifierId': 56, 'value': 'Center'}, {'id': 5223723565, 'qualifierId': 213, 'value': '1.54'}, {'id': 5223723559, 'qualifierId': 140, 'value': '55.2'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;55,2;1,54;22,4;65,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;55,2;65,5;;;;;;;;0;12;10;Crown Legacy;730;MC;1,0
2722629865;106;1;1;12;13;erwnez7ksfkns4dqmyr1fhbe;1;60,9;75,0;2024-09-19T23:45:53.638Z;2024-09-19T23:45:56Z;[{'id': 5223723685, 'qualifierId': 213, 'value': '0.66'}, {'id': 5223723677, 'qualifierId': 56, 'value': 'Left'}, {'id': 5223723683, 'qualifierId': 212, 'value': '14.8'}, {'id': 5223723679, 'qualifierId': 140, 'value': '72.1'}, {'id': 5223723681, 'qualifierId': 141, 'value': '88.3'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;72,1;0,66;14,8;88,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;72,1;88,3;;;;;;;;0;12;13;Crown Legacy;733;DC;1,0
2722629873;107;1;1;12;16;erwnez7ksfkns4dqmyr1fhbe;0;80,8;88,5;2024-09-19T23:45:56.614Z;2024-09-24T06:25:30Z;[{'id': 5223723781, 'qualifierId': 1}, {'id': 5238304191, 'qualifierId': 224}, {'id': 5238304193, 'qualifierId': 72}, {'id': 5223723735, 'qualifierId': 141, 'value': '34.2'}, {'id': 5223723727, 'qualifierId': 2}, {'id': 5223723733, 'qualifierId': 140, 'value': '100.0'}, {'id': 5223723739, 'qualifierId': 213, 'value': '5.23'}, {'id': 5223723737, 'qualifierId': 212, 'value': '42.6'}, {'id': 5223723731, 'qualifierId': 56, 'value': 'Center'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;bwkm55i1riyf0eyg7ly7u5ono;Pass;;;;;;;;;;;;100,0;5,23;42,6;34,2;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;100,0;34,2;;;;;;;;0;12;16;Crown Legacy;736;DC;1,0
