id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_JerseyNumber;value_Captain;value_TeamPlayerFormation;value_TeamKit;value_Resume;value_PlayerPosition;value_TeamFormation;value_DirectionOfPlay;value_Zone;value_Angle;value_Tap;value_PassEndX;value_Length;value_KickOff;value_PassEndY;value_LongBall;value_Launch;value_BlockedPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_TouchTypeControl;value_ShirtPull/Holding;value_Foul;value_Direct;value_FreeKickTaken;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_DeletedEventType;value_HeadPass;value_LayOff;value_MediumGkIntervention;value_KeeperThrow;value_OverArm;value_IntendedTackleTarget;value_TouchTypePass;value_AttemptedTackle;value_RightFooted;value_Cross;value_OutSwinger;value_LeftFooted;value_IntentionalAssist;value_Assist;value_BlockedY;value_LowRight;value_Blocked;value_GkY;value_GkX;value_GoalmouthY;value_RegularPlay;value_OutOfBoxCentre;value_GoalmouthZ;value_BlockedX;value_Assisted;value_RelatedEventId;value_DefBlock;value_DrivenCross;value_Straight;value_BoxCentre;value_GkXTimeOfGoal;value_NotAssisted;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_Deflection;value_HighRight;value_Head;value_Left;value_InSwinger;value_CornerTaken;value_BoxDeepRight;value_High;value_FromCorner;value_FirstTouch;value_NextEventGoalKick;value_Low;value_GoalKick;value_TakeOnSpace;value_LowCentre;value_BoxLeft;value_Stooping;value_LowGkIntervention;value_Hands;value_Collected;value_NotVisible;value_BlockedCross;value_Right;value_FlickOn;value_HighGkIntervention;value_HighClaim;value_GkKickFromHands;value_Standing;value_ThrowInSetPiece;value_SixYardBlocked;value_BoxRight;value_Volley;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_ThroughBall;value_BigChance;value_Shove/Push;value_LowLeft;value_IndividualPlay;value_CloseHigh;value_SmallBoxCentre;value_Minutes;value_YellowCard;value_RecklessOffence;value_TacticalFoul;value_EndType;value_NotPastGoalLine;value_OverhitCross;value_Diving;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_FairPlay;value_Injury;value_FreeKick;value_HighLeft;value_SwerveRight;value_SmallBoxLeft;value_Feet;value_ParriedDanger;value_Dissent;value_Handball;value_PullBack;value_HighCentre;value_OwnPlayer;value_OwnShotBlocked;value_BlockedClearance;value_InjuredPlayerId;value_ParriedSafe;value_OtherBodyPart;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2736990641;229;1;1;25;5;8ijkk62897so5r3bq0wgwx4bu;1;24,2;87,5;2024-10-21T02:30:31.245Z;2024-10-21T02:30:36Z;[{'id': 5302094271, 'qualifierId': 212, 'value': '29.5'}, {'id': 5302094267, 'qualifierId': 140, 'value': '7.4'}, {'id': 5302094273, 'qualifierId': 213, 'value': '4.07'}, {'id': 5302094269, 'qualifierId': 141, 'value': '52.7'}, {'id': 5302094265, 'qualifierId': 56, 'value': 'Back'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;4,07;;7,4;29,5;;52,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;7,4;52,7;;;;;;;0;0;25;5;Tacoma Defiance;1505;DC;1,0
2736990643;230;1;1;25;10;8ijkk62897so5r3bq0wgwx4bu;1;8,0;51,8;2024-10-21T02:30:36.396Z;2024-10-21T02:30:38Z;[{'id': 5302094287, 'qualifierId': 141, 'value': '39.5'}, {'id': 5302094285, 'qualifierId': 140, 'value': '13.8'}, {'id': 5302094283, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094289, 'qualifierId': 212, 'value': '10.3'}, {'id': 5302094291, 'qualifierId': 213, 'value': '5.34'}];pldpnmzoo867jhdvamuhp9n8;O. Pratt;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;5,34;;13,8;10,3;;39,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;13,8;39,5;;;;;;;0;0;25;10;Tacoma Defiance;1510;GK;1,0
2736990649;231;1;1;25;11;8ijkk62897so5r3bq0wgwx4bu;1;13,8;39,5;2024-10-21T02:30:37.933Z;2024-10-21T02:30:39Z;[{'id': 5302094311, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094315, 'qualifierId': 141, 'value': '53.4'}, {'id': 5302094317, 'qualifierId': 212, 'value': '14.2'}, {'id': 5302094319, 'qualifierId': 213, 'value': '0.73'}, {'id': 5302094313, 'qualifierId': 140, 'value': '23.9'}];ckqdb14rd2i1scytlygbsncb8;J. Magaña;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;0,73;;23,9;14,2;;53,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;23,9;53,4;;;;;;;0;0;25;11;Tacoma Defiance;1511;DL;1,0
2736990651;232;1;1;25;13;8ijkk62897so5r3bq0wgwx4bu;0;23,9;53,4;2024-10-21T02:30:39.661Z;2024-10-21T02:30:40Z;[{'id': 5302094327, 'qualifierId': 141, 'value': '59.4'}, {'id': 5302094329, 'qualifierId': 212, 'value': '4.2'}, {'id': 5302094323, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094325, 'qualifierId': 140, 'value': '24.7'}, {'id': 5302094331, 'qualifierId': 213, 'value': '1.37'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;1,37;;24,7;4,2;;59,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;24,7;59,4;;;;;;;0;0;25;13;Tacoma Defiance;1513;MC;1,0
2736990653;237;61;1;25;14;5icuo8utnztpsd9l03gdd68dl;1;74,4;37,6;2024-10-21T02:30:40.242Z;2024-10-25T15:45:36Z;[{'id': 5302094337, 'qualifierId': 56, 'value': 'Center'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;4nfcytxp4agwk4lizfxw5d78;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;25;14;Ventura County;1514;MC;1,0
2736990657;233;1;1;25;15;8ijkk62897so5r3bq0wgwx4bu;1;26,7;68,6;2024-10-21T02:30:41.837Z;2024-10-21T02:30:44Z;[{'id': 5302094357, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094365, 'qualifierId': 213, 'value': '0.36'}, {'id': 5302094363, 'qualifierId': 212, 'value': '17.5'}, {'id': 5302094359, 'qualifierId': 140, 'value': '42.3'}, {'id': 5302094361, 'qualifierId': 141, 'value': '77.7'}];58akq0ojntf5n123msb1tzeok;G. Arnold;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;0,36;;42,3;17,5;;77,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;42,3;77,7;;;;;;;0;0;25;15;Tacoma Defiance;1515;MC;1,0
2736990659;234;1;1;25;18;8ijkk62897so5r3bq0wgwx4bu;1;54,1;82,1;2024-10-21T02:30:44.333Z;2024-10-21T02:30:47Z;[{'id': 5302094399, 'qualifierId': 213, 'value': '0.39'}, {'id': 5302094393, 'qualifierId': 140, 'value': '72.2'}, {'id': 5302094397, 'qualifierId': 212, 'value': '20.5'}, {'id': 5302094395, 'qualifierId': 141, 'value': '93.5'}, {'id': 5302094391, 'qualifierId': 56, 'value': 'Left'}];6d45ccicyo6dregi9cm4ad4kq;I. Paul;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;0,39;;72,2;20,5;;93,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;72,2;93,5;;;;;;;0;0;25;18;Tacoma Defiance;1518;FW;1,0
2736990661;235;3;1;25;21;8ijkk62897so5r3bq0wgwx4bu;0;75,4;85,0;2024-10-21T02:30:47.789Z;2024-10-25T15:45:51Z;[{'id': 5310590303, 'qualifierId': 464}, {'id': 5302094463, 'qualifierId': 233, 'value': '238'}, {'id': 5302094403, 'qualifierId': 56, 'value': 'Left'}, {'id': 5302094405, 'qualifierId': 286}];74bhj4xi5zgq6evsr4c766p04;H. Avayevu;;;4nfcytxp4agwk4lizfxw5d78;Take On;;;;;;;;;;;;;;;;;;;;238,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;25;21;Tacoma Defiance;1521;ML;1,0
2736990671;238;7;1;25;21;5icuo8utnztpsd9l03gdd68dl;1;24,6;15,0;2024-10-21T02:30:47.790Z;2024-10-25T15:46:00Z;[{'id': 5302094459, 'qualifierId': 233, 'value': '235'}, {'id': 5302094443, 'qualifierId': 285}, {'id': 5302094441, 'qualifierId': 56, 'value': 'Back'}, {'id': 5310590693, 'qualifierId': 383}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;4nfcytxp4agwk4lizfxw5d78;Tackle;;;;;;;;;;;;;;;;;;;;235,0;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;25;21;Ventura County;1521;DR;1,0
2736990675;239;49;1;25;23;5icuo8utnztpsd9l03gdd68dl;1;21,2;15,6;2024-10-21T02:30:49.656Z;2024-10-21T02:30:50Z;[];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;4nfcytxp4agwk4lizfxw5d78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;25;23;Ventura County;1523;DR;1,0
2736990685;240;1;1;25;25;5icuo8utnztpsd9l03gdd68dl;1;21,3;28,5;2024-10-21T02:30:51.497Z;2024-10-21T02:30:53Z;[{'id': 5302094503, 'qualifierId': 212, 'value': '8.3'}, {'id': 5302094505, 'qualifierId': 213, 'value': '0.57'}, {'id': 5302094501, 'qualifierId': 141, 'value': '35.1'}, {'id': 5302094499, 'qualifierId': 140, 'value': '28.0'}, {'id': 5302094497, 'qualifierId': 56, 'value': 'Back'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;0,57;;28,0;8,3;;35,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;28,0;35,1;;;;;;;0;0;25;25;Ventura County;1525;DR;1,0
2736990689;241;1;1;25;27;5icuo8utnztpsd9l03gdd68dl;1;28,9;33,1;2024-10-21T02:30:53.833Z;2024-10-25T15:46:57Z;[{'id': 5302094557, 'qualifierId': 213, 'value': '1.06'}, {'id': 5302094549, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094555, 'qualifierId': 212, 'value': '12.9'}, {'id': 5302094553, 'qualifierId': 141, 'value': '49.7'}, {'id': 5302094551, 'qualifierId': 140, 'value': '34.9'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;1,06;;34,9;12,9;;49,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;34,9;49,7;;;;;;;0;0;25;27;Ventura County;1527;MC;1,0
2738519363;838;1;1;25;27;5icuo8utnztpsd9l03gdd68dl;1;35,5;51,0;2024-10-21T02:30:54.122Z;2024-10-25T15:47:14Z;[{'id': 5310592465, 'qualifierId': 56, 'value': 'Back'}, {'id': 5310592469, 'qualifierId': 141, 'value': '48.1'}, {'id': 5310592473, 'qualifierId': 213, 'value': '6.10'}, {'id': 5310592467, 'qualifierId': 140, 'value': '45.8'}, {'id': 5310592471, 'qualifierId': 212, 'value': '11.0'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;6,1;;45,8;11,0;;48,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;45,8;48,1;;;;;;;0;0;25;27;Ventura County;1527;AML;1,0
2736990695;242;1;1;25;31;5icuo8utnztpsd9l03gdd68dl;1;45,7;53,2;2024-10-21T02:30:57.721Z;2024-10-25T15:47:14Z;[{'id': 5302094587, 'qualifierId': 212, 'value': '6.4'}, {'id': 5302094581, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094585, 'qualifierId': 141, 'value': '62.4'}, {'id': 5302094583, 'qualifierId': 140, 'value': '46.9'}, {'id': 5302094589, 'qualifierId': 213, 'value': '1.37'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;1,37;;46,9;6,4;;62,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;46,9;62,4;;;;;;;0;0;25;31;Ventura County;1531;AMC;1,0
2736990703;243;1;1;25;32;5icuo8utnztpsd9l03gdd68dl;1;47,4;55,6;2024-10-21T02:30:58.785Z;2024-10-25T15:47:23Z;[{'id': 5302094641, 'qualifierId': 213, 'value': '0.64'}, {'id': 5302094635, 'qualifierId': 140, 'value': '66.8'}, {'id': 5302094639, 'qualifierId': 212, 'value': '25.5'}, {'id': 5302094637, 'qualifierId': 141, 'value': '78.1'}, {'id': 5302094633, 'qualifierId': 56, 'value': 'Center'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;0,64;;66,8;25,5;;78,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;66,8;78,1;;;;;;;0;0;25;32;Ventura County;1532;AML;1,0
2736990707;244;1;1;25;34;5icuo8utnztpsd9l03gdd68dl;0;79,9;89,4;2024-10-21T02:31:00.281Z;2024-10-25T15:47:34Z;[{'id': 5302094671, 'qualifierId': 212, 'value': '31.1'}, {'id': 5302094667, 'qualifierId': 140, 'value': '96.6'}, {'id': 5302094673, 'qualifierId': 213, 'value': '5.31'}, {'id': 5302094661, 'qualifierId': 2}, {'id': 5310592949, 'qualifierId': 224}, {'id': 5302094669, 'qualifierId': 141, 'value': '51.6'}, {'id': 5302094663, 'qualifierId': 155}, {'id': 5302094665, 'qualifierId': 56, 'value': 'Center'}, {'id': 5310592953, 'qualifierId': 72}];e2t6sxwsa5ll4zvsxh96512zu;E. Katsaros;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;5,31;;96,6;31,1;;51,6;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;96,6;51,6;;;;;;;0;0;25;34;Ventura County;1534;DC;1,0
2736990709;236;52;1;25;37;8ijkk62897so5r3bq0wgwx4bu;1;5,4;50,1;2024-10-21T02:31:04.013Z;2024-10-25T15:47:40Z;[{'id': 5310593095, 'qualifierId': 378}];pldpnmzoo867jhdvamuhp9n8;O. Pratt;;;4nfcytxp4agwk4lizfxw5d78;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;25;37;Tacoma Defiance;1537;GK;1,0
2736990721;237;1;1;25;38;8ijkk62897so5r3bq0wgwx4bu;1;7,3;51,8;2024-10-21T02:31:04.702Z;2024-10-21T02:31:08Z;[{'id': 5302094737, 'qualifierId': 213, 'value': '0.87'}, {'id': 5302094729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094735, 'qualifierId': 212, 'value': '24.1'}, {'id': 5302094733, 'qualifierId': 141, 'value': '78.8'}, {'id': 5302094727, 'qualifierId': 123}, {'id': 5302094731, 'qualifierId': 140, 'value': '22.2'}];pldpnmzoo867jhdvamuhp9n8;O. Pratt;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;0,87;;22,2;24,1;;78,8;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;22,2;78,8;;;;;;;0;0;25;38;Tacoma Defiance;1538;GK;1,0
2736990729;238;1;1;25;42;8ijkk62897so5r3bq0wgwx4bu;1;22,5;74,9;2024-10-21T02:31:08.366Z;2024-10-21T02:31:10Z;[{'id': 5302094801, 'qualifierId': 212, 'value': '4.7'}, {'id': 5302094799, 'qualifierId': 141, 'value': '69.3'}, {'id': 5302094793, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094797, 'qualifierId': 140, 'value': '19.9'}, {'id': 5302094803, 'qualifierId': 213, 'value': '4.09'}];74bhj4xi5zgq6evsr4c766p04;H. Avayevu;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;4,09;;19,9;4,7;;69,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;19,9;69,3;;;;;;;0;0;25;42;Tacoma Defiance;1542;ML;1,0
2736990731;239;1;1;25;44;8ijkk62897so5r3bq0wgwx4bu;0;22,1;75,6;2024-10-21T02:31:10.605Z;2024-10-25T16:28:43Z;[{'id': 5310593541, 'qualifierId': 141, 'value': '79.5'}, {'id': 5310593629, 'qualifierId': 236}, {'id': 5310593537, 'qualifierId': 140, 'value': '20.2'}, {'id': 5310593549, 'qualifierId': 213, 'value': '2.22'}, {'id': 5310684911, 'qualifierId': 233, 'value': '245'}, {'id': 5310593545, 'qualifierId': 212, 'value': '3.3'}, {'id': 5310593631, 'qualifierId': 286}, {'id': 5302094807, 'qualifierId': 56, 'value': 'Back'}];58akq0ojntf5n123msb1tzeok;G. Arnold;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;2,22;;20,2;3,3;;79,5;;;1,0;245,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;20,2;79,5;;;;;;;0;0;25;44;Tacoma Defiance;1544;MC;1,0
2736990737;245;74;1;25;44;5icuo8utnztpsd9l03gdd68dl;1;79,4;25,4;2024-10-21T02:31:10.606Z;2024-10-25T16:28:43Z;[{'id': 5302094827, 'qualifierId': 56, 'value': 'Center'}, {'id': 5310593601, 'qualifierId': 285}, {'id': 5310684935, 'qualifierId': 233, 'value': '239'}];e5oov2tctv9yrbh5uldfyrey2;D. Teves;;;4nfcytxp4agwk4lizfxw5d78;Blocked Pass;;;;;;;;;;;;;;;;;;;;239,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;25;44;Ventura County;1544;AMR;1,0
2736990739;246;49;1;25;46;5icuo8utnztpsd9l03gdd68dl;1;71,7;10,1;2024-10-21T02:31:12.844Z;2024-10-21T02:31:13Z;[];e5oov2tctv9yrbh5uldfyrey2;D. Teves;;;4nfcytxp4agwk4lizfxw5d78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;25;46;Ventura County;1546;AMR;1,0
2736990751;247;1;1;25;48;5icuo8utnztpsd9l03gdd68dl;1;71,3;11,4;2024-10-21T02:31:14.490Z;2024-10-21T02:31:16Z;[{'id': 5302094897, 'qualifierId': 212, 'value': '28.6'}, {'id': 5302094899, 'qualifierId': 213, 'value': '2.99'}, {'id': 5302094893, 'qualifierId': 140, 'value': '44.4'}, {'id': 5302094895, 'qualifierId': 141, 'value': '17.9'}, {'id': 5302094891, 'qualifierId': 56, 'value': 'Back'}];e5oov2tctv9yrbh5uldfyrey2;D. Teves;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;2,99;;44,4;28,6;;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;44,4;17,9;;;;;;;0;0;25;48;Ventura County;1548;AMR;1,0
2736990759;248;1;1;25;50;5icuo8utnztpsd9l03gdd68dl;1;44,4;17,9;2024-10-21T02:31:16.362Z;2024-10-21T02:31:22Z;[{'id': 5302094951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5302094953, 'qualifierId': 140, 'value': '49.1'}, {'id': 5302094959, 'qualifierId': 213, 'value': '1.21'}, {'id': 5302094955, 'qualifierId': 141, 'value': '37.0'}, {'id': 5302094957, 'qualifierId': 212, 'value': '13.9'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;1,21;;49,1;13,9;;37,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;49,1;37,0;;;;;;;0;0;25;50;Ventura County;1550;DL;1,0
2736990765;249;1;1;25;56;5icuo8utnztpsd9l03gdd68dl;1;46,7;35,8;2024-10-21T02:31:22.346Z;2024-10-25T15:48:33Z;[{'id': 5302094999, 'qualifierId': 213, 'value': '5.53'}, {'id': 5302094997, 'qualifierId': 212, 'value': '31.8'}, {'id': 5302094993, 'qualifierId': 140, 'value': '68.7'}, {'id': 5302094995, 'qualifierId': 141, 'value': '3.7'}, {'id': 5302094991, 'qualifierId': 56, 'value': 'Right'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;4nfcytxp4agwk4lizfxw5d78;Pass;;;;;;;;;;;5,53;;68,7;31,8;;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;68,7;3,7;;;;;;;0;0;25;56;Ventura County;1556;MC;1,0
