id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_TeamKit;value_Involved;value_Resume;value_Captain;value_DirectionOfPlay;value_PassEndY;value_Zone;value_PassEndX;value_Angle;value_KickOff;value_Length;value_Chipped;value_TouchTypeClearance;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_BlockedPass;value_Defensive;value_Left;value_Assist;value_InSwinger;value_IntentionalAssist;value_CornerTaken;value_RightFooted;value_Cross;value_SmallBoxLeft;value_Volley;value_FirstTouch;value_BlockedX;value_FromCorner;value_BlockedY;value_SixYardBlocked;value_RelatedEventId;value_Assisted;value_GkX;value_GkY;value_GoalmouthY;value_GoalmouthZ;value_LowLeft;value_Blocked;value_DefBlock;value_RegularPlay;value_BoxCentre;value_LowRight;value_LongBall;value_Head;value_OutSwinger;value_TakeOnOvertake;value_Launch;value_NextEventGoalKick;value_GoalKick;value_Low;value_OutOfPlay;value_TouchTypeControl;value_PlayersCaughtOffside;value_Indirect;value_FreeKickTaken;value_LayOff;value_IntendedTackleTarget;value_DeletedEventType;value_TouchTypePass;value_LeftFooted;value_TakeOnSpace;value_Overrun;value_PullBack;value_FantasyAssistType;value_GkXTimeOfGoal;value_IndividualPlay;value_GkYTimeOfGoal;value_FantasyAssistId;value_GoalShotTimestamp;value_NotAssisted;value_GoalShotGameClock;value_FantasyAssistedBy;value_FantasyAssistTeam;value_AttemptedTackle;value_Foul;value_Direct;value_ThroughBall;value_LowCentre;value_BigChance;value_Straight;value_DrivenCross;value_Right;value_NotPastGoalLine;value_FlickOn;value_ParriedDanger;value_Diving;value_LowGkIntervention;value_Feet;value_HighLeft;value_MisHit;value_BoxLeft;value_ParriedSafe;value_BoxRight;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_CloseLeft;value_High;value_OutOfBoxCentre;value_RefereeDelay;value_DrinksBreak;value_SwitchOfPlay;value_FastBreak;value_MediumGkIntervention;value_Hands;value_Caught;value_Standing;value_NotVisible;value_GkKickFromHands;value_BlockedCross;value_HighGkIntervention;value_Defensive1V1;value_Shove/Push;value_ThrowInSetPiece;value_SmallBoxCentre;value_Minutes;value_VideoCoverageLost;value_KeeperThrow;value_EndType;value_HighClaim;value_AerialFoul;value_CloseHigh;value_CloseRight;value_Handball;value_Tap;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_RecklessOffence;value_AdvantagePlayed;value_OverArm;value_GoalDisallowed;value_NotRetreating;value_Injury;value_InjuredPlayerId;value_FreeKick;value_HighRight;value_Deflection;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_Saved;value_Stooping;value_FoulAndAbusiveLanguage;value_RedCard;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2716779323;102;1;1;8;36;5b4ccd62yeeqdl2qk6jzsmjv8;1;73,4;2,6;2024-09-01T22:12:34.923Z;2024-09-01T22:12:35Z;[{'id': 5191574921, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191574931, 'qualifierId': 213, 'value': '0.92'}, {'id': 5191574927, 'qualifierId': 141, 'value': '7.7'}, {'id': 5191574925, 'qualifierId': 140, 'value': '75.9'}, {'id': 5191574929, 'qualifierId': 212, 'value': '4.3'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;7,7;;75,9;0,92;;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;75,9;7,7;;;;;;;;0;8;36;New York City II;516;DMR;1,0
2716779363;103;1;1;8;37;5b4ccd62yeeqdl2qk6jzsmjv8;1;75,9;7,7;2024-09-01T22:12:35.724Z;2024-09-01T22:12:38Z;[{'id': 5191575135, 'qualifierId': 141, 'value': '7.7'}, {'id': 5191575139, 'qualifierId': 213, 'value': '0.00'}, {'id': 5191575133, 'qualifierId': 140, 'value': '83.6'}, {'id': 5191575137, 'qualifierId': 212, 'value': '8.1'}, {'id': 5191575131, 'qualifierId': 56, 'value': 'Right'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;7,7;;83,6;0,0;;8,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;83,6;7,7;;;;;;;;0;8;37;New York City II;517;FWR;1,0
2716779375;104;43;1;8;40;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-09-01T22:12:38.811Z;2024-09-01T22:13:40Z;[{'id': 5191578749, 'qualifierId': 144, 'value': '7'}, {'id': 5191575191, 'qualifierId': 286, 'value': '0'}, {'id': 5191575189, 'qualifierId': 56, 'value': 'Right'}];dyv4gls8evw1fkei1zofev21g;T. Habroune;;;f1hzu1b378wwqohud207tkftg;Deleted event;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;8;40;New York City II;520;MC;1,0
2716779385;105;3;1;8;40;5b4ccd62yeeqdl2qk6jzsmjv8;0;83,2;9,4;2024-09-01T22:12:38.812Z;2024-09-05T06:31:24Z;[{'id': 5191575243, 'qualifierId': 233, 'value': '84'}, {'id': 5191575227, 'qualifierId': 286}, {'id': 5196222843, 'qualifierId': 465}, {'id': 5191575225, 'qualifierId': 56, 'value': 'Right'}];dyv4gls8evw1fkei1zofev21g;T. Habroune;;;f1hzu1b378wwqohud207tkftg;Take On;;;;;;;;;;;;;;;;;;;;84,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;8;40;New York City II;520;MC;1,0
2716779379;84;7;1;8;40;6ddsx316t3j0z6nolrky9k4r8;0;16,8;90,6;2024-09-01T22:12:38.813Z;2024-09-05T06:31:35Z;[{'id': 5196222879, 'qualifierId': 384}, {'id': 5191575205, 'qualifierId': 285}, {'id': 5191575203, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191575233, 'qualifierId': 233, 'value': '105'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;f1hzu1b378wwqohud207tkftg;Tackle;;;;;;;;;;;;;;;;;;;;105,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;8;40;Columbus Crew II;520;DC;1,0
2717615423;884;1;1;8;41;5b4ccd62yeeqdl2qk6jzsmjv8;1;82,7;6,6;2024-09-01T22:12:40.102Z;2024-09-05T06:32:32Z;[{'id': 5196223055, 'qualifierId': 141, 'value': '5.5'}, {'id': 5196223059, 'qualifierId': 213, 'value': '3.18'}, {'id': 5196223053, 'qualifierId': 140, 'value': '61.6'}, {'id': 5196223057, 'qualifierId': 212, 'value': '22.2'}, {'id': 5196223051, 'qualifierId': 56, 'value': 'Right'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;5,5;;61,6;3,18;;22,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;61,6;5,5;;;;;;;;0;8;41;New York City II;521;FWR;1,0
2716779421;106;1;1;8;44;5b4ccd62yeeqdl2qk6jzsmjv8;1;81,4;9,5;2024-09-01T22:12:42.188Z;2024-09-01T22:12:45Z;[{'id': 5191575415, 'qualifierId': 140, 'value': '83.0'}, {'id': 5191575419, 'qualifierId': 212, 'value': '5.1'}, {'id': 5191575413, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191575421, 'qualifierId': 213, 'value': '5.05'}, {'id': 5191575417, 'qualifierId': 141, 'value': '2.4'}];8warl67c0id3dorr48mn7h82c;G. De Libera;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;2,4;;83,0;5,05;;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;83,0;2,4;;;;;;;;0;8;44;New York City II;524;MC;1,0
2717615441;885;1;1;8;44;5b4ccd62yeeqdl2qk6jzsmjv8;1;74,3;6,1;2024-09-01T22:12:42.851Z;2024-09-05T06:33:02Z;[{'id': 5196223173, 'qualifierId': 212, 'value': '8.8'}, {'id': 5196223171, 'qualifierId': 141, 'value': '18.7'}, {'id': 5196223167, 'qualifierId': 56, 'value': 'Right'}, {'id': 5196223175, 'qualifierId': 213, 'value': '1.79'}, {'id': 5196223169, 'qualifierId': 140, 'value': '72.5'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;18,7;;72,5;1,79;;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;72,5;18,7;;;;;;;;0;8;44;New York City II;524;FWR;1,0
2716779431;107;43;1;8;46;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-09-01T22:12:44.955Z;2024-09-05T06:33:11Z;[{'id': 5191575467, 'qualifierId': 212, 'value': '6.6'}, {'id': 5191575461, 'qualifierId': 56, 'value': 'Right'}, {'id': 5196223203, 'qualifierId': 144, 'value': '1'}, {'id': 5191575469, 'qualifierId': 213, 'value': '1.88'}, {'id': 5191575465, 'qualifierId': 141, 'value': '11.6'}, {'id': 5191575463, 'qualifierId': 140, 'value': '81.1'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;f1hzu1b378wwqohud207tkftg;Deleted event;;;;;;;;;;11,6;;81,1;1,88;;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;81,1;11,6;;;;;;;;0;8;46;New York City II;526;DMR;1,0
2716779441;108;1;1;8;48;5b4ccd62yeeqdl2qk6jzsmjv8;1;81,1;11,6;2024-09-01T22:12:46.236Z;2024-09-01T22:12:47Z;[{'id': 5191575525, 'qualifierId': 212, 'value': '12.3'}, {'id': 5191575519, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191575527, 'qualifierId': 213, 'value': '3.52'}, {'id': 5191575523, 'qualifierId': 141, 'value': '5.0'}, {'id': 5191575521, 'qualifierId': 140, 'value': '70.2'}];dyv4gls8evw1fkei1zofev21g;T. Habroune;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;5,0;;70,2;3,52;;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;70,2;5,0;;;;;;;;0;8;48;New York City II;528;MC;1,0
2716779459;109;1;1;8;49;5b4ccd62yeeqdl2qk6jzsmjv8;1;70,2;5,0;2024-09-01T22:12:47.196Z;2024-09-01T22:12:49Z;[{'id': 5191575675, 'qualifierId': 212, 'value': '8.3'}, {'id': 5191575669, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191575673, 'qualifierId': 141, 'value': '3.2'}, {'id': 5191575677, 'qualifierId': 213, 'value': '6.13'}, {'id': 5191575671, 'qualifierId': 140, 'value': '78.0'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;3,2;;78,0;6,13;;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;78,0;3,2;;;;;;;;0;8;49;New York City II;529;DC;1,0
2716779465;110;1;1;8;50;5b4ccd62yeeqdl2qk6jzsmjv8;1;77,3;2,9;2024-09-01T22:12:49.100Z;2024-09-01T22:12:50Z;[{'id': 5191575715, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191575719, 'qualifierId': 141, 'value': '8.5'}, {'id': 5191575723, 'qualifierId': 213, 'value': '0.91'}, {'id': 5191575721, 'qualifierId': 212, 'value': '4.8'}, {'id': 5191575717, 'qualifierId': 140, 'value': '80.1'}];dyv4gls8evw1fkei1zofev21g;T. Habroune;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;8,5;;80,1;0,91;;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;80,1;8,5;;;;;;;;0;8;50;New York City II;530;MC;1,0
2716779481;111;1;1;8;51;5b4ccd62yeeqdl2qk6jzsmjv8;1;80,1;8,5;2024-09-01T22:12:49.948Z;2024-09-01T22:12:51Z;[{'id': 5191575815, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191575819, 'qualifierId': 141, 'value': '3.2'}, {'id': 5191575825, 'qualifierId': 212, 'value': '12.4'}, {'id': 5191575817, 'qualifierId': 140, 'value': '91.4'}, {'id': 5191575827, 'qualifierId': 213, 'value': '5.99'}];8warl67c0id3dorr48mn7h82c;G. De Libera;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;3,2;;91,4;5,99;;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;91,4;3,2;;;;;;;;0;8;51;New York City II;531;MC;1,0
2716779503;112;1;1;8;53;5b4ccd62yeeqdl2qk6jzsmjv8;0;91,4;3,2;2024-09-01T22:12:51.820Z;2024-09-05T06:33:28Z;[{'id': 5191575925, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191575929, 'qualifierId': 141, 'value': '38.9'}, {'id': 5191575927, 'qualifierId': 140, 'value': '90.9'}, {'id': 5191575921, 'qualifierId': 2}, {'id': 5191575931, 'qualifierId': 212, 'value': '24.3'}, {'id': 5196223253, 'qualifierId': 224}, {'id': 5196223255, 'qualifierId': 20}, {'id': 5191575923, 'qualifierId': 155}, {'id': 5191575933, 'qualifierId': 213, 'value': '1.59'}];dyv4gls8evw1fkei1zofev21g;T. Habroune;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;38,9;;90,9;1,59;;24,3;1,0;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;90,9;38,9;;;;;;;;0;8;53;New York City II;533;MC;1,0
2716779539;85;12;1;8;59;6ddsx316t3j0z6nolrky9k4r8;1;6,3;51,0;2024-09-01T22:12:57.629Z;2024-09-01T22:15:53Z;[{'id': 5191576145, 'qualifierId': 213, 'value': '5.08'}, {'id': 5191576139, 'qualifierId': 140, 'value': '16.0'}, {'id': 5191576141, 'qualifierId': 141, 'value': '12.0'}, {'id': 5191576147, 'qualifierId': 15}, {'id': 5191576137, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191576143, 'qualifierId': 212, 'value': '28.4'}];4k6c9nnzytq9qhc9uol64wg7o;S. Bednarsky;;;f1hzu1b378wwqohud207tkftg;Clearance;;;;;;;;;;12,0;;16,0;5,08;;28,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;16,0;12,0;;;;;;;;0;8;59;Columbus Crew II;539;DC;1,0
2716779551;113;1;1;9;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;75,3;81,2;2024-09-01T22:12:58.189Z;2024-09-01T22:13:00Z;[{'id': 5191576223, 'qualifierId': 213, 'value': '3.63'}, {'id': 5191576213, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191576221, 'qualifierId': 212, 'value': '11.8'}, {'id': 5191576217, 'qualifierId': 141, 'value': '73.0'}, {'id': 5191576215, 'qualifierId': 140, 'value': '65.4'}];4nvz6yrxluelbpsjavcjtgnx0;T. Brown;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;73,0;;65,4;3,63;;11,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;65,4;73,0;;;;;;;;0;9;0;New York City II;540;DML;1,0
2716779575;114;1;1;9;2;5b4ccd62yeeqdl2qk6jzsmjv8;1;65,4;73,0;2024-09-01T22:13:00.444Z;2024-09-01T22:13:03Z;[{'id': 5191576377, 'qualifierId': 213, 'value': '0.86'}, {'id': 5191576373, 'qualifierId': 141, 'value': '97.4'}, {'id': 5191576371, 'qualifierId': 140, 'value': '79.0'}, {'id': 5191576375, 'qualifierId': 212, 'value': '21.9'}, {'id': 5191576369, 'qualifierId': 56, 'value': 'Left'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;97,4;;79,0;0,86;;21,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;79,0;97,4;;;;;;;;0;9;2;New York City II;542;DC;1,0
2716779637;115;1;1;9;5;5b4ccd62yeeqdl2qk6jzsmjv8;1;76,5;95,6;2024-09-01T22:13:03.309Z;2024-09-01T22:13:07Z;[{'id': 5191576731, 'qualifierId': 141, 'value': '76.3'}, {'id': 5191576727, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191576735, 'qualifierId': 213, 'value': '4.04'}, {'id': 5191576729, 'qualifierId': 140, 'value': '66.5'}, {'id': 5191576733, 'qualifierId': 212, 'value': '16.8'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;76,3;;66,5;4,04;;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;66,5;76,3;;;;;;;;0;9;5;New York City II;545;FWL;1,0
2716779649;116;1;1;9;9;5b4ccd62yeeqdl2qk6jzsmjv8;1;70,6;63,3;2024-09-01T22:13:07.500Z;2024-09-01T22:13:09Z;[{'id': 5191576823, 'qualifierId': 56, 'value': 'Center'}, {'id': 5191576829, 'qualifierId': 212, 'value': '8.2'}, {'id': 5191576825, 'qualifierId': 140, 'value': '76.7'}, {'id': 5191576827, 'qualifierId': 141, 'value': '55.7'}, {'id': 5191576831, 'qualifierId': 213, 'value': '5.60'}];8warl67c0id3dorr48mn7h82c;G. De Libera;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;55,7;;76,7;5,6;;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;76,7;55,7;;;;;;;;0;9;9;New York City II;549;MC;1,0
2716779679;117;1;1;9;11;5b4ccd62yeeqdl2qk6jzsmjv8;1;76,7;55,7;2024-09-01T22:13:09.244Z;2024-09-01T22:13:12Z;[{'id': 5191577003, 'qualifierId': 140, 'value': '75.7'}, {'id': 5191577001, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191577007, 'qualifierId': 212, 'value': '24.4'}, {'id': 5191577005, 'qualifierId': 141, 'value': '19.9'}, {'id': 5191577009, 'qualifierId': 213, 'value': '4.67'}];dgosg1mymhuajg0rz2ts6alpm;G. Rayo;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;19,9;;75,7;4,67;;24,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;75,7;19,9;;;;;;;;0;9;11;New York City II;551;FW;1,0
2716779717;118;1;1;9;14;5b4ccd62yeeqdl2qk6jzsmjv8;1;75,7;19,9;2024-09-01T22:13:12.349Z;2024-09-01T22:13:16Z;[{'id': 5191577245, 'qualifierId': 213, 'value': '5.79'}, {'id': 5191577239, 'qualifierId': 140, 'value': '84.1'}, {'id': 5191577241, 'qualifierId': 141, 'value': '12.9'}, {'id': 5191577237, 'qualifierId': 56, 'value': 'Right'}, {'id': 5191577243, 'qualifierId': 212, 'value': '10.0'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;12,9;;84,1;5,79;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;84,1;12,9;;;;;;;;0;9;14;New York City II;554;DMR;1,0
2716779761;119;1;1;9;17;5b4ccd62yeeqdl2qk6jzsmjv8;1;84,5;12,4;2024-09-01T22:13:16.044Z;2024-09-01T22:13:19Z;[{'id': 5191577461, 'qualifierId': 141, 'value': '21.1'}, {'id': 5191577465, 'qualifierId': 213, 'value': '2.09'}, {'id': 5191577459, 'qualifierId': 140, 'value': '81.3'}, {'id': 5191577463, 'qualifierId': 212, 'value': '6.8'}, {'id': 5191577457, 'qualifierId': 56, 'value': 'Right'}];dyv4gls8evw1fkei1zofev21g;T. Habroune;;;f1hzu1b378wwqohud207tkftg;Pass;;;;;;;;;;21,1;;81,3;2,09;;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;81,3;21,1;;;;;;;;0;9;17;New York City II;557;MC;1,0
