id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_Captain;value_Resume;value_DirectionOfPlay;value_KickOff;value_PassEndY;value_Zone;value_Angle;value_PassEndX;value_Length;value_LongBall;value_Chipped;value_HeadPass;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_DeletedEventType;value_TouchTypePass;value_Launch;value_OutOfPlay;value_Defensive;value_Offensive;value_Head;value_TouchTypeClearance;value_PullBack;value_Left;value_Right;value_CornerTaken;value_Cross;value_InSwinger;value_LeftFooted;value_FromCorner;value_IntentionalAssist;value_Blocked;value_GoalmouthZ;value_GkY;value_Assisted;value_GkX;value_SmallBoxRight;value_RelatedEventId;value_GoalmouthY;value_BlockedX;value_SixYardBlocked;value_LowRight;value_FirstTouch;value_BlockedY;value_DefBlock;value_TakeOnSpace;value_Direct;value_Foul;value_Shove/Push;value_FreeKickTaken;value_TouchTypeControl;value_TakeOnOvertake;value_OutSwinger;value_OverhitCross;value_NextEventGoalKick;value_Low;value_NotVisible;value_GoalKick;value_Assist;value_RegularPlay;value_LowCentre;value_BoxCentre;value_ParriedDanger;value_Hands;value_Diving;value_LowGkIntervention;value_KeeperThrow;value_LayOff;value_SwitchOfPlay;value_AttemptedTackle;value_IndividualPlay;value_NotAssisted;value_OutOfBoxCentre;value_LowLeft;value_RightFooted;value_High;value_DrivenCross;value_Straight;value_MediumGkIntervention;value_BlockedPass;value_PlayersCaughtOffside;value_Indirect;value_GoalShotGameClock;value_GkXTimeOfGoal;value_BigChance;value_GoalShotTimestamp;value_HighLeft;value_GkYTimeOfGoal;value_FlickOn;value_Injury;value_InjuredPlayerId;value_YellowCard;value_RecklessOffence;value_GkKickFromHands;value_BlockedCross;value_OwnPlayer;value_OwnShotBlocked;value_Overrun;value_Dissent;value_ShirtPull/Holding;value_TacticalFoul;value_Volley;value_SetPiece;value_GkHoof;value_HighGkIntervention;value_HighClaim;value_OverArm;value_BoxRight;value_CloseHigh;value_FastBreak;value_Minutes;value_HighRight;value_Collected;value_Standing;value_EndType;value_Tap;value_OtherObstacle;value_RefereeDelay;value_RefereeInjury;value_Defensive1V1;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_OtherReason;value_SwerveLeft;value_CloseRight;value_BoxLeft;value_ThroughBall;value_BoxDeepRight;value_Feet;value_ParriedSafe;value_Sliding;value_HitRightPost;value_HitWoodwork;value_BlockedClearance;value_AerialFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2731899999;209;10;1;22;54;8o8m08he36u0j4w08aj2iodn8;1;7,7;60,8;2024-10-06T17:27:15.833Z;2024-10-06T17:28:58Z;[{'id': 5274283663, 'qualifierId': 94}, {'id': 5274295471, 'qualifierId': 233, 'value': '184'}, {'id': 5274283665, 'qualifierId': 56, 'value': 'Back'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;kj4sqgaxfrpsqdpn3hmwjaxg;Save;;;;;;;;;;;;;;;;;;;184,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;22;54;Philadelphia Union II;1374;DC;1,0
2731900109;185;43;1;22;55;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-10-06T17:27:16.645Z;2024-10-06T17:27:53Z;[{'id': 5274287637, 'qualifierId': 144, 'value': '7'}, {'id': 5274284323, 'qualifierId': 286, 'value': '0'}, {'id': 5274284321, 'qualifierId': 56, 'value': 'Center'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;kj4sqgaxfrpsqdpn3hmwjaxg;Deleted event;;;;;;;;;;;;;;;;;;;;;;;7,0;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;22;55;Chicago Fire II;1375;FW;1,0
2731900183;186;1;1;22;59;1zgjjyruyufrkh4xjvryqsb1i;1;80,3;35,8;2024-10-06T17:27:21.517Z;2024-10-06T17:27:26Z;[{'id': 5274284763, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274284765, 'qualifierId': 140, 'value': '79.6'}, {'id': 5274284771, 'qualifierId': 213, 'value': '1.62'}, {'id': 5274284767, 'qualifierId': 141, 'value': '57.8'}, {'id': 5274284769, 'qualifierId': 212, 'value': '15.0'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;57,8;;1,62;79,6;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;79,6;57,8;;;;;;;0;0;22;59;Chicago Fire II;1379;AMC;1,0
2731900239;187;1;1;23;4;1zgjjyruyufrkh4xjvryqsb1i;1;79,6;57,8;2024-10-06T17:27:26.037Z;2024-10-06T17:27:29Z;[{'id': 5274285081, 'qualifierId': 212, 'value': '6.4'}, {'id': 5274285083, 'qualifierId': 213, 'value': '3.27'}, {'id': 5274285079, 'qualifierId': 141, 'value': '56.6'}, {'id': 5274285077, 'qualifierId': 140, 'value': '73.6'}, {'id': 5274285075, 'qualifierId': 56, 'value': 'Center'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;56,6;;3,27;73,6;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;73,6;56,6;;;;;;;0;0;23;4;Chicago Fire II;1384;MR;1,0
2731900275;188;1;1;23;7;1zgjjyruyufrkh4xjvryqsb1i;1;69,4;55,2;2024-10-06T17:27:28.853Z;2024-10-06T17:27:31Z;[{'id': 5274285293, 'qualifierId': 141, 'value': '69.6'}, {'id': 5274285291, 'qualifierId': 140, 'value': '77.0'}, {'id': 5274285295, 'qualifierId': 212, 'value': '12.6'}, {'id': 5274285297, 'qualifierId': 213, 'value': '0.89'}, {'id': 5274285289, 'qualifierId': 56, 'value': 'Center'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;69,6;;0,89;77,0;12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;77,0;69,6;;;;;;;0;0;23;7;Chicago Fire II;1387;DMC;1,0
2731900289;189;1;1;23;9;1zgjjyruyufrkh4xjvryqsb1i;0;81,0;81,2;2024-10-06T17:27:31.357Z;2024-10-10T08:32:56Z;[{'id': 5274285453, 'qualifierId': 212, 'value': '23.1'}, {'id': 5274285437, 'qualifierId': 155}, {'id': 5274285447, 'qualifierId': 141, 'value': '48.4'}, {'id': 5274285435, 'qualifierId': 2}, {'id': 5274285439, 'qualifierId': 56, 'value': 'Center'}, {'id': 5279810455, 'qualifierId': 20}, {'id': 5279810453, 'qualifierId': 223}, {'id': 5274285455, 'qualifierId': 213, 'value': '4.98'}, {'id': 5274285443, 'qualifierId': 140, 'value': '86.9'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;48,4;;4,98;86,9;23,1;;1,0;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;86,9;48,4;;;;;;;0;0;23;9;Chicago Fire II;1389;DC;1,0
2731900339;210;12;1;23;12;8o8m08he36u0j4w08aj2iodn8;1;14,1;50,1;2024-10-06T17:27:34.102Z;2024-10-06T17:27:43Z;[{'id': 5274285699, 'qualifierId': 141, 'value': '39.0'}, {'id': 5274285741, 'qualifierId': 15}, {'id': 5274285697, 'qualifierId': 140, 'value': '20.8'}, {'id': 5274285701, 'qualifierId': 212, 'value': '10.3'}, {'id': 5274285695, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274285703, 'qualifierId': 213, 'value': '5.46'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;kj4sqgaxfrpsqdpn3hmwjaxg;Clearance;;;;;;;;;;;39,0;;5,46;20,8;10,3;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;20,8;39,0;;;;;;;0;0;23;12;Philadelphia Union II;1392;MC;1,0
2731900361;211;50;1;23;14;8o8m08he36u0j4w08aj2iodn8;1;28,0;38,0;2024-10-06T17:27:35.643Z;2024-10-06T17:27:39Z;[{'id': 5274285817, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274285819, 'qualifierId': 285}, {'id': 5274285921, 'qualifierId': 233, 'value': '190'}];5ehbz7f56cmfamc29fnk3yuax;L. Prpa;;;kj4sqgaxfrpsqdpn3hmwjaxg;Dispossessed;;;;;;;;;;;;;;;;;;;190,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;23;14;Philadelphia Union II;1394;MC;1,0
2731900369;190;7;1;23;14;1zgjjyruyufrkh4xjvryqsb1i;1;72,0;62,0;2024-10-06T17:27:35.644Z;2024-10-10T08:33:23Z;[{'id': 5274285865, 'qualifierId': 286}, {'id': 5274285863, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274285879, 'qualifierId': 233, 'value': '211'}, {'id': 5279810537, 'qualifierId': 383}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;kj4sqgaxfrpsqdpn3hmwjaxg;Tackle;;;;;;;;;;;;;;;;;;;211,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;23;14;Chicago Fire II;1394;DMC;1,0
2732900541;677;1;1;23;14;1zgjjyruyufrkh4xjvryqsb1i;0;71,5;59,1;2024-10-06T17:27:35.867Z;2024-10-10T08:34:01Z;[{'id': 5279810575, 'qualifierId': 56, 'value': 'Center'}, {'id': 5279810577, 'qualifierId': 140, 'value': '76.5'}, {'id': 5279810579, 'qualifierId': 141, 'value': '76.4'}, {'id': 5279810583, 'qualifierId': 213, 'value': '1.15'}, {'id': 5279810581, 'qualifierId': 212, 'value': '12.9'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;76,4;;1,15;76,5;12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;76,5;76,4;;;;;;;0;0;23;14;Chicago Fire II;1394;DMC;1,0
2731900385;212;1;1;23;15;8o8m08he36u0j4w08aj2iodn8;1;24,5;36,9;2024-10-06T17:27:36.838Z;2024-10-06T17:27:37Z;[{'id': 5274285965, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274285971, 'qualifierId': 141, 'value': '18.1'}, {'id': 5274285981, 'qualifierId': 213, 'value': '4.70'}, {'id': 5274285967, 'qualifierId': 140, 'value': '24.4'}, {'id': 5274285975, 'qualifierId': 212, 'value': '12.8'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;18,1;;4,7;24,4;12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;24,4;18,1;;;;;;;0;0;23;15;Philadelphia Union II;1395;MC;1,0
2731900405;213;1;1;23;16;8o8m08he36u0j4w08aj2iodn8;0;24,4;18,2;2024-10-06T17:27:37.767Z;2024-10-06T17:27:39Z;[{'id': 5274286135, 'qualifierId': 141, 'value': '16.8'}, {'id': 5274286129, 'qualifierId': 157}, {'id': 5274286141, 'qualifierId': 1}, {'id': 5274286133, 'qualifierId': 140, 'value': '48.0'}, {'id': 5274286137, 'qualifierId': 212, 'value': '24.8'}, {'id': 5274286139, 'qualifierId': 213, 'value': '6.24'}, {'id': 5274286131, 'qualifierId': 56, 'value': 'Back'}];acskv7krqaau05kpgbfz6f0iy;J. Reynolds;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;16,8;;6,24;48,0;24,8;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;48,0;16,8;;;;;;;0;0;23;16;Philadelphia Union II;1396;DR;1,0
2731900467;191;49;1;23;21;1zgjjyruyufrkh4xjvryqsb1i;1;50,1;80,0;2024-10-06T17:27:42.869Z;2024-10-06T17:27:42Z;[];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;kj4sqgaxfrpsqdpn3hmwjaxg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;23;21;Chicago Fire II;1401;DC;1,0
2731900585;192;1;1;23;22;1zgjjyruyufrkh4xjvryqsb1i;1;54,4;91,1;2024-10-06T17:27:44.413Z;2024-10-06T17:27:49Z;[{'id': 5274287323, 'qualifierId': 155}, {'id': 5274287331, 'qualifierId': 140, 'value': '85.0'}, {'id': 5274287343, 'qualifierId': 1}, {'id': 5274287339, 'qualifierId': 212, 'value': '32.1'}, {'id': 5274287341, 'qualifierId': 213, 'value': '0.02'}, {'id': 5274287327, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274287335, 'qualifierId': 141, 'value': '92.0'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;92,0;;0,02;85,0;32,1;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;85,0;92,0;;;;;;;0;0;23;22;Chicago Fire II;1402;DC;1,0
2731900591;193;61;1;23;26;1zgjjyruyufrkh4xjvryqsb1i;0;90,1;97,5;2024-10-06T17:27:48.573Z;2024-10-06T17:28:42Z;[{'id': 5274287355, 'qualifierId': 56, 'value': 'Left'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;kj4sqgaxfrpsqdpn3hmwjaxg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;23;26;Chicago Fire II;1406;FW;1,0
2731900601;194;5;1;23;27;1zgjjyruyufrkh4xjvryqsb1i;0;89,7;101,4;2024-10-06T17:27:49.191Z;2024-10-06T17:41:09Z;[{'id': 5274287575, 'qualifierId': 233, 'value': '214'}, {'id': 5274287397, 'qualifierId': 347}, {'id': 5274287395, 'qualifierId': 56, 'value': 'Left'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;kj4sqgaxfrpsqdpn3hmwjaxg;Out;;;;;;;;;;;;;;;;;;;214,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;23;27;Chicago Fire II;1407;FW;1,0
2731900625;214;5;1;23;27;8o8m08he36u0j4w08aj2iodn8;1;10,3;-1,4;2024-10-06T17:27:49.191Z;2024-10-06T17:41:09Z;[{'id': 5274287507, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274287509, 'qualifierId': 347}, {'id': 5274287531, 'qualifierId': 233, 'value': '194'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;kj4sqgaxfrpsqdpn3hmwjaxg;Out;;;;;;;;;;;;;;;;;;;194,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;23;27;Philadelphia Union II;1407;DL;1,0
2731901061;215;1;1;23;53;8o8m08he36u0j4w08aj2iodn8;1;15,9;0,0;2024-10-06T17:28:14.615Z;2024-10-06T17:28:16Z;[{'id': 5274290167, 'qualifierId': 107}, {'id': 5274290183, 'qualifierId': 213, 'value': '0.54'}, {'id': 5274290175, 'qualifierId': 140, 'value': '30.5'}, {'id': 5274290171, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274290179, 'qualifierId': 141, 'value': '11.4'}, {'id': 5274290181, 'qualifierId': 212, 'value': '17.8'}];acskv7krqaau05kpgbfz6f0iy;J. Reynolds;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;11,4;;0,54;30,5;17,8;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;30,5;11,4;;;;;;;0;0;23;53;Philadelphia Union II;1433;DR;1,0
2731901127;216;1;1;23;54;8o8m08he36u0j4w08aj2iodn8;1;30,5;11,4;2024-10-06T17:28:16.498Z;2024-10-06T17:28:20Z;[{'id': 5274290599, 'qualifierId': 212, 'value': '6.9'}, {'id': 5274290597, 'qualifierId': 141, 'value': '3.8'}, {'id': 5274290601, 'qualifierId': 213, 'value': '5.43'}, {'id': 5274290595, 'qualifierId': 140, 'value': '34.8'}, {'id': 5274290593, 'qualifierId': 56, 'value': 'Back'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;3,8;;5,43;34,8;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;34,8;3,8;;;;;;;0;0;23;54;Philadelphia Union II;1434;MC;1,0
2731901137;217;50;1;23;58;8o8m08he36u0j4w08aj2iodn8;1;33,2;3,6;2024-10-06T17:28:20.248Z;2024-10-06T18:45:45Z;[{'id': 5274291073, 'qualifierId': 233, 'value': '196'}, {'id': 5274291077, 'qualifierId': 285}, {'id': 5274290637, 'qualifierId': 56, 'value': 'Back'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;kj4sqgaxfrpsqdpn3hmwjaxg;Dispossessed;;;;;;;;;;;;;;;;;;;196,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;0;0;23;58;Philadelphia Union II;1438;FWR;1,0
2731901193;196;7;1;23;58;1zgjjyruyufrkh4xjvryqsb1i;1;66,8;96,4;2024-10-06T17:28:20.249Z;2024-10-10T08:35:13Z;[{'id': 5279810913, 'qualifierId': 384}, {'id': 5274830891, 'qualifierId': 286}, {'id': 5274290989, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274291043, 'qualifierId': 233, 'value': '217'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;kj4sqgaxfrpsqdpn3hmwjaxg;Tackle;;;;;;;;;;;;;;;;;;;217,0;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;23;58;Chicago Fire II;1438;ML;1,0
2731901201;197;49;1;24;2;1zgjjyruyufrkh4xjvryqsb1i;1;56,5;92,6;2024-10-06T17:28:23.709Z;2024-10-10T08:35:33Z;[];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;kj4sqgaxfrpsqdpn3hmwjaxg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;24;2;Chicago Fire II;1442;DC;1,0
2731901261;198;1;1;24;3;1zgjjyruyufrkh4xjvryqsb1i;1;56,1;92,6;2024-10-06T17:28:25.004Z;2024-10-10T08:35:30Z;[{'id': 5274291337, 'qualifierId': 213, 'value': '0.21'}, {'id': 5274291335, 'qualifierId': 212, 'value': '13.8'}, {'id': 5274291329, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274291331, 'qualifierId': 140, 'value': '68.9'}, {'id': 5274291333, 'qualifierId': 141, 'value': '96.9'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;96,9;;0,21;68,9;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;68,9;96,9;;;;;;;0;0;24;3;Chicago Fire II;1443;DC;1,0
2731901297;199;1;1;24;5;1zgjjyruyufrkh4xjvryqsb1i;1;68,9;96,9;2024-10-06T17:28:26.708Z;2024-10-06T17:28:28Z;[{'id': 5274291521, 'qualifierId': 212, 'value': '8.2'}, {'id': 5274291515, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274291517, 'qualifierId': 140, 'value': '71.1'}, {'id': 5274291525, 'qualifierId': 213, 'value': '5.00'}, {'id': 5274291519, 'qualifierId': 141, 'value': '85.4'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;85,4;;5,0;71,1;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;71,1;85,4;;;;;;;0;0;24;5;Chicago Fire II;1445;ML;1,0
2731901327;200;1;1;24;6;1zgjjyruyufrkh4xjvryqsb1i;1;70,8;85,3;2024-10-06T17:28:28.245Z;2024-10-10T08:36:19Z;[{'id': 5274291729, 'qualifierId': 212, 'value': '12.4'}, {'id': 5274291725, 'qualifierId': 140, 'value': '81.6'}, {'id': 5274291727, 'qualifierId': 141, 'value': '92.7'}, {'id': 5274291723, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274291731, 'qualifierId': 213, 'value': '0.42'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;kj4sqgaxfrpsqdpn3hmwjaxg;Pass;;;;;;;;;;;92,7;;0,42;81,6;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;81,6;92,7;;;;;;;0;0;24;6;Chicago Fire II;1446;MR;1,0
