id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_Involved;value_TeamFormation;value_TeamKit;value_DirectionOfPlay;value_PassEndX;value_Zone;value_Length;value_PassEndY;value_KickOff;value_Angle;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypePass;value_DeletedEventType;value_BlockedPass;value_Chipped;value_Launch;value_LongBall;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_LowGkIntervention;value_KeeperThrow;value_FlickOn;value_TouchTypeClearance;value_TakeOnOvertake;value_Overrun;value_Foul;value_Direct;value_ShirtPull/Holding;value_AttemptedTackle;value_RelatedEventId;value_RegularPlay;value_BoxCentre;value_TempShotOn;value_ProfessionalFoulLastMan;value_RedCard;value_GkX;value_GoalmouthZ;value_GoalmouthY;value_LeftFooted;value_CloseLeftAndHigh;value_OutOfBoxCentre;value_FreeKick;value_NotAssisted;value_GkY;value_NextEventGoalKick;value_GoalKick;value_Low;value_OutOfPlay;value_High;value_IntendedTackleTarget;value_Shove/Push;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_TouchTypeControl;value_ThroughBall;value_Assist;value_Assisted;value_IndividualPlay;value_CloseHigh;value_RightFooted;value_IntentionalAssist;value_BigChance;value_FirstTouch;value_LowCentre;value_BlockedY;value_BlockedX;value_ParriedDanger;value_OtherBodyPart;value_Stooping;value_YellowCard;value_TacticalFoul;value_InSwinger;value_Cross;value_Head;value_OutSwinger;value_BlockedCross;value_OtherObstacle;value_BallHitsReferee;value_NotVisible;value_LowLeft;value_FollowsADribble;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_BoxRight;value_GkYTimeOfGoal;value_GoalShotGameClock;value_Blocked;value_DefBlock;value_LowRight;value_FastBreak;value_Hands;value_Collected;value_Left;value_CornerTaken;value_HighGkIntervention;value_CloseRight;value_SwitchOfPlay;value_MediumGkIntervention;value_GkKickFromHands;value_LayOff;value_ParriedSafe;value_Standing;value_Right;value_FromCorner;value_HighRight;value_OverArm;value_Diving;value_KeeperTouched;value_FantasyAssistTeam;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistedBy;value_HighCentre;value_TimeWasting;value_Minutes;value_RecklessOffence;value_EndType;value_CloseLeft;value_35Centre;value_NotPastGoalLine;value_Volley;value_BoxDeepRight;value_Injury;value_InjuredPlayerId;value_Dissent;value_SetPiece;value_Defensive1V1;value_PullBack;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_CoachId;value_SecondYellow;value_BoxLeft;value_Caught;value_MisHit;value_BlockedClearance;value_SmallBoxRight;value_Handball;value_NotRetreating;value_Reaching;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663798927;1;34;16;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-03-28T00:16:00.032Z;2024-03-28T03:28:16Z;[{'id': 4902164247, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902164241, 'qualifierId': 59, 'value': '30, 48, 46, 67, 35, 23, 36, 38, 99, 90, 57, 29, 42, 47, 49, 51, 52, 61'}, {'id': 4902164245, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902164239, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4902262497, 'qualifierId': 194, 'value': '4ac61l7qt4s63hv34g8zsihgp'}, {'id': 4902164237, 'qualifierId': 30, 'value': '4ac61l7qt4s63hv34g8zsihgp, a1rc6kukly42y5j5smz3w72tw, 2ye36bmajaqbiwf8713uocob8, 3ybnbzd94ggt62wtqhtnbb1be, 1795jw1oc3pkthyq0kqexh65m, aqqjtiyr2nayy6rjq6wxk6ec4, 69h930ebovyl7rut5dz4r2iok, 8hftsf1ff8839jdbe3e6lmm1g, tc5nl1hz1w06jobp5ckktr3e, iu61re9bbusv2w7fu7w6505w, byelagxi3qg0rb06tjl3fodn8, 45b72f8szmqnv8tz06j7mj1wq, 6e688gqc8qzt0h9cutptkcd90, 658tknyb70yhkx52dg4ttngus, f4gpras1h3k8qfz71u84iyyok, cz98wcy8nq9hqncb2z33p4hec, btr1fg89bjqk2en1k4vbuxlp0, dmeyu5u98jwawdkmyv3a0vi8k'}, {'id': 4902164243, 'qualifierId': 130, 'value': '4'}, {'id': 4902262437, 'qualifierId': 197, 'value': '15045'}];;;;;bvhdkg2dwnj9oac0tne18pyc4;Team set up;;;;;;;4,0;15045,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2663799919;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-03-28T00:26:38.494Z;2024-03-28T01:03:46Z;[{'id': 4902169721, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902169713, 'qualifierId': 30, 'value': '2ig362xub2syd45v3usgymbkk, ahl3kfbfeubf6zfl7x8qrlm38, asy97zdxk0352toy38huzk222, dzo2odov052991qseshgfruju, 48vc423tkz4mx7oql1ahqneac, 8pl795qg2d886vtq8trzsucfe, 929ogu77f1e7edncwll3wv4t0, bxnegxnynd1glae8g0vfigfvu, 72xq9zy27facbbowtwsuzw0lw, es77zuezg8qvczh819uj6c844, 17x0wwjg47boyx7jua6vqf0gk, 6d45ccicyo6dregi9cm4ad4kq, 5gg2mxmy9ff40oku3s09gavl6, 6adi81qxodibea6d0hxa3qxas, 7ditqci7td8u4wj4dmirr3qzu, btwb71g6uu6ibxpx8ppwn9tsk, 8ftpgljt7qw0wmddiw9gqaot0, 4dytdbcoh08mvuobsc31qvgbu, mm0bv35ngf0sqh2yx2eza4x6, 3wkej06590b61lyqm7vt1kwes'}, {'id': 4902169725, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902199601, 'qualifierId': 197, 'value': '8379'}, {'id': 4902169723, 'qualifierId': 194, 'value': 'ahl3kfbfeubf6zfl7x8qrlm38'}, {'id': 4902169717, 'qualifierId': 59, 'value': '57, 42, 33, 41, 51, 44, 88, 92, 72, 47, 12, 23, 32, 38, 45, 52, 53, 54, 70, 81'}, {'id': 4902169719, 'qualifierId': 130, 'value': '4'}, {'id': 4902169715, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}];;;;;bvhdkg2dwnj9oac0tne18pyc4;Team set up;;;;;;;4,0;8379,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;0;0;Minnesota United II;0;;
2663805391;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-03-28T01:04:19.223Z;2024-03-29T10:02:29Z;[{'id': 4902200127, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;bvhdkg2dwnj9oac0tne18pyc4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;0;0;Minnesota United II;0;;
2663805389;3;32;1;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-03-28T01:04:19.223Z;2024-03-28T01:04:19Z;[{'id': 4902200125, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;bvhdkg2dwnj9oac0tne18pyc4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2663805397;3;1;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;50,3;50,0;2024-03-28T01:04:19.331Z;2024-03-28T01:56:40Z;[{'id': 4902200139, 'qualifierId': 140, 'value': '38.4'}, {'id': 4902200137, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902200143, 'qualifierId': 212, 'value': '13.2'}, {'id': 4902200141, 'qualifierId': 141, 'value': '56.3'}, {'id': 4902200147, 'qualifierId': 279, 'value': 'S'}, {'id': 4902200145, 'qualifierId': 213, 'value': '2.81'}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;38,4;;13,2;56,3;;2,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;38,4;56,3;;;;;;;0;0;0;0;Minnesota United II;0;FW;1,0
2663805411;4;1;1;0;2;cbip96wzs3jc2xadoluhhxotl;1;39,5;57,5;2024-03-28T01:04:21.545Z;2024-03-28T01:56:55Z;[{'id': 4902200221, 'qualifierId': 213, 'value': '5.17'}, {'id': 4902200213, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902200217, 'qualifierId': 141, 'value': '45.6'}, {'id': 4902200219, 'qualifierId': 212, 'value': '9.0'}, {'id': 4902200215, 'qualifierId': 140, 'value': '43.3'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;43,3;;9,0;45,6;;5,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;43,3;45,6;;;;;;;0;0;0;2;Minnesota United II;2;MC;1,0
2663805415;5;1;1;0;4;cbip96wzs3jc2xadoluhhxotl;1;46,2;41,7;2024-03-28T01:04:23.290Z;2024-03-29T10:23:29Z;[{'id': 4902200265, 'qualifierId': 141, 'value': '46.2'}, {'id': 4902200269, 'qualifierId': 213, 'value': '3.01'}, {'id': 4902200267, 'qualifierId': 212, 'value': '22.9'}, {'id': 4902200261, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902200263, 'qualifierId': 140, 'value': '24.6'}];929ogu77f1e7edncwll3wv4t0;I. Amparo;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;24,6;;22,9;46,2;;3,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;24,6;46,2;;;;;;;0;0;0;4;Minnesota United II;4;MC;1,0
2663805417;6;1;1;0;6;cbip96wzs3jc2xadoluhhxotl;1;21,4;41,8;2024-03-28T01:04:26.202Z;2024-03-28T01:04:28Z;[{'id': 4902200281, 'qualifierId': 213, 'value': '5.03'}, {'id': 4902200273, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902200275, 'qualifierId': 140, 'value': '28.0'}, {'id': 4902200279, 'qualifierId': 212, 'value': '22.0'}, {'id': 4902200277, 'qualifierId': 141, 'value': '11.1'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;28,0;;22,0;11,1;;5,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;28,0;11,1;;;;;;;0;0;0;6;Minnesota United II;6;DL;1,0
2663805427;7;1;1;0;7;cbip96wzs3jc2xadoluhhxotl;1;27,8;10,6;2024-03-28T01:04:26.994Z;2024-03-28T03:10:02Z;[{'id': 4902200333, 'qualifierId': 212, 'value': '14.7'}, {'id': 4902200331, 'qualifierId': 141, 'value': '26.1'}, {'id': 4902200335, 'qualifierId': 213, 'value': '0.80'}, {'id': 4902200329, 'qualifierId': 140, 'value': '37.6'}, {'id': 4902200327, 'qualifierId': 56, 'value': 'Back'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;37,6;;14,7;26,1;;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;37,6;26,1;;;;;;;0;0;0;7;Minnesota United II;7;DR;1,0
2663805429;8;50;1;0;8;cbip96wzs3jc2xadoluhhxotl;1;33,7;23,9;2024-03-28T01:04:28.169Z;2024-03-28T03:10:03Z;[{'id': 4902200339, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902200403, 'qualifierId': 233, 'value': '4'}, {'id': 4902200341, 'qualifierId': 286}];929ogu77f1e7edncwll3wv4t0;I. Amparo;;;bvhdkg2dwnj9oac0tne18pyc4;Dispossessed;;;;;;;;;;;;;;;;4,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;0;8;Minnesota United II;8;MC;1,0
