id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_Involved;value_TeamFormation;value_TeamKit;value_DirectionOfPlay;value_PassEndX;value_Zone;value_Length;value_PassEndY;value_KickOff;value_Angle;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypePass;value_DeletedEventType;value_BlockedPass;value_Chipped;value_Launch;value_LongBall;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_LowGkIntervention;value_KeeperThrow;value_FlickOn;value_TouchTypeClearance;value_TakeOnOvertake;value_Overrun;value_Foul;value_Direct;value_ShirtPull/Holding;value_AttemptedTackle;value_RelatedEventId;value_RegularPlay;value_BoxCentre;value_TempShotOn;value_ProfessionalFoulLastMan;value_RedCard;value_GkX;value_GoalmouthZ;value_GoalmouthY;value_LeftFooted;value_CloseLeftAndHigh;value_OutOfBoxCentre;value_FreeKick;value_NotAssisted;value_GkY;value_NextEventGoalKick;value_GoalKick;value_Low;value_OutOfPlay;value_High;value_IntendedTackleTarget;value_Shove/Push;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_TouchTypeControl;value_ThroughBall;value_Assist;value_Assisted;value_IndividualPlay;value_CloseHigh;value_RightFooted;value_IntentionalAssist;value_BigChance;value_FirstTouch;value_LowCentre;value_BlockedY;value_BlockedX;value_ParriedDanger;value_OtherBodyPart;value_Stooping;value_YellowCard;value_TacticalFoul;value_InSwinger;value_Cross;value_Head;value_OutSwinger;value_BlockedCross;value_OtherObstacle;value_BallHitsReferee;value_NotVisible;value_LowLeft;value_FollowsADribble;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_BoxRight;value_GkYTimeOfGoal;value_GoalShotGameClock;value_Blocked;value_DefBlock;value_LowRight;value_FastBreak;value_Hands;value_Collected;value_Left;value_CornerTaken;value_HighGkIntervention;value_CloseRight;value_SwitchOfPlay;value_MediumGkIntervention;value_GkKickFromHands;value_LayOff;value_ParriedSafe;value_Standing;value_Right;value_FromCorner;value_HighRight;value_OverArm;value_Diving;value_KeeperTouched;value_FantasyAssistTeam;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistedBy;value_HighCentre;value_TimeWasting;value_Minutes;value_RecklessOffence;value_EndType;value_CloseLeft;value_35Centre;value_NotPastGoalLine;value_Volley;value_BoxDeepRight;value_Injury;value_InjuredPlayerId;value_Dissent;value_SetPiece;value_Defensive1V1;value_PullBack;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_CoachId;value_SecondYellow;value_BoxLeft;value_Caught;value_MisHit;value_BlockedClearance;value_SmallBoxRight;value_Handball;value_NotRetreating;value_Reaching;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663807623;147;1;1;14;7;cbip96wzs3jc2xadoluhhxotl;1;27,4;77,5;2024-03-28T01:18:26.646Z;2024-03-28T01:18:28Z;[{'id': 4902212485, 'qualifierId': 140, 'value': '26.4'}, {'id': 4902212489, 'qualifierId': 212, 'value': '23.8'}, {'id': 4902212491, 'qualifierId': 213, 'value': '4.67'}, {'id': 4902212487, 'qualifierId': 141, 'value': '42.5'}, {'id': 4902212483, 'qualifierId': 56, 'value': 'Back'}];8pl795qg2d886vtq8trzsucfe;B. Pierre;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;26,4;;23,8;42,5;;4,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;26,4;42,5;;;;;;;0;0;14;7;Minnesota United II;847;DC;1,0
2663807629;148;1;1;14;8;cbip96wzs3jc2xadoluhhxotl;1;26,4;42,5;2024-03-28T01:18:28.054Z;2024-03-28T01:18:32Z;[{'id': 4902212525, 'qualifierId': 141, 'value': '12.0'}, {'id': 4902212529, 'qualifierId': 213, 'value': '5.05'}, {'id': 4902212527, 'qualifierId': 212, 'value': '22.0'}, {'id': 4902212521, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212523, 'qualifierId': 140, 'value': '33.3'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;33,3;;22,0;12,0;;5,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;33,3;12,0;;;;;;;0;0;14;8;Minnesota United II;848;DL;1,0
2663807633;149;1;1;14;13;cbip96wzs3jc2xadoluhhxotl;1;27,9;19,2;2024-03-28T01:18:32.693Z;2024-03-28T01:18:34Z;[{'id': 4902212553, 'qualifierId': 213, 'value': '1.61'}, {'id': 4902212547, 'qualifierId': 140, 'value': '27.5'}, {'id': 4902212549, 'qualifierId': 141, 'value': '37.1'}, {'id': 4902212551, 'qualifierId': 212, 'value': '12.2'}, {'id': 4902212545, 'qualifierId': 56, 'value': 'Back'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;27,5;;12,2;37,1;;1,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;27,5;37,1;;;;;;;0;0;14;13;Minnesota United II;853;DR;1,0
2663807641;150;1;1;14;15;cbip96wzs3jc2xadoluhhxotl;1;27,5;37,1;2024-03-28T01:18:34.424Z;2024-03-28T01:18:37Z;[{'id': 4902212583, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212585, 'qualifierId': 140, 'value': '40.0'}, {'id': 4902212591, 'qualifierId': 213, 'value': '5.73'}, {'id': 4902212589, 'qualifierId': 212, 'value': '15.4'}, {'id': 4902212587, 'qualifierId': 141, 'value': '25.3'}];929ogu77f1e7edncwll3wv4t0;I. Amparo;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;40,0;;15,4;25,3;;5,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;40,0;25,3;;;;;;;0;0;14;15;Minnesota United II;855;MC;1,0
2663807645;151;1;1;14;18;cbip96wzs3jc2xadoluhhxotl;1;40,0;25,3;2024-03-28T01:18:37.333Z;2024-03-28T01:18:38Z;[{'id': 4902212615, 'qualifierId': 141, 'value': '7.0'}, {'id': 4902212619, 'qualifierId': 213, 'value': '3.87'}, {'id': 4902212617, 'qualifierId': 212, 'value': '18.8'}, {'id': 4902212611, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212613, 'qualifierId': 140, 'value': '26.6'}];dzo2odov052991qseshgfruju;D. Iskenderian;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;26,6;;18,8;7,0;;3,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;26,6;7,0;;;;;;;0;0;14;18;Minnesota United II;858;MC;1,0
2663807649;152;1;1;14;19;cbip96wzs3jc2xadoluhhxotl;1;27,1;10,1;2024-03-28T01:18:38.406Z;2024-03-28T01:18:41Z;[{'id': 4902212635, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212639, 'qualifierId': 141, 'value': '3.1'}, {'id': 4902212637, 'qualifierId': 140, 'value': '39.5'}, {'id': 4902212643, 'qualifierId': 213, 'value': '5.93'}, {'id': 4902212641, 'qualifierId': 212, 'value': '13.9'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;39,5;;13,9;3,1;;5,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;39,5;3,1;;;;;;;0;0;14;19;Minnesota United II;859;DR;1,0
2663807653;153;1;1;14;21;cbip96wzs3jc2xadoluhhxotl;1;39,5;3,1;2024-03-28T01:18:40.854Z;2024-03-29T11:12:37Z;[{'id': 4902212667, 'qualifierId': 213, 'value': '2.79'}, {'id': 4902212663, 'qualifierId': 141, 'value': '9.8'}, {'id': 4902212661, 'qualifierId': 140, 'value': '27.7'}, {'id': 4902212659, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212665, 'qualifierId': 212, 'value': '13.2'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;27,7;;13,2;9,8;;2,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;27,7;9,8;;;;;;;0;0;14;21;Minnesota United II;861;MC;1,0
2663807659;154;1;1;14;22;cbip96wzs3jc2xadoluhhxotl;1;27,7;9,8;2024-03-28T01:18:41.669Z;2024-03-28T01:18:42Z;[{'id': 4902212697, 'qualifierId': 140, 'value': '38.9'}, {'id': 4902212703, 'qualifierId': 213, 'value': '0.46'}, {'id': 4902212695, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212699, 'qualifierId': 141, 'value': '18.3'}, {'id': 4902212701, 'qualifierId': 212, 'value': '13.1'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;38,9;;13,1;18,3;;0,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;38,9;18,3;;;;;;;0;0;14;22;Minnesota United II;862;DR;1,0
2663807661;155;1;1;14;23;cbip96wzs3jc2xadoluhhxotl;1;39,0;18,3;2024-03-28T01:18:42.773Z;2024-03-28T01:18:44Z;[{'id': 4902212713, 'qualifierId': 212, 'value': '6.2'}, {'id': 4902212709, 'qualifierId': 140, 'value': '36.9'}, {'id': 4902212707, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212715, 'qualifierId': 213, 'value': '4.35'}, {'id': 4902212711, 'qualifierId': 141, 'value': '9.7'}];es77zuezg8qvczh819uj6c844;D. Barker John;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;36,9;;6,2;9,7;;4,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;36,9;9,7;;;;;;;0;0;14;23;Minnesota United II;863;FWR;1,0
2663807671;156;1;1;14;24;cbip96wzs3jc2xadoluhhxotl;1;37,2;9,2;2024-03-28T01:18:44.101Z;2024-03-28T01:18:45Z;[{'id': 4902212765, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212771, 'qualifierId': 212, 'value': '10.4'}, {'id': 4902212769, 'qualifierId': 141, 'value': '24.4'}, {'id': 4902212767, 'qualifierId': 140, 'value': '38.1'}, {'id': 4902212773, 'qualifierId': 213, 'value': '1.48'}];dzo2odov052991qseshgfruju;D. Iskenderian;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;38,1;;10,4;24,4;;1,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;38,1;24,4;;;;;;;0;0;14;24;Minnesota United II;864;MC;1,0
2663807681;157;1;1;14;25;cbip96wzs3jc2xadoluhhxotl;1;38,0;24,4;2024-03-28T01:18:45.191Z;2024-03-28T01:18:53Z;[{'id': 4902212859, 'qualifierId': 213, 'value': '1.03'}, {'id': 4902212855, 'qualifierId': 141, 'value': '42.5'}, {'id': 4902212857, 'qualifierId': 212, 'value': '14.3'}, {'id': 4902212851, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212853, 'qualifierId': 140, 'value': '45.0'}];es77zuezg8qvczh819uj6c844;D. Barker John;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;45,0;;14,3;42,5;;1,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;45,0;42,5;;;;;;;0;0;14;25;Minnesota United II;865;FWR;1,0
2663807683;158;1;1;14;34;cbip96wzs3jc2xadoluhhxotl;1;80,5;24,2;2024-03-28T01:18:53.605Z;2024-03-29T11:13:10Z;[{'id': 4902212863, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902213205, 'qualifierId': 210, 'value': '15'}, {'id': 4902213207, 'qualifierId': 154}, {'id': 4902212867, 'qualifierId': 141, 'value': '59.1'}, {'id': 4902212865, 'qualifierId': 140, 'value': '93.0'}, {'id': 4902212871, 'qualifierId': 213, 'value': '1.07'}, {'id': 4902212869, 'qualifierId': 212, 'value': '27.1'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;1,0;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;93,0;;27,1;59,1;;1,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;93,0;59,1;;;;;;;0;0;14;34;Minnesota United II;874;FWL;1,0
2663807687;159;15;1;14;36;cbip96wzs3jc2xadoluhhxotl;1;92,4;59,7;2024-03-28T01:18:55.778Z;2024-03-29T11:13:25Z;[{'id': 4902213223, 'qualifierId': 214}, {'id': 4902213219, 'qualifierId': 102, 'value': '50.4'}, {'id': 4902212891, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902213211, 'qualifierId': 29}, {'id': 4902213215, 'qualifierId': 55, 'value': '158'}, {'id': 4902237801, 'qualifierId': 17}, {'id': 4902212887, 'qualifierId': 22}, {'id': 4902237803, 'qualifierId': 328}, {'id': 4902213213, 'qualifierId': 154}, {'id': 4902213231, 'qualifierId': 233, 'value': '95'}, {'id': 4902213209, 'qualifierId': 78}, {'id': 4902213151, 'qualifierId': 72}, {'id': 4902213227, 'qualifierId': 147, 'value': '57.9'}, {'id': 4902213221, 'qualifierId': 103, 'value': '14.6'}, {'id': 4902213225, 'qualifierId': 146, 'value': '93.6'}];asy97zdxk0352toy38huzk222;T. Silva;;;bvhdkg2dwnj9oac0tne18pyc4;Attempt Saved;;;;;;;;;;;;;;;;95,0;;;;;;;;;;;;;;;;;;;;;;;158,0;1,0;1,0;;;;;14,6;50,4;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;1,0;1,0;1,0;57,9;93,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;93,6;57,9;50,4;14.6;158,0;17x0wwjg47boyx7jua6vqf0gk;0;0;14;36;Minnesota United II;876;DC;1,0
2663807685;95;10;1;14;36;1pc6sx2h4rp113ldkbp5d2xas;1;6,5;41,8;2024-03-28T01:18:55.878Z;2024-03-29T12:46:30Z;[{'id': 4902212883, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902213165, 'qualifierId': 233, 'value': '159'}, {'id': 4902213545, 'qualifierId': 174}, {'id': 4902213549, 'qualifierId': 21}, {'id': 4903248701, 'qualifierId': 376}, {'id': 4902213547, 'qualifierId': 180}];4ac61l7qt4s63hv34g8zsihgp;A. Smir;;;bvhdkg2dwnj9oac0tne18pyc4;Save;;;;;;;;;;;;;;;;159,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;14;36;Real Monarchs;876;GK;1,0
2663807799;162;61;1;14;39;cbip96wzs3jc2xadoluhhxotl;1;92,9;60,1;2024-03-28T01:18:58.903Z;2024-03-29T11:13:45Z;[{'id': 4902213603, 'qualifierId': 56, 'value': 'Center'}];asy97zdxk0352toy38huzk222;T. Silva;;;bvhdkg2dwnj9oac0tne18pyc4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;14;39;Minnesota United II;879;DC;1,0
2663807695;96;12;1;14;42;1pc6sx2h4rp113ldkbp5d2xas;1;5,0;46,4;2024-03-28T01:19:01.688Z;2024-03-29T11:13:55Z;[{'id': 4902212949, 'qualifierId': 213, 'value': '0.17'}, {'id': 4902212945, 'qualifierId': 141, 'value': '62.8'}, {'id': 4902212941, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902212947, 'qualifierId': 212, 'value': '65.7'}, {'id': 4902212943, 'qualifierId': 140, 'value': '66.7'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;bvhdkg2dwnj9oac0tne18pyc4;Clearance;;;;;;;;;;66,7;;65,7;62,8;;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;66,7;62,8;;;;;;;0;0;14;42;Real Monarchs;882;DL;1,0
2663807697;97;49;1;14;45;1pc6sx2h4rp113ldkbp5d2xas;1;65,6;60,9;2024-03-28T01:19:05.064Z;2024-03-28T01:19:05Z;[];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;bvhdkg2dwnj9oac0tne18pyc4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;14;45;Real Monarchs;885;FW;1,0
2663807701;98;4;1;14;49;1pc6sx2h4rp113ldkbp5d2xas;1;67,2;66,6;2024-03-28T01:19:08.233Z;2024-03-28T01:19:10Z;[{'id': 4902212999, 'qualifierId': 233, 'value': '160'}, {'id': 4902212973, 'qualifierId': 152}, {'id': 4902212975, 'qualifierId': 265}, {'id': 4902212979, 'qualifierId': 286}, {'id': 4902212971, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902212969, 'qualifierId': 13}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;bvhdkg2dwnj9oac0tne18pyc4;Foul;;;;;;;;;;;;;;;;160,0;1,0;;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;14;49;Real Monarchs;889;FW;1,0
2663807703;160;4;1;14;49;cbip96wzs3jc2xadoluhhxotl;0;32,8;33,4;2024-03-28T01:19:08.234Z;2024-03-28T01:19:17Z;[{'id': 4902212995, 'qualifierId': 265}, {'id': 4902213003, 'qualifierId': 233, 'value': '98'}, {'id': 4902212989, 'qualifierId': 13}, {'id': 4902212997, 'qualifierId': 285}, {'id': 4902212991, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902212993, 'qualifierId': 152}, {'id': 4902213063, 'qualifierId': 55, 'value': '161'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;bvhdkg2dwnj9oac0tne18pyc4;Foul;;;;;;;;;;;;;;;;98,0;;1,0;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;161,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;161,0;48vc423tkz4mx7oql1ahqneac;0;0;14;49;Minnesota United II;889;DL;1,0
2663807709;161;17;1;14;53;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-03-28T01:19:12.565Z;2024-03-29T12:45:12Z;[{'id': 4902213055, 'qualifierId': 13, 'value': '243'}, {'id': 4902213057, 'qualifierId': 55, 'value': '160'}, {'id': 4902213051, 'qualifierId': 31}, {'id': 4902213053, 'qualifierId': 393}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;bvhdkg2dwnj9oac0tne18pyc4;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243,0;;;;160,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;160,0;48vc423tkz4mx7oql1ahqneac;0;0;14;53;Minnesota United II;893;DL;1,0
2663807831;99;1;1;15;54;1pc6sx2h4rp113ldkbp5d2xas;0;72,2;78,3;2024-03-28T01:20:13.784Z;2024-03-29T11:17:29Z;[{'id': 4902213773, 'qualifierId': 56, 'value': 'Center'}, {'id': 4903253903, 'qualifierId': 223}, {'id': 4902213781, 'qualifierId': 213, 'value': '5.62'}, {'id': 4902213769, 'qualifierId': 155}, {'id': 4902213779, 'qualifierId': 212, 'value': '26.6'}, {'id': 4903253905, 'qualifierId': 20}, {'id': 4902213777, 'qualifierId': 141, 'value': '54.2'}, {'id': 4902213771, 'qualifierId': 152}, {'id': 4902213765, 'qualifierId': 2}, {'id': 4902213767, 'qualifierId': 5}, {'id': 4902213775, 'qualifierId': 140, 'value': '92.2'}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;bvhdkg2dwnj9oac0tne18pyc4;Pass;;;;;;;;;;92,2;;26,6;54,2;;5,62;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;92,2;54,2;;;;;;;0;0;15;54;Real Monarchs;954;MC;1,0
2663807841;163;12;1;15;57;cbip96wzs3jc2xadoluhhxotl;1;8,5;42,7;2024-03-28T01:20:16.965Z;2024-03-29T11:17:49Z;[{'id': 4902213805, 'qualifierId': 141, 'value': '48.5'}, {'id': 4902213809, 'qualifierId': 213, 'value': '0.32'}, {'id': 4902213807, 'qualifierId': 212, 'value': '12.4'}, {'id': 4902213803, 'qualifierId': 140, 'value': '19.7'}, {'id': 4902213801, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902213817, 'qualifierId': 15}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;bvhdkg2dwnj9oac0tne18pyc4;Clearance;;;;;;;;;;19,7;;12,4;48,5;;0,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;19,7;48,5;;;;;;;0;0;15;57;Minnesota United II;957;DL;1,0
2663807845;164;61;1;15;59;cbip96wzs3jc2xadoluhhxotl;1;21,4;49,0;2024-03-28T01:20:18.885Z;2024-03-28T01:21:25Z;[{'id': 4902213831, 'qualifierId': 56, 'value': 'Back'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;bvhdkg2dwnj9oac0tne18pyc4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;15;59;Minnesota United II;959;FWL;1,0
