id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_Captain;value_Involved;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_Angle;value_KickOff;value_Length;value_Zone;value_PassEndY;value_Chipped;value_LongBall;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Direct;value_AttemptedTackle;value_Foul;value_Defensive;value_FreeKickTaken;value_SwitchOfPlay;value_Cross;value_HeadPass;value_FlickOn;value_IntendedTackleTarget;value_NextEventGoalKick;value_GoalKick;value_Low;value_BlockedPass;value_Launch;value_Shove/Push;value_DeletedEventType;value_PlayersCaughtOffside;value_OutOfPlay;value_LayOff;value_Head;value_KeeperThrow;value_OverArm;value_Left;value_Right;value_InSwinger;value_IntentionalAssist;value_CornerTaken;value_Assist;value_SmallBoxLeft;value_Blocked;value_SixYardBlocked;value_GoalmouthY;value_GoalmouthZ;value_BlockedX;value_GkX;value_LowLeft;value_FirstTouch;value_RelatedEventId;value_GkY;value_Assisted;value_FromCorner;value_BlockedY;value_DefBlock;value_NotAssisted;value_IndividualPlay;value_HighLeft;value_LeftFooted;value_OutOfBoxCentre;value_Overrun;value_RightFooted;value_CloseLeft;value_BoxLeft;value_RegularPlay;value_GoalShotTimestamp;value_GoalShotGameClock;value_LowCentre;value_BigChance;value_High;value_BoxCentre;value_SetPiece;value_SmallBoxCentre;value_KeeperTouched;value_Injury;value_InjuredPlayerId;value_Indirect;value_PullBack;value_Minutes;value_BlockedCross;value_GkHoof;value_EndType;value_HighClaim;value_ParriedSafe;value_Sliding;value_OtherBodyPart;value_Unchallenged;value_Dissent;value_YellowCard;value_LowRight;value_Hands;value_Diving;value_NotPastGoalLine;value_VideoCoverageLost;value_OverhitCross;value_FreeKick;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_CloseRight;value_35Centre;value_Volley;value_Standing;value_BoxRight;value_HighRight;value_SmallBoxRight;value_ShirtPull/Holding;value_TacticalFoul;value_PenaltyTakerId;value_NotVisible;value_Penalty;value_RecklessOffence;value_FantasyAssistTeam;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistedBy;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Scored;value_BoxDeepLeft;value_Collected;value_HitWoodwork;value_HighCentre;value_HitBar;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2712136759;66;7;1;8;2;iiolvosiuokkrl5iuoxcjo4p;1;45,3;9,0;2024-08-24T01:13:14.774Z;2024-08-24T01:13:19Z;[{'id': 5166222327, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166222329, 'qualifierId': 285}, {'id': 5166222335, 'qualifierId': 233, 'value': '103'}, {'id': 5166222325, 'qualifierId': 167}];etyqw24tl6zko0qarctyv6ane;R. Peña;;;eu9y74g23043z4usj838iigic;Tackle;;;;;;;;;;;;;;;;;;;103,0;;;;;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;8;2;Austin II;482;MC;1,0
2712136763;67;5;1;8;3;iiolvosiuokkrl5iuoxcjo4p;0;46,2;-1,0;2024-08-24T01:13:15.972Z;2024-08-24T01:16:43Z;[{'id': 5166222395, 'qualifierId': 233, 'value': '104'}, {'id': 5166222367, 'qualifierId': 347}, {'id': 5166222365, 'qualifierId': 56, 'value': 'Back'}];etyqw24tl6zko0qarctyv6ane;R. Peña;;;eu9y74g23043z4usj838iigic;Out;;;;;;;;;;;;;;;;;;1,0;104,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;8;3;Austin II;483;MC;1,0
2712136767;104;5;1;8;3;d0c07im4a6oj8qa7f1zlt3pqs;1;53,8;101,0;2024-08-24T01:13:15.972Z;2024-08-24T01:13:21Z;[{'id': 5166222385, 'qualifierId': 56, 'value': 'Left'}, {'id': 5166222387, 'qualifierId': 347}, {'id': 5166222391, 'qualifierId': 233, 'value': '67'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;eu9y74g23043z4usj838iigic;Out;;;;;;;;;;;;;;;;;;1,0;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;8;3;Colorado Rapids II;483;DC;1,0
2712136795;105;1;1;8;8;d0c07im4a6oj8qa7f1zlt3pqs;1;49,8;100,0;2024-08-24T01:13:20.789Z;2024-08-24T01:13:26Z;[{'id': 5166222577, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166222581, 'qualifierId': 141, 'value': '82.9'}, {'id': 5166222583, 'qualifierId': 212, 'value': '18.7'}, {'id': 5166222579, 'qualifierId': 140, 'value': '36.3'}, {'id': 5166222585, 'qualifierId': 213, 'value': '3.85'}, {'id': 5166222575, 'qualifierId': 107}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;36,3;3,85;;18,7;;82,9;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;36,3;82,9;;;;;;;;0;8;8;Colorado Rapids II;488;DC;1,0
2712136809;106;1;1;8;13;d0c07im4a6oj8qa7f1zlt3pqs;1;37,3;73,9;2024-08-24T01:13:26.104Z;2024-08-24T01:13:30Z;[{'id': 5166222711, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166222713, 'qualifierId': 140, 'value': '33.7'}, {'id': 5166222717, 'qualifierId': 212, 'value': '24.5'}, {'id': 5166222715, 'qualifierId': 141, 'value': '38.3'}, {'id': 5166222719, 'qualifierId': 213, 'value': '4.56'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;33,7;4,56;;24,5;;38,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;33,7;38,3;;;;;;;;0;8;13;Colorado Rapids II;493;DC;1,0
2712136821;68;45;1;8;17;iiolvosiuokkrl5iuoxcjo4p;0;64,4;73,2;2024-08-24T01:13:30.324Z;2024-08-24T01:16:47Z;[{'id': 5166222777, 'qualifierId': 233, 'value': '107'}, {'id': 5166222769, 'qualifierId': 56, 'value': 'Center'}, {'id': 5166222771, 'qualifierId': 285}];1p1ektnr3l7lj518cbs2dnmdw;R. Garcia;;;eu9y74g23043z4usj838iigic;Challenge;;;;;;;;;;;;;;;;;;;107,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;8;17;Austin II;497;FWL;1,0
2712136819;107;3;1;8;17;d0c07im4a6oj8qa7f1zlt3pqs;1;35,6;26,8;2024-08-24T01:13:30.324Z;2024-08-24T01:16:47Z;[{'id': 5166222761, 'qualifierId': 286}, {'id': 5166222757, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166222773, 'qualifierId': 233, 'value': '68'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eu9y74g23043z4usj838iigic;Take On;;;;;;;;;;;;;;;;;;;68,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;8;17;Colorado Rapids II;497;DL;1,0
2712136855;108;1;1;8;18;d0c07im4a6oj8qa7f1zlt3pqs;1;40,1;33,1;2024-08-24T01:13:31.012Z;2024-08-24T01:13:37Z;[{'id': 5166222923, 'qualifierId': 212, 'value': '16.6'}, {'id': 5166222917, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166222921, 'qualifierId': 141, 'value': '9.2'}, {'id': 5166222919, 'qualifierId': 140, 'value': '43.1'}, {'id': 5166222925, 'qualifierId': 213, 'value': '4.90'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;43,1;4,9;;16,6;;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;43,1;9,2;;;;;;;;0;8;18;Colorado Rapids II;498;DL;1,0
2712136865;109;4;1;8;26;d0c07im4a6oj8qa7f1zlt3pqs;1;28,5;3,0;2024-08-24T01:13:39.236Z;2024-08-24T01:15:05Z;[{'id': 5166222993, 'qualifierId': 152}, {'id': 5166222989, 'qualifierId': 13}, {'id': 5166223083, 'qualifierId': 285}, {'id': 5166222991, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166222995, 'qualifierId': 265}, {'id': 5166223079, 'qualifierId': 233, 'value': '69'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;eu9y74g23043z4usj838iigic;Foul;;;;;;;;;;;;;;;;;;;69,0;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;8;26;Colorado Rapids II;506;DR;1,0
2712136869;69;4;1;8;26;iiolvosiuokkrl5iuoxcjo4p;0;71,5;97,0;2024-08-24T01:13:39.237Z;2024-08-24T01:15:05Z;[{'id': 5166223059, 'qualifierId': 265}, {'id': 5166223087, 'qualifierId': 233, 'value': '109'}, {'id': 5166223055, 'qualifierId': 56, 'value': 'Left'}, {'id': 5166223057, 'qualifierId': 152}, {'id': 5166223061, 'qualifierId': 286}, {'id': 5166223053, 'qualifierId': 13}];1p1ektnr3l7lj518cbs2dnmdw;R. Garcia;;;eu9y74g23043z4usj838iigic;Foul;;;;;;;;;;;;;;;;;;;109,0;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;8;26;Austin II;506;FWL;1,0
2712136935;110;1;1;8;37;d0c07im4a6oj8qa7f1zlt3pqs;1;30,0;6,2;2024-08-24T01:13:50.420Z;2024-08-24T01:13:55Z;[{'id': 5166223429, 'qualifierId': 212, 'value': '10.0'}, {'id': 5166223425, 'qualifierId': 140, 'value': '23.1'}, {'id': 5166223421, 'qualifierId': 152}, {'id': 5166223419, 'qualifierId': 5}, {'id': 5166223423, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166223431, 'qualifierId': 213, 'value': '2.38'}, {'id': 5166223427, 'qualifierId': 141, 'value': '16.4'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;23,1;2,38;;10,0;;16,4;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;23,1;16,4;;;;;;;;0;8;37;Colorado Rapids II;517;DR;1,0
2712136953;111;1;1;8;42;d0c07im4a6oj8qa7f1zlt3pqs;1;25,7;27,4;2024-08-24T01:13:55.364Z;2024-08-24T01:13:59Z;[{'id': 5166223519, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166223521, 'qualifierId': 140, 'value': '26.0'}, {'id': 5166223527, 'qualifierId': 213, 'value': '1.56'}, {'id': 5166223523, 'qualifierId': 141, 'value': '61.1'}, {'id': 5166223525, 'qualifierId': 212, 'value': '22.9'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;26,0;1,56;;22,9;;61,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;26,0;61,1;;;;;;;;0;8;42;Colorado Rapids II;522;DL;1,0
2712136983;112;1;1;8;46;d0c07im4a6oj8qa7f1zlt3pqs;1;26,2;61,2;2024-08-24T01:13:58.964Z;2024-08-24T01:14:02Z;[{'id': 5166223675, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166223679, 'qualifierId': 141, 'value': '60.2'}, {'id': 5166223683, 'qualifierId': 213, 'value': '6.22'}, {'id': 5166223681, 'qualifierId': 212, 'value': '10.8'}, {'id': 5166223677, 'qualifierId': 140, 'value': '36.5'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;36,5;6,22;;10,8;;60,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;36,5;60,2;;;;;;;;0;8;46;Colorado Rapids II;526;DC;1,0
2712136989;113;1;1;8;49;d0c07im4a6oj8qa7f1zlt3pqs;1;34,9;57,0;2024-08-24T01:14:02.084Z;2024-08-24T01:14:03Z;[{'id': 5166223721, 'qualifierId': 140, 'value': '36.4'}, {'id': 5166223719, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166223723, 'qualifierId': 141, 'value': '45.7'}, {'id': 5166223727, 'qualifierId': 213, 'value': '4.91'}, {'id': 5166223725, 'qualifierId': 212, 'value': '7.8'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;36,4;4,91;;7,8;;45,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;36,4;45,7;;;;;;;;0;8;49;Colorado Rapids II;529;MC;1,0
2712137013;114;1;1;8;51;d0c07im4a6oj8qa7f1zlt3pqs;1;36,4;45,7;2024-08-24T01:14:03.860Z;2024-08-24T01:14:07Z;[{'id': 5166223895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166223897, 'qualifierId': 140, 'value': '36.2'}, {'id': 5166223901, 'qualifierId': 212, 'value': '9.0'}, {'id': 5166223899, 'qualifierId': 141, 'value': '59.0'}, {'id': 5166223903, 'qualifierId': 213, 'value': '1.59'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;36,2;1,59;;9,0;;59,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;36,2;59,0;;;;;;;;0;8;51;Colorado Rapids II;531;MC;1,0
2712137057;115;1;1;8;54;d0c07im4a6oj8qa7f1zlt3pqs;1;37,0;58,7;2024-08-24T01:14:07.252Z;2024-08-24T01:14:15Z;[{'id': 5166224119, 'qualifierId': 213, 'value': '4.47'}, {'id': 5166224115, 'qualifierId': 141, 'value': '37.4'}, {'id': 5166224113, 'qualifierId': 140, 'value': '33.6'}, {'id': 5166224117, 'qualifierId': 212, 'value': '14.9'}, {'id': 5166224111, 'qualifierId': 56, 'value': 'Back'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;33,6;4,47;;14,9;;37,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;33,6;37,4;;;;;;;;0;8;54;Colorado Rapids II;534;MC;1,0
2712137077;116;1;1;9;2;d0c07im4a6oj8qa7f1zlt3pqs;1;35,7;40,0;2024-08-24T01:14:15.524Z;2024-08-24T01:14:19Z;[{'id': 5166224243, 'qualifierId': 140, 'value': '45.7'}, {'id': 5166224247, 'qualifierId': 212, 'value': '17.5'}, {'id': 5166224241, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166224245, 'qualifierId': 141, 'value': '19.5'}, {'id': 5166224249, 'qualifierId': 213, 'value': '5.36'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;45,7;5,36;;17,5;;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;45,7;19,5;;;;;;;;0;9;2;Colorado Rapids II;542;DL;1,0
2712137081;117;1;1;9;7;d0c07im4a6oj8qa7f1zlt3pqs;1;46,3;5,6;2024-08-24T01:14:19.812Z;2024-08-24T01:14:21Z;[{'id': 5166224295, 'qualifierId': 141, 'value': '5.5'}, {'id': 5166224293, 'qualifierId': 140, 'value': '55.9'}, {'id': 5166224299, 'qualifierId': 213, 'value': '6.28'}, {'id': 5166224297, 'qualifierId': 212, 'value': '10.1'}, {'id': 5166224291, 'qualifierId': 56, 'value': 'Right'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;55,9;6,28;;10,1;;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;55,9;5,5;;;;;;;;0;9;7;Colorado Rapids II;547;MC;1,0
2712137087;118;3;1;9;8;d0c07im4a6oj8qa7f1zlt3pqs;0;56,6;4,8;2024-08-24T01:14:21.203Z;2024-08-24T01:15:07Z;[{'id': 5166224315, 'qualifierId': 56, 'value': 'Right'}, {'id': 5166224347, 'qualifierId': 233, 'value': '70'}, {'id': 5166224317, 'qualifierId': 286}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;;eu9y74g23043z4usj838iigic;Take On;;;;;;;;;;;;;;;;;;;70,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;9;8;Colorado Rapids II;548;FWR;1,0
2712137085;70;7;1;9;8;iiolvosiuokkrl5iuoxcjo4p;0;43,4;95,2;2024-08-24T01:14:21.204Z;2024-08-24T01:15:06Z;[{'id': 5166224307, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166224309, 'qualifierId': 285}, {'id': 5166224327, 'qualifierId': 233, 'value': '118'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;;eu9y74g23043z4usj838iigic;Tackle;;;;;;;;;;;;;;;;;;;118,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;9;8;Austin II;548;MC;1,0
2712137131;119;1;1;9;15;d0c07im4a6oj8qa7f1zlt3pqs;1;95,0;10,3;2024-08-24T01:14:28.180Z;2024-08-24T01:14:33Z;[{'id': 5166224591, 'qualifierId': 155}, {'id': 5166224593, 'qualifierId': 56, 'value': 'Left'}, {'id': 5166224589, 'qualifierId': 2}, {'id': 5166224597, 'qualifierId': 141, 'value': '93.8'}, {'id': 5166224599, 'qualifierId': 212, 'value': '57.1'}, {'id': 5166224601, 'qualifierId': 213, 'value': '1.68'}, {'id': 5166224595, 'qualifierId': 140, 'value': '89.1'}, {'id': 5166224603, 'qualifierId': 1}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;89,1;1,68;;57,1;;93,8;1,0;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;89,1;93,8;;;;;;;;0;9;15;Colorado Rapids II;555;FWR;1,0
2712137137;120;1;1;9;21;d0c07im4a6oj8qa7f1zlt3pqs;1;89,1;93,8;2024-08-24T01:14:33.779Z;2024-08-24T01:14:42Z;[{'id': 5166224645, 'qualifierId': 141, 'value': '91.5'}, {'id': 5166224649, 'qualifierId': 213, 'value': '3.29'}, {'id': 5166224641, 'qualifierId': 56, 'value': 'Left'}, {'id': 5166224647, 'qualifierId': 212, 'value': '10.3'}, {'id': 5166224643, 'qualifierId': 140, 'value': '79.4'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;79,4;3,29;;10,3;;91,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;79,4;91,5;;;;;;;;0;9;21;Colorado Rapids II;561;FW;1,0
2712137155;121;1;1;9;22;d0c07im4a6oj8qa7f1zlt3pqs;0;79,7;91,5;2024-08-24T01:14:35.140Z;2024-08-24T01:14:37Z;[{'id': 5166224763, 'qualifierId': 213, 'value': '4.52'}, {'id': 5166224757, 'qualifierId': 140, 'value': '76.2'}, {'id': 5166224759, 'qualifierId': 141, 'value': '64.3'}, {'id': 5166224761, 'qualifierId': 212, 'value': '18.9'}, {'id': 5166224755, 'qualifierId': 56, 'value': 'Center'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;76,2;4,52;;18,9;;64,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;76,2;64,3;;;;;;;;0;9;22;Colorado Rapids II;562;DC;1,0
2712137157;71;49;1;9;25;iiolvosiuokkrl5iuoxcjo4p;1;29,6;38,9;2024-08-24T01:14:37.603Z;2024-08-24T01:14:37Z;[];f1oc42nax0yel4gblge49py7e;D. Amadou;;;eu9y74g23043z4usj838iigic;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;9;25;Austin II;565;MC;1,0
2712137173;72;1;1;9;26;iiolvosiuokkrl5iuoxcjo4p;1;29,4;42,4;2024-08-24T01:14:38.996Z;2024-08-24T01:14:40Z;[{'id': 5166224843, 'qualifierId': 212, 'value': '11.2'}, {'id': 5166224837, 'qualifierId': 56, 'value': 'Back'}, {'id': 5166224841, 'qualifierId': 141, 'value': '57.8'}, {'id': 5166224839, 'qualifierId': 140, 'value': '25.7'}, {'id': 5166224845, 'qualifierId': 213, 'value': '1.93'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;eu9y74g23043z4usj838iigic;Pass;;;;;;;;;;25,7;1,93;;11,2;;57,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;25,7;57,8;;;;;;;;0;9;26;Austin II;566;MC;1,0
