id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_Resume;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_Angle;value_PassEndY;value_PassEndX;value_Zone;value_Length;value_Foul;value_Direct;value_Offensive;value_OppositeRelatedEventId;value_Shove/Push;value_Defensive;value_FreeKickTaken;value_Chipped;value_DeletedEventType;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_LongBall;value_ThroughBall;value_HighGkIntervention;value_SwitchOfPlay;value_TakeOnOvertake;value_OverhitCross;value_Cross;value_OutSwinger;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_IntendedTackleTarget;value_TakeOnSpace;value_OutOfPlay;value_NotVisible;value_LayOff;value_BlockedPass;value_PlayersCaughtOffside;value_Indirect;value_HeadPass;value_TouchTypeClearance;value_AttemptedTackle;value_IncorrectOutOfPlayDecision;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_MediumGkIntervention;value_Launch;value_Assist;value_CloseLeft;value_GkX;value_GkY;value_RegularPlay;value_GoalmouthZ;value_GoalmouthY;value_IndividualPlay;value_OutOfBoxCentre;value_Assisted;value_High;value_Defensive1V1;value_YellowCard;value_TacticalFoul;value_NotAssisted;value_FreeKick;value_CloseRight;value_IntentionalAssist;value_PullBack;value_GkYTimeOfGoal;value_GoalShotGameClock;value_BigChance;value_FirstTouch;value_BoxCentre;value_GkXTimeOfGoal;value_HighRight;value_GoalShotTimestamp;value_KickOff;value_LowCentre;value_BlockedY;value_BoxRight;value_BlockedX;value_Hands;value_Collected;value_Standing;value_KeeperThrow;value_LowGkIntervention;value_ShirtPull/Holding;value_Left;value_TouchTypeControl;value_FlickOn;value_LeftFooted;value_Head;value_DrivenCross;value_Straight;value_FloatedCross;value_Volley;value_Stooping;value_HighClaim;value_LowLeft;value_Diving;value_BlockedCross;value_LeadingToGoal;value_RelatedError1Id;value_Deflection;value_ParriedDanger;value_FollowsShotRebound;value_GoalDisallowed;value_SmallBoxCentre;value_Blocked;value_DefBlock;value_SetPiece;value_Right;value_CornerTaken;value_InSwinger;value_SmallBoxRight;value_Minutes;value_BoxLeft;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_LeadingToAttempt;value_LowRight;value_Feet;value_ParriedSafe;value_Dissent;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_HitWoodwork;value_Unchallenged;value_KeeperSaved;value_NotPastGoalLine;value_FromShotOffTarget;value_SwerveLeft;value_FromCorner;value_FairPlay;value_HighCentre;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistTeam;value_Scored;value_Obstruction;value_Overrun;value_Handball;value_OverArm;value_Reaching;value_GoesToPenalties;value_Saved;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2688593749;158;52;1;24;19;7fbej4xwoq4imaf5l39304m37;1;7,2;56,2;2024-05-18T01:28:14.777Z;2024-05-22T08:34:21Z;[{'id': 5048519961, 'qualifierId': 376}];8xpddjq19wzsf3mdlnjdx6e7e;R. Schewe;;;cuxzuvwotldz8kmzgfwac03kk;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;24;19;Austin II;1459;GK;1,0
2688593807;159;1;1;24;26;7fbej4xwoq4imaf5l39304m37;1;6,9;51,1;2024-05-18T01:28:21.898Z;2024-05-22T08:01:40Z;[{'id': 5036485789, 'qualifierId': 212, 'value': '8.9'}, {'id': 5036485785, 'qualifierId': 140, 'value': '10.7'}, {'id': 5036485783, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036485787, 'qualifierId': 141, 'value': '62.8'}, {'id': 5036485791, 'qualifierId': 213, 'value': '1.11'}, {'id': 5036485781, 'qualifierId': 123}];8xpddjq19wzsf3mdlnjdx6e7e;R. Schewe;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;1,11;62,8;10,7;;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;10,7;62,8;;;;;;;;0;24;26;Austin II;1466;GK;1,0
2688593817;160;1;1;24;29;7fbej4xwoq4imaf5l39304m37;1;13,6;65,0;2024-05-18T01:28:24.489Z;2024-05-22T08:01:40Z;[{'id': 5036485857, 'qualifierId': 212, 'value': '19.4'}, {'id': 5036485851, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036485855, 'qualifierId': 141, 'value': '72.7'}, {'id': 5036485859, 'qualifierId': 213, 'value': '0.27'}, {'id': 5036485853, 'qualifierId': 140, 'value': '31.4'}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,27;72,7;31,4;;19,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;31,4;72,7;;;;;;;;0;24;29;Austin II;1469;DC;1,0
2688593829;161;1;1;24;31;7fbej4xwoq4imaf5l39304m37;1;32,2;73,0;2024-05-18T01:28:26.986Z;2024-05-22T08:01:40Z;[{'id': 5036485919, 'qualifierId': 213, 'value': '1.37'}, {'id': 5036485915, 'qualifierId': 141, 'value': '95.3'}, {'id': 5036485913, 'qualifierId': 140, 'value': '35.2'}, {'id': 5036485917, 'qualifierId': 212, 'value': '15.5'}, {'id': 5036485911, 'qualifierId': 56, 'value': 'Back'}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;1,37;95,3;35,2;;15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;35,2;95,3;;;;;;;;0;24;31;Austin II;1471;MC;1,0
2688593857;162;3;1;24;33;7fbej4xwoq4imaf5l39304m37;1;35,8;90,8;2024-05-18T01:28:28.825Z;2024-05-22T08:34:34Z;[{'id': 5036486045, 'qualifierId': 233, 'value': '234'}, {'id': 5036486043, 'qualifierId': 286}, {'id': 5048520107, 'qualifierId': 465}, {'id': 5036486041, 'qualifierId': 56, 'value': 'Back'}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;cuxzuvwotldz8kmzgfwac03kk;Take On;;;;;;;;;;;;;;;;;1,0;234,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;24;33;Austin II;1473;DC;1,0
2688593831;234;45;1;24;33;d0c07im4a6oj8qa7f1zlt3pqs;0;64,2;9,2;2024-05-18T01:28:28.825Z;2024-05-22T07:59:39Z;[{'id': 5036485929, 'qualifierId': 285}, {'id': 5036485927, 'qualifierId': 56, 'value': 'Right'}, {'id': 5036486049, 'qualifierId': 233, 'value': '162'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;cuxzuvwotldz8kmzgfwac03kk;Challenge;;;;;;;;;;;;;;;;;;162,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;24;33;Sporting KC II;1473;MC;1,0
2688593861;163;1;1;24;38;7fbej4xwoq4imaf5l39304m37;1;71,4;63,4;2024-05-18T01:28:34.122Z;2024-05-22T08:01:39Z;[{'id': 5036486071, 'qualifierId': 212, 'value': '9.0'}, {'id': 5036486067, 'qualifierId': 140, 'value': '73.4'}, {'id': 5036486073, 'qualifierId': 213, 'value': '4.95'}, {'id': 5036486065, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036486069, 'qualifierId': 141, 'value': '50.5'}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;4,95;50,5;73,4;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;73,4;50,5;;;;;;;;0;24;38;Austin II;1478;DC;1,0
2688593875;164;1;1;24;40;7fbej4xwoq4imaf5l39304m37;0;73,8;51,3;2024-05-18T01:28:35.993Z;2024-05-22T08:01:39Z;[{'id': 5036486105, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036486111, 'qualifierId': 212, 'value': '15.4'}, {'id': 5036486109, 'qualifierId': 141, 'value': '66.2'}, {'id': 5036486113, 'qualifierId': 213, 'value': '0.72'}, {'id': 5036486107, 'qualifierId': 140, 'value': '84.9'}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,72;66,2;84,9;;15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;84,9;66,2;;;;;;;;0;24;40;Austin II;1480;FWR;1,0
2688593871;235;49;1;24;42;d0c07im4a6oj8qa7f1zlt3pqs;1;10,3;36,0;2024-05-18T01:28:37.368Z;2024-05-22T07:59:39Z;[];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;cuxzuvwotldz8kmzgfwac03kk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;24;42;Sporting KC II;1482;DR;1,0
2688593885;236;1;1;24;42;d0c07im4a6oj8qa7f1zlt3pqs;0;10,9;34,0;2024-05-18T01:28:38.145Z;2024-05-22T07:59:39Z;[{'id': 5036486185, 'qualifierId': 141, 'value': '25.3'}, {'id': 5036486189, 'qualifierId': 213, 'value': '5.85'}, {'id': 5036486181, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036486187, 'qualifierId': 212, 'value': '14.1'}, {'id': 5036486183, 'qualifierId': 140, 'value': '23.1'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;5,85;25,3;23,1;;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;23,1;25,3;;;;;;;;0;24;42;Sporting KC II;1482;DR;1,0
2688593899;166;13;1;24;44;7fbej4xwoq4imaf5l39304m37;1;82,2;66,7;2024-05-18T01:28:39.953Z;2024-05-22T08:35:07Z;[{'id': 5036486489, 'qualifierId': 230, 'value': '98.8'}, {'id': 5036486491, 'qualifierId': 231, 'value': '52.3'}, {'id': 5036486261, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036486259, 'qualifierId': 18}, {'id': 5036486477, 'qualifierId': 73}, {'id': 5036486413, 'qualifierId': 20}, {'id': 5036486485, 'qualifierId': 458}, {'id': 5036629263, 'qualifierId': 215}, {'id': 5036486481, 'qualifierId': 103, 'value': '2.8'}, {'id': 5036486479, 'qualifierId': 102, 'value': '61.5'}, {'id': 5036486257, 'qualifierId': 22}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;cuxzuvwotldz8kmzgfwac03kk;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;98,8;52,3;1,0;2,8;61,5;1,0;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;61,5;2.8;;;;0;24;44;Austin II;1484;FWL;1,0
2688593919;167;5;1;24;47;7fbej4xwoq4imaf5l39304m37;0;100,8;62,5;2024-05-18T01:28:42.889Z;2024-05-22T08:01:38Z;[{'id': 5036486333, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036486363, 'qualifierId': 233, 'value': '237'}, {'id': 5036486335, 'qualifierId': 346}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;237,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;24;47;Austin II;1487;FWL;1,0
2688593907;237;5;1;24;47;d0c07im4a6oj8qa7f1zlt3pqs;1;-0,8;37,5;2024-05-18T01:28:42.889Z;2024-05-22T07:59:38Z;[{'id': 5036486349, 'qualifierId': 233, 'value': '167'}, {'id': 5036486307, 'qualifierId': 346}, {'id': 5036486305, 'qualifierId': 56, 'value': 'Back'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;cuxzuvwotldz8kmzgfwac03kk;Out;;;;;;;;;;;;;;;;;;167,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;24;47;Sporting KC II;1487;DR;1,0
2688593879;165;43;1;24;52;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-05-18T01:28:47.497Z;2024-05-18T03:22:11Z;[{'id': 5036486131, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036628759, 'qualifierId': 144, 'value': '61'}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;cuxzuvwotldz8kmzgfwac03kk;Deleted event;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;24;52;Austin II;1492;DC;1,0
2688593981;238;1;1;25;3;d0c07im4a6oj8qa7f1zlt3pqs;1;5,2;39,7;2024-05-18T01:28:58.936Z;2024-05-22T07:59:38Z;[{'id': 5036486641, 'qualifierId': 124}, {'id': 5036486647, 'qualifierId': 141, 'value': '50.1'}, {'id': 5036486649, 'qualifierId': 212, 'value': '7.1'}, {'id': 5036486645, 'qualifierId': 140, 'value': '4.5'}, {'id': 5036486655, 'qualifierId': 237}, {'id': 5036486643, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036486651, 'qualifierId': 213, 'value': '1.67'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;1,67;50,1;4,5;;7,1;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;4,5;50,1;;;;;;;;0;25;3;Sporting KC II;1503;DL;1,0
2688593999;239;1;1;25;8;d0c07im4a6oj8qa7f1zlt3pqs;0;8,0;49,0;2024-05-18T01:29:04.056Z;2024-05-22T07:59:38Z;[{'id': 5036486737, 'qualifierId': 140, 'value': '59.4'}, {'id': 5036486733, 'qualifierId': 155}, {'id': 5036486745, 'qualifierId': 1}, {'id': 5036486743, 'qualifierId': 213, 'value': '0.32'}, {'id': 5036486739, 'qualifierId': 141, 'value': '75.6'}, {'id': 5036486741, 'qualifierId': 212, 'value': '56.9'}, {'id': 5036486735, 'qualifierId': 56, 'value': 'Center'}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,32;75,6;59,4;;56,9;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;59,4;75,6;;;;;;;;0;25;8;Sporting KC II;1508;GK;1,0
2688594003;240;44;1;25;12;d0c07im4a6oj8qa7f1zlt3pqs;1;56,0;73,8;2024-05-18T01:29:07.641Z;2024-05-22T07:59:38Z;[{'id': 5036486827, 'qualifierId': 233, 'value': '168'}, {'id': 5036486757, 'qualifierId': 286}, {'id': 5036486755, 'qualifierId': 56, 'value': 'Center'}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;cuxzuvwotldz8kmzgfwac03kk;Aerial;;;;;;;;;;;;;;;;;1,0;168,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;25;12;Sporting KC II;1512;FW;1,0
2688594001;168;44;1;25;12;7fbej4xwoq4imaf5l39304m37;0;44,0;26,2;2024-05-18T01:29:07.642Z;2024-05-22T08:01:38Z;[{'id': 5036486751, 'qualifierId': 56, 'value': 'Back'}, {'id': 5036486819, 'qualifierId': 233, 'value': '240'}, {'id': 5036486753, 'qualifierId': 285}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;cuxzuvwotldz8kmzgfwac03kk;Aerial;;;;;;;;;;;;;;;;;;240,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;25;12;Austin II;1512;DL;1,0
2688604225;442;61;1;25;13;d0c07im4a6oj8qa7f1zlt3pqs;0;45,3;81,7;2024-05-18T01:29:08.297Z;2024-05-22T08:35:32Z;[{'id': 5036539841, 'qualifierId': 56, 'value': 'Back'}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;cuxzuvwotldz8kmzgfwac03kk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;25;13;Sporting KC II;1513;FW;1,0
2688594041;170;1;1;25;15;7fbej4xwoq4imaf5l39304m37;1;58,7;36,1;2024-05-18T01:29:11.289Z;2024-05-22T08:35:35Z;[{'id': 5048520759, 'qualifierId': 1}, {'id': 5036486967, 'qualifierId': 141, 'value': '53.4'}, {'id': 5048520757, 'qualifierId': 157}, {'id': 5036486965, 'qualifierId': 140, 'value': '70.5'}, {'id': 5036486969, 'qualifierId': 212, 'value': '17.1'}, {'id': 5036486971, 'qualifierId': 213, 'value': '0.76'}, {'id': 5036486963, 'qualifierId': 56, 'value': 'Center'}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;0,76;53,4;70,5;;17,1;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;70,5;53,4;;;;;;;;0;25;15;Austin II;1515;FWR;1,0
2688594057;171;1;1;25;18;7fbej4xwoq4imaf5l39304m37;1;70,9;52,2;2024-05-18T01:29:14.185Z;2024-05-22T08:01:38Z;[{'id': 5036487043, 'qualifierId': 212, 'value': '28.1'}, {'id': 5036487035, 'qualifierId': 155}, {'id': 5036487039, 'qualifierId': 140, 'value': '93.6'}, {'id': 5036487037, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036487041, 'qualifierId': 141, 'value': '30.2'}, {'id': 5036487045, 'qualifierId': 213, 'value': '5.72'}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;5,72;30,2;93,6;;28,1;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;93,6;30,2;;;;;;;;0;25;18;Austin II;1518;MC;1,0
2688594059;172;1;1;25;21;7fbej4xwoq4imaf5l39304m37;0;97,4;27,0;2024-05-18T01:29:16.297Z;2024-05-22T08:35:48Z;[{'id': 5036487059, 'qualifierId': 141, 'value': '34.3'}, {'id': 5036487055, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036487057, 'qualifierId': 140, 'value': '97.0'}, {'id': 5036487063, 'qualifierId': 213, 'value': '1.66'}, {'id': 5048520877, 'qualifierId': 195}, {'id': 5036487061, 'qualifierId': 212, 'value': '5.0'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;cuxzuvwotldz8kmzgfwac03kk;Pass;;;;;;;;;;1,66;34,3;97,0;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;97,0;34,3;;;;;;;;0;25;21;Austin II;1521;FW;1,0
2688594069;241;49;1;25;22;d0c07im4a6oj8qa7f1zlt3pqs;1;4,2;66,0;2024-05-18T01:29:17.856Z;2024-05-22T07:59:37Z;[];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;cuxzuvwotldz8kmzgfwac03kk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;25;22;Sporting KC II;1522;DC;1,0
2688594027;169;43;1;25;22;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-05-18T01:29:18.121Z;2024-05-18T01:30:04Z;[{'id': 5036486885, 'qualifierId': 212, 'value': '11.5'}, {'id': 5036486881, 'qualifierId': 140, 'value': '58.3'}, {'id': 5036486887, 'qualifierId': 213, 'value': '0.16'}, {'id': 5036486879, 'qualifierId': 56, 'value': 'Center'}, {'id': 5036488493, 'qualifierId': 144, 'value': '1'}, {'id': 5036486877, 'qualifierId': 3, 'value': '0'}, {'id': 5036486883, 'qualifierId': 141, 'value': '31.1'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;cuxzuvwotldz8kmzgfwac03kk;Deleted event;;;;;;;;;;0,16;31,1;58,3;;11,5;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;58,3;31,1;;;;;;;;0;25;22;Austin II;1522;DL;1,0
