id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Captain;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_Resume;value_TeamKit;value_JerseyNumber;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndX;value_KickOff;value_Length;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_DeletedEventType;value_Direct;value_AerialFoul;value_Foul;value_FreeKickTaken;value_Chipped;value_OutSwinger;value_Cross;value_RightFooted;value_NextEventThrowIn;value_ThrowIn;value_TakeOnOvertake;value_BlockedPass;value_TakeOnSpace;value_OutOfPlay;value_TouchTypeClearance;value_Left;value_Right;value_CornerTaken;value_LeftFooted;value_InSwinger;value_Head;value_NextEventGoalKick;value_GoalKick;value_Low;value_SwitchOfPlay;value_BlockedClearance;value_NotVisible;value_ThroughBall;value_LowGkIntervention;value_KeeperThrow;value_ShirtPull/Holding;value_IntendedTackleTarget;value_Overrun;value_Shove/Push;value_TouchTypePass;value_Assist;value_IntentionalAssist;value_BigChance;value_GkY;value_RelatedEventId;value_FirstTouch;value_GkX;value_BoxCentre;value_GoalmouthY;value_High;value_ThrowInSetPiece;value_GoalmouthZ;value_Assisted;value_FlickOn;value_PlayersCaughtOffside;value_Indirect;value_HighGkIntervention;value_GkKickFromHands;value_AttemptedTackle;value_LayOff;value_BlockedY;value_BlockedX;value_SixYardBlocked;value_RegularPlay;value_LowLeft;value_Blocked;value_BoxRight;value_DefBlock;value_NotAssisted;value_SmallBoxRight;value_TouchTypeControl;value_LastLine;value_BlockedCross;value_CloseRight;value_FromCorner;value_YellowCard;value_RecklessOffence;value_HighRight;value_SetPiece;value_Hands;value_Diving;value_ParriedSafe;value_SwerveLeft;value_HighLeft;value_OutOfBoxCentre;value_IndividualPlay;value_Minutes;value_EndType;value_HighCentre;value_Standing;value_HighClaim;value_OverArm;value_LowCentre;value_TempBlocked;value_MediumGkIntervention;value_IncorrectOutOfPlayDecision;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_CloseHigh;value_Weak;value_MisHit;value_ParriedDanger;value_Defensive1V1;value_TacticalFoul;value_FreeKick;value_SwerveRight;value_ByWall;value_OutOnSideline;value_NotPastGoalLine;value_SmallBoxLeft;value_OverhitCross;value_Unchallenged;value_BoxLeft;value_Caught;value_Reaching;value_InjuredPlayerId;value_Injury;value_GoesToPenalties;value_Penalty;value_Scored;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_Second(2Nd)OppositeRelatedEventId;value_LowRight;value_Saved;value_Collected;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2689997303;231;1;1;25;54;6gaq85erpkvbyxvivd96wuw44;0;71,6;35,1;2024-05-20T00:31:14.726Z;2024-05-20T00:31:15Z;[{'id': 5044082019, 'qualifierId': 140, 'value': '79.5'}, {'id': 5044082017, 'qualifierId': 56, 'value': 'Center'}, {'id': 5044082025, 'qualifierId': 213, 'value': '6.14'}, {'id': 5044082021, 'qualifierId': 141, 'value': '33.3'}, {'id': 5044082023, 'qualifierId': 212, 'value': '8.4'}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;6,14;79,5;;8,4;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;79,5;33,3;;;;;;;;0;25;54;The Town;1554;DR;1,0
2689997317;279;49;1;25;57;ew2zirzye0sw1txr2m33nr25y;1;23,3;55,7;2024-05-20T00:31:16.822Z;2024-05-20T00:31:16Z;[];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;cycwzfb4xvv35t17zhdodmp78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;25;57;Los Angeles II;1557;MC;1,0
2689997361;280;1;1;25;58;ew2zirzye0sw1txr2m33nr25y;1;24,5;60,8;2024-05-20T00:31:18.583Z;2024-05-20T00:31:20Z;[{'id': 5044082321, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044082327, 'qualifierId': 212, 'value': '14.8'}, {'id': 5044082323, 'qualifierId': 140, 'value': '14.3'}, {'id': 5044082325, 'qualifierId': 141, 'value': '75.8'}, {'id': 5044082329, 'qualifierId': 213, 'value': '2.38'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;2,38;14,3;;14,8;75,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;14,3;75,8;;;;;;;;0;25;58;Los Angeles II;1558;MC;1,0
2689997399;281;1;1;26;0;ew2zirzye0sw1txr2m33nr25y;1;14,3;75,8;2024-05-20T00:31:20.454Z;2024-05-20T00:31:24Z;[{'id': 5044082511, 'qualifierId': 212, 'value': '14.1'}, {'id': 5044082513, 'qualifierId': 213, 'value': '3.75'}, {'id': 5044082507, 'qualifierId': 140, 'value': '3.3'}, {'id': 5044082509, 'qualifierId': 141, 'value': '63.9'}, {'id': 5044082505, 'qualifierId': 56, 'value': 'Back'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;3,75;3,3;;14,1;63,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;3,3;63,9;;;;;;;;0;26;0;Los Angeles II;1560;DC;1,0
2689997457;282;1;1;26;4;ew2zirzye0sw1txr2m33nr25y;1;4,7;59,0;2024-05-20T00:31:24.279Z;2024-05-20T00:31:32Z;[{'id': 5044082759, 'qualifierId': 141, 'value': '34.3'}, {'id': 5044082755, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044082761, 'qualifierId': 212, 'value': '18.1'}, {'id': 5044082757, 'qualifierId': 140, 'value': '11.2'}, {'id': 5044082763, 'qualifierId': 213, 'value': '5.10'}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;5,1;11,2;;18,1;34,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;11,2;34,3;;;;;;;;0;26;4;Los Angeles II;1564;GK;1,0
2689997473;283;1;1;26;12;ew2zirzye0sw1txr2m33nr25y;1;14,7;39,2;2024-05-20T00:31:31.926Z;2024-05-20T00:31:33Z;[{'id': 5044082813, 'qualifierId': 140, 'value': '23.1'}, {'id': 5044082811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044082815, 'qualifierId': 141, 'value': '39.4'}, {'id': 5044082819, 'qualifierId': 213, 'value': '0.02'}, {'id': 5044082817, 'qualifierId': 212, 'value': '8.8'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;0,02;23,1;;8,8;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;23,1;39,4;;;;;;;;0;26;12;Los Angeles II;1572;DL;1,0
2689997481;284;1;1;26;13;ew2zirzye0sw1txr2m33nr25y;1;23,1;39,4;2024-05-20T00:31:33.430Z;2024-05-20T00:31:34Z;[{'id': 5044082843, 'qualifierId': 213, 'value': '2.76'}, {'id': 5044082837, 'qualifierId': 140, 'value': '15.5'}, {'id': 5044082835, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044082841, 'qualifierId': 212, 'value': '8.6'}, {'id': 5044082839, 'qualifierId': 141, 'value': '44.1'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;2,76;15,5;;8,6;44,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;15,5;44,1;;;;;;;;0;26;13;Los Angeles II;1573;MC;1,0
2689997545;285;1;1;26;14;ew2zirzye0sw1txr2m33nr25y;1;15,5;44,1;2024-05-20T00:31:34.278Z;2024-05-20T00:31:40Z;[{'id': 5044083099, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044083107, 'qualifierId': 213, 'value': '1.56'}, {'id': 5044083105, 'qualifierId': 212, 'value': '21.4'}, {'id': 5044083101, 'qualifierId': 140, 'value': '15.7'}, {'id': 5044083103, 'qualifierId': 141, 'value': '75.5'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;1,56;15,7;;21,4;75,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;15,7;75,5;;;;;;;;0;26;14;Los Angeles II;1574;DL;1,0
2689997585;286;1;1;26;21;ew2zirzye0sw1txr2m33nr25y;0;33,0;81,2;2024-05-20T00:31:40.855Z;2024-05-20T00:31:44Z;[{'id': 5044083285, 'qualifierId': 196}, {'id': 5044083291, 'qualifierId': 141, 'value': '8.6'}, {'id': 5044083283, 'qualifierId': 155}, {'id': 5044083297, 'qualifierId': 1}, {'id': 5044083289, 'qualifierId': 140, 'value': '70.8'}, {'id': 5044083293, 'qualifierId': 212, 'value': '63.3'}, {'id': 5044083295, 'qualifierId': 213, 'value': '5.39'}, {'id': 5044083287, 'qualifierId': 56, 'value': 'Right'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;5,39;70,8;;63,3;8,6;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;70,8;8,6;;;;;;;;0;26;21;Los Angeles II;1581;DC;1,0
2689997611;232;1;1;26;24;6gaq85erpkvbyxvivd96wuw44;0;29,6;87,1;2024-05-20T00:31:44.454Z;2024-05-27T08:13:53Z;[{'id': 5044083399, 'qualifierId': 157}, {'id': 5044083419, 'qualifierId': 1}, {'id': 5044083403, 'qualifierId': 140, 'value': '31.5'}, {'id': 5044083401, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044083415, 'qualifierId': 213, 'value': '5.89'}, {'id': 5044083411, 'qualifierId': 212, 'value': '2.2'}, {'id': 5044083407, 'qualifierId': 141, 'value': '85.9'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;5,89;31,5;;2,2;85,9;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;31,5;85,9;;;;;;;;0;26;24;The Town;1584;DC;1,0
2692664475;938;61;1;26;24;ew2zirzye0sw1txr2m33nr25y;1;69,5;15,3;2024-05-20T00:31:44.620Z;2024-05-27T08:14:07Z;[{'id': 5058648065, 'qualifierId': 56, 'value': 'Right'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;cycwzfb4xvv35t17zhdodmp78;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;26;24;Los Angeles II;1584;FWR;1,0
2689997615;233;49;1;26;28;6gaq85erpkvbyxvivd96wuw44;1;41,7;84,7;2024-05-20T00:31:47.831Z;2024-05-20T00:31:48Z;[];3fbekr02uy605ppv5pzw9321g;C. Rosenthal;;cycwzfb4xvv35t17zhdodmp78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;26;28;The Town;1588;FWL;1,0
2689997661;234;1;1;26;31;6gaq85erpkvbyxvivd96wuw44;1;39,3;81,8;2024-05-20T00:31:51.094Z;2024-05-20T00:31:52Z;[{'id': 5044083609, 'qualifierId': 140, 'value': '27.2'}, {'id': 5044083613, 'qualifierId': 212, 'value': '15.6'}, {'id': 5044083607, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044083611, 'qualifierId': 141, 'value': '68.5'}, {'id': 5044083615, 'qualifierId': 213, 'value': '3.76'}];3fbekr02uy605ppv5pzw9321g;C. Rosenthal;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;3,76;27,2;;15,6;68,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;27,2;68,5;;;;;;;;0;26;31;The Town;1591;FWL;1,0
2689997681;235;1;1;26;32;6gaq85erpkvbyxvivd96wuw44;1;27,2;68,5;2024-05-20T00:31:52.517Z;2024-05-20T00:31:54Z;[{'id': 5044083691, 'qualifierId': 140, 'value': '33.4'}, {'id': 5044083693, 'qualifierId': 141, 'value': '55.1'}, {'id': 5044083695, 'qualifierId': 212, 'value': '11.2'}, {'id': 5044083697, 'qualifierId': 213, 'value': '5.33'}, {'id': 5044083689, 'qualifierId': 56, 'value': 'Back'}];1pv6xhgaeshfrhzenz7y14glw;T. Nare;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;5,33;33,4;;11,2;55,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;33,4;55,1;;;;;;;;0;26;32;The Town;1592;DC;1,0
2689997717;236;1;1;26;34;6gaq85erpkvbyxvivd96wuw44;1;35,1;52,4;2024-05-20T00:31:54.277Z;2024-05-20T00:31:58Z;[{'id': 5044083885, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044083893, 'qualifierId': 213, 'value': '4.77'}, {'id': 5044083891, 'qualifierId': 212, 'value': '13.4'}, {'id': 5044083889, 'qualifierId': 141, 'value': '32.7'}, {'id': 5044083887, 'qualifierId': 140, 'value': '35.8'}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;4,77;35,8;;13,4;32,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;35,8;32,7;;;;;;;;0;26;34;The Town;1594;MC;1,0
2689997739;237;1;1;26;38;6gaq85erpkvbyxvivd96wuw44;1;47,4;27,9;2024-05-20T00:31:57.990Z;2024-05-20T00:32:00Z;[{'id': 5044083997, 'qualifierId': 212, 'value': '14.7'}, {'id': 5044083991, 'qualifierId': 56, 'value': 'Center'}, {'id': 5044083999, 'qualifierId': 213, 'value': '6.17'}, {'id': 5044083995, 'qualifierId': 141, 'value': '25.5'}, {'id': 5044083993, 'qualifierId': 140, 'value': '61.3'}];do2o6ka25talswmmillufejqi;D. Rosales;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;6,17;61,3;;14,7;25,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;61,3;25,5;;;;;;;;0;26;38;The Town;1598;DL;1,0
2689997749;238;1;1;26;40;6gaq85erpkvbyxvivd96wuw44;0;61,3;25,5;2024-05-20T00:32:00.438Z;2024-05-20T00:32:01Z;[{'id': 5044084041, 'qualifierId': 56, 'value': 'Center'}, {'id': 5044084047, 'qualifierId': 212, 'value': '14.4'}, {'id': 5044084039, 'qualifierId': 168}, {'id': 5044084045, 'qualifierId': 141, 'value': '24.1'}, {'id': 5044084043, 'qualifierId': 140, 'value': '75.0'}, {'id': 5044084049, 'qualifierId': 213, 'value': '6.22'}];5reylt0uyetl6qavkvd8inai;B. Darboe;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;6,22;75,0;;14,4;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;75,0;24,1;;;;;;;;0;26;40;The Town;1600;FWR;1,0
2689997777;287;49;1;26;44;ew2zirzye0sw1txr2m33nr25y;1;13,8;79,9;2024-05-20T00:32:04.568Z;2024-05-20T00:32:04Z;[];79z5vt08ga8prn33vi2a260kq;C. Walls;;cycwzfb4xvv35t17zhdodmp78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;26;44;Los Angeles II;1604;DC;1,0
2689997801;288;1;1;26;45;ew2zirzye0sw1txr2m33nr25y;1;13,8;79,9;2024-05-20T00:32:04.807Z;2024-05-20T00:32:07Z;[{'id': 5044084285, 'qualifierId': 141, 'value': '60.5'}, {'id': 5044084283, 'qualifierId': 140, 'value': '4.5'}, {'id': 5044084289, 'qualifierId': 213, 'value': '4.08'}, {'id': 5044084281, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044084287, 'qualifierId': 212, 'value': '16.4'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;4,08;4,5;;16,4;60,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;4,5;60,5;;;;;;;;0;26;45;Los Angeles II;1605;DC;1,0
2689997887;289;1;1;26;47;ew2zirzye0sw1txr2m33nr25y;1;4,5;60,5;2024-05-20T00:32:07.159Z;2024-05-20T00:32:19Z;[{'id': 5044084657, 'qualifierId': 212, 'value': '13.4'}, {'id': 5044084651, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044084659, 'qualifierId': 213, 'value': '1.00'}, {'id': 5044084653, 'qualifierId': 140, 'value': '11.4'}, {'id': 5044084655, 'qualifierId': 141, 'value': '77.0'}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;1,0;11,4;;13,4;77,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;11,4;77,0;;;;;;;;0;26;47;Los Angeles II;1607;GK;1,0
2689997937;290;1;1;26;59;ew2zirzye0sw1txr2m33nr25y;1;18,8;72,7;2024-05-20T00:32:18.919Z;2024-05-20T00:32:24Z;[{'id': 5044084909, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044084913, 'qualifierId': 141, 'value': '51.1'}, {'id': 5044084911, 'qualifierId': 140, 'value': '15.6'}, {'id': 5044084915, 'qualifierId': 212, 'value': '15.1'}, {'id': 5044084917, 'qualifierId': 213, 'value': '4.49'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;4,49;15,6;;15,1;51,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;15,6;51,1;;;;;;;;0;26;59;Los Angeles II;1619;DC;1,0
2689997957;291;1;1;27;4;ew2zirzye0sw1txr2m33nr25y;1;15,5;50,8;2024-05-20T00:32:24.006Z;2024-05-20T00:32:27Z;[{'id': 5044085005, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044085013, 'qualifierId': 213, 'value': '4.78'}, {'id': 5044085011, 'qualifierId': 212, 'value': '13.8'}, {'id': 5044085007, 'qualifierId': 140, 'value': '16.4'}, {'id': 5044085009, 'qualifierId': 141, 'value': '30.5'}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;4,78;16,4;;13,8;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;16,4;30,5;;;;;;;;0;27;4;Los Angeles II;1624;GK;1,0
2689997973;292;1;1;27;7;ew2zirzye0sw1txr2m33nr25y;1;23,7;26,5;2024-05-20T00:32:27.655Z;2024-05-20T00:32:30Z;[{'id': 5044085077, 'qualifierId': 212, 'value': '18.9'}, {'id': 5044085079, 'qualifierId': 213, 'value': '5.35'}, {'id': 5044085075, 'qualifierId': 141, 'value': '4.1'}, {'id': 5044085071, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044085073, 'qualifierId': 140, 'value': '34.4'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;5,35;34,4;;18,9;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;34,4;4,1;;;;;;;;0;27;7;Los Angeles II;1627;DL;1,0
2689998015;293;1;1;27;10;ew2zirzye0sw1txr2m33nr25y;1;35,4;4,9;2024-05-20T00:32:30.262Z;2024-05-20T00:32:34Z;[{'id': 5044085265, 'qualifierId': 212, 'value': '9.3'}, {'id': 5044085263, 'qualifierId': 141, 'value': '13.9'}, {'id': 5044085259, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044085267, 'qualifierId': 213, 'value': '2.43'}, {'id': 5044085261, 'qualifierId': 140, 'value': '28.7'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;cycwzfb4xvv35t17zhdodmp78;Pass;;;;;;;;;;;2,43;28,7;;9,3;13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;28,7;13,9;;;;;;;;0;27;10;Los Angeles II;1630;DR;1,0
