id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_Captain;value_Resume;value_Involved;value_TeamFormation;value_PlayerPosition;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_Zone;value_PassEndX;value_Angle;value_KickOff;value_Length;value_LongBall;value_Chipped;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Foul;value_Offensive;value_AttemptedTackle;value_Direct;value_Defensive;value_FreeKickTaken;value_NextEventGoalKick;value_GoalKick;value_High;value_HeadPass;value_FlickOn;value_TakeOnSpace;value_TouchTypeControl;value_RightFooted;value_OutSwinger;value_Cross;value_OutOfPlay;value_LeftFooted;value_TouchTypeClearance;value_Handball;value_Indirect;value_ShirtPull/Holding;value_DeletedEventType;value_LeadingToAttempt;value_RelatedError1Id;value_GoalmouthY;value_BlockedX;value_1On1;value_NotAssisted;value_GoalmouthZ;value_BlockedY;value_LowCentre;value_FirstTouch;value_BoxLeft;value_BigChance;value_RegularPlay;value_ParriedDanger;value_Feet;value_LowGkIntervention;value_Stooping;value_BlockedPass;value_IntendedTackleTarget;value_LayOff;value_TakeOnOvertake;value_Overrun;value_Assist;value_RelatedEventId;value_Assisted;value_IndividualPlay;value_BoxRight;value_ParriedSafe;value_Diving;value_Hands;value_KeeperThrow;value_Low;value_Launch;value_Head;value_Shove/Push;value_BlockedCross;value_IntentionalAssist;value_GkX;value_GkY;value_LowRight;value_Blocked;value_BoxCentre;value_DefBlock;value_CloseLeftAndHigh;value_SetPiece;value_TouchTypePass;value_Left;value_CornerTaken;value_InSwinger;value_SwitchOfPlay;value_RecklessOffence;value_YellowCard;value_Right;value_NotVisible;value_PlayersCaughtOffside;value_PullBack;value_FromCorner;value_DrinksBreak;value_RefereeDelay;value_OutOfBoxCentre;value_Sliding;value_Volley;value_HighRight;value_SixYardBlocked;value_InjuredPlayerId;value_Injury;value_Minutes;value_TacticalFoul;value_SwerveLeft;value_FreeKick;value_HighGkIntervention;value_EndType;value_CloseLeft;value_SecondYellow;value_OverhitCross;value_Defensive1V1;value_Argument;value_HighClaim;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_Fingertip;value_ThroughBall;value_OutOnSideline;value_NotPastGoalLine;value_GkYTimeOfGoal;value_GoalShotGameClock;value_HighLeft;value_GoalShotTimestamp;value_SmallBoxCentre;value_GkXTimeOfGoal;value_SmallBoxRight;value_MediumGkIntervention;value_Standing;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663931207;49;61;1;5;41;d0c07im4a6oj8qa7f1zlt3pqs;1;23,3;86,6;2024-03-29T00:09:37.535Z;2024-04-05T10:43:36Z;[{'id': 4902882315, 'qualifierId': 56, 'value': 'Back'}];9yldym4386a2icfk6qb6i90r8;A. De Anda;;;bwxlegil2n9pzyxqj1jf3jfv8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;5;41;Houston Dynamo II;341;DC;1,0
2663931213;50;43;1;5;45;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-03-29T00:09:42.150Z;2024-04-05T10:43:29Z;[{'id': 4922827711, 'qualifierId': 144, 'value': '49'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;bwxlegil2n9pzyxqj1jf3jfv8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;5;45;Houston Dynamo II;345;DC;1,0
2663931219;51;4;1;5;46;d0c07im4a6oj8qa7f1zlt3pqs;1;12,4;81,4;2024-03-29T00:09:42.577Z;2024-03-29T00:09:44Z;[{'id': 4902882403, 'qualifierId': 265}, {'id': 4902882401, 'qualifierId': 152}, {'id': 4902882405, 'qualifierId': 285}, {'id': 4902882411, 'qualifierId': 233, 'value': '57'}, {'id': 4902882399, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902882397, 'qualifierId': 13}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;bwxlegil2n9pzyxqj1jf3jfv8;Foul;;;;;;;;;;;;;;;;;;;57,0;;1,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;5;46;Houston Dynamo II;346;DC;1,0
2663931209;57;4;1;5;46;7pmw399vh2v44cjle4fkklp1w;0;87,6;18,6;2024-03-29T00:09:42.578Z;2024-03-29T00:09:45Z;[{'id': 4902882335, 'qualifierId': 13}, {'id': 4902882341, 'qualifierId': 265}, {'id': 4902882337, 'qualifierId': 56, 'value': 'Right'}, {'id': 4902882343, 'qualifierId': 286}, {'id': 4902882339, 'qualifierId': 152}, {'id': 4902882417, 'qualifierId': 233, 'value': '51'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;bwxlegil2n9pzyxqj1jf3jfv8;Foul;;;;;;;;;;;;;;;;;;;51,0;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;5;46;Austin II;346;FWR;1,0
2663931311;52;1;1;6;2;d0c07im4a6oj8qa7f1zlt3pqs;1;11,2;77,2;2024-03-29T00:09:59.126Z;2024-03-29T00:10:03Z;[{'id': 4902882883, 'qualifierId': 140, 'value': '3.6'}, {'id': 4902882877, 'qualifierId': 5}, {'id': 4902882889, 'qualifierId': 213, 'value': '4.07'}, {'id': 4902882887, 'qualifierId': 212, 'value': '13.3'}, {'id': 4902882879, 'qualifierId': 152}, {'id': 4902882885, 'qualifierId': 141, 'value': '61.5'}, {'id': 4902882881, 'qualifierId': 56, 'value': 'Back'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;61,5;;3,6;4,07;;13,3;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;3,6;61,5;;;;;;;0;0;6;2;Houston Dynamo II;362;DC;1,0
2663931317;53;1;1;6;6;d0c07im4a6oj8qa7f1zlt3pqs;1;8,6;53,3;2024-03-29T00:10:03.350Z;2024-03-29T00:10:06Z;[{'id': 4902882967, 'qualifierId': 140, 'value': '13.2'}, {'id': 4902882973, 'qualifierId': 213, 'value': '4.96'}, {'id': 4902882969, 'qualifierId': 141, 'value': '25.0'}, {'id': 4902882965, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902882971, 'qualifierId': 212, 'value': '19.8'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;25,0;;13,2;4,96;;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;13,2;25,0;;;;;;;0;0;6;6;Houston Dynamo II;366;GK;1,0
2663931333;54;1;1;6;9;d0c07im4a6oj8qa7f1zlt3pqs;1;13,2;25,2;2024-03-29T00:10:06.054Z;2024-03-29T00:10:10Z;[{'id': 4902883079, 'qualifierId': 141, 'value': '54.8'}, {'id': 4902883081, 'qualifierId': 212, 'value': '21.0'}, {'id': 4902883083, 'qualifierId': 213, 'value': '1.29'}, {'id': 4902883075, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902883077, 'qualifierId': 140, 'value': '18.8'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;54,8;;18,8;1,29;;21,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;18,8;54,8;;;;;;;0;0;6;9;Houston Dynamo II;369;DL;1,0
2663931341;55;1;1;6;14;d0c07im4a6oj8qa7f1zlt3pqs;1;24,8;57,2;2024-03-29T00:10:10.526Z;2024-03-29T00:10:11Z;[{'id': 4902883125, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902883129, 'qualifierId': 141, 'value': '43.7'}, {'id': 4902883131, 'qualifierId': 212, 'value': '14.2'}, {'id': 4902883127, 'qualifierId': 140, 'value': '35.1'}, {'id': 4902883133, 'qualifierId': 213, 'value': '5.58'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;43,7;;35,1;5,58;;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;35,1;43,7;;;;;;;0;0;6;14;Houston Dynamo II;374;MC;1,0
2663931355;56;1;1;6;14;d0c07im4a6oj8qa7f1zlt3pqs;1;35,1;43,7;2024-03-29T00:10:11.398Z;2024-03-29T00:10:13Z;[{'id': 4902883217, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902883219, 'qualifierId': 140, 'value': '28.6'}, {'id': 4902883223, 'qualifierId': 212, 'value': '9.1'}, {'id': 4902883225, 'qualifierId': 213, 'value': '2.42'}, {'id': 4902883221, 'qualifierId': 141, 'value': '52.5'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;52,5;;28,6;2,42;;9,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;28,6;52,5;;;;;;;0;0;6;14;Houston Dynamo II;374;MC;1,0
2663931363;57;1;1;6;17;d0c07im4a6oj8qa7f1zlt3pqs;1;26,2;52,4;2024-03-29T00:10:13.621Z;2024-03-29T00:10:15Z;[{'id': 4902883247, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902883261, 'qualifierId': 213, 'value': '5.74'}, {'id': 4902883255, 'qualifierId': 141, 'value': '31.6'}, {'id': 4902883251, 'qualifierId': 140, 'value': '48.3'}, {'id': 4902883257, 'qualifierId': 212, 'value': '27.2'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;31,6;;48,3;5,74;;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;48,3;31,6;;;;;;;0;0;6;17;Houston Dynamo II;377;MC;1,0
2663931369;58;61;1;6;19;d0c07im4a6oj8qa7f1zlt3pqs;0;48,4;32,4;2024-03-29T00:10:15.782Z;2024-03-29T00:10:16Z;[{'id': 4902883281, 'qualifierId': 56, 'value': 'Back'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;bwxlegil2n9pzyxqj1jf3jfv8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;6;19;Houston Dynamo II;379;AMC;1,0
2663931387;58;1;1;6;21;7pmw399vh2v44cjle4fkklp1w;1;42,3;70,5;2024-03-29T00:10:18.135Z;2024-03-29T00:10:19Z;[{'id': 4902883353, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902883361, 'qualifierId': 213, 'value': '0.89'}, {'id': 4902883359, 'qualifierId': 212, 'value': '4.2'}, {'id': 4902883357, 'qualifierId': 141, 'value': '75.3'}, {'id': 4902883355, 'qualifierId': 140, 'value': '44.8'}];1d43ue54zl1o9rvnwz5zfotm;O. Grey;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;75,3;;44,8;0,89;;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;44,8;75,3;;;;;;;0;0;6;21;Austin II;381;DC;1,0
2663931389;59;49;1;6;23;7pmw399vh2v44cjle4fkklp1w;1;51,2;80,9;2024-03-29T00:10:19.542Z;2024-03-29T00:10:19Z;[];2wj1w4opn7f0jyz1ps6ebvc6i;K. Sargeant;;;bwxlegil2n9pzyxqj1jf3jfv8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;6;23;Austin II;383;FWL;1,0
2663931429;60;1;1;6;27;7pmw399vh2v44cjle4fkklp1w;1;67,7;93,9;2024-03-29T00:10:24.213Z;2024-03-29T00:10:26Z;[{'id': 4902883591, 'qualifierId': 212, 'value': '5.2'}, {'id': 4902883587, 'qualifierId': 140, 'value': '67.8'}, {'id': 4902883593, 'qualifierId': 213, 'value': '4.73'}, {'id': 4902883589, 'qualifierId': 141, 'value': '86.3'}, {'id': 4902883585, 'qualifierId': 56, 'value': 'Left'}];2wj1w4opn7f0jyz1ps6ebvc6i;K. Sargeant;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;86,3;;67,8;4,73;;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;67,8;86,3;;;;;;;0;0;6;27;Austin II;387;FWL;1,0
2663931433;61;4;1;6;30;7pmw399vh2v44cjle4fkklp1w;1;65,8;84,4;2024-03-29T00:10:26.494Z;2024-03-29T00:10:28Z;[{'id': 4902883615, 'qualifierId': 286}, {'id': 4902883611, 'qualifierId': 152}, {'id': 4902883609, 'qualifierId': 56, 'value': 'Left'}, {'id': 4902883613, 'qualifierId': 265}, {'id': 4902883607, 'qualifierId': 13}, {'id': 4902883641, 'qualifierId': 233, 'value': '59'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;bwxlegil2n9pzyxqj1jf3jfv8;Foul;;;;;;;;;;;;;;;;;;;59,0;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;6;30;Austin II;390;DML;1,0
2663931437;59;4;1;6;30;d0c07im4a6oj8qa7f1zlt3pqs;0;34,2;15,6;2024-03-29T00:10:26.495Z;2024-03-29T00:55:05Z;[{'id': 4902883635, 'qualifierId': 152}, {'id': 4902883631, 'qualifierId': 13}, {'id': 4902883639, 'qualifierId': 285}, {'id': 4902883633, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902883637, 'qualifierId': 265}, {'id': 4902883651, 'qualifierId': 233, 'value': '61'}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;;bwxlegil2n9pzyxqj1jf3jfv8;Foul;;;;;;;;;;;;;;;;;;;61,0;;1,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;6;30;Houston Dynamo II;390;AMR;1,0
2663931463;62;1;1;6;34;7pmw399vh2v44cjle4fkklp1w;1;68,7;86,6;2024-03-29T00:10:30.508Z;2024-03-29T00:13:51Z;[{'id': 4902883773, 'qualifierId': 152}, {'id': 4902883779, 'qualifierId': 141, 'value': '56.4'}, {'id': 4902883781, 'qualifierId': 212, 'value': '21.6'}, {'id': 4902883783, 'qualifierId': 213, 'value': '4.40'}, {'id': 4902883775, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902883771, 'qualifierId': 5}, {'id': 4902883777, 'qualifierId': 140, 'value': '62.3'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;56,4;;62,3;4,4;;21,6;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;62,3;56,4;;;;;;;0;0;6;34;Austin II;394;DML;1,0
2663931547;63;1;1;6;36;7pmw399vh2v44cjle4fkklp1w;1;63,2;55,8;2024-03-29T00:10:32.930Z;2024-03-29T00:10:42Z;[{'id': 4902884217, 'qualifierId': 1}, {'id': 4902884207, 'qualifierId': 56, 'value': 'Right'}, {'id': 4902884215, 'qualifierId': 213, 'value': '5.43'}, {'id': 4902884211, 'qualifierId': 141, 'value': '13.7'}, {'id': 4902884205, 'qualifierId': 155}, {'id': 4902884213, 'qualifierId': 212, 'value': '38.1'}, {'id': 4902884209, 'qualifierId': 140, 'value': '87.1'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;13,7;;87,1;5,43;;38,1;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;87,1;13,7;;;;;;;0;0;6;36;Austin II;396;MC;1,0
2663931531;60;83;1;6;42;d0c07im4a6oj8qa7f1zlt3pqs;0;13,0;90,6;2024-03-29T00:10:39.389Z;2024-03-29T00:18:21Z;[{'id': 4902898713, 'qualifierId': 399, 'value': '9qyg5hre038m06bzzupzgmsk4'}];3cbmr8hg3kszw5wl04p3ol27e;C. Fodrey;;;bwxlegil2n9pzyxqj1jf3jfv8;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;6;42;Houston Dynamo II;402;AML;1,0
2663931549;64;61;1;6;46;7pmw399vh2v44cjle4fkklp1w;0;93,4;17,4;2024-03-29T00:10:42.725Z;2024-03-29T00:10:43Z;[{'id': 4902884225, 'qualifierId': 56, 'value': 'Right'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;bwxlegil2n9pzyxqj1jf3jfv8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;6;46;Austin II;406;FWR;1,0
2663931561;61;5;1;6;47;d0c07im4a6oj8qa7f1zlt3pqs;1;-0,8;84,6;2024-03-29T00:10:43.506Z;2024-03-29T00:35:21Z;[{'id': 4902884291, 'qualifierId': 233, 'value': '65'}, {'id': 4902884283, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902884285, 'qualifierId': 346}];9yldym4386a2icfk6qb6i90r8;A. De Anda;;;bwxlegil2n9pzyxqj1jf3jfv8;Out;;;;;;;;;;;;;;;;;;;65,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;6;47;Houston Dynamo II;407;DC;1,0
2663931557;65;5;1;6;47;7pmw399vh2v44cjle4fkklp1w;0;100,8;15,4;2024-03-29T00:10:43.506Z;2024-03-29T00:10:44Z;[{'id': 4902884273, 'qualifierId': 56, 'value': 'Right'}, {'id': 4902884301, 'qualifierId': 233, 'value': '61'}, {'id': 4902884275, 'qualifierId': 346}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;bwxlegil2n9pzyxqj1jf3jfv8;Out;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;6;47;Austin II;407;FWR;1,0
2663931677;62;1;1;7;4;d0c07im4a6oj8qa7f1zlt3pqs;1;5,0;63,0;2024-03-29T00:11:00.950Z;2024-03-29T00:14:46Z;[{'id': 4902884989, 'qualifierId': 213, 'value': '6.13'}, {'id': 4902884983, 'qualifierId': 140, 'value': '15.0'}, {'id': 4902884985, 'qualifierId': 141, 'value': '60.6'}, {'id': 4902884979, 'qualifierId': 124}, {'id': 4902884981, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902884993, 'qualifierId': 237}, {'id': 4902884987, 'qualifierId': 212, 'value': '10.6'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;60,6;;15,0;6,13;;10,6;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;15,0;60,6;;;;;;;0;0;7;4;Houston Dynamo II;424;DC;1,0
2663931689;63;1;1;7;6;d0c07im4a6oj8qa7f1zlt3pqs;1;15,0;60,9;2024-03-29T00:11:02.902Z;2024-03-29T00:11:04Z;[{'id': 4902885071, 'qualifierId': 141, 'value': '50.0'}, {'id': 4902885075, 'qualifierId': 213, 'value': '3.67'}, {'id': 4902885067, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902885069, 'qualifierId': 140, 'value': '2.8'}, {'id': 4902885073, 'qualifierId': 212, 'value': '14.8'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;50,0;;2,8;3,67;;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;2,8;50,0;;;;;;;0;0;7;6;Houston Dynamo II;426;MC;1,0
2663931723;64;1;1;7;8;d0c07im4a6oj8qa7f1zlt3pqs;1;3,1;50,1;2024-03-29T00:11:04.534Z;2024-03-29T00:11:11Z;[{'id': 4902885287, 'qualifierId': 212, 'value': '16.6'}, {'id': 4902885281, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902885285, 'qualifierId': 141, 'value': '74.5'}, {'id': 4902885283, 'qualifierId': 140, 'value': '3.3'}, {'id': 4902885289, 'qualifierId': 213, 'value': '1.56'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;bwxlegil2n9pzyxqj1jf3jfv8;Pass;;;;;;;;;;74,5;;3,3;1,56;;16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;3,3;74,5;;;;;;;0;0;7;8;Houston Dynamo II;428;GK;1,0
