id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Captain;value_JerseyNumber;value_TeamPlayerFormation;value_TeamFormation;value_PlayerPosition;value_Involved;value_Resume;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_KickOff;value_Zone;value_Length;value_Angle;value_BlockedPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_Left;value_Right;value_OutSwinger;value_Chipped;value_CornerTaken;value_Cross;value_RightFooted;value_Head;value_Direct;value_Foul;value_Shove/Push;value_FreeKickTaken;value_TouchTypePass;value_Overrun;value_TakeOnOvertake;value_HeadPass;value_Launch;value_LongBall;value_TouchTypeControl;value_DeletedEventType;value_NotVisible;value_Assist;value_GoalmouthY;value_GkY;value_RelatedEventId;value_IndividualPlay;value_LowRight;value_GoalmouthZ;value_OutOfBoxCentre;value_BlockedY;value_BlockedX;value_GkX;value_Assisted;value_Blocked;value_RegularPlay;value_DefBlock;value_AttemptedTackle;value_YellowCard;value_RecklessOffence;value_LeftFooted;value_SwitchOfPlay;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_TakeOnSpace;value_ThroughBall;value_TouchTypeClearance;value_OutOfPlay;value_Straight;value_FloatedCross;value_NextEventGoalKick;value_Low;value_GoalKick;value_LowCentre;value_PullBack;value_FromCorner;value_IntentionalAssist;value_FirstTouch;value_BoxCentre;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_Tap;value_High;value_ShirtPull/Holding;value_IntendedTackleTarget;value_CaptainChange;value_InSwinger;value_Handball;value_MediumGkIntervention;value_KeeperThrow;value_DrivenCross;value_LowLeft;value_LowGkIntervention;value_Hands;value_Diving;value_Collected;value_GkKickFromHands;value_FreeKick;value_NotAssisted;value_ByWall;value_SetPiece;value_HighGkIntervention;value_Minutes;value_EndType;value_PersistentInfringement;value_FlickOn;value_BlockedClearance;value_BoxRight;value_TacticalFoul;value_Stooping;value_BoxLeft;value_PlayersCaughtOffside;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Indirect;value_BigChance;value_Weak;value_OverArm;value_BoxDeepLeft;value_Injury;value_InjuredPlayerId;value_TimeWasting;value_FastBreak;value_ParriedDanger;value_FantasyAssistType;value_HighRight;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_VideoCoverageLost;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2724810893;1;34;16;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-09-22T22:11:52.039Z;2024-09-23T01:10:19Z;[{'id': 5235689361, 'qualifierId': 197, 'value': '19319'}, {'id': 5236005391, 'qualifierId': 194, 'value': 'dz7v9xfcwdvjioeyv4z54neqy'}, {'id': 5235510899, 'qualifierId': 59, 'value': '39, 56, 30, 10, 2, 15, 32, 12, 28, 38, 17, 13, 1, 25, 3, 5, 41, 40, 78, 65'}, {'id': 5235510903, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5235510901, 'qualifierId': 130, 'value': '4'}, {'id': 5235510897, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5235510895, 'qualifierId': 30, 'value': '4r4a2d3piuh8wusw8ftrsh016, 2ijhxcgr8wqnb8ovss9064jmy, bvmdxx61yedgrgfw586y8dgr8, 6qe888q8yqq73bxr27jbyu2hg, d9cioqeofh2tfg3171r5nlb10, 3s1a50dskuehneuuy9b1nxg4, 5mkyx29nr54rr3quwdgfpz3oq, 63td0sigm6tp2tg8yovf5npm2, c08hvq1hplcct8kxrxucfpqp6, amcmxrycu0kldox7qdohow2ui, dz7v9xfcwdvjioeyv4z54neqy, 374euncv00zs2oy6ux1u519be, 2mmciwk6gllcf11plcch710yc, bmax1bmduvrpp0lfh4do0yj9w, 9ncybediodv8share9pox2kno, 6jzijlp0e2w4qjan9eto35wd0, ey3cije9wci4nh0sxgq922zh0, 42zmyz1t6mqap5pyfqxiaadqs, 7udp171hmb1rdixg9awx93h1w, bwq89z2cncu4pscz9xs3a6kt1'}, {'id': 5235510905, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;bu3wdsyg3nn68qedldfg5o9g;Team set up;19319,0;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2724811803;1;34;16;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-09-22T22:13:08.564Z;2024-09-22T23:30:28Z;[{'id': 5235769053, 'qualifierId': 194, 'value': '8sydisziijh84elb8dprtlduy'}, {'id': 5235515605, 'qualifierId': 30, 'value': '3fjb8lymm7grc7nqyfpzw1a8k, 8bjjne12yudwbzfzjdlygqx62, 5bgt61vb5lnzyoczqnr202lpm, 8za8xvdiyduedk2i99bdqv4es, 2f5ymqh1j87xhi9ynovnujpm2, 2l6v8ab245wzmb1litvkir1ii, 8sydisziijh84elb8dprtlduy, bfm4xr4ue74v0li53slarf9t6, b94wogguhbhpo2mal3pfpo26s, 9asj8t10cvfumot9hr3dprsic, bu0qf3q6j69an4i0gz7xhqcd0, bpr7u1cp7bzt1w2t1tsmru73e, b82dmhiv5rfrczfcx26cnvo16, bh6ncbb98ru6ox5oth7kle51w, 6ihxsnp8rmyvu0xjm4oquxd04, 6hq9a0pz5ybc67wdttd54xvbp, 14etj499a213gtgymith3htec, aw0ngrym0lzn2paoz70wtlgyc, 1ofx4ncf6w5twjbaam5w0mu7e'}, {'id': 5235515619, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5235515617, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5235680001, 'qualifierId': 197, 'value': '23755'}, {'id': 5235515615, 'qualifierId': 130, 'value': '10'}, {'id': 5235515613, 'qualifierId': 59, 'value': '25, 42, 45, 48, 38, 96, 41, 49, 35, 44, 52, 43, 30, 61, 64, 40, 50, 77, 46'}, {'id': 5235515609, 'qualifierId': 44, 'value': '1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5'}];;;;;bu3wdsyg3nn68qedldfg5o9g;Team set up;23755,0;;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;0;Huntsville City;0;;
2724842347;2;32;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-09-22T23:03:57.007Z;2024-09-26T05:42:03Z;[{'id': 5235681125, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;bu3wdsyg3nn68qedldfg5o9g;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2724842343;2;32;1;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-09-22T23:03:57.007Z;2024-09-22T23:03:57Z;[{'id': 5235681101, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;bu3wdsyg3nn68qedldfg5o9g;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;0;Huntsville City;0;;
2724842359;3;1;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;50,2;49,3;2024-09-22T23:03:57.123Z;2024-09-22T23:54:36Z;[{'id': 5235681187, 'qualifierId': 141, 'value': '41.3'}, {'id': 5235681185, 'qualifierId': 140, 'value': '36.9'}, {'id': 5235681193, 'qualifierId': 279, 'value': 'S'}, {'id': 5235681183, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235681189, 'qualifierId': 212, 'value': '15.0'}, {'id': 5235681191, 'qualifierId': 213, 'value': '3.51'}];c08hvq1hplcct8kxrxucfpqp6;W. Pacius;;;bu3wdsyg3nn68qedldfg5o9g;Pass;;;;;;;;;;41,3;36,9;;;15,0;3,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;36,9;41,3;;;;;;;0;0;0;0;Cincinnati II;0;FW;1,0
2724842399;4;1;1;0;3;4gymgvqmve0m2vh89v84tt3x0;1;39,5;39,1;2024-09-22T23:04:00.444Z;2024-09-22T23:04:04Z;[{'id': 5235681459, 'qualifierId': 212, 'value': '16.7'}, {'id': 5235681461, 'qualifierId': 213, 'value': '5.09'}, {'id': 5235681453, 'qualifierId': 56, 'value': 'Back'}, {'id': 5235681457, 'qualifierId': 141, 'value': '16.2'}, {'id': 5235681455, 'qualifierId': 140, 'value': '45.3'}];5mkyx29nr54rr3quwdgfpz3oq;E. O'Brien;;;bu3wdsyg3nn68qedldfg5o9g;Pass;;;;;;;;;;16,2;45,3;;;16,7;5,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;45,3;16,2;;;;;;;0;0;0;3;Cincinnati II;3;MC;1,0
2724842423;5;1;1;0;7;4gymgvqmve0m2vh89v84tt3x0;1;61,1;13,8;2024-09-22T23:04:04.524Z;2024-09-22T23:04:06Z;[{'id': 5235681623, 'qualifierId': 140, 'value': '74.7'}, {'id': 5235681621, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235681627, 'qualifierId': 212, 'value': '15.1'}, {'id': 5235681625, 'qualifierId': 141, 'value': '6.5'}, {'id': 5235681629, 'qualifierId': 213, 'value': '5.95'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;bu3wdsyg3nn68qedldfg5o9g;Pass;;;;;;;;;;6,5;74,7;;;15,1;5,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;74,7;6,5;;;;;;;0;0;0;7;Cincinnati II;7;DR;1,0
2724842449;6;1;1;0;9;4gymgvqmve0m2vh89v84tt3x0;1;74,0;7,4;2024-09-22T23:04:06.204Z;2024-09-22T23:04:21Z;[{'id': 5235681749, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235681757, 'qualifierId': 213, 'value': '6.27'}, {'id': 5235681755, 'qualifierId': 212, 'value': '12.6'}, {'id': 5235681753, 'qualifierId': 141, 'value': '7.1'}, {'id': 5235681751, 'qualifierId': 140, 'value': '86.0'}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;bu3wdsyg3nn68qedldfg5o9g;Pass;;;;;;;;;;7,1;86,0;;;12,6;6,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;86,0;7,1;;;;;;;0;0;0;9;Cincinnati II;9;FWR;1,0
2724842471;7;1;1;0;12;4gymgvqmve0m2vh89v84tt3x0;1;85,1;6,4;2024-09-22T23:04:09.212Z;2024-09-22T23:04:12Z;[{'id': 5235681871, 'qualifierId': 213, 'value': '1.96'}, {'id': 5235681863, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235681867, 'qualifierId': 141, 'value': '15.0'}, {'id': 5235681865, 'qualifierId': 140, 'value': '82.8'}, {'id': 5235681869, 'qualifierId': 212, 'value': '6.3'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;bu3wdsyg3nn68qedldfg5o9g;Pass;;;;;;;;;;15,0;82,8;;;6,3;1,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;82,8;15,0;;;;;;;0;0;0;12;Cincinnati II;12;DR;1,0
2724842481;8;1;1;0;15;4gymgvqmve0m2vh89v84tt3x0;0;85,2;14,4;2024-09-22T23:04:12.573Z;2024-09-22T23:04:15Z;[{'id': 5235681903, 'qualifierId': 56, 'value': 'Right'}, {'id': 5235682085, 'qualifierId': 236}, {'id': 5235681907, 'qualifierId': 140, 'value': '86.7'}, {'id': 5235682087, 'qualifierId': 233, 'value': '3'}, {'id': 5235682091, 'qualifierId': 286}, {'id': 5235681911, 'qualifierId': 141, 'value': '17.3'}, {'id': 5235681917, 'qualifierId': 213, 'value': '0.90'}, {'id': 5235681915, 'qualifierId': 212, 'value': '2.5'}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;bu3wdsyg3nn68qedldfg5o9g;Pass;;;;;;;;;;17,3;86,7;;;2,5;0,9;1,0;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;86,7;17,3;;;;;;;0;0;0;15;Cincinnati II;15;FWR;1,0
