id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_PlayerPosition;value_Captain;value_Resume;value_TeamPlayerFormation;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Zone;value_Length;value_PassEndY;value_Angle;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_HeadPass;value_Chipped;value_Offensive;value_TakeOnSpace;value_Defensive;value_BlockedPass;value_TouchTypeClearance;value_Assist;value_SwitchOfPlay;value_RightFooted;value_GoalmouthY;value_RegularPlay;value_LowLeft;value_GoalmouthZ;value_BoxLeft;value_IndividualPlay;value_RelatedEventId;value_BlockedX;value_Assisted;value_BlockedY;value_Hands;value_Collected;value_Diving;value_LowGkIntervention;value_KeeperThrow;value_LayOff;value_LowCentre;value_BoxCentre;value_Stooping;value_ParriedDanger;value_AerialFoul;value_Direct;value_Foul;value_FreeKickTaken;value_Shove/Push;value_Defensive1V1;value_TakeOnOvertake;value_Left;value_CornerTaken;value_Cross;value_InSwinger;value_Head;value_DeletedEventType;value_PlayersCaughtOffside;value_Indirect;value_IntendedTackleTarget;value_TouchTypeControl;value_OutOfPlay;value_ShirtPull/Holding;value_PullBack;value_IntentionalAssist;value_GoalShotGameClock;value_BigChance;value_GkYTimeOfGoal;value_GkY;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_FirstTouch;value_HighLeft;value_GkX;value_OutSwinger;value_NextEventGoalKick;value_Low;value_GoalKick;value_MediumGkIntervention;value_Blocked;value_DefBlock;value_LeftFooted;value_Right;value_FromCorner;value_TouchTypePass;value_FlickOn;value_AttemptedTackle;value_BlockedCross;value_HighGkIntervention;value_HighClaim;value_GkHoof;value_MisHit;value_OutOfBoxCentre;value_Volley;value_HighRight;value_Injury;value_InjuredPlayerId;value_Minutes;value_CloseRight;value_EndType;value_Straight;value_DrivenCross;value_High;value_NotAssisted;value_LeadingToGoal;value_RelatedError1Id;value_FoulAndAbusiveLanguage;value_RedCard;value_YellowCard;value_Argument;value_FastBreak;value_FreeKick;value_NotVisible;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Unchallenged;value_RecklessOffence;value_SwerveLeft;value_LowRight;value_ParriedSafe;value_Standing;value_OverhitCross;value_HighCentre;value_GkKickFromHands;value_OtherObstacle;value_Dissent;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2681943527;1;34;16;0;0;iiolvosiuokkrl5iuoxcjo4p;1;0,0;0,0;2024-05-04T01:07:04.664Z;2024-05-04T02:07:30Z;[{'id': 5000268713, 'qualifierId': 30, 'value': '3gzatxlefe9axcrqyllbtrzmc, 4wu5ystem7t4d7veep83j2qne, 1ss7pdaxmlk0sijax5brwpkyy, 38z2cuwmbeanujqho9cqwozmy, 63r5yw1u82xzwndp8c6rwvzoq, 8p3y7tm4lzwp39tojonnohaay, 7gh46rkxaa7trgtp8lf1l591w, 6kfmf44wdx1btf9mwqdmo36z8, 28kg6zbpgbb8zrnhidogpxi0a, ew8oodr9hiuqve7xlz24xznfu, 6hh057kb54ovy3lqxo5bvxlhw, etyqw24tl6zko0qarctyv6ane, a9w6952jyw6x83gxp94zs8ro4, 7vhhtm49u9nzdpc9d60empxxw, 2pdh5wkdejywgaf38crbxzims, 86piuxs9tep01rcbsp3t8vx90, 1p1ektnr3l7lj518cbs2dnmdw, am8ndwmm4m03ys6wkad29lst0, 7pegcq6kh8s6naujxky714ys4, 45nz5h9qtf9bnucuxuh3b4qhg'}, {'id': 5000268715, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5000320505, 'qualifierId': 194, 'value': 'ew8oodr9hiuqve7xlz24xznfu'}, {'id': 5000268723, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5000268721, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5000344861, 'qualifierId': 197, 'value': '23808'}, {'id': 5000268717, 'qualifierId': 59, 'value': '41, 53, 48, 40, 54, 56, 46, 24, 47, 39, 49, 42, 44, 51, 52, 55, 57, 72, 80, 90'}, {'id': 5000268719, 'qualifierId': 130, 'value': '2'}];;;;;cmlvu1bqm5mobbsjz1xat2jv8;Team set up;;;;;;23808,0;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;0;0;Austin II;0;;
2681943889;1;34;16;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-05-04T01:08:59.417Z;2024-05-04T02:03:57Z;[{'id': 5000270993, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0'}, {'id': 5000270981, 'qualifierId': 30, 'value': '81a5mbcfvbxke0w3cbq65ld2i, 8ly83pm2mbtz4u7jwsv0o96qy, 9nlw8tihbzfnvkt5uproa79jo, 2yxzh220ndd4s4wqditruo0h6, ec3xdenc4ncg4sc8ni4kkyln8, d0riqrsz7ojwb9m94rbvx7r6y, 7m5wyvhq876dyap45egqs2tjo, ov91zkisppven9tp72gfbjf8, 4521gkm1oemvrfsgksz7b6zxm, elvrjpt1jlko4henaqvfid7o4, 641bsr9un81t6sds51fhvijh0, 7nxqbiq6fics5w3qnwhz249as, 35ds2xu43z6jccyhlr8jsomzu, dcypf9mqtlcn5wetj1z7g3mui, 9yldym4386a2icfk6qb6i90r8, 6y4dhco5w4ontgfdtl1oj06xg'}, {'id': 5000270987, 'qualifierId': 130, 'value': '4'}, {'id': 5000339403, 'qualifierId': 194, 'value': '2yxzh220ndd4s4wqditruo0h6'}, {'id': 5000270983, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5'}, {'id': 5000270997, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5000338849, 'qualifierId': 197, 'value': '23347'}, {'id': 5000270985, 'qualifierId': 59, 'value': '1, 2, 3, 6, 4, 5, 30, 18, 9, 32, 10, 8, 17, 20, 25, 36'}];;;;;cmlvu1bqm5mobbsjz1xat2jv8;Team set up;;;;;;23347,0;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;0;0;Colorado Rapids II;0;;
2681956569;2;32;1;0;0;iiolvosiuokkrl5iuoxcjo4p;1;0,0;0,0;2024-05-04T02:03:50.975Z;2024-05-11T10:15:57Z;[{'id': 5000340037, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;cmlvu1bqm5mobbsjz1xat2jv8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;0;0;Austin II;0;;
2681956577;2;32;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-05-04T02:03:50.975Z;2024-05-04T02:03:54Z;[{'id': 5000340065, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;cmlvu1bqm5mobbsjz1xat2jv8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;0;0;Colorado Rapids II;0;;
2681956587;3;1;1;0;0;iiolvosiuokkrl5iuoxcjo4p;1;50,1;49,9;2024-05-04T02:03:50.976Z;2024-05-04T02:54:16Z;[{'id': 5000340125, 'qualifierId': 140, 'value': '26.8'}, {'id': 5000340133, 'qualifierId': 279, 'value': 'S'}, {'id': 5000340123, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000340129, 'qualifierId': 212, 'value': '24.5'}, {'id': 5000340127, 'qualifierId': 141, 'value': '49.4'}, {'id': 5000340131, 'qualifierId': 213, 'value': '3.16'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;26,8;;;24,5;49,4;3,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;26,8;49,4;;;;;;;0;0;0;0;Austin II;0;FW;1,0
2681956617;4;1;1;0;3;iiolvosiuokkrl5iuoxcjo4p;1;26,8;49,4;2024-05-04T02:03:54.970Z;2024-05-11T10:04:49Z;[{'id': 5000340285, 'qualifierId': 213, 'value': '0.57'}, {'id': 5000340279, 'qualifierId': 140, 'value': '71.4'}, {'id': 5000340277, 'qualifierId': 56, 'value': 'Left'}, {'id': 5000340283, 'qualifierId': 212, 'value': '55.8'}, {'id': 5018946585, 'qualifierId': 157}, {'id': 5000340281, 'qualifierId': 141, 'value': '93.9'}, {'id': 5000340287, 'qualifierId': 1}];63r5yw1u82xzwndp8c6rwvzoq;D. Garcia;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;71,4;;;55,8;93,9;0,57;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;71,4;93,9;;;;;;;0;0;0;3;Austin II;3;DL;1,0
2681956619;5;61;1;0;9;iiolvosiuokkrl5iuoxcjo4p;0;71,4;93,9;2024-05-04T02:04:00.378Z;2024-05-04T02:54:48Z;[{'id': 5000340291, 'qualifierId': 56, 'value': 'Left'}];6hh057kb54ovy3lqxo5bvxlhw;A. García;;;cmlvu1bqm5mobbsjz1xat2jv8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;0;9;Austin II;9;ML;1,0
2681956667;3;5;1;0;10;d0c07im4a6oj8qa7f1zlt3pqs;1;31,2;-2,0;2024-05-04T02:04:01.283Z;2024-05-04T02:04:16Z;[{'id': 5000340551, 'qualifierId': 233, 'value': '6'}, {'id': 5000340547, 'qualifierId': 347}, {'id': 5000340545, 'qualifierId': 56, 'value': 'Back'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;cmlvu1bqm5mobbsjz1xat2jv8;Out;;;;;;;;;;;;;;;;;;6,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;0;0;0;10;Colorado Rapids II;10;MC;1,0
2681956623;6;5;1;0;10;iiolvosiuokkrl5iuoxcjo4p;0;68,8;102,0;2024-05-04T02:04:01.283Z;2024-05-04T02:13:51Z;[{'id': 5000340305, 'qualifierId': 347}, {'id': 5000340579, 'qualifierId': 233, 'value': '3'}, {'id': 5000340303, 'qualifierId': 56, 'value': 'Left'}];7gh46rkxaa7trgtp8lf1l591w;F. Núñez;;;cmlvu1bqm5mobbsjz1xat2jv8;Out;;;;;;;;;;;;;;;;;;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;0;10;Austin II;10;MR;1,0
2681956679;4;1;1;0;24;d0c07im4a6oj8qa7f1zlt3pqs;1;26,8;0,0;2024-05-04T02:04:15.618Z;2024-05-04T02:04:19Z;[{'id': 5000340621, 'qualifierId': 107}, {'id': 5000340627, 'qualifierId': 141, 'value': '31.6'}, {'id': 5000340629, 'qualifierId': 212, 'value': '28.2'}, {'id': 5000340631, 'qualifierId': 213, 'value': '2.24'}, {'id': 5000340625, 'qualifierId': 140, 'value': '10.2'}, {'id': 5000340633, 'qualifierId': 1}, {'id': 5000340623, 'qualifierId': 56, 'value': 'Back'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;cmlvu1bqm5mobbsjz1xat2jv8;Pass;;;;;;;;;;10,2;;;28,2;31,6;2,24;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;10,2;31,6;;;;;;;0;0;0;24;Colorado Rapids II;24;DR;1,0
