id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_Resume;value_Involved;value_JerseyNumber;value_Captain;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Length;value_Angle;value_KickOff;value_PassEndY;value_Chipped;value_Offensive;value_OppositeRelatedEventId;value_BlockedPass;value_Defensive;value_LongBall;value_Launch;value_HeadPass;value_FlickOn;value_Assist;value_IntentionalAssist;value_FirstTouch;value_Volley;value_GkX;value_BoxCentre;value_GoalmouthY;value_RightFooted;value_Assisted;value_GkY;value_RelatedEventId;value_High;value_GoalmouthZ;value_FastBreak;value_NextEventGoalKick;value_GoalKick;value_Low;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_Cross;value_OutSwinger;value_HighGkIntervention;value_HighClaim;value_GkKickFromHands;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_IntendedTackleTarget;value_Overrun;value_TakeOnOvertake;value_DeletedEventType;value_TouchTypePass;value_LeftFooted;value_OutOfPlay;value_Left;value_InSwinger;value_CornerTaken;value_Head;value_ShirtPull/Holding;value_TouchTypeControl;value_BoxRight;value_BlockedY;value_RegularPlay;value_BlockedX;value_LowCentre;value_Collected;value_LowGkIntervention;value_Diving;value_Hands;value_NotVisible;value_KeeperThrow;value_IndividualPlay;value_LowRight;value_Standing;value_Feet;value_ParriedSafe;value_Right;value_SwitchOfPlay;value_SmallBoxRight;value_BigChance;value_VideoCoverageLost;value_Blocked;value_OutOfBoxCentre;value_LowLeft;value_DefBlock;value_PullBack;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkYTimeOfGoal;value_BlockedCross;value_TakeOnSpace;value_ThrowInSetPiece;value_HighCentre;value_HitWoodwork;value_HitLeftPost;value_Handball;value_BoxLeft;value_TempBlocked;value_RecklessOffence;value_YellowCard;value_SetPiece;value_Shove/Push;value_MisHit;value_HighRight;value_Indirect;value_BlockedClearance;value_NotAssisted;value_Injury;value_InjuredPlayerId;value_Minutes;value_EndType;value_MediumGkIntervention;value_ThroughBall;value_CloseRight;value_Defensive1V1;value_PlayersCaughtOffside;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_SmallBoxCentre;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistTeam;value_Deflection;value_FantasyAssistedBy;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2678127325;1;34;16;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-04-26T01:12:46.675Z;2024-04-26T02:03:12Z;[{'id': 4979534955, 'qualifierId': 197, 'value': '15999'}, {'id': 4979492735, 'qualifierId': 130, 'value': '4'}, {'id': 4979492737, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4979492739, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4979492725, 'qualifierId': 30, 'value': '4q6jdo2wts37hdajbh8b8xcoa, 3etb72wtwcrim97dyp9g2px5g, f2nxaemhqi8kbtbejnqekgd4a, 1on6mxrbdqnh12s4h1y0vb3mc, 35jkg2v338kipzlf0iwvvypuy, 79z5vt08ga8prn33vi2a260kq, dhrxi7hj8xh15ky7q6u5wqi5m, 5n1wehugx0qtun8oopg2jbndg, 1bmbt6h6bsiimpzxt07cqwfvu, dwyatw1wz3nrh1fcwu27ie8ve, 7jtxek694d60c5udhyv0zsjro, cac9hjmdwt1gsz0qt3f6d4b2s, bpfl7nj8llr3dfadhtju52rro, 79vuqfgilwa4eyqmowr5me42c, dqa88ma3jbk33lsyzo45uy2cq, 4ozih7wnybdxb1wgvd5fkjp5g, 3q8dpwqkikbugz3ikwcmkbg4q, 49ag6csupgt40gbs2snq1xs7o'}, {'id': 4979492733, 'qualifierId': 59, 'value': '31, 33, 78, 38, 63, 77, 64, 99, 60, 50, 71, 52, 54, 56, 66, 68, 72, 75'}, {'id': 4979534953, 'qualifierId': 194, 'value': '5n1wehugx0qtun8oopg2jbndg'}, {'id': 4979492729, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}];;;;;cenhoizw0ddh5z8mqx3vtfsb8;Team set up;15999,0;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;0;0;Tacoma Defiance;0;;
2678127511;1;34;16;0;0;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-04-26T01:14:12.210Z;2024-04-26T03:15:58Z;[{'id': 4979493923, 'qualifierId': 30, 'value': '5rcj1mef6u2jbosy1urou0d7t, 2iusvkm9t8r1widsfvbesnjf8, 8khtu1w0lp1f5d5t4zmfxiei, 7ajceczjsu9ci4nqv9gg2860a, dil2b9u1omrsdbxba5swbe9gq, e1e506479mqo8j3geie6amuj8, 4dji8lgdl3psnfchdwpllvod0, ez0t0pl5qxy0sa3zp1l77sjro, 9fbj8njpn0q6j87le4rnafjf8, cdyrj15oxu3l5sgzgwof8ohgq, 7zr3gif60ntltgt3s5yi6qjca, 3y5rrahty1k0l1hnww3bcozmy, 4s56s6f9nw96wergw7ix5zp0q, e53v53mch02yplr516gcm3v2s, 5jal3zhkwodffivsq89wfd15g, b0xuwec3m6rvxwx7gygv34o6i, e2t6sxwsa5ll4zvsxh96512zu, do5nsl65m35sog9vcp0j3kbh0'}, {'id': 4979493931, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4979535141, 'qualifierId': 197, 'value': '23614'}, {'id': 4979493925, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4979493927, 'qualifierId': 59, 'value': '30, 85, 77, 34, 35, 39, 93, 37, 36, 88, 31, 95, 32, 43, 80, 81, 83, 97'}, {'id': 4979493933, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4979576545, 'qualifierId': 194, 'value': '5rcj1mef6u2jbosy1urou0d7t'}, {'id': 4979493929, 'qualifierId': 130, 'value': '8'}];;;;;cenhoizw0ddh5z8mqx3vtfsb8;Team set up;23614,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;0;The Town;0;;
2678135105;2;32;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-04-26T02:03:41.439Z;2024-04-26T02:03:41Z;[{'id': 4979535309, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;cenhoizw0ddh5z8mqx3vtfsb8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;0;0;Tacoma Defiance;0;;
2678135107;2;32;1;0;0;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-04-26T02:03:41.439Z;2024-05-01T08:39:26Z;[{'id': 4979535311, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;cenhoizw0ddh5z8mqx3vtfsb8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;0;The Town;0;;
2678135121;3;1;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;49,9;49,9;2024-04-26T02:03:41.440Z;2024-05-01T06:49:03Z;[{'id': 4979535367, 'qualifierId': 56, 'value': 'Back'}, {'id': 4979535369, 'qualifierId': 140, 'value': '33.7'}, {'id': 4979535373, 'qualifierId': 212, 'value': '18.7'}, {'id': 4979535375, 'qualifierId': 213, 'value': '3.57'}, {'id': 4979535377, 'qualifierId': 279, 'value': 'S'}, {'id': 4979535371, 'qualifierId': 141, 'value': '38.5'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;33,7;18,7;3,57;;38,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;33,7;38,5;;;;;;;0;0;0;0;Tacoma Defiance;0;FW;1,0
2678135127;4;1;1;0;4;ew2zirzye0sw1txr2m33nr25y;0;38,5;45,4;2024-04-26T02:03:45.486Z;2024-05-01T06:49:06Z;[{'id': 4979535393, 'qualifierId': 155}, {'id': 4979535403, 'qualifierId': 213, 'value': '6.16'}, {'id': 4979535411, 'qualifierId': 286}, {'id': 4979535401, 'qualifierId': 212, 'value': '2.2'}, {'id': 4979535399, 'qualifierId': 141, 'value': '45.0'}, {'id': 4979535407, 'qualifierId': 233, 'value': '3'}, {'id': 4979535397, 'qualifierId': 140, 'value': '40.6'}, {'id': 4979535395, 'qualifierId': 56, 'value': 'Back'}, {'id': 4979535405, 'qualifierId': 236}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;40,6;2,2;6,16;;45,0;1,0;1,0;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;40,6;45,0;;;;;;;0;0;0;4;Tacoma Defiance;4;MC;1,0
2678135123;3;74;1;0;4;5icuo8utnztpsd9l03gdd68dl;1;60,4;53,2;2024-04-26T02:03:45.487Z;2024-05-01T06:49:18Z;[{'id': 4979535385, 'qualifierId': 56, 'value': 'Center'}, {'id': 4979535413, 'qualifierId': 233, 'value': '4'}, {'id': 4979535387, 'qualifierId': 285}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;cenhoizw0ddh5z8mqx3vtfsb8;Blocked Pass;;;;;;;;;;;;;;;;;;4,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;4;The Town;4;FW;1,0
2678135135;4;1;1;0;6;5icuo8utnztpsd9l03gdd68dl;0;61,4;39,9;2024-04-26T02:03:47.791Z;2024-04-26T02:51:54Z;[{'id': 4979535451, 'qualifierId': 141, 'value': '32.9'}, {'id': 4979535459, 'qualifierId': 1}, {'id': 4979535455, 'qualifierId': 213, 'value': '5.77'}, {'id': 4979535453, 'qualifierId': 212, 'value': '9.7'}, {'id': 4979535445, 'qualifierId': 157}, {'id': 4979535449, 'qualifierId': 140, 'value': '69.5'}, {'id': 4979535447, 'qualifierId': 56, 'value': 'Center'}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;69,5;9,7;5,77;;32,9;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;69,5;32,9;;;;;;;0;0;0;6;The Town;6;FW;1,0
2678135145;5;1;1;0;8;ew2zirzye0sw1txr2m33nr25y;0;27,7;72,3;2024-04-26T02:03:49.535Z;2024-04-26T02:03:50Z;[{'id': 4979535483, 'qualifierId': 213, 'value': '1.05'}, {'id': 4979535481, 'qualifierId': 212, 'value': '9.3'}, {'id': 4979535475, 'qualifierId': 56, 'value': 'Back'}, {'id': 4979535477, 'qualifierId': 140, 'value': '32.1'}, {'id': 4979535473, 'qualifierId': 3}, {'id': 4979535479, 'qualifierId': 141, 'value': '84.2'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;cenhoizw0ddh5z8mqx3vtfsb8;Pass;;;;;;;;;;;32,1;9,3;1,05;;84,2;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;32,1;84,2;;;;;;;0;0;0;8;Tacoma Defiance;8;DC;1,0
2678135147;5;49;1;0;8;5icuo8utnztpsd9l03gdd68dl;1;67,3;7,6;2024-04-26T02:03:50.400Z;2024-04-26T02:03:50Z;[];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;cenhoizw0ddh5z8mqx3vtfsb8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;8;The Town;8;FW;1,0
