id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_TeamFormation;value_TeamKit;value_JerseyNumber;value_DirectionOfPlay;value_KickOff;value_Zone;value_PassEndX;value_PassEndY;value_Angle;value_Length;value_Launch;value_LongBall;value_NotVisible;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_FlickOn;value_HeadPass;value_RefereeDelay;value_OtherReason;value_RelatedEventId;value_Chipped;value_SwitchOfPlay;value_LayOff;value_IntendedTackleTarget;value_OutOfPlay;value_Left;value_Right;value_Assist;value_OutSwinger;value_CornerTaken;value_IntentionalAssist;value_Cross;value_FirstTouch;value_BlockedY;value_GkX;value_Head;value_Assisted;value_GoalmouthZ;value_GkY;value_BlockedX;value_NotPastGoalLine;value_FromCorner;value_GoalmouthY;value_BoxCentre;value_InjuredPlayerId;value_Injury;value_DeletedEventType;value_HighClaim;value_KeeperThrow;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_ShirtPull/Holding;value_BlockedPass;value_NextEventGoalKick;value_Low;value_GoalKick;value_Shove/Push;value_RegularPlay;value_LowLeft;value_Hands;value_Standing;value_ParriedSafe;value_OverArm;value_AerialFoul;value_PlayersCaughtOffside;value_Indirect;value_RecklessOffence;value_YellowCard;value_OutOfBoxCentre;value_LeftFooted;value_IndividualPlay;value_BoxLeft;value_High;value_BlockedCross;value_RightFooted;value_LowRight;value_OwnPlayer;value_Blocked;value_OwnShotBlocked;value_DefBlock;value_Volley;value_DrinksBreak;value_LowCentre;value_BigChance;value_MisHit;value_SmallBoxCentre;value_SixYardBlocked;value_InSwinger;value_OtherBodyPart;value_Diving;value_Overrun;value_ThroughBall;value_SwerveLeft;value_GoalShotGameClock;value_SoloRun;value_GoalShotTimestamp;value_OtherObstacle;value_BallHitsReferee;value_Minutes;value_NotAssisted;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_FastBreak;value_Collected;value_Stooping;value_TacticalFoul;value_35Centre;value_CloseHigh;value_SetPiece;value_GkKickFromHands;value_SwerveRight;value_FreeKick;value_ByWall;value_GameEnd;value_NewStartTime;value_WeatherProblem;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2704450229;100;5;1;10;17;6ubc4y1v6hr63mca7ica4hp90;1;73,9;-1,0;2024-07-28T22:14:06.374Z;2024-07-28T22:14:14Z;[{'id': 5123639139, 'qualifierId': 347}, {'id': 5123639137, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123639183, 'qualifierId': 233, 'value': '89'}];35i699wz5v6nush729peu776c;Josué;;;ec4em4t4txxyolmoj3xnzik9g;Out;;;;;;;;;;;;;;;;;;;89,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;10;17;Inter Miami II;617;DR;1,0
2704450239;101;1;1;10;24;6ubc4y1v6hr63mca7ica4hp90;1;77,8;0,0;2024-07-28T22:14:13.911Z;2024-07-28T22:14:14Z;[{'id': 5123639223, 'qualifierId': 212, 'value': '4.7'}, {'id': 5123639221, 'qualifierId': 141, 'value': '3.7'}, {'id': 5123639219, 'qualifierId': 140, 'value': '75.1'}, {'id': 5123639217, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123639215, 'qualifierId': 107}, {'id': 5123639225, 'qualifierId': 213, 'value': '2.22'}];35i699wz5v6nush729peu776c;Josué;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;75,1;3,7;2,22;4,7;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;75,1;3,7;;;;;;;0;0;10;24;Inter Miami II;624;DR;1,0
2704450251;102;1;1;10;25;6ubc4y1v6hr63mca7ica4hp90;1;75,1;3,7;2024-07-28T22:14:14.760Z;2024-07-28T22:14:16Z;[{'id': 5123639297, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123639301, 'qualifierId': 140, 'value': '77.2'}, {'id': 5123639305, 'qualifierId': 141, 'value': '1.5'}, {'id': 5123639313, 'qualifierId': 213, 'value': '5.69'}, {'id': 5123639309, 'qualifierId': 212, 'value': '2.7'}];7bxp7ho4cmsoviw19q4bxr02c;B. Romero;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;77,2;1,5;5,69;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;77,2;1,5;;;;;;;0;0;10;25;Inter Miami II;625;MR;1,0
2704450267;103;1;1;10;27;6ubc4y1v6hr63mca7ica4hp90;1;77,2;1,5;2024-07-28T22:14:16.536Z;2024-07-28T22:14:18Z;[{'id': 5123639423, 'qualifierId': 212, 'value': '9.8'}, {'id': 5123639421, 'qualifierId': 141, 'value': '15.9'}, {'id': 5123639419, 'qualifierId': 140, 'value': '77.4'}, {'id': 5123639417, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123639425, 'qualifierId': 213, 'value': '1.55'}];35i699wz5v6nush729peu776c;Josué;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;77,4;15,9;1,55;9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;77,4;15,9;;;;;;;0;0;10;27;Inter Miami II;627;DR;1,0
2704450277;104;1;1;10;29;6ubc4y1v6hr63mca7ica4hp90;1;69,5;13,9;2024-07-28T22:14:18.775Z;2024-07-28T22:14:20Z;[{'id': 5123639469, 'qualifierId': 141, 'value': '5.6'}, {'id': 5123639473, 'qualifierId': 213, 'value': '3.74'}, {'id': 5123639471, 'qualifierId': 212, 'value': '9.9'}, {'id': 5123639467, 'qualifierId': 140, 'value': '61.7'}, {'id': 5123639465, 'qualifierId': 56, 'value': 'Right'}];7ofdnarha4k4b8nggld7gxnqi;J. Nyandjo;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;61,7;5,6;3,74;9,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;61,7;5,6;;;;;;;0;0;10;29;Inter Miami II;629;FW;1,0
2704450279;105;61;1;10;31;6ubc4y1v6hr63mca7ica4hp90;0;62,0;5,0;2024-07-28T22:14:20.503Z;2024-07-28T22:14:20Z;[{'id': 5123639483, 'qualifierId': 56, 'value': 'Right'}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;ec4em4t4txxyolmoj3xnzik9g;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;10;31;Inter Miami II;631;MC;1,0
2704450321;90;4;1;10;32;c7c4wwva2u1vb3rr7rwava044;1;38,0;85,9;2024-07-28T22:14:21.952Z;2024-07-28T22:14:26Z;[{'id': 5123639761, 'qualifierId': 152}, {'id': 5123639763, 'qualifierId': 265}, {'id': 5123639765, 'qualifierId': 286}, {'id': 5123639759, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123639775, 'qualifierId': 233, 'value': '106'}, {'id': 5123639757, 'qualifierId': 13}];977s1fxwxwxqbged7jln0nka2;Leo Afonso;;;ec4em4t4txxyolmoj3xnzik9g;Foul;;;;;;;;;;;;;;;;;;;106,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;10;32;Crown Legacy;632;FWL;1,0
2704450295;106;4;1;10;32;6ubc4y1v6hr63mca7ica4hp90;0;62,0;14,1;2024-07-28T22:14:21.953Z;2024-07-28T22:14:26Z;[{'id': 5123639797, 'qualifierId': 233, 'value': '90'}, {'id': 5123639617, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123639615, 'qualifierId': 13}, {'id': 5123639619, 'qualifierId': 152}, {'id': 5123639623, 'qualifierId': 285}, {'id': 5123639621, 'qualifierId': 265}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;ec4em4t4txxyolmoj3xnzik9g;Foul;;;;;;;;;;;;;;;;;;;90,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;10;32;Inter Miami II;632;MC;1,0
2704450415;91;1;1;10;42;c7c4wwva2u1vb3rr7rwava044;1;41,5;83,3;2024-07-28T22:14:31.456Z;2024-07-28T22:14:36Z;[{'id': 5123640319, 'qualifierId': 152}, {'id': 5123640329, 'qualifierId': 213, 'value': '3.96'}, {'id': 5123640325, 'qualifierId': 141, 'value': '67.8'}, {'id': 5123640327, 'qualifierId': 212, 'value': '14.4'}, {'id': 5123640317, 'qualifierId': 5}, {'id': 5123640321, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123640323, 'qualifierId': 140, 'value': '32.1'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;32,1;67,8;3,96;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;32,1;67,8;;;;;;;0;0;10;42;Crown Legacy;642;MC;1,0
2704450443;92;1;1;10;47;c7c4wwva2u1vb3rr7rwava044;1;32,9;60,3;2024-07-28T22:14:36.224Z;2024-07-28T22:14:39Z;[{'id': 5123640507, 'qualifierId': 212, 'value': '16.7'}, {'id': 5123640505, 'qualifierId': 141, 'value': '39.8'}, {'id': 5123640509, 'qualifierId': 213, 'value': '4.13'}, {'id': 5123640503, 'qualifierId': 140, 'value': '24.1'}, {'id': 5123640501, 'qualifierId': 56, 'value': 'Back'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;24,1;39,8;4,13;16,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;24,1;39,8;;;;;;;0;0;10;47;Crown Legacy;647;DC;1,0
2704450461;93;1;1;10;50;c7c4wwva2u1vb3rr7rwava044;1;26,4;47,2;2024-07-28T22:14:39.680Z;2024-07-28T22:14:41Z;[{'id': 5123640629, 'qualifierId': 212, 'value': '11.2'}, {'id': 5123640627, 'qualifierId': 141, 'value': '51.9'}, {'id': 5123640625, 'qualifierId': 140, 'value': '36.6'}, {'id': 5123640621, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123640631, 'qualifierId': 213, 'value': '0.29'}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;36,6;51,9;0,29;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;36,6;51,9;;;;;;;0;0;10;50;Crown Legacy;650;DL;1,0
2704450487;94;1;1;10;52;c7c4wwva2u1vb3rr7rwava044;1;36,6;51,9;2024-07-28T22:14:41.217Z;2024-07-28T22:14:44Z;[{'id': 5123640789, 'qualifierId': 212, 'value': '25.3'}, {'id': 5123640785, 'qualifierId': 140, 'value': '38.1'}, {'id': 5123640787, 'qualifierId': 141, 'value': '14.8'}, {'id': 5123640791, 'qualifierId': 213, 'value': '4.77'}, {'id': 5123640783, 'qualifierId': 56, 'value': 'Back'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;38,1;14,8;4,77;25,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;38,1;14,8;;;;;;;0;0;10;52;Crown Legacy;652;MC;1,0
2704450499;95;1;1;10;55;c7c4wwva2u1vb3rr7rwava044;1;38,9;11,3;2024-07-28T22:14:44.017Z;2024-07-28T22:14:46Z;[{'id': 5123640869, 'qualifierId': 141, 'value': '4.0'}, {'id': 5123640873, 'qualifierId': 213, 'value': '5.77'}, {'id': 5123640871, 'qualifierId': 212, 'value': '10.1'}, {'id': 5123640865, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123640867, 'qualifierId': 140, 'value': '47.3'}];1yl2e0y3cglm1nwto5uzs3e5m;L. Sunderland;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;47,3;4,0;5,77;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;47,3;4,0;;;;;;;0;0;10;55;Crown Legacy;655;MC;1,0
2704450531;96;1;1;10;57;c7c4wwva2u1vb3rr7rwava044;0;53,8;6,1;2024-07-28T22:14:46.225Z;2024-07-28T22:14:50Z;[{'id': 5123641095, 'qualifierId': 141, 'value': '12.7'}, {'id': 5123641097, 'qualifierId': 212, 'value': '36.8'}, {'id': 5123641101, 'qualifierId': 1}, {'id': 5123641093, 'qualifierId': 140, 'value': '88.6'}, {'id': 5123641099, 'qualifierId': 213, 'value': '0.12'}, {'id': 5123641091, 'qualifierId': 56, 'value': 'Right'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;88,6;12,7;0,12;36,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;88,6;12,7;;;;;;;0;0;10;57;Crown Legacy;657;DR;1,0
2704450545;107;4;1;11;2;6ubc4y1v6hr63mca7ica4hp90;1;9,2;87,9;2024-07-28T22:14:51.849Z;2024-07-28T22:14:54Z;[{'id': 5123641225, 'qualifierId': 13}, {'id': 5123641227, 'qualifierId': 294}, {'id': 5123641273, 'qualifierId': 233, 'value': '97'}, {'id': 5123641233, 'qualifierId': 285}, {'id': 5123641229, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123641231, 'qualifierId': 152}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;ec4em4t4txxyolmoj3xnzik9g;Foul;;;;;;;;;;;;;;;;;;;97,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;11;2;Inter Miami II;662;DC;1,0
2704450549;97;4;1;11;2;c7c4wwva2u1vb3rr7rwava044;0;90,8;12,1;2024-07-28T22:14:51.850Z;2024-07-28T22:14:54Z;[{'id': 5123641243, 'qualifierId': 294}, {'id': 5123641241, 'qualifierId': 13}, {'id': 5123641247, 'qualifierId': 152}, {'id': 5123641245, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123641249, 'qualifierId': 286}, {'id': 5123641277, 'qualifierId': 233, 'value': '107'}];55y26r9mz105vrqmnq739l62;D. Reyes;;;ec4em4t4txxyolmoj3xnzik9g;Foul;;;;;;;;;;;;;;;;;;;107,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;11;2;Crown Legacy;662;FWR;1,0
2704450819;108;1;1;11;31;6ubc4y1v6hr63mca7ica4hp90;0;12,3;83,7;2024-07-28T22:15:20.169Z;2024-07-28T22:15:26Z;[{'id': 5123642949, 'qualifierId': 212, 'value': '60.6'}, {'id': 5123642939, 'qualifierId': 157}, {'id': 5123642945, 'qualifierId': 140, 'value': '69.0'}, {'id': 5123642937, 'qualifierId': 5}, {'id': 5123642947, 'qualifierId': 141, 'value': '100.0'}, {'id': 5123642941, 'qualifierId': 152}, {'id': 5123642943, 'qualifierId': 56, 'value': 'Left'}, {'id': 5123642951, 'qualifierId': 213, 'value': '0.19'}, {'id': 5123642953, 'qualifierId': 1}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;69,0;100,0;0,19;60,6;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;69,0;100,0;;;;;;;0;0;11;31;Inter Miami II;691;GK;1,0
2704450917;98;5;1;11;35;c7c4wwva2u1vb3rr7rwava044;1;29,7;-0,9;2024-07-28T22:15:24.353Z;2024-07-28T22:23:38Z;[{'id': 5123643563, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123643585, 'qualifierId': 233, 'value': '109'}, {'id': 5123643565, 'qualifierId': 347}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;ec4em4t4txxyolmoj3xnzik9g;Out;;;;;;;;;;;;;;;;;;;109,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;11;35;Crown Legacy;695;DL;1,0
2704450823;109;5;1;11;35;6ubc4y1v6hr63mca7ica4hp90;0;70,3;100,9;2024-07-28T22:15:24.353Z;2024-07-28T22:15:39Z;[{'id': 5123642965, 'qualifierId': 56, 'value': 'Left'}, {'id': 5123643607, 'qualifierId': 233, 'value': '98'}, {'id': 5123642967, 'qualifierId': 347}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;ec4em4t4txxyolmoj3xnzik9g;Out;;;;;;;;;;;;;;;;;;;98,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;11;35;Inter Miami II;695;GK;1,0
2704450953;99;1;1;11;49;c7c4wwva2u1vb3rr7rwava044;1;31,0;0,0;2024-07-28T22:15:38.338Z;2024-07-28T22:15:43Z;[{'id': 5123643811, 'qualifierId': 1}, {'id': 5123643809, 'qualifierId': 213, 'value': '0.14'}, {'id': 5123643799, 'qualifierId': 107}, {'id': 5123643805, 'qualifierId': 141, 'value': '5.8'}, {'id': 5123643807, 'qualifierId': 212, 'value': '31.6'}, {'id': 5123643803, 'qualifierId': 140, 'value': '60.8'}, {'id': 5123643801, 'qualifierId': 56, 'value': 'Right'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;60,8;5,8;0,14;31,6;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;60,8;5,8;;;;;;;0;0;11;49;Crown Legacy;709;DR;1,0
2704450957;100;61;1;11;54;c7c4wwva2u1vb3rr7rwava044;0;59,7;7,0;2024-07-28T22:15:43.250Z;2024-07-28T22:15:43Z;[{'id': 5123643827, 'qualifierId': 56, 'value': 'Right'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;ec4em4t4txxyolmoj3xnzik9g;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;11;54;Crown Legacy;714;FW;1,0
2704450967;110;49;1;11;55;6ubc4y1v6hr63mca7ica4hp90;1;41,5;95,9;2024-07-28T22:15:44.617Z;2024-07-28T22:15:44Z;[];3ve0xap9f0gjsslhgjsmakx04;A. John;;;ec4em4t4txxyolmoj3xnzik9g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;0;0;11;55;Inter Miami II;715;MC;1,0
2704450997;111;1;1;11;56;6ubc4y1v6hr63mca7ica4hp90;0;41,5;96,1;2024-07-28T22:15:45.098Z;2024-07-28T22:15:49Z;[{'id': 5123644039, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123644049, 'qualifierId': 1}, {'id': 5123644043, 'qualifierId': 141, 'value': '58.0'}, {'id': 5123644041, 'qualifierId': 140, 'value': '81.3'}, {'id': 5123644047, 'qualifierId': 213, 'value': '5.73'}, {'id': 5123644037, 'qualifierId': 155}, {'id': 5123644045, 'qualifierId': 212, 'value': '49.2'}];3ve0xap9f0gjsslhgjsmakx04;A. John;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;81,3;58,0;5,73;49,2;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;81,3;58,0;;;;;;;0;0;11;56;Inter Miami II;716;MC;1,0
2704451009;101;1;1;12;0;c7c4wwva2u1vb3rr7rwava044;1;17,2;41,8;2024-07-28T22:15:49.106Z;2024-07-28T22:15:50Z;[{'id': 5123644127, 'qualifierId': 212, 'value': '24.2'}, {'id': 5123644125, 'qualifierId': 141, 'value': '76.2'}, {'id': 5123644121, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123644123, 'qualifierId': 140, 'value': '23.1'}, {'id': 5123644129, 'qualifierId': 213, 'value': '1.31'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;23,1;76,2;1,31;24,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;23,1;76,2;;;;;;;0;0;12;0;Crown Legacy;720;DC;1,0
2704451011;102;49;1;12;1;c7c4wwva2u1vb3rr7rwava044;1;23,3;76,2;2024-07-28T22:15:50.610Z;2024-07-28T22:15:50Z;[];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;ec4em4t4txxyolmoj3xnzik9g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;12;1;Crown Legacy;721;DC;1,0
2704451073;103;1;1;12;5;c7c4wwva2u1vb3rr7rwava044;1;27,1;75,9;2024-07-28T22:15:54.050Z;2024-07-28T22:15:58Z;[{'id': 5123644499, 'qualifierId': 213, 'value': '3.34'}, {'id': 5123644493, 'qualifierId': 140, 'value': '14.5'}, {'id': 5123644491, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123644497, 'qualifierId': 212, 'value': '13.5'}, {'id': 5123644495, 'qualifierId': 141, 'value': '71.9'}];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;ec4em4t4txxyolmoj3xnzik9g;Pass;;;;;;;;;;;;14,5;71,9;3,34;13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;14,5;71,9;;;;;;;0;0;12;5;Crown Legacy;725;DC;1,0
