id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_PlayerPosition;value_TeamFormation;value_Resume;value_JerseyNumber;value_Captain;value_TeamKit;value_Involved;value_DirectionOfPlay;value_PassEndX;value_Angle;value_Zone;value_KickOff;value_Length;value_PassEndY;value_LongBall;value_Launch;value_OutOfPlay;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_TakeOnOvertake;value_TouchTypeControl;value_Defensive;value_DeletedEventType;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_SwitchOfPlay;value_OutSwinger;value_Cross;value_LeftFooted;value_IntentionalAssist;value_Assist;value_GkY;value_GoalmouthZ;value_RegularPlay;value_Assisted;value_FirstTouch;value_High;value_BoxCentre;value_GoalmouthY;value_RelatedEventId;value_GkX;value_NextEventGoalKick;value_Low;value_GoalKick;value_Chipped;value_BlockedPass;value_HeadPass;value_TouchTypePass;value_Overrun;value_YellowCard;value_TacticalFoul;value_Hands;value_ParriedSafe;value_Standing;value_BoxLeft;value_Left;value_FreeKick;value_BlockedY;value_LowCentre;value_RightFooted;value_OutOfBoxCentre;value_NotAssisted;value_BlockedX;value_Collected;value_LowGkIntervention;value_Stooping;value_KeeperThrow;value_TakeOnSpace;value_IntendedTackleTarget;value_TouchTypeClearance;value_MediumGkIntervention;value_OverArm;value_IndividualPlay;value_HighLeft;value_NotVisible;value_Head;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_SwerveLeft;value_HitBar;value_GkXTimeOfGoal;value_GoalShotGameClock;value_HitWoodwork;value_HighRight;value_InSwinger;value_SixYardBlocked;value_Blocked;value_LowLeft;value_DefBlock;value_CornerTaken;value_Shove/Push;value_RecklessOffence;value_BlockedCross;value_ShirtPull/Holding;value_HighGkIntervention;value_OtherObstacle;value_CloseRight;value_LayOff;value_NotPastGoalLine;value_SetPiece;value_HighClaim;value_BoxRight;value_MisHit;value_FlickOn;value_PlayersCaughtOffside;value_Indirect;value_GkHoof;value_AerialFoul;value_Minutes;value_GkKickFromHands;value_Right;value_DrivenCross;value_Straight;value_EndType;value_FromCorner;value_VideoCoverageLost;value_InjuredPlayerId;value_Injury;value_ThroughBall;value_BigChance;value_1On1;value_LowRight;value_OutOfBoxLeft;value_Penalty;value_PenaltyTakerId;value_AdvantagePlayed;value_Diving;value_Scored;value_FantasyAssistId;value_FantasyAssistedBy;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_CausingPlayer;value_FantasyAssistType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_FromShotOffTarget;value_CloseHigh;value_BlockedClearance;value_TimeWasting;value_6SecondsViolation;value_Feet;value_OwnPlayer;value_OwnShotBlocked;value_Volley;value_SavedOffLine;value_LastLine;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2720483369;193;5;1;27;27;6ubc4y1v6hr63mca7ica4hp90;1;59,7;101,0;2024-09-15T00:31:58.209Z;2024-09-15T00:44:32Z;[{'id': 5211905103, 'qualifierId': 347}, {'id': 5211905099, 'qualifierId': 56, 'value': 'Left'}, {'id': 5211905141, 'qualifierId': 233, 'value': '263'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;50r1ri4sye74kl9g9wzu8r9w;Out;;;;;;;;;;;;;;;;;;;1,0;263,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;27;27;Carolina Core;1647;DC;1,0
2720483279;263;5;1;27;27;2nnef9tr9g7m2s6n873qif95g;0;40,3;-1,0;2024-09-15T00:31:58.209Z;2024-09-15T00:44:32Z;[{'id': 5211904637, 'qualifierId': 347}, {'id': 5211904635, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211905167, 'qualifierId': 233, 'value': '193'}];1nbbgew67td8zayaffvr1zcb8;Joshua Rodríguez;;;50r1ri4sye74kl9g9wzu8r9w;Out;;;;;;;;;;;;;;;;;;;1,0;193,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;27;27;Crown Legacy;1647;FW;1,0
2720483389;194;1;1;27;36;6ubc4y1v6hr63mca7ica4hp90;1;54,7;100,0;2024-09-15T00:32:06.784Z;2024-09-15T00:32:08Z;[{'id': 5211905241, 'qualifierId': 141, 'value': '92.9'}, {'id': 5211905237, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211905245, 'qualifierId': 213, 'value': '3.75'}, {'id': 5211905239, 'qualifierId': 140, 'value': '47.1'}, {'id': 5211905243, 'qualifierId': 212, 'value': '9.7'}, {'id': 5211905235, 'qualifierId': 107}];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;47,1;3,75;;;9,7;92,9;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;47,1;92,9;;;;;;;;0;27;36;Carolina Core;1656;FW;1,0
2720483403;195;1;1;27;37;6ubc4y1v6hr63mca7ica4hp90;1;48,0;94,4;2024-09-15T00:32:08.216Z;2024-09-15T00:32:09Z;[{'id': 5211905279, 'qualifierId': 141, 'value': '74.1'}, {'id': 5211905275, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211905283, 'qualifierId': 213, 'value': '4.01'}, {'id': 5211905281, 'qualifierId': 212, 'value': '18.1'}, {'id': 5211905277, 'qualifierId': 140, 'value': '36.9'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;36,9;4,01;;;18,1;74,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;36,9;74,1;;;;;;;;0;27;37;Carolina Core;1657;DC;1,0
2720483427;196;1;1;27;39;6ubc4y1v6hr63mca7ica4hp90;1;36,7;72,2;2024-09-15T00:32:09.312Z;2024-09-15T00:32:11Z;[{'id': 5211905395, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211905403, 'qualifierId': 213, 'value': '5.38'}, {'id': 5211905399, 'qualifierId': 141, 'value': '52.1'}, {'id': 5211905401, 'qualifierId': 212, 'value': '17.4'}, {'id': 5211905397, 'qualifierId': 140, 'value': '46.9'}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;46,9;5,38;;;17,4;52,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;46,9;52,1;;;;;;;;0;27;39;Carolina Core;1659;DC;1,0
2720483469;197;1;1;27;40;6ubc4y1v6hr63mca7ica4hp90;1;47,1;50,9;2024-09-15T00:32:11.072Z;2024-09-15T00:32:14Z;[{'id': 5211905653, 'qualifierId': 141, 'value': '33.4'}, {'id': 5211905649, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211905655, 'qualifierId': 212, 'value': '15.2'}, {'id': 5211905657, 'qualifierId': 213, 'value': '4.04'}, {'id': 5211905651, 'qualifierId': 140, 'value': '38.1'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;38,1;4,04;;;15,2;33,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;38,1;33,4;;;;;;;;0;27;40;Carolina Core;1660;MC;1,0
2720483515;198;1;1;27;44;6ubc4y1v6hr63mca7ica4hp90;1;41,9;35,5;2024-09-15T00:32:14.440Z;2024-09-15T00:32:17Z;[{'id': 5211905859, 'qualifierId': 140, 'value': '37.8'}, {'id': 5211905855, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211905867, 'qualifierId': 212, 'value': '22.8'}, {'id': 5211905869, 'qualifierId': 213, 'value': '1.76'}, {'id': 5211905863, 'qualifierId': 141, 'value': '68.4'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;37,8;1,76;;;22,8;68,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;37,8;68,4;;;;;;;;0;27;44;Carolina Core;1664;DL;1,0
2720483589;199;1;1;27;47;6ubc4y1v6hr63mca7ica4hp90;1;37,8;68,4;2024-09-15T00:32:17.520Z;2024-09-15T00:32:21Z;[{'id': 5211906203, 'qualifierId': 141, 'value': '92.4'}, {'id': 5211906205, 'qualifierId': 212, 'value': '25.5'}, {'id': 5211906201, 'qualifierId': 140, 'value': '56.5'}, {'id': 5211906207, 'qualifierId': 213, 'value': '0.69'}, {'id': 5211906199, 'qualifierId': 56, 'value': 'Left'}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;56,5;0,69;;;25,5;92,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;56,5;92,4;;;;;;;;0;27;47;Carolina Core;1667;DC;1,0
2720483649;200;1;1;27;51;6ubc4y1v6hr63mca7ica4hp90;1;59,6;92,9;2024-09-15T00:32:21.505Z;2024-09-15T00:32:25Z;[{'id': 5211906505, 'qualifierId': 141, 'value': '81.6'}, {'id': 5211906503, 'qualifierId': 140, 'value': '57.7'}, {'id': 5211906509, 'qualifierId': 213, 'value': '4.46'}, {'id': 5211906507, 'qualifierId': 212, 'value': '7.9'}, {'id': 5211906501, 'qualifierId': 56, 'value': 'Left'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;57,7;4,46;;;7,9;81,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;57,7;81,6;;;;;;;;0;27;51;Carolina Core;1671;DC;1,0
2720483685;201;1;1;27;54;6ubc4y1v6hr63mca7ica4hp90;1;55,5;76,4;2024-09-15T00:32:24.904Z;2024-09-15T00:32:27Z;[{'id': 5211906681, 'qualifierId': 212, 'value': '13.7'}, {'id': 5211906679, 'qualifierId': 141, 'value': '96.3'}, {'id': 5211906683, 'qualifierId': 213, 'value': '1.40'}, {'id': 5211906677, 'qualifierId': 140, 'value': '57.7'}, {'id': 5211906675, 'qualifierId': 56, 'value': 'Left'}];3ve0xap9f0gjsslhgjsmakx04;A. John;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;57,7;1,4;;;13,7;96,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;57,7;96,3;;;;;;;;0;27;54;Carolina Core;1674;MC;1,0
2720483707;202;1;1;27;56;6ubc4y1v6hr63mca7ica4hp90;1;58,3;93,2;2024-09-15T00:32:26.937Z;2024-09-15T00:32:28Z;[{'id': 5211906763, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211906771, 'qualifierId': 213, 'value': '3.99'}, {'id': 5211906769, 'qualifierId': 212, 'value': '19.9'}, {'id': 5211906765, 'qualifierId': 140, 'value': '45.8'}, {'id': 5211906767, 'qualifierId': 141, 'value': '71.3'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;45,8;3,99;;;19,9;71,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;45,8;71,3;;;;;;;;0;27;56;Carolina Core;1676;DC;1,0
2720483767;203;1;1;27;58;6ubc4y1v6hr63mca7ica4hp90;1;45,8;71,3;2024-09-15T00:32:28.585Z;2024-09-15T00:32:32Z;[{'id': 5211907083, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211907093, 'qualifierId': 212, 'value': '12.7'}, {'id': 5211907089, 'qualifierId': 141, 'value': '63.6'}, {'id': 5211907087, 'qualifierId': 140, 'value': '56.8'}, {'id': 5211907097, 'qualifierId': 213, 'value': '5.86'}];9b29l83qhedv79h20lgyu9tqt;B. Tuiloma;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;56,8;5,86;;;12,7;63,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;56,8;63,6;;;;;;;;0;27;58;Carolina Core;1678;DC;1,0
2720483797;204;1;1;28;2;6ubc4y1v6hr63mca7ica4hp90;1;56,8;63,6;2024-09-15T00:32:32.833Z;2024-09-15T00:32:35Z;[{'id': 5211907235, 'qualifierId': 140, 'value': '52.8'}, {'id': 5211907239, 'qualifierId': 212, 'value': '25.7'}, {'id': 5211907233, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211907237, 'qualifierId': 141, 'value': '26.3'}, {'id': 5211907241, 'qualifierId': 213, 'value': '4.55'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;52,8;4,55;;;25,7;26,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;52,8;26,3;;;;;;;;0;28;2;Carolina Core;1682;MC;1,0
2720483819;205;1;1;28;4;6ubc4y1v6hr63mca7ica4hp90;1;53,3;23,8;2024-09-15T00:32:34.993Z;2024-09-15T00:32:36Z;[{'id': 5211907349, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211907355, 'qualifierId': 212, 'value': '21.7'}, {'id': 5211907351, 'qualifierId': 140, 'value': '73.9'}, {'id': 5211907357, 'qualifierId': 213, 'value': '0.07'}, {'id': 5211907353, 'qualifierId': 141, 'value': '25.9'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;73,9;0,07;;;21,7;25,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;73,9;25,9;;;;;;;;0;28;4;Carolina Core;1684;DL;1,0
2720483821;206;61;1;28;6;6ubc4y1v6hr63mca7ica4hp90;0;74,6;26,5;2024-09-15T00:32:36.529Z;2024-09-15T00:32:36Z;[{'id': 5211907361, 'qualifierId': 56, 'value': 'Center'}];4dri4lv9b4w3mz8aj3329qjh0;I. Toklomati;;;50r1ri4sye74kl9g9wzu8r9w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;6;Carolina Core;1686;FW;1,0
2720483869;264;49;1;28;9;2nnef9tr9g7m2s6n873qif95g;1;4,8;88,0;2024-09-15T00:32:39.429Z;2024-09-15T00:32:39Z;[];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;50r1ri4sye74kl9g9wzu8r9w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;28;9;Crown Legacy;1689;DL;1,0
2720483921;207;83;1;28;12;6ubc4y1v6hr63mca7ica4hp90;0;91,9;12,2;2024-09-15T00:32:42.818Z;2024-09-15T00:32:48Z;[{'id': 5211908301, 'qualifierId': 399, 'value': 'f0jwa1a61lxs31g47csjv7itw'}];4dri4lv9b4w3mz8aj3329qjh0;I. Toklomati;;;50r1ri4sye74kl9g9wzu8r9w;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;12;Carolina Core;1692;FW;1,0
2720483991;265;1;1;28;14;2nnef9tr9g7m2s6n873qif95g;0;4,5;84,2;2024-09-15T00:32:45.149Z;2024-09-15T00:32:47Z;[{'id': 5211908163, 'qualifierId': 212, 'value': '9.0'}, {'id': 5211908159, 'qualifierId': 140, 'value': '2.2'}, {'id': 5211908165, 'qualifierId': 213, 'value': '4.44'}, {'id': 5211908157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211908161, 'qualifierId': 141, 'value': '71.5'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;2,2;4,44;;;9,0;71,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;2,2;71,5;;;;;;;;0;28;14;Crown Legacy;1694;DL;1,0
2720484037;208;49;1;28;20;6ubc4y1v6hr63mca7ica4hp90;1;96,4;33,4;2024-09-15T00:32:50.833Z;2024-09-15T00:32:50Z;[];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;50r1ri4sye74kl9g9wzu8r9w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;20;Carolina Core;1700;FW;1,0
2720484081;209;1;1;28;21;6ubc4y1v6hr63mca7ica4hp90;1;96,4;33,4;2024-09-15T00:32:51.402Z;2024-09-15T00:32:53Z;[{'id': 5211908659, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211908667, 'qualifierId': 141, 'value': '24.7'}, {'id': 5211908673, 'qualifierId': 213, 'value': '4.24'}, {'id': 5211908669, 'qualifierId': 212, 'value': '6.7'}, {'id': 5211908663, 'qualifierId': 140, 'value': '93.5'}];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;93,5;4,24;;;6,7;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;93,5;24,7;;;;;;;;0;28;21;Carolina Core;1701;FW;1,0
2720484101;210;1;1;28;21;6ubc4y1v6hr63mca7ica4hp90;0;93,5;24,7;2024-09-15T00:32:52.186Z;2024-09-15T01:00:38Z;[{'id': 5211908809, 'qualifierId': 213, 'value': '1.40'}, {'id': 5211908803, 'qualifierId': 140, 'value': '96.4'}, {'id': 5211908805, 'qualifierId': 141, 'value': '50.9'}, {'id': 5211908799, 'qualifierId': 155}, {'id': 5211908807, 'qualifierId': 212, 'value': '18.1'}, {'id': 5211908801, 'qualifierId': 56, 'value': 'Center'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;96,4;1,4;;;18,1;50,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;96,4;50,9;;;;;;;;0;28;21;Carolina Core;1701;ML;1,0
2720484063;266;52;1;28;22;2nnef9tr9g7m2s6n873qif95g;1;3,7;50,9;2024-09-15T00:32:52.389Z;2024-09-18T07:18:57Z;[{'id': 5220698031, 'qualifierId': 378}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;50r1ri4sye74kl9g9wzu8r9w;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;28;22;Crown Legacy;1702;GK;1,0
2720484103;267;1;1;28;23;2nnef9tr9g7m2s6n873qif95g;1;4,6;47,8;2024-09-15T00:32:53.629Z;2024-09-15T00:32:58Z;[{'id': 5211908829, 'qualifierId': 213, 'value': '5.48'}, {'id': 5211908815, 'qualifierId': 140, 'value': '25.6'}, {'id': 5211908823, 'qualifierId': 212, 'value': '31.8'}, {'id': 5211908813, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211908819, 'qualifierId': 141, 'value': '14.1'}, {'id': 5211908849, 'qualifierId': 287}, {'id': 5211908811, 'qualifierId': 123}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;25,6;5,48;;;31,8;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;25,6;14,1;;;;;;;;0;28;23;Crown Legacy;1703;GK;1,0
2720484187;268;1;1;28;27;2nnef9tr9g7m2s6n873qif95g;1;35,8;11,1;2024-09-15T00:32:58.039Z;2024-09-15T00:33:00Z;[{'id': 5211909243, 'qualifierId': 141, 'value': '27.3'}, {'id': 5211909239, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211909241, 'qualifierId': 140, 'value': '53.5'}, {'id': 5211909247, 'qualifierId': 213, 'value': '0.54'}, {'id': 5211909245, 'qualifierId': 212, 'value': '21.6'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;;50r1ri4sye74kl9g9wzu8r9w;Pass;;;;;;;;;;53,5;0,54;;;21,6;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;53,5;27,3;;;;;;;;0;28;27;Crown Legacy;1707;AMR;1,0
