id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Resume;value_Captain;value_TeamPlayerFormation;value_TeamKit;value_TeamFormation;value_Involved;value_JerseyNumber;value_PlayerPosition;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Length;value_PassEndY;value_Zone;value_Angle;value_LayOff;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_Chipped;value_Direct;value_Foul;value_Shove/Push;value_Defensive;value_Offensive;value_FreeKickTaken;value_BlockedPass;value_TakeOnSpace;value_GoalmouthY;value_IndividualPlay;value_GoalmouthZ;value_RelatedEventId;value_GkY;value_LeftFooted;value_FirstTouch;value_RegularPlay;value_OutOfBoxCentre;value_GkX;value_Assisted;value_CloseRight;value_NextEventGoalKick;value_GoalKick;value_Low;value_HeadPass;value_DeletedEventType;value_Left;value_RightFooted;value_InSwinger;value_CornerTaken;value_Cross;value_Head;value_OutSwinger;value_LowGkIntervention;value_IntendedTackleTarget;value_TouchTypePass;value_TouchTypeControl;value_Assist;value_BoxCentre;value_Weak;value_MisHit;value_BlockedX;value_BlockedY;value_NotAssisted;value_NotPastGoalLine;value_TakeOnOvertake;value_OutOfPlay;value_FairPlay;value_InjuredPlayerId;value_Injury;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_SwitchOfPlay;value_FlickOn;value_IntentionalAssist;value_PullBack;value_Right;value_ThroughBall;value_Volley;value_BoxRight;value_High;value_Blocked;value_LowLeft;value_DefBlock;value_LowCentre;value_MediumGkIntervention;value_KeeperThrow;value_PlayersCaughtOffside;value_Indirect;value_HighLeft;value_ShirtPull/Holding;value_NotVisible;value_AttemptedTackle;value_LowRight;value_Standing;value_ParriedDanger;value_Fumble;value_Hands;value_HighGkIntervention;value_Minutes;value_GkKickFromHands;value_Overrun;value_EndType;value_CloseLeft;value_NotRetreating;value_YellowCard;value_FromCorner;value_RecklessOffence;value_BigChance;value_SmallBoxRight;value_SetPiece;value_Tactical;value_TacticalFoul;value_HighClaim;value_PenaltyTakerId;value_Penalty;value_Diving;value_Scored;value_KeeperTouched;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_CausingPlayer;value_GoalShotGameClock;value_FantasyAssistedBy;value_FantasyAssistTeam;value_GoalShotTimestamp;value_HighRight;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_FantasyAssistType;value_AerialFoul;value_Argument;value_OverArm;value_FreeKick;value_BoxDeepRight;value_ParriedSafe;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_NewStartTime;value_OfficiallyAnnounced;value_WeatherProblem;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692621415;157;1;1;22;50;ew2zirzye0sw1txr2m33nr25y;1;50,3;33,4;2024-05-27T01:53:40.347Z;2024-05-27T01:53:42Z;[{'id': 5058441503, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058441505, 'qualifierId': 140, 'value': '63.3'}, {'id': 5058441511, 'qualifierId': 213, 'value': '0.02'}, {'id': 5058441507, 'qualifierId': 141, 'value': '33.9'}, {'id': 5058441509, 'qualifierId': 212, 'value': '13.7'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;63,3;;13,7;33,9;;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;63,3;33,9;;;;;;;;0;22;50;St. Louis City II;1370;DMC;1,0
2692621429;158;1;1;22;51;ew2zirzye0sw1txr2m33nr25y;1;65,1;31,8;2024-05-27T01:53:41.947Z;2024-05-27T01:53:45Z;[{'id': 5058441603, 'qualifierId': 213, 'value': '5.50'}, {'id': 5058441595, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058441597, 'qualifierId': 140, 'value': '78.5'}, {'id': 5058441601, 'qualifierId': 212, 'value': '19.8'}, {'id': 5058441599, 'qualifierId': 141, 'value': '11.4'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;78,5;;19,8;11,4;;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;78,5;11,4;;;;;;;;0;22;51;St. Louis City II;1371;MC;1,0
2692621433;159;50;1;22;54;ew2zirzye0sw1txr2m33nr25y;1;73,4;7,1;2024-05-27T01:53:45.178Z;2024-05-27T01:53:47Z;[{'id': 5058441641, 'qualifierId': 233, 'value': '229'}, {'id': 5058441615, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058441617, 'qualifierId': 286}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;d2v2vy5vpe9rs1h6y1a3zp8gk;Dispossessed;;;;;;;;;;;;;;;;;;;229,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;22;54;St. Louis City II;1374;FW;1,0
2692621435;229;7;1;22;54;dqx48fglv1l96cyrmjdod0xec;1;26,6;92,9;2024-05-27T01:53:45.179Z;2024-06-01T07:40:57Z;[{'id': 5058441623, 'qualifierId': 285}, {'id': 5058441621, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058441637, 'qualifierId': 233, 'value': '159'}, {'id': 5058441619, 'qualifierId': 167}, {'id': 5063752327, 'qualifierId': 385}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;d2v2vy5vpe9rs1h6y1a3zp8gk;Tackle;;;;;;;;;;;;;;;;;;;159,0;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;22;54;The Town;1374;DC;1,0
2692621453;160;5;1;22;55;ew2zirzye0sw1txr2m33nr25y;1;73,2;-0,8;2024-05-27T01:53:45.643Z;2024-05-27T01:53:57Z;[{'id': 5058441747, 'qualifierId': 347}, {'id': 5058441745, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058441763, 'qualifierId': 233, 'value': '230'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;d2v2vy5vpe9rs1h6y1a3zp8gk;Out;;;;;;;;;;;;;;;;;;;230,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;22;55;St. Louis City II;1375;FW;1,0
2692621437;230;5;1;22;55;dqx48fglv1l96cyrmjdod0xec;0;26,8;100,8;2024-05-27T01:53:45.643Z;2024-05-27T02:32:56Z;[{'id': 5058441767, 'qualifierId': 233, 'value': '160'}, {'id': 5058441631, 'qualifierId': 347}, {'id': 5058441629, 'qualifierId': 56, 'value': 'Back'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;d2v2vy5vpe9rs1h6y1a3zp8gk;Out;;;;;;;;;;;;;;;;;;;160,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;22;55;The Town;1375;DC;1,0
2692621457;161;1;1;23;6;ew2zirzye0sw1txr2m33nr25y;1;74,5;0,0;2024-05-27T01:53:56.939Z;2024-05-27T01:53:58Z;[{'id': 5058441779, 'qualifierId': 212, 'value': '7.9'}, {'id': 5058441777, 'qualifierId': 141, 'value': '4.9'}, {'id': 5058441773, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058441775, 'qualifierId': 140, 'value': '68.1'}, {'id': 5058441771, 'qualifierId': 107}, {'id': 5058441781, 'qualifierId': 213, 'value': '2.58'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;68,1;;7,9;4,9;;2,58;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;68,1;4,9;;;;;;;;0;23;6;St. Louis City II;1386;DR;1,0
2692621463;162;1;1;23;7;ew2zirzye0sw1txr2m33nr25y;1;67,7;5,3;2024-05-27T01:53:58.091Z;2024-05-27T01:53:59Z;[{'id': 5058441811, 'qualifierId': 213, 'value': '5.88'}, {'id': 5058441807, 'qualifierId': 141, 'value': '0.8'}, {'id': 5058441803, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058441805, 'qualifierId': 140, 'value': '74.6'}, {'id': 5058441809, 'qualifierId': 212, 'value': '7.9'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;74,6;;7,9;0,8;;5,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;74,6;0,8;;;;;;;;0;23;7;St. Louis City II;1387;MC;1,0
2692621467;163;1;1;23;8;ew2zirzye0sw1txr2m33nr25y;1;74,6;0,8;2024-05-27T01:53:59.100Z;2024-05-27T01:54:00Z;[{'id': 5058441835, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058441841, 'qualifierId': 212, 'value': '8.4'}, {'id': 5058441837, 'qualifierId': 140, 'value': '74.4'}, {'id': 5058441843, 'qualifierId': 213, 'value': '1.60'}, {'id': 5058441839, 'qualifierId': 141, 'value': '13.1'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;74,4;;8,4;13,1;;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;74,4;13,1;;;;;;;;0;23;8;St. Louis City II;1388;DR;1,0
2692621469;164;3;1;23;10;ew2zirzye0sw1txr2m33nr25y;0;71,2;9,2;2024-05-27T01:54:00.842Z;2024-06-01T07:41:16Z;[{'id': 5058441895, 'qualifierId': 233, 'value': '231'}, {'id': 5063752939, 'qualifierId': 465}, {'id': 5058441853, 'qualifierId': 286}, {'id': 5058441851, 'qualifierId': 56, 'value': 'Right'}];49ag6csupgt40gbs2snq1xs7o;A. Chow;;d2v2vy5vpe9rs1h6y1a3zp8gk;Take On;;;;;;;;;;;;;;;;;;;231,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;23;10;St. Louis City II;1390;Sub;1,0
2692621475;231;7;1;23;10;dqx48fglv1l96cyrmjdod0xec;1;28,8;90,8;2024-05-27T01:54:00.843Z;2024-06-01T07:41:24Z;[{'id': 5063753135, 'qualifierId': 384}, {'id': 5058441881, 'qualifierId': 285}, {'id': 5058441887, 'qualifierId': 233, 'value': '164'}, {'id': 5058441879, 'qualifierId': 56, 'value': 'Back'}];272xwghmibw1wnptcoz6xpex;A. Watts;;d2v2vy5vpe9rs1h6y1a3zp8gk;Tackle;;;;;;;;;;;;;;;;;;;164,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;23;10;The Town;1390;MC;1,0
2692621477;232;49;1;23;13;dqx48fglv1l96cyrmjdod0xec;1;37,0;91,8;2024-05-27T01:54:03.480Z;2024-05-27T01:54:03Z;[];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;d2v2vy5vpe9rs1h6y1a3zp8gk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;23;13;The Town;1393;FW;1,0
2692621481;233;1;1;23;13;dqx48fglv1l96cyrmjdod0xec;1;37,0;91,8;2024-05-27T01:54:03.575Z;2024-05-27T01:54:05Z;[{'id': 5058441905, 'qualifierId': 140, 'value': '51.8'}, {'id': 5058441903, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058441907, 'qualifierId': 141, 'value': '61.1'}, {'id': 5058441911, 'qualifierId': 213, 'value': '5.35'}, {'id': 5058441909, 'qualifierId': 212, 'value': '26.0'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;51,8;;26,0;61,1;;5,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;51,8;61,1;;;;;;;;0;23;13;The Town;1393;FW;1,0
2692621485;234;1;1;23;15;dqx48fglv1l96cyrmjdod0xec;1;52,7;61,7;2024-05-27T01:54:05.352Z;2024-05-27T01:54:08Z;[{'id': 5058441943, 'qualifierId': 212, 'value': '18.5'}, {'id': 5058441945, 'qualifierId': 213, 'value': '0.73'}, {'id': 5058441939, 'qualifierId': 140, 'value': '65.8'}, {'id': 5058441941, 'qualifierId': 141, 'value': '79.9'}, {'id': 5058441937, 'qualifierId': 56, 'value': 'Left'}];en6q7ddrr22sz6knipkbqhyw9;Wan Kuzain;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;65,8;;18,5;79,9;;0,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;65,8;79,9;;;;;;;;0;23;15;The Town;1395;MR;1,0
2692621495;235;1;1;23;18;dqx48fglv1l96cyrmjdod0xec;1;75,0;74,7;2024-05-27T01:54:08.536Z;2024-05-27T01:54:10Z;[{'id': 5058441989, 'qualifierId': 140, 'value': '87.1'}, {'id': 5058441997, 'qualifierId': 213, 'value': '0.35'}, {'id': 5058441993, 'qualifierId': 141, 'value': '81.5'}, {'id': 5058441995, 'qualifierId': 212, 'value': '13.5'}, {'id': 5058441985, 'qualifierId': 56, 'value': 'Left'}];272xwghmibw1wnptcoz6xpex;A. Watts;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;87,1;;13,5;81,5;;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;87,1;81,5;;;;;;;;0;23;18;The Town;1398;MC;1,0
2692621499;236;1;1;23;20;dqx48fglv1l96cyrmjdod0xec;0;93,7;81,2;2024-05-27T01:54:10.665Z;2024-06-01T07:41:50Z;[{'id': 5058442033, 'qualifierId': 212, 'value': '17.5'}, {'id': 5063753617, 'qualifierId': 224}, {'id': 5058442035, 'qualifierId': 213, 'value': '4.68'}, {'id': 5058442021, 'qualifierId': 2}, {'id': 5063753619, 'qualifierId': 72}, {'id': 5063753847, 'qualifierId': 155}, {'id': 5058442029, 'qualifierId': 140, 'value': '93.2'}, {'id': 5058442031, 'qualifierId': 141, 'value': '55.5'}, {'id': 5058442027, 'qualifierId': 56, 'value': 'Center'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;93,2;;17,5;55,5;;4,68;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;93,2;55,5;;;;;;;;0;23;20;The Town;1400;ML;1,0
2692621501;165;12;1;23;21;ew2zirzye0sw1txr2m33nr25y;1;7,6;47,8;2024-05-27T01:54:12.010Z;2024-05-27T01:54:13Z;[{'id': 5058442049, 'qualifierId': 140, 'value': '9.5'}, {'id': 5058442055, 'qualifierId': 213, 'value': '4.94'}, {'id': 5058442053, 'qualifierId': 212, 'value': '9.0'}, {'id': 5058442047, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058442051, 'qualifierId': 141, 'value': '34.9'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;d2v2vy5vpe9rs1h6y1a3zp8gk;Clearance;;;;;;;;;;9,5;;9,0;34,9;;4,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;9,5;34,9;;;;;;;;0;23;21;St. Louis City II;1401;DC;1,0
2692621503;166;49;1;23;23;ew2zirzye0sw1txr2m33nr25y;1;9,5;31,8;2024-05-27T01:54:13.306Z;2024-05-27T01:54:13Z;[];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;d2v2vy5vpe9rs1h6y1a3zp8gk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;23;23;St. Louis City II;1403;DL;1,0
2692621511;167;12;1;23;25;ew2zirzye0sw1txr2m33nr25y;1;3,8;27,3;2024-05-27T01:54:16.011Z;2024-05-27T01:54:17Z;[{'id': 5058442107, 'qualifierId': 213, 'value': '4.69'}, {'id': 5058442103, 'qualifierId': 141, 'value': '0.0'}, {'id': 5058442105, 'qualifierId': 212, 'value': '19.5'}, {'id': 5058442099, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058442129, 'qualifierId': 167}, {'id': 5058442101, 'qualifierId': 140, 'value': '3.3'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;d2v2vy5vpe9rs1h6y1a3zp8gk;Clearance;;;;;;;;;;3,3;;19,5;0,0;;4,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;3,3;0,0;;;;;;;;0;23;25;St. Louis City II;1405;DL;1,0
2692621515;168;5;1;23;26;ew2zirzye0sw1txr2m33nr25y;0;3,7;-1,6;2024-05-27T01:54:16.524Z;2024-05-27T01:54:43Z;[{'id': 5058442127, 'qualifierId': 347}, {'id': 5058442125, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058442571, 'qualifierId': 233, 'value': '237'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;d2v2vy5vpe9rs1h6y1a3zp8gk;Out;;;;;;;;;;;;;;;;;;;237,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;23;26;St. Louis City II;1406;DL;1,0
2692621571;237;5;1;23;26;dqx48fglv1l96cyrmjdod0xec;1;96,3;101,6;2024-05-27T01:54:16.524Z;2024-05-27T02:32:56Z;[{'id': 5058442541, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058442559, 'qualifierId': 233, 'value': '168'}, {'id': 5058442545, 'qualifierId': 347}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;d2v2vy5vpe9rs1h6y1a3zp8gk;Out;;;;;;;;;;;;;;;;;;;168,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;23;26;The Town;1406;ML;1,0
2692621591;238;1;1;23;51;dqx48fglv1l96cyrmjdod0xec;1;94,7;100,0;2024-05-27T01:54:42.152Z;2024-05-27T01:54:48Z;[{'id': 5058442645, 'qualifierId': 213, 'value': '4.86'}, {'id': 5058442643, 'qualifierId': 212, 'value': '7.8'}, {'id': 5058442639, 'qualifierId': 140, 'value': '95.8'}, {'id': 5058442637, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058442635, 'qualifierId': 107}, {'id': 5058442641, 'qualifierId': 141, 'value': '90.0'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;95,8;;7,8;90,0;;4,86;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;95,8;90,0;;;;;;;;0;23;51;The Town;1431;DC;1,0
2692621583;169;45;1;23;57;ew2zirzye0sw1txr2m33nr25y;0;3,8;10,6;2024-05-27T01:54:47.418Z;2024-05-27T01:54:50Z;[{'id': 5058442691, 'qualifierId': 233, 'value': '239'}, {'id': 5058442617, 'qualifierId': 285}, {'id': 5058442615, 'qualifierId': 56, 'value': 'Back'}];3etb72wtwcrim97dyp9g2px5g;O. Verhoeven;;d2v2vy5vpe9rs1h6y1a3zp8gk;Challenge;;;;;;;;;;;;;;;;;;;239,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;23;57;St. Louis City II;1437;DR;1,0
2692621595;239;3;1;23;57;dqx48fglv1l96cyrmjdod0xec;1;96,2;89,4;2024-05-27T01:54:47.418Z;2024-06-01T07:43:44Z;[{'id': 5058442687, 'qualifierId': 233, 'value': '169'}, {'id': 5063757049, 'qualifierId': 465}, {'id': 5058442675, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058442677, 'qualifierId': 286}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;;d2v2vy5vpe9rs1h6y1a3zp8gk;Take On;;;;;;;;;;;;;;;;;;;169,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;23;57;The Town;1437;FW;1,0
2692621605;240;1;1;23;59;dqx48fglv1l96cyrmjdod0xec;1;97,1;77,0;2024-05-27T01:54:49.320Z;2024-05-27T01:55:46Z;[{'id': 5058442733, 'qualifierId': 141, 'value': '49.6'}, {'id': 5058442735, 'qualifierId': 212, 'value': '25.6'}, {'id': 5058442737, 'qualifierId': 213, 'value': '3.96'}, {'id': 5058443623, 'qualifierId': 154}, {'id': 5058443621, 'qualifierId': 210, 'value': '13'}, {'id': 5058442729, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058442731, 'qualifierId': 140, 'value': '80.4'}, {'id': 5058443783, 'qualifierId': 195}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;1,0;d2v2vy5vpe9rs1h6y1a3zp8gk;Pass;;;;;;;;;;80,4;;25,6;49,6;;3,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;80,4;49,6;;;;;;;;0;23;59;The Town;1439;FW;1,0
