id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_PlayerPosition;value_TeamKit;value_Captain;value_JerseyNumber;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_DirectionOfPlay;value_Zone;value_PassEndY;value_KickOff;value_Length;value_Angle;value_PassEndX;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_SwitchOfPlay;value_Chipped;value_HeadPass;value_Cross;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_BlockedClearance;value_Assist;value_IntentionalAssist;value_GkX;value_OutOfBoxCentre;value_RelatedEventId;value_GoalmouthZ;value_GoalmouthY;value_LeftFooted;value_Assisted;value_High;value_RegularPlay;value_GkY;value_NextEventGoalKick;value_GoalKick;value_Low;value_OutOfPlay;value_Head;value_BoxRight;value_RightFooted;value_FirstTouch;value_CloseRight;value_DeletedEventType;value_BlockedX;value_BlockedY;value_Blocked;value_LowCentre;value_IndividualPlay;value_DefBlock;value_BoxCentre;value_OverhitCross;value_ShirtPull/Holding;value_TacticalFoul;value_YellowCard;value_SetPiece;value_Left;value_CornerTaken;value_OutSwinger;value_Right;value_FromCorner;value_HighRight;value_ThrowInSetPiece;value_NotAssisted;value_TempShotOn;value_Hands;value_Collected;value_Standing;value_KeeperThrow;value_Overrun;value_Shove/Push;value_PlayersCaughtOffside;value_Indirect;value_Weak;value_1On1;value_BigChance;value_GoalShotGameClock;value_GoalShotTimestamp;value_LowRight;value_Diving;value_ParriedSafe;value_MisHit;value_SixYardBlocked;value_FreeKick;value_ByWall;value_Minutes;value_EndType;value_BoxLeft;value_HighCentre;value_OverArm;value_AerialFoul;value_LowLeft;value_BlockedCross;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Handball;value_LayOff;value_Deflection;value_GkHoof;value_HighLeft;value_CloseLeft;value_Volley;value_InjuredPlayerId;value_Injury;value_35Centre;value_TempBlocked;value_NotVisible;value_Argument;value_NotPastGoalLine;value_GkKickFromHands;value_FlickOn;value_TimeWasting;value_Stooping;value_RecklessOffence;value_InSwinger;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2725584761;1;34;16;0;0;erwnez7ksfkns4dqmyr1fhbe;1;0,0;0,0;2024-09-24T22:54:29.581Z;2024-09-24T23:45:19Z;[{'id': 5239751283, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5239751275, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5239829043, 'qualifierId': 197, 'value': '6108'}, {'id': 5239839621, 'qualifierId': 194, 'value': 'd5kcfgycj51y6aw82r38sl7o4'}, {'id': 5239751277, 'qualifierId': 59, 'value': '42, 47, 50, 86, 36, 21, 55, 45, 43, 30, 41, 62, 48, 38, 75, 88, 23, 95, 57'}, {'id': 5239751279, 'qualifierId': 130, 'value': '2'}, {'id': 5239751281, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5239751273, 'qualifierId': 30, 'value': 'f1e7n1pmjklbr35g7uuqdr78q, 5c7gqtyra887hjyg502tvzn1m, f69xf0cdfn1qe63t5tr5in10, d5kcfgycj51y6aw82r38sl7o4, 3uzxhd8g0jnft5xcd59yztm95, 8pzkxfe5txe71u08n67d8k1uy, 7y5v3oex0pnupaahm8arguluc, 6ahu72g0u39bxbjiz7ggefai1, 5zeta56pml2qki1q095myhvys, 1b9b97pxox77ia41cilqqm4iy, astn4ytzoaav30ifi17s4dn8, ax2y5fvc4dzwn4qkxrfutapsk, 8dcbkmm7ktscumo0c6qcpy1p0, 3lafo3mzfkp2kmf2fj8d6lnv8, bjk2ns3xadow18v3tkvqqrkh6, dtb9aa7wp7e73bm367myma1n9, 216tgeofjnxr75ehcftkvxkpg, 2iz7apzo49byqz0ws65h9d7v8, b56zx0iumlw5cpjctu307c74k'}];;;;;dpl3yx7fuz4gdpt8fbo8jkes;Team set up;;;6108,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;0;0;0;0;Inter Miami II;0;;
2725585233;1;34;16;0;0;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-09-24T22:56:52.748Z;2024-09-24T23:39:51Z;[{'id': 5239753925, 'qualifierId': 59, 'value': '99, 2, 13, 23, 12, 3, 22, 21, 9, 90, 85, 4, 11, 17, 1, 10, 39, 18'}, {'id': 5239753921, 'qualifierId': 30, 'value': 'as5066ocmlp4tub6d3tnabi1g, 4kng7wg83mastngy9hw7j6v6y, 9hxomhr5g6zy05ei4z4lhrklw, 7ve3vmg19c3g91j7zs32oecd0, 3x8f4j8q49d8hft60a6k8l5as, 6lsvk9o6d581sd33g38mr6904, 9z7fz0c95ib7oniguzwbihs0k, 7uj52qs9yf21gxixhrowyvswk, cliiemf1ih37qhh1wi1olk9ka, 8l4bqb8gtyzqpx3pti200phqs, 9owtf360wi6ky1cr4qwnnfk0k, c1fvknrf94i05q738d5r7vmdw, 55y26r9mz105vrqmnq739l62, infc7r3a8oktbajwp4pff7dg, 19igj31auu88fhwdpfz8c1coa, bn5ic0uuxaupf6hs2tgqqq0b8, 97q9pw2flp2acjx03za1yr7ro, 78837xw5xvx9xeystdzy6cc2c'}, {'id': 5239826189, 'qualifierId': 197, 'value': '23485'}, {'id': 5239753929, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5239753927, 'qualifierId': 130, 'value': '2'}, {'id': 5239836025, 'qualifierId': 194, 'value': '4kng7wg83mastngy9hw7j6v6y'}, {'id': 5239753923, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5239753931, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;dpl3yx7fuz4gdpt8fbo8jkes;Team set up;;;23485,0;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;0;Atlanta United II;0;;
2725599153;2;32;1;0;0;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-09-24T23:35:25.537Z;2024-09-24T23:35:27Z;[{'id': 5239833043, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dpl3yx7fuz4gdpt8fbo8jkes;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;0;0;Atlanta United II;0;;
2725599139;2;32;1;0;0;erwnez7ksfkns4dqmyr1fhbe;1;0,0;0,0;2024-09-24T23:35:25.537Z;2024-09-24T23:35:25Z;[{'id': 5239832973, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dpl3yx7fuz4gdpt8fbo8jkes;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;0;0;0;0;Inter Miami II;0;;
2725599171;3;1;1;0;0;c7c4wwva2u1vb3rr7rwava044;1;50,0;49,9;2024-09-24T23:35:25.538Z;2024-09-25T00:24:04Z;[{'id': 5239833151, 'qualifierId': 56, 'value': 'Back'}, {'id': 5239833155, 'qualifierId': 141, 'value': '62.0'}, {'id': 5239833161, 'qualifierId': 279, 'value': 'S'}, {'id': 5239833157, 'qualifierId': 212, 'value': '16.9'}, {'id': 5239833159, 'qualifierId': 213, 'value': '2.63'}, {'id': 5239833153, 'qualifierId': 140, 'value': '35.9'}];8l4bqb8gtyzqpx3pti200phqs;Y. Cohen;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;62,0;;16,9;2,63;35,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;35,9;62,0;;;;;;;0;0;0;0;Atlanta United II;0;FW;1,0
2725615217;344;1;1;0;1;c7c4wwva2u1vb3rr7rwava044;1;34,0;61,1;2024-09-24T23:35:26.537Z;2024-09-25T00:24:14Z;[{'id': 5239922691, 'qualifierId': 212, 'value': '8.8'}, {'id': 5239922687, 'qualifierId': 140, 'value': '25.6'}, {'id': 5239922689, 'qualifierId': 141, 'value': '62.0'}, {'id': 5239922693, 'qualifierId': 213, 'value': '3.07'}, {'id': 5239922685, 'qualifierId': 56, 'value': 'Back'}];7uj52qs9yf21gxixhrowyvswk;D. Martinez;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;62,0;;8,8;3,07;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;25,6;62,0;;;;;;;0;0;0;1;Atlanta United II;1;MC;1,0
2725599179;4;1;1;0;2;c7c4wwva2u1vb3rr7rwava044;1;28,4;57,5;2024-09-24T23:35:28.327Z;2024-09-24T23:35:29Z;[{'id': 5239833215, 'qualifierId': 213, 'value': '1.49'}, {'id': 5239833211, 'qualifierId': 141, 'value': '78.2'}, {'id': 5239833207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5239833209, 'qualifierId': 140, 'value': '29.5'}, {'id': 5239833213, 'qualifierId': 212, 'value': '14.1'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;78,2;;14,1;1,49;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;29,5;78,2;;;;;;;0;0;0;2;Atlanta United II;2;DC;1,0
2725599191;5;1;1;0;4;c7c4wwva2u1vb3rr7rwava044;1;29,5;78,2;2024-09-24T23:35:29.607Z;2024-09-24T23:35:31Z;[{'id': 5239833277, 'qualifierId': 213, 'value': '4.21'}, {'id': 5239833269, 'qualifierId': 56, 'value': 'Back'}, {'id': 5239833273, 'qualifierId': 141, 'value': '63.6'}, {'id': 5239833275, 'qualifierId': 212, 'value': '11.3'}, {'id': 5239833271, 'qualifierId': 140, 'value': '24.3'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;63,6;;11,3;4,21;24,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;24,3;63,6;;;;;;;0;0;0;4;Atlanta United II;4;DC;1,0
2725599205;6;1;1;0;6;c7c4wwva2u1vb3rr7rwava044;1;24,3;63,6;2024-09-24T23:35:31.766Z;2024-09-24T23:35:34Z;[{'id': 5239833355, 'qualifierId': 213, 'value': '4.69'}, {'id': 5239833351, 'qualifierId': 141, 'value': '36.6'}, {'id': 5239833353, 'qualifierId': 212, 'value': '18.4'}, {'id': 5239833349, 'qualifierId': 140, 'value': '23.9'}, {'id': 5239833347, 'qualifierId': 56, 'value': 'Back'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;36,6;;18,4;4,69;23,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;23,9;36,6;;;;;;;0;0;0;6;Atlanta United II;6;DC;1,0
2725599227;7;1;1;0;8;c7c4wwva2u1vb3rr7rwava044;1;23,9;36,6;2024-09-24T23:35:33.879Z;2024-09-24T23:35:36Z;[{'id': 5239833457, 'qualifierId': 140, 'value': '27.1'}, {'id': 5239833463, 'qualifierId': 213, 'value': '4.89'}, {'id': 5239833459, 'qualifierId': 141, 'value': '8.9'}, {'id': 5239833455, 'qualifierId': 56, 'value': 'Back'}, {'id': 5239833461, 'qualifierId': 212, 'value': '19.1'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;8,9;;19,1;4,89;27,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;27,1;8,9;;;;;;;0;0;0;8;Atlanta United II;8;DL;1,0
2725599249;8;1;1;0;10;c7c4wwva2u1vb3rr7rwava044;1;26,9;9,4;2024-09-24T23:35:36.327Z;2024-09-24T23:35:38Z;[{'id': 5239833577, 'qualifierId': 140, 'value': '22.3'}, {'id': 5239833579, 'qualifierId': 141, 'value': '30.3'}, {'id': 5239833583, 'qualifierId': 213, 'value': '1.90'}, {'id': 5239833575, 'qualifierId': 56, 'value': 'Back'}, {'id': 5239833581, 'qualifierId': 212, 'value': '15.0'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;30,3;;15,0;1,9;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;22,3;30,3;;;;;;;0;0;0;10;Atlanta United II;10;DR;1,0
2725599301;9;1;1;0;13;c7c4wwva2u1vb3rr7rwava044;1;24,1;31,6;2024-09-24T23:35:38.870Z;2024-09-25T00:24:44Z;[{'id': 5239833817, 'qualifierId': 213, 'value': '1.43'}, {'id': 5239833813, 'qualifierId': 141, 'value': '65.8'}, {'id': 5239833811, 'qualifierId': 140, 'value': '27.2'}, {'id': 5239833815, 'qualifierId': 212, 'value': '23.5'}, {'id': 5239833809, 'qualifierId': 56, 'value': 'Back'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;dpl3yx7fuz4gdpt8fbo8jkes;Pass;;;;;;;;;;;65,8;;23,5;1,43;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;27,2;65,8;;;;;;;0;0;0;13;Atlanta United II;13;DL;1,0
