id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Captain;value_TeamFormation;value_TeamKit;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Length;value_KickOff;value_Angle;value_PassEndX;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_TouchTypePass;value_BlockedPass;value_IntendedTackleTarget;value_DeletedEventType;value_SwitchOfPlay;value_Chipped;value_Assist;value_GoalmouthY;value_GkY;value_GoalmouthZ;value_Blocked;value_RegularPlay;value_Assisted;value_BlockedX;value_OutOfBoxCentre;value_LowLeft;value_GkX;value_RelatedEventId;value_RightFooted;value_IndividualPlay;value_BlockedY;value_DefBlock;value_IntentionalAssist;value_BigChance;value_BoxCentre;value_Head;value_SixYardBlocked;value_SavedOffLine;value_FirstTouch;value_LowCentre;value_LastLine;value_BlockedClearance;value_PlayersCaughtOffside;value_NotVisible;value_FreeKickTaken;value_Indirect;value_MediumGkIntervention;value_KeeperThrow;value_TakeOnOvertake;value_TouchTypeClearance;value_Foul;value_AttemptedTackle;value_Direct;value_LeftFooted;value_Cross;value_OutSwinger;value_Deflection;value_NotAssisted;value_Volley;value_LowRight;value_Standing;value_Collected;value_Hands;value_NextEventGoalKick;value_GoalKick;value_Low;value_Shove/Push;value_OverhitCross;value_Left;value_OutOfPlay;value_BoxLeft;value_TouchTypeControl;value_FollowsShotRebound;value_BlockedCross;value_Handball;value_InSwinger;value_TacticalFoul;value_YellowCard;value_LowGkIntervention;value_FreeKick;value_ByWall;value_High;value_SetPiece;value_TakeOnSpace;value_CornerTaken;value_PullBack;value_FromCorner;value_HighLeft;value_Overrun;value_Defensive1V1;value_OtherBodyPart;value_Diving;value_ParriedDanger;value_CloseHigh;value_SmallBoxCentre;value_FlickOn;value_Minutes;value_LeadingToAttempt;value_RelatedError1Id;value_1On1;value_Stooping;value_ParriedSafe;value_Feet;value_HighRight;value_EndType;value_Right;value_HighClaim;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GoalShotGameClock;value_Straight;value_DrivenCross;value_FloatedCross;value_HighGkIntervention;value_OverArm;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_LeadingToGoal;value_Sliding;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistTeam;value_Fumble;value_ShirtPull/Holding;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Scored;value_CloseLeft;value_FastBreak;value_NotPastGoalLine;value_BoxRight;value_HitWoodwork;value_HitLeftPost;value_OutOnSideline;value_MisHit;value_RecklessOffence;value_GoesToPenalties;value_Saved;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2695499109;224;3;1;19;17;8ijkk62897so5r3bq0wgwx4bu;0;88,5;9,4;2024-06-10T00:23:06.755Z;2024-06-12T13:38:21Z;[{'id': 5074281935, 'qualifierId': 286}, {'id': 5074281933, 'qualifierId': 56, 'value': 'Right'}, {'id': 5074282031, 'qualifierId': 233, 'value': '164'}, {'id': 5075820331, 'qualifierId': 465}];5zawuirp825t4brhaj90k9duy;S. Karani;;;dd3o4mdtqu7u7ba28tj2mikgk;Take On;;;;;;;;;;;;;;;;;;164,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;17;Portland Timbers II;1157;AMR;1,0
2695499131;164;7;1;19;17;5ou8b446l1sl8frblkz3xi17g;0;11,5;90,6;2024-06-10T00:23:06.756Z;2024-06-12T13:38:23Z;[{'id': 5074282027, 'qualifierId': 233, 'value': '224'}, {'id': 5074282015, 'qualifierId': 285}, {'id': 5074282013, 'qualifierId': 56, 'value': 'Back'}, {'id': 5075820351, 'qualifierId': 385}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;dd3o4mdtqu7u7ba28tj2mikgk;Tackle;;;;;;;;;;;;;;;;;;224,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;19;17;Ventura County;1157;AML;1,0
2695499113;225;61;1;19;18;8ijkk62897so5r3bq0wgwx4bu;1;86,7;10,2;2024-06-10T00:23:07.827Z;2024-06-10T00:23:07Z;[{'id': 5074281951, 'qualifierId': 56, 'value': 'Right'}];5zawuirp825t4brhaj90k9duy;S. Karani;;;dd3o4mdtqu7u7ba28tj2mikgk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;18;Portland Timbers II;1158;AMR;1,0
2695499125;226;83;1;19;22;8ijkk62897so5r3bq0wgwx4bu;0;72,5;7,1;2024-06-10T00:23:11.203Z;2024-06-10T01:20:50Z;[{'id': 5074307829, 'qualifierId': 399, 'value': '5gvvjvj3aw75jrxcmajcx2b6c'}];5zawuirp825t4brhaj90k9duy;S. Karani;;;dd3o4mdtqu7u7ba28tj2mikgk;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;22;Portland Timbers II;1162;AMR;1,0
2695499133;165;49;1;19;22;5ou8b446l1sl8frblkz3xi17g;1;10,4;91,4;2024-06-10T00:23:11.362Z;2024-06-12T13:38:38Z;[];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;dd3o4mdtqu7u7ba28tj2mikgk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;19;22;Ventura County;1162;AML;1,0
2695499137;166;1;1;19;22;5ou8b446l1sl8frblkz3xi17g;0;12,7;91,4;2024-06-10T00:23:11.794Z;2024-06-12T13:38:40Z;[{'id': 5074282039, 'qualifierId': 141, 'value': '83.0'}, {'id': 5074282035, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282041, 'qualifierId': 212, 'value': '6.2'}, {'id': 5074282037, 'qualifierId': 140, 'value': '15.1'}, {'id': 5074282043, 'qualifierId': 213, 'value': '5.13'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;83,0;6,2;;5,13;15,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;15,1;83,0;;;;;;;;0;19;22;Ventura County;1162;AML;1,0
2695784493;920;49;1;19;23;8ijkk62897so5r3bq0wgwx4bu;1;73,3;22,5;2024-06-10T00:23:12.244Z;2024-06-12T13:38:45Z;[];c44bkncqmptribnxki1dyppbe;I. Parente;;;dd3o4mdtqu7u7ba28tj2mikgk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;23;Portland Timbers II;1163;MC;1,0
2695499135;227;43;1;19;24;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-06-10T00:23:13.668Z;2024-06-10T01:10:28Z;[{'id': 5074330517, 'qualifierId': 144, 'value': '49'}];c44bkncqmptribnxki1dyppbe;I. Parente;;;dd3o4mdtqu7u7ba28tj2mikgk;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;24;Portland Timbers II;1164;MC;1,0
2695499139;228;3;1;19;25;8ijkk62897so5r3bq0wgwx4bu;0;79,4;26,9;2024-06-10T00:23:14.356Z;2024-06-12T13:38:52Z;[{'id': 5074282047, 'qualifierId': 286}, {'id': 5075820605, 'qualifierId': 465}, {'id': 5074282119, 'qualifierId': 233, 'value': '167'}, {'id': 5074282045, 'qualifierId': 56, 'value': 'Center'}];c44bkncqmptribnxki1dyppbe;I. Parente;;;dd3o4mdtqu7u7ba28tj2mikgk;Take On;;;;;;;;;;;;;;;;;;167,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;25;Portland Timbers II;1165;MC;1,0
2695499153;167;7;1;19;25;5ou8b446l1sl8frblkz3xi17g;1;20,6;73,1;2024-06-10T00:23:14.357Z;2024-06-12T13:38:56Z;[{'id': 5074282115, 'qualifierId': 233, 'value': '228'}, {'id': 5074282113, 'qualifierId': 285}, {'id': 5075820653, 'qualifierId': 384}, {'id': 5074282111, 'qualifierId': 56, 'value': 'Back'}];3f5g2kijev81v9nzwsyxwiiju;A. Moreno;;;dd3o4mdtqu7u7ba28tj2mikgk;Tackle;;;;;;;;;;;;;;;;;;228,0;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;19;25;Ventura County;1165;MC;1,0
2695499147;229;43;1;19;26;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-06-10T00:23:15.859Z;2024-06-10T00:23:22Z;[{'id': 5074282317, 'qualifierId': 144, 'value': '61'}, {'id': 5074282093, 'qualifierId': 56, 'value': 'Center'}];c44bkncqmptribnxki1dyppbe;I. Parente;;;dd3o4mdtqu7u7ba28tj2mikgk;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;26;Portland Timbers II;1166;MC;1,0
2695499163;168;1;1;19;28;5ou8b446l1sl8frblkz3xi17g;1;14,5;68,2;2024-06-10T00:23:17.169Z;2024-06-10T00:23:19Z;[{'id': 5074282169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282173, 'qualifierId': 141, 'value': '68.1'}, {'id': 5074282177, 'qualifierId': 213, 'value': '3.15'}, {'id': 5074282175, 'qualifierId': 212, 'value': '5.3'}, {'id': 5074282171, 'qualifierId': 140, 'value': '9.5'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;68,1;5,3;;3,15;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;9,5;68,1;;;;;;;;0;19;28;Ventura County;1168;AMC;1,0
2695499167;169;1;1;19;29;5ou8b446l1sl8frblkz3xi17g;0;9,5;68,1;2024-06-10T00:23:18.427Z;2024-06-10T00:57:11Z;[{'id': 5074282213, 'qualifierId': 212, 'value': '1.5'}, {'id': 5074282215, 'qualifierId': 213, 'value': '0.42'}, {'id': 5074320331, 'qualifierId': 155}, {'id': 5074282209, 'qualifierId': 140, 'value': '10.8'}, {'id': 5074282207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282211, 'qualifierId': 141, 'value': '69.0'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;69,0;1,5;;0,42;10,8;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;10,8;69,0;;;;;;;;0;19;29;Ventura County;1169;DC;1,0
2695499173;170;4;1;19;30;5ou8b446l1sl8frblkz3xi17g;1;12,0;69,1;2024-06-10T00:23:19.107Z;2024-06-10T00:23:23Z;[{'id': 5074282321, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282319, 'qualifierId': 10}, {'id': 5074282325, 'qualifierId': 285}, {'id': 5074282339, 'qualifierId': 233, 'value': '230'}, {'id': 5074282323, 'qualifierId': 152}];;;;;dd3o4mdtqu7u7ba28tj2mikgk;Foul;;;;;;;;;;;;;;;;;;230,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;19;30;Ventura County;1170;;
2695499159;230;4;1;19;30;8ijkk62897so5r3bq0wgwx4bu;0;88,0;30,9;2024-06-10T00:23:19.108Z;2024-06-10T00:23:23Z;[{'id': 5074282243, 'qualifierId': 10}, {'id': 5074282255, 'qualifierId': 286}, {'id': 5074282251, 'qualifierId': 152}, {'id': 5074282247, 'qualifierId': 56, 'value': 'Center'}, {'id': 5074282343, 'qualifierId': 233, 'value': '170'}];c44bkncqmptribnxki1dyppbe;I. Parente;;;dd3o4mdtqu7u7ba28tj2mikgk;Foul;;;;;;;;;;;;;;;;;;170,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;19;30;Portland Timbers II;1170;MC;1,0
2695499251;171;1;1;19;50;5ou8b446l1sl8frblkz3xi17g;1;13,2;65,7;2024-06-10T00:23:39.731Z;2024-06-10T00:23:43Z;[{'id': 5074282731, 'qualifierId': 5}, {'id': 5074282743, 'qualifierId': 213, 'value': '4.20'}, {'id': 5074282735, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282737, 'qualifierId': 140, 'value': '7.3'}, {'id': 5074282741, 'qualifierId': 212, 'value': '12.6'}, {'id': 5074282733, 'qualifierId': 152}, {'id': 5074282739, 'qualifierId': 141, 'value': '49.6'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;49,6;12,6;;4,2;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;7,3;49,6;;;;;;;;0;19;50;Ventura County;1190;DC;1,0
2695499277;172;1;1;19;54;5ou8b446l1sl8frblkz3xi17g;1;8,4;50,4;2024-06-10T00:23:43.419Z;2024-06-10T00:23:47Z;[{'id': 5074282903, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282909, 'qualifierId': 212, 'value': '26.0'}, {'id': 5074282905, 'qualifierId': 140, 'value': '17.0'}, {'id': 5074282911, 'qualifierId': 213, 'value': '1.22'}, {'id': 5074282907, 'qualifierId': 141, 'value': '86.2'}];4wr32d93f1q1v8qjq2ywmnbze;C. Miller;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;86,2;26,0;;1,22;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;17,0;86,2;;;;;;;;0;19;54;Ventura County;1194;GK;1,0
2695499281;173;1;1;19;58;5ou8b446l1sl8frblkz3xi17g;1;19,5;85,3;2024-06-10T00:23:47.043Z;2024-06-10T00:23:48Z;[{'id': 5074282927, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282931, 'qualifierId': 141, 'value': '77.8'}, {'id': 5074282933, 'qualifierId': 212, 'value': '8.6'}, {'id': 5074282935, 'qualifierId': 213, 'value': '5.65'}, {'id': 5074282929, 'qualifierId': 140, 'value': '26.1'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;77,8;8,6;;5,65;26,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;26,1;77,8;;;;;;;;0;19;58;Ventura County;1198;DC;1,0
2695499289;174;1;1;19;59;5ou8b446l1sl8frblkz3xi17g;1;26,8;77,0;2024-06-10T00:23:48.211Z;2024-06-10T00:23:50Z;[{'id': 5074282963, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074282969, 'qualifierId': 212, 'value': '12.3'}, {'id': 5074282965, 'qualifierId': 140, 'value': '28.1'}, {'id': 5074282967, 'qualifierId': 141, 'value': '59.0'}, {'id': 5074282971, 'qualifierId': 213, 'value': '4.82'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;59,0;12,3;;4,82;28,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;28,1;59,0;;;;;;;;0;19;59;Ventura County;1199;MC;1,0
2695499301;175;1;1;20;1;5ou8b446l1sl8frblkz3xi17g;1;28,1;58,4;2024-06-10T00:23:50.139Z;2024-06-10T00:23:55Z;[{'id': 5074283045, 'qualifierId': 213, 'value': '3.05'}, {'id': 5074283043, 'qualifierId': 212, 'value': '16.0'}, {'id': 5074283037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074283039, 'qualifierId': 140, 'value': '12.9'}, {'id': 5074283041, 'qualifierId': 141, 'value': '60.5'}];3f5g2kijev81v9nzwsyxwiiju;A. Moreno;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;60,5;16,0;;3,05;12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;12,9;60,5;;;;;;;;0;20;1;Ventura County;1201;MC;1,0
2695499305;176;1;1;20;6;5ou8b446l1sl8frblkz3xi17g;1;12,9;60,5;2024-06-10T00:23:55.107Z;2024-06-10T00:23:57Z;[{'id': 5074283065, 'qualifierId': 141, 'value': '59.9'}, {'id': 5074283061, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074283063, 'qualifierId': 140, 'value': '5.9'}, {'id': 5074283069, 'qualifierId': 213, 'value': '3.20'}, {'id': 5074283067, 'qualifierId': 212, 'value': '7.4'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;59,9;7,4;;3,2;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;5,9;59,9;;;;;;;;0;20;6;Ventura County;1206;MC;1,0
2695499309;177;1;1;20;8;5ou8b446l1sl8frblkz3xi17g;1;5,9;59,9;2024-06-10T00:23:57.680Z;2024-06-10T00:23:59Z;[{'id': 5074283077, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074283081, 'qualifierId': 141, 'value': '93.5'}, {'id': 5074283079, 'qualifierId': 140, 'value': '36.3'}, {'id': 5074283085, 'qualifierId': 213, 'value': '0.62'}, {'id': 5074283087, 'qualifierId': 1}, {'id': 5074283075, 'qualifierId': 157}, {'id': 5074283083, 'qualifierId': 212, 'value': '39.3'}];4wr32d93f1q1v8qjq2ywmnbze;C. Miller;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;93,5;39,3;;0,62;36,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;36,3;93,5;;;;;;;;0;20;8;Ventura County;1208;GK;1,0
2695499313;178;1;1;20;9;5ou8b446l1sl8frblkz3xi17g;0;34,4;91,7;2024-06-10T00:23:58.412Z;2024-06-10T01:20:54Z;[{'id': 5074283103, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074283109, 'qualifierId': 212, 'value': '5.2'}, {'id': 5074283105, 'qualifierId': 140, 'value': '36.0'}, {'id': 5074283101, 'qualifierId': 3}, {'id': 5074283107, 'qualifierId': 141, 'value': '84.5'}, {'id': 5074283111, 'qualifierId': 213, 'value': '5.04'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;84,5;5,2;;5,04;36,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;36,0;84,5;;;;;;;;0;20;9;Ventura County;1209;DC;1,0
2695499307;231;8;1;20;9;8ijkk62897so5r3bq0wgwx4bu;1;63,0;12,9;2024-06-10T00:23:58.816Z;2024-06-12T13:39:54Z;[{'id': 5075821081, 'qualifierId': 385}, {'id': 5074283073, 'qualifierId': 56, 'value': 'Right'}];2vkfc121vxf4n83nluee80k5w;E. Garcés;;;dd3o4mdtqu7u7ba28tj2mikgk;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;20;9;Portland Timbers II;1209;DL;1,0
2695499323;179;1;1;20;13;5ou8b446l1sl8frblkz3xi17g;1;33,2;78,2;2024-06-10T00:24:02.756Z;2024-06-10T00:33:38Z;[{'id': 5074283181, 'qualifierId': 213, 'value': '4.13'}, {'id': 5074283177, 'qualifierId': 141, 'value': '61.2'}, {'id': 5074283173, 'qualifierId': 56, 'value': 'Back'}, {'id': 5074283179, 'qualifierId': 212, 'value': '13.9'}, {'id': 5074283175, 'qualifierId': 140, 'value': '25.9'}];5gvvjvj3aw75jrxcmajcx2b6c;N. Santos;;;dd3o4mdtqu7u7ba28tj2mikgk;Pass;;;;;;;;;;;61,2;13,9;;4,13;25,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;25,9;61,2;;;;;;;;0;20;13;Ventura County;1213;AML;1,0
