id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Involved;value_TeamKit;value_JerseyNumber;value_TeamPlayerFormation;value_PlayerPosition;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_Length;value_Angle;value_PassEndX;value_KickOff;value_PassEndY;value_Zone;value_Chipped;value_LongBall;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_SwitchOfPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedPass;value_Offensive;value_Defensive;value_Launch;value_FlickOn;value_HeadPass;value_DeletedEventType;value_IntendedTackleTarget;value_TakeOnOvertake;value_TouchTypeControl;value_TouchTypeClearance;value_LayOff;value_Overrun;value_OutSwinger;value_Cross;value_LeftFooted;value_Head;value_RightFooted;value_Assist;value_IntentionalAssist;value_SmallBoxCentre;value_RelatedEventId;value_BigChance;value_GkY;value_FirstTouch;value_GkX;value_GoalmouthZ;value_Assisted;value_GoalmouthY;value_RegularPlay;value_CloseHigh;value_TouchTypePass;value_HighGkIntervention;value_KeeperThrow;value_NotVisible;value_OutOfPlay;value_Left;value_CornerTaken;value_InSwinger;value_Right;value_DrivenCross;value_Straight;value_Foul;value_Direct;value_AttemptedTackle;value_Dissent;value_YellowCard;value_FreeKickTaken;value_HitLeftPost;value_LowLeft;value_OutOfBoxCentre;value_HitWoodwork;value_BlockedY;value_BlockedX;value_IndividualPlay;value_LowGkIntervention;value_ParriedDanger;value_Hands;value_Diving;value_HitRightPost;value_TakeOnSpace;value_SmallBoxRight;value_HighRight;value_MediumGkIntervention;value_High;value_Volley;value_NotAssisted;value_Injury;value_InjuredPlayerId;value_HighLeft;value_CloseRight;value_LeadingToAttempt;value_ThroughBall;value_DrinksBreak;value_RefereeDelay;value_ShirtPull/Holding;value_BoxLeft;value_ParriedSafe;value_Stooping;value_MisHit;value_HighClaim;value_GkKickFromHands;value_CloseLeft;value_FromCorner;value_SmallBoxLeft;value_Minutes;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Penalty;value_PenaltyTakerId;value_BoxCentre;value_CausingPlayer;value_LowRight;value_Second(2Nd)OppositeRelatedEventId;value_Saved;value_BlockedCross;value_IncorrectOutOfPlayDecision;value_VideoCoverageLost;value_Shove/Push;value_PullBack;value_Deflection;value_Feet;value_LowCentre;value_FantasyAssistedBy;value_FantasyAssistTeam;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_FantasyAssistId;value_GkYTimeOfGoal;value_FantasyAssistType;value_KeeperTouched;value_Unchallenged;value_PlayersCaughtOffside;value_Indirect;value_Blocked;value_DefBlock;value_FastBreak;value_SoloRun;value_Handball;value_AerialFoul;value_Standing;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699333469;136;61;1;14;39;ew2zirzye0sw1txr2m33nr25y;1;10,7;53,7;2024-07-06T01:21:13.802Z;2024-07-06T01:21:13Z;[{'id': 5095377841, 'qualifierId': 56, 'value': 'Back'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;du7xzt1yjp3rlwivwfni8cob8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;39;Colorado Rapids II;879;DL;1,0
2699333475;137;12;1;14;41;ew2zirzye0sw1txr2m33nr25y;1;6,9;60,3;2024-07-06T01:21:14.929Z;2024-07-06T01:21:15Z;[{'id': 5095377883, 'qualifierId': 141, 'value': '87.8'}, {'id': 5095377899, 'qualifierId': 15}, {'id': 5095377885, 'qualifierId': 212, 'value': '18.7'}, {'id': 5095377887, 'qualifierId': 213, 'value': '1.55'}, {'id': 5095377879, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095377881, 'qualifierId': 140, 'value': '7.2'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;du7xzt1yjp3rlwivwfni8cob8;Clearance;;;;;;;;;;18,7;1,55;7,2;;87,8;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;7,2;87,8;;;;;;;;0;14;41;Colorado Rapids II;881;DR;1,0
2699333481;122;1;1;14;43;iiolvosiuokkrl5iuoxcjo4p;0;94,8;11,0;2024-07-06T01:21:17.160Z;2024-07-09T08:35:21Z;[{'id': 5095377913, 'qualifierId': 141, 'value': '43.0'}, {'id': 5095377909, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095377915, 'qualifierId': 212, 'value': '21.8'}, {'id': 5099591231, 'qualifierId': 20}, {'id': 5099591241, 'qualifierId': 386}, {'id': 5095377917, 'qualifierId': 213, 'value': '1.62'}, {'id': 5095377907, 'qualifierId': 155}, {'id': 5095377905, 'qualifierId': 2}, {'id': 5099591227, 'qualifierId': 225}, {'id': 5095377911, 'qualifierId': 140, 'value': '93.7'}];7gh46rkxaa7trgtp8lf1l591w;F. Núñez;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;21,8;1,62;93,7;;43,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;93,7;43,0;;;;;;;;0;14;43;The Town;883;AMR;1,0
2699333489;138;12;1;14;45;ew2zirzye0sw1txr2m33nr25y;1;6,9;66,1;2024-07-06T01:21:19.218Z;2024-07-06T01:21:20Z;[{'id': 5095377959, 'qualifierId': 212, 'value': '20.1'}, {'id': 5095377961, 'qualifierId': 213, 'value': '0.98'}, {'id': 5095377955, 'qualifierId': 140, 'value': '17.6'}, {'id': 5095377957, 'qualifierId': 141, 'value': '90.6'}, {'id': 5095377967, 'qualifierId': 15}, {'id': 5095377953, 'qualifierId': 56, 'value': 'Back'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;du7xzt1yjp3rlwivwfni8cob8;Clearance;;;;;;;;;;20,1;0,98;17,6;;90,6;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;17,6;90,6;;;;;;;;0;14;45;Colorado Rapids II;885;FWR;1,0
2699333491;123;1;1;14;46;iiolvosiuokkrl5iuoxcjo4p;1;87,5;4,3;2024-07-06T01:21:20.024Z;2024-07-09T08:35:39Z;[{'id': 5095377979, 'qualifierId': 213, 'value': '2.68'}, {'id': 5095377971, 'qualifierId': 56, 'value': 'Right'}, {'id': 5095377973, 'qualifierId': 140, 'value': '76.8'}, {'id': 5095377975, 'qualifierId': 141, 'value': '12.5'}, {'id': 5095377977, 'qualifierId': 212, 'value': '12.5'}];7gh46rkxaa7trgtp8lf1l591w;F. Núñez;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;12,5;2,68;76,8;;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;76,8;12,5;;;;;;;;0;14;46;The Town;886;AMR;1,0
2699333511;124;1;1;14;48;iiolvosiuokkrl5iuoxcjo4p;1;74,4;24,6;2024-07-06T01:21:22.056Z;2024-07-06T01:21:28Z;[{'id': 5095378093, 'qualifierId': 56, 'value': 'Right'}, {'id': 5095378099, 'qualifierId': 212, 'value': '14.2'}, {'id': 5095378095, 'qualifierId': 140, 'value': '75.9'}, {'id': 5095378101, 'qualifierId': 213, 'value': '4.82'}, {'id': 5095378097, 'qualifierId': 141, 'value': '3.8'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;14,2;4,82;75,9;;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;75,9;3,8;;;;;;;;0;14;48;The Town;888;AMC;1,0
2699333519;125;1;1;14;55;iiolvosiuokkrl5iuoxcjo4p;1;97,0;12,9;2024-07-06T01:21:28.887Z;2024-07-09T08:36:19Z;[{'id': 5095378149, 'qualifierId': 213, 'value': '1.83'}, {'id': 5095378141, 'qualifierId': 56, 'value': 'Center'}, {'id': 5099591341, 'qualifierId': 20}, {'id': 5099591339, 'qualifierId': 224}, {'id': 5095378145, 'qualifierId': 141, 'value': '45.4'}, {'id': 5095378137, 'qualifierId': 2}, {'id': 5095378147, 'qualifierId': 212, 'value': '22.8'}, {'id': 5095378143, 'qualifierId': 140, 'value': '91.5'}];7gh46rkxaa7trgtp8lf1l591w;F. Núñez;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;22,8;1,83;91,5;;45,4;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;91,5;45,4;;;;;;;;0;14;55;The Town;895;AMR;1,0
2699333531;126;61;1;14;57;iiolvosiuokkrl5iuoxcjo4p;0;87,9;37,7;2024-07-06T01:21:31.048Z;2024-07-06T01:21:44Z;[{'id': 5095378221, 'qualifierId': 56, 'value': 'Center'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;;du7xzt1yjp3rlwivwfni8cob8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;14;57;The Town;897;MC;1,0
2699333525;139;4;1;14;58;ew2zirzye0sw1txr2m33nr25y;1;11,8;59,0;2024-07-06T01:21:31.906Z;2024-07-06T01:21:37Z;[{'id': 5095378475, 'qualifierId': 233, 'value': '128'}, {'id': 5095378211, 'qualifierId': 13}, {'id': 5095378219, 'qualifierId': 285}, {'id': 5095378213, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095378215, 'qualifierId': 152}, {'id': 5095378217, 'qualifierId': 265}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;du7xzt1yjp3rlwivwfni8cob8;Foul;;;;;;;;;;;;;;;;;;;128,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;58;Colorado Rapids II;898;DC;1,0
2699333563;128;4;1;14;58;iiolvosiuokkrl5iuoxcjo4p;0;88,2;41,0;2024-07-06T01:21:31.907Z;2024-07-06T01:23:21Z;[{'id': 5095378491, 'qualifierId': 233, 'value': '139'}, {'id': 5095378449, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095378451, 'qualifierId': 152}, {'id': 5095378453, 'qualifierId': 265}, {'id': 5095378447, 'qualifierId': 13}, {'id': 5095378455, 'qualifierId': 286}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;du7xzt1yjp3rlwivwfni8cob8;Foul;;;;;;;;;;;;;;;;;;;139,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;14;58;The Town;898;DC;1,0
2699333543;127;43;1;14;59;iiolvosiuokkrl5iuoxcjo4p;1;0,0;0,0;2024-07-06T01:21:33.608Z;2024-07-06T01:21:40Z;[{'id': 5095378511, 'qualifierId': 144, 'value': '42'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;;du7xzt1yjp3rlwivwfni8cob8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;14;59;The Town;899;MC;1,0
2699333677;129;17;1;15;28;iiolvosiuokkrl5iuoxcjo4p;1;0,0;0,0;2024-07-06T01:22:02.809Z;2024-07-06T01:22:07Z;[{'id': 5095379155, 'qualifierId': 184}, {'id': 5095379153, 'qualifierId': 31}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;du7xzt1yjp3rlwivwfni8cob8;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;15;28;The Town;928;DC;1,0
2699333705;140;1;1;15;35;ew2zirzye0sw1txr2m33nr25y;1;12,3;55,3;2024-07-06T01:22:09.233Z;2024-07-06T01:22:12Z;[{'id': 5095379243, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095379253, 'qualifierId': 141, 'value': '90.2'}, {'id': 5095379255, 'qualifierId': 212, 'value': '25.5'}, {'id': 5095379257, 'qualifierId': 213, 'value': '1.19'}, {'id': 5095379235, 'qualifierId': 5}, {'id': 5095379249, 'qualifierId': 140, 'value': '21.3'}, {'id': 5095379239, 'qualifierId': 152}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;25,5;1,19;21,3;;90,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;21,3;90,2;;;;;;;;0;15;35;Colorado Rapids II;935;GK;1,0
2699333739;141;1;1;15;38;ew2zirzye0sw1txr2m33nr25y;1;21,3;90,2;2024-07-06T01:22:12.081Z;2024-07-06T01:22:20Z;[{'id': 5095379419, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095379425, 'qualifierId': 212, 'value': '27.6'}, {'id': 5095379427, 'qualifierId': 213, 'value': '4.26'}, {'id': 5095379423, 'qualifierId': 141, 'value': '53.7'}, {'id': 5095379421, 'qualifierId': 140, 'value': '9.7'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;27,6;4,26;9,7;;53,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;9,7;53,7;;;;;;;;0;15;38;Colorado Rapids II;938;DC;1,0
2699333745;142;1;1;15;46;ew2zirzye0sw1txr2m33nr25y;1;16,0;50,9;2024-07-06T01:22:20.369Z;2024-07-06T01:22:24Z;[{'id': 5095379481, 'qualifierId': 213, 'value': '5.12'}, {'id': 5095379479, 'qualifierId': 212, 'value': '17.9'}, {'id': 5095379477, 'qualifierId': 141, 'value': '26.7'}, {'id': 5095379475, 'qualifierId': 140, 'value': '22.7'}, {'id': 5095379473, 'qualifierId': 56, 'value': 'Back'}];71y61qa3ywym9sa89dpkzfcyy;E. Ochoa;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;17,9;5,12;22,7;;26,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;22,7;26,7;;;;;;;;0;15;46;Colorado Rapids II;946;GK;1,0
2699333749;143;1;1;15;50;ew2zirzye0sw1txr2m33nr25y;0;24,6;23,2;2024-07-06T01:22:24.193Z;2024-07-06T01:22:24Z;[{'id': 5095379499, 'qualifierId': 140, 'value': '37.7'}, {'id': 5095379503, 'qualifierId': 212, 'value': '18.0'}, {'id': 5095379497, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095379505, 'qualifierId': 213, 'value': '5.58'}, {'id': 5095379501, 'qualifierId': 141, 'value': '6.2'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;18,0;5,58;37,7;;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;37,7;6,2;;;;;;;;0;15;50;Colorado Rapids II;950;DL;1,0
2699333767;130;1;1;15;52;iiolvosiuokkrl5iuoxcjo4p;1;54,2;92,3;2024-07-06T01:22:26.535Z;2024-07-06T01:22:29Z;[{'id': 5095379603, 'qualifierId': 140, 'value': '59.8'}, {'id': 5095379607, 'qualifierId': 212, 'value': '7.6'}, {'id': 5095379605, 'qualifierId': 141, 'value': '85.3'}, {'id': 5095379609, 'qualifierId': 213, 'value': '5.60'}, {'id': 5095379601, 'qualifierId': 56, 'value': 'Left'}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;7,6;5,6;59,8;;85,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;59,8;85,3;;;;;;;;0;15;52;The Town;952;DC;1,0
2699333765;144;43;1;15;53;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-07-06T01:22:27.345Z;2024-07-06T01:23:11Z;[{'id': 5095379633, 'qualifierId': 233, 'value': '131'}, {'id': 5095379579, 'qualifierId': 285, 'value': '0'}, {'id': 5095379577, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095380511, 'qualifierId': 144, 'value': '74'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;du7xzt1yjp3rlwivwfni8cob8;Deleted event;;;;;;;;;;;;;;;;;;;131,0;;;;;;;;0,0;;;;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;15;53;Colorado Rapids II;953;FWR;1,0
2699333777;132;43;1;15;53;iiolvosiuokkrl5iuoxcjo4p;1;0,0;0,0;2024-07-06T01:22:27.559Z;2024-07-06T01:22:55Z;[{'id': 5095380211, 'qualifierId': 144, 'value': '49'}];ajrr99t1qsj4sy5zcx0t5ksgk;K. Stewart-Baynes;;;du7xzt1yjp3rlwivwfni8cob8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;15;53;The Town;953;AML;1,0
2699333769;131;61;1;15;55;iiolvosiuokkrl5iuoxcjo4p;0;60,0;85,3;2024-07-06T01:22:29.575Z;2024-07-06T01:22:53Z;[{'id': 5095379615, 'qualifierId': 56, 'value': 'Left'}];ajrr99t1qsj4sy5zcx0t5ksgk;K. Stewart-Baynes;;;du7xzt1yjp3rlwivwfni8cob8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;15;55;The Town;955;AML;1,0
2699333771;145;43;1;15;56;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-07-06T01:22:30.226Z;2024-07-06T01:23:12Z;[{'id': 5095380525, 'qualifierId': 144, 'value': '49'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;du7xzt1yjp3rlwivwfni8cob8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;15;56;Colorado Rapids II;956;FWR;1,0
2699333773;146;1;1;15;56;ew2zirzye0sw1txr2m33nr25y;1;29,7;21,4;2024-07-06T01:22:30.385Z;2024-07-06T01:22:31Z;[{'id': 5095379643, 'qualifierId': 212, 'value': '15.9'}, {'id': 5095379641, 'qualifierId': 141, 'value': '43.1'}, {'id': 5095379645, 'qualifierId': 213, 'value': '1.19'}, {'id': 5095379637, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095379639, 'qualifierId': 140, 'value': '35.3'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;15,9;1,19;35,3;;43,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;35,3;43,1;;;;;;;;0;15;56;Colorado Rapids II;956;FWR;1,0
2699333781;147;1;1;15;57;ew2zirzye0sw1txr2m33nr25y;1;35,3;43,1;2024-07-06T01:22:30.913Z;2024-07-06T01:22:32Z;[{'id': 5095379673, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095379677, 'qualifierId': 141, 'value': '37.1'}, {'id': 5095379675, 'qualifierId': 140, 'value': '26.7'}, {'id': 5095379679, 'qualifierId': 212, 'value': '9.9'}, {'id': 5095379681, 'qualifierId': 213, 'value': '3.57'}];49ag6csupgt40gbs2snq1xs7o;A. Chow;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;9,9;3,57;26,7;;37,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;26,7;37,1;;;;;;;;0;15;57;Colorado Rapids II;957;MC;1,0
2699333807;148;1;1;15;58;ew2zirzye0sw1txr2m33nr25y;1;26,7;37,1;2024-07-06T01:22:32.225Z;2024-07-06T01:22:40Z;[{'id': 5095379807, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095379813, 'qualifierId': 212, 'value': '26.4'}, {'id': 5095379809, 'qualifierId': 140, 'value': '30.7'}, {'id': 5095379811, 'qualifierId': 141, 'value': '75.5'}, {'id': 5095379815, 'qualifierId': 213, 'value': '1.41'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;du7xzt1yjp3rlwivwfni8cob8;Pass;;;;;;;;;;26,4;1,41;30,7;;75,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;30,7;75,5;;;;;;;;0;15;58;Colorado Rapids II;958;MC;1,0
