region,tournament,season,stage,competition,date,time_or_status,home_team,away_team,match_id,home_score,away_score,home_odds,draw_odds,away_odds
252,7,2024-2025,10343,england-championship,"Sunday, Dec 22 2024",FT,West Bromwich Albion,Bristol City,1827104,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Cardiff,Sheffield United,1827817,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Burnley,Watford,1827113,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Leeds,Oxford,1827112,4,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Millwall,Blackburn,1827110,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Plymouth,Middlesbrough,1827109,3,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Queens Park Rangers,Preston,1827107,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Sunderland,Norwich,1827105,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Hull,Swansea,1827818,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Portsmouth,Coventry,1827093,4,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 21 2024",FT,Sheffield Wednesday,Stoke,1827106,2,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Dec 20 2024",FT,Luton,Derby,1827111,2,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 15 2024",FT,Norwich,Burnley,1827024,1,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 15 2024",FT,Watford,West Bromwich Albion,1827028,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Middlesbrough,Millwall,1827032,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Stoke,Cardiff,1827115,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Norwich,Luton,1827088,4,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Sheffield United,West Bromwich Albion,1827132,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Blackburn,Leeds,1827084,1,0,,,
252,7,2024-2025,10343,england-championship,"Sunday, Nov 03 2024",FT,Millwall,Burnley,1827060,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Stoke,Millwall,1826939,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Cardiff,Blackburn,1827020,1,3,,,
252,7,2024-2025,10343,england-championship,"Friday, Nov 08 2024",FT,Watford,Oxford,1826948,1,0,,,
252,7,2024-2025,10343,england-championship,"Thursday, Nov 07 2024",,West Bromwich Albion,Burnley,1827049,0,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 06 2024",FT,Luton,Cardiff,1827018,1,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 06 2024",,Preston,Sunderland,1827046,0,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 06 2024",FT,Millwall,Leeds,1827054,1,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 06 2024",FT,Blackburn,Stoke,1827048,0,2,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 06 2024",FT,Coventry,Derby,1827047,1,2,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 05 2024",FT,Swansea,Watford,1827017,1,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 05 2024",FT,Plymouth,Portsmouth,1827052,1,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 05 2024",FT,Bristol City,Sheffield United,1827055,1,2,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 05 2024",FT,Oxford,Hull,1827053,1,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 05 2024",FT,Queens Park Rangers,Middlesbrough,1827040,1,4,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Middlesbrough,Coventry,1827061,0,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Leeds,Queens Park Rangers,1827043,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Cardiff,Norwich,1827015,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Hull,Portsmouth,1827064,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Leeds,Plymouth,1827063,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Preston,Bristol City,1827059,1,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Queens Park Rangers,Sunderland,1827058,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Sheffield Wednesday,Watford,1827057,2,6,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Blackburn,Sheffield United,1827065,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Stoke,Derby,1827056,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 02 2024",FT,Oxford,Swansea,1827016,1,2,,,
252,7,2024-2025,10343,england-championship,"Friday, Nov 01 2024",FT,Luton,West Bromwich Albion,1827062,1,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Oct 27 2024",FT,Norwich,Middlesbrough,1826967,3,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",FT,Sunderland,Oxford,1826933,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",FT,Sheffield United,Stoke,1826962,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",,Watford,Queens Park Rangers,1827071,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Middlesbrough,Luton,1827042,5,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 05 2024",FT,Sheffield Wednesday,Norwich,1827050,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Norwich,Bristol City,1827041,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,West Bromwich Albion,Norwich,1826977,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Derby,Plymouth,1827045,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Oxford,Millwall,1827089,1,1,,,
252,7,2024-2025,10343,england-championship,"Friday, Nov 29 2024",FT,Sheffield United,Sunderland,1827091,1,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 27 2024",FT,Derby,Swansea,1827122,1,2,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 27 2024",FT,Leeds,Luton,1827078,3,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 27 2024",FT,Cardiff,Queens Park Rangers,1827108,0,2,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Nov 27 2024",FT,Middlesbrough,Blackburn,1827083,0,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 26 2024",,Sunderland,West Bromwich Albion,1827081,0,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 26 2024",FT,Stoke,Preston,1827080,0,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 26 2024",FT,Watford,Bristol City,1827082,1,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 26 2024",FT,Sheffield United,Oxford,1826975,3,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 26 2024",FT,Hull,Sheffield Wednesday,1826973,0,2,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 26 2024",FT,Burnley,Coventry,1826971,2,0,,,
252,7,2024-2025,10343,england-championship,"Sunday, Nov 24 2024",FT,Swansea,Leeds,1827022,3,4,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Nov 26 2024",FT,Norwich,Plymouth,1827079,6,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Queens Park Rangers,Stoke,1826969,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Bristol City,Burnley,1826952,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Middlesbrough,Hull,1827087,3,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Portsmouth,Preston,1826945,3,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Nov 10 2024",FT,Sheffield United,Sheffield Wednesday,1826941,1,0,,,
252,7,2024-2025,10343,england-championship,"Sunday, Nov 10 2024",FT,Hull,West Bromwich Albion,1827044,1,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Nov 10 2024",FT,Burnley,Swansea,1827019,1,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Nov 22 2024",FT,Plymouth,Watford,1826963,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 09 2024",FT,Sunderland,Coventry,1826937,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Coventry,Sheffield United,1826954,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Luton,Hull,1826956,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Millwall,Sunderland,1826958,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Oxford,Middlesbrough,1826961,2,6,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Preston,Derby,1826966,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 23 2024",FT,Sheffield Wednesday,Cardiff,1827021,1,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 11 2025",FT,Portsmouth,Cardiff,1827901,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 08 2025",FT,Sheffield United,Portsmouth,1827735,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 08 2025",FT,Norwich,Derby,1827774,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Feb 09 2025",FT,Bristol City,Swansea,1827897,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 11 2025",FT,Coventry,Queens Park Rangers,1827746,1,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 11 2025",N/A,Derby,Oxford,1827748,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 11 2025",FT,Watford,Leeds,1827754,0,4,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 12 2025",FT,Bristol City,Stoke,1827744,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 11 2025",FT,Norwich,Preston,1827750,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 12 2025",FT,Plymouth,Millwall,1827732,5,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 12 2025",FT,Sunderland,Luton,1827760,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 12 2025",FT,Burnley,Hull,1827756,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 12 2025",FT,Swansea,Sheffield Wednesday,1827903,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 08 2025",FT,Sunderland,Watford,1827739,2,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 08 2025",FT,West Bromwich Albion,Sheffield Wednesday,1827741,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 28 2025",FT,Portsmouth,Millwall,1827077,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 05 2025",FT,Coventry,Leeds,1827765,0,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Leeds,Cardiff,1827913,7,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 12 2025",FT,West Bromwich Albion,Blackburn,1827762,0,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Friday, Jan 31 2025",FT,Blackburn,Preston,1827743,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Oxford,Bristol City,1827753,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Plymouth,West Bromwich Albion,1827755,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Watford,Norwich,1827761,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Swansea,Coventry,1827895,0,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Millwall,Queens Park Rangers,1827731,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 04 2025",FT,Queens Park Rangers,Blackburn,1827733,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",N/A,Portsmouth,Burnley,1827757,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Sheffield Wednesday,Luton,1827759,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Derby,Sheffield United,1827745,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 01 2025",FT,Hull,Stoke,1827747,1,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Monday, Feb 03 2025",FT,Middlesbrough,Sunderland,1827749,2,3,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 04 2025",FT,Burnley,Oxford,1827763,1,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 12 2025",FT,Sheffield United,Middlesbrough,1827758,3,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Mar 01 2025",FT,Oxford,Coventry,1827777,2,3,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Friday, Feb 14 2025",FT,Queens Park Rangers,Derby,1827795,4,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Monday, Feb 24 2025",FT,Sheffield United,Leeds,1827845,1,3,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,Swansea,Blackburn,1827911,3,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,Portsmouth,Queens Park Rangers,1827849,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,Norwich,Stoke,1827850,4,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,West Bromwich Albion,Oxford,1827846,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,Coventry,Preston,1827787,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Feb 23 2025",FT,Watford,Luton,1827847,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 25 2025",FT,Cardiff,Hull,1827899,1,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",N/A,Preston,Burnley,1827796,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 25 2025",FT,Stoke,Middlesbrough,1827737,1,3,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Friday, Feb 28 2025",FT,Sheffield Wednesday,Sunderland,1827804,1,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Mar 01 2025",FT,Leeds,West Bromwich Albion,1827773,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Mar 01 2025",FT,Blackburn,Norwich,1827776,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Monday, Jan 27 2025",N/A,Burnley,Leeds,1827700,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Mar 01 2025",N/A,Stoke,Watford,1827794,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,Plymouth,Cardiff,1827909,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,Sunderland,Hull,1827848,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 22 2025",FT,Derby,Millwall,1827785,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Friday, Feb 21 2025",FT,Burnley,Sheffield Wednesday,1827790,4,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Friday, Feb 21 2025",FT,Bristol City,Middlesbrough,1827791,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Feb 19 2025",FT,Luton,Plymouth,1827772,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Feb 18 2025",FT,Preston,Millwall,1827752,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Monday, Feb 17 2025",FT,Leeds,Sunderland,1827768,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Hull,Norwich,1827766,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Blackburn,Plymouth,1827764,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Sheffield Wednesday,Coventry,1827793,1,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Middlesbrough,Watford,1827783,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Luton,Sheffield United,1827770,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Millwall,West Bromwich Albion,1827798,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Stoke,Swansea,1827907,3,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Cardiff,Bristol City,1827905,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Feb 15 2025",FT,Oxford,Portsmouth,1827797,0,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Stoke,Sunderland,1827123,1,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 18 2025",FT,Millwall,Hull,1827708,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Bristol City,Blackburn,1827698,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Hull,Leeds,1827714,3,3,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Sunderland,Sheffield United,1827710,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",N/A,Stoke,Plymouth,1827718,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Blackburn,Burnley,1827712,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Swansea,West Bromwich Albion,1827826,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Middlesbrough,Cardiff,1827825,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Bristol City,Derby,1827713,1,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Norwich,Coventry,1827715,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Queens Park Rangers,Sheffield Wednesday,1827734,0,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Preston,Oxford,1827716,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Sheffield Wednesday,Millwall,1827717,2,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 04 2025",FT,Watford,Sheffield United,1827720,1,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Jan 05 2025",FT,Sunderland,Portsmouth,1827719,1,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Monday, Jan 06 2025",FT,Queens Park Rangers,Luton,1827709,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 14 2025",FT,Plymouth,Oxford,1827070,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Hull,Middlesbrough,1827134,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Portsmouth,Swansea,1827824,4,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Cardiff,Coventry,1827823,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,West Bromwich Albion,Preston,1827711,3,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Luton,Norwich,1827136,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Leeds,Blackburn,1827135,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Burnley,Stoke,1827133,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Sheffield Wednesday,Derby,1827729,4,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Millwall,Oxford,1827137,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Plymouth,Bristol City,1827730,2,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 01 2025",FT,Queens Park Rangers,Watford,1827728,3,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",N/A,Middlesbrough,Burnley,1827128,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Derby,Leeds,1827127,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",N/A,Coventry,Millwall,1827126,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Bristol City,Portsmouth,1827125,3,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Blackburn,Hull,1827124,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Mar 01 2025",FT,Middlesbrough,Derby,1827769,1,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 14 2025",FT,Cardiff,Watford,1827119,1,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 15 2025",FT,Blackburn,Portsmouth,1826950,3,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Friday, Jan 17 2025",N/A,Burnley,Sunderland,1827721,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Swansea,Sheffield United,1827829,1,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Preston,Middlesbrough,1827751,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,West Bromwich Albion,Portsmouth,1827742,5,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Sunderland,Plymouth,1827740,2,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Coventry,Watford,1827702,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Cardiff,Derby,1827830,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Norwich,Swansea,1827853,5,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",FT,Luton,Millwall,1827704,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 25 2025",N/A,Stoke,Oxford,1827738,0,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Friday, Jan 24 2025",FT,Sheffield United,Hull,1827736,0,3,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 22 2025",FT,Plymouth,Burnley,1827693,0,5,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 22 2025",FT,Sheffield Wednesday,Bristol City,1827696,2,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 22 2025",FT,Portsmouth,Stoke,1827695,3,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Wednesday, Jan 22 2025",FT,Leeds,Norwich,1827692,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Millwall,Cardiff,1827828,2,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Blackburn,Coventry,1827703,0,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 18 2025",FT,Cardiff,Swansea,1827827,3,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Middlesbrough,West Bromwich Albion,1827707,2,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Hull,Queens Park Rangers,1827706,1,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Derby,Sunderland,1827705,0,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Watford,Preston,1827691,1,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Tuesday, Jan 21 2025",FT,Oxford,Luton,1827689,3,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Sunday, Jan 19 2025",FT,Leeds,Sheffield Wednesday,1827724,3,0,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 18 2025",FT,Portsmouth,Middlesbrough,1827697,2,1,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 18 2025",FT,Derby,Watford,1827723,0,2,N/A,N/A,N/A
252,7,2024-2025,10343,england-championship,"Saturday, Jan 18 2025",FT,Coventry,Bristol City,1827722,1,0,N/A,N/A,N/A
